Date,GLW
2000-01-03,26.453685760498047
2000-01-04,23.888402938842773
2000-01-05,23.345483779907227
2000-01-06,22.80255889892578
2000-01-07,25.381427764892578
2000-01-10,25.62574005126953
2000-01-11,23.33191680908203
2000-01-12,22.53110122680664
2000-01-13,25.35427474975586
2000-01-14,24.322725296020508
2000-01-18,27.254491806030273
2000-01-19,29.032541275024414
2000-01-20,33.82380294799805
2000-01-21,35.18110275268555
2000-01-24,33.66092300415039
2000-01-25,32.84653854370117
2000-01-26,33.878082275390625
2000-01-27,35.18110275268555
2000-01-28,31.92359161376953
2000-01-31,33.498043060302734
2000-02-01,31.97788429260254
2000-02-02,32.19504928588867
2000-02-03,33.498043060302734
2000-02-04,35.80544662475586
2000-02-07,35.96833038330078
2000-02-08,36.877708435058594
2000-02-09,35.83259201049805
2000-02-10,37.24419021606445
2000-02-11,35.9954719543457
2000-02-14,39.09011459350586
2000-02-15,38.167144775390625
2000-02-16,38.6557731628418
2000-02-17,41.492523193359375
2000-02-18,41.98114013671875
2000-02-22,41.26177978515625
2000-02-23,40.88174057006836
2000-02-24,41.75039291381836
2000-02-25,40.78672790527344
2000-02-28,39.03582000732422
2000-02-29,40.82744598388672
2000-03-01,44.08495330810547
2000-03-02,44.748992919921875
2000-03-03,44.61314010620117
2000-03-06,45.56407928466797
2000-03-07,42.819908142089844
2000-03-08,41.05386734008789
2000-03-09,41.573490142822266
2000-03-10,41.62444305419922
2000-03-13,40.11650466918945
2000-03-14,38.798744201660156
2000-03-15,37.005550384521484
2000-03-16,37.90214157104492
2000-03-17,41.16254806518555
2000-03-20,42.819908142089844
2000-03-21,41.733116149902344
2000-03-22,44.341434478759766
2000-03-23,47.80559539794922
2000-03-24,46.596519470214844
2000-03-27,45.42824935913086
2000-03-28,44.518043518066406
2000-03-29,42.92859649658203
2000-03-30,40.86367416381836
2000-03-31,42.167823791503906
2000-04-03,39.32857894897461
2000-04-04,36.516475677490234
2000-04-05,36.08175277709961
2000-04-06,38.173851013183594
2000-04-07,42.602561950683594
2000-04-10,41.121795654296875
2000-04-11,37.005550384521484
2000-04-12,33.47343826293945
2000-04-13,33.25947570800781
2000-04-14,31.299829483032227
2000-04-17,32.2779541015625
2000-04-18,34.17985916137695
2000-04-19,34.777584075927734
2000-04-20,33.065879821777344
2000-04-24,32.82136154174805
2000-04-25,38.472721099853516
2000-04-26,39.28782272338867
2000-04-27,41.28480911254883
2000-04-28,42.92859649658203
2000-05-01,43.36330795288086
2000-05-02,41.692378997802734
2000-05-03,39.342159271240234
2000-05-04,39.47801208496094
2000-05-05,41.09461212158203
2000-05-08,39.858394622802734
2000-05-09,38.744407653808594
2000-05-10,37.54894256591797
2000-05-11,39.45083999633789
2000-05-12,40.80254364013672
2000-05-15,38.96176528930664
2000-05-16,42.11349868774414
2000-05-17,42.49388122558594
2000-05-18,42.67049026489258
2000-05-19,39.65461730957031
2000-05-22,38.472721099853516
2000-05-23,35.64703369140625
2000-05-24,36.95122146606445
2000-05-25,37.603271484375
2000-05-26,36.516475677490234
2000-05-30,40.21158981323242
2000-05-31,41.95046615600586
2000-06-01,42.315982818603516
2000-06-02,45.44345474243164
2000-06-05,45.9057731628418
2000-06-06,47.26552963256836
2000-06-07,45.960147857666016
2000-06-08,46.34088897705078
2000-06-09,46.123329162597656
2000-06-12,50.69215393066406
2000-06-13,54.17316818237305
2000-06-14,51.56240463256836
2000-06-15,54.33633041381836
2000-06-16,53.52047348022461
2000-06-19,55.0977897644043
2000-06-20,52.935787200927734
2000-06-21,53.139739990234375
2000-06-22,52.21511459350586
2000-06-23,52.21511459350586
2000-06-26,56.607147216796875
2000-06-27,55.0977897644043
2000-06-28,57.592994689941406
2000-06-29,57.436607360839844
2000-06-30,57.436607360839844
2000-07-03,59.503440856933594
2000-07-05,56.04962921142578
2000-07-06,53.95560073852539
2000-07-07,55.845664978027344
2000-07-10,54.00999450683594
2000-07-11,54.49951934814453
2000-07-12,55.260963439941406
2000-07-13,56.348793029785156
2000-07-14,58.089290618896484
2000-07-17,59.88416290283203
2000-07-18,59.65303421020508
2000-07-19,58.59242630004883
2000-07-20,59.96576690673828
2000-07-21,61.62468719482422
2000-07-24,54.39072799682617
2000-07-25,56.348793029785156
2000-07-26,56.15839385986328
2000-07-27,54.11874771118164
2000-07-28,50.637752532958984
2000-07-31,51.127296447753906
2000-08-01,50.84174728393555
2000-08-02,52.17430114746094
2000-08-03,54.00999450683594
2000-08-04,58.089290618896484
2000-08-07,59.72099304199219
2000-08-08,62.331756591796875
2000-08-09,60.02017593383789
2000-08-10,59.3130989074707
2000-08-11,59.82980728149414
2000-08-14,61.16237258911133
2000-08-15,59.93856430053711
2000-08-16,63.09322738647461
2000-08-17,63.310794830322266
2000-08-18,65.25528717041016
2000-08-21,65.21448516845703
2000-08-22,65.37764739990234
2000-08-23,64.45301818847656
2000-08-24,65.30967712402344
2000-08-25,65.59523010253906
2000-08-28,67.77084350585938
2000-08-29,67.3629150390625
2000-08-30,71.7957534790039
2000-08-31,71.39958190917969
2000-09-01,74.01176452636719
2000-09-05,71.39958190917969
2000-09-06,67.9302978515625
2000-09-07,69.49485778808594
2000-09-08,66.36566162109375
2000-09-11,64.43376159667969
2000-09-12,62.69229507446289
2000-09-13,62.25694274902344
2000-09-14,65.95751953125
2000-09-15,64.97798919677734
2000-09-18,63.23653030395508
2000-09-19,67.04593658447266
2000-09-20,68.67855834960938
2000-09-21,63.56303787231445
2000-09-22,69.63090515136719
2000-09-25,70.09347534179688
2000-09-26,70.74657440185547
2000-09-27,67.48129272460938
2000-09-28,65.52216339111328
2000-09-29,64.86913299560547
2000-10-02,64.16166687011719
2000-10-03,63.127655029296875
2000-10-04,63.59027099609375
2000-10-05,63.30451965332031
2000-10-06,59.059749603271484
2000-10-09,60.73316192626953
2000-10-10,55.50879669189453
2000-10-11,54.28437042236328
2000-10-12,56.16185760498047
2000-10-13,60.65153503417969
2000-10-16,64.20246887207031
2000-10-17,63.3453369140625
2000-10-18,58.36589431762695
2000-10-19,62.16172790527344
2000-10-20,69.18195343017578
2000-10-23,66.24323272705078
2000-10-24,61.05967712402344
2000-10-25,50.20283508300781
2000-10-26,45.7131462097168
2000-10-27,49.63139343261719
2000-10-30,46.366180419921875
2000-10-31,49.95792770385742
2000-11-01,48.08042526245117
2000-11-02,46.529457092285156
2000-11-03,47.75390625
2000-11-06,46.03965759277344
2000-11-07,44.8151969909668
2000-11-08,40.16225814819336
2000-11-09,41.79487991333008
2000-11-10,39.26432418823242
2000-11-13,38.52964401245117
2000-11-14,43.4274787902832
2000-11-15,44.24376678466797
2000-11-16,41.67242431640625
2000-11-17,40.57041931152344
2000-11-20,38.733726501464844
2000-11-21,42.16221237182617
2000-11-22,41.30508804321289
2000-11-24,44.080509185791016
2000-11-27,41.998966217041016
2000-11-28,39.83574295043945
2000-11-29,40.652034759521484
2000-11-30,38.203121185302734
2000-12-01,39.79490661621094
