Date,GILD
2000-06-20,1.6177788972854614
2000-06-21,1.5570615530014038
2000-06-22,1.372211217880249
2000-06-23,1.4990429878234863
2000-06-26,1.47340726852417
2000-06-27,1.457215428352356
2000-06-28,1.555712342262268
2000-06-29,1.52467942237854
2000-06-30,1.5354732275009155
2000-07-03,1.5084880590438843
2000-07-05,1.531425952911377
2000-07-06,1.5786503553390503
2000-07-07,1.7338171005249023
2000-07-10,1.7135778665542603
2000-07-11,1.7918355464935303
2000-07-12,1.9294615983963013
2000-07-13,1.7742946147918701
2000-07-14,1.7405630350112915
2000-07-17,1.7810406684875488
2000-07-18,1.7311182022094727
2000-07-19,1.613731861114502
2000-07-20,1.5651576519012451
2000-07-21,1.620477557182312
2000-07-24,1.5084880590438843
2000-07-25,1.4828509092330933
2000-07-26,1.5017415285110474
2000-07-27,1.4531676769256592
2000-07-28,1.5138851404190063
2000-07-31,1.60023832321167
2000-08-01,1.8768399953842163
2000-08-02,1.818821668624878
2000-08-03,1.9631929397583008
2000-08-04,1.8781887292861938
2000-08-07,1.928112268447876
2000-08-08,1.9523987770080566
2000-08-09,1.918666958808899
2000-08-10,1.8700926303863525
2000-08-11,1.8646965026855469
2000-08-14,1.875490665435791
2000-08-15,1.8242179155349731
2000-08-16,1.8525532484054565
2000-08-17,1.9497010707855225
2000-08-18,1.9429538249969482
2000-08-21,2.052245616912842
2000-08-22,2.265430212020874
2000-08-23,2.166933536529541
2000-08-24,2.207412004470825
2000-08-25,2.223602771759033
2000-08-28,2.1129631996154785
2000-08-29,2.143996477127075
2000-08-30,2.254636764526367
2000-08-31,2.331544876098633
2000-09-01,2.266779661178589
2000-09-05,2.122407913208008
2000-09-06,1.9618439674377441
2000-09-07,2.157489538192749
2000-09-08,2.2020153999328613
2000-09-11,2.118358850479126
2000-09-12,2.052245616912842
2000-09-13,2.0940723419189453
2000-09-14,2.196617364883423
2000-09-15,2.233048439025879
2000-09-18,2.0131168365478516
2000-09-19,2.115661144256592
2000-09-20,2.1048667430877686
2000-09-21,2.2209038734436035
2000-09-22,2.3612301349639893
2000-09-25,2.507962703704834
2000-09-26,2.2978134155273438
2000-09-27,2.3075947761535645
2000-09-28,2.5029029846191406
2000-09-29,2.3679747581481934
2000-10-02,2.2478902339935303
2000-10-03,2.2276508808135986
2000-10-04,2.115661144256592
2000-10-05,2.138598680496216
2000-10-06,1.9996238946914673
2000-10-09,1.9429538249969482
2000-10-10,2.0468482971191406
2000-10-11,2.0225610733032227
2000-10-12,1.9429538249969482
2000-10-13,2.0711355209350586
2000-10-16,2.131852626800537
2000-10-17,2.1547904014587402
2000-10-18,1.9820839166641235
2000-10-19,1.9739880561828613
2000-10-20,1.9105714559555054
2000-10-23,2.092723846435547
2000-10-24,1.849853754043579
2000-10-25,1.9834325313568115
2000-10-26,1.9645421504974365
2000-10-27,1.7783434391021729
2000-10-30,1.8296149969100952
2000-10-31,1.8566005229949951
2000-11-01,1.8323142528533936
2000-11-02,1.9011262655258179
2000-11-03,1.9024760723114014
2000-11-06,2.021212339401245
2000-11-07,2.0306570529937744
2000-11-08,1.947001576423645
2000-11-09,1.9335085153579712
2000-11-10,1.947001576423645
2000-11-13,1.698735237121582
2000-11-14,1.6744484901428223
2000-11-15,1.6838937997817993
2000-11-16,1.6407173871994019
2000-11-17,1.516584038734436
2000-11-20,1.3951491117477417
2000-11-21,1.476105809211731
2000-11-22,1.5651576519012451
2000-11-24,1.5115238428115845
2000-11-27,1.592143177986145
2000-11-28,1.6285735368728638
2000-11-29,1.7540559768676758
2000-11-30,1.7581040859222412
2000-12-01,1.8997774124145508
2000-12-04,1.770247220993042
2000-12-05,1.8957297801971436
2000-12-06,1.8741413354873657
2000-12-07,1.8700926303863525
2000-12-08,2.096771478652954
2000-12-11,1.9793833494186401
2000-12-12,1.8228691816329956
2000-12-13,1.7243714332580566
2000-12-14,1.6798462867736816
2000-12-15,1.6663532257080078
2000-12-18,1.7581040859222412
2000-12-19,1.7270703315734863
2000-12-20,1.6744484901428223
2000-12-21,1.5206315517425537
2000-12-22,1.5840474367141724
2000-12-26,1.7783434391021729
2000-12-27,1.7230229377746582
2000-12-28,1.7513567209243774
2000-12-29,1.7904863357543945
2001-01-02,1.60023832321167
2001-01-03,1.6663532257080078
2001-01-04,1.4194360971450806
2001-01-05,1.2629202604293823
2001-01-08,1.1738682985305786
2001-01-09,1.1671217679977417
2001-01-10,1.2102982997894287
2001-01-11,1.2291884422302246
2001-01-12,1.2875444889068604
2001-01-16,1.4072922468185425
2001-01-17,1.2777620553970337
2001-01-18,1.2791119813919067
2001-01-19,1.2858576774597168
2001-01-22,1.3344322443008423
2001-01-23,1.486561894416809
2001-01-24,1.4126896858215332
2001-01-25,1.41673743724823
2001-01-26,1.3897522687911987
2001-01-29,1.4895977973937988
2001-01-30,1.4545172452926636
2001-01-31,1.4612631797790527
2001-02-01,1.3937991857528687
2001-02-02,1.3641152381896973
2001-02-05,1.3303836584091187
2001-02-06,1.422134518623352
2001-02-07,1.4018956422805786
2001-02-08,1.3182406425476074
2001-02-09,1.3607428073883057
2001-02-12,1.505790114402771
2001-02-13,1.4599136114120483
2001-02-14,1.4369761943817139
2001-02-15,1.4383256435394287
2001-02-16,1.505790114402771
2001-02-20,1.5138851404190063
2001-02-21,1.4275314807891846
2001-02-22,1.368163824081421
2001-02-23,1.4922964572906494
2001-02-26,1.5759515762329102
2001-02-27,1.55166494846344
2001-02-28,1.613731861114502
2001-03-01,1.516584038734436
2001-03-02,1.548966884613037
2001-03-05,1.449120044708252
2001-03-06,1.511186957359314
2001-03-07,1.441024661064148
2001-03-08,1.4599136114120483
2001-03-09,1.449120044708252
2001-03-12,1.2791119813919067
2001-03-13,1.3411775827407837
2001-03-14,1.4329289197921753
2001-03-15,1.4086419343948364
2001-03-16,1.3033987283706665
2001-03-19,1.4788038730621338
2001-03-20,1.41673743724823
2001-03-21,1.2467293739318848
2001-03-22,1.2575236558914185
2001-03-23,1.2818104028701782
2001-03-26,1.3870537281036377
2001-03-27,1.378957748413086
2001-03-28,1.381656527519226
2001-03-29,1.3870537281036377
2001-03-30,1.4032446146011353
2001-04-02,1.3195891380310059
2001-04-03,1.2710163593292236
2001-04-04,1.2602219581604004
2001-04-05,1.3735604286193848
2001-04-06,1.3897522687911987
2001-04-09,1.4598063230514526
2001-04-10,1.5668846368789673
2001-04-11,1.543137788772583
2001-04-12,1.6648958921432495
2001-04-16,1.632081389427185
2001-04-17,1.6942557096481323
2001-04-18,1.770247220993042
2001-04-19,1.8164459466934204
2001-04-20,1.7452043294906616
2001-04-23,1.6553971767425537
2001-04-24,1.5919269323349
2001-04-25,1.6942557096481323
2001-04-26,1.800038456916809
2001-04-27,1.967996597290039
2001-04-30,2.114797353744507
2001-05-01,2.1627233028411865
2001-05-02,2.133795738220215
2001-05-03,2.0642807483673096
2001-05-04,2.1821532249450684
2001-05-07,2.208491325378418
2001-05-08,2.162292242050171
2001-05-09,2.1415674686431885
2001-05-10,2.0945043563842773
2001-05-11,2.1048667430877686
2001-05-14,2.07291579246521
2001-05-15,2.0085830688476562
2001-05-16,2.278006076812744
2001-05-17,2.5016610622406006
2001-05-18,2.3293867111206055
2001-05-21,2.5849921703338623
2001-05-22,2.4986395835876465
2001-05-23,2.288367986679077
2001-05-24,2.3466575145721436
2001-05-25,2.3509745597839355
2001-05-29,2.27714204788208
2001-05-30,2.1946749687194824
2001-05-31,2.2343976497650146
2001-06-01,2.4040818214416504
2001-06-04,2.4912989139556885
2001-06-05,2.4740288257598877
2001-06-06,2.3531336784362793
2001-06-07,2.3220462799072266
2001-06-08,2.243032217025757
2001-06-11,2.142861843109131
2001-06-12,2.1653144359588623
2001-06-13,2.1756763458251953
2001-06-14,2.118251323699951
2001-06-15,2.2270572185516357
2001-06-18,2.212808847427368
2001-06-19,2.243464231491089
2001-06-20,2.4800732135772705
2001-06-21,2.486980676651001
2001-06-22,2.639395236968994
2001-06-25,2.4835269451141357
2001-06-26,2.5020928382873535
2001-06-27,2.569448709487915
2001-06-28,2.5888781547546387
2001-06-29,2.5124552249908447
2001-07-02,2.4895718097686768
2001-07-03,2.511160373687744
2001-07-05,2.4584836959838867
2001-07-06,2.405809164047241
2001-07-09,2.427828788757324
2001-07-10,2.3531336784362793
2001-07-11,2.284914493560791
2001-07-12,2.309957504272461
2001-07-13,2.4451005458831787
2001-07-16,2.137249708175659
2001-07-17,2.254689931869507
2001-07-18,2.34881591796875
2001-07-19,2.289663314819336
2001-07-20,2.3328402042388916
2001-07-23,2.2840499877929688
2001-07-24,2.1579747200012207
2001-07-25,2.1946749687194824
2001-07-26,2.363495349884033
2001-07-27,2.3341355323791504
2001-07-30,2.2067644596099854
2001-07-31,2.21453595161438
2001-08-01,2.1976964473724365
2001-08-02,2.1502034664154053
2001-08-03,2.2706658840179443
2001-08-06,2.227489471435547
2001-08-07,2.19553804397583
2001-08-08,2.0871646404266357
2001-08-09,2.0746426582336426
2001-08-10,2.071620225906372
2001-08-13,2.188629388809204
2001-08-14,2.2011513710021973
2001-08-15,2.2456226348876953
2001-08-16,2.242600202560425
2001-08-17,2.137249708175659
2001-08-20,2.2046051025390625
2001-08-21,2.2343976497650146
2001-08-22,2.3729941844940186
2001-08-23,2.540520429611206
2001-08-24,2.6126255989074707
2001-08-27,2.6665961742401123
2001-08-28,2.635941505432129
2001-08-29,2.657529592514038
2001-08-30,2.6661641597747803
2001-08-31,2.621260166168213
2001-09-04,2.6203973293304443
2001-09-05,2.5780844688415527
2001-09-06,2.6031265258789062
2001-09-07,2.540952444076538
2001-09-10,2.499934196472168
2001-09-17,2.2870736122131348
2001-09-18,2.1178200244903564
2001-09-19,2.16963267326355
2001-09-20,2.2046051025390625
2001-09-21,2.0578043460845947
2001-09-24,2.0923452377319336
2001-09-25,2.261598587036133
2001-09-26,2.3423385620117188
2001-09-27,2.453303337097168
2001-09-28,2.425239086151123
2001-10-01,2.4446678161621094
2001-10-02,2.4446678161621094
2001-10-03,2.4446678161621094
2001-10-04,2.5254087448120117
2001-10-05,2.459779739379883
2001-10-08,2.4610750675201416
2001-10-09,2.541383981704712
2001-10-10,2.711500883102417
2001-10-11,2.7227256298065186
2001-10-12,2.6834354400634766
2001-10-15,2.771947145462036
2001-10-16,2.7171132564544678
2001-10-17,2.5854241847991943
2001-10-18,2.711500883102417
2001-10-19,2.8082165718078613
2001-10-22,2.9204752445220947
2001-10-23,2.8539834022521973
2001-10-24,2.9640843868255615
2001-10-25,2.9705612659454346
2001-10-26,2.922203302383423
2001-10-29,2.8302364349365234
2001-10-30,2.7900819778442383
2001-10-31,2.715818166732788
2001-11-01,2.7300667762756348
2001-11-02,2.7024333477020264
2001-11-05,2.824622631072998
2001-11-06,2.825918197631836
2001-11-07,2.8824808597564697
2001-11-08,2.8591649532318115
2001-11-09,2.772379159927368
2001-11-12,2.7499277591705322
2001-11-13,2.922203302383423
2001-11-14,2.9101133346557617
2001-11-15,2.9079549312591553
2001-11-16,2.9472453594207764
2001-11-19,3.0236685276031494
2001-11-20,2.9342925548553467
2001-11-21,2.973583459854126
2001-11-23,2.987832546234131
2001-11-26,3.0780715942382812
2001-11-27,3.1087265014648438
2001-11-28,2.9899909496307373
2001-11-29,3.0802299976348877
2001-11-30,3.1177937984466553
2001-12-03,3.0102834701538086
2001-12-04,2.983081817626953
2001-12-05,2.923931121826172
2001-12-06,2.9593353271484375
2001-12-07,2.9576077461242676
2001-12-10,2.816420793533325
2001-12-11,2.780151605606079
2001-12-12,2.793104648590088
2001-12-13,2.8695271015167236
2001-12-14,2.8591649532318115
2001-12-17,2.9705612659454346
2001-12-18,2.9571759700775146
2001-12-19,2.899751663208008
2001-12-20,2.79785418510437
2001-12-21,2.8224642276763916
2001-12-24,2.8777313232421875
2001-12-26,2.88507080078125
2001-12-27,2.8116703033447266
2001-12-28,2.8820486068725586
2001-12-31,2.837576389312744
2002-01-02,2.6523489952087402
2002-01-03,2.5314531326293945
2002-01-04,2.6510536670684814
2002-01-07,2.656233310699463
2002-01-08,2.756403684616089
2002-01-09,2.8414618968963623
2002-01-10,2.926521062850952
2002-01-11,2.984377861022949
2002-01-14,2.9662435054779053
2002-01-15,2.977036952972412
2002-01-16,2.9839468002319336
2002-01-17,3.031872272491455
2002-01-18,2.838439702987671
2002-01-22,2.897592067718506
2002-01-23,2.9640843868255615
2002-01-24,2.9109768867492676
2002-01-25,2.921339750289917
2002-01-28,2.9260880947113037
2002-01-29,2.8388712406158447
2002-01-30,2.8928425312042236
2002-01-31,2.824622631072998
2002-02-01,3.0141689777374268
2002-02-04,2.8388712406158447
2002-02-05,2.8665051460266113
2002-02-06,2.6968204975128174
2002-02-07,2.7352471351623535
2002-02-08,2.887661933898926
2002-02-11,2.9196126461029053
2002-02-12,2.9476773738861084
2002-02-13,2.9057962894439697
2002-02-14,2.8254871368408203
2002-02-15,2.838439702987671
2002-02-19,2.7853331565856934
2002-02-20,2.891979217529297
2002-02-21,2.8954334259033203
2002-02-22,2.870821714401245
2002-02-25,2.9135682582855225
2002-02-26,2.9761745929718018
2002-02-27,2.996898889541626
2002-02-28,3.04223370552063
2002-03-01,3.184286117553711
2002-03-04,3.212350606918335
2002-03-05,3.1514713764190674
2002-03-06,3.1605379581451416
2002-03-07,3.0966367721557617
2002-03-08,3.1190896034240723
2002-03-11,3.1173622608184814
2002-03-12,3.086275577545166
2002-03-13,3.1501760482788086
2002-03-14,3.0871384143829346
2002-03-15,3.107863664627075
2002-03-18,3.229621410369873
2002-03-19,3.328065872192383
2002-03-20,3.2235774993896484
2002-03-21,3.3202922344207764
2002-03-22,3.2218494415283203
2002-03-25,3.126861095428467
2002-03-26,3.1536295413970947
2002-03-27,3.229621410369873
2002-03-28,3.107863664627075
2002-04-01,3.1519031524658203
2002-04-02,3.114771842956543
2002-04-03,3.056051015853882
2002-04-04,3.0137381553649902
2002-04-05,2.973151922225952
2002-04-08,3.004239320755005
2002-04-09,2.9101133346557617
2002-04-10,3.090592384338379
2002-04-11,3.0646865367889404
2002-04-12,3.0802299976348877
2002-04-15,3.111318349838257
2002-04-16,3.1519031524658203
2002-04-17,3.056915283203125
2002-04-18,3.0638225078582764
2002-04-19,3.0448250770568848
2002-04-22,2.9463815689086914
2002-04-23,2.9101133346557617
2002-04-24,2.9584712982177734
2002-04-25,2.762449264526367
2002-04-26,2.5077061653137207
2002-04-29,2.515477418899536
2002-04-30,2.6873202323913574
2002-05-01,2.8583006858825684
2002-05-02,2.8410308361053467
2002-05-03,2.759857654571533
2002-05-06,2.576788902282715
2002-05-07,2.657960891723633
2002-05-08,3.006829261779785
2002-05-09,2.936018943786621
2002-05-10,2.814260959625244
2002-05-13,2.9835140705108643
2002-05-14,3.2451653480529785
2002-05-15,3.2114875316619873
2002-05-16,3.12427020072937
2002-05-17,3.190762996673584
2002-05-20,3.1389505863189697
2002-05-21,3.061232089996338
2002-05-22,3.048279047012329
2002-05-23,3.2814347743988037
2002-05-24,3.199398994445801
2002-05-28,3.2771167755126953
2002-05-29,3.0525975227355957
2002-05-30,3.178673028945923
2002-05-31,3.0793654918670654
2002-06-03,2.96106219291687
2002-06-04,2.9662435054779053
2002-06-05,2.956744909286499
2002-06-06,2.7667675018310547
2002-06-07,2.762449264526367
2002-06-10,2.8418941497802734
2002-06-11,2.633781909942627
2002-06-12,2.627737283706665
2002-06-13,2.706317901611328
2002-06-14,2.843620777130127
2002-06-17,3.0966367721557617
2002-06-18,3.0655503273010254
2002-06-19,3.0128748416900635
2002-06-20,2.8315320014953613
2002-06-21,2.69250226020813
2002-06-24,2.860028028488159
2002-06-25,2.7762649059295654
2002-06-26,2.8237600326538086
2002-06-27,2.804762125015259
2002-06-28,2.839303493499756
2002-07-01,2.616511583328247
2002-07-02,2.4109902381896973
2002-07-03,2.5249767303466797
2002-07-05,2.6674602031707764
2002-07-08,2.6294641494750977
2002-07-09,2.5551998615264893
2002-07-10,2.2926859855651855
2002-07-11,2.465392589569092
2002-07-12,2.5025253295898438
2002-07-15,2.542247772216797
2002-07-16,2.721862316131592
2002-07-17,2.9766056537628174
2002-07-18,2.8410308361053467
2002-07-19,2.7425875663757324
2002-07-22,2.646735429763794
2002-07-23,2.5085701942443848
2002-07-24,2.6251461505889893
2002-07-25,2.5085701942443848
2002-07-26,2.429987668991089
2002-07-29,2.5033886432647705
2002-07-30,2.5465643405914307
2002-07-31,2.6311919689178467
2002-08-01,2.573334217071533
2002-08-02,2.4964802265167236
2002-08-05,2.664869785308838
2002-08-06,2.664869785308838
2002-08-07,2.746042013168335
2002-08-08,2.967970371246338
2002-08-09,2.936882972717285
2002-08-12,2.991285800933838
2002-08-13,2.8367128372192383
2002-08-14,3.058641195297241
2002-08-15,3.004239320755005
2002-08-16,2.997331142425537
2002-08-19,2.984377861022949
2002-08-20,3.025827407836914
2002-08-21,3.1164987087249756
2002-08-22,3.1985347270965576
2002-08-23,3.154494047164917
2002-08-26,3.129451274871826
2002-08-27,2.866936206817627
2002-08-28,2.8168511390686035
2002-08-29,2.9325649738311768
2002-08-30,2.7702202796936035
2002-09-03,2.633781909942627
2002-09-04,2.698546886444092
2002-09-05,2.593195915222168
2002-09-06,2.784900665283203
2002-09-09,2.8185789585113525
2002-09-10,2.8608908653259277
2002-09-11,2.8211686611175537
2002-09-12,2.659688711166382
2002-09-13,2.7667675018310547
2002-09-16,2.7762649059295654
2002-09-17,2.763313055038452
2002-09-18,2.936018943786621
2002-09-19,2.8410308361053467
2002-09-20,2.898024082183838
2002-09-23,2.8505287170410156
2002-09-24,2.8574376106262207
2002-09-25,2.961925506591797
2002-09-26,2.9196126461029053
2002-09-27,2.898024082183838
2002-09-30,2.8954334259033203
2002-10-01,3.0025110244750977
2002-10-02,2.8453478813171387
2002-10-03,2.7659034729003906
2002-10-04,2.664005756378174
2002-10-07,2.7607219219207764
2002-10-08,2.751223087310791
2002-10-09,2.8315320014953613
2002-10-10,2.9645164012908936
2002-10-11,2.898024082183838
2002-10-14,3.0474159717559814
2002-10-15,2.936018943786621
2002-10-16,2.9446542263031006
2002-10-17,3.003375768661499
2002-10-18,2.9576077461242676
2002-10-21,2.9869682788848877
2002-10-22,3.0301451683044434
2002-10-23,2.9791955947875977
2002-10-24,2.805626392364502
2002-10-25,2.9601986408233643
2002-10-28,2.927385091781616
2002-10-29,2.924793004989624
2002-10-30,2.987832546234131
2002-10-31,2.9999210834503174
2002-11-01,3.1519031524658203
2002-11-04,3.1562209129333496
2002-11-05,3.157085418701172
2002-11-06,3.3064756393432617
2002-11-07,3.229621410369873
2002-11-08,3.078503131866455
2002-11-11,3.077639579772949
2002-11-12,3.0966367721557617
2002-11-13,3.0793654918670654
2002-11-14,3.2451653480529785
2002-11-15,3.1216793060302734
2002-11-18,3.0888657569885254
2002-11-19,3.0698680877685547
2002-11-20,3.132042169570923
2002-11-21,3.271070718765259
2002-11-22,3.4083735942840576
2002-11-25,3.42909836769104
2002-11-26,3.1752188205718994
2002-11-27,3.365196466445923
2002-11-29,3.4040558338165283
2002-12-02,3.2978410720825195
2002-12-03,3.1847174167633057
2002-12-04,3.247756004333496
2002-12-05,3.3453352451324463
2002-12-06,3.380740165710449
2002-12-09,3.307339906692505
2002-12-10,3.2451653480529785
2002-12-11,3.2313482761383057
2002-12-12,3.227895736694336
2002-12-13,3.081094264984131
2002-12-16,3.1432676315307617
2002-12-17,3.1190896034240723
2002-12-18,3.1044085025787354
2002-12-19,3.078503131866455
2002-12-20,3.0854110717773438
2002-12-23,3.1501760482788086
2002-12-24,3.113044023513794
2002-12-26,3.058641195297241
2002-12-27,2.985240936279297
2002-12-30,2.936882972717285
2002-12-31,2.936018943786621
2003-01-02,3.0128748416900635
2003-01-03,3.066412925720215
2003-01-06,3.1519031524658203
2003-01-07,3.1398134231567383
2003-01-08,3.001648426055908
2003-01-09,3.0940475463867188
2003-01-10,3.1968071460723877
2003-01-13,3.2546637058258057
2003-01-14,3.271070718765259
2003-01-15,3.199398994445801
2003-01-16,3.2814347743988037
2003-01-17,3.1389505863189697
2003-01-21,3.0983641147613525
2003-01-22,3.090592384338379
2003-01-23,3.102682590484619
2003-01-24,3.017192840576172
2003-01-27,3.0137381553649902
2003-01-28,3.0888657569885254
2003-01-29,3.132042169570923
2003-01-30,3.1639931201934814
2003-01-31,3.0137381553649902
2003-02-03,2.9817867279052734
2003-02-04,2.889387845993042
2003-02-05,2.889387845993042
2003-02-06,2.9057962894439697
2003-02-07,2.9204752445220947
2003-02-10,2.9584712982177734
2003-02-11,3.0241005420684814
2003-02-12,2.939473867416382
2003-02-13,2.8211686611175537
2003-02-14,2.849665641784668
2003-02-18,2.7892189025878906
2003-02-19,2.794400453567505
2003-02-20,2.7961268424987793
2003-02-21,2.899751663208008
2003-02-24,2.8194422721862793
2003-02-25,2.8306684494018555
2003-02-26,2.8341221809387207
2003-02-27,2.899751663208008
2003-02-28,2.936018943786621
2003-03-03,2.936882972717285
2003-03-04,2.916158437728882
2003-03-05,2.9101133346557617
2003-03-06,2.9481096267700195
2003-03-07,3.1778101921081543
2003-03-10,3.263298988342285
2003-03-11,3.2209866046905518
2003-03-12,3.269343376159668
2003-03-13,3.4455041885375977
2003-03-14,3.3893754482269287
2003-03-17,3.5327231884002686
2003-03-18,3.535313606262207
2003-03-19,3.5240871906280518
2003-03-20,3.5275418758392334
2003-03-21,3.58626127243042
2003-03-24,3.451549768447876
2003-03-25,3.5560379028320312
2003-03-26,3.49904465675354
2003-03-27,3.7132010459899902
2003-03-28,3.6268467903137207
2003-03-31,3.6259844303131104
2003-04-01,3.682114362716675
2003-04-02,3.7710585594177246
2003-04-03,3.849639415740967
2003-04-04,3.8125088214874268
2003-04-07,3.7071568965911865
2003-04-08,3.71061110496521
2003-04-09,3.569852352142334
2003-04-10,3.6864309310913086
2003-04-11,3.6095774173736572
2003-04-14,3.6346192359924316
2003-04-15,3.704566478729248
2003-04-16,3.6786582469940186
2003-04-17,3.803009271621704
2003-04-21,3.769329786300659
2003-04-22,3.840141534805298
2003-04-23,3.942037582397461
2003-04-24,4.035299777984619
2003-04-25,3.984351396560669
2003-04-28,4.0033488273620605
2003-04-29,4.000758171081543
2003-04-30,3.984351396560669
2003-05-01,3.977442502975464
2003-05-02,4.080203533172607
2003-05-05,4.032710075378418
2003-05-06,3.936857223510742
2003-05-07,3.924767017364502
2003-05-08,3.9472193717956543
2003-05-09,4.0318450927734375
2003-05-12,4.095747947692871
2003-05-13,4.046525955200195
2003-05-14,4.100064277648926
2003-05-15,4.199370861053467
2003-05-16,4.097475051879883
2003-05-19,4.056888580322266
2003-05-20,3.9722626209259033
2003-05-21,3.942037582397461
2003-05-22,4.095747947692871
2003-05-23,4.144969463348389
2003-05-27,4.459295272827148
2003-05-28,4.3392653465271
2003-05-29,4.361715793609619
2003-05-30,4.5128350257873535
2003-06-02,4.353080749511719
2003-06-03,4.353080749511719
2003-06-04,4.412663459777832
2003-06-05,4.606959819793701
2003-06-06,4.507653713226318
2003-06-09,4.289180278778076
2003-06-10,4.367762088775635
2003-06-11,4.511971950531006
2003-06-12,4.528378963470459
2003-06-13,4.6466827392578125
2003-06-16,4.869474411010742
2003-06-17,4.863430976867676
2003-06-18,4.660501003265381
2003-06-19,4.429934501647949
2003-06-20,4.641501426696777
2003-06-23,4.5301055908203125
2003-06-24,4.5594658851623535
2003-06-25,4.619915008544922
2003-06-26,4.671724319458008
2003-06-27,4.8625664710998535
2003-06-30,4.796937465667725
2003-07-01,4.749443531036377
2003-07-02,4.866884708404541
2003-07-03,5.0136847496032715
2003-07-07,5.105220317840576
2003-07-08,5.093128681182861
2003-07-09,5.120762825012207
2003-07-10,5.031818866729736
2003-07-11,5.119036674499512
2003-07-14,5.807276248931885
2003-07-15,5.967893600463867
2003-07-16,5.8115925788879395
2003-07-17,5.638021469116211
2003-07-18,5.744236469268799
2003-07-21,5.673425674438477
2003-07-22,5.728691577911377
2003-07-23,5.7079668045043945
2003-07-24,5.7096943855285645
2003-07-25,5.889308452606201
2003-07-28,5.954073905944824
2003-07-29,6.043882369995117
