Date,BXP
2000-01-03,9.117380142211914
2000-01-04,8.968827247619629
2000-01-05,9.043107032775879
2000-01-06,9.210224151611328
2000-01-07,9.544471740722656
2000-01-10,9.618746757507324
2000-01-11,9.525903701782227
2000-01-12,9.377348899841309
2000-01-13,9.43305492401123
2000-01-14,9.377348899841309
2000-01-18,9.284500122070312
2000-01-19,9.284500122070312
2000-01-20,9.173089981079102
2000-01-21,9.080245018005371
2000-01-24,9.043107032775879
2000-01-25,9.080245018005371
2000-01-26,9.117380142211914
2000-01-27,9.080245018005371
2000-01-28,9.043107032775879
2000-01-31,8.91312313079834
2000-02-01,8.857417106628418
2000-02-02,8.894553184509277
2000-02-03,8.968827247619629
2000-02-04,8.894553184509277
2000-02-07,8.91312313079834
2000-02-08,9.080245018005371
2000-02-09,9.080245018005371
2000-02-10,9.00596809387207
2000-02-11,8.931693077087402
2000-02-14,8.950265884399414
2000-02-15,8.91312313079834
2000-02-16,8.968827247619629
2000-02-17,9.061675071716309
2000-02-18,8.950265884399414
2000-02-22,8.931693077087402
2000-02-23,9.024535179138184
2000-02-24,9.043107032775879
2000-02-25,9.061675071716309
2000-02-28,9.024535179138184
2000-02-29,9.00596809387207
2000-03-01,9.024535179138184
2000-03-02,9.024535179138184
2000-03-03,9.024535179138184
2000-03-06,9.00596809387207
2000-03-07,8.875986099243164
2000-03-08,8.91312313079834
2000-03-09,9.043107032775879
2000-03-10,9.024535179138184
2000-03-13,8.91312313079834
2000-03-14,9.024535179138184
2000-03-15,9.098817825317383
2000-03-16,9.173089981079102
2000-03-17,9.210224151611328
2000-03-20,9.284500122070312
2000-03-21,9.284500122070312
2000-03-22,9.284500122070312
2000-03-23,9.284500122070312
2000-03-24,9.284500122070312
2000-03-27,9.303071975708008
2000-03-28,9.340211868286133
2000-03-29,9.419330596923828
2000-03-30,9.494691848754883
2000-03-31,9.588882446289062
2000-04-03,9.57004165649414
2000-04-04,9.645398139953613
2000-04-05,9.777273178100586
2000-04-06,10.285911560058594
2000-04-07,10.323588371276855
2000-04-10,10.380105972290039
2000-04-11,10.342430114746094
2000-04-12,10.398944854736328
2000-04-13,10.361265182495117
2000-04-14,10.248228073120117
2000-04-17,10.248228073120117
2000-04-18,10.285911560058594
2000-04-19,10.304753303527832
2000-04-20,10.304753303527832
2000-04-24,10.361265182495117
2000-04-25,10.342430114746094
2000-04-26,10.549652099609375
2000-04-27,10.549652099609375
2000-04-28,10.511974334716797
2000-05-01,10.662684440612793
2000-05-02,10.907585144042969
2000-05-03,10.851075172424316
2000-05-04,10.851075172424316
2000-05-05,10.888747215270996
2000-05-08,10.945266723632812
2000-05-09,10.964105606079102
2000-05-10,10.945266723632812
2000-05-11,10.982946395874023
2000-05-12,11.039454460144043
2000-05-15,10.926431655883789
2000-05-16,10.907585144042969
2000-05-17,10.982946395874023
2000-05-18,10.964105606079102
2000-05-19,11.020618438720703
2000-05-22,10.964105606079102
2000-05-23,10.907585144042969
2000-05-24,10.738036155700684
2000-05-25,10.681526184082031
2000-05-26,10.681526184082031
2000-05-30,10.549652099609375
2000-05-31,10.530818939208984
2000-06-01,10.511974334716797
2000-06-02,10.681526184082031
2000-06-05,10.625005722045898
2000-06-06,10.719199180603027
2000-06-07,10.888747215270996
2000-06-08,11.001781463623047
2000-06-09,10.945266723632812
2000-06-12,11.030040740966797
2000-06-13,11.058293342590332
2000-06-14,11.359716415405273
2000-06-15,11.190168380737305
2000-06-16,11.171324729919434
2000-06-19,11.171324729919434
2000-06-20,11.416232109069824
2000-06-21,11.30319881439209
2000-06-22,11.190168380737305
2000-06-23,11.246683120727539
2000-06-26,11.284358024597168
2000-06-27,11.510427474975586
2000-06-28,11.6151123046875
2000-06-29,11.911225318908691
2000-06-30,11.806151390075684
2000-07-03,11.83480453491211
2000-07-05,11.806151390075684
2000-07-06,11.672428131103516
2000-07-07,11.6151123046875
2000-07-10,11.6151123046875
2000-07-11,11.5960111618042
2000-07-12,11.5960111618042
2000-07-13,11.576905250549316
2000-07-14,11.538702964782715
2000-07-17,11.557805061340332
2000-07-18,11.538702964782715
2000-07-19,11.481388092041016
2000-07-20,11.576905250549316
2000-07-21,11.65331745147705
2000-07-24,11.863463401794434
2000-07-25,12.006738662719727
2000-07-26,12.293298721313477
2000-07-27,12.675373077392578
2000-07-28,12.732685089111328
2000-07-31,12.675373077392578
2000-08-01,12.789994239807129
2000-08-02,12.675373077392578
2000-08-03,12.809100151062012
2000-08-04,12.847306251525879
2000-08-07,12.828201293945312
2000-08-08,12.914175033569336
2000-08-09,12.990586280822754
2000-08-10,13.00969123840332
2000-08-11,12.971478462219238
2000-08-14,12.885515213012695
2000-08-15,12.914175033569336
2000-08-16,13.028792381286621
2000-08-17,13.095658302307129
2000-08-18,13.000140190124512
2000-08-21,12.961930274963379
2000-08-22,12.933274269104004
2000-08-23,12.589407920837402
2000-08-24,12.474783897399902
2000-08-25,12.417476654052734
2000-08-28,12.493892669677734
2000-08-29,12.360161781311035
2000-08-30,12.321955680847168
2000-08-31,12.360161781311035
2000-09-01,12.321955680847168
2000-09-05,12.24553394317627
2000-09-06,12.321955680847168
2000-09-07,12.37926959991455
2000-09-08,12.780449867248535
2000-09-11,12.875962257385254
2000-09-12,13.21983528137207
2000-09-13,12.990586280822754
2000-09-14,13.086106300354004
2000-09-15,13.00969123840332
2000-09-18,12.684931755065918
2000-09-19,12.914175033569336
2000-09-20,13.028792381286621
2000-09-21,13.067000389099121
2000-09-22,13.105206489562988
2000-09-25,13.00969123840332
2000-09-26,13.00969123840332
2000-09-27,13.251111030578613
2000-09-28,13.386519432067871
2000-09-29,13.289801597595215
2000-10-02,12.960943222045898
2000-10-03,12.84487533569336
2000-10-04,12.574049949645996
2000-10-05,12.65142822265625
2000-10-06,12.65142822265625
2000-10-09,12.612740516662598
2000-10-10,12.690119743347168
2000-10-11,12.26452922821045
2000-10-12,12.303229331970215
2000-10-13,12.225847244262695
2000-10-16,12.438637733459473
2000-10-17,12.322566986083984
2000-10-18,12.303229331970215
2000-10-19,12.380598068237305
2000-10-20,12.399944305419922
2000-10-23,12.303229331970215
2000-10-24,12.032393455505371
2000-10-25,12.090435028076172
2000-10-26,12.399944305419922
2000-10-27,12.70946216583252
2000-10-30,12.690119743347168
2000-10-31,12.535358428955078
2000-11-01,12.690119743347168
2000-11-02,12.632076263427734
2000-11-03,12.632076263427734
2000-11-06,12.554702758789062
2000-11-07,12.477324485778809
2000-11-08,12.516020774841309
2000-11-09,12.554702758789062
2000-11-10,12.496671676635742
2000-11-13,12.554702758789062
2000-11-14,12.65142822265625
2000-11-15,12.70946216583252
2000-11-16,12.690119743347168
2000-11-17,12.70946216583252
2000-11-20,12.690119743347168
2000-11-21,12.825529098510742
2000-11-22,12.748146057128906
2000-11-24,12.786837577819824
2000-11-27,12.825529098510742
2000-11-28,12.825529098510742
2000-11-29,12.922253608703613
2000-11-30,13.135041236877441
2000-12-01,12.902908325195312
2000-12-04,12.922253608703613
2000-12-05,13.057666778564453
2000-12-06,12.999635696411133
2000-12-07,12.980281829833984
2000-12-08,13.115701675415039
2000-12-11,13.386519432067871
2000-12-12,13.270462036132812
2000-12-13,13.463907241821289
2000-12-14,13.425213813781738
2000-12-15,13.579975128173828
2000-12-18,13.734735488891602
2000-12-19,13.812115669250488
2000-12-20,13.734735488891602
2000-12-21,13.812115669250488
