Date,NSC
2000-01-03,11.27741813659668
2000-01-04,11.347466468811035
2000-01-05,11.27741813659668
2000-01-06,11.94284725189209
2000-01-07,11.592623710632324
2000-01-10,11.94284725189209
2000-01-11,11.977879524230957
2000-01-12,11.872806549072266
2000-01-13,12.188015937805176
2000-01-14,12.012896537780762
2000-01-18,11.417505264282227
2000-01-19,11.242391586303711
2000-01-20,11.067275047302246
2000-01-21,11.03225040435791
2000-01-24,10.611974716186523
2000-01-25,10.54193115234375
2000-01-26,9.946542739868164
2000-01-27,9.806448936462402
2000-01-28,9.666357040405273
2000-01-31,9.526265144348145
2000-02-01,9.38616943359375
2000-02-02,9.251476287841797
2000-02-03,9.109691619873047
2000-02-04,8.932461738586426
2000-02-07,9.216026306152344
2000-02-08,8.719782829284668
2000-02-09,8.684335708618164
2000-02-10,8.507104873657227
2000-02-11,8.294428825378418
2000-02-14,8.577997207641602
2000-02-15,8.61344051361084
2000-02-16,8.648889541625977
2000-02-17,8.400765419006348
2000-02-18,8.400765419006348
2000-02-22,8.577997207641602
2000-02-23,8.365321159362793
2000-02-24,7.798181533813477
2000-02-25,7.798181533813477
2000-02-28,7.9045186042785645
2000-02-29,7.691839218139648
2000-03-01,7.869072437286377
2000-03-02,7.620948791503906
2000-03-03,7.9045186042785645
2000-03-06,7.585500240325928
2000-03-07,7.337378025054932
2000-03-08,7.337378025054932
2000-03-09,7.479160308837891
2000-03-10,7.479160308837891
2000-03-13,7.337378025054932
2000-03-14,7.231039524078369
2000-03-15,7.727285861968994
2000-03-16,8.577997207641602
2000-03-17,9.003352165222168
2000-03-20,8.507104873657227
2000-03-21,8.507104873657227
2000-03-22,8.471659660339355
2000-03-23,8.152641296386719
2000-03-24,8.081750869750977
2000-03-27,8.507104873657227
2000-03-28,7.869072437286377
2000-03-29,7.939966201782227
2000-03-30,8.01085376739502
2000-03-31,8.081750869750977
2000-04-03,8.152641296386719
2000-04-04,8.400765419006348
2000-04-05,9.038799285888672
2000-04-06,9.003352165222168
2000-04-07,9.286922454833984
2000-04-10,9.251476287841797
2000-04-11,9.995844841003418
2000-04-12,10.031296730041504
2000-04-13,9.889508247375488
2000-04-14,9.676833152770996
2000-04-17,9.5704927444458
2000-04-18,9.783173561096191
2000-04-19,9.924954414367676
2000-04-20,9.712278366088867
2000-04-24,9.889508247375488
2000-04-25,10.456655502319336
2000-04-26,10.27941608428955
2000-04-27,10.031296730041504
2000-04-28,9.995844841003418
2000-05-01,9.995844841003418
2000-05-02,9.8540678024292
2000-05-03,9.681941032409668
2000-05-04,9.359206199645996
2000-05-05,9.897096633911133
2000-05-08,10.291544914245605
2000-05-09,10.793569564819336
2000-05-10,10.685988426208496
2000-05-11,10.901144027709961
2000-05-12,11.080440521240234
2000-05-15,10.901144027709961
2000-05-16,11.295592308044434
2000-05-17,11.044585227966309
2000-05-18,11.080440521240234
2000-05-19,10.757715225219727
2000-05-22,10.65013313293457
2000-05-23,10.54255485534668
2000-05-24,10.578421592712402
2000-05-25,10.04053020477295
2000-05-26,9.897096633911133
2000-05-30,10.1122465133667
2000-05-31,10.219823837280273
2000-06-01,10.721851348876953
2000-06-02,11.223875045776367
2000-06-05,10.757715225219727
2000-06-06,10.255684852600098
2000-06-07,10.219823837280273
2000-06-08,10.004671096801758
2000-06-09,10.291544914245605
2000-06-12,10.363260269165039
2000-06-13,10.255684852600098
2000-06-14,9.861237525939941
2000-06-15,9.574362754821777
2000-06-16,9.412994384765625
2000-06-19,9.251627922058105
2000-06-20,8.89303970336914
2000-06-21,9.000618934631348
2000-06-22,8.64202880859375
2000-06-23,8.713746070861816
2000-06-26,8.96475887298584
2000-06-27,8.928900718688965
2000-06-28,9.153017044067383
2000-06-29,9.036474227905273
2000-06-30,8.53445053100586
2000-07-03,8.96475887298584
2000-07-05,9.000618934631348
2000-07-06,9.323346138000488
2000-07-07,9.430923461914062
2000-07-10,9.395065307617188
2000-07-11,9.466782569885254
2000-07-12,9.430923461914062
2000-07-13,9.359206199645996
2000-07-14,9.466782569885254
2000-07-17,9.681941032409668
2000-07-18,9.359206199645996
2000-07-19,9.108193397521973
2000-07-20,9.179915428161621
2000-07-21,8.96475887298584
2000-07-24,8.89303970336914
2000-07-25,8.96475887298584
2000-07-26,10.076388359069824
2000-07-27,10.721851348876953
2000-07-28,10.757715225219727
2000-07-31,10.712884902954102
2000-08-01,10.793569564819336
2000-08-02,11.054530143737793
2000-08-03,11.127017974853516
2000-08-04,11.19950008392334
2000-08-07,11.235747337341309
2000-08-08,11.453214645385742
2000-08-09,10.800816535949707
2000-08-10,10.76457405090332
2000-08-11,11.018285751342773
2000-08-14,10.800816535949707
2000-08-15,10.583352088928223
2000-08-16,10.402134895324707
2000-08-17,10.257156372070312
2000-08-18,10.402134895324707
2000-08-21,10.220908164978027
2000-08-22,10.293395042419434
2000-08-23,9.89470386505127
2000-08-24,9.785979270935059
2000-08-25,9.785979270935059
2000-08-28,9.640997886657715
2000-08-29,9.423531532287598
2000-08-30,9.387288093566895
2000-08-31,9.323861122131348
2000-09-01,9.278554916381836
2000-09-05,9.314798355102539
2000-09-06,9.314798355102539
2000-09-07,9.206063270568848
2000-09-08,9.133580207824707
2000-09-11,9.169822692871094
2000-09-12,9.206063270568848
2000-09-13,9.24231243133545
2000-09-14,9.133580207824707
2000-09-15,9.133580207824707
2000-09-18,9.097332954406738
2000-09-19,8.916110038757324
2000-09-20,8.879868507385254
2000-09-21,8.879868507385254
2000-09-22,8.879868507385254
2000-09-25,8.771132469177246
2000-09-26,8.481185913085938
2000-09-27,8.444934844970703
2000-09-28,8.372446060180664
2000-09-29,8.40869140625
2000-10-02,7.828780651092529
2000-10-03,8.046243667602539
2000-10-04,8.227470397949219
2000-10-05,7.9375152587890625
2000-10-06,8.010005950927734
2000-10-09,7.756288528442383
2000-10-10,7.575068473815918
2000-10-11,7.321359634399414
2000-10-12,7.357604026794434
2000-10-13,7.321359634399414
2000-10-16,7.285111904144287
2000-10-17,7.140139579772949
2000-10-18,7.067650318145752
2000-10-19,7.1038947105407715
2000-10-20,7.140139579772949
2000-10-23,6.958916664123535
2000-10-24,7.357604026794434
2000-10-25,7.321359634399414
2000-10-26,7.575068473815918
2000-10-27,7.538826942443848
2000-10-30,7.901270389556885
2000-10-31,8.191224098205566
2000-11-01,8.345638275146484
2000-11-02,8.602997779846191
2000-11-03,8.860344886779785
2000-11-06,8.93387222290039
2000-11-07,8.786815643310547
2000-11-08,8.676525115966797
2000-11-09,8.676525115966797
2000-11-10,8.566227912902832
2000-11-13,8.786815643310547
2000-11-14,8.93387222290039
2000-11-15,9.080940246582031
2000-11-16,9.080940246582031
2000-11-17,8.786815643310547
2000-11-20,8.676525115966797
2000-11-21,8.566227912902832
2000-11-22,8.382403373718262
2000-11-24,8.45592975616455
