Date,KVUE
2023-08-10,20.68490982055664
2023-08-11,20.994693756103516
2023-08-14,20.304317474365234
2023-08-15,20.587547302246094
2023-08-16,20.29546356201172
2023-08-17,20.16269874572754
2023-08-18,20.24235725402832
2023-08-21,20.26891326904297
2023-08-22,21.01239776611328
2023-08-23,20.90618896484375
2023-08-24,20.941591262817383
2023-08-25,20.504186630249023
2023-08-28,20.504186630249023
2023-08-29,20.406002044677734
2023-08-30,20.593456268310547
2023-08-31,20.575603485107422
2023-09-01,20.495264053344727
2023-09-05,20.18283462524414
2023-09-06,19.977523803710938
2023-09-07,18.736745834350586
2023-09-08,19.013463973999023
2023-09-11,19.700807571411133
2023-09-12,18.79922866821289
2023-09-13,19.281259536743164
2023-09-14,19.406227111816406
2023-09-15,18.94205093383789
2023-09-18,18.81708335876465
2023-09-19,18.79922866821289
2023-09-20,18.647478103637695
2023-09-21,18.602842330932617
2023-09-22,18.343975067138672
2023-09-25,18.59391975402832
2023-09-26,18.424312591552734
2023-09-27,18.049400329589844
2023-09-28,17.951208114624023
2023-09-29,17.9244327545166
2023-10-02,18.1386661529541
2023-10-03,17.84408950805664
2023-10-04,17.612001419067383
2023-10-05,17.63878059387207
2023-10-06,17.915504455566406
2023-10-09,17.736974716186523
2023-10-10,17.576295852661133
2023-10-11,17.469175338745117
2023-10-12,17.246013641357422
2023-10-13,17.290651321411133
2023-10-16,17.442401885986328
2023-10-17,17.656639099121094
2023-10-18,17.906578063964844
2023-10-19,17.710195541381836
2023-10-20,17.62093162536621
2023-10-23,17.56736946105957
2023-10-24,17.83516502380371
2023-10-25,17.612001419067383
2023-10-26,16.683645248413086
2023-10-27,16.255172729492188
2023-10-30,16.639007568359375
2023-10-31,16.60330581665039
2023-11-01,16.853248596191406
2023-11-02,17.165674209594727
2023-11-03,17.290651321411133
2023-11-06,17.27279281616211
2023-11-07,17.678686141967773
2023-11-08,17.281814575195312
2023-11-09,17.3359317779541
2023-11-10,17.27279281616211
2023-11-13,17.22769546508789
2023-11-14,17.507307052612305
2023-11-15,17.678686141967773
2023-11-16,17.68770408630371
2023-11-17,17.750839233398438
2023-11-20,17.813976287841797
2023-11-21,17.949275970458984
2023-11-22,18.075550079345703
2023-11-24,18.264965057373047
2023-11-27,18.183788299560547
2023-11-28,18.183788299560547
2023-11-29,18.111629486083984
2023-11-30,18.43634033203125
2023-12-01,18.661834716796875
2023-12-04,18.598695755004883
2023-12-05,18.192806243896484
2023-12-06,17.489269256591797
2023-12-07,18.770071029663086
2023-12-08,18.58967399597168
2023-12-11,18.57163429260254
2023-12-12,18.715951919555664
2023-12-13,18.977523803710938
2023-12-14,18.99556541442871
2023-12-15,18.932424545288086
2023-12-18,18.950468063354492
2023-12-19,19.365373611450195
2023-12-20,18.896347045898438
2023-12-21,19.13987922668457
2023-12-22,19.26615333557129
2023-12-26,19.203018188476562
2023-12-27,19.43753433227539
2023-12-28,19.365373611450195
2023-12-29,19.419490814208984
2024-01-02,19.455570220947266
2024-01-03,19.184978485107422
2024-01-04,18.85124969482422
2024-01-05,19.257139205932617
2024-01-08,19.509689331054688
2024-01-09,19.7081241607666
2024-01-10,19.635969161987305
2024-01-11,19.780282974243164
2024-01-12,19.401453018188477
2024-01-16,19.148900985717773
2024-01-17,18.923404693603516
2024-01-18,18.887327194213867
2024-01-19,18.67987060546875
2024-01-22,18.43634033203125
2024-01-23,18.860267639160156
2024-01-24,18.42732048034668
2024-01-25,18.715951919555664
2024-01-26,18.797128677368164
2024-01-29,18.977523803710938
2024-01-30,18.824188232421875
2024-01-31,18.724973678588867
2024-02-01,18.84222984313965
2024-02-02,18.78811264038086
2024-02-05,18.47241973876953
2024-02-06,18.580656051635742
2024-02-07,18.508499145507812
2024-02-08,17.435150146484375
2024-02-09,17.435150146484375
2024-02-12,17.669660568237305
2024-02-13,17.542083740234375
2024-02-14,17.396276473999023
2024-02-15,17.35982894897461
2024-02-16,17.35982894897461
2024-02-20,17.368942260742188
2024-02-21,17.587646484375
2024-02-22,17.487409591674805
2024-02-23,17.47829246520996
2024-02-26,17.25958824157715
2024-02-27,17.241363525390625
2024-02-28,17.441843032836914
2024-02-29,17.31426429748535
2024-03-01,17.15023422241211
2024-03-04,17.27781105041504
2024-03-05,17.323375701904297
2024-03-06,17.842803955078125
2024-03-07,18.04328727722168
2024-03-08,18.2437686920166
2024-03-11,18.362232208251953
2024-03-12,18.353118896484375
2024-03-13,18.599164962768555
2024-03-14,18.28933334350586
2024-03-15,18.535377502441406
2024-03-18,18.407800674438477
2024-03-19,18.407800674438477
2024-03-20,18.599164962768555
2024-03-21,18.872547149658203
2024-03-22,18.772308349609375
2024-03-25,18.817873001098633
2024-03-26,19.073028564453125
2024-03-27,19.546892166137695
2024-03-28,19.55600357055664
2024-04-01,19.346412658691406
2024-04-02,18.972787857055664
2024-04-03,18.535377502441406
2024-04-04,18.380456924438477
2024-04-05,18.453359603881836
2024-04-08,18.28022003173828
2024-04-09,18.54448699951172
2024-04-10,18.444250106811523
2024-04-11,17.72433853149414
2024-04-12,17.43273162841797
2024-04-15,17.43273162841797
2024-04-16,17.414505004882812
2024-04-17,17.560312271118164
2024-04-18,17.842803955078125
2024-04-19,17.842803955078125
2024-04-22,17.842803955078125
2024-04-23,17.651439666748047
2024-04-24,17.43273162841797
2024-04-25,17.332489013671875
2024-04-26,17.18668556213379
2024-04-29,17.368942260742188
2024-04-30,17.15023422241211
2024-05-01,17.177574157714844
2024-05-02,17.423616409301758
2024-05-03,17.496519088745117
2024-05-06,17.38716697692871
2024-05-07,18.492284774780273
2024-05-08,18.833026885986328
2024-05-09,18.915916442871094
2024-05-10,18.915916442871094
2024-05-13,18.75014305114746
2024-05-14,18.998796463012695
2024-05-15,18.915916442871094
2024-05-16,18.971166610717773
2024-05-17,18.851444244384766
2024-05-20,18.326515197753906
2024-05-21,18.390979766845703
2024-05-22,18.30809783935547
2024-05-23,17.902891159057617
2024-05-24,17.820003509521484
2024-05-28,17.7279109954834
2024-05-29,17.377960205078125
2024-05-30,17.488468170166016
2024-05-31,17.773956298828125
2024-06-03,17.718698501586914
2024-06-04,17.635818481445312
2024-06-05,17.488468170166016
2024-06-06,17.156936645507812
2024-06-07,16.935909271240234
2024-06-10,16.843820571899414
2024-06-11,17.009586334228516
2024-06-12,16.539913177490234
2024-06-13,16.604379653930664
2024-06-14,16.64121437072754
2024-06-17,17.304285049438477
2024-06-18,17.055631637573242
2024-06-20,17.350326538085938
2024-06-21,17.064844131469727
2024-06-24,17.405582427978516
2024-06-25,17.175352096557617
2024-06-26,17.120098114013672
2024-06-27,16.963537216186523
2024-06-28,16.742515563964844
2024-07-01,16.530702590942383
2024-07-02,16.797771453857422
2024-07-03,16.86223602294922
2024-07-05,16.86223602294922
2024-07-08,16.806982040405273
2024-07-09,16.77935028076172
2024-07-10,16.30047035217285
2024-07-11,16.50307273864746
2024-07-12,16.889863967895508
2024-07-15,16.67805290222168
2024-07-16,16.806982040405273
2024-07-17,16.981956481933594
2024-07-18,16.871444702148438
2024-07-19,16.806982040405273
2024-07-22,16.788562774658203
2024-07-23,16.512283325195312
2024-07-24,16.733304977416992
2024-07-25,16.806982040405273
2024-07-26,17.212190628051758
2024-07-29,17.313493728637695
2024-07-30,17.267444610595703
2024-07-31,17.028003692626953
2024-08-01,17.156936645507812
2024-08-02,17.3319091796875
2024-08-05,16.751726150512695
2024-08-06,19.210607528686523
2024-08-07,18.989585876464844
2024-08-08,19.569772720336914
2024-08-09,19.357955932617188
2024-08-12,19.42242431640625
2024-08-13,19.65265655517578
2024-08-14,19.69449806213379
2024-08-15,20.057146072387695
2024-08-16,20.15013313293457
2024-08-19,20.122236251831055
2024-08-20,20.038551330566406
2024-08-21,20.168729782104492
2024-08-22,20.047847747802734
2024-08-23,20.289613723754883
2024-08-26,20.419788360595703
2024-08-27,20.382596969604492
2024-08-28,20.196624755859375
2024-08-29,20.22452163696289
2024-08-30,20.410493850708008
2024-09-03,20.549972534179688
2024-09-04,20.931217193603516
2024-09-05,20.931217193603516
2024-09-06,21.256669998168945
2024-09-09,21.57282257080078
2024-09-10,21.43334197998047
2024-09-11,21.470539093017578
2024-09-12,21.461238861083984
2024-09-13,21.749494552612305
2024-09-16,21.740198135375977
2024-09-17,21.749494552612305
2024-09-18,21.563526153564453
2024-09-19,21.293865203857422
2024-09-20,21.40544891357422
2024-09-23,21.40544891357422
2024-09-24,21.489133834838867
2024-09-25,21.386850357055664
2024-09-26,21.50773048400879
2024-09-27,21.628616333007812
2024-09-30,21.50773048400879
2024-10-01,21.182281494140625
2024-10-02,21.04279899597168
2024-10-03,20.708051681518555
2024-10-04,20.605762481689453
2024-10-07,20.44768714904785
2024-10-08,20.317508697509766
2024-10-09,20.01995086669922
2024-10-10,19.82468032836914
2024-10-11,19.95486068725586
2024-10-14,20.085041046142578
2024-10-15,20.23381996154785
2024-10-16,20.2059268951416
2024-10-17,19.9455623626709
2024-10-18,20.196624755859375
2024-10-21,21.31246566772461
2024-10-22,21.321758270263672
2024-10-23,21.16368293762207
2024-10-24,21.358951568603516
2024-10-25,21.05209732055664
2024-10-28,21.275264739990234
2024-10-29,21.182281494140625
2024-10-30,21.284563064575195
2024-10-31,21.321758270263672
2024-11-01,21.135787963867188
2024-11-04,21.424047470092773
2024-11-05,21.60071563720703
2024-11-06,20.921918869018555
2024-11-07,21.358951568603516
2024-11-08,22.01915740966797
2024-11-11,22.11214256286621
2024-11-12,21.99125862121582
2024-11-13,21.705171585083008
2024-11-14,22.14603042602539
2024-11-15,22.34300994873047
2024-11-18,22.249208450317383
2024-11-19,22.2210693359375
2024-11-20,22.30548858642578
2024-11-21,22.59626579284668
2024-11-22,22.58688735961914
2024-11-25,22.73696517944336
2024-11-26,22.624406814575195
2024-11-27,22.633785247802734
2024-11-29,22.58688735961914
2024-12-02,22.755727767944336
2024-12-03,22.024089813232422
2024-12-04,21.72393226623535
2024-12-05,21.695791244506836
2024-12-06,21.42377471923828
2024-12-09,21.395633697509766
2024-12-10,21.329975128173828
2024-12-11,20.84221649169922
2024-12-12,20.936017990112305
2024-12-13,20.83283805847168
2024-12-16,20.701520919799805
2024-12-17,20.673381805419922
2024-12-18,20.176244735717773
2024-12-19,20.270042419433594
2024-12-20,20.420120239257812
2024-12-23,20.251283645629883
2024-12-24,20.223142623901367
2024-12-26,20.373220443725586
2024-12-27,20.195003509521484
2024-12-30,19.8667049407959
2024-12-31,20.026165008544922
2025-01-02,19.960506439208984
2025-01-03,19.88546371459961
2025-01-06,19.80104637145996
2025-01-07,19.744766235351562
2025-01-08,19.79166603088379
2025-01-10,19.557167053222656
2025-01-13,19.66972541809082
2025-01-14,19.72600555419922
2025-01-15,19.557167053222656
2025-01-16,19.876087188720703
2025-01-17,19.79166603088379
2025-01-21,19.51026725769043
2025-01-22,19.463367462158203
2025-01-23,19.463367462158203
2025-01-24,19.491506576538086
2025-01-27,20.11058235168457
2025-01-28,20.035545349121094
2025-01-29,19.9886474609375
2025-01-30,20.373220443725586
2025-01-31,19.969884872436523
2025-02-03,19.913604736328125
2025-02-04,19.5196475982666
2025-02-05,19.45398712158203
2025-02-06,18.5722713470459
2025-02-07,18.9287109375
2025-02-10,19.30390739440918
2025-02-11,19.613447189331055
2025-02-12,19.855003356933594
2025-02-13,20.31917381286621
2025-02-14,20.773866653442383
2025-02-18,20.84017562866211
2025-02-19,21.095943450927734
2025-02-20,21.20961570739746
2025-02-21,22.090587615966797
2025-02-24,22.07164192199707
2025-02-25,22.137950897216797
2025-02-26,21.99585723876953
2025-02-27,21.920076370239258
2025-02-28,22.355825424194336
2025-03-03,22.535808563232422
2025-03-04,22.18531608581543
2025-03-05,21.825349807739258
2025-03-06,21.957969665527344
2025-03-07,22.18531608581543
2025-03-10,22.658954620361328
2025-03-11,22.251625061035156
2025-03-12,21.85376739501953
2025-03-13,21.957969665527344
2025-03-14,21.607473373413086
2025-03-17,22.17584228515625
2025-03-18,22.109533309936523
2025-03-19,22.289518356323242
2025-03-20,22.156896591186523
2025-03-21,22.081111907958984
2025-03-24,22.137950897216797
2025-03-25,21.882184982299805
2025-03-26,22.16636848449707
2025-03-27,22.261098861694336
2025-03-28,22.45055389404297
2025-03-31,22.71579360961914
2025-04-01,22.621063232421875
2025-04-02,22.611591339111328
2025-04-03,22.374773025512695
2025-04-04,21.15277862548828
2025-04-07,20.622303009033203
2025-04-08,20.35706329345703
2025-04-09,20.63177490234375
2025-04-10,20.717031478881836
2025-04-11,20.925432205200195
2025-04-14,21.512746810913086
2025-04-15,21.70220375061035
2025-04-16,21.531692504882812
2025-04-17,22.156896591186523
2025-04-21,21.095943450927734
2025-04-22,21.967439651489258
2025-04-23,21.730621337890625
2025-04-24,21.55063819885254
2025-04-25,21.79693031311035
2025-04-28,21.891658782958984
2025-04-29,22.14742088317871
2025-04-30,22.355825424194336
2025-05-01,22.69684600830078
2025-05-02,22.71579360961914
2025-05-05,22.393714904785156
2025-05-06,22.32740592956543
2025-05-07,21.891658782958984
2025-05-08,22.79157257080078
2025-05-09,23.151540756225586
2025-05-12,22.7347354888916
2025-05-13,22.412662506103516
2025-05-14,22.168994903564453
2025-05-15,22.818775177001953
2025-05-16,23.10544204711914
2025-05-19,22.933443069458008
2025-05-20,23.05766487121582
2025-05-21,22.933443069458008
2025-05-22,22.455663681030273
2025-05-23,22.675439834594727
2025-05-27,22.866554260253906
2025-05-28,22.503440856933594
2025-05-29,22.532108306884766
2025-05-30,22.809221267700195
2025-06-02,22.61810874938965
2025-06-03,21.222990036010742
2025-06-04,20.716543197631836
2025-06-05,20.687875747680664
2025-06-06,20.76432228088379
2025-06-09,20.353431701660156
2025-06-10,20.563655853271484
2025-06-11,20.878990173339844
2025-06-12,21.060546875
2025-06-13,20.49676513671875
2025-06-16,20.687875747680664
2025-06-17,20.48720932006836
2025-06-18,20.4107666015625
2025-06-20,20.439430236816406
2025-06-23,20.420320510864258
2025-06-24,20.248321533203125
2025-06-25,20.22920799255371
2025-06-26,20.171875
2025-06-27,19.95209503173828
2025-06-30,19.999874114990234
2025-07-01,20.038095474243164
2025-07-02,19.97120475769043
2025-07-03,20.114540100097656
2025-07-07,19.97120475769043
2025-07-08,19.780094146728516
2025-07-09,19.837427139282227
2025-07-10,19.990318298339844
2025-07-11,20.391651153564453
2025-07-14,20.85032081604004
2025-07-15,20.439430236816406
2025-07-16,20.878990173339844
2025-07-17,20.878990173339844
2025-07-18,21.022321701049805
2025-07-21,21.14654541015625
2025-07-22,21.662548065185547
2025-07-23,21.538326263427734
2025-07-24,21.500102996826172
2025-07-25,21.824995040893555
2025-07-28,21.366323471069336
2025-07-29,21.184768676757812
2025-07-30,20.716543197631836
2025-07-31,20.48720932006836
2025-08-01,20.630542755126953
2025-08-04,21.194324493408203
2025-08-05,20.678321838378906
2025-08-06,20.48720932006836
2025-08-07,20.79298973083496
2025-08-08,20.391651153564453
2025-08-11,20.2769832611084
2025-08-12,20.926767349243164
2025-08-13,20.944129943847656
2025-08-14,20.317060470581055
2025-08-15,20.452123641967773
2025-08-18,20.35565185546875
2025-08-19,20.731891632080078
2025-08-20,20.866952896118164
2025-08-21,20.683656692504883
2025-08-22,20.847660064697266
2025-08-25,20.442476272583008
2025-08-26,20.05658721923828
2025-08-27,20.01799774169922
2025-08-28,19.815406799316406
2025-08-29,19.979408264160156
2025-09-02,20.046939849853516
2025-09-03,19.728580474853516
2025-09-04,19.815406799316406
2025-09-05,17.963138580322266
2025-09-08,17.77984046936035
2025-09-09,18.20431900024414
2025-09-10,17.818429946899414
2025-09-11,18.185026168823242
2025-09-12,18.320087432861328
2025-09-15,17.606189727783203
2025-09-16,17.49042320251465
2025-09-17,17.693016052246094
2025-09-18,17.46148109436035
2025-09-19,17.693016052246094
2025-09-22,16.37134552001953
2025-09-23,16.63182258605957
2025-09-24,16.265228271484375
2025-09-25,15.599567413330078
2025-09-26,15.840747833251953
2025-09-29,15.763570785522461
2025-09-30,15.657449722290039
2025-10-01,15.29085636138916
2025-10-02,15.175088882446289
2025-10-03,15.252267837524414
2025-10-06,15.136500358581543
2025-10-07,15.64780330657959
2025-10-08,15.512742042541504
2025-10-09,16.24593162536621
2025-10-10,16.06263542175293
2025-10-13,15.64780330657959
2025-10-14,15.58027172088623
2025-10-15,15.686391830444336
2025-10-16,13.612237930297852
2025-10-17,14.750611305236816
2025-10-20,14.432252883911133
2025-10-21,14.403310775756836
2025-10-22,14.65413761138916
2025-10-23,14.557666778564453
2025-10-24,14.470840454101562
2025-10-27,14.548019409179688
2025-10-28,13.998127937316895
2025-10-29,13.805183410644531
2025-10-30,13.737652778625488
2025-10-31,13.863065719604492
2025-11-03,15.570624351501465
2025-11-04,15.406623840332031
2025-11-05,15.657449722290039
2025-11-06,15.8793363571167
2025-11-07,16.28451919555664
2025-11-10,16.17840003967285
2025-11-11,16.130165100097656
2025-11-12,16.28451156616211
2025-11-13,16.382198333740234
2025-11-14,16.274742126464844
2025-11-17,15.864455223083496
2025-11-18,15.854684829711914
2025-11-19,15.688616752624512
2025-11-20,15.776535034179688
2025-11-21,16.255205154418945
2025-11-24,16.3724308013916
2025-11-25,16.636186599731445
2025-11-26,16.82179069519043
2025-11-28,16.948787689208984
2025-12-01,16.82179069519043
2025-12-02,16.47011947631836
2025-12-03,16.577573776245117
2025-12-04,16.597110748291016
2025-12-05,16.53849983215332
2025-12-08,16.3724308013916
2025-12-09,16.626419067382812
2025-12-10,16.919479370117188
2025-12-11,16.919479370117188
2025-12-12,16.929248809814453
2025-12-15,16.812023162841797
2025-12-16,16.851099014282227
2025-12-17,16.88040542602539
2025-12-18,16.70456886291504
2025-12-19,16.626419067382812
2025-12-22,16.616647720336914
2025-12-23,16.626419067382812
2025-12-24,16.812023162841797
2025-12-26,16.79248809814453
2025-12-29,16.79248809814453
2025-12-30,16.929248809814453
