Date,JKHY
2000-01-03,9.884285926818848
2000-01-04,9.079752922058105
2000-01-05,9.26364803314209
2000-01-06,9.171701431274414
2000-01-07,9.171701431274414
2000-01-10,9.510748863220215
2000-01-11,9.55097770690918
2000-01-12,9.505006790161133
2000-01-13,9.562471389770508
2000-01-14,9.70039176940918
2000-01-18,10.160125732421875
2000-01-19,10.355517387390137
2000-01-20,10.458956718444824
2000-01-21,10.688821792602539
2000-01-24,10.711809158325195
2000-01-25,10.677326202392578
2000-01-26,10.665836334228516
2000-01-27,10.688821792602539
2000-01-28,10.734796524047852
2000-01-31,10.527914047241211
2000-02-01,10.114153861999512
2000-02-02,10.114153861999512
2000-02-03,10.160125732421875
2000-02-04,10.803757667541504
2000-02-07,10.89570426940918
2000-02-08,11.09109115600586
2000-02-09,11.148554801940918
2000-02-10,10.981902122497559
2000-02-11,11.217516899108887
2000-02-14,11.074766159057617
2000-02-15,10.94813060760498
2000-02-16,11.063257217407227
2000-02-17,11.051743507385254
2000-02-18,11.040226936340332
2000-02-22,10.959643363952637
2000-02-23,11.356815338134766
2000-02-24,11.512232780456543
2000-02-25,11.742473602294922
2000-02-28,11.909402847290039
2000-02-29,12.870668411254883
2000-03-01,12.985795974731445
2000-03-02,12.905211448669434
2000-03-03,12.928231239318848
2000-03-06,12.962776184082031
2000-03-07,12.663454055786133
2000-03-08,12.916719436645508
2000-03-09,13.6535062789917
2000-03-10,14.413314819335938
2000-03-13,13.6535062789917
2000-03-14,14.090967178344727
2000-03-15,13.699563026428223
2000-03-16,13.262088775634766
2000-03-17,13.29661750793457
2000-03-20,12.52530574798584
2000-03-21,12.548330307006836
2000-03-22,13.239065170288086
2000-03-23,13.6535062789917
2000-03-24,13.6535062789917
2000-03-27,13.262088775634766
2000-03-28,12.64043140411377
2000-03-29,12.663454055786133
2000-03-30,12.225991249084473
2000-03-31,13.584434509277344
2000-04-03,12.939748764038086
2000-04-04,12.433207511901855
2000-04-05,12.870668411254883
2000-04-06,13.354183197021484
2000-04-07,14.367265701293945
2000-04-10,12.755552291870117
2000-04-11,13.204527854919434
2000-04-12,13.193012237548828
2000-04-13,12.433207511901855
2000-04-14,11.765498161315918
2000-04-17,13.07789421081543
2000-04-18,13.9528169631958
2000-04-19,14.873800277709961
2000-04-20,14.206087112426758
2000-04-24,14.574481964111328
2000-04-25,14.459360122680664
2000-04-26,13.262088775634766
2000-04-27,14.827741622924805
2000-04-28,14.551456451416016
2000-05-01,14.735651969909668
2000-05-02,13.78585433959961
2000-05-03,14.016388893127441
2000-05-04,14.569668769836426
2000-05-05,14.707995414733887
2000-05-08,13.509223937988281
2000-05-09,13.578375816345215
2000-05-10,13.393950462341309
2000-05-11,14.385247230529785
2000-05-12,13.509223937988281
2000-05-15,13.463119506835938
2000-05-16,14.154712677001953
2000-05-17,14.684934616088867
2000-05-18,13.739752769470215
2000-05-19,13.739752769470215
2000-05-22,13.739752769470215
2000-05-23,13.4400634765625
2000-05-24,14.004866600036621
2000-05-25,14.016388893127441
2000-05-26,14.431355476379395
2000-05-30,14.800202369689941
2000-05-31,16.039323806762695
2000-06-01,17.220802307128906
2000-06-02,17.912395477294922
2000-06-05,17.359115600585938
2000-06-06,17.578125
2000-06-07,18.073768615722656
2000-06-08,17.704925537109375
2000-06-09,17.866294860839844
2000-06-12,17.843236923217773
2000-06-13,18.027664184570312
2000-06-14,17.727968215942383
2000-06-15,18.557889938354492
2000-06-16,19.157268524169922
2000-06-19,18.81147575378418
2000-06-20,18.742307662963867
2000-06-21,18.25819206237793
2000-06-22,18.534833908081055
2000-06-23,16.944154739379883
2000-06-26,18.76536750793457
2000-06-27,17.866294860839844
2000-06-28,18.39651870727539
2000-06-29,17.912395477294922
2000-06-30,18.488723754882812
2000-07-03,18.00460433959961
2000-07-05,17.359115600585938
2000-07-06,17.56659698486328
2000-07-07,18.212085723876953
2000-07-10,18.350406646728516
2000-07-11,18.373458862304688
2000-07-12,18.027664184570312
2000-07-13,18.027664184570312
2000-07-14,18.30430793762207
2000-07-17,18.673154830932617
2000-07-18,19.04200553894043
2000-07-19,18.94979476928711
2000-07-20,19.918027877807617
2000-07-21,18.119882583618164
2000-07-24,17.3360652923584
2000-07-25,17.612703323364258
2000-07-26,17.704925537109375
2000-07-27,17.3360652923584
2000-07-28,16.321718215942383
2000-07-31,16.552248001098633
2000-08-01,16.575302124023438
2000-08-02,15.8606595993042
2000-08-03,16.552248001098633
2000-08-04,15.8606595993042
2000-08-07,15.169065475463867
2000-08-08,14.731050491333008
2000-08-09,16.137290954589844
2000-08-10,16.667526245117188
2000-08-11,15.21516227722168
2000-08-14,15.468753814697266
2000-08-15,15.722334861755371
2000-08-16,15.722334861755371
2000-08-17,15.883702278137207
2000-08-18,15.676220893859863
2000-08-21,15.791499137878418
2000-08-22,15.8606595993042
2000-08-23,15.837596893310547
2000-08-24,16.045080184936523
2000-08-25,16.137290954589844
2000-08-28,16.321718215942383
2000-08-29,16.598358154296875
2000-08-30,16.598358154296875
2000-08-31,16.367826461791992
2000-09-01,16.22951889038086
2000-09-05,15.786380767822266
2000-09-06,15.763306617736816
2000-09-07,15.99409294128418
2000-09-08,16.455686569213867
2000-09-11,16.392215728759766
2000-09-12,16.455686569213867
2000-09-13,16.8018798828125
2000-09-14,16.98650550842285
2000-09-15,16.66339874267578
2000-09-18,16.15565299987793
2000-09-19,16.247974395751953
2000-09-20,15.878706932067871
2000-09-21,15.509428024291992
2000-09-22,16.15565299987793
2000-09-25,16.386445999145508
2000-09-26,16.271053314208984
2000-09-27,16.294126510620117
2000-09-28,16.94035530090332
2000-09-29,16.017175674438477
2000-10-02,16.294126510620117
2000-10-03,15.463268280029297
2000-10-04,16.224899291992188
2000-10-05,16.548015594482422
2000-10-06,16.432613372802734
2000-10-09,16.8018798828125
2000-10-10,16.617244720458984
2000-10-11,17.355775833129883
2000-10-12,17.8173770904541
2000-10-13,18.00201416015625
2000-10-16,18.325132369995117
2000-10-17,18.371294021606445
2000-10-18,18.648244857788086
2000-10-19,18.879026412963867
2000-10-20,18.71747398376465
2000-10-23,19.017515182495117
2000-10-24,19.61757469177246
2000-10-25,20.12532615661621
2000-10-26,21.325462341308594
2000-10-27,20.26380157470703
2000-10-30,19.571422576904297
2000-10-31,20.30995750427246
2000-11-01,20.633079528808594
2000-11-02,20.30995750427246
2000-11-03,20.86387062072754
2000-11-06,20.725391387939453
2000-11-07,20.86387062072754
2000-11-08,20.967727661132812
2000-11-09,21.16390609741211
2000-11-10,21.140817642211914
2000-11-13,20.30995750427246
2000-11-14,20.517684936523438
2000-11-15,20.37920570373535
2000-11-16,19.456031799316406
2000-11-17,19.867229461669922
2000-11-20,19.497596740722656
2000-11-21,19.543798446655273
2000-11-22,18.481138229370117
2000-11-24,19.220388412475586
2000-11-27,20.121341705322266
2000-11-28,17.99601173400879
2000-11-29,18.873868942260742
2000-11-30,19.82102394104004
2000-12-01,20.883695602416992
2000-12-04,21.068506240844727
2000-12-05,21.900150299072266
2000-12-06,21.900150299072266
2000-12-07,22.50078773498535
2000-12-08,22.3621768951416
2000-12-11,22.523889541625977
2000-12-12,21.761554718017578
2000-12-13,21.761554718017578
2000-12-14,21.692241668701172
2000-12-15,21.513206481933594
2000-12-18,21.57672882080078
2000-12-19,21.32261848449707
2000-12-20,19.774816513061523
2000-12-21,19.59001350402832
2000-12-22,21.16090202331543
2000-12-26,21.57672882080078
2000-12-27,23.263134002685547
2000-12-28,23.055225372314453
2000-12-29,22.962820053100586
2001-01-02,22.477697372436523
2001-01-03,22.044530868530273
2001-01-04,20.883695602416992
2001-01-05,21.253314971923828
2001-01-08,21.299524307250977
2001-01-09,21.068506240844727
2001-01-10,22.754901885986328
2001-01-11,22.50078773498535
2001-01-12,22.17737579345703
2001-01-16,20.675771713256836
2001-01-17,17.302967071533203
2001-01-18,17.32606315612793
2001-01-19,16.234529495239258
2001-01-22,15.77827262878418
2001-01-23,15.339344024658203
2001-01-24,16.101688385009766
2001-01-25,15.847576141357422
2001-01-26,16.471317291259766
2001-01-29,17.533981323242188
2001-01-30,17.695688247680664
2001-01-31,16.86404800415039
2001-02-01,17.002635955810547
2001-02-02,16.817838668823242
2001-02-05,18.06531524658203
2001-02-06,18.134620666503906
2001-02-07,18.06531524658203
2001-02-08,18.11151695251465
2001-02-09,17.99601173400879
2001-02-12,17.92569923400879
2001-02-13,17.81005096435547
2001-02-14,18.041349411010742
2001-02-15,18.133880615234375
2001-02-16,17.99508285522461
2001-02-20,17.32431983947754
2001-02-21,17.116151809692383
2001-02-22,16.39912223815918
2001-02-23,16.39912223815918
2001-02-26,16.468507766723633
2001-02-27,16.954235076904297
2001-02-28,16.90797996520996
2001-03-01,17.18553924560547
2001-03-02,17.439970016479492
2001-03-05,17.393707275390625
2001-03-06,17.671268463134766
2001-03-07,18.133880615234375
2001-03-08,18.318910598754883
2001-03-09,18.087602615356445
2001-03-12,17.948835372924805
2001-03-13,18.411422729492188
2001-03-14,18.596466064453125
2001-03-15,18.469249725341797
2001-03-16,17.99508285522461
2001-03-19,17.301176071166992
2001-03-20,17.116151809692383
2001-03-21,17.116151809692383
2001-03-22,18.133880615234375
2001-03-23,17.717531204223633
2001-03-26,17.948835372924805
2001-03-27,18.318910598754883
2001-03-28,17.578744888305664
2001-03-29,17.023630142211914
2001-03-30,17.532485961914062
2001-04-02,15.404534339904785
2001-04-03,14.294300079345703
2001-04-04,13.970479011535645
2001-04-05,16.005918502807617
2001-04-06,15.21949577331543
2001-04-09,15.239850044250488
2001-04-10,16.37969398498535
2001-04-11,17.2974910736084
2001-04-12,17.54914093017578
2001-04-16,17.85260581970215
2001-04-17,18.74078941345215
2001-04-18,19.421735763549805
2001-04-19,20.20630645751953
2001-04-20,20.354341506958008
2001-04-23,20.280324935913086
2001-04-24,19.65858268737793
2001-04-25,20.79842185974121
2001-04-26,20.768827438354492
2001-04-27,20.99087905883789
2001-04-30,20.865047454833984
2001-05-01,20.924325942993164
2001-05-02,21.213298797607422
2001-05-03,21.487442016601562
2001-05-04,21.65785789489746
2001-05-07,21.435579299926758
2001-05-08,20.768720626831055
2001-05-09,19.96849250793457
2001-05-10,20.00554847717285
2001-05-11,19.338701248168945
2001-05-14,18.834856033325195
2001-05-15,19.78326416015625
2001-05-16,20.057418823242188
2001-05-17,20.338973999023438
2001-05-18,19.598041534423828
2001-05-21,21.331846237182617
2001-05-22,21.435579299926758
2001-05-23,21.094743728637695
2001-05-24,21.228111267089844
2001-05-25,21.494850158691406
2001-05-29,21.531904220581055
2001-05-30,21.13178825378418
2001-05-31,21.598587036132812
2001-06-01,21.63562774658203
2001-06-04,22.19133949279785
2001-06-05,22.22838592529297
2001-06-06,21.961650848388672
2001-06-07,21.85790252685547
2001-06-08,21.83568572998047
2001-06-11,21.65045166015625
2001-06-12,21.324430465698242
2001-06-13,20.835407257080078
2001-06-14,20.672391891479492
2001-06-15,20.338973999023438
2001-06-18,20.116697311401367
2001-06-19,20.47234344482422
2001-06-20,21.72454833984375
2001-06-21,21.487442016601562
2001-06-22,21.717124938964844
2001-06-25,21.383705139160156
2001-06-26,21.465213775634766
2001-06-27,21.969058990478516
2001-06-28,22.109830856323242
2001-06-29,22.969331741333008
2001-07-02,23.07306480407715
2001-07-03,23.243480682373047
2001-07-05,22.776691436767578
2001-07-06,22.52475929260254
2001-07-09,22.443260192871094
2001-07-10,22.19133949279785
2001-07-11,22.22838592529297
2001-07-12,22.880416870117188
2001-07-13,23.347209930419922
2001-07-16,23.2064266204834
2001-07-17,23.258302688598633
2001-07-18,23.18421173095703
2001-07-19,22.976736068725586
2001-07-20,22.74704933166504
2001-07-23,19.39056968688965
2001-07-24,20.205604553222656
2001-07-25,20.635356903076172
2001-07-26,21.235515594482422
2001-07-27,20.894691467285156
2001-07-30,21.146602630615234
2001-07-31,20.94654655456543
2001-08-01,21.25033950805664
2001-08-02,21.183656692504883
2001-08-03,21.05028533935547
2001-08-06,20.67980194091797
2001-08-07,20.17597198486328
2001-08-08,20.042606353759766
2001-08-09,19.672117233276367
2001-08-10,19.116413116455078
2001-08-13,18.52365493774414
2001-08-14,18.67184829711914
2001-08-15,18.634796142578125
2001-08-16,18.89412498474121
2001-08-17,18.597749710083008
2001-08-20,18.679256439208984
2001-08-21,18.782997131347656
2001-08-22,19.057126998901367
2001-08-23,18.908946990966797
2001-08-24,18.842266082763672
2001-08-27,18.30137062072754
2001-08-28,18.190244674682617
2001-08-29,18.227277755737305
2001-08-30,18.308780670166016
2001-08-31,18.968212127685547
2001-09-04,19.509746551513672
2001-09-05,18.330265045166016
2001-09-06,17.55877113342285
2001-09-07,17.543933868408203
2001-09-10,16.8021240234375
2001-09-17,16.65375518798828
2001-09-18,16.535076141357422
2001-09-19,16.431211471557617
2001-09-20,15.993539810180664
2001-09-21,15.429766654968262
2001-09-24,15.585546493530273
2001-09-25,15.867430686950684
2001-09-26,15.756155014038086
2001-09-27,16.327360153198242
2001-09-28,16.83179473876953
2001-10-01,16.31993865966797
2001-10-02,15.689396858215332
2001-10-03,17.173036575317383
2001-10-04,17.10626983642578
2001-10-05,16.690855026245117
2001-10-08,16.987571716308594
2001-10-09,17.76648712158203
2001-10-10,18.063207626342773
2001-10-11,17.061758041381836
2001-10-12,17.72939109802246
2001-10-15,17.358489990234375
2001-10-16,16.31993865966797
2001-10-17,17.017250061035156
2001-10-18,17.313980102539062
2001-10-19,17.514263153076172
2001-10-22,17.8035831451416
2001-10-23,18.39702606201172
2001-10-24,18.723424911499023
2001-10-25,18.678922653198242
2001-10-26,18.827281951904297
2001-10-29,18.256078720092773
2001-10-30,17.810993194580078
2001-10-31,18.293182373046875
2001-11-01,18.456369400024414
2001-11-02,18.64923667907715
2001-11-05,19.027570724487305
2001-11-06,19.947418212890625
2001-11-07,19.213022232055664
2001-11-08,19.35396957397461
2001-11-09,19.03499412536621
2001-11-12,18.73084831237793
2001-11-13,18.908876419067383
2001-11-14,19.0201473236084
2001-11-15,18.523136138916016
2001-11-16,18.18148422241211
2001-11-19,18.27062225341797
2001-11-20,18.196340560913086
2001-11-21,18.530548095703125
2001-11-23,18.567707061767578
2001-11-26,18.567707061767578
2001-11-27,18.66425323486328
2001-11-28,18.530548095703125
2001-11-29,18.419153213500977
2001-11-30,17.7432861328125
2001-12-03,17.884401321411133
2001-12-04,17.93639373779297
2001-12-05,17.89183235168457
2001-12-06,17.535327911376953
2001-12-07,17.728435516357422
2001-12-10,17.23082733154297
2001-12-11,17.111988067626953
2001-12-12,17.097135543823242
2001-12-13,14.817018508911133
2001-12-14,14.891283988952637
2001-12-17,14.750187873840332
2001-12-18,14.935858726501465
2001-12-19,15.039837837219238
2001-12-20,14.965566635131836
2001-12-21,14.638773918151855
2001-12-24,14.995281219482422
2001-12-26,15.29977798461914
2001-12-27,15.671138763427734
2001-12-28,16.205888748168945
2001-12-31,16.220735549926758
2002-01-02,16.369285583496094
2002-01-03,16.525251388549805
2002-01-04,16.748069763183594
2002-01-07,16.956016540527344
2002-01-08,16.933740615844727
2002-01-09,17.19369888305664
2002-01-10,17.3719482421875
2002-01-11,17.49077033996582
2002-01-14,16.785198211669922
2002-01-15,16.97088050842285
2002-01-16,16.25044822692871
2002-01-17,16.295013427734375
2002-01-18,16.079631805419922
2002-01-22,16.079631805419922
2002-01-23,16.324722290039062
2002-01-24,16.369285583496094
2002-01-25,16.354434967041016
2002-01-28,16.324722290039062
2002-01-29,15.604294776916504
2002-01-30,15.953370094299316
2002-01-31,16.176191329956055
2002-02-01,16.450986862182617
2002-02-04,15.990501403808594
2002-02-05,16.139047622680664
2002-02-06,16.198461532592773
2002-02-07,15.54487419128418
2002-02-08,16.035062789916992
2002-02-11,16.366107940673828
2002-02-12,16.090862274169922
2002-02-13,16.276844024658203
2002-02-14,16.522329330444336
2002-02-15,16.29171371459961
2002-02-19,15.971834182739258
2002-02-20,16.150371551513672
2002-02-21,15.4957275390625
2002-02-22,16.32146453857422
2002-02-25,16.0164737701416
2002-02-26,16.29171371459961
2002-02-27,15.89000129699707
2002-02-28,16.14293670654297
2002-03-01,15.8081693649292
2002-03-04,17.19184684753418
2002-03-05,17.355504989624023
2002-03-06,17.370393753051758
2002-03-07,16.96123695373535
2002-03-08,17.139768600463867
2002-03-11,17.310874938964844
2002-03-12,17.29599380493164
2002-03-13,17.541484832763672
2002-03-14,17.79442596435547
2002-03-15,17.87626075744629
2002-03-18,17.630762100219727
2002-03-19,18.039913177490234
2002-03-20,17.667959213256836
2002-03-21,18.025028228759766
2002-03-22,16.492570877075195
2002-03-25,17.013322830200195
2002-03-26,16.559518814086914
2002-03-27,16.70087242126465
2002-03-28,16.500009536743164
2002-04-01,16.31403160095215
2002-04-02,16.247074127197266
2002-04-03,15.800724029541016
2002-04-04,15.99415111541748
2002-04-05,15.934638977050781
2002-04-08,16.120620727539062
2002-04-09,16.209884643554688
2002-04-10,16.440488815307617
2002-04-11,16.1354923248291
2002-04-12,16.366107940673828
2002-04-15,15.84536361694336
2002-04-16,16.16524887084961
2002-04-17,15.927199363708496
2002-04-18,16.217329025268555
2002-04-19,16.812458038330078
2002-04-22,16.6339111328125
2002-04-23,16.64879035949707
2002-04-24,16.83477783203125
2002-04-25,16.871976852416992
2002-04-26,16.73806381225586
2002-04-29,16.946353912353516
2002-04-30,17.34496307373047
2002-05-01,17.419471740722656
2002-05-02,17.33006477355957
2002-05-03,17.24065399169922
2002-05-06,17.322607040405273
2002-05-07,16.570106506347656
2002-05-08,17.069292068481445
2002-05-09,16.69676971435547
2002-05-10,16.547752380371094
2002-05-13,16.65205955505371
2002-05-14,16.331684112548828
2002-05-15,16.190122604370117
2002-05-16,15.44507122039795
2002-05-17,15.042737007141113
2002-05-20,14.416879653930664
2002-05-21,13.537710189819336
2002-05-22,13.701631546020508
2002-05-23,14.044356346130371
2002-05-24,14.141213417053223
2002-05-28,14.446687698364258
2002-05-29,14.238072395324707
2002-05-30,14.714905738830566
2002-05-31,14.707452774047852
2002-06-03,14.208263397216797
2002-06-04,14.230620384216309
2002-06-05,14.409439086914062
2002-06-06,14.096508979797363
2002-06-07,14.007096290588379
2002-06-10,14.349836349487305
2002-06-11,13.44085693359375
2002-06-12,12.643648147583008
2002-06-13,12.524435043334961
2002-06-14,12.73305606842041
2002-06-17,13.142838478088379
2002-06-18,13.090680122375488
2002-06-19,13.038529396057129
2002-06-20,12.673450469970703
2002-06-21,12.28602123260498
2002-06-24,12.390327453613281
2002-06-25,12.211511611938477
2002-06-26,12.218965530395508
2002-06-27,11.987996101379395
2002-06-28,12.435028076171875
2002-07-01,11.712319374084473
2002-07-02,11.563307762145996
2002-07-03,11.786824226379395
2002-07-05,12.047595977783203
2002-07-08,11.757024765014648
