Date,EL
2000-11-13,16.316896438598633
2000-11-14,16.224184036254883
2000-11-15,16.525487899780273
2000-11-16,16.34007453918457
2000-11-17,16.409603118896484
2000-11-20,16.03876495361328
2000-11-21,15.899699211120605
2000-11-22,15.853350639343262
2000-11-24,15.783812522888184
2000-11-27,15.737456321716309
2000-11-28,15.621573448181152
2000-11-29,15.760636329650879
2000-11-30,16.06195068359375
2000-12-01,16.47913360595703
2000-12-04,16.618206024169922
2000-12-05,16.224184036254883
2000-12-06,16.201005935668945
2000-12-07,16.386432647705078
2000-12-08,16.5023193359375
2000-12-11,16.17783546447754
2000-12-12,16.247364044189453
2000-12-13,16.358741760253906
2000-12-14,15.917867660522461
2000-12-15,15.732240676879883
2000-12-18,16.196317672729492
2000-12-19,16.26593017578125
2000-12-20,16.358741760253906
2000-12-21,14.896890640258789
2000-12-22,14.896890640258789
2000-12-26,15.175353050231934
2000-12-27,15.755438804626465
2000-12-28,16.126707077026367
2000-12-29,16.26593017578125
2001-01-02,15.848257064819336
2001-01-03,15.523401260375977
2001-01-04,14.456029891967773
2001-01-05,15.01291275024414
2001-01-08,15.894664764404297
2001-01-09,16.242721557617188
2001-01-10,16.10349464416504
2001-01-11,15.941070556640625
2001-01-12,15.825055122375488
2001-01-16,15.546605110168457
2001-01-17,15.314562797546387
2001-01-18,15.61622142791748
2001-01-19,15.523401260375977
2001-01-22,14.920106887817383
2001-01-23,15.268162727355957
2001-01-24,15.407381057739258
2001-01-25,15.314562797546387
2001-01-26,15.314562797546387
2001-01-29,15.017557144165039
2001-01-30,14.442099571228027
2001-01-31,14.145090103149414
2001-02-01,14.572042465209961
2001-02-02,14.442099571228027
2001-02-05,14.386415481567383
2001-02-06,14.575750350952148
2001-02-07,14.249046325683594
2001-02-08,14.932167053222656
2001-02-09,14.60545825958252
2001-02-12,14.624018669128418
2001-02-13,14.378986358642578
2001-02-14,14.226768493652344
2001-02-15,14.520065307617188
2001-02-16,14.516349792480469
2001-02-20,14.787376403808594
2001-02-21,14.668569564819336
2001-02-22,14.479233741760254
2001-02-23,14.256468772888184
2001-02-26,14.579471588134766
2001-02-27,14.200782775878906
2001-02-28,14.345577239990234
2001-03-01,14.334441184997559
2001-03-02,14.7279691696167
2001-03-05,14.753965377807617
2001-03-06,15.036123275756836
2001-03-07,15.032408714294434
2001-03-08,15.388823509216309
2001-03-09,15.058391571044922
2001-03-12,14.846780776977539
2001-03-13,14.312161445617676
2001-03-14,14.05194091796875
2001-03-15,14.00361442565918
2001-03-16,13.66160774230957
2001-03-19,13.754539489746094
2001-03-20,13.628150939941406
2001-03-21,13.051946640014648
2001-03-22,12.799160957336426
2001-03-23,12.750829696655273
2001-03-26,12.825180053710938
2001-03-27,13.025920867919922
2001-03-28,13.196928024291992
2001-03-29,13.308454513549805
2001-03-30,13.538928985595703
2001-04-02,13.498039245605469
2001-04-03,13.405104637145996
2001-04-04,13.564953804016113
2001-04-05,13.86606502532959
2001-04-06,13.665323257446289
2001-04-09,13.73967170715332
2001-04-10,13.665323257446289
2001-04-11,13.635591506958008
2001-04-12,13.735957145690918
2001-04-16,13.836324691772461
2001-04-17,13.903246879577637
2001-04-18,14.018482208251953
2001-04-19,14.048227310180664
2001-04-20,14.126290321350098
2001-04-23,13.899521827697754
2001-04-24,14.479450225830078
2001-04-25,14.628141403198242
2001-04-26,14.687616348266602
2001-04-27,14.869779586791992
2001-04-30,14.776836395263672
2001-05-01,15.15972900390625
2001-05-02,15.252674102783203
2001-05-03,15.129992485046387
2001-05-04,15.189470291137695
2001-05-07,14.89207935333252
2001-05-08,14.91067123413086
2001-05-09,14.851186752319336
2001-05-10,14.936691284179688
2001-05-11,14.851186752319336
2001-05-14,14.999887466430664
2001-05-15,14.754535675048828
2001-05-16,15.248950958251953
2001-05-17,15.799134254455566
2001-05-18,15.356760025024414
2001-05-21,15.6021089553833
2001-05-22,15.583521842956543
2001-05-23,15.520332336425781
2001-05-24,15.620696067810059
2001-05-25,15.564933776855469
2001-05-29,15.464568138122559
2001-05-30,15.330742835998535
2001-05-31,15.09282112121582
2001-06-01,15.501740455627441
2001-06-04,15.568662643432617
2001-06-05,15.695048332214355
2001-06-06,15.624410629272461
2001-06-07,15.906943321228027
2001-06-08,15.799134254455566
2001-06-11,15.698768615722656
2001-06-12,15.747089385986328
2001-06-13,15.631722450256348
2001-06-14,15.333966255187988
2001-06-15,14.980389595031738
2001-06-18,15.613101959228516
2001-06-19,15.408400535583496
2001-06-20,15.635431289672852
2001-06-21,15.259530067443848
2001-06-22,15.110658645629883
2001-06-25,14.876188278198242
2001-06-26,15.192541122436523
2001-06-27,15.151601791381836
2001-06-28,16.17138671875
2001-06-29,16.041114807128906
2001-07-02,16.041114807128906
2001-07-03,16.17138671875
2001-07-05,15.713594436645508
2001-07-06,15.590780258178711
2001-07-09,15.408400535583496
2001-07-10,15.520058631896973
2001-07-11,15.60193920135498
2001-07-12,15.4530668258667
2001-07-13,15.42701530456543
2001-07-16,15.501457214355469
2001-07-17,15.75452995300293
2001-07-18,15.836416244506836
2001-07-19,15.84385871887207
2001-07-20,15.925745964050293
2001-07-23,15.739641189575195
2001-07-24,15.404684066772461
2001-07-25,15.37118911743164
2001-07-26,15.073444366455078
2001-07-27,14.608209609985352
2001-07-30,14.835241317749023
2001-07-31,14.719867706298828
2001-08-01,14.507721900939941
2001-08-02,14.734753608703613
2001-08-03,14.399786949157715
2001-08-06,14.645423889160156
2001-08-07,14.362565040588379
2001-08-08,14.295577049255371
2001-08-09,13.915948867797852
2001-08-10,14.317907333374023
2001-08-13,14.619377136230469
2001-08-14,14.329071044921875
2001-08-15,14.425838470458984
2001-08-16,14.831521034240723
2001-08-17,15.073444366455078
2001-08-20,14.62681770324707
2001-08-21,14.608209609985352
2001-08-22,14.972955703735352
2001-08-23,15.092050552368164
2001-08-24,14.976666450500488
2001-08-27,14.619377136230469
2001-08-28,14.608209609985352
2001-08-29,14.559825897216797
2001-08-30,14.712417602539062
2001-08-31,14.459331512451172
2001-09-04,14.466778755187988
2001-09-05,14.422115325927734
2001-09-06,14.031327247619629
2001-09-07,14.10948657989502
2001-09-10,14.254631996154785
2001-09-17,13.1317720413208
2001-09-18,12.811480522155762
2001-09-19,12.282637596130371
2001-09-20,12.658787727355957
2001-09-21,12.38318920135498
2001-09-24,12.401811599731445
2001-09-25,12.196978569030762
2001-09-26,11.89903736114502
2001-09-27,11.906485557556152
2001-09-28,12.34595012664795
2001-10-01,12.327324867248535
2001-10-02,11.936279296875
2001-10-03,12.275184631347656
2001-10-04,12.103877067565918
2001-10-05,12.401811599731445
2001-10-08,12.528440475463867
2001-10-09,12.308704376220703
2001-10-10,12.625267028808594
2001-10-11,12.625267028808594
2001-10-12,12.372018814086914
2001-10-15,12.327324867248535
2001-10-16,12.476295471191406
2001-10-17,12.718375205993652
2001-10-18,12.774245262145996
2001-10-19,12.647611618041992
2001-10-22,12.811480522155762
2001-10-23,12.476295471191406
2001-10-24,12.435330390930176
2001-10-25,12.327324867248535
2001-10-26,12.5545072555542
2001-10-29,12.506092071533203
2001-10-30,12.196978569030762
2001-10-31,12.010765075683594
2001-11-01,12.349677085876465
2001-11-02,11.750061988830566
2001-11-05,11.619719505310059
2001-11-06,11.712821960449219
2001-11-07,12.029387474060059
2001-11-08,12.09270191192627
2001-11-09,12.029387474060059
2001-11-12,12.029387474060059
2001-11-13,12.189533233642578
2001-11-14,12.290081977844238
2001-11-15,12.401811599731445
2001-11-16,12.390639305114746
2001-11-19,12.480026245117188
2001-11-20,12.569405555725098
2001-11-21,12.588025093078613
2001-11-23,12.480026245117188
2001-11-26,12.431607246398926
2001-11-27,12.38318920135498
2001-11-28,12.297532081604004
2001-11-29,12.386916160583496
2001-11-30,12.427879333496094
2001-12-03,12.293810844421387
2001-12-04,12.401811599731445
2001-12-05,12.532160758972168
2001-12-06,12.271465301513672
2001-12-07,12.21560001373291
2001-12-10,12.252843856811523
2001-12-11,12.286360740661621
2001-12-12,12.122241020202637
2001-12-13,12.11478042602539
2001-12-14,11.976778030395508
2001-12-17,11.973047256469727
2001-12-18,11.861145973205566
2001-12-19,11.932021141052246
2001-12-20,11.562751770019531
2001-12-21,11.883529663085938
2001-12-24,12.05883502960205
2001-12-26,11.99169921875
2001-12-27,11.898448944091797
2001-12-28,11.943204879760742
2001-12-31,11.95812702178955
2002-01-02,11.98796558380127
2002-01-03,12.077484130859375
2002-01-04,12.189380645751953
2002-01-07,12.245333671569824
2002-01-08,12.312471389770508
2002-01-09,12.346040725708008
2002-01-10,12.30873966217041
2002-01-11,12.331120491027832
2002-01-14,12.290090560913086
2002-01-15,12.383337020874023
2002-01-16,12.651891708374023
2002-01-17,13.024885177612305
2002-01-18,12.823468208312988
2002-01-22,12.681731224060059
2002-01-23,12.681731224060059
2002-01-24,12.756329536437988
2002-01-25,13.06218433380127
2002-01-28,13.036075592041016
2002-01-29,12.681731224060059
2002-01-30,12.53253173828125
2002-01-31,12.047643661499023
2002-02-01,12.084942817687988
2002-02-04,11.805200576782227
2002-02-05,11.775362968444824
2002-02-06,11.555296897888184
2002-02-07,11.301663398742676
2002-02-08,11.186037063598633
2002-02-11,11.353877067565918
2002-02-12,11.656004905700684
2002-02-13,11.376258850097656
2002-02-14,11.521726608276367
2002-02-15,11.312849044799805
2002-02-19,11.186037063598633
2002-02-20,11.103974342346191
2002-02-21,11.006997108459473
2002-02-22,11.186037063598633
2002-02-25,11.38371753692627
2002-02-26,11.503080368041992
2002-02-27,11.61870002746582
2002-02-28,11.637356758117676
2002-03-01,11.61870002746582
2002-03-04,11.749252319335938
2002-03-05,11.53664779663086
2002-03-06,11.920828819274902
2002-03-07,11.879801750183105
2002-03-08,11.928289413452148
2002-03-11,11.83876895904541
2002-03-12,11.932021141052246
2002-03-13,12.021675109863281
2002-03-14,11.946961402893066
2002-03-15,12.271976470947266
2002-03-18,12.283183097839355
2002-03-19,12.802451133728027
2002-03-20,12.836071968078613
2002-03-21,12.832332611083984
2002-03-22,13.086372375488281
2002-03-25,13.116255760192871
2002-03-26,12.757627487182617
2002-03-27,12.664226531982422
2002-03-28,12.761357307434082
2002-04-01,12.742677688598633
2002-04-02,12.720259666442871
2002-04-03,12.794979095458984
2002-04-04,13.374019622802734
2002-04-05,13.747600555419922
2002-04-08,13.897032737731934
2002-04-09,13.616843223571777
2002-04-10,14.016572952270508
2002-04-11,14.341583251953125
2002-04-12,14.102495193481445
2002-04-15,13.941856384277344
2002-04-16,13.52718734741211
2002-04-17,13.934388160705566
2002-04-18,13.67287826538086
2002-04-19,13.474883079528809
2002-04-22,13.392699241638184
2002-04-23,13.49356746673584
2002-04-24,13.523453712463379
2002-04-25,13.299301147460938
2002-04-26,13.299301147460938
2002-04-29,13.523453712463379
2002-04-30,13.504772186279297
2002-05-01,13.314251899719238
2002-05-02,13.762539863586426
2002-05-03,13.934388160705566
2002-05-06,13.78495979309082
2002-05-07,13.82231616973877
2002-05-08,13.616843223571777
2002-05-09,13.598166465759277
2002-05-10,13.631789207458496
2002-05-13,13.766280174255371
2002-05-14,13.908234596252441
2002-05-15,14.06513786315918
2002-05-16,13.953065872192383
2002-05-17,13.542135238647461
2002-05-20,13.717713356018066
2002-05-21,13.699028968811035
2002-05-22,13.542135238647461
2002-05-23,13.478621482849121
2002-05-24,13.448736190795898
2002-05-28,13.224591255187988
2002-05-29,13.213382720947266
2002-05-30,13.232059478759766
2002-05-31,13.728918075561523
2002-06-03,13.803633689880371
2002-06-04,13.542135238647461
2002-06-05,13.859671592712402
2002-06-06,13.616843223571777
2002-06-07,13.598166465759277
2002-06-10,13.63552188873291
2002-06-11,13.355340003967285
2002-06-12,13.879082679748535
2002-06-13,13.822968482971191
2002-06-14,13.557357788085938
2002-06-17,13.710736274719238
2002-06-18,13.938937187194824
2002-06-19,14.002532005310059
2002-06-20,14.140953063964844
2002-06-21,13.935194969177246
2002-06-24,13.654618263244629
2002-06-25,13.0859956741333
2002-06-26,13.187003135681152
2002-06-27,13.804266929626465
2002-06-28,13.168291091918945
2002-07-01,13.317930221557617
2002-07-02,12.15822696685791
2002-07-03,11.802833557128906
2002-07-05,12.277937889099121
2002-07-08,12.29664134979248
2002-07-09,12.195634841918945
2002-07-10,12.027290344238281
2002-07-11,11.978655815124512
2002-07-12,11.858946800231934
2002-07-15,11.555926322937012
2002-07-16,11.522256851196289
2002-07-17,11.522256851196289
2002-07-18,11.275349617004395
2002-07-19,11.017223358154297
2002-07-22,10.695499420166016
2002-07-23,10.69175910949707
2002-07-24,10.830175399780273
2002-07-25,10.665568351745605
2002-07-26,10.736649513244629
2002-07-29,11.10700798034668
2002-07-30,11.193047523498535
2002-07-31,11.342684745788574
2002-08-01,11.297795295715332
2002-08-02,10.587006568908691
2002-08-05,10.51219367980957
2002-08-06,10.500964164733887
2002-08-07,10.459817886352539
2002-08-08,10.351325035095215
2002-08-09,10.231616020202637
2002-08-12,9.782695770263672
2002-08-13,9.786439895629883
2002-08-14,10.343844413757324
2002-08-15,10.613195419311523
2002-08-16,10.99103832244873
2002-08-19,11.024704933166504
2002-08-20,11.148158073425293
2002-08-21,11.13319206237793
2002-08-22,11.424992561340332
2002-08-23,11.357651710510254
2002-08-26,11.335206985473633
2002-08-27,11.297795295715332
2002-08-28,11.282832145690918
2002-08-29,11.155640602111816
2002-08-30,11.20427131652832
2002-09-03,11.035928726196289
2002-09-04,11.47736644744873
2002-09-05,11.567148208618164
2002-09-06,11.559662818908691
2002-09-09,11.71304702758789
2002-09-10,11.971176147460938
2002-09-11,12.393912315368652
2002-09-12,11.784125328063965
2002-09-13,11.791607856750488
2002-09-16,12.004842758178711
2002-09-17,11.357651710510254
2002-09-18,10.961108207702637
2002-09-19,11.103263854980469
2002-09-20,11.335206985473633
2002-09-23,11.380098342895508
2002-09-24,11.144417762756348
2002-09-25,11.08455753326416
2002-09-26,11.503554344177246
2002-09-27,11.316496849060059
2002-09-30,10.751612663269043
2002-10-01,10.624415397644043
2002-10-02,10.564562797546387
2002-10-03,10.493483543395996
2002-10-04,10.332621574401855
2002-10-07,10.138090133666992
2002-10-08,10.306432723999023
2002-10-09,9.831328392028809
2002-10-10,10.033340454101562
2002-10-11,10.422404289245605
2002-10-14,10.564562797546387
2002-10-15,10.998512268066406
2002-10-16,10.25031852722168
2002-10-17,10.68801498413086
2002-10-18,10.680532455444336
2002-10-21,10.613195419311523
2002-10-22,10.399956703186035
2002-10-23,10.269024848937988
2002-10-24,9.988449096679688
2002-10-25,10.138090133666992
2002-10-28,10.235352516174316
2002-10-29,10.871318817138672
2002-10-30,10.968585014343262
2002-10-31,10.893766403198242
2002-11-01,10.729168891906738
2002-11-04,10.557080268859863
2002-11-05,10.542116165161133
2002-11-06,10.624415397644043
2002-11-07,10.886285781860352
2002-11-08,10.616936683654785
2002-11-11,10.48974609375
2002-11-12,10.530893325805664
2002-11-13,10.19046401977539
2002-11-14,10.340105056762695
2002-11-15,10.736649513244629
2002-11-18,10.631903648376465
2002-11-19,10.729168891906738
2002-11-20,10.399956703186035
2002-11-21,10.257800102233887
2002-11-22,10.138090133666992
2002-11-25,9.962261199951172
2002-11-26,9.719094276428223
2002-11-27,10.205427169799805
2002-11-29,10.205427169799805
2002-12-02,10.426141738891602
2002-12-03,10.441110610961914
2002-12-04,10.3363618850708
2002-12-05,10.317655563354492
2002-12-06,10.355067253112793
2002-12-09,10.212906837463379
2002-12-10,10.363651275634766
2002-12-11,10.382495880126953
2002-12-12,10.442795753479004
2002-12-13,10.431487083435059
2002-12-16,10.224212646484375
2002-12-17,10.156380653381348
2002-12-18,10.099852561950684
2002-12-19,10.099852561950684
2002-12-20,9.986794471740723
2002-12-23,9.983024597167969
2002-12-24,9.892577171325684
2002-12-26,9.854893684387207
2002-12-27,9.704150199890137
2002-12-30,9.862424850463867
2002-12-31,9.949106216430664
2003-01-02,10.10738754272461
2003-01-03,10.23175048828125
2003-01-06,10.374959945678711
2003-01-07,10.118694305419922
2003-01-08,10.020712852478027
2003-01-09,10.058396339416504
2003-01-10,9.926496505737305
2003-01-13,9.798360824584961
2003-01-14,9.790822982788086
2003-01-15,9.78705883026123
2003-01-16,9.967952728271484
2003-01-17,9.949106216430664
2003-01-21,9.986794471740723
2003-01-22,9.892577171325684
2003-01-23,10.19406795501709
2003-01-24,9.967952728271484
2003-01-27,9.873736381530762
2003-01-28,9.986794471740723
2003-01-29,9.956650733947754
2003-01-30,11.264349937438965
2003-01-31,11.369868278503418
2003-02-03,11.358564376831055
2003-02-04,11.268115997314453
2003-02-05,11.230432510375977
2003-02-06,11.1173734664917
2003-02-07,11.06838607788086
2003-02-10,11.060844421386719
2003-02-11,10.97039794921875
2003-02-12,10.993006706237793
2003-02-13,10.962859153747559
2003-02-14,10.977937698364258
2003-02-18,10.966629028320312
2003-02-19,10.864876747131348
2003-02-20,10.823420524597168
2003-02-21,10.815887451171875
2003-02-24,10.87618350982666
2003-02-25,10.789505958557129
2003-02-26,10.800810813903809
2003-02-27,10.800810813903809
2003-02-28,10.57092571258545
2003-03-03,10.827194213867188
2003-03-04,10.627457618713379
2003-03-05,10.58599853515625
2003-03-06,10.439026832580566
2003-03-07,10.533241271972656
2003-03-10,10.386261940002441
2003-03-11,10.186527252197266
2003-03-12,10.356117248535156
2003-03-13,10.608613014221191
2003-03-14,10.710368156433105
2003-03-17,11.158829689025879
2003-03-18,11.155058860778809
2003-03-19,11.290727615356445
2003-03-20,11.38117504119873
2003-03-21,11.644975662231445
2003-03-24,11.328415870666504
2003-03-25,11.3246431350708
2003-03-26,11.437700271606445
2003-03-27,11.467854499816895
2003-03-28,11.682662963867188
2003-03-31,11.4414701461792
2003-04-01,11.1173734664917
2003-04-02,11.29826545715332
2003-04-03,11.109835624694824
2003-04-04,11.275651931762695
2003-04-07,11.13621711730957
2003-04-08,11.13621711730957
2003-04-09,10.981704711914062
2003-04-10,11.041999816894531
2003-04-11,11.132450103759766
2003-04-14,11.29826545715332
2003-04-15,11.268115997314453
2003-04-16,11.494233131408691
2003-04-17,11.494233131408691
2003-04-21,11.433937072753906
2003-04-22,11.588449478149414
2003-04-23,11.644975662231445
2003-04-24,11.456547737121582
2003-04-25,11.41886043548584
2003-04-28,11.268115997314453
2003-04-29,11.41886043548584
2003-04-30,12.247954368591309
2003-05-01,12.191425323486328
2003-05-02,12.726568222045898
2003-05-05,12.590896606445312
2003-05-06,12.677574157714844
2003-05-07,12.549440383911133
2003-05-08,12.492914199829102
2003-05-09,12.47407341003418
2003-05-12,12.481606483459473
2003-05-13,12.636122703552246
2003-05-14,12.5946626663208
2003-05-15,12.63234806060791
2003-05-16,12.71526050567627
2003-05-19,12.719025611877441
2003-05-20,12.82831859588623
2003-05-21,12.647425651550293
2003-05-22,12.888615608215332
2003-05-23,13.103425979614258
2003-05-27,12.93760871887207
2003-05-28,12.82831859588623
2003-05-29,12.519293785095215
2003-05-30,12.55698013305664
2003-06-02,12.455229759216309
2003-06-03,12.636122703552246
2003-06-04,12.681343078613281
2003-06-05,12.726568222045898
2003-06-06,12.66627025604248
2003-06-09,12.64365291595459
2003-06-10,12.54190731048584
2003-06-11,12.81701374053955
2003-06-12,13.107195854187012
2003-06-13,13.114730834960938
2003-06-16,13.33331298828125
2003-06-17,13.54434871673584
2003-06-18,13.457674026489258
2003-06-19,13.144878387451172
2003-06-20,13.058202743530273
2003-06-23,12.719025611877441
2003-06-24,12.81701374053955
2003-06-25,12.813244819641113
2003-06-26,12.790634155273438
2003-06-27,12.670039176940918
2003-06-30,12.636122703552246
2003-07-01,12.523064613342285
2003-07-02,12.737874031066895
2003-07-03,12.794398307800293
2003-07-07,12.869773864746094
2003-07-08,12.881083488464355
2003-07-09,12.670039176940918
2003-07-10,12.662497520446777
2003-07-11,12.719025611877441
2003-07-14,12.843392372131348
2003-07-15,12.869773864746094
2003-07-16,12.918764114379883
2003-07-17,12.899924278259277
2003-07-18,13.069509506225586
2003-07-21,13.137343406677246
2003-07-22,13.3031587600708
2003-07-23,13.246634483337402
2003-07-24,13.3031587600708
2003-07-25,13.231561660766602
2003-07-28,13.623489379882812
2003-07-29,13.943828582763672
2003-07-30,14.188786506652832
2003-07-31,14.068190574645996
2003-08-01,13.845843315124512
2003-08-04,13.755391120910645
2003-08-05,13.566962242126465
2003-08-06,13.585807800292969
2003-08-07,13.857151985168457
2003-08-08,14.275459289550781
2003-08-11,14.26415729522705
2003-08-12,14.234004974365234
2003-08-13,14.004121780395508
2003-08-14,13.359688758850098
2003-08-15,13.359688758850098
2003-08-18,12.93760871887207
2003-08-19,12.775557518005371
2003-08-20,12.602200508117676
2003-08-21,12.39116382598877
2003-08-22,12.485380172729492
2003-08-25,12.71526050567627
2003-08-26,12.71526050567627
2003-08-27,12.794398307800293
2003-08-28,12.941375732421875
2003-08-29,12.997907638549805
2003-09-02,13.182571411132812
2003-09-03,13.295626640319824
2003-09-04,13.367228507995605
2003-09-05,13.337076187133789
2003-09-08,13.34084701538086
2003-09-09,13.159954071044922
2003-09-10,12.994132995605469
2003-09-11,12.952680587768555
2003-09-12,13.009209632873535
2003-09-15,12.994132995605469
2003-09-16,13.009209632873535
2003-09-17,13.03182601928711
2003-09-18,13.001667976379395
