Date,XYL
2011-10-13,19.91376495361328
2011-10-14,20.817079544067383
2011-10-17,20.661046981811523
2011-10-18,20.72673797607422
2011-10-19,20.324352264404297
2011-10-20,20.324352264404297
2011-10-21,20.973098754882812
2011-10-24,21.161958694458008
2011-10-25,21.145545959472656
2011-10-26,20.54607582092285
2011-10-27,21.038793563842773
2011-10-28,21.203027725219727
2011-10-31,21.95852279663086
2011-11-01,22.426599502563477
2011-11-02,21.85997772216797
2011-11-03,21.671100616455078
2011-11-04,20.68568229675293
2011-11-07,20.20118522644043
2011-11-08,20.480388641357422
2011-11-09,19.618139266967773
2011-11-10,19.421049118041992
2011-11-11,19.5360107421875
2011-11-14,19.73477554321289
2011-11-15,19.78424835205078
2011-11-16,19.89145278930664
2011-11-17,19.668794631958008
2011-11-18,19.73477554321289
2011-11-21,19.479110717773438
2011-11-22,19.487361907958984
2011-11-23,19.52860450744629
2011-11-25,18.967809677124023
2011-11-28,19.371906280517578
2011-11-29,19.190471649169922
2011-11-30,19.710031509399414
2011-12-01,20.015165328979492
2011-12-02,19.998668670654297
2011-12-05,20.691408157348633
2011-12-06,20.476993560791016
2011-12-07,20.26256561279297
2011-12-08,19.693531036376953
2011-12-09,20.081134796142578
2011-12-12,19.72652816772461
2011-12-13,19.668794631958008
2011-12-14,19.305931091308594
2011-12-15,19.72652816772461
2011-12-16,20.34503746032715
2011-12-19,19.998668670654297
2011-12-20,20.048154830932617
2011-12-21,20.55120849609375
2011-12-22,20.476993560791016
2011-12-23,20.54296875
2011-12-27,20.65841293334961
2011-12-28,21.079002380371094
2011-12-29,21.400634765625
2011-12-30,21.18622398376465
2012-01-03,20.732643127441406
2012-01-04,21.417131423950195
2012-01-05,21.111995697021484
2012-01-06,20.757383346557617
2012-01-09,20.8398494720459
2012-01-10,21.095495223999023
2012-01-11,21.491352081298828
2012-01-12,21.19446563720703
2012-01-13,21.13673973083496
2012-01-17,21.13673973083496
2012-01-18,22.25830841064453
2012-01-19,21.95318031311035
2012-01-20,21.738758087158203
2012-01-23,21.235700607299805
2012-01-24,21.557323455810547
2012-01-25,21.936677932739258
2012-01-26,21.392391204833984
2012-01-27,21.285181045532227
2012-01-30,21.37589454650879
2012-01-31,21.367647171020508
2012-02-01,22.118106842041016
2012-02-02,21.97791862487793
2012-02-03,22.29129981994629
2012-02-06,22.085132598876953
2012-02-07,22.447988510131836
2012-02-08,22.588184356689453
2012-02-09,22.37377166748047
2012-02-10,22.32428550720215
2012-02-13,22.29129981994629
2012-02-14,22.200586318969727
2012-02-15,22.26656150817871
2012-02-16,22.390268325805664
2012-02-17,22.753129959106445
2012-02-21,22.94280433654785
2012-02-22,22.703645706176758
2012-02-23,22.90981674194336
2012-02-24,22.480972290039062
2012-02-27,22.563446044921875
2012-02-28,22.134611129760742
2012-02-29,21.425382614135742
2012-03-01,22.09680938720703
2012-03-02,22.02229118347168
2012-03-05,21.70769691467285
2012-03-06,21.401371002197266
2012-03-07,21.699420928955078
2012-03-08,22.038856506347656
2012-03-09,22.56043243408203
2012-03-12,22.792251586914062
2012-03-13,23.529081344604492
2012-03-14,23.479413986206055
2012-03-15,23.785736083984375
2012-03-16,23.338665008544922
2012-03-19,23.131696701049805
2012-03-20,22.61011505126953
2012-03-21,22.626665115356445
2012-03-22,22.53559684753418
2012-03-23,22.519039154052734
2012-03-26,23.057178497314453
2012-03-27,23.173086166381836
2012-03-28,23.14825439453125
2012-03-29,22.89987564086914
2012-03-30,22.974395751953125
2012-04-02,23.4462947845459
2012-04-03,23.388343811035156
2012-04-04,23.015785217285156
2012-04-05,23.156532287597656
2012-04-09,22.651508331298828
2012-04-10,22.303783416748047
2012-04-11,22.353464126586914
2012-04-12,22.61838722229004
2012-04-13,22.212717056274414
2012-04-16,22.27066993713379
2012-04-17,22.519039154052734
2012-04-18,22.8915958404541
2012-04-19,22.436248779296875
2012-04-20,22.651508331298828
2012-04-23,22.26238250732422
2012-04-24,22.436248779296875
2012-04-25,22.9329891204834
2012-04-26,23.2641544342041
2012-04-27,23.495973587036133
2012-04-30,23.08201789855957
2012-05-01,22.89987564086914
2012-05-02,22.982666015625
2012-05-03,22.601831436157227
2012-05-04,21.89811134338379
2012-05-07,21.699420928955078
2012-05-08,21.823604583740234
2012-05-09,21.63318634033203
2012-05-10,21.641460418701172
2012-05-11,21.550390243530273
2012-05-14,21.053651809692383
2012-05-15,20.871511459350586
2012-05-16,21.00397300720215
2012-05-17,20.29827880859375
2012-05-18,20.50608253479004
2012-05-21,21.0629940032959
2012-05-22,21.270790100097656
2012-05-23,21.437042236328125
2012-05-24,21.727968215942383
2012-05-25,21.32066535949707
2012-05-29,21.520156860351562
2012-05-30,21.154422760009766
2012-05-31,21.054689407348633
2012-06-01,20.348142623901367
2012-06-04,20.373085021972656
2012-06-05,20.431262969970703
2012-06-06,21.187679290771484
2012-06-07,21.395471572875977
2012-06-08,21.54509162902832
2012-06-11,21.204301834106445
2012-06-12,21.262481689453125
2012-06-13,20.921689987182617
2012-06-14,20.780376434326172
2012-06-15,21.046371459960938
2012-06-18,20.888431549072266
2012-06-19,20.846874237060547
2012-06-20,20.54764175415039
2012-06-21,20.181900024414062
2012-06-22,19.965784072875977
2012-06-25,19.6249942779541
2012-06-26,19.882658004760742
2012-06-27,20.190217971801758
2012-06-28,20.439584732055664
2012-06-29,20.921689987182617
2012-07-02,20.813621520996094
2012-07-03,21.345605850219727
2012-07-05,21.22092056274414
2012-07-06,20.946624755859375
