Date,HUBB
2000-01-03,13.14098834991455
2000-01-04,12.897072792053223
2000-01-05,12.836088180541992
2000-01-06,12.683402061462402
2000-01-07,13.354156494140625
2000-01-10,13.75075626373291
2000-01-11,13.53709602355957
2000-01-12,13.53709602355957
2000-01-13,13.75075626373291
2000-01-14,13.628804206848145
2000-01-18,13.720026969909668
2000-01-19,14.024919509887695
2000-01-20,13.476115226745605
2000-01-21,13.3239164352417
2000-01-24,13.080004692077637
2000-01-25,12.683402061462402
2000-01-26,12.683402061462402
2000-01-27,12.531205177307129
2000-01-28,12.195576667785645
2000-01-31,12.653162002563477
2000-02-01,12.622424125671387
2000-02-02,12.866338729858398
2000-02-03,13.201953887939453
2000-02-04,12.988287925720215
2000-02-07,12.775114059448242
2000-02-08,12.500465393066406
2000-02-09,12.714131355285645
2000-02-10,12.378510475158691
2000-02-11,12.378510475158691
2000-02-14,12.439486503601074
2000-02-15,12.378510475158691
2000-02-16,12.500465393066406
2000-02-17,12.256555557250977
2000-02-18,12.195576667785645
2000-02-22,12.256555557250977
2000-02-23,12.165337562561035
2000-02-24,12.134602546691895
2000-02-25,12.012649536132812
2000-02-28,11.98239803314209
2000-02-29,11.860445976257324
2000-03-01,11.860445976257324
2000-03-02,11.768735885620117
2000-03-03,11.768735885620117
2000-03-06,11.128713607788086
2000-03-07,10.732112884521484
2000-03-08,11.036999702453613
2000-03-09,11.036999702453613
2000-03-10,10.915047645568848
2000-03-13,10.793084144592285
2000-03-14,10.67112922668457
2000-03-15,10.61015796661377
2000-03-16,11.01614761352539
2000-03-17,10.954251289367676
2000-03-20,11.294891357421875
2000-03-21,11.696919441223145
2000-03-22,11.913775444030762
2000-03-23,12.810904502868652
2000-03-24,13.027761459350586
2000-03-27,12.656436920166016
2000-03-28,12.563353538513184
2000-03-29,12.5326566696167
2000-03-30,13.275320053100586
2000-03-31,13.553564071655273
2000-04-03,13.027761459350586
2000-04-04,12.903986930847168
2000-04-05,13.151541709899902
2000-04-06,13.399091720581055
2000-04-07,13.306015968322754
2000-04-10,13.367902755737305
2000-04-11,13.120348930358887
2000-04-12,13.058462142944336
2000-04-13,13.151541709899902
2000-04-14,12.5326566696167
2000-04-17,12.5326566696167
2000-04-18,12.656436920166016
2000-04-19,12.470767974853516
2000-04-20,12.563353538513184
2000-04-24,12.934682846069336
2000-04-25,13.306015968322754
2000-04-26,12.872795104980469
2000-04-27,12.934682846069336
2000-04-28,12.903986930847168
2000-05-01,12.934682846069336
2000-05-02,12.346994400024414
2000-05-03,12.130133628845215
2000-05-04,12.810904502868652
2000-05-05,12.130133628845215
2000-05-08,12.00635814666748
2000-05-09,11.913775444030762
2000-05-10,11.696919441223145
2000-05-11,12.161322593688965
2000-05-12,12.377689361572266
2000-05-15,12.718327522277832
2000-05-16,12.780211448669434
2000-05-17,12.315799713134766
2000-05-18,12.346994400024414
2000-05-19,12.687126159667969
2000-05-22,12.965876579284668
2000-05-23,13.027761459350586
2000-05-24,12.810904502868652
2000-05-25,12.5945463180542
2000-05-26,12.563353538513184
2000-05-30,12.996565818786621
2000-05-31,13.058462142944336
2000-06-01,13.089655876159668
2000-06-02,13.337214469909668
2000-06-05,13.027761459350586
2000-06-06,13.275320053100586
2000-06-07,13.120348930358887
2000-06-08,12.656436920166016
2000-06-09,12.872795104980469
2000-06-12,12.625234603881836
2000-06-13,13.058462142944336
2000-06-14,13.027761459350586
2000-06-15,13.255904197692871
2000-06-16,13.286986351013184
2000-06-19,13.537681579589844
2000-06-20,13.537681579589844
2000-06-21,13.318575859069824
2000-06-22,13.067873001098633
2000-06-23,13.036287307739258
2000-06-26,13.067873001098633
2000-06-27,13.130552291870117
2000-06-28,13.098959922790527
2000-06-29,12.879857063293457
2000-06-30,12.785584449768066
2000-07-03,13.036287307739258
2000-07-05,13.098959922790527
2000-07-06,13.34965705871582
2000-07-07,13.537681579589844
2000-07-10,13.663034439086914
2000-07-11,13.47500991821289
2000-07-12,13.537681579589844
2000-07-13,13.600360870361328
2000-07-14,13.600360870361328
2000-07-17,13.81997299194336
2000-07-18,13.694622993469238
2000-07-19,13.286986351013184
2000-07-20,13.005205154418945
2000-07-21,12.722914695739746
2000-07-24,12.879857063293457
2000-07-25,12.503808975219727
2000-07-26,12.597563743591309
2000-07-27,12.315778732299805
2000-07-28,11.720128059387207
2000-07-31,12.096175193786621
2000-08-01,12.221522331237793
2000-08-02,12.190434455871582
2000-08-03,12.096175193786621
2000-08-04,12.284194946289062
2000-08-07,12.597563743591309
2000-08-08,12.378457069396973
2000-08-09,13.63194751739502
2000-08-10,13.412335395812988
2000-08-11,13.788385391235352
2000-08-14,14.007994651794434
2000-08-15,13.75729751586914
2000-08-16,13.882647514343262
2000-08-17,13.851055145263672
2000-08-18,13.694622993469238
2000-08-21,13.75729751586914
2000-08-22,13.286986351013184
2000-08-23,13.036287307739258
2000-08-24,13.036287307739258
2000-08-25,13.036287307739258
2000-08-28,12.910942077636719
2000-08-29,13.005205154418945
2000-08-30,12.785584449768066
2000-08-31,12.973613739013672
2000-09-01,12.441128730773926
2000-09-05,12.534890174865723
2000-09-06,12.503808975219727
2000-09-07,12.597563743591309
2000-09-08,12.378457069396973
2000-09-11,12.629154205322266
2000-09-12,12.284194946289062
2000-09-13,11.845478057861328
2000-09-14,12.140402793884277
2000-09-15,12.108878135681152
2000-09-18,11.822591781616211
2000-09-19,11.568343162536621
2000-09-20,11.504779815673828
2000-09-21,11.53681755065918
2000-09-22,11.186970710754395
2000-09-25,11.091880798339844
2000-09-26,11.186970710754395
2000-09-27,11.31410026550293
2000-09-28,11.822591781616211
2000-09-29,12.744502067565918
2000-10-02,12.076839447021484
2000-10-03,12.20396614074707
2000-10-04,12.140402793884277
2000-10-05,12.013279914855957
2000-10-06,11.695466041564941
2000-10-09,11.695466041564941
2000-10-10,11.600383758544922
2000-10-11,11.473246574401855
2000-10-12,11.21900463104248
2000-10-13,11.059843063354492
2000-10-16,11.695466041564941
2000-10-17,11.441218376159668
2000-10-18,11.473246574401855
2000-10-19,11.822591781616211
2000-10-20,11.854626655578613
2000-10-23,12.013279914855957
2000-10-24,12.013279914855957
2000-10-25,11.727507591247559
2000-10-26,11.53681755065918
2000-10-27,11.822591781616211
2000-10-30,12.013279914855957
2000-10-31,12.172435760498047
2000-11-01,11.981751441955566
2000-11-02,12.172435760498047
2000-11-03,11.854626655578613
2000-11-06,12.045312881469727
2000-11-07,12.045312881469727
2000-11-08,12.013279914855957
2000-11-09,12.045312881469727
2000-11-10,11.949714660644531
2000-11-13,11.91818904876709
2000-11-14,12.521780014038086
2000-11-15,12.6173734664917
2000-11-16,12.77602481842041
2000-11-17,12.744502067565918
2000-11-20,13.252994537353516
2000-11-21,13.316559791564941
2000-11-22,13.093839645385742
2000-11-24,13.538771629333496
2000-11-27,13.825056076049805
2000-11-28,13.157400131225586
2000-11-29,13.062312126159668
2000-11-30,13.157400131225586
2000-12-01,12.49024772644043
2000-12-04,12.458212852478027
2000-12-05,12.6173734664917
2000-12-06,12.6173734664917
2000-12-07,12.935182571411133
2000-12-08,12.49024772644043
2000-12-11,12.20396614074707
2000-12-12,12.20396614074707
2000-12-13,11.822591781616211
2000-12-14,11.638444900512695
2000-12-15,11.605948448181152
2000-12-18,11.702919960021973
2000-12-19,11.638444900512695
2000-12-20,11.476990699768066
2000-12-21,11.702919960021973
2000-12-22,13.056953430175781
2000-12-26,12.959977149963379
2000-12-27,13.54027271270752
2000-12-28,14.088582038879395
2000-12-29,13.669224739074707
2001-01-02,13.346837997436523
2001-01-03,13.572766304016113
2001-01-04,14.088582038879395
2001-01-05,13.99161434173584
2001-01-08,13.895153045654297
2001-01-09,14.185049057006836
2001-01-10,13.86266040802002
2001-01-11,14.282021522521973
