Date,UDR
2000-01-03,2.577312469482422
2000-01-04,2.4638476371765137
2000-01-05,2.512474298477173
2000-01-06,2.6907806396484375
2000-01-07,2.64215087890625
2000-01-10,2.64215087890625
2000-01-11,2.6745707988739014
2000-01-12,2.6952004432678223
2000-01-13,2.6452889442443848
2000-01-14,2.6452889442443848
2000-01-18,2.578739881515503
2000-01-19,2.6452889442443848
2000-01-20,2.6452889442443848
2000-01-21,2.778386354446411
2000-01-24,2.728473663330078
2000-01-25,2.728473663330078
2000-01-26,2.6952004432678223
2000-01-27,2.6452889442443848
2000-01-28,2.6286511421203613
2000-01-31,2.5621044635772705
2000-02-01,2.6452889442443848
2000-02-02,2.678563356399536
2000-02-03,2.7118375301361084
2000-02-04,2.761748790740967
2000-02-07,2.6952004432678223
2000-02-08,2.678563356399536
2000-02-09,2.678563356399536
2000-02-10,2.678563356399536
2000-02-11,2.661926031112671
2000-02-14,2.678563356399536
2000-02-15,2.661926031112671
2000-02-16,2.6120147705078125
2000-02-17,2.6452889442443848
2000-02-18,2.6120147705078125
2000-02-22,2.5953776836395264
2000-02-23,2.6452889442443848
2000-02-24,2.6120147705078125
2000-02-25,2.6286511421203613
2000-02-28,2.661926031112671
2000-02-29,2.661926031112671
2000-03-01,2.5953776836395264
2000-03-02,2.6286511421203613
2000-03-03,2.6286511421203613
2000-03-06,2.6286511421203613
2000-03-07,2.545466423034668
2000-03-08,2.6120147705078125
2000-03-09,2.6286511421203613
2000-03-10,2.6120147705078125
2000-03-13,2.5621044635772705
2000-03-14,2.545466423034668
2000-03-15,2.6286511421203613
2000-03-16,2.6120147705078125
2000-03-17,2.6452889442443848
2000-03-20,2.5953776836395264
2000-03-21,2.6286511421203613
2000-03-22,2.6286511421203613
2000-03-23,2.6120147705078125
2000-03-24,2.5953776836395264
2000-03-27,2.6286511421203613
2000-03-28,2.6120147705078125
2000-03-29,2.6120147705078125
2000-03-30,2.6452889442443848
2000-03-31,2.678563356399536
2000-04-03,2.6452889442443848
2000-04-04,2.661926031112671
2000-04-05,2.6952004432678223
2000-04-06,2.7118375301361084
2000-04-07,2.661926031112671
2000-04-10,2.678563356399536
2000-04-11,2.7118375301361084
2000-04-12,2.7338457107543945
2000-04-13,2.7338457107543945
2000-04-14,2.7167580127716064
2000-04-17,2.699671745300293
2000-04-18,2.699671745300293
2000-04-19,2.699671745300293
2000-04-20,2.699671745300293
2000-04-24,2.7167580127716064
2000-04-25,2.7680184841156006
2000-04-26,2.7509312629699707
2000-04-27,2.7680184841156006
2000-04-28,2.7338457107543945
2000-05-01,2.785104751586914
2000-05-02,2.836364269256592
2000-05-03,2.887624740600586
2000-05-04,2.8705384731292725
2000-05-05,2.990143060684204
2000-05-08,2.938882350921631
2000-05-09,2.904710054397583
2000-05-10,2.8705384731292725
2000-05-11,2.904710054397583
2000-05-12,2.8705384731292725
2000-05-15,2.8534507751464844
2000-05-16,2.836364269256592
2000-05-17,2.819277048110962
2000-05-18,2.8021907806396484
2000-05-19,2.819277048110962
2000-05-22,2.887624740600586
2000-05-23,2.921795129776001
2000-05-24,2.938882350921631
2000-05-25,2.921795129776001
2000-05-26,2.938882350921631
2000-05-30,2.9730563163757324
2000-05-31,2.938882350921631
2000-06-01,2.9559693336486816
2000-06-02,2.990143060684204
2000-06-05,2.9559693336486816
2000-06-06,2.9730563163757324
2000-06-07,2.990143060684204
2000-06-08,2.990143060684204
2000-06-09,3.0414016246795654
2000-06-12,3.0414016246795654
2000-06-13,3.0755748748779297
2000-06-14,3.143922805786133
2000-06-15,3.1951820850372314
2000-06-16,3.126836061477661
2000-06-19,3.16100811958313
2000-06-20,3.16100811958313
2000-06-21,3.16100811958313
2000-06-22,3.109748363494873
2000-06-23,3.16100811958313
2000-06-26,3.109748363494873
2000-06-27,3.126836061477661
2000-06-28,3.143922805786133
2000-06-29,3.109748363494873
2000-06-30,3.011500120162964
2000-07-03,3.0926618576049805
2000-07-05,3.109748363494873
2000-07-06,3.16100811958313
2000-07-07,3.1780943870544434
2000-07-10,3.2122690677642822
2000-07-11,3.1780943870544434
2000-07-12,3.20062255859375
2000-07-13,3.183131456375122
2000-07-14,3.1656417846679688
2000-07-17,3.1656417846679688
2000-07-18,3.1656417846679688
2000-07-19,3.148151397705078
2000-07-20,3.2181127071380615
2000-07-21,3.2356009483337402
2000-07-24,3.183131456375122
2000-07-25,3.183131456375122
2000-07-26,3.2356009483337402
2000-07-27,3.2181127071380615
2000-07-28,3.1306636333465576
2000-07-31,3.2181127071380615
2000-08-01,3.2181127071380615
2000-08-02,3.20062255859375
2000-08-03,3.183131456375122
2000-08-04,3.183131456375122
2000-08-07,3.1656417846679688
2000-08-08,3.0956833362579346
2000-08-09,3.1306636333465576
2000-08-10,3.1131718158721924
2000-08-11,3.0781924724578857
2000-08-14,3.0781924724578857
2000-08-15,3.060703992843628
2000-08-16,3.148151397705078
2000-08-17,3.1306636333465576
2000-08-18,3.0956833362579346
2000-08-21,3.1131718158721924
2000-08-22,3.1131718158721924
2000-08-23,3.1306636333465576
2000-08-24,3.148151397705078
2000-08-25,3.1306636333465576
2000-08-28,3.1131718158721924
2000-08-29,3.0781924724578857
2000-08-30,3.0781924724578857
2000-08-31,3.025723695755005
2000-09-01,3.0432136058807373
2000-09-05,3.025723695755005
2000-09-06,2.9907431602478027
2000-09-07,3.060703992843628
2000-09-08,3.025723695755005
2000-09-11,3.0432136058807373
2000-09-12,3.060703992843628
2000-09-13,3.060703992843628
2000-09-14,3.060703992843628
2000-09-15,3.060703992843628
2000-09-18,3.025723695755005
2000-09-19,3.060703992843628
2000-09-20,3.025723695755005
2000-09-21,3.025723695755005
2000-09-22,3.025723695755005
2000-09-25,3.0432136058807373
2000-09-26,3.025723695755005
2000-09-27,3.0432136058807373
2000-09-28,3.0781924724578857
2000-09-29,3.0432136058807373
2000-10-02,3.025723695755005
2000-10-03,3.0082337856292725
2000-10-04,2.920785903930664
2000-10-05,2.885805606842041
2000-10-06,2.8683159351348877
2000-10-09,2.8683159351348877
2000-10-10,2.885805606842041
2000-10-11,2.9807605743408203
2000-10-12,2.9089341163635254
2000-10-13,2.9089341163635254
2000-10-16,2.9089341163635254
2000-10-17,2.890977621078491
2000-10-18,2.8730218410491943
2000-10-19,2.890977621078491
2000-10-20,2.9089341163635254
2000-10-23,2.890977621078491
2000-10-24,2.9268906116485596
2000-10-25,2.890977621078491
2000-10-26,2.962803602218628
2000-10-27,2.9448463916778564
2000-10-30,2.9448463916778564
2000-10-31,3.0166730880737305
2000-11-01,2.7652833461761475
2000-11-02,2.801194906234741
2000-11-03,2.7652833461761475
2000-11-06,2.783238410949707
2000-11-07,2.7652833461761475
2000-11-08,2.7652833461761475
2000-11-09,2.7652833461761475
2000-11-10,2.747326135635376
2000-11-13,2.7652833461761475
2000-11-14,2.7652833461761475
2000-11-15,2.7293701171875
2000-11-16,2.7293701171875
2000-11-17,2.747326135635376
2000-11-20,2.7114129066467285
2000-11-21,2.7652833461761475
2000-11-22,2.747326135635376
2000-11-24,2.783238410949707
2000-11-27,2.7652833461761475
2000-11-28,2.747326135635376
2000-11-29,2.7652833461761475
2000-11-30,2.7114129066467285
2000-12-01,2.7652833461761475
2000-12-04,2.747326135635376
2000-12-05,2.8371078968048096
2000-12-06,2.8550639152526855
2000-12-07,2.8550639152526855
2000-12-08,2.9268906116485596
2000-12-11,2.962803602218628
2000-12-12,2.962803602218628
2000-12-13,2.9807605743408203
2000-12-14,2.9807605743408203
2000-12-15,2.9807605743408203
2000-12-18,2.9987151622772217
2000-12-19,3.0166730880737305
2000-12-20,3.0346291065216064
2000-12-21,3.0346291065216064
2000-12-22,3.0346291065216064
2000-12-26,3.052584648132324
2000-12-27,3.142366647720337
2000-12-28,3.1962358951568604
2000-12-29,3.1064536571502686
2001-01-02,3.1064536571502686
2001-01-03,3.2141926288604736
2001-01-04,3.268061876296997
2001-01-05,3.160323143005371
2001-01-08,3.142366647720337
2001-01-09,3.160323143005371
2001-01-10,3.220838785171509
2001-01-11,3.239241600036621
2001-01-12,3.239241600036621
2001-01-16,3.220838785171509
2001-01-17,3.220838785171509
2001-01-18,3.220838785171509
2001-01-19,3.1656219959259033
2001-01-22,3.220838785171509
2001-01-23,3.239241600036621
2001-01-24,3.220838785171509
2001-01-25,3.2576487064361572
2001-01-26,3.2760517597198486
2001-01-29,3.3099193572998047
2001-01-30,3.3923697471618652
2001-01-31,3.245133638381958
2001-02-01,3.3570337295532227
2001-02-02,3.3275861740112305
2001-02-05,3.295194387435913
2001-02-06,3.504270553588867
2001-02-07,3.465991258621216
2001-02-08,3.4159278869628906
2001-02-09,3.3275861740112305
2001-02-12,3.3953158855438232
2001-02-13,3.3717565536499023
2001-02-14,3.38059139251709
2001-02-15,3.38059139251709
2001-02-16,3.3688130378723145
2001-02-20,3.342310905456543
2001-02-21,3.3953158855438232
2001-02-22,3.38059139251709
2001-02-23,3.377648115158081
2001-02-26,3.46010160446167
2001-02-27,3.521941661834717
2001-02-28,3.551387310028076
2001-03-01,3.536663293838501
2001-03-02,3.5778913497924805
2001-03-05,3.5749456882476807
2001-03-06,3.551387310028076
