Date,GWW
2000-01-03,29.85184669494629
2000-01-04,28.998943328857422
2000-01-05,29.405088424682617
2000-01-06,29.283246994018555
2000-01-07,28.836471557617188
2000-01-10,30.09554100036621
2000-01-11,31.517061233520508
2000-01-12,32.57304000854492
2000-01-13,33.79147720336914
2000-01-14,36.147151947021484
2000-01-18,35.497310638427734
2000-01-19,35.65977478027344
2000-01-20,35.497310638427734
2000-01-21,35.13176345825195
2000-01-24,35.213008880615234
2000-01-25,33.425933837890625
2000-01-26,32.73550033569336
2000-01-27,32.65426254272461
2000-01-28,31.27337074279785
2000-01-31,31.15153694152832
2000-02-01,30.50168228149414
2000-02-02,30.826616287231445
2000-02-03,30.9716854095459
2000-02-04,31.297698974609375
2000-02-07,31.297698974609375
2000-02-08,31.297698974609375
2000-02-09,31.78672218322754
2000-02-10,32.683258056640625
2000-02-11,33.620574951171875
2000-02-14,34.43560791015625
2000-02-15,33.25381088256836
2000-02-16,32.96854019165039
2000-02-17,32.56100082397461
2000-02-18,31.053197860717773
2000-02-22,30.482656478881836
2000-02-23,30.7271785736084
2000-02-24,29.830617904663086
2000-02-25,28.241291046142578
2000-02-28,28.36353302001953
2000-02-29,27.915266036987305
2000-03-01,27.385475158691406
2000-03-02,25.877647399902344
2000-03-03,26.448184967041016
2000-03-06,26.366676330566406
2000-03-07,25.34787940979004
2000-03-08,24.614341735839844
2000-03-09,26.366676330566406
2000-03-10,25.836915969848633
2000-03-13,25.30714225769043
2000-03-14,29.66762924194336
2000-03-15,30.60491943359375
2000-03-16,33.25381088256836
2000-03-17,32.88704299926758
2000-03-20,32.764766693115234
2000-03-21,33.82435989379883
2000-03-22,34.47637939453125
2000-03-23,35.86194610595703
2000-03-24,36.106449127197266
2000-03-27,35.86194610595703
2000-03-28,36.513980865478516
2000-03-29,36.513980865478516
2000-03-30,35.53592300415039
2000-03-31,35.37290954589844
2000-04-03,36.106449127197266
2000-04-04,35.04691696166992
2000-04-05,33.09080505371094
2000-04-06,33.620574951171875
2000-04-07,32.235015869140625
2000-04-10,31.745986938476562
2000-04-11,32.56100082397461
2000-04-12,32.96854019165039
2000-04-13,32.683258056640625
2000-04-14,29.50459861755371
2000-04-17,30.23815155029297
2000-04-18,29.749113082885742
2000-04-19,28.771068572998047
2000-04-20,28.526548385620117
2000-04-24,27.670757293701172
2000-04-25,28.36353302001953
2000-04-26,28.1597843170166
2000-04-27,28.11903190612793
2000-04-28,28.282045364379883
2000-05-01,29.54536247253418
2000-05-02,29.056320190429688
2000-05-03,29.056320190429688
2000-05-04,29.04486083984375
2000-05-05,29.740318298339844
2000-05-08,28.840341567993164
2000-05-09,28.88123893737793
2000-05-10,28.55398178100586
2000-05-11,28.5130615234375
2000-05-12,27.69489288330078
2000-05-15,29.24942398071289
2000-05-16,29.290328979492188
2000-05-17,29.331239700317383
2000-05-18,29.37213706970215
2000-05-19,29.290328979492188
2000-05-22,28.226716995239258
2000-05-23,27.940353393554688
2000-05-24,27.163097381591797
2000-05-25,27.613088607788086
2000-05-26,26.754018783569336
2000-05-30,27.081268310546875
2000-05-31,26.140399932861328
2000-06-01,26.26310157775879
2000-06-02,27.081268310546875
2000-06-05,26.099477767944336
2000-06-06,26.017656326293945
2000-06-07,25.36312484741211
2000-06-08,25.36312484741211
2000-06-09,24.994953155517578
2000-06-12,23.256349563598633
2000-06-13,22.74500846862793
2000-06-14,23.358623504638672
2000-06-15,22.131380081176758
2000-06-16,20.965492248535156
2000-06-19,19.963239669799805
2000-06-20,20.33141326904297
2000-06-21,19.513242721557617
2000-06-22,20.740497589111328
2000-06-23,19.922334671020508
2000-06-26,20.24958610534668
2000-06-27,20.208683013916016
2000-06-28,20.024606704711914
2000-06-29,20.126874923706055
2000-06-30,20.167770385742188
2000-07-03,20.98594856262207
2000-07-05,20.208683013916016
2000-07-06,18.981435775756836
2000-07-07,18.981435775756836
2000-07-10,19.881420135498047
2000-07-11,20.045045852661133
2000-07-12,19.59505271911621
2000-07-13,20.208683013916016
2000-07-14,20.49504280090332
2000-07-17,21.067760467529297
2000-07-18,21.272296905517578
2000-07-19,21.272296905517578
2000-07-20,21.7222900390625
2000-07-21,21.681385040283203
2000-07-24,21.19048500061035
2000-07-25,20.781404495239258
2000-07-26,20.45413589477539
2000-07-27,20.699586868286133
2000-07-28,20.372323989868164
2000-07-31,20.781404495239258
2000-08-01,21.067760467529297
2000-08-02,20.904125213623047
2000-08-03,20.699586868286133
2000-08-04,21.272296905517578
2000-08-07,21.354122161865234
2000-08-08,21.599571228027344
2000-08-09,21.7222900390625
2000-08-10,21.751909255981445
2000-08-11,21.710783004760742
2000-08-14,21.875255584716797
2000-08-15,21.052881240844727
2000-08-16,21.135116577148438
2000-08-17,21.052881240844727
2000-08-18,21.052881240844727
2000-08-21,20.51833152770996
2000-08-22,20.394981384277344
2000-08-23,20.06602668762207
2000-08-24,20.51833152770996
2000-08-25,20.394981384277344
2000-08-28,20.18937873840332
2000-08-29,20.312734603881836
2000-08-30,20.230504989624023
2000-08-31,19.007219314575195
2000-09-01,19.284765243530273
2000-09-05,19.819313049316406
2000-09-06,19.983781814575195
2000-09-07,19.61371612548828
2000-09-08,19.449241638183594
2000-09-11,19.367008209228516
2000-09-12,19.07916831970215
2000-09-13,18.79133415222168
2000-09-14,18.1745548248291
2000-09-15,18.051197052001953
2000-09-18,18.380146026611328
2000-09-19,18.092323303222656
2000-09-20,17.434417724609375
2000-09-21,17.475536346435547
2000-09-22,17.187707901000977
2000-09-25,17.187707901000977
2000-09-26,16.776517868041992
2000-09-27,17.187707901000977
2000-09-28,17.475536346435547
2000-09-29,17.31105613708496
2000-10-02,17.516647338867188
2000-10-03,17.269941329956055
2000-10-04,17.84559440612793
2000-10-05,17.681127548217773
2000-10-06,17.516647338867188
2000-10-09,17.722251892089844
2000-10-10,17.31105613708496
2000-10-11,16.98211097717285
2000-10-12,16.447547912597656
2000-10-13,16.776517868041992
2000-10-16,17.475536346435547
2000-10-17,16.200841903686523
2000-10-18,16.365324020385742
2000-10-19,17.146574020385742
2000-10-20,16.735393524169922
2000-10-23,17.31105613708496
2000-10-24,17.352174758911133
2000-10-25,17.105466842651367
2000-10-26,17.927845001220703
2000-10-27,19.73707389831543
2000-10-30,20.27161407470703
2000-10-31,21.011756896972656
2000-11-01,21.464067459106445
2000-11-02,21.90717315673828
2000-11-03,21.20448875427246
2000-11-06,21.328493118286133
2000-11-07,21.163158416748047
2000-11-08,22.23784065246582
2000-11-09,23.601884841918945
2000-11-10,22.403182983398438
2000-11-13,23.105859756469727
2000-11-14,24.180561065673828
2000-11-15,23.601884841918945
2000-11-16,23.436546325683594
2000-11-17,24.180561065673828
2000-11-20,23.72588348388672
2000-11-21,23.147199630737305
2000-11-22,23.023202896118164
2000-11-24,23.477876663208008
2000-11-27,24.056562423706055
2000-11-28,23.808542251586914
2000-11-29,24.46990394592285
2000-11-30,24.180561065673828
2000-12-01,24.717906951904297
2000-12-04,25.2552433013916
2000-12-05,26.12327003479004
2000-12-06,25.46192741394043
2000-12-07,24.717906951904297
2000-12-08,24.63524055480957
2000-12-11,24.3045654296875
2000-12-12,24.46990394592285
2000-12-13,24.180561065673828
2000-12-14,23.31254005432129
2000-12-15,22.44451141357422
2000-12-18,21.783164978027344
2000-12-19,22.23784065246582
2000-12-20,21.659164428710938
2000-12-21,21.493820190429688
2000-12-22,22.196510314941406
2000-12-26,22.11384391784668
2000-12-27,23.849885940551758
2000-12-28,23.601884841918945
2000-12-29,24.13922691345215
2001-01-02,23.849885940551758
2001-01-03,24.8419189453125
2001-01-04,25.131248474121094
2001-01-05,24.883241653442383
2001-01-08,24.221900939941406
2001-01-09,23.849885940551758
2001-01-10,24.676570892333984
2001-01-11,24.511220932006836
2001-01-12,24.387229919433594
2001-01-16,24.13922691345215
2001-01-17,24.263219833374023
2001-01-18,23.849885940551758
2001-01-19,23.849885940551758
2001-01-22,23.808542251586914
2001-01-23,23.72588348388672
2001-01-24,24.3045654296875
2001-01-25,24.345888137817383
2001-01-26,23.891204833984375
2001-01-29,23.808542251586914
2001-01-30,24.46990394592285
2001-01-31,26.04390525817871
2001-02-01,24.774118423461914
2001-02-02,24.641849517822266
2001-02-05,24.701370239257812
2001-02-06,24.066476821899414
2001-02-07,24.370691299438477
2001-02-08,24.184659957885742
2001-02-09,23.89231300354004
2001-02-12,23.819232940673828
2001-02-13,24.01190948486328
2001-02-14,23.712923049926758
2001-02-15,24.104921340942383
2001-02-16,23.374073028564453
2001-02-20,23.367433547973633
2001-02-21,22.716310501098633
2001-02-22,22.656505584716797
2001-02-23,22.21799087524414
2001-02-26,23.26776123046875
2001-02-27,23.300992965698242
2001-02-28,23.261119842529297
2001-03-01,23.261119842529297
2001-03-02,23.879030227661133
2001-03-05,24.46371078491211
2001-03-06,24.357410430908203
2001-03-07,24.62317657470703
2001-03-08,24.669677734375
2001-03-09,24.403919219970703
2001-03-12,23.440509796142578
2001-03-13,22.742881774902344
2001-03-14,22.251222610473633
2001-03-15,22.370811462402344
2001-03-16,21.25459098815918
2001-03-19,20.656618118286133
2001-03-20,20.68984031677246
2001-03-21,20.118452072143555
2001-03-22,20.085227966308594
2001-03-23,20.57024383544922
2001-03-26,21.50706672668457
2001-03-27,21.892431259155273
2001-03-28,21.93894386291504
2001-03-29,22.430599212646484
2001-03-30,22.490398406982422
2001-04-02,21.952234268188477
2001-04-03,21.39412498474121
2001-04-04,21.85921859741211
2001-04-05,22.703012466430664
2001-04-06,22.357524871826172
2001-04-09,22.576778411865234
2001-04-10,22.915626525878906
2001-04-11,22.603349685668945
2001-04-12,22.204708099365234
2001-04-16,22.191417694091797
2001-04-17,22.26449966430664
2001-04-18,23.83251953125
2001-04-19,23.566755294799805
2001-04-20,23.2278995513916
2001-04-23,24.443777084350586
2001-04-24,24.915512084960938
2001-04-25,25.24772071838379
2001-04-26,25.57327651977539
2001-04-27,25.85898208618164
2001-04-30,25.765974044799805
2001-05-01,26.377225875854492
2001-05-02,26.583189010620117
2001-05-03,26.025976181030273
2001-05-04,26.28621482849121
2001-05-07,26.33294105529785
2001-05-08,26.61988639831543
2001-05-09,26.713315963745117
2001-05-10,27.247203826904297
2001-05-11,27.233854293823242
2001-05-14,27.100372314453125
2001-05-15,27.360637664794922
2001-05-16,27.801071166992188
2001-05-17,28.26154136657715
2001-05-18,28.56183624267578
2001-05-21,29.095701217651367
2001-05-22,28.908843994140625
2001-05-23,28.641897201538086
2001-05-24,28.35495948791504
2001-05-25,28.49509048461914
2001-05-29,28.888824462890625
2001-05-30,28.995595932006836
2001-05-31,29.48942756652832
2001-06-01,29.749683380126953
2001-06-04,29.88983154296875
2001-06-05,29.96990394592285
2001-06-06,29.76970100402832
2001-06-07,30.47707748413086
2001-06-08,30.93086051940918
2001-06-11,29.88983154296875
2001-06-12,29.39598846435547
2001-06-13,29.282554626464844
2001-06-14,28.50843620300293
2001-06-15,28.74201202392578
2001-06-18,28.26154136657715
2001-06-19,27.781049728393555
2001-06-20,27.96790313720703
2001-06-21,28.321592330932617
2001-06-22,28.07469367980957
2001-06-25,27.687631607055664
2001-06-26,27.927858352661133
2001-06-27,27.714313507080078
2001-06-28,27.927858352661133
2001-06-29,27.4674129486084
2001-07-02,27.761024475097656
2001-07-03,28.30156707763672
2001-07-05,28.36162567138672
2001-07-06,26.89350128173828
2001-07-09,26.526466369628906
2001-07-10,26.399681091308594
2001-07-11,26.146100997924805
2001-07-12,27.093692779541016
2001-07-13,26.820087432861328
2001-07-16,26.920196533203125
2001-07-17,27.434043884277344
2001-07-18,27.927858352661133
2001-07-19,28.148082733154297
2001-07-20,27.921201705932617
2001-07-23,28.054656982421875
2001-07-24,27.440717697143555
2001-07-25,28.001283645629883
2001-07-26,28.26154136657715
2001-07-27,28.161434173583984
2001-07-30,28.161434173583984
2001-07-31,28.094694137573242
2001-08-01,28.20147705078125
2001-08-02,27.781049728393555
2001-08-03,27.62757110595703
2001-08-06,27.360637664794922
2001-08-07,27.233854293823242
2001-08-08,27.026975631713867
2001-08-09,26.996809005737305
2001-08-10,26.876174926757812
2001-08-13,26.574565887451172
2001-08-14,26.742122650146484
2001-08-15,27.191171646118164
2001-08-16,27.425750732421875
2001-08-17,27.030302047729492
2001-08-20,27.465972900390625
2001-08-21,27.47937774658203
2001-08-22,27.780975341796875
2001-08-23,28.01556396484375
2001-08-24,27.734045028686523
2001-08-27,27.559803009033203
2001-08-28,27.77427101135254
2001-08-29,27.69383430480957
2001-08-30,28.02227020263672
2001-08-31,28.357385635375977
2001-09-04,28.565134048461914
2001-09-05,29.121427536010742
2001-09-06,30.11336326599121
2001-09-07,29.35601806640625
2001-09-10,28.913644790649414
2001-09-17,27.48607063293457
2001-09-18,27.78767967224121
2001-09-19,27.39895248413086
2001-09-20,26.286367416381836
2001-09-21,24.711318969726562
2001-09-24,25.468687057495117
2001-09-25,25.468687057495117
2001-09-26,25.401660919189453
2001-09-27,25.549118041992188
2001-09-28,26.038379669189453
2001-10-01,25.937841415405273
2001-10-02,26.567859649658203
2001-10-03,26.923072814941406
2001-10-04,26.929790496826172
2001-10-05,27.298402786254883
2001-10-08,27.291709899902344
2001-10-09,27.09733772277832
2001-10-10,28.48470687866211
2001-10-11,29.23537254333496
2001-10-12,28.89354705810547
2001-10-15,28.571849822998047
2001-10-16,29.1013240814209
2001-10-17,28.987384796142578
2001-10-18,28.866744995117188
2001-10-19,28.99410057067871
2001-10-22,29.691133499145508
2001-10-23,28.578550338745117
2001-10-24,29.061107635498047
2001-10-25,28.833234786987305
2001-10-26,29.108020782470703
2001-10-29,28.819835662841797
2001-10-30,28.766197204589844
2001-10-31,29.020891189575195
2001-11-01,29.27559471130371
2001-11-02,29.825166702270508
2001-11-05,30.00611686706543
2001-11-06,30.662975311279297
2001-11-07,30.309728622436523
2001-11-08,30.336647033691406
2001-11-09,30.269363403320312
2001-11-12,29.95989418029785
2001-11-13,30.343379974365234
2001-11-14,30.518299102783203
2001-11-15,30.65960121154785
2001-11-16,30.74030876159668
2001-11-19,30.982528686523438
2001-11-20,30.901819229125977
2001-11-21,30.444290161132812
2001-11-23,30.62596321105957
2001-11-26,30.975805282592773
2001-11-27,31.635160446166992
2001-11-28,31.561140060424805
2001-11-29,32.00519561767578
2001-11-30,31.487133026123047
2001-12-03,31.164186477661133
2001-12-04,31.41983985900879
2001-12-05,32.19356918334961
2001-12-06,32.227210998535156
2001-12-07,32.314674377441406
2001-12-10,31.82355308532715
2001-12-11,31.783184051513672
2001-12-12,31.520771026611328
2001-12-13,30.646146774291992
2001-12-14,31.379493713378906
2001-12-17,31.76972007751465
2001-12-18,32.038856506347656
2001-12-19,31.67550277709961
2001-12-20,31.67550277709961
2001-12-21,32.2608642578125
2001-12-24,32.4963493347168
2001-12-26,32.17338943481445
2001-12-27,32.119564056396484
2001-12-28,32.64435958862305
