Date,KKR
2010-07-15,5.832190990447998
2010-07-16,5.540581226348877
2010-07-19,5.59775972366333
2010-07-20,5.288995265960693
2010-07-21,5.031693458557129
2010-07-22,5.317586421966553
2010-07-23,5.431941032409668
2010-07-26,5.540581226348877
2010-07-27,5.632068157196045
2010-07-28,5.483403205871582
2010-07-29,5.42050838470459
2010-07-30,5.1746416091918945
2010-08-02,5.397636413574219
2010-08-03,5.449095726013184
2010-08-04,5.454814910888672
2010-08-05,5.660655975341797
2010-08-06,5.637784481048584
2010-08-09,5.654939651489258
2010-08-10,5.620632171630859
2010-08-11,5.614914417266846
2010-08-12,5.75214147567749
2010-08-13,5.809318542480469
2010-08-16,5.71211576461792
2010-08-17,5.940830230712891
2010-08-18,6.026599407196045
2010-08-19,5.957984447479248
2010-08-20,5.934933662414551
2010-08-23,5.825454235076904
2010-08-24,5.86002779006958
2010-08-25,5.831217288970947
2010-08-26,5.796646595001221
2010-08-27,5.894601821899414
2010-08-30,5.785121917724609
2010-08-31,5.77359676361084
2010-09-01,5.900362968444824
2010-09-02,5.883077144622803
2010-09-03,5.906125068664551
2010-09-07,5.906125068664551
2010-09-08,5.906125068664551
2010-09-09,5.86002779006958
2010-09-10,5.854266166687012
2010-09-13,5.923409461975098
2010-09-14,5.825454235076904
2010-09-15,5.865791320800781
2010-09-16,5.877315998077393
2010-09-17,5.877315998077393
2010-09-20,5.825454235076904
2010-09-21,5.819694995880127
2010-09-22,5.906125068664551
2010-09-23,5.923409461975098
2010-09-24,6.130847454071045
2010-09-27,6.153894901275635
2010-09-28,6.044414520263672
2010-09-29,6.107796669006348
2010-09-30,6.107796669006348
2010-10-01,6.246084213256836
2010-10-04,6.182703971862793
2010-10-05,6.240322589874268
2010-10-06,6.050177097320557
2010-10-07,6.096271514892578
2010-10-08,6.39590311050415
2010-10-11,6.338279724121094
2010-10-12,6.505381107330322
2010-10-13,6.545715808868408
2010-10-14,6.453522205352783
2010-10-15,6.326755046844482
2010-10-18,6.4650468826293945
2010-10-19,6.309470176696777
2010-10-20,6.5572381019592285
2010-10-21,6.799246788024902
2010-10-22,6.776196479797363
2010-10-25,6.891439914703369
2010-10-26,6.874152660369873
2010-10-27,6.977870464324951
2010-10-28,7.121923923492432
2010-10-29,7.306310176849365
2010-11-01,7.208354473114014
2010-11-02,7.28902530670166
2010-11-03,7.317832946777344
2010-11-04,7.715415000915527
2010-11-05,7.634749889373779
2010-11-08,7.617462635040283
2010-11-09,7.436783313751221
2010-11-10,7.5358662605285645
2010-11-11,7.7340240478515625
2010-11-12,7.693225860595703
2010-11-15,7.599976539611816
2010-11-16,7.425129413604736
2010-11-17,7.372675895690918
2010-11-18,7.430960655212402
2010-11-19,7.4600982666015625
2010-11-22,7.448442459106445
2010-11-23,7.436783313751221
2010-11-24,7.483409404754639
2010-11-26,7.477582931518555
2010-11-29,7.425129413604736
2010-11-30,7.331879138946533
2010-12-01,7.372675895690918
2010-12-02,7.442615985870361
2010-12-03,7.442615985870361
2010-12-06,7.512552261352539
2010-12-07,7.61746072769165
2010-12-08,7.739851474761963
2010-12-09,7.798133850097656
2010-12-10,7.815618991851807
2010-12-13,7.833105087280273
2010-12-14,7.850587368011475
2010-12-15,7.897214412689209
2010-12-16,7.768994331359863
2010-12-17,7.798133850097656
2010-12-20,7.908869743347168
2010-12-21,8.44506549835205
2010-12-22,8.46838092803955
2010-12-23,8.450896263122559
2010-12-27,8.404267311096191
2010-12-28,8.246905326843262
2010-12-29,8.392613410949707
2010-12-30,8.351813316345215
2010-12-31,8.276045799255371
2011-01-03,8.450896263122559
2011-01-04,8.421753883361816
2011-01-05,8.823896408081055
2011-01-06,8.876352310180664
2011-01-07,8.72481632232666
2011-01-10,8.794754981994629
2011-01-11,8.742302894592285
2011-01-12,8.870524406433105
2011-01-13,9.121134757995605
2011-01-14,9.138622283935547
2011-01-18,9.150277137756348
2011-01-19,8.888010025024414
2011-01-20,8.765621185302734
2011-01-21,8.806413650512695
2011-01-24,8.783101081848145
2011-01-25,8.643221855163574
2011-01-26,8.718990325927734
2011-01-27,8.730644226074219
2011-01-28,8.736474990844727
2011-01-31,8.736474990844727
2011-02-01,9.057024955749512
2011-02-02,9.313465118408203
2011-02-03,9.680645942687988
2011-02-04,9.90211296081543
2011-02-07,9.779723167419434
2011-02-08,9.494139671325684
2011-02-09,9.46500015258789
2011-02-10,9.424205780029297
2011-02-11,9.371746063232422
2011-02-14,9.482486724853516
2011-02-15,9.482486724853516
2011-02-16,9.482486724853516
2011-02-17,9.441689491271973
2011-02-18,9.494139671325684
2011-02-22,9.430030822753906
2011-02-23,9.540765762329102
2011-02-24,9.733098030090332
2011-02-25,10.018678665161133
2011-02-28,9.709786415100098
2011-03-01,9.53493881225586
2011-03-02,10.135245323181152
2011-03-03,10.473085403442383
2011-03-04,10.479011535644531
2011-03-07,10.330835342407227
2011-03-08,10.378252029418945
2011-03-09,10.324910163879395
2011-03-10,10.212294578552246
2011-03-11,10.318984985351562
2011-03-14,10.241930961608887
2011-03-15,9.832963943481445
2011-03-16,9.382511138916016
2011-03-17,9.726277351379395
2011-03-18,9.649227142333984
2011-03-21,9.957433700561523
2011-03-22,10.075972557067871
2011-03-23,10.141172409057617
2011-03-24,10.455304145812988
2011-03-25,10.573843955993652
2011-03-28,10.437524795532227
2011-03-29,10.318984985351562
2011-03-30,9.969282150268555
2011-03-31,9.726277351379395
2011-04-01,10.02263355255127
2011-04-04,10.158952713012695
2011-04-05,10.318984985351562
2011-04-06,10.324910163879395
2011-04-07,10.307127952575684
2011-04-08,10.307127952575684
2011-04-11,10.313053131103516
2011-04-12,10.425670623779297
2011-04-13,10.639042854309082
2011-04-14,10.556060791015625
2011-04-15,10.799071311950684
2011-04-18,10.561989784240723
2011-04-19,10.461230278015137
2011-04-20,10.656824111938477
2011-04-21,10.793146133422852
2011-04-25,10.804998397827148
2011-04-26,10.846485137939453
2011-04-27,10.899835586547852
2011-04-28,11.1250581741333
2011-04-29,11.237675666809082
2011-05-02,11.024301528930664
2011-05-03,10.81092643737793
2011-05-04,10.550135612487793
2011-05-05,10.461230278015137
2011-05-06,10.508645057678223
2011-05-09,10.544212341308594
2011-05-10,10.550135612487793
2011-05-11,10.384178161621094
2011-05-12,10.258197784423828
2011-05-13,10.462167739868164
2011-05-16,10.408175468444824
2011-05-17,10.330191612243652
2011-05-18,10.4381685256958
2011-05-19,10.366180419921875
2011-05-20,10.276198387145996
2011-05-23,10.048238754272461
2011-05-24,10.270198822021484
2011-05-25,10.192214012145996
2011-05-26,10.198209762573242
2011-05-27,10.270198822021484
2011-05-31,10.312193870544434
2011-06-01,10.31818962097168
2011-06-02,10.3541841506958
2011-06-03,10.150221824645996
2011-06-06,9.826278686523438
2011-06-07,9.77228832244873
2011-06-08,9.496335983276367
2011-06-09,9.65230655670166
2011-06-10,9.550325393676758
2011-06-13,9.382355690002441
2011-06-14,9.502334594726562
2011-06-15,9.256377220153809
2011-06-16,9.250381469726562
2011-06-17,9.340361595153809
2011-06-20,9.130403518676758
2011-06-21,9.418349266052246
2011-06-22,9.592316627502441
2011-06-23,9.51433277130127
2011-06-24,9.454341888427734
2011-06-27,9.394354820251465
2011-06-28,9.382355690002441
2011-06-29,9.59831714630127
2011-06-30,9.79028034210205
2011-07-01,9.94025707244873
2011-07-05,9.616316795349121
2011-07-06,9.646309852600098
2011-07-07,9.52632999420166
2011-07-08,9.376357078552246
2011-07-11,8.854449272155762
2011-07-12,8.896441459655762
2011-07-13,9.172393798828125
2011-07-14,9.424349784851074
2011-07-15,9.382355690002441
2011-07-18,8.986422538757324
2011-07-19,8.950431823730469
2011-07-20,9.196389198303223
2011-07-21,9.490338325500488
2011-07-22,9.65230655670166
2011-07-25,9.48433780670166
2011-07-26,9.424349784851074
2011-07-27,9.022419929504395
2011-07-28,8.902440071105957
2011-07-29,8.788458824157715
2011-08-01,8.464513778686523
2011-08-02,8.482512474060059
2011-08-03,8.03258991241455
2011-08-04,7.552677154541016
2011-08-05,7.312717914581299
2011-08-08,6.298894882202148
2011-08-09,7.12675142288208
2011-08-10,6.376883506774902
2011-08-11,6.6739044189453125
2011-08-12,6.698151111602783
2011-08-15,6.722398281097412
2011-08-16,6.692091464996338
2011-08-17,6.9224324226379395
2011-08-18,6.5890421867370605
2011-08-19,6.716338157653809
2011-08-22,6.643595218658447
2011-08-23,6.934555530548096
2011-08-24,7.073972225189209
2011-08-25,7.037603378295898
2011-08-26,7.3406877517700195
2011-08-29,7.595278739929199
2011-08-30,7.577095031738281
2011-08-31,7.758942604064941
2011-09-01,7.449797630310059
2011-09-02,6.995171546936035
2011-09-06,6.6739044189453125
2011-09-07,7.037603378295898
2011-09-08,6.783018589019775
2011-09-09,6.5890421867370605
