Date,WAB
2000-06-02,5.213487148284912
2000-06-05,5.142265319824219
2000-06-06,5.128018379211426
2000-06-07,5.184998512268066
2000-06-08,5.128018379211426
2000-06-09,5.270464897155762
2000-06-12,5.241977214813232
2000-06-13,5.213487148284912
2000-06-14,5.014062404632568
2000-06-15,4.957088470458984
2000-06-16,4.9855732917785645
2000-06-19,4.9855732917785645
2000-06-20,4.786150932312012
2000-06-21,4.75766134262085
2000-06-22,4.81464147567749
2000-06-23,4.5012617111206055
2000-06-26,4.444283962249756
2000-06-27,4.444283962249756
2000-06-28,4.358819961547852
2000-06-29,4.330327033996582
2000-06-30,4.729175090789795
2000-07-03,4.615216255187988
2000-07-05,4.5012617111206055
2000-07-06,4.558239936828613
2000-07-07,4.615216255187988
2000-07-10,4.586730003356934
2000-07-11,4.558239936828613
2000-07-12,4.87161922454834
2000-07-13,4.928596019744873
2000-07-14,4.75766134262085
2000-07-17,4.75766134262085
2000-07-18,4.87161922454834
2000-07-19,4.786150932312012
2000-07-20,4.529751300811768
2000-07-21,4.615216255187988
2000-07-24,4.358819961547852
2000-07-25,4.387306213378906
2000-07-26,4.415794849395752
2000-07-27,4.444283962249756
2000-07-28,4.387306213378906
2000-07-31,4.586730003356934
2000-08-01,4.5012617111206055
2000-08-02,4.558239936828613
2000-08-03,4.615216255187988
2000-08-04,4.643704891204834
2000-08-07,4.700684547424316
2000-08-08,4.843130111694336
2000-08-09,4.957088470458984
2000-08-10,4.957088470458984
2000-08-11,4.9616475105285645
2000-08-14,4.876101493835449
2000-08-15,4.847586631774902
2000-08-16,4.9616475105285645
2000-08-17,4.904620170593262
2000-08-18,4.819072246551514
2000-08-21,5.018679141998291
2000-08-22,4.933133602142334
2000-08-23,4.790554046630859
2000-08-24,4.819072246551514
2000-08-25,4.762040138244629
2000-08-28,4.847586631774902
2000-08-29,4.819072246551514
2000-08-30,4.819072246551514
2000-08-31,4.733526229858398
2000-09-01,4.790554046630859
2000-09-05,4.819072246551514
2000-09-06,4.847586631774902
2000-09-07,4.876101493835449
2000-09-08,4.819072246551514
2000-09-11,4.876101493835449
2000-09-12,4.790554046630859
2000-09-13,4.847586631774902
2000-09-14,4.705013275146484
2000-09-15,4.733526229858398
2000-09-18,4.705013275146484
2000-09-19,4.762040138244629
2000-09-20,4.762040138244629
2000-09-21,4.705013275146484
2000-09-22,4.647978782653809
2000-09-25,4.61946439743042
2000-09-26,4.676496982574463
2000-09-27,4.61946439743042
2000-09-28,4.590950965881348
2000-09-29,4.590950965881348
2000-10-02,4.1632232666015625
2000-10-03,4.248767852783203
2000-10-04,4.191737174987793
2000-10-05,4.1632232666015625
2000-10-06,4.0776753425598145
2000-10-09,4.106191158294678
2000-10-10,3.878068208694458
2000-10-11,3.878068208694458
2000-10-12,3.849555253982544
2000-10-13,3.8210394382476807
2000-10-16,4.020645618438721
2000-10-17,3.8210394382476807
2000-10-18,3.7925240993499756
2000-10-19,4.277284622192383
2000-10-20,4.61946439743042
2000-10-23,4.562436103820801
2000-10-24,4.4768900871276855
2000-10-25,4.448375701904297
2000-10-26,4.39134407043457
2000-10-27,4.448375701904297
2000-10-30,4.419859886169434
2000-10-31,4.61946439743042
2000-11-01,4.419859886169434
2000-11-02,4.362832069396973
2000-11-03,4.4768900871276855
2000-11-06,4.505406379699707
2000-11-07,4.562436103820801
2000-11-08,4.4768900871276855
2000-11-09,4.562436103820801
2000-11-10,4.533919334411621
2000-11-13,4.509944438934326
2000-11-14,4.595574855804443
2000-11-15,4.73829460144043
2000-11-16,4.709753036499023
2000-11-17,4.73829460144043
2000-11-20,4.4813995361328125
2000-11-21,4.4813995361328125
2000-11-22,4.538486957550049
2000-11-24,4.652660846710205
2000-11-27,4.538486957550049
2000-11-28,4.452856540679932
2000-11-29,4.167416572570801
2000-11-30,4.110328197479248
2000-12-01,4.2245049476623535
2000-12-04,4.13887357711792
2000-12-05,4.395768165588379
2000-12-06,4.338679790496826
2000-12-07,4.13887357711792
2000-12-08,4.2245049476623535
2000-12-11,4.195958614349365
2000-12-12,4.195958614349365
2000-12-13,4.167416572570801
2000-12-14,4.195958614349365
2000-12-15,4.195958614349365
2000-12-18,4.395768165588379
2000-12-19,4.281593322753906
2000-12-20,4.167416572570801
2000-12-21,4.4813995361328125
2000-12-22,4.624116897583008
2000-12-26,4.338679790496826
2000-12-27,5.423347473144531
2000-12-28,5.822964191436768
2000-12-29,5.366263389587402
2001-01-02,5.137910842895508
2001-01-03,5.137910842895508
2001-01-04,5.223541736602783
2001-01-05,5.109364032745361
2001-01-08,5.109364032745361
2001-01-09,5.822964191436768
2001-01-10,5.851507663726807
2001-01-11,6.022772789001465
2001-01-12,6.051316738128662
2001-01-16,6.13694953918457
2001-01-17,5.994229793548584
2001-01-18,6.022772789001465
2001-01-19,6.051316738128662
2001-01-22,6.13694953918457
2001-01-23,6.079859733581543
2001-01-24,6.079859733581543
2001-01-25,5.908593654632568
2001-01-26,6.108402252197266
2001-01-29,6.106121063232422
2001-01-30,5.932574272155762
2001-01-31,6.325338840484619
2001-02-01,6.147223949432373
2001-02-02,6.13352108001709
2001-02-05,6.165493011474609
2001-02-06,6.119820594787598
2001-02-07,6.206596851348877
2001-02-08,6.229428291320801
2001-02-09,6.156357288360596
2001-02-12,6.160924911499023
2001-02-13,6.046666145324707
2001-02-14,6.165495872497559
2001-02-15,6.284327507019043
2001-02-16,6.234052658081055
2001-02-20,6.170065402984619
2001-02-21,6.234052658081055
2001-02-22,6.234052658081055
2001-02-23,6.234052658081055
2001-02-26,6.348315238952637
2001-02-27,6.398589611053467
2001-02-28,6.398589611053467
2001-03-01,6.398589611053467
2001-03-02,6.3528828620910645
2001-03-05,6.078657150268555
2001-03-06,6.1974897384643555
2001-03-07,6.284327507019043
2001-03-08,6.293464660644531
2001-03-09,6.2157721519470215
2001-03-12,5.690173149108887
2001-03-13,5.941544532775879
2001-03-14,5.804431438446045
2001-03-15,5.918691158294678
2001-03-16,5.694742202758789
2001-03-19,5.868420600891113
2001-03-20,5.708451747894287
2001-03-21,5.484503746032715
2001-03-22,5.479933261871338
2001-03-23,5.5896220207214355
2001-03-26,5.703883647918701
2001-03-27,5.767866134643555
2001-03-28,5.726733207702637
2001-03-29,5.612473487854004
2001-03-30,5.804431438446045
2001-04-02,5.781580924987793
2001-04-03,5.484503746032715
2001-04-04,5.955255508422852
2001-04-05,6.279752731323242
2001-04-06,5.987250328063965
2001-04-09,6.0329508781433105
2001-04-10,6.08322811126709
2001-04-11,6.0329508781433105
2001-04-12,5.968966960906982
2001-04-16,5.978106498718262
2001-04-17,5.973537921905518
2001-04-18,5.959827423095703
2001-04-19,6.0329508781433105
2001-04-20,6.0192413330078125
2001-04-23,6.08322811126709
2001-04-24,6.05580472946167
2001-04-25,6.128931045532227
2001-04-26,6.147213459014893
2001-04-27,6.147213459014893
2001-04-30,6.106079578399658
2001-05-01,6.1380720138549805
2001-05-02,6.14263916015625
2001-05-03,6.0329508781433105
2001-05-04,6.051234722137451
2001-05-07,6.0329508781433105
2001-05-08,5.987250328063965
2001-05-09,5.932404518127441
2001-05-10,5.936974048614502
2001-05-11,5.9461212158203125
2001-05-14,6.001007080078125
2001-05-15,5.982713222503662
2001-05-16,5.959845066070557
2001-05-17,6.06961727142334
2001-05-18,6.1748199462890625
2001-05-21,6.1748199462890625
2001-05-22,6.357778549194336
2001-05-23,6.161096096038818
2001-05-24,6.1290788650512695
2001-05-25,6.0147318840026855
2001-05-29,6.037600517272949
2001-05-30,6.0147318840026855
2001-05-31,5.968992710113525
2001-06-01,6.028450965881348
2001-06-04,6.055896282196045
2001-06-05,6.165670871734619
2001-06-06,6.147376537322998
2001-06-07,6.197689533233643
2001-06-08,6.133655071258545
2001-06-11,6.083341121673584
2001-06-12,6.2205586433410645
2001-06-13,6.357778549194336
2001-06-14,6.1748199462890625
2001-06-15,6.307462215423584
2001-06-18,6.0513224601745605
2001-06-19,6.083341121673584
2001-06-20,6.156523704528809
2001-06-21,6.275445938110352
2001-06-22,6.0513224601745605
2001-06-25,6.010158061981201
2001-06-26,6.792300701141357
2001-06-27,6.403517246246338
2001-06-28,6.499569416046143
2001-06-29,6.860907077789307
2001-07-02,6.632214546203613
2001-07-03,6.403517246246338
2001-07-05,6.481272220611572
2001-07-06,6.613916873931885
2001-07-09,6.540733814239502
2001-07-10,6.632214546203613
2001-07-11,6.357778549194336
2001-07-12,6.57732629776001
2001-07-13,6.490421772003174
2001-07-16,6.4080915451049805
2001-07-17,6.426385879516602
2001-07-18,6.366921424865723
2001-07-19,6.522439002990723
2001-07-20,6.527012825012207
2001-07-23,6.563605785369873
2001-07-24,6.476698398590088
2001-07-25,6.545310020446777
2001-07-26,6.723695278167725
2001-07-27,6.641365051269531
2001-07-30,6.838039398193359
2001-07-31,6.632214546203613
2001-08-01,6.357778549194336
2001-08-02,6.494997024536133
2001-08-03,6.490421772003174
2001-08-06,6.33948278427124
2001-08-07,6.165670871734619
2001-08-08,6.0193023681640625
2001-08-09,6.010158061981201
2001-08-10,6.010158061981201
2001-08-13,6.028464317321777
2001-08-14,6.293957233428955
2001-08-15,6.271071434020996
2001-08-16,6.202412128448486
2001-08-17,6.261915683746338
2001-08-20,6.275649547576904
2001-08-21,6.403817653656006
2001-08-22,6.303112506866455
2001-08-23,6.179520130157471
2001-08-24,6.454168796539307
2001-08-27,6.330577850341797
2001-08-28,6.531986713409424
2001-08-29,6.408392906188965
2001-08-30,6.1566338539123535
2001-08-31,6.358040809631348
2001-09-04,5.950652122497559
2001-09-05,6.1108598709106445
2001-09-06,6.129169464111328
2001-09-07,6.0879740715026855
2001-09-10,6.124592304229736
2001-09-17,5.904876708984375
2001-09-18,5.991847515106201
2001-09-19,5.849948406219482
2001-09-20,5.543259143829346
2001-09-21,5.300655364990234
2001-09-24,5.268614768981934
2001-09-25,5.488329887390137
2001-09-26,5.103827953338623
2001-09-27,5.067206382751465
2001-09-28,4.9893927574157715
2001-10-01,5.241151332855225
2001-10-02,5.186220645904541
2001-10-03,5.456288814544678
2001-10-04,5.309811115264893
2001-10-05,5.264037132263184
2001-10-08,5.351006984710693
2001-10-09,5.067206382751465
2001-10-10,5.108405113220215
2001-10-11,5.167912483215332
2001-10-12,5.048898220062256
2001-10-15,5.053476810455322
2001-10-16,5.140444755554199
2001-10-17,5.103827953338623
2001-10-18,5.209108829498291
2001-10-19,5.218262672424316
2001-10-22,5.236571788787842
2001-10-23,5.186220645904541
2001-10-24,5.355586528778076
2001-10-25,5.492908477783203
2001-10-26,5.492908477783203
2001-10-29,5.616499423980713
2001-10-30,5.653118133544922
2001-10-31,5.584456920623779
2001-11-01,5.708049297332764
2001-11-02,5.836214065551758
2001-11-05,5.634810447692871
2001-11-06,5.685164451599121
2001-11-07,5.71720027923584
2001-11-08,5.64396333694458
2001-11-09,5.552413463592529
2001-11-12,5.6073431968688965
2001-11-13,5.772268772125244
2001-11-14,5.813497543334961
2001-11-15,5.726454257965088
2001-11-16,5.657736301422119
2001-11-19,5.772268772125244
2001-11-20,5.703548908233643
2001-11-21,5.6898088455200195
2001-11-23,5.863892555236816
2001-11-26,5.909702301025391
2001-11-27,6.033390045166016
2001-11-28,5.868470668792725
2001-11-29,5.818079471588135
2001-11-30,5.497395038604736
2001-12-03,5.566112518310547
2001-12-04,5.657736301422119
2001-12-05,5.703548908233643
2001-12-06,5.89137601852417
2001-12-07,5.863892555236816
2001-12-10,5.845563888549805
2001-12-11,5.932605266571045
2001-12-12,5.708129405975342
2001-12-13,5.717290878295898
2001-12-14,5.639415264129639
2001-12-17,5.703548908233643
2001-12-18,5.973836898803711
2001-12-19,5.671481132507324
2001-12-20,5.556951522827148
2001-12-21,5.492814540863037
2001-12-24,5.488232612609863
2001-12-26,5.451583385467529
2001-12-27,5.538626670837402
2001-12-28,5.584438800811768
2001-12-31,5.634830474853516
2002-01-02,5.630247592926025
2002-01-03,5.607342720031738
2002-01-04,5.611924648284912
2002-01-07,5.520303726196289
2002-01-08,5.589017868041992
2002-01-09,5.772268772125244
2002-01-10,5.616507530212402
2002-01-11,5.616507530212402
2002-01-14,5.845563888549805
2002-01-15,5.955513000488281
2002-01-16,5.863892555236816
2002-01-17,5.964675426483154
2002-01-18,5.960092544555664
2002-01-22,6.001325607299805
2002-01-23,6.001325607299805
2002-01-24,5.987576961517334
2002-01-25,5.955513000488281
2002-01-28,5.955513000488281
2002-01-29,5.8867926597595215
2002-01-30,6.047136306762695
2002-01-31,6.299098014831543
2002-02-01,6.20289421081543
2002-02-04,6.143341064453125
2002-02-05,6.015068054199219
2002-02-06,5.850146770477295
2002-02-07,5.772268772125244
2002-02-08,5.987576961517334
2002-02-11,6.042553424835205
2002-02-12,5.960092544555664
2002-02-13,6.074713706970215
2002-02-14,5.983017444610596
2002-02-15,6.161821365356445
2002-02-19,6.079297065734863
2002-02-20,6.565272808074951
2002-02-21,6.170989990234375
2002-02-22,6.216836929321289
2002-02-25,6.193911552429199
2002-02-26,6.207667827606201
2002-02-27,6.432319641113281
2002-02-28,6.459822654724121
2002-03-01,6.601949214935303
2002-03-04,6.707397937774658
2002-03-05,6.835768699645996
2002-03-06,6.867863178253174
2002-03-07,6.9916462898254395
2002-03-08,6.835768699645996
2002-03-11,6.881614685058594
2002-03-12,6.739490032196045
2002-03-13,6.831181526184082
2002-03-14,6.895371437072754
2002-03-15,6.785337448120117
2002-03-18,6.826600074768066
2002-03-19,6.867863178253174
2002-03-20,6.835768699645996
2002-03-21,6.803677082061768
2002-03-22,6.780753135681152
2002-03-25,6.441486835479736
2002-03-26,6.826600074768066
2002-03-27,6.849523544311523
2002-03-28,6.872446060180664
2002-04-01,6.785337448120117
2002-04-02,6.822013854980469
2002-04-03,6.716566562652588
2002-04-04,6.76241397857666
2002-04-05,6.803677082061768
2002-04-08,6.94580078125
2002-04-09,6.877030372619629
2002-04-10,7.106266021728516
2002-04-11,7.1291890144348145
2002-04-12,7.1750383377075195
2002-04-15,6.9916462898254395
2002-04-16,7.216297149658203
2002-04-17,7.106266021728516
2002-04-18,6.968725204467773
2002-04-19,6.968725204467773
2002-04-22,6.817430019378662
2002-04-23,6.831181526184082
2002-04-24,6.8541083335876465
2002-04-25,6.8541083335876465
2002-04-26,6.899954319000244
2002-04-29,6.812844753265381
2002-04-30,7.009986877441406
2002-05-01,6.780753135681152
2002-05-02,6.872446060180664
2002-05-03,6.9916462898254395
2002-05-06,6.844936847686768
2002-05-07,6.877030372619629
2002-05-08,6.831181526184082
2002-05-09,6.73032283782959
2002-05-10,6.455240249633789
2002-05-13,6.501119136810303
2002-05-14,6.505709648132324
2002-05-15,6.533234119415283
2002-05-16,6.533234119415283
2002-05-17,6.491942882537842
2002-05-20,6.423126220703125
2002-05-21,6.400184631347656
2002-05-22,6.354304790496826
2002-05-23,6.652522087097168
2002-05-24,6.574525356292725
2002-05-28,6.547000885009766
2002-05-29,6.510295867919922
2002-05-30,6.487357139587402
2002-05-31,6.285486698150635
2002-06-03,5.978093147277832
2002-06-04,6.207489013671875
2002-06-05,6.1707892417907715
2002-06-06,6.010211944580078
2002-06-07,6.033147811889648
2002-06-10,6.05609130859375
2002-06-11,6.005621910095215
2002-06-12,5.978093147277832
2002-06-13,5.845044136047363
2002-06-14,5.85421895980835
2002-06-17,6.028561592102051
2002-06-18,5.945979118347168
2002-06-19,5.964329242706299
2002-06-20,5.941389083862305
2002-06-21,5.964329242706299
2002-06-24,5.959742546081543
2002-06-25,5.964329242706299
2002-06-26,6.014796257019043
2002-06-27,6.611233234405518
2002-06-28,6.537823677062988
2002-07-01,6.092791557312012
2002-07-02,6.166199684143066
2002-07-03,6.083618640899658
2002-07-05,6.138671398162842
2002-07-08,5.987268924713135
2002-07-09,6.138671398162842
2002-07-10,6.152435302734375
2002-07-11,6.189137935638428
2002-07-12,5.87257194519043
2002-07-15,6.189137935638428
2002-07-16,5.895509719848633
2002-07-17,6.193726062774658
2002-07-18,5.87257194519043
2002-07-19,5.643174648284912
2002-07-22,5.716581344604492
2002-07-23,5.60646915435791
2002-07-24,5.900102138519287
2002-07-25,5.945979118347168
2002-07-26,5.84963321685791
2002-07-29,5.826692581176758
2002-07-30,5.7991623878479
2002-07-31,5.739521026611328
2002-08-01,5.739521026611328
2002-08-02,5.473421096801758
2002-08-05,5.55600118637085
2002-08-06,5.734933376312256
2002-08-07,5.7991623878479
2002-08-08,5.964329242706299
2002-08-09,5.973505973815918
2002-08-12,5.991857528686523
2002-08-13,5.720961570739746
2002-08-14,6.033182621002197
2002-08-15,5.955124855041504
2002-08-16,6.033182621002197
2002-08-19,5.982674598693848
2002-08-20,5.886255741119385
2002-08-21,6.083689212799072
2002-08-22,6.0056328773498535
2002-08-23,5.85870361328125
2002-08-26,6.06072998046875
2002-08-27,5.97808313369751
2002-08-28,5.780651092529297
2002-08-29,6.221431255340576
2002-08-30,5.918393611907959
2002-09-03,5.785243511199951
2002-09-04,5.918393611907959
2002-09-05,5.854114055633545
2002-09-06,5.936760425567627
2002-09-09,6.09287166595459
2002-09-10,6.1479644775390625
2002-09-11,6.157151222229004
2002-09-12,6.129602909088135
2002-09-13,6.203062534332275
2002-09-16,6.216839790344238
2002-09-17,6.193880558013916
2002-09-18,6.16633415222168
2002-09-19,6.083689212799072
2002-09-20,6.18928861618042
2002-09-23,6.1158270835876465
2002-09-24,6.042362213134766
2002-09-25,6.3408098220825195
2002-09-26,6.414270401000977
2002-09-27,6.382131099700928
2002-09-30,6.464775562286377
2002-10-01,6.386724472045898
2002-10-02,6.170926094055176
2002-10-03,6.244387626647949
2002-10-04,6.09287166595459
2002-10-07,6.083689212799072
2002-10-08,6.111235618591309
2002-10-09,6.06072998046875
2002-10-10,6.1984734535217285
2002-10-11,6.405088424682617
2002-10-14,6.276531219482422
2002-10-15,6.538242340087891
2002-10-16,6.267346382141113
2002-10-17,6.4096808433532715
2002-10-18,6.556607723236084
2002-10-21,6.32244348526001
2002-10-22,6.120418071746826
2002-10-23,6.290302276611328
2002-10-24,6.226019382476807
2002-10-25,6.418864727020264
2002-10-28,6.313259601593018
2002-10-29,6.4326395988464355
2002-10-30,6.469369411468506
2002-10-31,6.538242340087891
2002-11-01,6.538242340087891
2002-11-04,6.593338966369629
2002-11-05,6.496918201446533
2002-11-06,6.749446868896484
2002-11-07,6.657619476318359
2002-11-08,6.428046703338623
2002-11-11,6.267346382141113
2002-11-12,6.3408098220825195
2002-11-13,6.478652000427246
2002-11-14,6.432705402374268
2002-11-15,6.428109645843506
2002-11-18,6.3637824058532715
2002-11-19,6.308645725250244
2002-11-20,6.565957546234131
2002-11-21,6.515409469604492
2002-11-22,6.5337910652160645
2002-11-25,6.524600028991699
2002-11-26,6.446491241455078
2002-11-27,6.625685214996338
2002-11-29,6.575143337249756
2002-12-02,6.70379638671875
2002-12-03,6.6164960861206055
2002-12-04,6.561359405517578
2002-12-05,6.5291948318481445
2002-12-06,6.593521595001221
2002-12-09,6.386758804321289
2002-12-10,6.405135631561279
2002-12-11,6.322432041168213
2002-12-12,6.345402717590332
2002-12-13,6.120259761810303
2002-12-16,6.2167487144470215
2002-12-17,6.24891471862793
2002-12-18,6.019174575805664
2002-12-19,6.0926899909973145
2002-12-20,6.202966213226318
2002-12-23,6.134042263031006
2002-12-24,6.207559585571289
2002-12-26,6.308645725250244
2002-12-27,6.235128879547119
2002-12-30,6.382160186767578
2002-12-31,6.451084613800049
2003-01-02,6.497030735015869
2003-01-03,6.5108184814453125
2003-01-06,6.501626491546631
2003-01-07,6.3637824058532715
2003-01-08,6.2167487144470215
2003-01-09,6.276483535766602
2003-01-10,6.198368549346924
2003-01-13,6.157015800476074
2003-01-14,6.244318008422852
2003-01-15,6.161612033843994
2003-01-16,6.042147159576416
2003-01-17,5.918088912963867
2003-01-21,5.885928153991699
2003-01-22,5.674564838409424
2003-01-23,5.582668781280518
2003-01-24,5.518342971801758
2003-01-27,5.375904083251953
2003-01-28,5.518342971801758
2003-01-29,5.5459113121032715
2003-01-30,5.5137457847595215
2003-01-31,5.5137457847595215
2003-02-03,5.614832878112793
2003-02-04,5.568885326385498
2003-02-05,5.4907732009887695
2003-02-06,5.4999613761901855
2003-02-07,5.366713523864746
2003-02-10,5.352928638458252
2003-02-11,5.4907732009887695
2003-02-12,5.238059997558594
2003-02-13,5.100217342376709
2003-02-14,5.1140007972717285
2003-02-18,5.238059997558594
2003-02-19,5.233463287353516
2003-02-20,5.068050384521484
2003-02-21,5.003724098205566
2003-02-24,4.86588191986084
2003-02-25,5.017510414123535
2003-02-26,5.022110462188721
2003-02-27,5.035905838012695
2003-02-28,5.058901786804199
2003-03-03,4.966920375823975
2003-03-04,5.04510498046875
2003-03-05,5.035905838012695
2003-03-06,4.985316753387451
2003-03-07,5.003711223602295
2003-03-10,4.815154075622559
2003-03-11,4.851944446563721
2003-03-12,4.833550930023193
2003-03-13,4.86574125289917
2003-03-14,4.782961845397949
2003-03-17,4.9577226638793945
2003-03-18,4.920929908752441
2003-03-19,5.109489917755127
2003-03-20,5.238262176513672
2003-03-21,5.284253120422363
2003-03-24,5.311845302581787
2003-03-25,5.284253120422363
2003-03-26,5.321044445037842
2003-03-27,5.2888503074646
2003-03-28,5.325643062591553
2003-03-31,5.339442253112793
2003-04-01,5.353237152099609
2003-04-02,5.3302435874938965
2003-04-03,5.486607551574707
2003-04-04,5.514201641082764
2003-04-07,5.642972469329834
2003-04-08,5.546393394470215
2003-04-09,5.417625427246094
2003-04-10,5.440617561340332
2003-04-11,5.3302435874938965
2003-04-14,5.284253120422363
2003-04-15,5.242859363555908
2003-04-16,5.1830735206604
2003-04-17,5.6337761878967285
2003-04-21,5.518799304962158
2003-04-22,5.518799304962158
2003-04-23,5.560193061828613
2003-04-24,5.583186149597168
2003-04-25,5.528000354766846
2003-04-28,5.69356107711792
2003-04-29,5.670565605163574
2003-04-30,5.638375759124756
2003-05-01,5.6337761878967285
2003-05-02,5.721158027648926
2003-05-05,5.734952449798584
2003-05-06,5.84533166885376
2003-05-07,5.799340724945068
2003-05-08,5.868326663970947
2003-05-09,5.987899303436279
2003-05-12,6.098274230957031
2003-05-13,5.997097969055176
2003-05-14,5.997096538543701
2003-05-15,6.190403938293457
2003-05-16,6.0201096534729
2003-05-19,6.089145660400391
2003-05-20,5.951071739196777
2003-05-21,5.882034778594971
2003-05-22,5.82219934463501
2003-05-23,5.95567512512207
2003-05-27,5.983288764953613
2003-05-28,5.997096538543701
2003-05-29,6.098355770111084
2003-05-30,6.310067653656006
2003-06-02,6.365302085876465
2003-06-03,6.406722068786621
2003-06-04,6.581618785858154
2003-06-05,6.692079067230225
2003-06-06,6.820949077606201
2003-06-09,6.581618785858154
2003-06-10,6.6874775886535645
2003-06-11,6.6506571769714355
2003-06-12,6.6874775886535645
2003-06-13,6.659860610961914
2003-06-16,6.6874775886535645
2003-06-17,6.659860610961914
2003-06-18,6.567811012268066
2003-06-19,6.507978439331055
2003-06-20,6.305467128753662
2003-06-23,6.190403938293457
2003-06-24,6.250234127044678
2003-06-25,6.236428737640381
2003-06-26,6.291660785675049
2003-06-27,6.314671039581299
2003-06-30,6.402120113372803
2003-07-01,6.319272994995117
2003-07-02,6.397517681121826
2003-07-03,6.402120113372803
2003-07-07,6.498772144317627
2003-07-08,6.44814395904541
2003-07-09,6.457351207733154
2003-07-10,6.457351207733154
2003-07-11,6.434338092803955
2003-07-14,6.264044761657715
2003-07-15,6.438941478729248
2003-07-16,6.438941478729248
2003-07-17,6.360698223114014
2003-07-18,6.397517681121826
2003-07-21,6.167389392852783
2003-07-22,6.374504089355469
2003-07-23,6.507978439331055
2003-07-24,6.636847496032715
2003-07-25,6.623041152954102
2003-07-28,6.6506571769714355
2003-07-29,6.572412967681885
2003-07-30,6.609232425689697
2003-07-31,6.793336868286133
2003-08-01,6.696681499481201
2003-08-04,6.623041152954102
2003-08-05,6.466557502746582
2003-08-06,6.484965801239014
2003-08-07,6.484965801239014
2003-08-08,6.498772144317627
2003-08-11,6.461947917938232
2003-08-12,6.623041152954102
2003-08-13,6.871749401092529
2003-08-14,6.927018642425537
2003-08-15,6.7612104415893555
2003-08-18,6.908597469329834
2003-08-19,7.04677152633667
2003-08-20,7.207971572875977
2003-08-21,7.323109149932861
2003-08-22,6.977682113647461
2003-08-25,6.9316253662109375
2003-08-26,7.009924411773682
2003-08-27,7.065189838409424
2003-08-28,7.138880729675293
2003-08-29,7.207971572875977
2003-09-02,7.364565849304199
2003-09-03,7.364565849304199
2003-09-04,7.364565849304199
2003-09-05,7.346139430999756
2003-09-08,7.429041385650635
2003-09-09,7.604059219360352
