Date,DRI
2000-06-30,5.219148635864258
2000-07-03,5.2793707847595215
2000-07-05,5.259298324584961
2000-07-06,5.439958572387695
2000-07-07,5.600549697875977
2000-07-10,5.500181674957275
2000-07-11,5.680842399597168
2000-07-12,5.660768032073975
2000-07-13,5.56040096282959
2000-07-14,5.540327548980713
2000-07-17,5.580474376678467
2000-07-18,5.4600324630737305
2000-07-19,5.4600324630737305
2000-07-20,5.500181674957275
2000-07-21,5.480106830596924
2000-07-24,5.4600324630737305
2000-07-25,5.439958572387695
2000-07-26,5.881577491760254
2000-07-27,5.741064071655273
2000-07-28,5.540327548980713
2000-07-31,5.239223003387451
2000-08-01,5.399809837341309
2000-08-02,5.359665870666504
2000-08-03,5.339592933654785
2000-08-04,5.620621204376221
2000-08-07,5.56040096282959
2000-08-08,5.500181674957275
2000-08-09,5.419887065887451
2000-08-10,5.399809837341309
2000-08-11,5.399809837341309
2000-08-14,5.439958572387695
2000-08-15,5.379740238189697
2000-08-16,5.439958572387695
2000-08-17,5.480106830596924
2000-08-18,5.480106830596924
2000-08-21,5.600549697875977
2000-08-22,5.600549697875977
2000-08-23,5.399809837341309
2000-08-24,5.580474376678467
2000-08-25,5.801283836364746
2000-08-28,5.640696048736572
2000-08-29,5.640696048736572
2000-08-30,5.620621204376221
2000-08-31,5.685862064361572
2000-09-01,5.761136531829834
2000-09-05,5.680842399597168
2000-09-06,5.741064071655273
2000-09-07,5.580474376678467
2000-09-08,5.56040096282959
2000-09-11,5.56040096282959
2000-09-12,5.540327548980713
2000-09-13,5.620621204376221
2000-09-14,5.500181674957275
2000-09-15,5.741064071655273
2000-09-18,5.540327548980713
2000-09-19,5.56040096282959
2000-09-20,5.961875915527344
2000-09-21,6.463714599609375
2000-09-22,6.523935794830322
2000-09-25,6.544010639190674
2000-09-26,6.604231834411621
2000-09-27,6.5841569900512695
2000-09-28,6.744743347167969
2000-09-29,6.684528350830078
2000-10-02,6.744743347167969
2000-10-03,6.724673748016357
2000-10-04,6.764822006225586
2000-10-05,6.938584804534912
2000-10-06,6.838025093078613
2000-10-09,6.77769136428833
2000-10-10,6.838025093078613
2000-10-11,6.878249645233154
2000-10-12,6.596683025360107
2000-10-13,6.737467288970947
2000-10-16,6.978806972503662
2000-10-17,6.737467288970947
2000-10-18,6.797805309295654
2000-10-19,6.697245121002197
2000-10-20,6.9184746742248535
2000-10-23,7.200037956237793
2000-10-24,7.139705181121826
2000-10-25,6.95869779586792
2000-10-26,6.7575812339782715
2000-10-27,7.220150470733643
2000-10-30,7.200037956237793
2000-10-31,7.240263938903809
2000-11-01,7.240263938903809
2000-11-02,7.200037956237793
2000-11-03,7.702836990356445
2000-11-06,7.562051773071289
2000-11-07,7.401157379150391
2000-11-08,7.340822696685791
2000-11-09,7.320711135864258
2000-11-10,7.401157379150391
2000-11-13,7.6223883628845215
2000-11-14,7.562051773071289
2000-11-15,7.642500877380371
2000-11-16,7.702836990356445
2000-11-17,7.903955936431885
2000-11-20,8.14529800415039
2000-11-21,8.286080360412598
2000-11-22,8.366528511047363
2000-11-24,8.326302528381348
2000-11-27,8.386642456054688
2000-11-28,8.366528511047363
2000-11-29,8.386642456054688
2000-11-30,8.487198829650879
2000-12-01,8.547532081604004
2000-12-04,8.567647933959961
2000-12-05,8.366528511047363
2000-12-06,8.265968322753906
2000-12-07,8.265968322753906
2000-12-08,8.185518264770508
2000-12-11,8.004512786865234
2000-12-12,8.044737815856934
2000-12-13,8.064849853515625
2000-12-14,8.044737815856934
2000-12-15,7.964290618896484
2000-12-18,8.245856285095215
2000-12-19,7.924066066741943
2000-12-20,7.4614949226379395
2000-12-21,7.562051773071289
2000-12-22,7.200037956237793
2000-12-26,6.797805309295654
2000-12-27,7.240263938903809
2000-12-28,7.401157379150391
2000-12-29,7.360937118530273
2001-01-02,7.280485153198242
2001-01-03,7.340822696685791
2001-01-04,7.280485153198242
2001-01-05,7.240263938903809
2001-01-08,7.220150470733643
2001-01-09,7.099483013153076
2001-01-10,6.797805309295654
2001-01-11,6.636907577514648
2001-01-12,6.516238212585449
2001-01-16,6.596683025360107
2001-01-17,6.556460380554199
2001-01-18,6.536351203918457
2001-01-19,6.556460380554199
2001-01-22,6.596683025360107
2001-01-23,6.737467288970947
2001-01-24,6.7173542976379395
2001-01-25,6.797805309295654
2001-01-26,6.677134037017822
2001-01-29,6.7543625831604
2001-01-30,6.870206356048584
2001-01-31,6.95387077331543
2001-02-01,6.764014720916748
2001-02-02,6.432570934295654
2001-02-05,6.3392534255981445
2001-02-06,6.718962669372559
2001-02-07,7.2080864906311035
2001-02-08,6.937779426574707
2001-02-09,7.117983818054199
2001-02-12,7.179122447967529
2001-02-13,7.04075288772583
2001-02-14,6.998920917510986
2001-02-15,7.089021682739258
2001-02-16,7.089021682739258
2001-02-20,7.0246663093566895
2001-02-21,6.838025093078613
2001-02-22,6.699655532836914
2001-02-23,6.7575812339782715
2001-02-26,6.767235279083252
2001-02-27,6.825157642364502
2001-02-28,6.992483139038086
2001-03-01,6.9892683029174805
2001-03-02,7.008575439453125
2001-03-05,6.828369140625
2001-03-06,6.831591606140137
2001-03-07,7.401157379150391
2001-03-08,7.529873371124268
2001-03-09,7.500908851623535
2001-03-12,7.558835506439209
2001-03-13,7.442995071411133
2001-03-14,7.3657636642456055
2001-03-15,7.449429512023926
2001-03-16,7.49769401550293
2001-03-19,7.645721912384033
2001-03-20,7.455867290496826
2001-03-21,7.407593727111816
2001-03-22,7.41724967956543
2001-03-23,7.494476318359375
2001-03-26,7.671462535858154
2001-03-27,7.787307262420654
2001-03-28,7.713290214538574
2001-03-29,7.713290214538574
2001-03-30,7.642500877380371
2001-04-02,7.7229461669921875
2001-04-03,7.53952693939209
2001-04-04,7.626410961151123
2001-04-05,7.755124568939209
2001-04-06,7.6971116065979
2001-04-09,8.135470390319824
2001-04-10,8.190266609191895
2001-04-11,8.06456184387207
2001-04-12,8.045217514038086
2001-04-16,8.225724220275879
2001-04-17,8.477131843566895
2001-04-18,8.502921104431152
2001-04-19,8.393329620361328
2001-04-20,8.438453674316406
2001-04-23,8.502921104431152
2001-04-24,8.412671089172363
2001-04-25,8.676977157592773
2001-04-26,8.622175216674805
2001-04-27,8.734992027282715
2001-04-30,8.802680015563965
2001-05-01,8.734992027282715
2001-05-02,8.573831558227539
2001-05-03,8.393329620361328
2001-05-04,8.812352180480957
2001-05-07,8.950949668884277
2001-05-08,9.063764572143555
2001-05-09,9.331296920776367
2001-05-10,9.070211410522461
2001-05-11,8.954174041748047
2001-05-14,8.834918975830078
2001-05-15,9.070211410522461
2001-05-16,9.160459518432617
2001-05-17,9.328076362609863
2001-05-18,9.266824722290039
2001-05-21,9.347411155700684
2001-05-22,9.431215286254883
2001-05-23,9.250709533691406
2001-05-24,9.20881175994873
2001-05-25,9.315176963806152
2001-05-29,9.186246871948242
2001-05-30,9.253936767578125
2001-05-31,8.992851257324219
2001-06-01,8.863921165466309
2001-06-04,8.889711380004883
2001-06-05,8.863921165466309
2001-06-06,8.512591361999512
2001-06-07,8.261177062988281
2001-06-08,8.203157424926758
2001-06-11,8.254732131958008
2001-06-12,8.248284339904785
2001-06-13,8.267623901367188
2001-06-14,8.083895683288574
2001-06-15,8.003315925598145
2001-06-18,8.048444747924805
2001-06-19,8.096786499023438
2001-06-20,8.319194793701172
2001-06-21,8.409445762634277
2001-06-22,8.187040328979492
2001-06-25,8.167701721191406
2001-06-26,8.493252754211426
2001-06-27,8.734992027282715
2001-06-28,9.347411155700684
2001-06-29,8.992851257324219
2001-07-02,9.157238006591797
2001-07-03,9.244268417358398
2001-07-05,9.273275375366211
2001-07-06,9.047649383544922
2001-07-09,9.299066543579102
2001-07-10,9.23137378692627
2001-07-11,9.447330474853516
2001-07-12,9.643946647644043
2001-07-13,9.524685859680176
2001-07-16,9.88247013092041
2001-07-17,10.311161041259766
2001-07-18,9.972716331481934
2001-07-19,9.9888334274292
2001-07-20,10.195122718811035
2001-07-23,10.262808799743652
2001-07-24,9.876025199890137
2001-07-25,9.895363807678223
2001-07-26,9.824450492858887
2001-07-27,9.357084274291992
2001-07-30,9.63750171661377
2001-07-31,9.63750171661377
2001-08-01,9.660065650939941
2001-08-02,9.573040008544922
2001-08-03,9.73742389678955
2001-08-06,9.621390342712402
2001-08-07,8.686646461486816
2001-08-08,8.87037181854248
2001-08-09,9.047649383544922
2001-08-10,8.96062183380127
2001-08-13,8.87037181854248
2001-08-14,8.851028442382812
2001-08-15,8.799456596374512
2001-08-16,9.050871849060059
2001-08-17,8.928385734558105
2001-08-20,9.070211410522461
2001-08-21,9.092777252197266
2001-08-22,8.996074676513672
2001-08-23,9.105666160583496
2001-08-24,9.205588340759277
2001-08-27,9.092777252197266
2001-08-28,8.992851257324219
2001-08-29,9.112112045288086
2001-08-30,9.263605117797852
2001-08-31,9.224929809570312
2001-09-04,9.295838356018066
2001-09-05,9.29261302947998
2001-09-06,8.931610107421875
2001-09-07,8.667304039001465
2001-09-10,8.654410362243652
2001-09-17,8.016210556030273
2001-09-18,8.083895683288574
2001-09-19,7.739009857177734
2001-09-20,7.990423679351807
2001-09-21,8.158032417297363
2001-09-24,8.477131843566895
2001-09-25,8.386880874633789
2001-09-26,8.406222343444824
2001-09-27,8.36431884765625
2001-09-28,8.461015701293945
2001-10-01,8.22249698638916
2001-10-02,8.309523582458496
2001-10-03,9.125004768371582
2001-10-04,9.450552940368652
2001-10-05,9.631301879882812
2001-10-08,9.457010269165039
2001-10-09,9.256895065307617
2001-10-10,9.53769588470459
2001-10-11,9.682944297790527
2001-10-12,9.715219497680664
2001-10-15,9.715219497680664
2001-10-16,9.789458274841309
2001-10-17,9.544153213500977
2001-10-18,9.650664329528809
2001-10-19,9.744270324707031
2001-10-22,9.73135757446289
2001-10-23,9.821735382080078
2001-10-24,9.728131294250488
2001-10-25,9.837870597839355
2001-10-26,10.06380844116211
2001-10-29,9.996028900146484
2001-10-30,9.747499465942383
2001-10-31,10.334930419921875
2001-11-01,10.144495010375977
2001-11-02,10.215503692626953
2001-11-05,10.212279319763184
2001-11-06,10.351070404052734
2001-11-07,10.328470230102539
2001-11-08,10.263921737670898
2001-11-09,10.1025390625
2001-11-12,10.131587028503418
2001-11-13,10.134818077087402
2001-11-14,10.215503692626953
2001-11-15,10.263921737670898
2001-11-16,9.925016403198242
2001-11-19,10.021845817565918
2001-11-20,10.008933067321777
2001-11-21,9.957293510437012
2001-11-23,9.928242683410645
2001-11-26,9.925016403198242
2001-11-27,9.808823585510254
2001-11-28,9.831414222717285
2001-11-29,9.850781440734863
2001-11-30,9.921791076660156
2001-12-03,10.018614768981934
2001-12-04,10.39625072479248
2001-12-05,10.948185920715332
2001-12-06,10.780342102050781
2001-12-07,10.857810974121094
2001-12-10,10.999825477600098
2001-12-11,11.161211013793945
2001-12-12,10.841670036315918
2001-12-13,11.05146312713623
2001-12-14,11.735725402832031
2001-12-17,11.635672569274902
2001-12-18,11.651806831359863
2001-12-19,11.532383918762207
2001-12-20,11.338729858398438
2001-12-21,11.506569862365723
2001-12-24,11.532383918762207
2001-12-26,11.609851837158203
2001-12-27,11.619532585144043
2001-12-28,11.664718627929688
2001-12-31,11.425872802734375
2002-01-02,11.287086486816406
2002-01-03,11.629213333129883
2002-01-04,12.31347370147705
2002-01-07,12.006855010986328
2002-01-08,12.00362491607666
2002-01-09,12.039131164550781
2002-01-10,12.071398735046387
2002-01-11,12.10690975189209
2002-01-14,11.993937492370605
2002-01-15,12.08108901977539
2002-01-16,11.987489700317383
2002-01-17,12.310250282287598
2002-01-18,12.274748802185059
2002-01-22,12.513593673706055
2002-01-23,12.584603309631348
2002-01-24,12.465173721313477
2002-01-25,12.119819641113281
2002-01-28,12.103682518005371
2002-01-29,12.000397682189941
2002-01-30,12.733070373535156
2002-01-31,13.297907829284668
2002-02-01,12.897680282592773
2002-02-04,12.910591125488281
2002-02-05,13.052610397338867
2002-02-06,12.781485557556152
2002-02-07,12.904131889343262
2002-02-08,12.965456008911133
2002-02-11,13.32372760772705
2002-02-12,13.110706329345703
2002-02-13,13.101028442382812
2002-02-14,13.378605842590332
2002-02-15,13.239816665649414
2002-02-19,13.28177261352539
2002-02-20,13.491571426391602
2002-02-21,13.594847679138184
2002-02-22,13.730412483215332
2002-02-25,13.911164283752441
2002-02-26,13.733635902404785
2002-02-27,13.730412483215332
2002-02-28,13.646498680114746
2002-03-01,13.794967651367188
2002-03-04,14.056406021118164
2002-03-05,13.875655174255371
2002-03-06,14.20164966583252
2002-03-07,13.669093132019043
2002-03-08,13.168807983398438
2002-03-11,12.523274421691895
2002-03-12,12.074630737304688
2002-03-13,12.135961532592773
2002-03-14,12.410308837890625
2002-03-15,12.584603309631348
2002-03-18,12.733070373535156
2002-03-19,12.67497730255127
2002-03-20,12.700790405273438
2002-03-21,12.316703796386719
2002-03-22,12.2069673538208
2002-03-25,11.95521354675293
2002-03-26,12.419988632202148
2002-03-27,12.813758850097656
2002-03-28,13.101028442382812
2002-04-01,12.571691513061523
2002-04-02,12.339302062988281
2002-04-03,12.04881477355957
2002-04-04,12.35220718383789
2002-04-05,12.66529369354248
2002-04-08,12.75898551940918
2002-04-09,12.91407299041748
2002-04-10,12.985154151916504
2002-04-11,12.859150886535645
2002-04-12,12.92376708984375
2002-04-15,12.894685745239258
2002-04-16,12.729903221130371
2002-04-17,12.57481861114502
2002-04-18,12.545744895935059
2002-04-19,12.53605842590332
2002-04-22,12.736374855041504
2002-04-23,13.014228820800781
2002-04-24,13.010998725891113
2002-04-25,13.169316291809082
2002-04-26,12.836531639099121
2002-04-29,12.739603042602539
2002-04-30,12.89145565032959
2002-05-01,12.510201454162598
2002-05-02,12.736374855041504
2002-05-03,12.343814849853516
2002-05-06,12.280804634094238
2002-05-07,12.56190013885498
2002-05-08,12.271120071411133
2002-05-09,12.1160306930542
2002-05-10,11.956094741821289
2002-05-13,12.048177719116211
2002-05-14,12.067564964294434
2002-05-15,12.091797828674316
2002-05-16,11.917326927185059
2002-05-17,12.217809677124023
2002-05-20,12.140259742736816
2002-05-21,12.29050350189209
2002-05-22,12.193575859069824
2002-05-23,12.203261375427246
2002-05-24,12.130569458007812
2002-05-28,11.893095970153809
2002-05-29,12.096644401550293
2002-05-30,12.101490020751953
2002-05-31,12.179032325744629
2002-06-03,11.859169006347656
2002-06-04,11.805858612060547
2002-06-05,12.149953842163086
2002-06-06,12.212959289550781
2002-06-07,12.372889518737793
2002-06-10,12.421356201171875
2002-06-11,12.56190013885498
2002-06-12,12.523130416870117
2002-06-13,12.503745079040527
2002-06-14,12.411664962768555
2002-06-17,12.721833229064941
2002-06-18,13.022307395935059
2002-06-19,13.279170036315918
2002-06-20,13.056234359741211
2002-06-21,12.179032325744629
2002-06-24,11.65077018737793
2002-06-25,11.355140686035156
2002-06-26,11.180673599243164
2002-06-27,11.999719619750977
2002-06-28,11.970637321472168
2002-07-01,11.393915176391602
2002-07-02,11.122515678405762
2002-07-03,10.526408195495605
2002-07-05,11.22913646697998
2002-07-08,10.938352584838867
2002-07-09,10.502169609069824
2002-07-10,10.72510814666748
2002-07-11,10.555486679077148
2002-07-12,10.177464485168457
2002-07-15,10.032073020935059
2002-07-16,10.259852409362793
2002-07-17,10.211390495300293
2002-07-18,10.298623085021973
2002-07-19,10.056307792663574
2002-07-22,9.600747108459473
2002-07-23,9.93514633178711
2002-07-24,10.68634033203125
2002-07-25,11.098284721374512
2002-07-26,10.729950904846191
2002-07-29,11.18551254272461
2002-07-30,11.195215225219727
2002-07-31,11.25337028503418
2002-08-01,10.918963432312012
2002-08-02,10.41978931427002
2002-08-05,10.41494083404541
2002-08-06,10.458556175231934
2002-08-07,10.458556175231934
2002-08-08,10.72510814666748
2002-08-09,10.875346183776855
2002-08-12,10.967432975769043
2002-08-13,10.61364459991455
2002-08-14,10.792963981628418
2002-08-15,11.403606414794922
2002-08-16,11.301833152770996
2002-08-19,11.805858612060547
2002-08-20,11.326067924499512
2002-08-21,11.500535011291504
2002-08-22,11.679854393005371
2002-08-23,12.01910400390625
2002-08-26,12.120880126953125
2002-08-27,12.30988883972168
2002-08-28,12.469815254211426
2002-08-29,12.712143898010254
2002-08-30,12.421356201171875
2002-09-03,11.7913236618042
2002-09-04,12.111183166503906
2002-09-05,11.868864059448242
2002-09-06,12.062719345092773
2002-09-09,12.140259742736816
2002-09-10,11.728316307067871
2002-09-11,11.655616760253906
2002-09-12,11.2630615234375
2002-09-13,11.36968994140625
2002-09-16,11.389074325561523
2002-09-17,10.977126121520996
2002-09-18,11.413305282592773
2002-09-19,11.679854393005371
2002-09-20,11.335762023925781
2002-09-23,11.137052536010742
2002-09-24,11.170976638793945
2002-09-25,12.00456428527832
2002-09-26,12.338969230651855
2002-09-27,11.922175407409668
2002-09-30,11.74770450592041
2002-10-01,11.694396018981934
2002-10-02,11.209746360778809
2002-10-03,11.137052536010742
2002-10-04,10.889886856079102
2002-10-07,10.700879096984863
2002-10-08,11.225238800048828
2002-10-09,10.846531867980957
2002-10-10,10.652323722839355
2002-10-11,11.327201843261719
2002-10-14,11.579668045043945
2002-10-15,11.676774024963379
2002-10-16,11.400026321411133
2002-10-17,11.171836853027344
2002-10-18,11.132990837097168
2002-10-21,11.429160118103027
2002-10-22,11.288360595703125
2002-10-23,11.42430591583252
2002-10-24,11.2835054397583
2002-10-25,11.482564926147461
2002-10-28,11.176691055297852
2002-10-29,11.128135681152344
2002-10-30,9.71527099609375
2002-10-31,9.215190887451172
2002-11-01,9.03068733215332
2002-11-04,8.982135772705078
2002-11-05,9.088948249816895
2002-11-06,9.506497383117676
2002-11-07,9.438526153564453
2002-11-08,9.24916934967041
2002-11-11,9.307433128356934
2002-11-12,9.31229019165039
2002-11-13,9.28315544128418
2002-11-14,9.613312721252441
2002-11-15,9.71041488647461
2002-11-18,9.71041488647461
2002-11-19,9.83179759979248
2002-11-20,10.001727104187012
2002-11-21,10.341592788696289
2002-11-22,10.356157302856445
2002-11-25,10.506669998168945
2002-11-26,10.36101245880127
2002-11-27,10.545511245727539
2002-11-29,10.501818656921387
2002-12-02,10.56493091583252
2002-12-03,10.001727104187012
2002-12-04,10.021149635314941
2002-12-05,10.040569305419922
2002-12-06,10.08912181854248
2002-12-09,10.055136680603027
2002-12-10,10.026007652282715
2002-12-11,9.904626846313477
2002-12-12,9.958032608032227
2002-12-13,9.899771690368652
2002-12-16,9.807523727416992
2002-12-17,9.521061897277832
2002-12-18,9.93861198425293
2002-12-19,9.84636402130127
2002-12-20,10.10368537902832
2002-12-23,10.11825180053711
2002-12-24,10.1231107711792
2002-12-26,10.137673377990723
2002-12-27,9.933755874633789
2002-12-30,9.870636940002441
2002-12-31,9.928901672363281
2003-01-02,10.385290145874023
2003-01-03,10.652323722839355
2003-01-06,10.812549591064453
2003-01-07,10.895087242126465
2003-01-08,10.972769737243652
2003-01-09,11.108713150024414
2003-01-10,11.118425369262695
2003-01-13,10.870809555053711
2003-01-14,10.958206176757812
2003-01-15,11.084439277648926
2003-01-16,10.875666618347168
2003-01-17,10.749429702758789
2003-01-21,10.618337631225586
2003-01-22,10.710590362548828
2003-01-23,10.511526107788086
2003-01-24,10.467828750610352
2003-01-27,10.43869686126709
2003-01-28,10.283329963684082
2003-01-29,10.982481002807617
2003-01-30,10.63290786743164
2003-01-31,10.535806655883789
2003-02-03,10.846531867980957
2003-02-04,10.623197555541992
2003-02-05,10.40471076965332
2003-02-06,10.215354919433594
2003-02-07,10.113399505615234
2003-02-10,10.234779357910156
2003-02-11,10.283329963684082
2003-02-12,10.1231107711792
2003-02-13,9.783242225646973
2003-02-14,10.01143741607666
2003-02-18,8.331534385681152
2003-02-19,8.350957870483398
2003-02-20,8.239288330078125
2003-02-21,8.278130531311035
2003-02-24,8.350957870483398
2003-02-25,8.312119483947754
2003-02-26,8.15674877166748
2003-02-27,8.666548728942871
2003-02-28,8.647124290466309
2003-03-03,8.525744438171387
2003-03-04,8.355813980102539
2003-03-05,8.380090713500977
2003-03-06,8.44805908203125
2003-03-07,8.647124290466309
2003-03-10,8.57915210723877
2003-03-11,8.63255786895752
2003-03-12,8.65683650970459
2003-03-13,9.336567878723145
2003-03-14,9.40453815460205
2003-03-17,9.652155876159668
2003-03-18,9.734688758850098
2003-03-19,9.71041488647461
2003-03-20,9.593886375427246
2003-03-21,9.346271514892578
2003-03-24,8.860754013061523
2003-03-25,9.103513717651367
2003-03-26,9.035542488098145
2003-03-27,8.957857131958008
2003-03-28,8.885031700134277
2003-03-31,8.666548728942871
2003-04-01,8.564586639404297
2003-04-02,8.817059516906738
2003-04-03,8.739375114440918
2003-04-04,8.719953536987305
2003-04-07,8.914163589477539
2003-04-08,9.01634693145752
2003-04-09,8.821712493896484
2003-04-10,8.914163589477539
2003-04-11,8.977417945861816
2003-04-14,9.259634971618652
2003-04-15,9.298561096191406
2003-04-16,9.235307693481445
2003-04-17,9.429939270019531
2003-04-21,9.434803009033203
2003-04-22,9.707291603088379
2003-04-23,9.293697357177734
2003-04-24,9.40560531616211
2003-04-25,9.371548652648926
2003-04-28,9.634302139282227
2003-04-29,9.619704246520996
2003-04-30,8.520031929016113
2003-05-01,8.505434036254883
2003-05-02,8.622213363647461
2003-05-05,8.899565696716309
2003-05-06,8.95308780670166
2003-05-07,8.880101203918457
2003-05-08,8.831443786621094
2003-05-09,9.094199180603027
2003-05-12,9.196380615234375
2003-05-13,9.172049522399902
2003-05-14,9.06500244140625
2003-05-15,9.14771842956543
2003-05-16,9.220704078674316
2003-05-19,8.914163589477539
2003-05-20,8.846037864685059
2003-05-21,8.831443786621094
2003-05-22,8.943352699279785
2003-05-23,8.928762435913086
2003-05-27,9.0990629196167
2003-05-28,9.269367218017578
2003-05-29,9.356954574584961
2003-05-30,9.639166831970215
2003-06-02,9.682960510253906
2003-06-03,9.4153413772583
2003-06-04,9.454270362854004
2003-06-05,9.439669609069824
2003-06-06,9.420204162597656
2003-06-09,9.420204162597656
2003-06-10,9.600241661071777
2003-06-11,9.72188663482666
2003-06-12,9.707291603088379
2003-06-13,9.196380615234375
2003-06-16,9.3082914352417
2003-06-17,9.391008377075195
2003-06-18,9.318022727966309
2003-06-19,9.488325119018555
2003-06-20,9.298561096191406
2003-06-23,9.293697357177734
2003-06-24,9.27910041809082
2003-06-25,9.196380615234375
2003-06-26,9.347213745117188
2003-06-27,9.225573539733887
2003-06-30,9.235307693481445
2003-07-01,9.123391151428223
2003-07-02,9.366683959960938
2003-07-03,9.235307693481445
2003-07-07,9.196380615234375
2003-07-08,9.400741577148438
2003-07-09,9.395879745483398
2003-07-10,9.269367218017578
2003-07-11,9.65863037109375
2003-07-14,9.595372200012207
2003-07-15,9.230440139770508
2003-07-16,9.235307693481445
2003-07-17,9.14771842956543
2003-07-18,9.27910041809082
2003-07-21,9.123391151428223
2003-07-22,9.259634971618652
2003-07-23,9.303423881530762
2003-07-24,9.254768371582031
2003-07-25,9.293697357177734
2003-07-28,9.283964157104492
2003-07-29,9.220704078674316
2003-07-30,9.196380615234375
2003-07-31,9.103926658630371
2003-08-01,9.16718578338623
2003-08-04,9.176916122436523
2003-08-05,9.580781936645508
2003-08-06,9.34235668182373
2003-08-07,9.561314582824707
2003-08-08,9.629437446594238
2003-08-11,9.551583290100098
2003-08-12,9.838667869567871
2003-08-13,10.19873046875
2003-08-14,10.41283130645752
2003-08-15,10.398232460021973
2003-08-18,10.398232460021973
2003-08-19,10.213332176208496
2003-08-20,10.227936744689941
2003-08-21,10.227936744689941
2003-08-22,10.096555709838867
2003-08-25,10.19873046875
2003-08-26,10.223066329956055
2003-08-27,10.359307289123535
2003-08-28,10.490681648254395
2003-08-29,10.607460975646973
2003-09-02,10.933470726013184
2003-09-03,10.923739433288574
2003-09-04,10.782635688781738
2003-09-05,10.821558952331543
2003-09-08,10.695048332214355
2003-09-09,10.743706703186035
2003-09-10,10.670719146728516
2003-09-11,10.60260009765625
2003-09-12,10.549073219299316
2003-09-15,10.850752830505371
2003-09-16,10.850752830505371
2003-09-17,10.792363166809082
