Date,PNC
2000-01-03,18.745954513549805
2000-01-04,18.162738800048828
2000-01-05,18.246057510375977
2000-01-06,19.10698127746582
2000-01-07,19.13475227355957
2000-01-10,18.468244552612305
2000-01-11,18.273832321166992
2000-01-12,18.869112014770508
2000-01-13,20.581926345825195
2000-01-14,21.00311851501465
2000-01-18,20.638097763061523
2000-01-19,20.3572998046875
2000-01-20,19.767635345458984
2000-01-21,19.71147918701172
2000-01-24,19.514921188354492
2000-01-25,19.795730590820312
2000-01-26,20.30113983154297
2000-01-27,20.975034713745117
2000-01-28,20.61001205444336
2000-01-31,21.564701080322266
2000-02-01,21.67700958251953
2000-02-02,20.975034713745117
2000-02-03,20.441537857055664
2000-02-04,20.020343780517578
2000-02-07,19.823802947998047
2000-02-08,20.244977951049805
2000-02-09,19.795730590820312
2000-02-10,19.177980422973633
2000-02-11,18.925264358520508
2000-02-14,18.700637817382812
2000-02-15,19.374534606933594
2000-02-16,18.869112014770508
2000-02-17,18.756799697875977
2000-02-18,17.970582962036133
2000-02-22,17.745948791503906
2000-02-23,17.577472686767578
2000-02-24,17.07205581665039
2000-02-25,16.903581619262695
2000-02-28,17.54939842224121
2000-02-29,17.38091278076172
2000-03-01,17.409000396728516
2000-03-02,17.46515655517578
2000-03-03,17.493240356445312
2000-03-06,17.128206253051758
2000-03-07,16.482389450073242
2000-03-08,16.45430564880371
2000-03-09,16.622791290283203
2000-03-10,16.819339752197266
2000-03-13,16.678939819335938
2000-03-14,16.59469985961914
2000-03-15,17.970582962036133
2000-03-16,20.188823699951172
2000-03-17,19.627241134643555
2000-03-20,18.897184371948242
2000-03-21,19.85187339782715
2000-03-22,20.13266372680664
2000-03-23,20.638097763061523
2000-03-24,20.3572998046875
2000-03-27,19.599164962768555
2000-03-28,19.908023834228516
2000-03-29,19.823802947998047
2000-03-30,19.823802947998047
2000-03-31,20.244977951049805
2000-04-03,21.28390121459961
2000-04-04,20.61001205444336
2000-04-05,20.4134521484375
2000-04-06,20.497692108154297
2000-04-07,19.908023834228516
2000-04-10,20.441537857055664
2000-04-11,21.00311851501465
2000-04-12,21.462417602539062
2000-04-13,21.263959884643555
2000-04-14,20.29998207092285
2000-04-17,20.18657684326172
2000-04-18,20.498455047607422
2000-04-19,19.846355438232422
2000-04-20,19.988128662109375
2000-04-24,20.75361442565918
2000-04-25,21.54747200012207
2000-04-26,21.065494537353516
2000-04-27,20.356691360473633
2000-04-28,19.78965187072754
2000-05-01,19.931406021118164
2000-05-02,19.50612449645996
2000-05-03,19.2509708404541
2000-05-04,18.910737991333008
2000-05-05,18.910737991333008
2000-05-08,19.5911865234375
2000-05-09,19.534481048583984
2000-05-10,19.50612449645996
2000-05-11,20.2432804107666
2000-05-12,20.52678871154785
2000-05-15,20.52678871154785
2000-05-16,20.356691360473633
2000-05-17,20.2432804107666
2000-05-18,20.696908950805664
2000-05-19,19.988128662109375
2000-05-22,20.725263595581055
2000-05-23,21.49076271057129
2000-05-24,22.029455184936523
2000-05-25,21.349014282226562
2000-05-26,21.91604995727539
2000-05-30,22.568145751953125
2000-05-31,22.766603469848633
2000-06-01,24.29761505126953
2000-06-02,25.630146026611328
2000-06-05,24.722885131835938
2000-06-06,24.077884674072266
2000-06-07,25.063112258911133
2000-06-08,24.63783836364746
2000-06-09,24.63783836364746
2000-06-12,25.00640296936035
2000-06-13,24.893001556396484
2000-06-14,25.346630096435547
2000-06-15,24.26926040649414
2000-06-16,23.191883087158203
2000-06-19,23.418710708618164
2000-06-20,23.532102584838867
2000-06-21,23.702213287353516
2000-06-22,23.39035415649414
2000-06-23,23.191883087158203
2000-06-26,23.191883087158203
2000-06-27,22.88001251220703
2000-06-28,23.07139015197754
2000-06-29,22.34132957458496
2000-06-30,21.263959884643555
2000-07-03,22.1145076751709
2000-07-05,22.19957733154297
2000-07-06,22.19957733154297
2000-07-07,23.276941299438477
2000-07-10,23.07847785949707
2000-07-11,23.220233917236328
2000-07-12,23.426185607910156
2000-07-13,22.425064086914062
2000-07-14,23.340373992919922
2000-07-17,23.082942962646484
2000-07-18,23.111547470092773
2000-07-19,23.197345733642578
2000-07-20,23.998245239257812
2000-07-21,23.998245239257812
2000-07-24,24.42730140686035
2000-07-25,24.570314407348633
2000-07-26,23.74081802368164
2000-07-27,23.798019409179688
2000-07-28,23.197345733642578
2000-07-31,23.283159255981445
2000-08-01,23.969650268554688
2000-08-02,23.941041946411133
2000-08-03,24.97076416015625
2000-08-04,26.372318267822266
2000-08-07,26.486738204956055
2000-08-08,26.5439510345459
2000-08-09,26.572559356689453
2000-08-10,26.91579818725586
2000-08-11,26.829986572265625
2000-08-14,27.00159454345703
2000-08-15,26.94439697265625
2000-08-16,26.458133697509766
2000-08-17,26.486738204956055
2000-08-18,26.05768585205078
2000-08-21,26.14350700378418
2000-08-22,27.058807373046875
2000-08-23,26.80137825012207
2000-08-24,26.515357971191406
2000-08-25,26.6297607421875
2000-08-28,26.715572357177734
2000-08-29,26.08629035949707
2000-08-30,26.515357971191406
2000-08-31,26.98014259338379
2000-09-01,27.00159454345703
2000-09-05,27.087417602539062
2000-09-06,27.40204620361328
2000-09-07,27.230430603027344
2000-09-08,27.888324737548828
2000-09-11,28.117136001586914
2000-09-12,28.31736183166504
2000-09-13,29.03243637084961
2000-09-14,28.603397369384766
2000-09-15,27.97410774230957
2000-09-18,26.829986572265625
2000-09-19,27.37343978881836
2000-09-20,26.40093994140625
2000-09-21,25.8288631439209
2000-09-22,26.887184143066406
2000-09-25,27.68808937072754
2000-09-26,28.26015281677246
2000-09-27,29.204057693481445
2000-09-28,29.08965301513672
2000-09-29,29.747528076171875
2000-10-02,30.34819793701172
2000-10-03,30.63423728942871
2000-10-04,30.577024459838867
2000-10-05,30.834455490112305
2000-10-06,30.34819793701172
2000-10-09,29.63310432434082
2000-10-10,28.803611755371094
2000-10-11,28.217927932739258
2000-10-12,26.719120025634766
2000-10-13,28.246747970581055
2000-10-16,28.852052688598633
2000-10-17,27.727941513061523
2000-10-18,26.949708938598633
2000-10-19,28.1602783203125
2000-10-20,27.987342834472656
2000-10-23,27.900890350341797
2000-10-24,28.938520431518555
2000-10-25,28.823217391967773
2000-10-26,28.592639923095703
2000-10-27,29.803207397460938
2000-10-30,30.86966323852539
2000-10-31,30.84082794189453
2000-11-01,30.84082794189453
2000-11-02,31.330829620361328
2000-11-03,31.215524673461914
2000-11-06,30.927310943603516
2000-11-07,30.783199310302734
2000-11-08,30.667905807495117
2000-11-09,31.186716079711914
2000-11-10,31.04261589050293
2000-11-13,30.35085105895996
2000-11-14,30.61024284362793
