Date,PEG
2000-01-03,5.910201072692871
2000-01-04,5.953578472137451
2000-01-05,6.105400085449219
2000-01-06,6.127086162567139
2000-01-07,6.083707809448242
2000-01-10,6.072861671447754
2000-01-11,6.148773670196533
2000-01-12,6.159620761871338
2000-01-13,6.127086162567139
2000-01-14,6.0294880867004395
2000-01-18,5.931887149810791
2000-01-19,6.040331840515137
2000-01-20,6.05117654800415
2000-01-21,6.170464038848877
2000-01-24,6.116241931915283
2000-01-25,6.018643379211426
2000-01-26,5.986112594604492
2000-01-27,6.002376556396484
2000-01-28,5.81259822845459
2000-01-31,5.964422225952148
2000-02-01,5.975261211395264
2000-02-02,5.888512134552002
2000-02-03,5.975261211395264
2000-02-04,5.845132827758789
2000-02-07,5.81259822845459
2000-02-08,5.81259822845459
2000-02-09,5.747532844543457
2000-02-10,5.6716203689575195
2000-02-11,5.649932384490967
2000-02-14,5.6607770919799805
2000-02-15,5.595710754394531
2000-02-16,5.563177108764648
2000-02-17,5.487268924713135
2000-02-18,5.324599742889404
2000-02-22,5.302913665771484
2000-02-23,5.194470405578613
2000-02-24,5.0426459312438965
2000-02-25,4.9450483322143555
2000-02-28,5.020956993103027
2000-02-29,5.031801700592041
2000-03-01,4.955892086029053
2000-03-02,4.999268054962158
2000-03-03,5.020956993103027
2000-03-06,4.695627212524414
2000-03-07,4.728160858154297
2000-03-08,4.735239028930664
2000-03-09,4.668859481811523
2000-03-10,4.6246018409729
2000-03-13,4.580348014831543
2000-03-14,4.59141206741333
2000-03-15,4.868002414703369
2000-03-16,5.244167327880859
2000-03-17,5.078213691711426
2000-03-20,5.056084632873535
2000-03-21,5.0450239181518555
2000-03-22,4.890130996704102
2000-03-23,5.0339579582214355
2000-03-24,4.945448875427246
2000-03-27,4.967577934265137
2000-03-28,4.9786376953125
2000-03-29,5.2109761238098145
2000-03-30,5.26629638671875
2000-03-31,5.244167327880859
2000-04-03,5.255229949951172
2000-04-04,5.32161283493042
2000-04-05,5.332676887512207
2000-04-06,5.310548782348633
2000-04-07,5.2109761238098145
2000-04-10,5.4433135986328125
2000-04-11,5.5318217277526855
2000-04-12,5.675649166107178
2000-04-13,5.930112361907959
2000-04-14,5.896923065185547
2000-04-17,5.95224142074585
2000-04-18,5.930112361907959
2000-04-19,5.9411773681640625
2000-04-20,6.018621444702148
2000-04-24,6.20670223236084
2000-04-25,6.416914939880371
2000-04-26,6.660315036773682
2000-04-27,6.5164875984191895
2000-04-28,6.350532531738281
2000-05-01,6.239894866943359
2000-05-02,6.162450313568115
2000-05-03,6.140323638916016
2000-05-04,6.217767715454102
2000-05-05,6.085007667541504
2000-05-08,6.239894866943359
2000-05-09,6.195638179779053
2000-05-10,6.239894866943359
2000-05-11,6.416914939880371
2000-05-12,6.3726582527160645
2000-05-15,6.461169242858887
2000-05-16,6.394783020019531
2000-05-17,6.306279182434082
2000-05-18,6.439040184020996
2000-05-19,6.505421161651611
2000-05-22,6.627124786376953
2000-05-23,6.527552604675293
2000-05-24,6.5607428550720215
2000-05-25,6.571805477142334
2000-05-26,6.627124786376953
2000-05-30,6.5607428550720215
2000-05-31,6.593927383422852
2000-06-01,6.593927383422852
2000-06-02,6.4832963943481445
2000-06-05,6.250959873199463
2000-06-06,6.3726582527160645
2000-06-07,6.402313232421875
2000-06-08,6.413544654846191
2000-06-09,6.50339937210083
2000-06-12,6.531480312347412
2000-06-13,6.5258660316467285
2000-06-14,6.379847526550293
2000-06-15,6.559563159942627
2000-06-16,6.469701290130615
2000-06-19,6.447241306304932
2000-06-20,6.469701290130615
2000-06-21,6.469701290130615
2000-06-22,6.424777507781982
2000-06-23,6.514634132385254
2000-06-26,6.582025527954102
2000-06-27,6.334920883178711
2000-06-28,6.5427117347717285
2000-06-29,6.436007022857666
2000-06-30,6.222598552703857
2000-07-03,6.391081809997559
2000-07-05,6.334920883178711
2000-07-06,6.379847526550293
2000-07-07,6.436007022857666
2000-07-10,6.5370965003967285
2000-07-11,6.593257427215576
2000-07-12,6.5370965003967285
2000-07-13,6.559563159942627
2000-07-14,6.424777507781982
2000-07-17,6.267527103424072
2000-07-18,6.289987087249756
2000-07-19,6.301222801208496
2000-07-20,6.357382774353027
2000-07-21,6.233831405639648
2000-07-24,6.110274314880371
2000-07-25,6.0204176902771
2000-07-26,5.933371543884277
2000-07-27,6.042884826660156
2000-07-28,6.0204176902771
2000-07-31,6.042884826660156
2000-08-01,6.222598552703857
2000-08-02,6.267527103424072
2000-08-03,6.348962306976318
2000-08-04,6.379847526550293
2000-08-07,6.494977951049805
2000-08-08,6.514634132385254
2000-08-09,6.433197975158691
2000-08-10,6.461278915405273
2000-08-11,6.494977951049805
2000-08-14,6.458473205566406
2000-08-15,6.50339937210083
2000-08-16,6.45004940032959
2000-08-17,6.469701290130615
2000-08-18,6.514634132385254
2000-08-21,6.548329830169678
2000-08-22,6.480938911437988
2000-08-23,6.492165565490723
2000-08-24,6.424777507781982
2000-08-25,6.323690891265869
2000-08-28,6.413544654846191
2000-08-29,6.379847526550293
2000-08-30,6.436007022857666
2000-08-31,6.517440319061279
2000-09-01,6.517440319061279
2000-09-05,6.649421215057373
2000-09-06,6.850486755371094
2000-09-07,6.953072547912598
2000-09-08,7.266530513763428
2000-09-11,7.400464057922363
2000-09-12,7.409017086029053
2000-09-13,7.500204563140869
2000-09-14,7.625583648681641
2000-09-15,7.8564019203186035
2000-09-18,7.839304447174072
2000-09-19,7.409017086029053
2000-09-20,7.215240001678467
2000-09-21,7.192441940307617
2000-09-22,7.523000717163086
2000-09-25,7.523000717163086
2000-09-26,7.842155456542969
2000-09-27,7.9931864738464355
2000-09-28,8.047330856323242
2000-09-29,8.152767181396484
2000-10-02,8.298091888427734
2000-10-03,7.978939056396484
2000-10-04,7.8193583488464355
2000-10-05,7.568587779998779
2000-10-06,7.6597819328308105
2000-10-09,7.6825761795043945
2000-10-10,7.796562671661377
2000-10-11,7.842155456542969
2000-10-12,7.807959079742432
2000-10-13,7.944745063781738
2000-10-16,8.138518333435059
2000-10-17,8.035931587219238
2000-10-18,7.636985778808594
2000-10-19,7.511602878570557
2000-10-20,7.511602878570557
2000-10-23,7.625583648681641
2000-10-24,7.568587779998779
2000-10-25,7.477404594421387
2000-10-26,7.272233963012695
2000-10-27,7.386216163635254
2000-10-30,7.6141839027404785
2000-10-31,7.568587779998779
2000-11-01,7.591390132904053
2000-11-02,7.443207263946533
2000-11-03,7.2950310707092285
2000-11-06,7.272233963012695
2000-11-07,7.192441940307617
2000-11-08,7.2266364097595215
2000-11-09,7.260833740234375
2000-11-10,7.283633708953857
2000-11-13,7.283633708953857
2000-11-14,7.135450839996338
2000-11-15,7.203846454620361
2000-11-16,7.249436855316162
2000-11-17,7.466007232666016
2000-11-20,7.54579496383667
2000-11-21,7.454606056213379
2000-11-22,7.511602878570557
2000-11-24,7.477404594421387
2000-11-27,7.420417308807373
2000-11-28,7.591390132904053
2000-11-29,7.693976879119873
2000-11-30,7.796562671661377
2000-12-01,7.7053704261779785
2000-12-04,7.7623677253723145
2000-12-05,7.864953994750977
2000-12-06,8.287886619567871
2000-12-07,8.310978889465332
2000-12-08,8.276345252990723
2000-12-11,8.253263473510742
2000-12-12,8.345601081848145
2000-12-13,8.484118461608887
2000-12-14,8.484118461608887
2000-12-15,8.472578048706055
2000-12-18,8.484118461608887
2000-12-19,8.50721263885498
2000-12-20,8.922758102416992
2000-12-21,8.911212921142578
2000-12-22,9.095903396606445
2000-12-26,9.21133041381836
2000-12-27,9.165159225463867
2000-12-28,9.04973030090332
2000-12-29,8.980472564697266
2001-01-02,8.622635841369629
2001-01-03,7.964684009552002
2001-01-04,7.329819202423096
2001-01-05,7.468334674835205
2001-01-08,7.6645636558532715
2001-01-09,7.722281455993652
2001-01-10,7.6645636558532715
2001-01-11,7.0527873039245605
2001-01-12,7.225931644439697
2001-01-16,7.214388370513916
2001-01-17,7.202846050262451
2001-01-18,7.31827449798584
2001-01-19,7.3875322341918945
2001-01-22,7.514508247375488
2001-01-23,7.572221279144287
2001-01-24,7.745367527008057
2001-01-25,7.814623832702637
2001-01-26,7.814623832702637
2001-01-29,7.875114917755127
2001-01-30,7.745833873748779
2001-01-31,7.55559778213501
2001-02-01,7.575913906097412
2001-02-02,7.535285472869873
2001-02-05,7.57960844039917
2001-02-06,7.620241641998291
2001-02-07,7.716282844543457
2001-02-08,7.960066318511963
2001-02-09,8.135526657104492
