Date,INTU
2000-01-03,26.458467483520508
2000-01-04,26.732933044433594
2000-01-05,34.4454231262207
2000-01-06,30.740131378173828
2000-01-07,32.30457305908203
2000-01-10,37.3821907043457
2000-01-11,36.17454147338867
2000-01-12,31.23416519165039
2000-01-13,35.131568908691406
2000-01-14,35.73538589477539
2000-01-18,33.7043571472168
2000-01-19,32.71628952026367
2000-01-20,33.5396728515625
2000-01-21,33.210304260253906
2000-01-24,29.669708251953125
2000-01-25,30.877361297607422
2000-01-26,28.873760223388672
2000-01-27,28.105260848999023
2000-01-28,25.36060905456543
2000-01-31,26.48591423034668
2000-02-01,28.46205711364746
2000-02-02,29.80694007873535
2000-02-03,30.575443267822266
2000-02-04,30.41077423095703
2000-02-07,29.669708251953125
2000-02-08,30.300979614257812
2000-02-09,28.65418815612793
2000-02-10,27.995471954345703
2000-02-11,26.78782844543457
2000-02-14,26.238887786865234
2000-02-15,25.223371505737305
2000-02-16,26.815275192260742
2000-02-17,28.242494583129883
2000-02-18,26.870159149169922
2000-02-22,27.281858444213867
2000-02-23,29.669708251953125
2000-02-24,31.755638122558594
2000-02-25,25.717409133911133
2000-02-28,23.576583862304688
2000-02-29,23.055095672607422
2000-03-01,21.188724517822266
2000-03-02,20.447668075561523
2000-03-03,23.219768524169922
2000-03-06,24.180410385131836
2000-03-07,22.698284149169922
2000-03-08,22.56105613708496
2000-03-09,24.701887130737305
2000-03-10,25.662517547607422
2000-03-13,23.494243621826172
2000-03-14,22.423828125
2000-03-15,21.984678268432617
2000-03-16,22.808074951171875
2000-03-17,23.933385848999023
2000-03-20,22.396379470825195
2000-03-21,23.24721908569336
2000-03-22,23.027647018432617
2000-03-23,24.56464958190918
2000-03-24,26.238887786865234
2000-03-27,25.882078170776367
2000-03-28,24.619548797607422
2000-03-29,22.808074951171875
2000-03-30,22.368934631347656
2000-03-31,23.878496170043945
2000-04-03,21.65532112121582
2000-04-04,22.698284149169922
2000-04-05,21.792545318603516
2000-04-06,21.408300399780273
2000-04-07,22.094459533691406
2000-04-10,18.004928588867188
2000-04-11,17.34621238708496
2000-04-12,16.440475463867188
2000-04-13,15.644522666931152
2000-04-14,14.052630424499512
2000-04-17,14.876019477844238
2000-04-18,16.138566970825195
2000-04-19,15.34261703491211
2000-04-20,15.370065689086914
2000-04-24,13.94284439086914
2000-04-25,15.617082595825195
2000-04-26,16.30324935913086
2000-04-27,17.565784454345703
2000-04-28,15.781757354736328
2000-05-01,15.864096641540527
2000-05-02,15.150489807128906
2000-05-03,14.08007526397705
2000-05-04,14.711350440979004
2000-05-05,15.205387115478516
2000-05-08,14.052630424499512
2000-05-09,13.860502243041992
2000-05-10,13.256673812866211
2000-05-11,13.201784133911133
2000-05-12,12.54306697845459
2000-05-15,12.405838966369629
2000-05-16,12.460729598999023
2000-05-17,12.296051979064941
2000-05-18,11.472652435302734
2000-05-19,12.790088653564453
2000-05-22,12.433281898498535
2000-05-23,11.88435173034668
2000-05-24,15.397509574890137
2000-05-25,14.025181770324707
2000-05-26,14.629008293151855
2000-05-30,16.797283172607422
2000-05-31,15.91899299621582
2000-06-01,16.8521785736084
2000-06-02,17.97748565673828
2000-06-05,18.71854019165039
2000-06-06,17.071746826171875
2000-06-07,16.550262451171875
2000-06-08,16.358144760131836
2000-06-09,16.93451690673828
2000-06-12,16.001333236694336
2000-06-13,16.028778076171875
2000-06-14,16.22090721130371
2000-06-15,16.824737548828125
2000-06-16,16.776691436767578
2000-06-19,17.04429817199707
2000-06-20,16.605152130126953
2000-06-21,16.66005516052246
2000-06-22,16.577713012695312
2000-06-23,16.24835205078125
2000-06-26,17.04429817199707
2000-06-27,16.8521785736084
2000-06-28,17.04429817199707
2000-06-29,18.27939796447754
2000-06-30,18.16961097717285
2000-07-03,17.70301628112793
2000-07-05,19.349811553955078
2000-07-06,19.651721954345703
2000-07-07,19.514493942260742
2000-07-10,19.651721954345703
2000-07-11,19.212583541870117
2000-07-12,18.636198043823242
2000-07-13,18.745990753173828
2000-07-14,18.553861618041992
2000-07-17,18.032373428344727
2000-07-18,17.373659133911133
2000-07-19,17.15408706665039
2000-07-20,17.071746826171875
2000-07-21,16.63260841369629
2000-07-24,16.30324935913086
2000-07-25,16.385587692260742
2000-07-26,15.562188148498535
2000-07-27,15.232831954956055
2000-07-28,14.54666805267334
2000-07-31,14.93091869354248
2000-08-01,15.370065689086914
2000-08-02,17.208984375
2000-08-03,17.12664031982422
2000-08-04,17.12664031982422
2000-08-07,18.224506378173828
2000-08-08,18.52642250061035
2000-08-09,17.81280517578125
2000-08-10,17.455995559692383
2000-08-11,17.95003890991211
2000-08-14,18.69109535217285
2000-08-15,18.7734375
2000-08-16,20.914264678955078
2000-08-17,20.83193016052246
2000-08-18,20.61235237121582
2000-08-21,20.310440063476562
2000-08-22,20.228099822998047
2000-08-23,23.988283157348633
2000-08-24,24.345077514648438
2000-08-25,24.125513076782227
2000-08-28,23.658918380737305
2000-08-29,24.23530387878418
2000-08-30,25.415496826171875
2000-08-31,26.293785095214844
2000-09-01,25.882078170776367
2000-09-05,25.003799438476562
2000-09-06,25.250822067260742
2000-09-07,26.074214935302734
2000-09-08,26.238887786865234
2000-09-11,25.717409133911133
2000-09-12,26.321231842041016
2000-09-13,25.799745559692383
2000-09-14,24.921459197998047
2000-09-15,24.72933578491211
2000-09-18,22.753192901611328
2000-09-19,25.497835159301758
2000-09-20,25.305707931518555
2000-09-21,24.37252426147461
2000-09-22,23.055095672607422
2000-09-25,22.67084503173828
2000-09-26,24.619548797607422
2000-09-27,24.48231315612793
2000-09-28,25.662517547607422
2000-09-29,25.031248092651367
2000-10-02,23.741260528564453
2000-10-03,22.753192901611328
2000-10-04,23.549129486083984
2000-10-05,24.23530387878418
2000-10-06,23.658918380737305
2000-10-09,23.8236026763916
2000-10-10,23.38445281982422
2000-10-11,20.777029037475586
2000-10-12,20.035968780517578
2000-10-13,20.5025691986084
2000-10-16,20.035968780517578
2000-10-17,19.487041473388672
2000-10-18,20.5025691986084
2000-10-19,23.055095672607422
