Date,ACN
2001-07-19,10.514204025268555
2001-07-20,10.403308868408203
2001-07-23,10.39637565612793
2001-07-24,10.299346923828125
2001-07-25,10.361722946166992
2001-07-26,10.04983139038086
2001-07-27,10.056763648986816
2001-07-30,10.188451766967773
2001-07-31,10.36865520477295
2001-08-01,10.742925643920898
2001-08-02,10.673612594604492
2001-08-03,10.500341415405273
2001-08-06,10.465690612792969
2001-08-07,10.742925643920898
2001-08-08,10.39637565612793
2001-08-09,10.742925643920898
2001-08-10,10.528066635131836
2001-08-13,10.403308868408203
2001-08-14,10.188451766967773
2001-08-15,10.250832557678223
2001-08-16,9.73794174194336
2001-08-17,10.063697814941406
2001-08-20,10.638960838317871
2001-08-21,10.715203285217285
2001-08-22,10.63202953338623
2001-08-23,10.569652557373047
2001-08-24,10.673612594604492
2001-08-27,10.729058265686035
2001-08-28,10.645891189575195
2001-08-29,10.403308868408203
2001-08-30,10.361722946166992
2001-08-31,10.327070236206055
2001-09-04,10.659753799438477
2001-09-05,10.334001541137695
2001-09-06,10.04983139038086
2001-09-07,10.063697814941406
2001-09-10,10.500341415405273
2001-09-17,10.119142532348633
2001-09-18,10.084489822387695
2001-09-19,9.668634414672852
2001-09-20,8.975542068481445
2001-09-21,8.836923599243164
2001-09-24,9.148812294006348
2001-09-25,8.871575355529785
2001-09-26,8.455720901489258
2001-09-27,8.21313762664795
2001-09-28,8.836923599243164
2001-10-01,8.802266120910645
2001-10-02,8.719095230102539
2001-10-03,8.975542068481445
2001-10-04,9.349808692932129
2001-10-05,9.391396522521973
2001-10-08,9.169604301452637
2001-10-09,9.287430763244629
2001-10-10,9.474565505981445
2001-10-11,10.507274627685547
2001-10-12,11.470670700073242
2001-10-15,12.129108428955078
2001-10-16,12.094453811645508
2001-10-17,11.768702507019043
2001-10-18,11.574637413024902
2001-10-19,11.67859935760498
2001-10-22,12.129108428955078
2001-10-23,12.212279319763184
2001-10-24,12.295452117919922
2001-10-25,12.295452117919922
2001-10-26,12.212279319763184
2001-10-29,12.163759231567383
2001-10-30,12.025142669677734
2001-10-31,12.177624702453613
2001-11-01,12.690511703491211
2001-11-02,12.64892578125
2001-11-05,12.544964790344238
2001-11-06,12.454862594604492
2001-11-07,13.099438667297363
2001-11-08,13.827186584472656
2001-11-09,13.827186584472656
2001-11-12,13.508362770080566
2001-11-13,14.416313171386719
2001-11-14,14.007389068603516
2001-11-15,14.035110473632812
2001-11-16,14.582657814025879
2001-11-19,15.248025894165039
2001-11-20,14.728198051452637
2001-11-21,14.104418754577637
2001-11-23,14.243040084838867
2001-11-26,14.901473045349121
2001-11-27,15.594568252563477
2001-11-28,15.144060134887695
2001-11-29,14.852960586547852
2001-11-30,15.663880348205566
2001-12-03,15.871805191040039
2001-12-04,16.772825241088867
2001-12-05,18.470903396606445
2001-12-06,18.193662643432617
2001-12-07,17.23026466369629
2001-12-10,17.05006217956543
2001-12-11,17.16095542907715
2001-12-12,17.445117950439453
2001-12-13,16.149038314819336
2001-12-14,16.391626358032227
2001-12-17,17.6461181640625
2001-12-18,17.985734939575195
2001-12-19,18.04118537902832
2001-12-20,18.748140335083008
2001-12-21,18.124351501464844
2001-12-24,18.027318954467773
2001-12-26,18.18673324584961
2001-12-27,18.221385955810547
2001-12-28,18.401588439941406
2001-12-31,18.658037185668945
2002-01-02,18.165935516357422
2002-01-03,17.597604751586914
2002-01-04,19.19864845275879
2002-01-07,18.332284927368164
2002-01-08,18.907550811767578
2002-01-09,19.10854148864746
2002-01-10,19.28182029724121
2002-01-11,18.346145629882812
2002-01-14,17.285715103149414
2002-01-15,17.597604751586914
2002-01-16,18.02039337158203
2002-01-17,18.02039337158203
2002-01-18,17.85405158996582
2002-01-22,17.299575805664062
2002-01-23,17.015398025512695
2002-01-24,17.812461853027344
2002-01-25,17.465917587280273
2002-01-28,16.634206771850586
2002-01-29,16.55103302001953
2002-01-30,17.292638778686523
2002-01-31,17.867904663085938
2002-02-01,19.40656852722168
2002-02-04,18.928346633911133
2002-02-05,18.852102279663086
2002-02-06,18.727344512939453
2002-02-07,19.060029983520508
2002-02-08,19.21251106262207
2002-02-11,18.574861526489258
2002-02-12,18.006528854370117
2002-02-13,17.881771087646484
2002-02-14,18.713478088378906
2002-02-15,19.025371551513672
2002-02-19,18.678823471069336
2002-02-20,18.782793045043945
2002-02-21,18.02039337158203
2002-02-22,17.763946533203125
2002-02-25,17.465917587280273
2002-02-26,17.798601150512695
2002-02-27,17.840181350708008
2002-02-28,18.152076721191406
2002-03-01,18.15900421142578
2002-03-04,18.574861526489258
2002-03-05,19.233306884765625
2002-03-06,19.08775520324707
2002-03-07,18.810516357421875
2002-03-08,20.716516494750977
2002-03-11,20.723445892333984
2002-03-12,20.661067962646484
2002-03-13,20.203628540039062
2002-03-14,19.870939254760742
2002-03-15,20.09273338317871
2002-03-18,20.390764236450195
2002-03-19,18.02039337158203
2002-03-20,18.401588439941406
2002-03-21,18.983787536621094
2002-03-22,19.15013313293457
2002-03-25,18.748140335083008
2002-03-26,18.512483596801758
2002-03-27,18.373863220214844
2002-03-28,18.50555992126465
2002-04-01,18.470903396606445
2002-04-02,18.02039337158203
2002-04-03,18.027318954467773
2002-04-04,17.396604537963867
2002-04-05,17.438190460205078
2002-04-08,16.65499496459961
2002-04-09,16.91837501525879
2002-04-10,16.807477951049805
2002-04-11,15.629219055175781
2002-04-12,15.608426094055176
2002-04-15,15.552987098693848
2002-04-16,16.460927963256836
2002-04-17,16.62034034729004
2002-04-18,16.01042366027832
2002-04-19,16.966888427734375
2002-04-22,16.91837501525879
2002-04-23,16.592622756958008
2002-04-24,16.045080184936523
2002-04-25,15.580702781677246
2002-04-26,15.109400749206543
2002-04-29,14.042036056518555
2002-04-30,14.859894752502441
2002-05-01,14.610379219055176
2002-05-02,14.693552017211914
2002-05-03,13.771735191345215
2002-05-06,14.000454902648926
2002-05-07,14.319283485412598
2002-05-08,15.400500297546387
2002-05-09,14.000454902648926
2002-05-10,14.180660247802734
2002-05-13,14.658894538879395
2002-05-14,15.144060134887695
2002-05-15,15.400500297546387
2002-05-16,13.861839294433594
2002-05-17,13.861839294433594
2002-05-20,14.873746871948242
2002-05-21,14.485623359680176
2002-05-22,14.347004890441895
2002-05-23,14.561863899230957
2002-05-24,14.430169105529785
2002-05-28,14.658894538879395
2002-05-29,14.610379219055176
2002-05-30,14.353930473327637
2002-05-31,14.450970649719238
2002-06-03,14.076692581176758
2002-06-04,13.605391502380371
2002-06-05,13.646979331970215
2002-06-06,13.529153823852539
2002-06-07,13.827186584472656
2002-06-10,14.097488403320312
2002-06-11,14.132143020629883
2002-06-12,13.945013999938965
2002-06-13,13.695497512817383
2002-06-14,13.861839294433594
2002-06-17,14.312346458435059
