Date,PM
2008-10-28,18.732444763183594
2008-10-29,18.279314041137695
2008-10-30,18.829225540161133
2008-10-31,19.12398910522461
2008-11-03,18.74563980102539
2008-11-04,19.687108993530273
2008-11-05,19.365943908691406
2008-11-06,17.984560012817383
2008-11-07,18.565261840820312
2008-11-10,18.525676727294922
2008-11-11,18.178125381469727
2008-11-12,17.20147132873535
2008-11-13,17.527021408081055
2008-11-14,16.897912979125977
2008-11-17,16.871519088745117
2008-11-18,16.959501266479492
2008-11-19,16.119232177734375
2008-11-20,16.114831924438477
2008-11-21,16.831918716430664
2008-11-24,18.40249252319336
2008-11-25,18.125335693359375
2008-11-26,18.69724464416504
2008-11-28,18.547670364379883
2008-12-01,17.456628799438477
2008-12-02,17.61060905456543
2008-12-03,18.305702209472656
2008-12-04,17.975753784179688
2008-12-05,18.635652542114258
2008-12-08,18.767642974853516
2008-12-09,18.46408462524414
2008-12-10,18.609256744384766
2008-12-11,18.45528221130371
2008-12-12,18.195714950561523
2008-12-15,18.274913787841797
2008-12-16,18.046144485473633
2008-12-17,18.490478515625
2008-12-18,18.459692001342773
2008-12-19,18.411291122436523
2008-12-22,18.55206871032715
2008-12-23,18.59663963317871
2008-12-24,18.904130935668945
2008-12-26,18.921955108642578
2008-12-29,19.233909606933594
2008-12-30,19.568130493164062
2008-12-31,19.389869689941406
2009-01-02,19.661706924438477
2009-01-05,19.81769561767578
2009-01-06,19.269554138183594
2009-01-07,19.028911590576172
2009-01-08,19.028911590576172
2009-01-09,18.85956573486328
2009-01-12,18.641197204589844
2009-01-13,18.8016300201416
2009-01-14,18.5208683013916
2009-01-15,18.48522186279297
2009-01-16,18.77043342590332
2009-01-20,18.48522186279297
2009-01-21,18.454023361206055
2009-01-22,18.253488540649414
2009-01-23,18.369354248046875
2009-01-26,18.32924461364746
2009-01-27,17.89252281188965
2009-01-28,17.82122039794922
2009-01-29,17.26862144470215
2009-01-30,16.555599212646484
2009-02-02,16.671457290649414
2009-02-03,17.076997756958008
2009-02-04,16.39070701599121
2009-02-05,16.604610443115234
2009-02-06,16.41299057006836
2009-02-09,16.363967895507812
2009-02-10,16.06093406677246
2009-02-11,16.207988739013672
2009-02-12,16.10995101928711
2009-02-13,16.038654327392578
2009-02-17,15.477136611938477
2009-02-18,15.775718688964844
2009-02-19,16.003000259399414
2009-02-20,15.878211975097656
2009-02-23,15.64648151397705
2009-02-24,15.552906036376953
2009-02-25,15.508331298828125
2009-02-26,15.245406150817871
2009-02-27,14.91563606262207
2009-03-02,14.594770431518555
2009-03-03,14.412062644958496
2009-03-04,14.924551010131836
2009-03-05,14.683900833129883
2009-03-06,14.857698440551758
2009-03-09,15.183015823364258
2009-03-10,15.174102783203125
2009-03-11,14.99584674835205
2009-03-12,15.437032699584961
2009-03-13,16.04755973815918
2009-03-16,16.560054779052734
2009-03-17,17.2017765045166
2009-03-18,17.059167861938477
2009-03-19,16.582326889038086
2009-03-20,17.094829559326172
2009-03-23,17.230422973632812
2009-03-24,17.537778854370117
2009-03-25,17.438343048095703
2009-03-26,17.311784744262695
2009-03-27,16.986339569091797
2009-03-30,16.60213279724121
2009-03-31,16.08232879638672
2009-04-01,16.371610641479492
2009-04-02,16.312856674194336
2009-04-03,16.36256980895996
2009-04-06,16.873336791992188
2009-04-07,16.715139389038086
2009-04-08,17.2891845703125
2009-04-09,17.045101165771484
2009-04-13,16.760337829589844
2009-04-14,16.471050262451172
2009-04-15,17.085779190063477
2009-04-16,17.17618179321289
2009-04-17,16.868824005126953
2009-04-20,16.68349266052246
2009-04-21,16.674457550048828
2009-04-22,16.385177612304688
2009-04-23,16.724170684814453
2009-04-24,16.918540954589844
2009-04-27,16.81005859375
2009-04-28,16.6473331451416
2009-04-29,16.651857376098633
2009-04-30,16.36256980895996
2009-05-01,16.80553436279297
2009-05-04,17.23494529724121
2009-05-05,16.85525131225586
2009-05-06,17.7592716217041
2009-05-07,18.473432540893555
2009-05-08,18.5773983001709
2009-05-11,18.328798294067383
2009-05-12,18.911884307861328
2009-05-13,18.88024139404297
2009-05-14,19.17403793334961
2009-05-15,19.513050079345703
2009-05-18,19.296085357666016
2009-05-19,19.08364486694336
2009-05-20,19.522085189819336
2009-05-21,19.350324630737305
2009-05-22,19.305124282836914
2009-05-26,19.042966842651367
2009-05-27,18.82599449157715
2009-05-28,19.228281021118164
2009-05-29,19.273481369018555
2009-06-01,19.720977783203125
2009-06-02,20.15941619873047
2009-06-03,19.97409439086914
2009-06-04,20.08256721496582
2009-06-05,19.93341064453125
2009-06-08,20.12777328491211
2009-06-09,19.820405960083008
2009-06-10,19.67125701904297
2009-06-11,19.8339786529541
2009-06-12,19.67125701904297
2009-06-15,19.3864803314209
2009-06-16,19.101722717285156
2009-06-17,18.939002990722656
2009-06-18,19.2237606048584
2009-06-19,19.052000045776367
2009-06-22,19.038265228271484
2009-06-23,18.98331642150879
2009-06-24,19.061161041259766
2009-06-25,19.679285049438477
2009-06-26,19.50987434387207
2009-06-29,19.867008209228516
2009-06-30,19.97232437133789
2009-07-01,20.187515258789062
2009-07-02,19.660968780517578
2009-07-06,20.214998245239258
2009-07-07,20.031841278076172
2009-07-08,19.912797927856445
2009-07-09,19.386247634887695
2009-07-10,19.390827178955078
2009-07-13,19.64266014099121
2009-07-14,19.53276824951172
2009-07-15,20.160053253173828
2009-07-16,19.8257999420166
2009-07-17,20.14631462097168
2009-07-20,20.123416900634766
2009-07-21,20.10053062438965
2009-07-22,20.091373443603516
2009-07-23,21.071208953857422
2009-07-24,21.65728759765625
2009-07-27,21.382564544677734
2009-07-28,21.281831741333008
2009-07-29,21.437501907348633
2009-07-30,21.437501907348633
2009-07-31,21.3367862701416
2009-08-03,21.437501907348633
2009-08-04,21.51076316833496
2009-08-05,21.41461944580078
2009-08-06,21.515348434448242
2009-08-07,21.547395706176758
2009-08-10,21.611499786376953
2009-08-11,21.423776626586914
2009-08-12,21.309301376342773
2009-08-13,21.25894546508789
2009-08-14,21.34593963623047
2009-08-17,20.814804077148438
2009-08-18,21.208580017089844
2009-08-19,20.965896606445312
2009-08-20,21.281831741333008
2009-08-21,21.460397720336914
2009-08-24,21.716798782348633
2009-08-25,21.42835235595703
2009-08-26,21.373403549194336
2009-08-27,21.185678482055664
2009-08-28,20.769010543823242
2009-08-31,20.929271697998047
2009-09-01,20.677440643310547
2009-09-02,20.89722442626953
2009-09-03,20.979642868041992
2009-09-04,21.084945678710938
2009-09-08,21.725967407226562
2009-09-09,21.620651245117188
2009-09-10,21.437501907348633
2009-09-11,21.71222686767578
2009-09-14,21.822124481201172
2009-09-15,21.474140167236328
2009-09-16,21.748855590820312
2009-09-17,21.762588500976562
2009-09-18,22.060209274291992
2009-09-21,22.174684524536133
2009-09-22,22.40361976623535
2009-09-23,22.61880874633789
2009-09-24,22.373254776000977
2009-09-25,22.072107315063477
2009-09-28,22.248159408569336
2009-09-29,22.572484970092773
2009-09-30,22.581754684448242
2009-10-01,22.38715934753418
2009-10-02,22.405689239501953
2009-10-05,22.725372314453125
2009-10-06,23.123828887939453
2009-10-07,22.975563049316406
2009-10-08,23.32768440246582
2009-10-09,23.253551483154297
2009-10-12,23.374011993408203
2009-10-13,23.109926223754883
2009-10-14,23.318408966064453
2009-10-15,23.341583251953125
2009-10-16,23.605670928955078
2009-10-19,23.837331771850586
2009-10-20,23.88364601135254
2009-10-21,23.545429229736328
2009-10-22,22.915334701538086
2009-10-23,22.734642028808594
2009-10-26,22.586381912231445
2009-10-27,22.660511016845703
2009-10-28,22.683683395385742
2009-10-29,22.70684242248535
2009-10-30,21.942378997802734
2009-11-02,22.502992630004883
2009-11-03,22.16939353942871
2009-11-04,21.951642990112305
2009-11-05,22.544681549072266
2009-11-06,22.623449325561523
2009-11-09,23.105295181274414
2009-11-10,23.086759567260742
2009-11-11,22.864370346069336
2009-11-12,23.14698600769043
2009-11-13,23.23501968383789
2009-11-16,23.462038040161133
2009-11-17,23.448139190673828
2009-11-18,23.40644645690918
2009-11-19,23.23038101196289
2009-11-20,23.040416717529297
2009-11-23,23.197952270507812
2009-11-24,23.313777923583984
2009-11-25,23.309144973754883
2009-11-27,23.1608829498291
2009-11-30,22.280603408813477
2009-12-01,22.780973434448242
2009-12-02,22.780973434448242
2009-12-03,22.92459487915039
2009-12-04,23.082128524780273
2009-12-07,23.091398239135742
2009-12-08,22.720741271972656
2009-12-09,22.73000717163086
2009-12-10,22.641977310180664
2009-12-11,22.461294174194336
2009-12-14,23.285980224609375
2009-12-15,23.197952270507812
2009-12-16,23.202579498291016
2009-12-17,22.836565017700195
2009-12-18,22.544681549072266
2009-12-21,22.818029403686523
2009-12-22,22.980188369750977
2009-12-23,22.87705421447754
2009-12-24,22.923946380615234
2009-12-28,22.900503158569336
2009-12-29,22.900503158569336
2009-12-30,22.811429977416992
2009-12-31,22.591094970703125
2010-01-04,23.134899139404297
2010-01-05,22.93330955505371
2010-01-06,22.93330955505371
2010-01-07,23.219280242919922
2010-01-08,23.09270668029785
2010-01-11,23.177091598510742
2010-01-12,23.050514221191406
2010-01-13,23.284908294677734
2010-01-14,23.25208854675293
2010-01-15,23.2614688873291
2010-01-19,23.481800079345703
2010-01-20,23.083330154418945
2010-01-21,22.375457763671875
2010-01-22,21.944164276123047
2010-01-25,22.056686401367188
2010-01-26,22.03323745727539
2010-01-27,21.864471435546875
2010-01-28,21.662885665893555
2010-01-29,21.334745407104492
2010-02-01,21.616012573242188
2010-02-02,22.314504623413086
2010-02-03,22.019174575805664
2010-02-04,21.536319732666016
2010-02-05,21.405057907104492
2010-02-08,21.34410285949707
2010-02-09,21.962919235229492
2010-02-10,21.944164276123047
2010-02-11,22.816110610961914
2010-02-12,23.106769561767578
2010-02-16,23.1677188873291
2010-02-17,23.35991859436035
2010-02-18,23.57087516784668
2010-02-19,23.430225372314453
2010-02-22,23.32241439819336
2010-02-23,23.111459732055664
2010-02-24,23.35991859436035
2010-02-25,23.256776809692383
2010-02-26,22.961441040039062
2010-03-01,22.938011169433594
2010-03-02,23.350543975830078
2010-03-03,23.430225372314453
2010-03-04,23.749011993408203
2010-03-05,24.025598526000977
2010-03-08,23.809959411621094
2010-03-09,23.617753982543945
2010-03-10,23.58024787902832
2010-03-11,23.5521297454834
2010-03-12,23.50524139404297
2010-03-15,23.870899200439453
2010-03-16,24.020910263061523
2010-03-17,24.297508239746094
2010-03-18,24.29281234741211
2010-03-19,24.695985794067383
2010-03-22,24.794418334960938
2010-03-23,24.856048583984375
2010-03-24,24.595354080200195
2010-03-25,24.5147762298584
2010-03-26,24.70437240600586
2010-03-29,24.898706436157227
2010-03-30,24.879741668701172
2010-03-31,24.72332763671875
2010-04-01,24.87026023864746
2010-04-05,25.050369262695312
2010-04-06,24.955575942993164
2010-04-07,24.893953323364258
2010-04-08,24.822856903076172
2010-04-09,25.002975463867188
2010-04-12,25.0977725982666
2010-04-13,24.865514755249023
2010-04-14,24.31569480895996
2010-04-15,24.453153610229492
2010-04-16,24.050256729125977
2010-04-19,24.339387893676758
2010-04-20,24.60957145690918
2010-04-21,24.642745971679688
2010-04-22,24.287248611450195
2010-04-23,24.239850997924805
2010-04-26,23.76112937927246
2010-04-27,22.960081100463867
2010-04-28,23.268171310424805
2010-04-29,23.500436782836914
2010-04-30,23.2634334564209
2010-05-03,23.42459487915039
2010-05-04,23.22551918029785
2010-05-05,23.088062286376953
2010-05-06,22.277538299560547
2010-05-07,22.002628326416016
2010-05-10,22.91741943359375
2010-05-11,22.91741943359375
2010-05-12,22.746789932250977
2010-05-13,22.44816780090332
2010-05-14,22.06897735595703
2010-05-17,21.922039031982422
2010-05-18,21.594993591308594
2010-05-19,21.926776885986328
2010-05-20,21.116260528564453
2010-05-21,20.97880744934082
2010-05-24,20.997766494750977
2010-05-25,20.722850799560547
2010-05-26,20.713367462158203
2010-05-27,21.187358856201172
2010-05-28,20.91244888305664
2010-06-01,20.841339111328125
2010-06-02,21.35325050354004
2010-06-03,21.33903694152832
2010-06-04,20.73232650756836
2010-06-07,20.462154388427734
2010-06-08,20.727581024169922
2010-06-09,20.92666244506836
2010-06-10,21.38170051574707
2010-06-11,21.021461486816406
2010-06-14,21.59972381591797
2010-06-15,21.594993591308594
2010-06-16,21.590246200561523
2010-06-17,21.61393928527832
2010-06-18,21.760887145996094
2010-06-21,21.94100570678711
2010-06-22,21.595399856567383
2010-06-23,22.315404891967773
2010-06-24,22.28660774230957
2010-06-25,22.032209396362305
2010-06-28,22.219409942626953
2010-06-29,21.945802688598633
2010-06-30,22.003408432006836
2010-07-01,22.344205856323242
2010-07-02,22.29620933532715
2010-07-06,22.44981575012207
2010-07-07,22.81940460205078
2010-07-08,23.29941749572754
2010-07-09,23.32341194152832
2010-07-12,23.443422317504883
2010-07-13,23.66421890258789
2010-07-14,23.769817352294922
2010-07-15,24.0482177734375
2010-07-16,23.841812133789062
2010-07-19,23.981019973754883
2010-07-20,24.302631378173828
2010-07-21,23.94742202758789
2010-07-22,24.40343475341797
2010-07-23,24.317028045654297
2010-07-26,24.571422576904297
2010-07-27,24.643423080444336
2010-07-28,24.49942398071289
2010-07-29,24.566625595092773
2010-07-30,24.49942398071289
2010-08-02,24.941020965576172
2010-08-03,25.032230377197266
2010-08-04,25.075437545776367
2010-08-05,24.87383270263672
2010-08-06,25.05142593383789
2010-08-09,25.219436645507812
2010-08-10,25.425838470458984
2010-08-11,24.840227127075195
2010-08-12,24.888233184814453
2010-08-13,24.955429077148438
2010-08-16,24.955429077148438
2010-08-17,25.23383331298828
2010-08-18,25.325035095214844
2010-08-19,24.960235595703125
2010-08-20,24.95062828063965
2010-08-23,24.830623626708984
2010-08-24,24.72502899169922
2010-08-25,24.72983169555664
2010-08-26,24.509023666381836
2010-08-27,24.691423416137695
2010-08-30,24.686634063720703
2010-08-31,24.65302276611328
2010-09-01,25.425838470458984
2010-09-02,25.57944107055664
2010-09-03,25.939441680908203
2010-09-07,25.747446060180664
2010-09-08,25.737844467163086
2010-09-09,25.80023193359375
2010-09-10,26.208250045776367
2010-09-13,26.28984260559082
2010-09-14,26.33304214477539
2010-09-15,26.659454345703125
2010-09-16,26.453039169311523
2010-09-17,26.457839965820312
2010-09-20,26.856237411499023
2010-09-21,26.89944839477539
2010-09-22,26.797481536865234
2010-09-23,26.758634567260742
2010-09-24,27.239334106445312
2010-09-27,26.9285831451416
2010-09-28,27.22962188720703
2010-09-29,27.346155166625977
2010-09-30,27.20048713684082
2010-10-01,26.972288131713867
2010-10-04,26.84602928161621
2010-10-05,26.875173568725586
2010-10-06,27.34129524230957
2010-10-07,27.331588745117188
2010-10-08,27.496667861938477
2010-10-11,27.39470672607422
2010-10-12,27.76372528076172
2010-10-13,27.851123809814453
2010-10-14,28.040481567382812
2010-10-15,28.424081802368164
2010-10-18,28.34638786315918
2010-10-19,27.710309982299805
2010-10-20,27.909400939941406
2010-10-21,27.948225021362305
2010-10-22,28.224992752075195
2010-10-25,28.875642776489258
2010-10-26,28.89020347595215
2010-10-27,28.637720108032227
2010-10-28,28.773662567138672
2010-10-29,28.409507751464844
2010-11-01,28.302675247192383
2010-11-02,28.385229110717773
2010-11-03,28.7930908203125
2010-11-04,29.53112030029297
2010-11-05,29.34661865234375
2010-11-08,29.23979377746582
2010-11-09,28.919334411621094
2010-11-10,28.943614959716797
2010-11-11,29.045570373535156
2010-11-12,28.958187103271484
2010-11-15,28.865934371948242
2010-11-16,28.424081802368164
2010-11-17,28.059913635253906
2010-11-18,28.865934371948242
2010-11-19,29.040725708007812
2010-11-22,28.8804931640625
2010-11-23,28.535751342773438
2010-11-24,28.749391555786133
2010-11-26,28.540603637695312
2010-11-29,28.074480056762695
2010-11-30,27.622913360595703
2010-12-01,28.01621437072754
2010-12-02,28.127885818481445
2010-12-03,28.220138549804688
2010-12-06,28.419214248657227
2010-12-07,28.841644287109375
2010-12-08,28.817359924316406
2010-12-09,28.836790084838867
2010-12-10,28.64742660522461
2010-12-13,28.501766204833984
2010-12-14,28.836790084838867
2010-12-15,28.846498489379883
2010-12-16,28.992164611816406
2010-12-17,28.982454299926758
2010-12-20,28.9242000579834
2010-12-21,28.70332145690918
2010-12-22,28.894746780395508
2010-12-23,28.796573638916016
2010-12-27,28.762218475341797
2010-12-28,28.72784996032715
2010-12-29,28.835851669311523
2010-12-30,28.708227157592773
2010-12-31,28.72784996032715
2011-01-03,28.796573638916016
2011-01-04,28.796573638916016
2011-01-05,28.713134765625
2011-01-06,28.33029556274414
2011-01-07,27.69223403930664
2011-01-10,27.736404418945312
2011-01-11,27.49588966369629
2011-01-12,27.775667190551758
2011-01-13,27.731489181518555
2011-01-14,27.814929962158203
2011-01-18,27.594064712524414
2011-01-19,27.775667190551758
2011-01-20,27.726593017578125
2011-01-21,27.82965850830078
2011-01-24,28.025985717773438
2011-01-25,28.23703384399414
2011-01-26,28.16341781616211
2011-01-27,27.971986770629883
2011-01-28,27.78057289123535
2011-01-31,28.094696044921875
2011-02-01,28.33029556274414
2011-02-02,28.3106689453125
2011-02-03,28.472640991210938
2011-02-04,28.796573638916016
2011-02-07,28.958547592163086
2011-02-08,28.988000869750977
2011-02-09,29.223602294921875
2011-02-10,29.041980743408203
2011-02-11,29.262861251831055
2011-02-14,29.321758270263672
2011-02-15,29.395376205444336
2011-02-16,29.79294776916504
2011-02-17,29.861658096313477
2011-02-18,30.151241302490234
2011-02-22,30.205232620239258
2011-02-23,30.421205520629883
2011-02-24,30.573348999023438
2011-02-25,30.553722381591797
2011-02-28,30.813858032226562
2011-03-01,30.563533782958984
2011-03-02,30.882583618164062
2011-03-03,31.25067901611328
2011-03-04,31.16725730895996
2011-03-07,31.235963821411133
2011-03-08,31.535364151000977
2011-03-09,31.584436416625977
2011-03-10,31.294862747192383
2011-03-11,31.304683685302734
2011-03-14,31.20652961730957
2011-03-15,30.774600982666016
2011-03-16,30.36720848083496
2011-03-17,30.327945709228516
2011-03-18,30.293575286865234
2011-03-21,30.897300720214844
2011-03-22,31.408058166503906
2011-03-23,31.655948638916016
2011-03-24,31.9931640625
2011-03-25,32.29066848754883
2011-03-28,32.31547164916992
2011-03-29,32.36008834838867
2011-03-30,32.578285217285156
2011-03-31,32.54356002807617
2011-04-01,32.19646453857422
2011-04-04,32.19150161743164
2011-04-05,32.5038948059082
2011-04-06,32.63283157348633
2011-04-07,32.568355560302734
2011-04-08,32.64274215698242
2011-04-11,33.138614654541016
2011-04-12,32.74686813354492
2011-04-13,32.78158950805664
2011-04-14,32.82125473022461
2011-04-15,33.00470733642578
2011-04-18,32.608036041259766
2011-04-19,32.79149627685547
2011-04-20,32.965057373046875
2011-04-21,33.525386810302734
2011-04-25,33.520416259765625
2011-04-26,33.51544952392578
2011-04-27,33.48073959350586
2011-04-28,34.229496002197266
2011-04-29,34.43281555175781
2011-05-02,34.36833572387695
2011-05-03,34.48735427856445
2011-05-04,34.388187408447266
2011-05-05,33.91215515136719
2011-05-06,34.01628494262695
2011-05-09,33.86256408691406
2011-05-10,33.85759353637695
2011-05-11,33.80305480957031
2011-05-12,33.822898864746094
2011-05-13,33.87248611450195
2011-05-16,33.93693161010742
2011-05-17,34.01132583618164
2011-05-18,34.35346984863281
2011-05-19,35.04769515991211
2011-05-20,34.80471420288086
2011-05-23,34.26422119140625
2011-05-24,34.641082763671875
2011-05-25,34.45759963989258
2011-05-26,34.8592643737793
2011-05-27,34.96833419799805
2011-05-31,35.57825469970703
2011-06-01,35.24107360839844
2011-06-02,34.665863037109375
2011-06-03,34.20966720581055
2011-06-06,33.87744140625
2011-06-07,33.62454605102539
2011-06-08,33.738609313964844
2011-06-09,33.778263092041016
2011-06-10,33.396453857421875
2011-06-13,33.48571014404297
2011-06-14,34.17496109008789
2011-06-15,33.475791931152344
2011-06-16,33.48073959350586
2011-06-17,33.956783294677734
2011-06-20,34.25429916381836
2011-06-21,34.05909729003906
2011-06-22,33.358402252197266
2011-06-23,33.11817169189453
2011-06-24,32.58262252807617
2011-06-27,32.993045806884766
2011-06-28,32.97802734375
2011-06-29,33.11817169189453
2011-06-30,33.41848373413086
2011-07-01,33.408447265625
2011-07-05,33.62868118286133
2011-07-06,34.15420150756836
2011-07-07,34.60466384887695
2011-07-08,34.73977279663086
2011-07-11,34.374420166015625
2011-07-12,33.5836181640625
2011-07-13,33.4534912109375
2011-07-14,33.243289947509766
2011-07-15,33.498565673828125
2011-07-18,33.44850158691406
2011-07-19,34.289329528808594
2011-07-20,34.129173278808594
2011-07-21,35.78083419799805
2011-07-22,36.09115219116211
2011-07-25,36.10115432739258
2011-07-26,35.99604415893555
2011-07-27,35.92097473144531
2011-07-28,36.21125411987305
2011-07-29,35.62067413330078
2011-08-01,35.395442962646484
2011-08-02,34.90995407104492
2011-08-03,35.01505661010742
2011-08-04,33.7337646484375
2011-08-05,34.70476150512695
2011-08-08,33.168212890625
2011-08-09,33.7337646484375
2011-08-10,32.48253631591797
2011-08-11,32.807838439941406
2011-08-12,33.3484001159668
2011-08-15,34.19925308227539
2011-08-16,33.88393783569336
2011-08-17,34.56461715698242
2011-08-18,34.28433609008789
2011-08-19,34.44950485229492
2011-08-22,34.394447326660156
2011-08-23,35.17021942138672
2011-08-24,35.10514831542969
2011-08-25,34.469512939453125
2011-08-26,34.634681701660156
2011-08-29,35.28533935546875
2011-08-30,35.095149993896484
2011-08-31,34.69474792480469
2011-09-01,34.684722900390625
2011-09-02,34.15420150756836
2011-09-06,33.93898010253906
2011-09-07,34.51456832885742
2011-09-08,34.30935287475586
2011-09-09,32.983028411865234
2011-09-12,33.04309844970703
2011-09-13,33.01805877685547
2011-09-14,33.82886505126953
2011-09-15,34.17921447753906
2011-09-16,34.574623107910156
2011-09-19,33.98903274536133
2011-09-20,34.174217224121094
2011-09-21,33.433475494384766
2011-09-22,32.51255416870117
2011-09-23,32.32009506225586
2011-09-26,32.7100944519043
2011-09-27,32.775943756103516
2011-09-28,32.102298736572266
2011-09-29,32.421390533447266
2011-09-30,31.595781326293945
2011-10-03,31.281742095947266
2011-10-04,31.808507919311523
2011-10-05,32.05670166015625
2011-10-06,32.7100944519043
2011-10-07,32.988670349121094
2011-10-10,33.45465850830078
2011-10-11,33.074771881103516
2011-10-12,33.58634567260742
2011-10-13,33.657264709472656
2011-10-14,34.138427734375
2011-10-17,33.95609664916992
2011-10-18,33.58634567260742
2011-10-19,33.44451904296875
2011-10-20,34.53858184814453
2011-10-21,35.45534896850586
2011-10-24,35.19197463989258
2011-10-25,34.8677978515625
2011-10-26,35.86056137084961
2011-10-27,36.46835708618164
2011-10-28,36.52915573120117
2011-10-31,35.38949203491211
2011-11-01,34.82729721069336
2011-11-02,35.38949203491211
2011-11-03,35.85548400878906
2011-11-04,35.561710357666016
2011-11-07,35.708614349365234
2011-11-08,36.06315231323242
2011-11-09,35.262882232666016
2011-11-10,35.961856842041016
2011-11-11,36.286014556884766
2011-11-14,36.06821823120117
2011-11-15,36.22523498535156
2011-11-16,36.2758903503418
2011-11-17,36.50889205932617
2011-11-18,37.02045440673828
2011-11-21,36.46835708618164
2011-11-22,36.473426818847656
2011-11-23,35.971988677978516
