Date,AES
2000-01-03,22.854188919067383
2000-01-04,21.94790267944336
2000-01-05,22.184322357177734
2000-01-06,22.361644744873047
2000-01-07,22.795082092285156
2000-01-10,23.819576263427734
2000-01-11,23.937789916992188
2000-01-12,24.430334091186523
2000-01-13,24.84408187866211
2000-01-14,26.242904663085938
2000-01-18,24.56825828552246
2000-01-19,24.706157684326172
2000-01-20,24.48944664001465
2000-01-21,25.218414306640625
2000-01-24,25.218414306640625
2000-01-25,23.95749282836914
2000-01-26,22.83449363708496
2000-01-27,23.91809844970703
2000-01-28,24.07570457458496
2000-01-31,25.257822036743164
2000-02-01,25.45484161376953
2000-02-02,25.001689910888672
2000-02-03,25.336620330810547
2000-02-04,23.721071243286133
2000-02-07,25.218414306640625
2000-02-08,26.617246627807617
2000-02-09,27.07040023803711
2000-02-10,26.12470054626465
2000-02-11,25.848873138427734
2000-02-14,26.952190399169922
2000-02-15,27.22800636291504
2000-02-16,27.799352645874023
2000-02-17,27.720561981201172
2000-02-18,27.740257263183594
2000-02-22,27.090099334716797
2000-02-23,26.538436889648438
2000-02-24,26.755159378051758
2000-02-25,26.636959075927734
2000-02-28,27.050689697265625
2000-02-29,26.420230865478516
2000-03-01,25.829172134399414
2000-03-02,27.464431762695312
2000-03-03,27.405332565307617
2000-03-06,25.651853561401367
2000-03-07,25.100202560424805
2000-03-08,24.666759490966797
2000-03-09,23.819576263427734
2000-03-10,23.011798858642578
2000-03-13,23.011798858642578
2000-03-14,22.657167434692383
2000-03-15,23.44524574279785
2000-03-16,25.257822036743164
2000-03-17,24.54854965209961
2000-03-20,24.233320236206055
2000-03-21,23.5240478515625
2000-03-22,22.75567626953125
2000-03-23,23.26793098449707
2000-03-24,23.878684997558594
2000-03-27,23.425540924072266
2000-03-28,22.952695846557617
2000-03-29,23.76047706604004
2000-03-30,25.100202560424805
2000-03-31,24.824371337890625
2000-04-03,24.54854965209961
2000-04-04,23.425540924072266
2000-04-05,23.819576263427734
2000-04-06,23.839275360107422
2000-04-07,24.27271842956543
2000-04-10,25.04110336303711
2000-04-11,24.58794593811035
2000-04-12,24.134811401367188
2000-04-13,24.095409393310547
2000-04-14,23.287628173828125
2000-04-17,23.425540924072266
2000-04-18,24.27271842956543
2000-04-19,25.04110336303711
2000-04-20,27.149200439453125
2000-04-24,26.420230865478516
2000-04-25,26.22321128845215
2000-04-26,26.952190399169922
2000-04-27,26.617246627807617
2000-04-28,28.351011276245117
2000-05-01,27.700857162475586
2000-05-02,26.79456901550293
2000-05-03,26.971885681152344
2000-05-04,26.8339786529541
2000-05-05,27.109792709350586
2000-05-08,25.592750549316406
2000-05-09,24.88347816467285
2000-05-10,23.20882225036621
2000-05-11,23.44524574279785
2000-05-12,24.666759490966797
2000-05-15,25.88827896118164
2000-05-16,25.43512535095215
2000-05-17,25.868574142456055
2000-05-18,26.00648307800293
2000-05-19,26.105005264282227
2000-05-22,26.321727752685547
2000-05-23,26.420230865478516
2000-05-24,25.829172134399414
2000-05-25,26.361122131347656
2000-05-26,27.090099334716797
2000-05-30,27.22800636291504
2000-05-31,27.50383949279785
2000-06-01,28.173696517944336
2000-06-02,29.001174926757812
2000-06-05,27.661447525024414
2000-06-06,28.3707275390625
2000-06-07,29.158790588378906
2000-06-08,29.749847412109375
2000-06-09,30.262081146240234
2000-06-12,30.14389419555664
2000-06-13,30.813751220703125
2000-06-14,27.543228149414062
2000-06-15,28.52833366394043
2000-06-16,29.158790588378906
2000-06-19,28.607135772705078
2000-06-20,28.291913986206055
2000-06-21,27.897871017456055
2000-06-22,26.636959075927734
2000-06-23,25.770065307617188
2000-06-26,29.04058265686035
2000-06-27,28.764759063720703
2000-06-28,29.306560516357422
2000-06-29,28.055479049682617
2000-06-30,28.764759063720703
2000-07-03,29.631637573242188
2000-07-05,29.592226028442383
2000-07-06,29.119384765625
2000-07-07,30.262081146240234
2000-07-10,31.050167083740234
2000-07-11,31.326000213623047
2000-07-12,31.83824920654297
2000-07-13,33.572021484375
2000-07-14,31.759443283081055
2000-07-17,34.04485321044922
2000-07-18,33.05976486206055
2000-07-19,31.95645523071289
2000-07-20,33.33559799194336
2000-07-21,32.94154357910156
2000-07-24,33.02035140991211
2000-07-25,33.69022750854492
2000-07-26,32.62632369995117
2000-07-27,33.21738052368164
2000-07-28,32.11408615112305
2000-07-31,33.69022750854492
2000-08-01,35.14815902709961
2000-08-02,34.3206901550293
2000-08-03,33.21738052368164
2000-08-04,33.29618835449219
2000-08-07,34.4881591796875
2000-08-08,36.40909194946289
2000-08-09,35.05949783325195
2000-08-10,33.936500549316406
2000-08-11,34.4881591796875
2000-08-14,37.03955078125
2000-08-15,35.85743713378906
2000-08-16,35.35503387451172
2000-08-17,36.96073532104492
2000-08-18,37.03955078125
2000-08-21,36.17266845703125
2000-08-22,36.29087448120117
2000-08-23,37.275970458984375
2000-08-24,37.03955078125
2000-08-25,36.05446243286133
2000-08-28,37.157752990722656
2000-08-29,36.88192367553711
2000-08-30,38.85213851928711
2000-08-31,40.12287902832031
2000-09-01,42.24085235595703
2000-09-05,41.137542724609375
2000-09-06,38.93092346191406
2000-09-07,38.69451141357422
2000-09-08,38.47777557373047
2000-09-11,40.713958740234375
2000-09-12,41.41337203979492
2000-09-13,41.137542724609375
2000-09-14,41.570987701416016
2000-09-15,42.556068420410156
2000-09-18,40.654842376708984
2000-09-19,40.113033294677734
2000-09-20,39.403770446777344
2000-09-21,39.08854675292969
2000-09-22,41.05873107910156
2000-09-25,41.41337203979492
2000-09-26,42.122623443603516
2000-09-27,43.59042739868164
2000-09-28,43.10773468017578
2000-09-29,43.19638442993164
2000-10-02,44.52626419067383
2000-10-03,44.28984832763672
2000-10-04,42.39844512939453
2000-10-05,41.33456039428711
