Date,CASY
2000-01-03,8.563824653625488
2000-01-04,8.33976936340332
2000-01-05,8.563824653625488
2000-01-06,8.638506889343262
2000-01-07,8.812767028808594
2000-01-10,8.962139129638672
2000-01-11,8.61361026763916
2000-01-12,8.314874649047852
2000-01-13,9.07417106628418
2000-01-14,8.98703384399414
2000-01-18,8.812767028808594
2000-01-19,8.7131929397583
2000-01-20,8.514030456542969
2000-01-21,8.61361026763916
2000-01-24,8.33976936340332
2000-01-25,8.464240074157715
2000-01-26,7.966341972351074
2000-01-27,8.215292930603027
2000-01-28,8.077672004699707
2000-01-31,8.227259635925293
2000-02-01,8.376852989196777
2000-02-02,8.027812957763672
2000-02-03,7.9280877113342285
2000-02-04,7.32974100112915
2000-02-07,7.0056376457214355
2000-02-08,7.180151462554932
2000-02-09,7.429470539093018
2000-02-10,7.429470539093018
2000-02-11,7.479329586029053
2000-02-14,7.5291876792907715
2000-02-15,7.579050540924072
2000-02-16,6.6815314292907715
2000-02-17,6.880982875823975
2000-02-18,6.781257629394531
2000-02-22,7.404534339904785
2000-02-23,7.2300190925598145
2000-02-24,7.5291876792907715
2000-02-25,6.831120491027832
2000-02-28,6.6815314292907715
2000-02-29,6.6815314292907715
2000-03-01,6.482084274291992
2000-03-02,6.581808090209961
2000-03-03,6.781257629394531
2000-03-06,6.432220458984375
2000-03-07,6.382360458374023
2000-03-08,6.432220458984375
2000-03-09,6.432220458984375
2000-03-10,6.781257629394531
2000-03-13,6.531948089599609
2000-03-14,6.432220458984375
2000-03-15,6.581808090209961
2000-03-16,6.6316704750061035
2000-03-17,7.180151462554932
2000-03-20,7.379602909088135
2000-03-21,7.666311264038086
2000-03-22,8.326986312866211
2000-03-23,8.277122497558594
2000-03-24,8.227259635925293
2000-03-27,7.9280877113342285
2000-03-28,7.853297710418701
2000-03-29,7.9280877113342285
2000-03-30,7.878223896026611
2000-03-31,8.676024436950684
2000-04-03,8.775748252868652
2000-04-04,9.099848747253418
2000-04-05,8.476569175720215
2000-04-06,8.476569175720215
2000-04-07,8.376852989196777
2000-04-10,8.177396774291992
2000-04-11,8.027812957763672
2000-04-12,8.277122497558594
2000-04-13,8.476569175720215
2000-04-14,7.9280877113342285
2000-04-17,8.326986312866211
2000-04-18,8.676024436950684
2000-04-19,8.863001823425293
2000-04-20,8.975193977355957
2000-04-24,8.676024436950684
2000-04-25,9.025055885314941
2000-04-26,9.074919700622559
2000-04-27,9.086905479431152
2000-04-28,9.336541175842285
2000-05-01,9.386472702026367
2000-05-02,9.286613464355469
2000-05-03,9.086905479431152
2000-05-04,9.236685752868652
2000-05-05,9.586188316345215
2000-05-08,9.536250114440918
2000-05-09,9.336541175842285
2000-05-10,9.086905479431152
2000-05-11,9.236685752868652
2000-05-12,9.186755180358887
2000-05-15,9.186755180358887
2000-05-16,9.186755180358887
2000-05-17,9.136829376220703
2000-05-18,9.086905479431152
2000-05-19,9.136829376220703
2000-05-22,9.186755180358887
2000-05-23,9.136829376220703
2000-05-24,9.386472702026367
2000-05-25,9.286613464355469
2000-05-26,9.286613464355469
2000-05-30,9.536250114440918
2000-05-31,9.436399459838867
2000-06-01,9.386472702026367
2000-06-02,9.735966682434082
2000-06-05,9.735966682434082
2000-06-06,9.661072731018066
2000-06-07,9.735966682434082
2000-06-08,9.735966682434082
2000-06-09,9.586188316345215
2000-06-12,9.735966682434082
2000-06-13,10.085461616516113
2000-06-14,9.885748863220215
2000-06-15,9.885748863220215
2000-06-16,9.586188316345215
2000-06-19,9.6361083984375
2000-06-20,9.536250114440918
2000-06-21,9.386472702026367
2000-06-22,9.286613464355469
2000-06-23,8.937122344970703
2000-06-26,8.987043380737305
2000-06-27,9.086905479431152
2000-06-28,8.787337303161621
2000-06-29,8.587621688842773
2000-06-30,8.288050651550293
2000-07-03,8.238125801086426
2000-07-05,8.288050651550293
2000-07-06,9.03697395324707
2000-07-07,9.835823059082031
2000-07-10,9.536250114440918
2000-07-11,9.436399459838867
2000-07-12,9.586188316345215
2000-07-13,9.586188316345215
2000-07-14,9.686040878295898
2000-07-17,9.885748863220215
2000-07-18,9.486323356628418
2000-07-19,9.586188316345215
2000-07-20,9.436399459838867
2000-07-21,9.386472702026367
2000-07-24,9.486323356628418
2000-07-25,9.436399459838867
2000-07-26,9.186755180358887
2000-07-27,9.436399459838867
2000-07-28,9.302362442016602
2000-07-31,9.45240592956543
2000-08-01,9.302362442016602
2000-08-02,9.202333450317383
2000-08-03,8.902264595031738
2000-08-04,8.752224922180176
2000-08-07,8.702210426330566
2000-08-08,8.752224922180176
2000-08-09,8.80223560333252
2000-08-10,8.689704895019531
2000-08-11,8.752224922180176
2000-08-14,8.852249145507812
2000-08-15,9.202333450317383
2000-08-16,9.202333450317383
2000-08-17,9.302362442016602
2000-08-18,9.402388572692871
2000-08-21,9.302362442016602
2000-08-22,9.202333450317383
2000-08-23,9.202333450317383
2000-08-24,9.55242919921875
2000-08-25,9.402388572692871
2000-08-28,8.902264595031738
2000-08-29,8.852249145507812
2000-08-30,9.152322769165039
2000-08-31,9.102313041687012
2000-09-01,9.202333450317383
2000-09-05,9.202333450317383
2000-09-06,9.55242919921875
2000-09-07,9.90251350402832
2000-09-08,9.652451515197754
2000-09-11,9.652451515197754
2000-09-12,9.55242919921875
2000-09-13,9.802490234375
2000-09-14,9.952531814575195
2000-09-15,9.802490234375
2000-09-18,9.802490234375
2000-09-19,9.802490234375
2000-09-20,9.602439880371094
2000-09-21,9.90251350402832
2000-09-22,10.10256576538086
2000-09-25,10.052558898925781
2000-09-26,10.052558898925781
2000-09-27,10.352630615234375
2000-09-28,10.402645111083984
2000-09-29,10.402645111083984
2000-10-02,10.152581214904785
2000-10-03,10.252603530883789
2000-10-04,10.202592849731445
2000-10-05,10.10256576538086
2000-10-06,9.90251350402832
2000-10-09,9.75247573852539
2000-10-10,9.952531814575195
2000-10-11,9.952531814575195
2000-10-12,9.75247573852539
2000-10-13,9.614947319030762
2000-10-16,9.602439880371094
2000-10-17,9.202333450317383
2000-10-18,9.352377891540527
2000-10-19,9.652451515197754
2000-10-20,9.652451515197754
2000-10-23,9.602439880371094
2000-10-24,9.602439880371094
2000-10-25,9.602439880371094
2000-10-26,9.602439880371094
2000-10-27,9.652451515197754
2000-10-30,9.66848373413086
2000-10-31,10.019150733947754
2000-11-01,9.768675804138184
2000-11-02,9.969059944152832
2000-11-03,9.969059944152832
2000-11-06,10.169437408447266
2000-11-07,10.019150733947754
2000-11-08,10.019150733947754
2000-11-09,9.969059944152832
2000-11-10,10.019150733947754
2000-11-13,10.069252967834473
2000-11-14,10.019150733947754
2000-11-15,10.019150733947754
2000-11-16,9.918960571289062
2000-11-17,10.019150733947754
2000-11-20,9.66848373413086
2000-11-21,9.718578338623047
2000-11-22,9.618387222290039
2000-11-24,9.618387222290039
2000-11-27,9.267714500427246
2000-11-28,8.81685733795166
2000-11-29,9.267714500427246
2000-11-30,9.418004989624023
2000-12-01,9.568294525146484
2000-12-04,9.267714500427246
2000-12-05,10.119341850280762
2000-12-06,9.956535339355469
2000-12-07,9.718578338623047
2000-12-08,9.768675804138184
2000-12-11,10.269634246826172
2000-12-12,10.019150733947754
2000-12-13,10.470014572143555
2000-12-14,10.269634246826172
2000-12-15,10.419922828674316
2000-12-18,10.419922828674316
2000-12-19,11.271550178527832
2000-12-20,10.019150733947754
2000-12-21,10.470014572143555
2000-12-22,10.970976829528809
2000-12-26,11.021072387695312
2000-12-27,11.62221622467041
2000-12-28,11.62221622467041
2000-12-29,11.972890853881836
2001-01-02,11.572127342224121
2001-01-03,10.870782852172852
2001-01-04,10.670401573181152
2001-01-05,10.520113945007324
2001-01-08,10.319727897644043
2001-01-09,10.419922828674316
2001-01-10,10.670401573181152
2001-01-11,10.419922828674316
2001-01-12,10.620301246643066
2001-01-16,10.620301246643066
2001-01-17,10.419922828674316
2001-01-18,10.620301246643066
2001-01-19,10.720494270324707
2001-01-22,10.470014572143555
2001-01-23,10.470014572143555
2001-01-24,10.36982536315918
2001-01-25,10.094295501708984
2001-01-26,10.019150733947754
2001-01-29,9.969059944152832
2001-01-30,9.684061050415039
2001-01-31,9.633878707885742
2001-02-01,9.533525466918945
2001-02-02,9.583703994750977
2001-02-05,9.483351707458496
2001-02-06,9.081940650939941
2001-02-07,8.88123893737793
2001-02-08,9.03176498413086
2001-02-09,9.182286262512207
2001-02-12,9.88476276397705
2001-02-13,9.985115051269531
2001-02-14,9.88476276397705
2001-02-15,10.235998153686523
2001-02-16,10.035296440124512
2001-02-20,10.235998153686523
2001-02-21,9.985115051269531
2001-02-22,10.235998153686523
2001-02-23,10.637406349182129
2001-02-26,10.33635139465332
2001-02-27,10.235998153686523
2001-02-28,9.88476276397705
2001-03-01,9.734231948852539
2001-03-02,9.684061050415039
2001-03-05,9.583703994750977
2001-03-06,9.684061050415039
2001-03-07,9.583703994750977
2001-03-08,9.633878707885742
2001-03-09,9.834580421447754
2001-03-12,9.684061050415039
2001-03-13,9.734231948852539
2001-03-14,9.583703994750977
2001-03-15,9.684061050415039
2001-03-16,9.671506881713867
2001-03-19,9.985115051269531
2001-03-20,10.035296440124512
2001-03-21,10.235998153686523
2001-03-22,9.985115051269531
2001-03-23,9.88476276397705
2001-03-26,9.734231948852539
2001-03-27,9.734231948852539
2001-03-28,9.633878707885742
2001-03-29,9.633878707885742
2001-03-30,9.583703994750977
2001-04-02,9.533525466918945
2001-04-03,9.282645225524902
2001-04-04,9.182286262512207
2001-04-05,9.282645225524902
2001-04-06,9.282645225524902
2001-04-09,9.264582633972168
2001-04-10,9.561625480651855
2001-04-11,9.393033981323242
2001-04-12,9.240497589111328
2001-04-16,9.192330360412598
2001-04-17,9.160212516784668
2001-04-18,9.21640682220459
2001-04-19,9.633878707885742
2001-04-20,9.248522758483887
2001-04-23,9.112044334411621
2001-04-24,9.25655460357666
2001-04-25,9.312746047973633
2001-04-26,9.585710525512695
2001-04-27,9.601792335510254
2001-04-30,9.698290824890137
2001-05-01,9.5294189453125
2001-05-02,9.658079147338867
2001-05-03,9.650044441223145
2001-05-04,9.85108757019043
2001-05-07,9.569625854492188
2001-05-08,9.328374862670898
2001-05-09,9.247958183288574
2001-05-10,9.167545318603516
2001-05-11,9.127331733703613
2001-05-14,8.966500282287598
2001-05-15,9.046920776367188
2001-05-16,9.320335388183594
2001-05-17,9.127331733703613
2001-05-18,9.087122917175293
2001-05-21,9.167545318603516
2001-05-22,9.143414497375488
2001-05-23,9.151459693908691
2001-05-24,9.440958976745605
2001-05-25,9.119291305541992
2001-05-29,9.006706237792969
2001-05-30,8.870003700256348
2001-05-31,8.65287971496582
2001-06-01,8.853917121887207
2001-06-04,9.022791862487793
2001-06-05,9.006706237792969
2001-06-06,9.006706237792969
2001-06-07,8.966500282287598
2001-06-08,8.974542617797852
2001-06-11,8.966500282287598
2001-06-12,9.006706237792969
2001-06-13,9.392709732055664
2001-06-14,9.867168426513672
2001-06-15,9.88325309753418
2001-06-18,9.843042373657227
2001-06-19,9.810879707336426
2001-06-20,10.156673431396484
2001-06-21,10.277297019958496
2001-06-22,10.02800464630127
2001-06-25,10.019962310791016
2001-06-26,10.132543563842773
2001-06-27,10.478341102600098
2001-06-28,10.631129264831543
2001-06-29,10.45421028137207
2001-07-02,10.381837844848633
2001-07-03,10.65526008605957
2001-07-05,10.71154499053955
2001-07-06,10.623091697692871
2001-07-09,10.65526008605957
2001-07-10,10.486380577087402
2001-07-11,10.494425773620605
2001-07-12,10.494425773620605
2001-07-13,10.494425773620605
2001-07-16,10.486380577087402
2001-07-17,10.53463363647461
2001-07-18,10.494425773620605
2001-07-19,10.615049362182617
2001-07-20,10.96083927154541
2001-07-23,10.759797096252441
2001-07-24,10.695463180541992
2001-07-25,10.71154499053955
2001-07-26,10.936718940734863
2001-07-27,10.96083927154541
2001-07-30,11.001113891601562
2001-07-31,10.872252464294434
2001-08-01,11.033329010009766
2001-08-02,10.952791213989258
2001-08-03,11.073590278625488
2001-08-06,11.476264953613281
2001-08-07,11.484317779541016
2001-08-08,11.476264953613281
2001-08-09,11.315196990966797
2001-08-10,11.299088478088379
2001-08-13,11.065533638000488
2001-08-14,11.017216682434082
2001-08-15,10.94473648071289
2001-08-16,11.27492904663086
2001-08-17,11.27492904663086
2001-08-20,11.27492904663086
2001-08-21,10.8803071975708
2001-08-22,10.791714668273926
2001-08-23,10.445417404174805
2001-08-24,10.227968215942383
2001-08-27,10.179648399353027
2001-08-28,10.147433280944824
2001-08-29,10.469573020935059
2001-08-30,10.348774909973145
2001-08-31,10.268239974975586
2001-09-04,10.107168197631836
2001-09-05,10.244080543518066
2001-09-06,10.509848594665527
2001-09-07,10.380988121032715
2001-09-10,10.20380973815918
2001-09-17,9.79307746887207
2001-09-18,9.704490661621094
2001-09-19,9.623956680297852
2001-09-20,9.430670738220215
2001-09-21,9.108528137207031
2001-09-24,10.018576622009277
2001-09-25,9.98636531829834
2001-09-26,9.543420791625977
2001-09-27,9.664225578308105
2001-09-28,9.575636863708496
2001-10-01,9.10047721862793
2001-10-02,9.172958374023438
2001-10-03,9.680331230163574
2001-10-04,9.712544441223145
2001-10-05,9.728647232055664
2001-10-08,9.543420791625977
2001-10-09,9.285710334777832
2001-10-10,9.623956680297852
2001-10-11,9.962203025817871
2001-10-12,9.849458694458008
2001-10-15,9.86556339263916
2001-10-16,10.034687042236328
2001-10-17,9.881668090820312
2001-10-18,9.86556339263916
2001-10-19,9.86556339263916
2001-10-22,10.163542747497559
2001-10-23,10.026632308959961
2001-10-24,10.091066360473633
2001-10-25,10.107168197631836
2001-10-26,10.058845520019531
2001-10-29,9.98636531829834
2001-10-30,10.083161354064941
2001-10-31,10.042830467224121
2001-11-01,10.252559661865234
2001-11-02,10.083161354064941
2001-11-05,10.13156509399414
2001-11-06,10.163826942443848
2001-11-07,10.171893119812012
2001-11-08,10.042830467224121
2001-11-09,10.042830467224121
2001-11-12,10.010564804077148
2001-11-13,10.083161354064941
2001-11-14,10.309027671813965
2001-11-15,10.28482723236084
2001-11-16,10.357428550720215
2001-11-19,10.486486434936523
2001-11-20,10.534891128540039
2001-11-21,10.40582275390625
2001-11-23,10.567158699035645
2001-11-26,10.526825904846191
2001-11-27,10.486486434936523
2001-11-28,11.01081371307373
2001-11-29,11.051153182983398
2001-11-30,11.212475776672363
2001-12-03,11.147945404052734
2001-12-04,11.131811141967773
2001-12-05,11.091480255126953
2001-12-06,11.212475776672363
2001-12-07,11.664203643798828
2001-12-10,11.333475112915039
2001-12-11,11.293143272399902
2001-12-12,11.454472541809082
2001-12-13,11.615801811218262
2001-12-14,11.922329902648926
2001-12-17,11.857802391052246
2001-12-18,11.817465782165527
2001-12-19,11.930400848388672
2001-12-20,11.857802391052246
2001-12-21,12.325657844543457
2001-12-24,12.180459976196289
2001-12-26,12.083661079406738
2001-12-27,12.228858947753906
2001-12-28,12.099796295166016
2001-12-31,12.019134521484375
2002-01-02,11.696468353271484
2002-01-03,11.922329902648926
2002-01-04,11.744869232177734
2002-01-07,11.631938934326172
2002-01-08,11.680336952209473
2002-01-09,11.978796005249023
2002-01-10,12.043327331542969
2002-01-11,11.978796005249023
2002-01-14,11.930400848388672
2002-01-15,11.930400848388672
2002-01-16,11.922329902648926
2002-01-17,11.986860275268555
2002-01-18,11.809399604797363
2002-01-22,11.736804008483887
2002-01-23,11.696468353271484
2002-01-24,11.696468353271484
2002-01-25,11.688399314880371
2002-01-28,11.801337242126465
2002-01-29,11.785199165344238
2002-01-30,12.031654357910156
2002-01-31,12.225584030151367
2002-02-01,11.86196231842041
2002-02-04,11.918526649475098
2002-02-05,11.942763328552246
2002-02-06,11.845803260803223
2002-02-07,11.958929061889648
2002-02-08,12.096291542053223
2002-02-11,11.813483238220215
2002-02-12,11.86196231842041
2002-02-13,11.942763328552246
2002-02-14,12.015486717224121
2002-02-15,11.87812614440918
2002-02-19,11.942763328552246
2002-02-20,12.274062156677246
2002-02-21,12.0397367477417
2002-02-22,12.063971519470215
2002-02-25,12.104373931884766
2002-02-26,12.015486717224121
2002-02-27,11.999326705932617
2002-02-28,9.75299072265625
2002-03-01,9.817636489868164
2002-03-04,10.245894432067871
2002-03-05,10.140849113464355
2002-03-06,10.092365264892578
2002-03-07,10.15700626373291
2002-03-08,10.577187538146973
2002-03-11,10.447896957397461
2002-03-12,10.262051582336426
2002-03-13,10.302457809448242
2002-03-14,10.512544631958008
2002-03-15,10.657995223999023
2002-03-18,10.633752822875977
2002-03-19,10.69839096069336
2002-03-20,10.819600105285645
2002-03-21,10.763033866882324
2002-03-22,10.706476211547852
2002-03-25,10.827676773071289
2002-03-26,10.860000610351562
2002-03-27,11.078170776367188
2002-03-28,10.908479690551758
2002-04-01,10.690308570861816
2002-04-02,10.649909973144531
2002-04-03,10.706476211547852
2002-04-04,10.706476211547852
2002-04-05,10.625673294067383
2002-04-08,10.504462242126465
2002-04-09,10.496376991271973
2002-04-10,10.431741714477539
2002-04-11,10.383260726928711
2002-04-12,10.46406078338623
2002-04-15,10.342857360839844
2002-04-16,10.383260726928711
2002-04-17,10.342857360839844
2002-04-18,10.197409629821777
2002-04-19,10.45598030090332
2002-04-22,10.488306999206543
2002-04-23,10.359018325805664
2002-04-24,10.46406078338623
2002-04-25,10.431741714477539
2002-04-26,10.407500267028809
2002-04-29,10.257723808288574
2002-04-30,10.541085243225098
2002-05-01,10.808259963989258
2002-05-02,10.994465827941895
2002-05-03,10.824442863464355
2002-05-06,10.654433250427246
2002-05-07,10.443933486938477
2002-05-08,10.516792297363281
2002-05-09,10.411551475524902
2002-05-10,9.820533752441406
2002-05-13,9.901494026184082
2002-05-14,10.087706565856934
2002-05-15,9.877202033996582
2002-05-16,9.666709899902344
2002-05-17,9.545271873474121
2002-05-20,9.512884140014648
2002-05-21,9.593844413757324
2002-05-22,9.440020561218262
2002-05-23,9.553361892700195
2002-05-24,9.60194206237793
2002-05-28,9.593844413757324
2002-05-29,9.61812973022461
2002-05-30,9.64241886138916
2002-05-31,9.63432502746582
2002-06-03,9.512884140014648
2002-06-04,9.480500221252441
2002-06-05,9.423827171325684
2002-06-06,8.986641883850098
2002-06-07,9.189040184020996
2002-06-10,9.350963592529297
2002-06-11,9.318577766418457
2002-06-12,9.148560523986816
2002-06-13,9.399534225463867
2002-06-14,9.197135925292969
2002-06-17,9.448112487792969
2002-06-18,9.593844413757324
2002-06-19,9.334772109985352
2002-06-20,9.2861967086792
2002-06-21,9.350963592529297
2002-06-24,9.63432502746582
2002-06-25,9.70718765258789
2002-06-26,9.553361892700195
2002-06-27,9.561461448669434
2002-06-28,9.747668266296387
2002-07-01,9.812434196472168
2002-07-02,9.310482025146484
2002-07-03,9.278096199035645
2002-07-05,9.310482025146484
2002-07-08,9.116178512573242
2002-07-09,9.197135925292969
2002-07-10,9.189040184020996
2002-07-11,8.905680656433105
2002-07-12,8.946159362792969
2002-07-15,8.849006652832031
2002-07-16,8.662796020507812
2002-07-17,8.622313499450684
2002-07-18,8.36324405670166
2002-07-19,8.096070289611816
2002-07-22,8.39562702178955
2002-07-23,8.079879760742188
2002-07-24,8.622313499450684
2002-07-25,8.881394386291504
2002-07-26,9.019021034240723
2002-07-29,9.958170890808105
2002-07-30,9.532259941101074
2002-07-31,9.28887939453125
2002-08-01,9.0049409866333
2002-08-02,8.777791023254395
2002-08-05,8.88325309753418
2002-08-06,9.370009422302246
2002-08-07,9.394347190856934
2002-08-08,9.75940990447998
2002-08-09,9.207754135131836
2002-08-12,9.329442024230957
2002-08-13,9.305109977722168
2002-08-14,9.653943061828613
2002-08-15,9.572819709777832
2002-08-16,9.645834922790527
2002-08-19,9.662057876586914
2002-08-20,9.507923126220703
2002-08-21,9.589043617248535
2002-08-22,9.499807357788086
2002-08-23,9.280766487121582
2002-08-26,9.483582496643066
2002-08-27,9.451131820678711
2002-08-28,9.410568237304688
2002-08-29,9.645834922790527
2002-08-30,9.832420349121094
2002-09-03,9.361894607543945
2002-09-04,9.73507308959961
2002-09-05,9.73507308959961
2002-09-06,9.937886238098145
2002-09-09,10.302947998046875
2002-09-10,10.465205192565918
2002-09-11,10.148811340332031
2002-09-12,9.864870071411133
2002-09-13,10.140701293945312
2002-09-16,10.181262016296387
2002-09-17,9.945996284484863
2002-09-18,10.0676851272583
2002-09-19,9.856760025024414
2002-09-20,9.937886238098145
2002-09-23,9.718846321105957
2002-09-24,9.921661376953125
2002-09-25,9.986562728881836
2002-09-26,9.743179321289062
2002-09-27,9.629607200622559
2002-09-30,9.370009422302246
2002-10-01,9.670170783996582
2002-10-02,9.345671653747559
2002-10-03,9.28887939453125
2002-10-04,9.150967597961426
2002-10-07,8.656102180480957
2002-10-08,8.680439949035645
2002-10-09,8.039548873901367
2002-10-10,8.534414291381836
2002-10-11,8.534414291381836
2002-10-14,8.59931755065918
2002-10-15,9.159079551696777
2002-10-16,8.566866874694824
2002-10-17,8.810237884521484
2002-10-18,9.12663459777832
2002-10-21,9.548483848571777
2002-10-22,9.094182014465332
2002-10-23,9.353782653808594
2002-10-24,9.296992301940918
2002-10-25,9.321328163146973
2002-10-28,9.296992301940918
2002-10-29,9.580937385559082
2002-10-30,9.471183776855469
2002-10-31,9.519962310791016
2002-11-01,9.68255615234375
2002-11-04,9.650036811828613
2002-11-05,9.21102523803711
2002-11-06,9.186640739440918
2002-11-07,9.292323112487793
2002-11-08,9.33298110961914
2002-11-11,9.032175064086914
2002-11-12,9.080952644348145
2002-11-13,9.243546485900879
2002-11-14,9.609386444091797
2002-11-15,9.731334686279297
2002-11-18,9.39801025390625
2002-11-19,9.463048934936523
2002-11-20,9.861407279968262
2002-11-21,9.975228309631348
2002-11-22,10.040266990661621
2002-11-25,10.137825965881348
2002-11-26,10.072779655456543
2002-11-27,10.227249145507812
2002-11-29,9.861407279968262
2002-12-02,9.910192489624023
2002-12-03,9.89393138885498
2002-12-04,10.243513107299805
2002-12-05,10.170341491699219
2002-12-06,10.349198341369629
2002-12-09,9.983362197875977
2002-12-10,10.511791229248047
2002-12-11,10.690650939941406
2002-12-12,10.406102180480957
2002-12-13,10.056528091430664
2002-12-16,10.82072639465332
2002-12-17,10.79633617401123
2002-12-18,10.162209510803223
2002-12-19,10.438624382019043
2002-12-20,10.49553108215332
2002-12-23,10.471144676208496
2002-12-24,10.178470611572266
2002-12-26,10.064656257629395
2002-12-27,10.162209510803223
2002-12-30,10.105302810668945
2002-12-31,9.9264497756958
2003-01-02,10.414237022399902
2003-01-03,10.25976848602295
2003-01-06,10.479275703430176
2003-01-07,10.186602592468262
2003-01-08,9.975228309631348
