Date,C
2000-11-06,287.04119873046875
2000-11-07,286.387451171875
2000-11-08,277.56036376953125
2000-11-09,275.5987854003906
2000-11-10,269.38726806640625
2000-11-13,264.1563720703125
2000-11-14,265.46417236328125
2000-11-15,262.5218505859375
2000-11-16,270.36798095703125
2000-11-17,267.34393310546875
2000-11-20,258.2717590332031
2000-11-21,256.9639892578125
2000-11-22,246.17544555664062
2000-11-24,247.4833221435547
2000-11-27,248.13705444335938
2000-11-28,249.1178741455078
2000-11-29,258.5987243652344
2000-11-30,260.5602722167969
2000-12-01,255.9832000732422
2000-12-04,250.09881591796875
2000-12-05,265.46417236328125
2000-12-06,260.2332458496094
2000-12-07,260.2332458496094
2000-12-08,269.38726806640625
2000-12-11,276.57965087890625
2000-12-12,275.27197265625
2000-12-13,277.2334899902344
2000-12-14,265.46417236328125
2000-12-15,251.40640258789062
2000-12-18,258.2717590332031
2000-12-19,262.8487243652344
2000-12-20,251.07928466796875
2000-12-21,255.00253295898438
2000-12-22,261.8679504394531
2000-12-26,266.4447937011719
2000-12-27,266.1179504394531
2000-12-28,268.07952880859375
2000-12-29,267.09881591796875
2001-01-02,264.1563720703125
2001-01-03,287.3682556152344
2001-01-04,291.2912292480469
2001-01-05,280.829833984375
2001-01-08,279.1950378417969
2001-01-09,272.9835205078125
2001-01-10,282.1373596191406
2001-01-11,287.69525146484375
2001-01-12,277.88739013671875
2001-01-16,286.0605163574219
2001-01-17,281.48345947265625
2001-01-18,283.7720947265625
2001-01-19,284.42584228515625
2001-01-22,281.8103942871094
2001-01-23,287.04119873046875
2001-01-24,291.9451599121094
2001-01-25,289.32989501953125
2001-01-26,288.67596435546875
2001-01-29,293.9720458984375
2001-01-30,293.9720458984375
2001-01-31,292.7690734863281
2001-02-01,294.2373352050781
2001-02-02,290.8288269042969
2001-02-05,295.2337341308594
2001-02-06,289.0982360839844
2001-02-07,285.0602722167969
2001-02-08,283.6970520019531
2001-02-09,283.4348449707031
2001-02-12,290.77642822265625
2001-02-13,286.2665710449219
2001-02-14,281.33721923828125
2001-02-15,283.5397033691406
2001-02-16,283.172607421875
2001-02-20,268.4896240234375
2001-02-21,253.28221130371094
2001-02-22,254.85536193847656
2001-02-23,252.75784301757812
2001-02-26,263.7700500488281
2001-02-27,261.1481018066406
2001-02-28,257.89678955078125
2001-03-01,255.1176300048828
2001-03-02,251.70896911621094
2001-03-05,253.0201416015625
2001-03-06,255.0125732421875
2001-03-07,264.556640625
2001-03-08,266.1298522949219
2001-03-09,257.6346435546875
2001-03-12,246.98948669433594
2001-03-13,253.75408935546875
2001-03-14,235.452880859375
2001-03-15,243.3188018798828
2001-03-16,238.59921264648438
2001-03-19,242.79441833496094
2001-03-20,232.30648803710938
2001-03-21,221.55645751953125
2001-03-22,212.90379333496094
2001-03-23,224.70274353027344
2001-03-26,231.7821044921875
2001-03-27,243.58091735839844
2001-03-28,236.5015869140625
2001-03-29,234.4039306640625
2001-03-30,235.872314453125
2001-04-02,241.58827209472656
2001-04-03,229.16004943847656
2001-04-04,223.91610717773438
2001-04-05,235.9772186279297
2001-04-06,224.17828369140625
2001-04-09,224.59783935546875
2001-04-10,238.07479858398438
2001-04-11,243.00404357910156
2001-04-12,248.03814697265625
2001-04-16,246.20289611816406
2001-04-17,251.2895050048828
2001-04-18,262.4591064453125
2001-04-19,263.7700500488281
2001-04-20,259.1553649902344
2001-04-23,254.27845764160156
2001-04-24,255.37979125976562
2001-04-25,258.52618408203125
2001-04-26,259.6273498535156
2001-04-27,266.9687805175781
2001-04-30,257.739501953125
2001-05-01,264.29443359375
2001-05-02,265.34326171875
2001-05-03,268.18280029296875
2001-05-04,267.0259704589844
2001-05-07,266.34228515625
2001-05-08,261.8727111816406
2001-05-09,260.0321350097656
2001-05-10,260.8208312988281
2001-05-11,259.0330505371094
2001-05-14,263.45013427734375
2001-05-15,265.8164367675781
2001-05-16,272.337158203125
2001-05-17,266.5527648925781
2001-05-18,267.4466857910156
2001-05-21,271.1275939941406
2001-05-22,276.3333740234375
2001-05-23,273.49383544921875
2001-05-24,276.4386291503906
2001-05-25,272.70501708984375
2001-05-29,271.3378601074219
2001-05-30,267.0259704589844
2001-05-31,269.49737548828125
2001-06-01,272.3896179199219
2001-06-04,274.9136047363281
2001-06-05,276.4386291503906
2001-06-06,272.70501708984375
2001-06-07,270.4439697265625
2001-06-08,267.9198303222656
2001-06-11,265.0278015136719
2001-06-12,264.9224853515625
2001-06-13,262.345947265625
2001-06-14,255.61512756347656
2001-06-15,259.243408203125
2001-06-18,261.820068359375
2001-06-19,266.8682861328125
2001-06-20,266.34228515625
2001-06-21,281.5920104980469
2001-06-22,280.8033142089844
2001-06-25,276.3333740234375
2001-06-26,274.2301025390625
2001-06-27,271.86376953125
2001-06-28,276.59661865234375
2001-06-29,277.8585205078125
2001-07-02,281.2239074707031
2001-07-03,278.9627685546875
2001-07-05,274.9136047363281
2001-07-06,267.0784912109375
2001-07-09,267.1310729980469
2001-07-10,258.2968444824219
2001-07-11,250.30393981933594
2001-07-12,256.0883483886719
2001-07-13,256.9296569824219
2001-07-16,258.4546813964844
2001-07-17,266.6578674316406
2001-07-18,266.1846008300781
2001-07-19,263.71319580078125
2001-07-20,265.86920166015625
2001-07-23,264.0812072753906
2001-07-24,257.508056640625
2001-07-25,259.5063171386719
2001-07-26,262.9244079589844
2001-07-27,263.1872863769531
2001-07-30,261.0313415527344
2001-07-31,264.0286865234375
2001-08-01,266.2897033691406
2001-08-02,269.2967224121094
2001-08-03,269.7185974121094
2001-08-06,265.86767578125
2001-08-07,267.9778137207031
2001-08-08,261.64764404296875
2001-08-09,260.6452941894531
2001-08-10,261.8586730957031
2001-08-13,259.1682434082031
2001-08-14,257.1638488769531
2001-08-15,256.3724670410156
2001-08-16,252.5743408203125
2001-08-17,245.82211303710938
2001-08-20,250.0424041748047
2001-08-21,247.4047393798828
2001-08-22,247.9322509765625
2001-08-23,246.82444763183594
2001-08-24,254.79002380371094
2001-08-27,253.20730590820312
2001-08-28,248.19581604003906
2001-08-29,245.03091430664062
2001-08-30,240.17771911621094
2001-08-31,241.6020965576172
2001-09-04,243.50106811523438
2001-09-05,240.44151306152344
2001-09-06,232.37066650390625
2001-09-07,229.04718017578125
2001-09-10,223.93031311035156
2001-09-17,208.8961181640625
2001-09-18,207.52452087402344
2001-09-19,202.8296661376953
2001-09-20,191.8046112060547
2001-09-21,191.8046112060547
2001-09-24,205.73095703125
2001-09-25,205.94210815429688
2001-09-26,207.36630249023438
2001-09-27,210.32049560546875
2001-09-28,213.6437225341797
2001-10-01,220.23779296875
2001-10-02,222.87525939941406
2001-10-03,229.3636932373047
2001-10-04,230.10227966308594
2001-10-05,227.3592071533203
2001-10-08,223.77207946777344
2001-10-09,225.24908447265625
2001-10-10,233.74200439453125
2001-10-11,241.33819580078125
2001-10-12,237.69851684570312
2001-10-15,236.32705688476562
2001-10-16,243.13169860839844
2001-10-17,245.61119079589844
2001-10-18,245.2947540283203
2001-10-19,241.86590576171875
2001-10-22,247.98501586914062
2001-10-23,249.19825744628906
2001-10-24,247.6156768798828
2001-10-25,253.73477172851562
2001-10-26,256.2669677734375
2001-10-29,244.76719665527344
2001-10-30,240.28329467773438
2001-10-31,240.1250762939453
2001-11-01,244.8363800048828
2001-11-02,248.4363555908203
2001-11-05,250.2362060546875
2001-11-06,251.718505859375
2001-11-07,254.62991333007812
2001-11-08,256.74737548828125
2001-11-09,255.6887969970703
2001-11-12,255.1593017578125
2001-11-13,264.4234313964844
2001-11-14,267.0702819824219
2001-11-15,265.16455078125
2001-11-16,258.3355712890625
2001-11-19,262.5705261230469
2001-11-20,262.3058776855469
2001-11-21,258.8648986816406
2001-11-23,264.3705139160156
2001-11-26,268.97601318359375
2001-11-27,267.5995788574219
2001-11-28,253.04177856445312
2001-11-29,256.0063781738281
2001-11-30,253.5712432861328
2001-12-03,248.33042907714844
2001-12-04,253.20066833496094
2001-12-05,259.39422607421875
2001-12-06,262.5705261230469
2001-12-07,260.5059509277344
2001-12-10,253.67698669433594
2001-12-11,257.32965087890625
2001-12-12,254.89453125
2001-12-13,251.18898010253906
2001-12-14,247.16575622558594
2001-12-17,250.7654571533203
2001-12-18,254.62991333007812
2001-12-19,264.6880798339844
2001-12-20,263.1529846191406
2001-12-21,265.4820556640625
2001-12-24,264.5291748046875
2001-12-26,265.8526611328125
2001-12-27,268.60546875
2001-12-28,270.987548828125
2001-12-31,267.2290954589844
2002-01-02,270.03472900390625
2002-01-03,270.2465515136719
2002-01-04,275.27569580078125
2002-01-07,272.0462646484375
2002-01-08,262.0411682128906
2002-01-09,263.576416015625
2002-01-10,263.8940124511719
2002-01-11,259.7648620605469
2002-01-14,258.759033203125
2002-01-15,263.20587158203125
2002-01-16,258.65313720703125
2002-01-17,264.15869140625
2002-01-18,264.47625732421875
2002-01-22,260.4530944824219
2002-01-23,262.0411682128906
2002-01-24,264.15869140625
2002-01-25,262.6763916015625
2002-01-28,261.0353698730469
2002-01-29,247.27157592773438
2002-01-30,251.4536895751953
2002-01-31,251.7723846435547
2002-02-01,246.9387664794922
2002-02-04,235.30633544921875
2002-02-05,237.96217346191406
2002-02-06,233.712890625
2002-02-07,234.4563446044922
2002-02-08,241.62709045410156
2002-02-11,243.4329833984375
2002-02-12,239.82115173339844
2002-02-13,240.8836212158203
2002-02-14,241.94583129882812
2002-02-15,234.40321350097656
2002-02-19,224.25796508789062
2002-02-20,231.16311645507812
2002-02-21,227.3387908935547
2002-02-22,225.21408081054688
2002-02-25,232.59730529785156
2002-02-26,232.65042114257812
2002-02-27,234.98764038085938
2002-02-28,240.35232543945312
2002-03-01,243.27383422851562
2002-03-04,252.88778686523438
2002-03-05,253.36593627929688
2002-03-06,258.677490234375
2002-03-07,258.78387451171875
2002-03-08,259.5805358886719
2002-03-11,259.7398376464844
2002-03-12,262.0238342285156
2002-03-13,257.0308532714844
2002-03-14,259.26177978515625
2002-03-15,263.9360656738281
2002-03-18,263.19256591796875
2002-03-19,265.0514831542969
2002-03-20,261.5989685058594
2002-03-21,263.45794677734375
2002-03-22,264.7328186035156
2002-03-25,258.4120178222656
2002-03-26,261.0677490234375
2002-03-27,265.5827331542969
2002-03-28,263.0331115722656
2002-04-01,262.6612243652344
2002-04-02,262.6612243652344
2002-04-03,259.04931640625
2002-04-04,258.4120178222656
2002-04-05,258.51837158203125
2002-04-08,258.1463623046875
2002-04-09,259.4211120605469
2002-04-10,258.3056945800781
2002-04-11,248.37295532226562
2002-04-12,250.17886352539062
2002-04-15,243.91119384765625
2002-04-16,255.54373168945312
2002-04-17,252.94091796875
2002-04-18,249.91323852539062
2002-04-19,247.1513214111328
2002-04-22,241.4146270751953
2002-04-23,241.6802520751953
2002-04-24,237.43093872070312
2002-04-25,234.50946044921875
2002-04-26,228.666748046875
2002-04-29,227.76361083984375
2002-04-30,229.99464416503906
2002-05-01,233.50027465820312
2002-05-02,239.74050903320312
2002-05-03,236.22039794921875
2002-05-06,226.30010986328125
2002-05-07,224.8067169189453
2002-05-08,238.78054809570312
2002-05-09,236.43380737304688
2002-05-10,230.94027709960938
2002-05-13,235.95372009277344
2002-05-14,242.14048767089844
2002-05-15,244.06065368652344
2002-05-16,247.20733642578125
2002-05-17,249.5007781982422
2002-05-20,244.54058837890625
2002-05-21,241.3938446044922
2002-05-22,240.0071258544922
2002-05-23,241.8204345703125
2002-05-24,239.04708862304688
2002-05-28,234.56700134277344
2002-05-29,232.0069122314453
2002-05-30,231.153564453125
2002-05-31,230.3001708984375
2002-06-03,226.14013671875
2002-06-04,223.95339965820312
2002-06-05,225.82000732421875
2002-06-06,224.00668334960938
2002-06-07,218.67315673828125
2002-06-10,222.40664672851562
2002-06-11,217.12649536132812
2002-06-12,219.73985290527344
2002-06-13,214.2997283935547
2002-06-14,214.4063720703125
2002-06-17,228.43345642089844
2002-06-18,229.71348571777344
2002-06-19,224.32666015625
2002-06-20,215.95310974121094
2002-06-21,212.2729034423828
2002-06-24,211.15289306640625
2002-06-25,208.64613342285156
2002-06-26,197.33920288085938
2002-06-27,208.8595733642578
2002-06-28,206.6727752685547
2002-07-01,205.2860565185547
2002-07-02,199.89932250976562
2002-07-03,197.39254760742188
2002-07-05,210.93968200683594
2002-07-08,205.17945861816406
2002-07-09,200.37936401367188
2002-07-10,194.93907165527344
2002-07-11,196.80584716796875
2002-07-12,193.8725128173828
2002-07-15,197.01925659179688
2002-07-16,193.07244873046875
2002-07-17,196.96591186523438
2002-07-18,196.80584716796875
2002-07-19,192.005859375
2002-07-22,170.88504028320312
2002-07-23,144.0043487548828
2002-07-24,157.81809997558594
2002-07-25,158.13800048828125
2002-07-26,163.9516143798828
2002-07-29,177.65872192382812
2002-07-30,181.07205200195312
2002-07-31,178.8852996826172
2002-08-01,173.2012481689453
2002-08-02,165.58694458007812
2002-08-05,153.6291046142578
2002-08-06,163.0129852294922
2002-08-07,169.0187225341797
2002-08-08,181.78099060058594
2002-08-09,183.97940063476562
2002-08-12,182.7462158203125
2002-08-13,177.49119567871094
2002-08-14,188.9663848876953
2002-08-15,192.1837615966797
2002-08-16,187.14317321777344
2002-08-19,194.9185791015625
2002-08-20,191.9156494140625
2002-08-21,197.5221710205078
2002-08-22,202.29483032226562
2002-08-23,195.50955200195312
2002-08-26,197.8096160888672
2002-08-27,196.65968322753906
2002-08-28,190.62185668945312
2002-08-29,188.72425842285156
2002-08-30,188.32176208496094
2002-09-03,169.0008087158203
2002-09-04,174.23350524902344
2002-09-05,168.48326110839844
2002-09-06,174.11851501464844
2002-09-09,178.6613006591797
2002-09-10,177.51124572753906
2002-09-11,173.3134002685547
2002-09-12,167.62071228027344
2002-09-13,168.94332885742188
2002-09-16,171.8184356689453
2002-09-17,171.35838317871094
2002-09-18,167.39073181152344
2002-09-19,158.9953155517578
2002-09-20,154.27999877929688
2002-09-23,158.5352783203125
2002-09-24,156.4076690673828
2002-09-25,161.46792602539062
2002-09-26,169.6908416748047
2002-09-27,166.8731689453125
2002-09-30,170.49583435058594
2002-10-01,178.2587127685547
2002-10-02,170.20835876464844
2002-10-03,163.9405059814453
2002-10-04,160.89288330078125
2002-10-07,153.70504760742188
2002-10-08,160.08778381347656
2002-10-09,154.62506103515625
2002-10-10,164.2855224609375
2002-10-11,174.80845642089844
2002-10-14,174.2910614013672
2002-10-15,196.31460571289062
2002-10-16,194.64706420898438
2002-10-17,205.5725860595703
2002-10-18,201.14479064941406
2002-10-21,204.25003051757812
2002-10-22,204.3074188232422
2002-10-23,204.0773468017578
2002-10-24,199.3622589111328
2002-10-25,205.28509521484375
2002-10-28,208.73519897460938
2002-10-29,209.88525390625
2002-10-30,213.22044372558594
2002-10-31,213.5093536376953
2002-11-01,217.55419921875
2002-11-04,217.26527404785156
2002-11-05,219.63438415527344
2002-11-06,218.94094848632812
2002-11-07,210.62017822265625
2002-11-08,213.04705810546875
2002-11-11,206.28646850585938
2002-11-12,210.27342224121094
2002-11-13,202.2415771484375
2002-11-14,208.82882690429688
2002-11-15,213.22044372558594
2002-11-18,206.97984313964844
2002-11-19,210.56234741210938
2002-11-20,218.36318969726562
2002-11-21,225.0082244873047
2002-11-22,222.69696044921875
2002-11-25,223.33261108398438
2002-11-26,214.72279357910156
2002-11-27,225.18165588378906
2002-11-29,224.6614532470703
2002-12-02,222.5814208984375
2002-12-03,218.70986938476562
2002-12-04,218.70986938476562
2002-12-05,214.60720825195312
2002-12-06,217.03407287597656
2002-12-09,208.88673400878906
2002-12-10,212.58482360839844
2002-12-11,209.52227783203125
2002-12-12,211.60244750976562
2002-12-13,208.02000427246094
2002-12-16,216.5718231201172
2002-12-17,214.54949951171875
2002-12-18,214.6649627685547
2002-12-19,213.79823303222656
2002-12-20,220.3855743408203
2002-12-23,217.72756958007812
2002-12-24,210.90914916992188
2002-12-26,208.13551330566406
2002-12-27,203.22389221191406
2002-12-30,203.68624877929688
2002-12-31,203.33949279785156
2003-01-02,210.04237365722656
2003-01-03,208.65553283691406
2003-01-06,215.58950805664062
2003-01-07,213.68267822265625
2003-01-08,212.00694274902344
2003-01-09,213.97166442871094
2003-01-10,216.4562225341797
2003-01-13,214.0294189453125
2003-01-14,219.17213439941406
2003-01-15,216.39852905273438
2003-01-16,214.43382263183594
2003-01-17,212.6426544189453
2003-01-21,208.82882690429688
2003-01-22,207.44216918945312
2003-01-23,214.60720825195312
2003-01-24,206.8065185546875
2003-01-27,202.76162719726562
2003-01-28,204.8995819091797
2003-01-29,205.4197235107422
2003-01-30,198.7370147705078
2003-01-31,199.60861206054688
2003-02-03,201.35203552246094
2003-02-04,195.4828643798828
2003-02-05,195.54098510742188
2003-02-06,192.6354522705078
2003-02-07,191.2407989501953
2003-02-10,191.1245880126953
2003-02-11,186.24334716796875
2003-02-12,182.5823516845703
2003-02-13,185.02293395996094
2003-02-14,189.09072875976562
2003-02-18,193.15841674804688
2003-02-19,193.8557586669922
2003-02-20,190.95025634765625
2003-02-21,192.926025390625
2003-02-24,188.45152282714844
2003-02-25,191.1245880126953
2003-02-26,187.46363830566406
2003-02-27,190.95025634765625
2003-02-28,193.73951721191406
2003-03-03,192.0543670654297
2003-03-04,188.10292053222656
2003-03-05,192.75160217285156
2003-03-06,190.5434112548828
2003-03-07,192.69354248046875
2003-03-10,187.11497497558594
2003-03-11,183.3378143310547
2003-03-12,183.97705078125
2003-03-13,194.03004455566406
2003-03-14,196.12203979492188
2003-03-17,198.7370147705078
2003-03-18,201.81687927246094
2003-03-19,206.05892944335938
2003-03-20,208.208984375
2003-03-21,216.170166015625
2003-03-24,207.45358276367188
2003-03-25,208.61570739746094
2003-03-26,208.55767822265625
2003-03-27,208.61570739746094
2003-03-28,206.00082397460938
2003-03-31,200.1898651123047
2003-04-01,206.8724365234375
2003-04-02,215.24032592773438
2003-04-03,212.2185821533203
2003-04-04,216.34445190429688
2003-04-07,216.2862548828125
2003-04-08,218.55262756347656
2003-04-09,215.24032592773438
2003-04-10,214.71742248535156
2003-04-11,217.041748046875
2003-04-14,223.3176727294922
2003-04-15,228.0827178955078
2003-04-16,222.32969665527344
2003-04-17,226.8623504638672
2003-04-21,224.88673400878906
2003-04-22,232.09222412109375
2003-04-23,234.12608337402344
2003-04-24,227.5015869140625
2003-04-25,223.43385314941406
2003-04-28,228.14093017578125
2003-04-29,227.21107482910156
2003-04-30,228.0827178955078
2003-05-01,227.7906036376953
2003-05-02,231.87918090820312
2003-05-05,230.88619995117188
2003-05-06,233.3394012451172
2003-05-07,233.74827575683594
2003-05-08,229.0172882080078
2003-05-09,228.0826873779297
2003-05-12,230.06851196289062
2003-05-13,229.36761474609375
2003-05-14,227.2064666748047
2003-05-15,230.41905212402344
2003-05-16,228.66688537597656
2003-05-19,223.29319763183594
2003-05-20,224.98712158203125
2003-05-21,226.9730224609375
2003-05-22,226.15521240234375
2003-05-23,228.31634521484375
2003-05-27,234.68283081054688
2003-05-28,240.28988647460938
2003-05-29,238.1287841796875
2003-05-30,239.58897399902344
2003-06-02,241.6332550048828
2003-06-03,246.77313232421875
2003-06-04,251.2705841064453
2003-06-05,254.0741729736328
2003-06-06,255.18389892578125
2003-06-09,250.33607482910156
2003-06-10,252.32205200195312
2003-06-11,257.5202331542969
2003-06-12,257.4034729003906
2003-06-13,257.57867431640625
2003-06-16,264.2371826171875
2003-06-17,266.10614013671875
2003-06-18,262.3096923828125
2003-06-19,255.76808166503906
2003-06-20,257.28668212890625
2003-06-23,251.73788452148438
2003-06-24,253.19808959960938
2003-06-25,251.4459228515625
2003-06-26,255.35923767089844
2003-06-27,251.2122039794922
2003-06-30,249.98574829101562
2003-07-01,255.8848419189453
2003-07-02,259.3308410644531
2003-07-03,256.29376220703125
2003-07-07,262.4849548339844
2003-07-08,264.9964599609375
2003-07-09,268.61767578125
2003-07-10,264.00347900390625
2003-07-11,269.5522766113281
2003-07-14,275.21795654296875
2003-07-15,273.52392578125
2003-07-16,265.87249755859375
2003-07-17,261.78399658203125
2003-07-18,267.1575012207031
2003-07-21,262.543212890625
2003-07-22,265.46368408203125
2003-07-23,266.57354736328125
2003-07-24,262.0760803222656
2003-07-25,267.0991516113281
2003-07-28,267.5080871582031
2003-07-29,265.4053039550781
2003-07-30,264.1787414550781
2003-07-31,263.7077941894531
2003-08-01,255.76136779785156
2003-08-04,258.2335205078125
2003-08-05,253.52444458007812
2003-08-06,256.1733703613281
2003-08-07,259.5874328613281
2003-08-08,261.3533020019531
2003-08-11,262.23626708984375
2003-08-12,266.00360107421875
2003-08-13,264.7084655761719
2003-08-14,265.6503601074219
2003-08-15,264.2964782714844
2003-08-18,262.82489013671875
2003-08-19,261.412109375
2003-08-20,259.9405517578125
2003-08-21,258.4689025878906
2003-08-22,253.70111083984375
2003-08-25,252.64154052734375
2003-08-26,254.93716430664062
2003-08-27,252.87701416015625
2003-08-28,253.6420440673828
2003-08-29,255.1726837158203
2003-09-02,260.05841064453125
2003-09-03,261.9419250488281
2003-09-04,261.412109375
2003-09-05,261.00006103515625
2003-09-08,262.05975341796875
2003-09-09,260.6469421386719
2003-09-10,258.70452880859375
2003-09-11,260.2349548339844
2003-09-12,260.76458740234375
2003-09-15,259.9405517578125
2003-09-16,263.1191711425781
2003-09-17,264.531982421875
2003-09-18,274.5976257324219
2003-09-19,276.5989990234375
2003-09-22,273.0082702636719
2003-09-23,277.65850830078125
2003-09-24,273.8912658691406
2003-09-25,270.59478759765625
