Date,ZBH
2001-07-25,25.57785987854004
2001-07-26,24.151140213012695
2001-07-27,24.408979415893555
2001-07-30,24.460552215576172
2001-07-31,24.580883026123047
2001-08-01,25.354400634765625
2001-08-02,24.623851776123047
2001-08-03,24.06519317626953
2001-08-06,23.858919143676758
2001-08-07,25.73256492614746
2001-08-08,24.658226013183594
2001-08-09,24.374608993530273
2001-08-10,24.06519317626953
2001-08-13,23.463560104370117
2001-08-14,23.807353973388672
2001-08-15,24.133953094482422
2001-08-16,24.151140213012695
2001-08-17,24.06519317626953
2001-08-20,23.377614974975586
2001-08-21,23.49795150756836
2001-08-22,23.429183959960938
2001-08-23,22.99085807800293
2001-08-24,22.93928337097168
2001-08-27,22.913494110107422
2001-08-28,22.36343765258789
2001-08-29,22.690038681030273
2001-08-30,23.162752151489258
2001-08-31,23.377614974975586
2001-09-04,23.876110076904297
2001-09-05,23.76437759399414
2001-09-06,23.41199493408203
2001-09-07,22.913494110107422
2001-09-10,22.72441864013672
2001-09-17,21.701644897460938
2001-09-18,21.572725296020508
2001-09-19,21.50396728515625
2001-09-20,22.131380081176758
2001-09-21,22.21733283996582
2001-09-24,22.94788360595703
2001-09-25,22.604093551635742
2001-09-26,23.03382110595703
2001-09-27,23.205724716186523
2001-09-28,23.850324630737305
2001-10-01,24.15973663330078
2001-10-02,24.537904739379883
2001-10-03,24.75276756286621
2001-10-04,24.804338455200195
2001-10-05,24.96763801574707
2001-10-08,24.684011459350586
2001-10-09,24.6754150390625
2001-10-10,24.933256149291992
2001-10-11,25.28563690185547
2001-10-12,25.629432678222656
2001-10-15,25.586448669433594
2001-10-16,25.741167068481445
2001-10-17,25.758358001708984
2001-10-18,24.769960403442383
2001-10-19,25.251258850097656
2001-10-22,25.569271087646484
2001-10-23,25.603649139404297
2001-10-24,25.741167068481445
2001-10-25,25.431751251220703
2001-10-26,24.933256149291992
2001-10-29,25.096559524536133
2001-10-30,25.870084762573242
2001-10-31,26.566259384155273
2001-11-01,26.99599266052246
2001-11-02,27.245235443115234
2001-11-05,26.660799026489258
2001-11-06,27.322595596313477
2001-11-07,27.305402755737305
2001-11-08,26.299821853637695
2001-11-09,25.792728424072266
2001-11-12,25.766952514648438
2001-11-13,26.007598876953125
2001-11-14,26.557655334472656
2001-11-15,25.801326751708984
2001-11-16,25.852890014648438
2001-11-19,25.741167068481445
2001-11-20,25.990407943725586
2001-11-21,26.299821853637695
2001-11-23,26.471715927124023
2001-11-26,28.147682189941406
2001-11-27,27.992982864379883
2001-11-28,27.975793838500977
2001-11-29,28.018766403198242
2001-11-30,27.72654151916504
2001-12-03,27.67497444152832
2001-12-04,28.018766403198242
2001-12-05,28.087520599365234
2001-12-06,28.23362922668457
2001-12-07,26.98740005493164
2001-12-10,26.927234649658203
2001-12-11,26.076364517211914
2001-12-12,25.73256492614746
2001-12-13,26.299821853637695
2001-12-14,26.566259384155273
2001-12-17,25.998998641967773
2001-12-18,26.041973114013672
2001-12-19,26.274036407470703
2001-12-20,25.809921264648438
2001-12-21,26.067766189575195
2001-12-24,25.612241744995117
2001-12-26,25.638023376464844
2001-12-27,25.66381072998047
2001-12-28,25.569271087646484
2001-12-31,26.248254776000977
2002-01-02,25.981813430786133
2002-01-03,25.818510055541992
2002-01-04,25.397371292114258
2002-01-07,25.397371292114258
2002-01-08,26.213871002197266
2002-01-09,26.38576889038086
2002-01-10,26.265430450439453
2002-01-11,25.723966598510742
2002-01-14,27.339786529541016
2002-01-15,26.858478546142578
2002-01-16,26.918642044067383
2002-01-17,27.331188201904297
2002-01-18,26.8240966796875
2002-01-22,26.686582565307617
2002-01-23,27.271020889282227
2002-01-24,27.631999969482422
2002-01-25,27.589035034179688
2002-01-28,27.631999969482422
2002-01-29,28.018766403198242
2002-01-30,28.25082015991211
2002-01-31,27.958595275878906
2002-02-01,27.846860885620117
2002-02-04,27.76951026916504
2002-02-05,28.27660369873047
2002-02-06,28.878238677978516
2002-02-07,29.290775299072266
2002-02-08,29.2477970123291
2002-02-11,29.65175437927246
2002-02-12,29.746288299560547
2002-02-13,29.60878562927246
2002-02-14,29.82364845275879
2002-02-15,29.909595489501953
2002-02-19,30.081491470336914
2002-02-20,30.494037628173828
2002-02-21,30.296367645263672
2002-02-22,30.158855438232422
2002-02-25,30.14165687561035
2002-02-26,30.665924072265625
2002-02-27,30.85502052307129
2002-02-28,30.734704971313477
2002-03-01,30.769052505493164
2002-03-04,31.250377655029297
2002-03-05,29.97836685180664
2002-03-06,29.41109848022461
2002-03-07,28.577409744262695
2002-03-08,28.998552322387695
2002-03-11,29.65175437927246
2002-03-12,29.574403762817383
2002-03-13,29.565811157226562
2002-03-14,29.643159866333008
2002-03-15,30.562793731689453
2002-03-18,29.94397735595703
2002-03-19,30.23619270324707
2002-03-20,30.45966911315918
2002-03-21,30.657339096069336
2002-03-22,29.359529495239258
2002-03-25,28.319578170776367
2002-03-26,29.12746810913086
2002-03-27,29.058732986450195
2002-03-28,29.264999389648438
2002-04-01,29.350934982299805
2002-04-02,29.067306518554688
2002-04-03,28.989961624145508
2002-04-04,28.998552322387695
2002-04-05,28.620397567749023
2002-04-08,29.050128936767578
2002-04-09,29.101694107055664
2002-04-10,28.878238677978516
2002-04-11,28.35395050048828
2002-04-12,28.878238677978516
2002-04-15,28.491472244262695
2002-04-16,27.95000457763672
2002-04-17,27.49448585510254
2002-04-18,27.17647933959961
2002-04-19,27.38275718688965
2002-04-22,27.735139846801758
2002-04-23,27.417129516601562
2002-04-24,26.557655334472656
2002-04-25,28.878238677978516
2002-04-26,29.13606834411621
2002-04-29,28.543039321899414
2002-04-30,29.832252502441406
2002-05-01,30.253395080566406
2002-05-02,30.614362716674805
