Date,DE
2000-01-03,12.91479206085205
2000-01-04,12.895967483520508
2000-01-05,13.197186470031738
2000-01-06,13.874926567077637
2000-01-07,13.856096267700195
2000-01-10,14.138495445251465
2000-01-11,14.138495445251465
2000-01-12,13.874926567077637
2000-01-13,13.93140983581543
2000-01-14,14.496193885803223
2000-01-18,14.194971084594727
2000-01-19,13.969057083129883
2000-01-20,13.724325180053711
2000-01-21,13.31014347076416
2000-01-24,13.51722526550293
2000-01-25,13.404271125793457
2000-01-26,13.743147850036621
2000-01-27,13.799627304077148
2000-01-28,13.479575157165527
2000-01-31,13.159530639648438
2000-02-01,12.877138137817383
2000-02-02,12.839488983154297
2000-02-03,12.42530632019043
2000-02-04,12.312352180480957
2000-02-07,12.444138526916504
2000-02-08,12.067614555358887
2000-02-09,12.048783302307129
2000-02-10,11.295735359191895
2000-02-11,10.900384902954102
2000-02-14,11.747564315795898
2000-02-15,12.180569648742676
2000-02-16,11.84169864654541
2000-02-17,11.99230670928955
2000-02-18,11.59696102142334
2000-02-22,12.048783302307129
2000-02-23,11.59696102142334
2000-02-24,11.145127296447754
2000-02-25,11.126302719116211
2000-02-28,11.126302719116211
2000-02-29,10.768603324890137
2000-03-01,11.145127296447754
2000-03-02,10.41089916229248
2000-03-03,10.505037307739258
2000-03-06,10.29794692993164
2000-03-07,9.149544715881348
2000-03-08,10.617993354797363
2000-03-09,10.749771118164062
2000-03-10,10.693292617797852
2000-03-13,10.636820793151855
2000-03-14,10.41089916229248
2000-03-15,11.295735359191895
2000-03-16,11.898179054260254
2000-03-17,11.502822875976562
2000-03-20,11.540473937988281
2000-03-21,11.6157808303833
2000-03-22,11.502822875976562
2000-03-23,11.691086769104004
2000-03-24,11.559306144714355
2000-03-27,11.333388328552246
2000-03-28,11.107470512390137
2000-03-29,11.287775039672852
2000-03-30,11.837014198303223
2000-03-31,11.515043258666992
2000-04-03,11.780189514160156
2000-04-04,12.177912712097168
2000-04-05,12.215794563293457
2000-04-06,12.121099472045898
2000-04-07,11.818069458007812
2000-04-10,11.893834114074707
2000-04-11,12.215794563293457
2000-04-12,12.859735488891602
2000-04-13,12.575645446777344
2000-04-14,12.196860313415527
2000-04-17,11.893834114074707
2000-04-18,12.083223342895508
2000-04-19,11.685497283935547
2000-04-20,11.780189514160156
2000-04-24,11.761258125305176
2000-04-25,12.40518569946289
2000-04-26,12.158976554870605
2000-04-27,12.386250495910645
2000-04-28,12.234737396240234
2000-05-01,12.253678321838379
2000-05-02,12.329438209533691
2000-05-03,12.291555404663086
2000-05-04,12.102161407470703
2000-05-05,11.931710243225098
2000-05-08,12.196860313415527
2000-05-09,12.140042304992676
2000-05-10,12.651402473449707
2000-05-11,12.575645446777344
2000-05-12,13.352151870727539
2000-05-15,13.617300987243652
2000-05-16,14.109726905822754
2000-05-17,14.109726905822754
2000-05-18,14.033964157104492
2000-05-19,14.185469627380371
2000-05-22,15.018798828125
2000-05-23,14.336990356445312
2000-05-24,14.280168533325195
2000-05-25,14.526388168334961
2000-05-26,13.541542053222656
2000-05-30,13.711995124816895
2000-05-31,12.594578742980957
2000-06-01,12.992304801940918
2000-06-02,12.727161407470703
2000-06-05,12.70821762084961
2000-06-06,13.27639389038086
2000-06-07,13.04912281036377
2000-06-08,12.802912712097168
2000-06-09,12.575645446777344
2000-06-12,12.641925811767578
2000-06-13,12.215794563293457
2000-06-14,13.011241912841797
2000-06-15,12.765032768249512
2000-06-16,12.537764549255371
2000-06-19,12.177912712097168
2000-06-20,11.874889373779297
2000-06-21,11.893834114074707
2000-06-22,11.230955123901367
2000-06-23,11.420351028442383
2000-06-26,11.363533973693848
2000-06-27,11.85595417022705
2000-06-28,11.818241119384766
2000-06-29,11.237329483032227
2000-06-30,11.275423049926758
2000-07-03,11.73253345489502
2000-07-05,11.922995567321777
2000-07-06,11.789674758911133
2000-07-07,11.903950691223145
2000-07-10,11.770621299743652
2000-07-11,11.751572608947754
2000-07-12,11.770621299743652
2000-07-13,12.151555061340332
2000-07-14,12.075360298156738
2000-07-17,12.47533893585205
2000-07-18,12.30392074584961
2000-07-19,11.865856170654297
2000-07-20,12.075360298156738
2000-07-21,12.151555061340332
2000-07-24,11.961084365844727
2000-07-25,11.808717727661133
2000-07-26,11.446833610534668
2000-07-27,11.713486671447754
2000-07-28,11.542070388793945
2000-07-31,11.751572608947754
2000-08-01,11.751572608947754
2000-08-02,11.4849271774292
2000-08-03,11.31351375579834
2000-08-04,10.989728927612305
2000-08-07,11.427791595458984
2000-08-08,11.38969898223877
2000-08-09,11.142095565795898
2000-08-10,11.065908432006836
2000-08-11,11.275423049926758
2000-08-14,11.275423049926758
2000-08-15,10.132640838623047
2000-08-16,10.323107719421387
2000-08-17,10.056456565856934
2000-08-18,10.037409782409668
2000-08-21,10.094549179077148
2000-08-22,10.208822250366211
2000-08-23,9.94217586517334
2000-08-24,10.0755033493042
2000-08-25,10.323107719421387
2000-08-28,10.361197471618652
2000-08-29,10.494519233703613
2000-08-30,9.86599063873291
2000-08-31,10.037409782409668
2000-09-01,10.208822250366211
2000-09-05,10.380243301391602
2000-09-06,10.361197471618652
2000-09-07,10.323107719421387
2000-09-08,10.056456565856934
2000-09-11,10.399288177490234
2000-09-12,10.132640838623047
2000-09-13,10.475478172302246
2000-09-14,10.418334007263184
2000-09-15,10.0755033493042
2000-09-18,9.980269432067871
2000-09-19,9.827900886535645
2000-09-20,9.580296516418457
2000-09-21,9.466017723083496
2000-09-22,9.580296516418457
2000-09-25,9.751714706420898
2000-09-26,9.713624000549316
2000-09-27,9.704412460327148
2000-09-28,10.318137168884277
2000-09-29,10.203065872192383
2000-10-02,9.915380477905273
2000-10-03,10.50992202758789
2000-10-04,10.74006462097168
2000-10-05,10.586638450622559
2000-10-06,10.663355827331543
2000-10-09,10.855137825012207
2000-10-10,10.452384948730469
2000-10-11,10.433209419250488
2000-10-12,10.068809509277344
2000-10-13,9.95373821258545
2000-10-16,10.183884620666504
2000-10-17,9.838669776916504
2000-10-18,9.915380477905273
2000-10-19,10.011270523071289
2000-10-20,9.95373821258545
2000-10-23,10.145530700683594
2000-10-24,10.50992202758789
2000-10-25,10.260595321655273
2000-10-26,10.318137168884277
2000-10-27,10.586638450622559
2000-10-30,11.238713264465332
2000-10-31,11.296249389648438
2000-11-01,11.353785514831543
2000-11-02,11.430498123168945
2000-11-03,11.449675559997559
2000-11-06,11.603104591369629
2000-11-07,11.334604263305664
2000-11-08,11.449675559997559
2000-11-09,11.41131591796875
2000-11-10,11.161996841430664
2000-11-13,11.181175231933594
2000-11-14,11.257892608642578
2000-11-15,11.257892608642578
2000-11-16,10.951027870178223
2000-11-17,11.04692268371582
2000-11-20,11.02774715423584
2000-11-21,11.96750259399414
2000-11-22,12.063395500183105
2000-11-24,12.159283638000488
2000-11-27,12.025032043457031
2000-11-28,11.775713920593262
2000-11-29,11.9291410446167
2000-11-30,12.48532485961914
2000-12-01,12.868907928466797
2000-12-04,13.636038780212402
2000-12-05,13.17575740814209
2000-12-06,13.156583786010742
2000-12-07,12.868907928466797
2000-12-08,12.753829002380371
2000-12-11,12.792186737060547
2000-12-12,13.041511535644531
2000-12-13,12.619573593139648
2000-12-14,12.50450611114502
2000-12-15,12.619573593139648
2000-12-18,13.156583786010742
2000-12-19,13.194938659667969
2000-12-20,13.137397766113281
2000-12-21,13.271653175354004
2000-12-22,13.847012519836426
2000-12-26,14.153871536254883
2000-12-27,14.356607437133789
2000-12-28,14.375870704650879
2000-12-29,14.125349044799805
2001-01-02,13.817017555236816
2001-01-03,13.662861824035645
2001-01-04,14.067538261413574
2001-01-05,13.62431526184082
2001-01-08,13.547229766845703
2001-01-09,13.605046272277832
2001-01-10,13.470155715942383
2001-01-11,13.277447700500488
2001-01-12,12.602968215942383
2001-01-16,12.949849128723145
2001-01-17,12.71859359741211
2001-01-18,12.468082427978516
2001-01-19,12.371725082397461
2001-01-22,12.333181381225586
2001-01-23,12.834217071533203
2001-01-24,12.8920316696167
2001-01-25,13.161819458007812
2001-01-26,12.853495597839355
2001-01-29,12.97143268585205
2001-01-30,13.230423927307129
2001-01-31,13.23350715637207
2001-02-01,13.06393051147461
2001-02-02,13.10400676727295
2001-02-05,13.060837745666504
2001-02-06,12.915932655334473
2001-02-07,13.076257705688477
2001-02-08,13.023842811584473
2001-02-09,13.205757141113281
2001-02-12,12.860428810119629
2001-02-13,12.996091842651367
2001-02-14,12.937507629394531
2001-02-15,12.96525764465332
2001-02-16,12.903592109680176
2001-02-20,12.4595947265625
2001-02-21,12.25610065460205
2001-02-22,12.219099998474121
2001-02-23,12.120440483093262
2001-02-26,12.60142993927002
2001-02-27,12.60142993927002
2001-02-28,12.5490140914917
2001-03-01,12.524356842041016
2001-03-02,12.73401165008545
2001-03-05,13.076257705688477
2001-03-06,13.174928665161133
2001-03-07,13.973499298095703
2001-03-08,14.155412673950195
2001-03-09,13.71141529083252
2001-03-12,13.134841918945312
2001-03-13,13.427750587463379
2001-03-14,13.023842811584473
2001-03-15,12.968347549438477
2001-03-16,12.7278413772583
2001-03-19,12.755596160888672
2001-03-20,12.434931755065918
2001-03-21,11.768939018249512
2001-03-22,11.611690521240234
2001-03-23,11.14303207397461
2001-03-26,11.254033088684082
2001-03-27,11.445199966430664
2001-03-28,11.590975761413574
2001-03-29,11.429685592651367
2001-03-30,11.271501541137695
2001-04-02,11.16604232788086
2001-04-03,10.73180866241455
2001-04-04,10.992351531982422
2001-04-05,11.414178848266602
2001-04-06,11.414178848266602
2001-04-09,11.507231712341309
2001-04-10,11.792587280273438
2001-04-11,11.420379638671875
2001-04-12,11.786378860473633
2001-04-16,11.950774192810059
2001-04-17,11.956974029541016
2001-04-18,12.540088653564453
2001-04-19,12.149277687072754
2001-04-20,12.26093864440918
2001-04-23,12.096549034118652
2001-04-24,11.956974029541016
2001-04-25,12.1306734085083
2001-04-26,12.56180191040039
2001-04-27,12.732393264770508
2001-04-30,12.738600730895996
2001-05-01,12.871968269348145
2001-05-02,12.729292869567871
2001-05-03,12.3818998336792
2001-05-04,12.406716346740723
2001-05-07,12.499760627746582
2001-05-08,12.490466117858887
2001-05-09,12.685863494873047
2001-05-10,12.763409614562988
2001-05-11,12.71688175201416
2001-05-14,12.71998405456543
2001-05-15,11.947667121887207
2001-05-16,12.285752296447754
2001-05-17,12.068632125854492
2001-05-18,12.081039428710938
2001-05-21,11.9600830078125
