Date,ES
2000-05-16,9.29066276550293
2000-05-17,9.082469940185547
2000-05-18,8.952349662780762
2000-05-19,9.238616943359375
2000-05-22,9.160547256469727
2000-05-23,9.108495712280273
2000-05-24,9.264641761779785
2000-05-25,9.212596893310547
2000-05-26,9.212596893310547
2000-05-30,9.175993919372559
2000-05-31,9.25442123413086
2000-06-01,9.202136039733887
2000-06-02,9.123708724975586
2000-06-05,9.01913833618164
2000-06-06,9.306706428527832
2000-06-07,9.123708724975586
2000-06-08,9.228281021118164
2000-06-09,9.358987808227539
2000-06-12,9.385132789611816
2000-06-13,9.46356201171875
2000-06-14,9.358987808227539
2000-06-15,9.541986465454102
2000-06-16,9.6204195022583
2000-06-19,9.541986465454102
2000-06-20,9.46356201171875
2000-06-21,9.568129539489746
2000-06-22,9.33285140991211
2000-06-23,9.46356201171875
2000-06-26,9.411274909973145
2000-06-27,9.280563354492188
2000-06-28,9.385132789611816
2000-06-29,9.280563354492188
2000-06-30,9.097567558288574
2000-07-03,9.175993919372559
2000-07-05,9.280563354492188
2000-07-06,9.385132789611816
2000-07-07,9.411274909973145
2000-07-10,9.541986465454102
2000-07-11,9.541986465454102
2000-07-12,9.489703178405762
2000-07-13,9.515839576721191
2000-07-14,9.228281021118164
2000-07-17,9.437421798706055
2000-07-18,9.437421798706055
2000-07-19,9.541986465454102
2000-07-20,9.489703178405762
2000-07-21,9.385132789611816
2000-07-24,9.306706428527832
2000-07-25,9.306706428527832
2000-07-26,9.26095962524414
2000-07-27,9.228281021118164
2000-07-28,9.25442123413086
2000-07-31,9.25442123413086
2000-08-01,9.385132789611816
2000-08-02,9.411274909973145
2000-08-03,9.522381782531738
2000-08-04,9.515839576721191
2000-08-07,9.62695026397705
2000-08-08,9.751128196716309
2000-08-09,9.803414344787598
2000-08-10,9.783805847167969
2000-08-11,9.783805847167969
2000-08-14,9.672696113586426
2000-08-15,9.698847770690918
2000-08-16,9.777268409729004
2000-08-17,9.64655590057373
2000-08-18,9.672696113586426
2000-08-21,9.594276428222656
2000-08-22,9.6204195022583
2000-08-23,9.515839576721191
2000-08-24,9.437421798706055
2000-08-25,9.306706428527832
2000-08-28,9.437421798706055
2000-08-29,9.46356201171875
2000-08-30,9.58434772491455
2000-08-31,9.558087348937988
2000-09-01,9.453052520751953
2000-09-05,9.505576133728027
2000-09-06,9.663125038146973
2000-09-07,9.663125038146973
2000-09-08,9.833808898925781
2000-09-11,10.063565254211426
2000-09-12,10.030745506286621
2000-09-13,9.846933364868164
2000-09-14,9.68937873840332
2000-09-15,9.932275772094727
2000-09-18,9.715644836425781
2000-09-19,9.58434772491455
2000-09-20,9.58434772491455
2000-09-21,9.505576133728027
2000-09-22,9.794416427612305
2000-09-25,9.269247055053711
2000-09-26,9.3480224609375
2000-09-27,9.118258476257324
2000-09-28,9.216733932495117
2000-09-29,9.118258476257324
2000-10-02,8.822855949401855
2000-10-03,8.639046669006348
2000-10-04,8.37646198272705
2000-10-05,8.323946952819824
2000-10-06,8.402722358703613
2000-10-09,8.428974151611328
2000-10-10,8.323946952819824
2000-10-11,8.297684669494629
2000-10-12,8.297684669494629
2000-10-13,8.37646198272705
2000-10-16,8.534010887145996
2000-10-17,8.639046669006348
2000-10-18,8.534010887145996
2000-10-19,9.085439682006836
2000-10-20,8.927885055541992
2000-10-23,8.980400085449219
2000-10-24,8.035097122192383
2000-10-25,7.798771858215332
2000-10-26,7.982583522796631
2000-10-27,8.113874435424805
2000-10-30,8.2714262008667
2000-10-31,8.560269355773926
2000-11-01,8.665303230285645
2000-11-02,8.586526870727539
2000-11-03,8.428974151611328
2000-11-06,8.37646198272705
2000-11-07,8.087615013122559
2000-11-08,8.061361312866211
2000-11-09,8.113874435424805
2000-11-10,8.245170593261719
2000-11-13,8.140132904052734
2000-11-14,7.9300618171691895
2000-11-15,8.008841514587402
2000-11-16,8.2714262008667
2000-11-17,8.481494903564453
2000-11-20,8.507755279541016
2000-11-21,8.45523452758789
2000-11-22,8.166387557983398
2000-11-24,8.402722358703613
2000-11-27,8.560269355773926
2000-11-28,8.822855949401855
2000-11-29,9.155295372009277
2000-11-30,9.102524757385254
2000-12-01,9.102524757385254
2000-12-04,9.102524757385254
2000-12-05,9.102524757385254
2000-12-06,9.155295372009277
2000-12-07,9.551058769226074
2000-12-08,9.788516998291016
2000-12-11,9.709362030029297
2000-12-12,9.44552230834961
2000-12-13,9.577439308166504
2000-12-14,9.577439308166504
2000-12-15,9.498286247253418
2000-12-18,9.524673461914062
2000-12-19,9.682976722717285
2000-12-20,9.603822708129883
2000-12-21,9.65658950805664
2000-12-22,9.788516998291016
2000-12-26,9.841278076171875
2000-12-27,9.841278076171875
2000-12-28,10.052353858947754
2000-12-29,10.237041473388672
2001-01-02,9.94681453704834
2001-01-03,9.709362030029297
2001-01-04,9.339986801147461
2001-01-05,9.287215232849121
2001-01-08,9.44552230834961
2001-01-09,9.682976722717285
2001-01-10,9.630206108093262
2001-01-11,9.44552230834961
2001-01-12,9.577439308166504
2001-01-16,9.44552230834961
2001-01-17,9.524673461914062
2001-01-18,9.603822708129883
2001-01-19,9.867667198181152
2001-01-22,9.603822708129883
2001-01-23,9.682976722717285
2001-01-24,9.682976722717285
2001-01-25,9.709362030029297
2001-01-26,9.76213264465332
2001-01-29,9.709362030029297
2001-01-30,9.582718849182129
2001-01-31,9.532060623168945
2001-02-01,9.56161117553711
2001-02-02,9.662927627563477
2001-02-05,9.705137252807617
2001-02-06,9.709362030029297
2001-02-07,9.705137252807617
2001-02-08,9.751575469970703
2001-02-09,10.025970458984375
2001-02-12,9.793790817260742
2001-02-13,9.456075668334961
2001-02-14,9.477182388305664
2001-02-15,9.646039009094238
2001-02-16,9.54050350189209
2001-02-20,9.582718849182129
2001-02-21,9.392751693725586
2001-02-22,9.287215232849121
2001-02-23,9.03392505645752
2001-02-26,9.118355751037598
2001-02-27,8.919021606445312
2001-02-28,8.651832580566406
2001-03-01,8.312543869018555
2001-03-02,8.948712348937988
2001-03-05,8.906301498413086
2001-03-06,7.973261833190918
2001-03-07,7.871476173400879
2001-03-08,7.723033428192139
2001-03-09,7.761204719543457
2001-03-12,7.761204719543457
2001-03-13,7.803616046905518
2001-03-14,7.510980129241943
2001-03-15,7.667897701263428
2001-03-16,7.638213157653809
2001-03-19,7.676380634307861
2001-03-20,7.600046157836914
2001-03-21,7.489774703979492
2001-03-22,7.337097644805908
2001-03-23,7.125040531158447
2001-03-26,7.464329719543457
2001-03-27,7.485532760620117
2001-03-28,7.50673770904541
2001-03-29,7.4219183921813965
2001-03-30,7.371024131774902
2001-04-02,7.4219183921813965
2001-04-03,7.4431233406066895
2001-04-04,7.3795061111450195
2001-04-05,7.35830020904541
2001-04-06,7.3795061111450195
2001-04-09,7.655178070068359
2001-04-10,7.782411575317383
2001-04-11,7.7187957763671875
2001-04-12,7.803616046905518
2001-04-16,7.701831340789795
2001-04-17,7.697584629058838
2001-04-18,7.710313320159912
2001-04-19,7.6806230545043945
2001-04-20,7.676380634307861
2001-04-23,7.697584629058838
2001-04-24,7.761204719543457
2001-04-25,7.761204719543457
2001-04-26,7.739996910095215
2001-04-27,7.739996910095215
2001-04-30,7.570358753204346
2001-05-01,7.4219183921813965
2001-05-02,7.430398941040039
2001-05-03,7.633972644805908
2001-05-04,7.672140598297119
2001-05-07,7.633972644805908
2001-05-08,7.638213157653809
2001-05-09,7.667897701263428
2001-05-10,7.591559410095215
2001-05-11,7.612766265869141
2001-05-14,7.697584629058838
2001-05-15,7.7187957763671875
2001-05-16,7.739996910095215
2001-05-17,7.824821472167969
2001-05-18,7.875715732574463
2001-05-21,7.943575859069824
2001-05-22,7.930848598480225
2001-05-23,8.138659477233887
2001-05-24,8.18531608581543
2001-05-25,8.121699333190918
2001-05-29,8.066561698913574
2001-05-30,8.049508094787598
2001-05-31,8.202997207641602
2001-06-01,8.305322647094727
2001-06-04,8.279738426208496
2001-06-05,8.25416088104248
2001-06-06,8.18167781829834
2001-06-07,8.194470405578613
2001-06-08,8.143302917480469
2001-06-11,8.271209716796875
2001-06-12,8.365012168884277
2001-06-13,8.326639175415039
2001-06-14,8.275476455688477
2001-06-15,8.284005165100098
2001-06-18,8.326639175415039
2001-06-19,8.347953796386719
2001-06-20,8.463069915771484
2001-06-21,8.403383255004883
2001-06-22,8.45454216003418
2001-06-25,8.484390258789062
2001-06-26,8.527027130126953
2001-06-27,8.569657325744629
2001-06-28,8.552602767944336
2001-06-29,8.846787452697754
2001-07-02,8.8382568359375
2001-07-03,8.846787452697754
2001-07-05,8.86384105682373
2001-07-06,8.842524528503418
2001-07-09,8.846787452697754
2001-07-10,8.701825141906738
2001-07-11,8.697562217712402
2001-07-12,8.637876510620117
2001-07-13,8.667715072631836
2001-07-16,8.676248550415039
2001-07-17,8.527027130126953
2001-07-18,8.35648250579834
2001-07-19,8.514226913452148
2001-07-20,8.527027130126953
2001-07-23,8.271209716796875
2001-07-24,8.143302917480469
2001-07-25,8.335163116455078
2001-07-26,8.33942699432373
2001-07-27,8.266948699951172
2001-07-30,8.463069915771484
2001-07-31,8.527027130126953
2001-08-01,8.44174861907959
2001-08-02,8.44174861907959
2001-08-03,8.505705833435059
2001-08-06,8.45028018951416
2001-08-07,8.612296104431152
2001-08-08,8.599499702453613
2001-08-09,8.654928207397461
2001-08-10,8.633611679077148
2001-08-13,8.590975761413574
2001-08-14,8.59524154663086
2001-08-15,8.573925971984863
2001-08-16,8.633611679077148
2001-08-17,8.620818138122559
2001-08-20,8.55687141418457
2001-08-21,8.54833984375
2001-08-22,8.335163116455078
2001-08-23,8.228577613830566
2001-08-24,8.313848495483398
2001-08-27,8.313848495483398
2001-08-28,8.335163116455078
2001-08-29,8.281527519226074
2001-08-30,8.26007080078125
2001-08-31,8.36734676361084
2001-09-04,8.49178695678711
2001-09-05,8.496072769165039
2001-09-06,8.53898811340332
2001-09-07,8.547566413879395
2001-09-10,8.551859855651855
2001-09-17,8.496072769165039
2001-09-18,8.496072769165039
2001-09-19,8.36734676361084
2001-09-20,8.195707321166992
2001-09-21,8.024073600769043
2001-09-24,8.152799606323242
2001-09-25,8.00261402130127
2001-09-26,7.852433681488037
2001-09-27,7.9725823402404785
2001-09-28,8.036945343017578
2001-10-01,7.861015796661377
2001-10-02,7.848145008087158
2001-10-03,7.882470607757568
2001-10-04,8.028364181518555
2001-10-05,8.06698226928711
2001-10-08,8.152799606323242
2001-10-09,8.161377906799316
2001-10-10,8.26007080078125
2001-10-11,7.702250957489014
2001-10-12,7.637885093688965
2001-10-15,7.6035566329956055
2001-10-16,7.637885093688965
2001-10-17,7.552066802978516
2001-10-18,7.423338413238525
2001-10-19,7.423338413238525
2001-10-22,7.423338413238525
2001-10-23,7.470538139343262
2001-10-24,7.3418097496032715
2001-10-25,7.363264083862305
2001-10-26,7.358973026275635
2001-10-29,7.487704277038574
2001-10-30,7.54348611831665
2001-10-31,7.573523044586182
2001-11-01,7.7451581954956055
2001-11-02,7.689377307891846
2001-11-05,7.710831642150879
2001-11-06,7.7237091064453125
2001-11-07,7.680793762207031
2001-11-08,7.706542015075684
2001-11-09,7.7451581954956055
2001-11-12,7.715117454528809
2001-11-13,7.6765031814575195
2001-11-14,7.6464691162109375
2001-11-15,7.715117454528809
2001-11-16,7.659340858459473
2001-11-19,7.637885093688965
2001-11-20,7.5949788093566895
2001-11-21,7.715117454528809
2001-11-23,7.706542015075684
2001-11-26,7.7237091064453125
2001-11-27,7.7237091064453125
2001-11-28,7.74315071105957
2001-11-29,7.691298484802246
2001-11-30,7.518458843231201
2001-12-03,7.345621109008789
2001-12-04,7.466611862182617
2001-12-05,7.453646183013916
2001-12-06,7.406115531921387
2001-12-07,7.466611862182617
2001-12-10,7.453646183013916
2001-12-11,7.345621109008789
2001-12-12,7.345621109008789
2001-12-13,7.324016571044922
2001-12-14,7.336975574493408
2001-12-17,7.345621109008789
2001-12-18,7.341298580169678
2001-12-19,7.509815216064453
2001-12-20,7.453646183013916
2001-12-21,7.423401355743408
2001-12-24,7.466611862182617
2001-12-26,7.483889579772949
2001-12-27,7.475249767303467
2001-12-28,7.600560188293457
2001-12-31,7.617844104766846
2002-01-02,7.777721405029297
2002-01-03,7.725864887237549
2002-01-04,7.777721405029297
2002-01-07,7.76907205581665
2002-01-08,7.691298484802246
2002-01-09,7.8252482414245605
2002-01-10,7.691298484802246
2002-01-11,7.648090362548828
2002-01-14,7.6092023849487305
2002-01-15,7.691298484802246
2002-01-16,7.756112098693848
2002-01-17,7.833889961242676
2002-01-18,7.9591965675354
2002-01-22,7.864137172698975
2002-01-23,7.911665439605713
2002-01-24,7.941912651062012
2002-01-25,7.898702144622803
2002-01-28,7.9203081130981445
2002-01-29,7.82957124710083
2002-01-30,7.890061855316162
2002-01-31,7.8252482414245605
2002-02-01,7.820924758911133
2002-02-04,7.851173400878906
2002-02-05,7.864137172698975
2002-02-06,7.790681838989258
2002-02-07,7.807961463928223
2002-02-08,7.864137172698975
2002-02-11,7.820924758911133
2002-02-12,7.820924758911133
2002-02-13,7.881417751312256
2002-02-14,7.9203081130981445
2002-02-15,7.894381046295166
2002-02-19,7.915991306304932
2002-02-20,7.911665439605713
2002-02-21,8.032649993896484
2002-02-22,8.036974906921387
2002-02-25,8.02833366394043
2002-02-26,7.972161769866943
2002-02-27,8.139650344848633
2002-02-28,7.996089935302734
2002-03-01,8.135299682617188
2002-03-04,8.23536205291748
2002-03-05,8.287564277648926
2002-03-06,8.30931568145752
2002-03-07,8.30931568145752
2002-03-08,8.291916847229004
2002-03-11,8.257112503051758
2002-03-12,8.191856384277344
2002-03-13,8.244061470031738
2002-03-14,8.287564277648926
2002-03-15,8.30931568145752
2002-03-18,8.365870475769043
2002-03-19,8.348471641540527
2002-03-20,8.318021774291992
2002-03-21,8.352824211120605
2002-03-22,8.322368621826172
2002-03-25,8.278864860534668
2002-03-26,8.365870475769043
2002-03-27,8.552945137023926
2002-03-28,8.644303321838379
2002-04-01,8.613849639892578
2002-04-02,8.574695587158203
2002-04-03,8.565993309020996
2002-04-04,8.639948844909668
2002-04-05,8.613849639892578
2002-04-08,8.613849639892578
2002-04-09,8.53118896484375
2002-04-10,8.613849639892578
2002-04-11,8.592097282409668
2002-04-12,8.635599136352539
2002-04-15,8.622546195983887
2002-04-16,8.740011215209961
2002-04-17,8.787866592407227
2002-04-18,8.744361877441406
2002-04-19,8.874871253967285
2002-04-22,8.922730445861816
2002-04-23,8.805265426635742
2002-04-24,8.683453559875488
2002-04-25,8.605148315429688
2002-04-26,8.509437561035156
2002-04-29,8.54859447479248
2002-04-30,8.700858116149902
2002-05-01,8.605148315429688
2002-05-02,8.605148315429688
2002-05-03,8.653000831604004
2002-05-06,8.639948844909668
2002-05-07,8.657353401184082
2002-05-08,8.692154884338379
2002-05-09,8.696507453918457
2002-05-10,8.592097282409668
2002-05-13,8.896624565124512
2002-05-14,8.94882869720459
2002-05-15,8.748713493347168
2002-05-16,8.709556579589844
2002-05-17,8.72260570526123
2002-05-20,8.753061294555664
2002-05-21,8.674752235412598
2002-05-22,8.809618949890137
2002-05-23,8.874871253967285
2002-05-24,8.866169929504395
2002-05-28,8.940125465393066
2002-05-29,8.907301902770996
2002-05-30,8.775988578796387
2002-05-31,8.688448905944824
2002-06-03,8.583402633666992
2002-06-04,8.579022407531738
2002-06-05,8.565893173217773
2002-06-06,8.250744819641113
2002-06-07,8.32077693939209
2002-06-10,8.250744819641113
2002-06-11,8.272628784179688
2002-06-12,8.250744819641113
2002-06-13,8.272628784179688
2002-06-14,8.141317367553711
2002-06-17,8.136937141418457
2002-06-18,8.097545623779297
2002-06-19,8.018759727478027
2002-06-20,7.900578022003174
2002-06-21,8.097545623779297
2002-06-24,8.075661659240723
2002-06-25,7.900578022003174
2002-06-26,8.001254081726074
2002-06-27,8.010004997253418
2002-06-28,8.233233451843262
2002-07-01,8.075661659240723
2002-07-02,7.996880054473877
2002-07-03,7.909334182739258
2002-07-05,8.036270141601562
2002-07-08,7.9574809074401855
2002-07-09,7.813042163848877
2002-07-10,7.484761714935303
2002-07-11,7.616065979003906
2002-07-12,7.384089946746826
2002-07-15,7.357826232910156
2002-07-16,7.2877936363220215
2002-07-17,7.2877936363220215
2002-07-18,7.068940162658691
2002-07-19,6.7756781578063965
2002-07-22,6.543691635131836
2002-07-23,6.057838439941406
2002-07-24,6.443019866943359
2002-07-25,6.828201770782471
2002-07-26,6.784430027008057
2002-07-29,7.007662296295166
2002-07-30,7.1783671379089355
2002-07-31,7.2877936363220215
2002-08-01,7.230893611907959
2002-08-02,7.160860061645508
2002-08-05,7.156478404998779
2002-08-06,7.265908718109131
2002-08-07,7.357826232910156
2002-08-08,7.309677600860596
2002-08-09,7.314053535461426
2002-08-12,7.476011276245117
2002-08-13,7.274658679962158
2002-08-14,7.419103145599365
2002-08-15,7.454118728637695
2002-08-16,7.397216320037842
2002-08-19,7.419103145599365
2002-08-20,7.375335216522217
2002-08-21,7.681726455688477
2002-08-22,7.808660984039307
2002-08-23,7.751760482788086
2002-08-26,7.948729038238525
2002-08-27,7.791148662567139
2002-08-28,7.763801574707031
2002-08-29,7.763801574707031
2002-08-30,7.724100112915039
2002-09-03,7.547657489776611
2002-09-04,7.609410285949707
2002-09-05,7.499128818511963
2002-09-06,7.410903453826904
2002-09-09,7.190340518951416
2002-09-10,7.3006205558776855
2002-09-11,7.322681427001953
2002-09-12,7.287388324737549
2002-09-13,7.485892295837402
2002-09-16,7.477073669433594
2002-09-17,7.393258094787598
2002-09-18,7.587352275848389
2002-09-19,7.428548812866211
2002-09-20,7.234455108642578
2002-09-23,7.238864898681641
2002-09-24,7.199165344238281
2002-09-25,7.432960510253906
2002-09-26,7.596176624298096
2002-09-27,7.477073669433594
2002-09-30,7.455019950866699
2002-10-01,7.485892295837402
2002-10-02,7.08005952835083
2002-10-03,7.035943984985352
2002-10-04,6.8462629318237305
2002-10-07,6.749214172363281
2002-10-08,6.6698126792907715
2002-10-09,5.822854518890381
2002-10-10,6.263976097106934
2002-10-11,6.31691312789917
2002-10-14,6.2198638916015625
2002-10-15,6.263976097106934
2002-10-16,6.065471649169922
2002-10-17,6.175753593444824
2002-10-18,6.175753593444824
2002-10-21,6.440430164337158
2002-10-22,6.62129020690918
2002-10-23,6.687457084655762
2002-10-24,6.731569290161133
2002-10-25,6.72274923324585
2002-10-28,6.506596565246582
2002-10-29,6.436016082763672
2002-10-30,6.528653144836426
2002-10-31,6.63893461227417
2002-11-01,6.599233150482178
2002-11-04,6.62129020690918
2002-11-05,6.6124677658081055
2002-11-06,6.660995006561279
2002-11-07,6.594822406768799
2002-11-08,6.343379974365234
2002-11-11,6.131641864776611
2002-11-12,6.008123397827148
2002-11-13,6.158106327056885
2002-11-14,6.308089256286621
2002-11-15,6.396318435668945
2002-11-18,6.31691312789917
2002-11-19,6.352205753326416
2002-11-20,6.383082389831543
2002-11-21,6.400726318359375
2002-11-22,6.462482452392578
2002-11-25,6.572767734527588
2002-11-26,6.456113338470459
2002-11-27,6.500637054443359
2002-11-29,6.398227214813232
2002-12-02,6.371513843536377
2002-12-03,6.349251747131348
2002-12-04,6.24684476852417
2002-12-05,6.264653205871582
2002-12-06,6.220129013061523
2002-12-09,6.278008937835693
2002-12-10,6.2557501792907715
2002-12-11,6.278008937835693
2002-12-12,6.3269877433776855
2002-12-13,6.4739203453063965
2002-12-16,6.567422389984131
2002-12-17,6.549612522125244
2002-12-18,6.545158386230469
2002-12-19,6.611949443817139
2002-12-20,6.660924911499023
2002-12-23,6.611949443817139
2002-12-24,6.665379047393799
2002-12-26,6.763330936431885
2002-12-27,6.749973297119141
2002-12-30,6.790047645568848
2002-12-31,6.754428386688232
2003-01-02,6.896909236907959
2003-01-03,6.990410327911377
2003-01-06,7.150699615478516
2003-01-07,6.950336933135986
2003-01-08,6.874646186828613
2003-01-09,6.843477249145508
2003-01-10,6.798952102661133
2003-01-13,6.727712631225586
2003-01-14,6.567422389984131
2003-01-15,6.545158386230469
2003-01-16,6.496181964874268
2003-01-17,6.32253360748291
2003-01-21,6.251295566558838
2003-01-22,6.175602436065674
2003-01-23,6.224584579467773
2003-01-24,6.104362487792969
2003-01-27,5.988598823547363
2003-01-28,6.269106388092041
2003-01-29,6.291366100311279
2003-01-30,6.269106388092041
2003-01-31,6.3893256187438965
2003-02-03,6.456113338470459
2003-02-04,6.3358964920043945
2003-02-05,6.273557186126709
2003-02-06,6.3848724365234375
2003-02-07,6.2557501792907715
2003-02-10,6.3269877433776855
2003-02-11,6.233486652374268
2003-02-12,6.099912166595459
2003-02-13,6.220129013061523
2003-02-14,6.233486652374268
2003-02-18,6.32253360748291
2003-02-19,6.30472469329834
2003-02-20,6.349251747131348
2003-02-21,6.362608909606934
2003-02-24,6.211226463317871
2003-02-25,6.295821189880371
2003-02-26,6.272441387176514
2003-02-27,6.272441387176514
2003-02-28,6.294920921325684
2003-03-03,6.335389614105225
2003-03-04,6.362366676330566
2003-03-05,6.362366676330566
2003-03-06,6.3848490715026855
2003-03-07,6.3848490715026855
2003-03-10,6.321900367736816
2003-03-11,6.047621250152588
2003-03-12,6.016147136688232
2003-03-13,6.097079277038574
2003-03-14,6.155534267425537
2003-03-17,6.290425777435303
2003-03-18,6.3848490715026855
2003-03-19,6.182512283325195
2003-03-20,6.200497150421143
2003-03-21,6.294920921325684
2003-03-24,6.236465930938721
2003-03-25,6.33089017868042
2003-03-26,6.317403316497803
2003-03-27,6.303915023803711
2003-03-28,6.2859272956848145
2003-03-31,6.258950233459473
2003-04-01,6.362366676330566
2003-04-02,6.398338794708252
2003-04-03,6.2859272956848145
2003-04-04,6.3758544921875
2003-04-07,6.294920921325684
2003-04-08,6.407329559326172
2003-04-09,6.411827087402344
2003-04-10,6.465780258178711
2003-04-11,6.4208197593688965
2003-04-14,6.488267421722412
2003-04-15,6.551214694976807
2003-04-16,6.564702033996582
2003-04-17,6.5377278327941895
2003-04-21,6.578193664550781
2003-04-22,6.627655506134033
2003-04-23,6.564702033996582
2003-04-24,6.6231560707092285
2003-04-25,6.618660926818848
2003-04-28,6.726571083068848
2003-04-29,6.749053955078125
2003-04-30,6.708590030670166
2003-05-01,6.668121337890625
2003-05-02,6.465780258178711
2003-05-05,6.627655506134033
2003-05-06,6.461286544799805
2003-05-07,6.654629707336426
2003-05-08,6.6995954513549805
2003-05-09,6.6995954513549805
2003-05-12,6.771541595458984
2003-05-13,6.7220778465271
2003-05-14,6.7220778465271
2003-05-15,6.834484577178955
2003-05-16,6.92441463470459
2003-05-19,6.879451751708984
2003-05-20,6.987362861633301
2003-05-21,7.077291011810303
2003-05-22,7.194196701049805
2003-05-23,7.396533489227295
2003-05-27,7.54041862487793
2003-05-28,7.4715046882629395
2003-05-29,7.2538886070251465
2003-05-30,7.3264265060424805
2003-06-02,7.485106468200684
2003-06-03,7.521372318267822
2003-06-04,7.593916416168213
2003-06-05,7.4987077713012695
2003-06-06,7.417102336883545
2003-06-09,7.367230415344238
2003-06-10,7.3264265060424805
2003-06-11,7.367230415344238
2003-06-12,7.42163610458374
2003-06-13,7.2538886070251465
2003-06-16,7.412567138671875
2003-06-17,7.462435245513916
2003-06-18,7.476039886474609
2003-06-19,7.435235500335693
2003-06-20,7.494173526763916
2003-06-23,7.448835372924805
2003-06-24,7.453370571136475
2003-06-25,7.466971397399902
2003-06-26,7.453370571136475
2003-06-27,7.453370571136475
2003-06-30,7.589381694793701
2003-07-01,7.571246147155762
2003-07-02,7.575778961181641
2003-07-03,7.4987077713012695
2003-07-07,7.571246147155762
2003-07-08,7.5621771812438965
2003-07-09,7.525913238525391
2003-07-10,7.3264265060424805
2003-07-11,7.376296043395996
2003-07-14,7.376296043395996
2003-07-15,7.294692516326904
2003-07-16,7.167750358581543
2003-07-17,7.15414571762085
2003-07-18,7.213085651397705
2003-07-21,7.145081043243408
2003-07-22,7.480572700500488
2003-07-23,7.512308120727539
2003-07-24,7.62564754486084
2003-07-25,7.507772445678711
2003-07-28,7.525913238525391
2003-07-29,7.51684045791626
2003-07-30,7.630182266235352
2003-07-31,7.616583824157715
2003-08-01,7.557645320892334
2003-08-04,7.557645320892334
2003-08-05,7.489638805389404
2003-08-06,7.557645320892334
2003-08-07,7.480572700500488
2003-08-08,7.539511680603027
2003-08-11,7.521372318267822
2003-08-12,7.720856666564941
2003-08-13,7.666452884674072
2003-08-14,7.680055141448975
2003-08-15,7.7752604484558105
2003-08-18,7.707258701324463
2003-08-19,7.707258701324463
2003-08-20,7.847799301147461
2003-08-21,7.820596218109131
2003-08-22,7.752590656280518
2003-08-25,7.757130146026611
2003-08-26,7.757130146026611
2003-08-27,7.834879398345947
2003-08-28,7.876046180725098
2003-08-29,7.898915767669678
2003-09-02,8.049848556518555
2003-09-03,8.164194107055664
2003-09-04,8.209932327270508
2003-09-05,8.13675308227539
2003-09-08,8.164194107055664
2003-09-09,8.324274063110352
2003-09-10,8.273963928222656
2003-09-11,8.26024341583252
2003-09-12,8.278536796569824
