Date,IEX
2000-01-03,9.040604591369629
2000-01-04,8.62881851196289
2000-01-05,8.591382026672363
2000-01-06,8.591382026672363
2000-01-07,8.834711074829102
2000-01-10,8.928296089172363
2000-01-11,8.928296089172363
2000-01-12,8.947015762329102
2000-01-13,9.139592170715332
2000-01-14,9.271227836608887
2000-01-18,9.158393859863281
2000-01-19,9.271227836608887
2000-01-20,9.440478324890137
2000-01-21,9.252423286437988
2000-01-24,8.876309394836426
2000-01-25,8.462580680847168
2000-01-26,8.387358665466309
2000-01-27,8.142885208129883
2000-01-28,8.199299812316895
2000-01-31,8.086465835571289
2000-02-01,7.992440223693848
2000-02-02,7.522292613983154
2000-02-03,7.465875148773193
2000-02-04,7.578710079193115
2000-02-07,7.973628997802734
2000-02-08,8.086465835571289
2000-02-09,8.048855781555176
2000-02-10,7.898409366607666
2000-02-11,7.710351467132568
2000-02-14,7.277822494506836
2000-02-15,6.958119869232178
2000-02-16,7.296627521514893
2000-02-17,7.2025957107543945
2000-02-18,7.183791637420654
2000-02-22,7.221405029296875
2000-02-23,7.4094648361206055
2000-02-24,6.958119869232178
2000-02-25,6.9393134117126465
2000-02-28,7.146183013916016
2000-02-29,7.4470696449279785
2000-03-01,7.747962474822998
2000-03-02,7.559907913208008
2000-03-03,7.635129451751709
2000-03-06,7.672736167907715
2000-03-07,7.766769886016846
2000-03-08,7.804385185241699
2000-03-09,7.804385185241699
2000-03-10,7.691545486450195
2000-03-13,7.672736167907715
2000-03-14,7.559907913208008
2000-03-15,7.653931617736816
2000-03-16,8.23691463470459
2000-03-17,8.387358665466309
2000-03-20,8.34974479675293
2000-03-21,8.27452564239502
2000-03-22,8.40616226196289
2000-03-23,8.31213092803955
2000-03-24,8.500189781188965
2000-03-27,8.462580680847168
2000-03-28,8.255722999572754
2000-03-29,8.330944061279297
2000-03-30,8.124080657958984
2000-03-31,8.199299812316895
2000-04-03,8.124080657958984
2000-04-04,8.086465835571289
2000-04-05,8.161688804626465
2000-04-06,8.23691463470459
2000-04-07,8.199299812316895
2000-04-10,8.124080657958984
2000-04-11,8.067658424377441
2000-04-12,8.161688804626465
2000-04-13,8.20403003692627
2000-04-14,8.222933769226074
2000-04-17,8.430871963500977
2000-04-18,8.846747398376465
2000-04-19,9.073586463928223
2000-04-20,8.695520401000977
2000-04-24,8.619905471801758
2000-04-25,9.243715286254883
2000-04-26,9.073586463928223
2000-04-27,9.37603759765625
2000-04-28,9.451650619506836
2000-05-01,9.829718589782715
2000-05-02,9.621784210205078
2000-05-03,9.357133865356445
2000-05-04,9.413846015930176
2000-05-05,9.678488731384277
2000-05-08,9.659585952758789
2000-05-09,9.73520565032959
2000-05-10,9.508357048034668
2000-05-11,9.75410270690918
2000-05-12,9.75410270690918
2000-05-15,9.75410270690918
2000-05-16,9.73520565032959
2000-05-17,9.71629524230957
2000-05-18,9.678488731384277
2000-05-19,9.451650619506836
2000-05-22,9.75410270690918
2000-05-23,9.75410270690918
2000-05-24,10.207785606384277
2000-05-25,9.886428833007812
2000-05-26,9.9053316116333
2000-05-30,9.962040901184082
2000-05-31,10.094366073608398
2000-06-01,10.321202278137207
2000-06-02,10.377910614013672
2000-06-05,10.245588302612305
2000-06-06,10.169973373413086
2000-06-07,10.132168769836426
2000-06-08,10.132168769836426
2000-06-09,10.113261222839355
2000-06-12,9.75410270690918
2000-06-13,10.018749237060547
2000-06-14,9.9053316116333
2000-06-15,10.075460433959961
2000-06-16,9.943133354187012
2000-06-19,10.037650108337402
2000-06-20,9.924234390258789
2000-06-21,9.943133354187012
2000-06-22,9.7730073928833
2000-06-23,9.508357048034668
2000-06-26,9.7730073928833
2000-06-27,9.75410270690918
2000-06-28,10.075460433959961
2000-06-29,9.9053316116333
2000-06-30,9.541440963745117
2000-07-03,9.7730073928833
2000-07-05,9.7730073928833
2000-07-06,9.98094654083252
2000-07-07,9.98094654083252
2000-07-10,9.886428833007812
2000-07-11,9.943133354187012
2000-07-12,10.094366073608398
2000-07-13,10.117901802062988
2000-07-14,10.079936981201172
2000-07-17,10.004006385803223
2000-07-18,10.231797218322754
2000-07-19,10.022989273071289
2000-07-20,10.060952186584473
