Date,PNR
2000-05-09,8.290639877319336
2000-05-10,8.368607521057129
2000-05-11,8.888398170471191
2000-05-12,9.07032299041748
2000-05-15,8.94038200378418
2000-05-16,9.148289680480957
2000-05-17,8.914385795593262
2000-05-18,8.745453834533691
2000-05-19,8.45957088470459
2000-05-22,8.654492378234863
2000-05-23,8.394596099853516
2000-05-24,8.57652473449707
2000-05-25,8.368607521057129
2000-05-26,8.277645111083984
2000-05-30,8.264649391174316
2000-05-31,8.160690307617188
2000-06-01,8.290639877319336
2000-06-02,8.30363655090332
2000-06-05,8.238656997680664
2000-06-06,8.18667984008789
2000-06-07,8.147695541381836
2000-06-08,7.887801647186279
2000-06-09,7.78384256362915
2000-06-12,7.705873012542725
2000-06-13,7.7448601722717285
2000-06-14,7.640899181365967
2000-06-15,7.7448601722717285
2000-06-16,7.62790584564209
2000-06-19,7.3420257568359375
2000-06-20,7.575934410095215
2000-06-21,7.640899181365967
2000-06-22,7.7708539962768555
2000-06-23,7.666890621185303
2000-06-26,7.78384256362915
2000-06-27,7.640899181365967
2000-06-28,7.549939155578613
2000-06-29,7.458978652954102
2000-06-30,7.384260654449463
2000-07-03,7.56293249130249
2000-07-05,7.432989120483398
2000-07-06,7.329028606414795
2000-07-07,7.394002437591553
2000-07-10,7.303040504455566
2000-07-11,7.277052402496338
2000-07-12,6.341429710388184
2000-07-13,6.328435897827148
2000-07-14,6.12052059173584
2000-07-17,6.042553424835205
2000-07-18,6.029554843902588
2000-07-19,5.873617649078369
2000-07-20,6.5233540534973145
2000-07-21,6.315440654754639
2000-07-24,6.237472057342529
2000-07-25,6.44538688659668
2000-07-26,6.400452136993408
2000-07-27,6.367797374725342
2000-07-28,6.322080612182617
2000-07-31,6.400452136993408
2000-08-01,6.439639568328857
2000-08-02,6.583325386047363
2000-08-03,6.5049519538879395
2000-08-04,6.439639568328857
2000-08-07,6.413515567779541
2000-08-08,6.6355719566345215
2000-08-09,6.766193866729736
2000-08-10,6.589853286743164
2000-08-11,6.713944911956787
2000-08-14,6.740072727203369
2000-08-15,6.64863395690918
2000-08-16,6.5702643394470215
2000-08-17,6.6355719566345215
2000-08-18,6.740072727203369
2000-08-21,6.687820911407471
2000-08-22,6.62251091003418
2000-08-23,6.47882604598999
2000-08-24,6.465766429901123
2000-08-25,6.413515567779541
2000-08-28,6.583325386047363
2000-08-29,6.766193866729736
2000-08-30,6.64863395690918
2000-08-31,6.7923150062561035
2000-09-01,6.7923150062561035
2000-09-05,6.779253005981445
2000-09-06,6.766193866729736
2000-09-07,6.8053765296936035
2000-09-08,6.713944911956787
2000-09-11,6.753129005432129
2000-09-12,6.740072727203369
2000-09-13,6.766193866729736
2000-09-14,6.883752346038818
2000-09-15,5.277109622955322
2000-09-18,5.107301712036133
2000-09-19,5.002803802490234
2000-09-20,5.198736667633057
2000-09-21,5.433854103088379
2000-09-22,5.381607532501221
2000-09-25,5.420792579650879
2000-09-26,5.264046669006348
2000-09-27,5.394669532775879
2000-09-28,5.473040580749512
2000-09-29,5.590602397918701
2000-10-02,5.668973445892334
2000-10-03,5.60366153717041
2000-10-04,5.512227535247803
2000-10-05,5.4599761962890625
2000-10-06,5.4077301025390625
2000-10-09,5.394669532775879
2000-10-10,5.329360485076904
2000-10-11,5.329360485076904
2000-10-12,5.107301712036133
2000-10-13,5.264046669006348
2000-10-16,5.264046669006348
2000-10-17,5.224862098693848
2000-10-18,5.224862098693848
2000-10-19,5.433854103088379
2000-10-20,5.48610258102417
2000-10-23,5.316295623779297
2000-10-24,5.433854103088379
2000-10-25,5.482764720916748
2000-10-26,5.601100921630859
2000-10-27,5.666836738586426
2000-10-30,5.916650295257568
2000-10-31,6.271650791168213
2000-11-01,6.271650791168213
2000-11-02,6.1796159744262695
2000-11-03,5.969247817993164
2000-11-06,6.0349860191345215
2000-11-07,6.363690376281738
2000-11-08,6.416281700134277
2000-11-09,6.297948837280273
2000-11-10,6.048133373260498
2000-11-13,6.021838188171387
2000-11-14,5.9298014640808105
2000-11-15,5.916650295257568
2000-11-16,5.890355110168457
2000-11-17,5.877211093902588
2000-11-20,5.956099510192871
2000-11-21,5.8640594482421875
2000-11-22,5.942948341369629
2000-11-24,6.100725173950195
2000-11-27,6.192766189575195
2000-11-28,5.837767124176025
2000-11-29,5.982396602630615
2000-11-30,5.9298014640808105
2000-12-01,5.850912570953369
2000-12-04,5.956099510192871
2000-12-05,6.140172958374023
2000-12-06,5.942948341369629
2000-12-07,5.956099510192871
2000-12-08,6.258508682250977
2000-12-11,6.153322696685791
2000-12-12,5.811468124389648
2000-12-13,5.772025108337402
2000-12-14,5.456470966339111
2000-12-15,5.219804286956787
2000-12-18,4.8122124671936035
2000-12-19,4.470361232757568
2000-12-20,4.4177680015563965
2000-12-21,4.4177680015563965
2000-12-22,4.628136157989502
2000-12-26,4.614991664886475
2000-12-27,4.667581558227539
2000-12-28,4.641284465789795
2000-12-29,5.088323593139648
2001-01-02,4.785914421081543
2001-01-03,4.943692207336426
2001-01-04,4.969991207122803
2001-01-05,4.785914421081543
2001-01-08,4.73332405090332
2001-01-09,4.77276611328125
2001-01-10,4.864803791046143
2001-01-11,4.969991207122803
2001-01-12,4.996286392211914
2001-01-16,4.799064636230469
2001-01-17,4.917397975921631
2001-01-18,4.825360298156738
2001-01-19,5.114617824554443
2001-01-22,5.403877258300781
2001-01-23,5.338136672973633
2001-01-24,5.7050580978393555
2001-01-25,5.678586483001709
2001-01-26,5.62563943862915
2001-01-29,5.769128322601318
2001-01-30,5.769128322601318
2001-01-31,5.875020980834961
2001-02-01,6.146111965179443
2001-02-02,5.908908367156982
2001-02-05,5.851725101470947
2001-02-06,6.046567440032959
2001-02-07,6.052923679351807
2001-02-08,6.16093635559082
2001-02-09,6.035980224609375
2001-02-12,6.035980224609375
2001-02-13,6.1651716232299805
2001-02-14,6.014801502227783
2001-02-15,6.031744956970215
2001-02-16,6.035980224609375
2001-02-20,6.099516868591309
2001-02-21,5.989385604858398
2001-02-22,5.803012847900391
2001-02-23,5.71829891204834
2001-02-26,5.777597904205322
2001-02-27,5.771245002746582
2001-02-28,5.866549968719482
2001-03-01,5.832660675048828
2001-03-02,5.993622303009033
2001-03-05,6.152466297149658
2001-03-06,6.2477707862854
2001-03-07,6.321896553039551
2001-03-08,6.474380970001221
2001-03-09,6.406609058380127
2001-03-12,6.004208564758301
2001-03-13,6.06563138961792
2001-03-14,5.919495105743408
2001-03-15,5.777597904205322
2001-03-16,5.7140607833862305
2001-03-19,5.663229942321777
2001-03-20,5.788188934326172
2001-03-21,5.241774082183838
2001-03-22,5.027865886688232
2001-03-23,5.2311835289001465
2001-03-26,5.324369430541992
2001-03-27,5.570045471191406
2001-03-28,5.4006147384643555
2001-03-29,5.5001540184021
2001-03-30,5.396378040313721
2001-04-02,5.3815531730651855
2001-04-03,5.262950897216797
2001-04-04,5.197296619415283
2001-04-05,5.417556285858154
2001-04-06,5.188825607299805
2001-04-09,5.343430519104004
2001-04-10,5.411205291748047
2001-04-11,5.307427406311035
2001-04-12,5.440855026245117
2001-04-16,5.341315269470215
2001-04-17,5.442972183227539
2001-04-18,5.65476131439209
2001-04-19,5.65476131439209
2001-04-20,5.347666263580322
2001-04-23,5.82418966293335
2001-04-24,6.061395645141602
2001-04-25,6.187097072601318
2001-04-26,6.5876359939575195
2001-04-27,6.4278483390808105
2001-04-30,6.555681228637695
2001-05-01,6.538637161254883
2001-05-02,6.625987529754639
2001-05-03,6.6046833992004395
2001-05-04,6.521594524383545
2001-05-07,6.600421905517578
2001-05-08,6.6472930908203125
2001-05-09,6.679251194000244
2001-05-10,6.753819465637207
2001-05-11,6.7729949951171875
2001-05-14,6.551422595977783
2001-05-15,6.549291610717773
2001-05-16,6.977529048919678
2001-05-17,7.414287090301514
2001-05-18,7.757303714752197
2001-05-21,7.488859176635742
2001-05-22,7.531473159790039
2001-05-23,7.571946144104004
2001-05-24,7.60603666305542
2001-05-25,7.6656951904296875
2001-05-29,7.733870506286621
2001-05-30,7.527209281921387
2001-05-31,7.648652076721191
2001-06-01,7.669953346252441
2001-06-04,7.744524002075195
2001-06-05,7.71895694732666
2001-06-06,7.646517753601074
2001-06-07,7.659306526184082
2001-06-08,7.712569713592529
2001-06-11,7.537859916687012
2001-06-12,7.508029937744141
2001-06-13,7.650778293609619
2001-06-14,7.493121147155762
2001-06-15,7.2971086502075195
2001-06-18,7.318412780761719
2001-06-19,7.135190486907959
2001-06-20,7.222541332244873
2001-06-21,7.3546342849731445
2001-06-22,6.949831962585449
2001-06-25,6.90509033203125
2001-06-26,6.922134876251221
2001-06-27,6.939174175262451
2001-06-28,7.0478339195251465
2001-06-29,7.201234340667725
2001-07-02,7.286455154418945
2001-07-03,7.233195781707764
2001-07-05,7.337589263916016
2001-07-06,7.118142604827881
2001-07-09,7.098967552185059
2001-07-10,7.020141124725342
2001-07-11,6.951966285705566
2001-07-12,7.073400020599365
2001-07-13,7.030790328979492
2001-07-16,7.009485721588135
2001-07-17,7.030790328979492
2001-07-18,7.020141124725342
2001-07-19,7.00522518157959
2001-07-20,7.365280628204346
2001-07-23,7.495248794555664
2001-07-24,7.437724590301514
2001-07-25,7.49554443359375
2001-07-26,7.499830722808838
2001-07-27,7.551231384277344
2001-07-30,7.589780330657959
2001-07-31,7.651880741119385
2001-08-01,7.788943767547607
2001-08-02,7.913153171539307
2001-08-03,7.827495574951172
2001-08-06,7.788943767547607
2001-08-07,7.859617710113525
2001-08-08,7.827495574951172
2001-08-09,7.788943767547607
2001-08-10,7.6968584060668945
2001-08-13,7.628328800201416
2001-08-14,7.750399589538574
2001-08-15,7.9281511306762695
2001-08-16,8.03736686706543
2001-08-17,7.955988883972168
2001-08-20,7.906730651855469
2001-08-21,8.08448600769043
2001-08-22,8.125177383422852
2001-08-23,8.138023376464844
2001-08-24,8.148731231689453
2001-08-27,7.9495625495910645
2001-08-28,8.035226821899414
2001-08-29,8.052362442016602
2001-08-30,7.902451515197754
2001-08-31,8.030942916870117
2001-09-04,7.99881649017334
2001-09-05,8.060925483703613
2001-09-06,8.097333908081055
2001-09-07,7.773951530456543
2001-09-10,7.7932305335998535
2001-09-17,6.992275714874268
2001-09-18,6.938735485076904
2001-09-19,6.5960845947265625
2001-09-20,6.2320146560668945
2001-09-21,6.187040328979492
2001-09-24,6.542543888092041
2001-09-25,6.542543888092041
2001-09-26,6.285552978515625
2001-09-27,6.2320146560668945
2001-09-28,6.589658737182617
2001-10-01,6.366934776306152
2001-10-02,6.668896198272705
2001-10-03,6.780259609222412
2001-10-04,6.9537272453308105
2001-10-05,6.863781452178955
2001-10-08,6.692452907562256
2001-10-09,6.876628398895264
2001-10-10,7.088647842407227
2001-10-11,7.129333019256592
2001-10-12,7.206431865692139
2001-10-15,7.159318923950195
2001-10-16,7.182877063751221
2001-10-17,7.107921123504639
2001-10-18,7.118633270263672
2001-10-19,6.782400131225586
2001-10-22,7.092931747436523
2001-10-23,7.0458173751831055
2001-10-24,7.166402816772461
2001-10-25,7.226698398590088
2001-10-26,7.310679912567139
2001-10-29,6.880005836486816
2001-10-30,6.72711706161499
2001-10-31,6.836941719055176
2001-11-01,7.030742168426514
2001-11-02,7.086730003356934
2001-11-05,7.06089448928833
2001-11-06,7.1147236824035645
2001-11-07,7.463569164276123
2001-11-08,7.454955577850342
2001-11-09,7.377435684204102
2001-11-12,7.308528423309326
2001-11-13,7.6939778327941895
2001-11-14,7.655215740203857
2001-11-15,7.644453525543213
2001-11-16,7.698287010192871
2001-11-19,7.676754474639893
2001-11-20,7.659524440765381
2001-11-21,7.743504047393799
2001-11-23,7.803799629211426
2001-11-26,7.894241809844971
2001-11-27,7.773655891418457
2001-11-28,7.732738971710205
2001-11-29,7.762880802154541
2001-11-30,7.627224445343018
2001-12-03,7.702593803405762
2001-12-04,7.816720485687256
2001-12-05,8.234475135803223
2001-12-06,8.421820640563965
2001-12-07,8.45842456817627
2001-12-10,8.357213020324707
2001-12-11,8.365826606750488
2001-12-12,7.745660305023193
2001-12-13,7.612148761749268
2001-12-14,7.7564263343811035
2001-12-17,7.620765209197998
2001-12-18,7.849021911621094
2001-12-19,7.79518461227417
2001-12-20,7.808108329772949
2001-12-21,7.857633590698242
2001-12-24,7.805948734283447
2001-12-26,7.991142749786377
2001-12-27,7.988987922668457
2001-12-28,7.928696155548096
2001-12-31,7.861941814422607
2002-01-02,7.814563751220703
2002-01-03,7.730587959289551
2002-01-04,7.579850196838379
2002-01-07,7.4506516456604
2002-01-08,7.547551155090332
2002-01-09,7.657372951507568
2002-01-10,7.60138463973999
2002-01-11,7.521712779998779
2002-01-14,7.0092058181762695
2002-01-15,7.254692554473877
2002-01-16,7.067347049713135
2002-01-17,7.097493648529053
2002-01-18,7.035048007965088
2002-01-22,6.9704484939575195
2002-01-23,7.163167476654053
2002-01-24,7.319076061248779
2002-01-25,7.470656871795654
2002-01-28,7.698023319244385
2002-01-29,7.574589729309082
2002-01-30,7.667707443237305
2002-01-31,7.643887996673584
2002-02-01,7.6655378341674805
2002-02-04,7.384043216705322
2002-02-05,7.308248996734619
2002-02-06,7.319076061248779
2002-02-07,7.210808277130127
2002-02-08,7.405694007873535
2002-02-11,7.9340500831604
2002-02-12,8.014178276062012
2002-02-13,8.033665657043457
2002-02-14,8.033665657043457
2002-02-15,8.14193344116211
2002-02-19,8.146267890930176
2002-02-20,8.235045433044434
2002-02-21,8.278353691101074
2002-02-22,8.33681869506836
2002-02-25,8.371467590332031
2002-02-26,8.50139045715332
2002-02-27,8.462410926818848
2002-02-28,8.445090293884277
2002-03-01,8.544699668884277
2002-03-04,9.075223922729492
2002-03-05,9.021088600158691
2002-03-06,9.146685600280762
2002-03-07,9.094709396362305
2002-03-08,9.202981948852539
2002-03-11,9.322080612182617
2002-03-12,9.447676658630371
2002-03-13,9.653385162353516
2002-03-14,9.774645805358887
2002-03-15,9.588425636291504
2002-03-18,9.64905834197998
2002-03-19,9.709687232971191
2002-03-20,9.765987396240234
2002-03-21,9.69452953338623
2002-03-22,9.532125473022461
2002-03-25,9.404362678527832
2002-03-26,9.52346420288086
2002-03-27,9.724846839904785
2002-03-28,9.737837791442871
2002-04-01,9.542952537536621
2002-04-02,9.40003776550293
2002-04-03,9.16833209991455
2002-04-04,9.218141555786133
2002-04-05,9.419526100158691
2002-04-08,9.685870170593262
2002-04-09,9.787643432617188
2002-04-10,10.034500122070312
2002-04-11,10.058321952819824
2002-04-12,10.002016067504883
2002-04-15,9.88508415222168
2002-04-16,10.393953323364258
2002-04-17,10.346319198608398
2002-04-18,10.36147689819336
2002-04-19,10.565027236938477
2002-04-22,9.982525825500488
2002-04-23,10.242378234863281
2002-04-24,10.346714973449707
2002-04-25,10.46409797668457
2002-04-26,10.461921691894531
2002-04-29,10.396707534790039
2002-04-30,10.55538558959961
2002-05-01,10.653203010559082
2002-05-02,10.683634757995605
2002-05-03,10.690155029296875
2002-05-06,10.314106941223145
2002-05-07,10.433660507202148
2002-05-08,10.624947547912598
2002-05-09,10.759716033935547
2002-05-10,10.407576560974121
2002-05-13,10.353236198425293
2002-05-14,10.783623695373535
2002-05-15,10.553214073181152
2002-05-16,10.524958610534668
2002-05-17,10.527130126953125
2002-05-20,10.564079284667969
2002-05-21,10.53148078918457
2002-05-22,10.37279987335205
2002-05-23,10.498871803283691
2002-05-24,10.346714973449707
2002-05-28,10.207600593566895
2002-05-29,10.151083946228027
2002-05-30,10.168472290039062
2002-05-31,10.214119911193848
2002-06-03,9.944583892822266
2002-06-04,9.646788597106934
2002-06-05,10.094569206237793
2002-06-06,9.81198501586914
2002-06-07,9.925020217895508
2002-06-10,9.948931694030762
2002-06-11,10.124999046325684
2002-06-12,10.170647621154785
2002-06-13,10.044575691223145
2002-06-14,10.081526756286621
2002-06-17,10.411927223205566
2002-06-18,10.353236198425293
2002-06-19,10.48365592956543
2002-06-20,10.44670295715332
2002-06-21,10.47496223449707
2002-06-24,10.248900413513184
2002-06-25,10.31845760345459
2002-06-26,10.077178955078125
2002-06-27,10.246724128723145
2002-06-28,10.451050758361816
2002-07-01,10.240205764770508
2002-07-02,10.129348754882812
2002-07-03,9.592450141906738
2002-07-05,9.72721004486084
2002-07-08,9.748952865600586
2002-07-09,9.672874450683594
2002-07-10,9.540285110473633
2002-07-11,9.368560791015625
2002-07-12,9.301173210144043
2002-07-15,9.164231300354004
2002-07-16,8.84687614440918
2002-07-17,9.155539512634277
2002-07-18,9.046854019165039
2002-07-19,8.564294815063477
2002-07-22,8.123043060302734
2002-07-23,8.259978294372559
2002-07-24,8.554906845092773
2002-07-25,8.681608200073242
2002-07-26,8.624811172485352
2002-07-29,9.387235641479492
2002-07-30,9.164411544799805
2002-07-31,8.884780883789062
2002-08-01,8.954692840576172
2002-08-02,8.655393600463867
2002-08-05,8.43256664276123
2002-08-06,8.76899242401123
2002-08-07,8.8236083984375
2002-08-08,8.983084678649902
2002-08-09,9.199359893798828
2002-08-12,9.109792709350586
2002-08-13,9.061732292175293
2002-08-14,9.020222663879395
2002-08-15,9.127269744873047
2002-08-16,9.142561912536621
2002-08-19,9.328251838684082
2002-08-20,9.306407928466797
2002-08-21,9.590401649475098
2002-08-22,9.736774444580078
2002-08-23,9.562003135681152
2002-08-26,9.472437858581543
2002-08-27,9.520496368408203
2002-08-28,9.468066215515137
2002-08-29,9.511757850646973
2002-08-30,9.48991584777832
2002-09-03,9.328251838684082
2002-09-04,9.476804733276367
2002-09-05,9.120715141296387
2002-09-06,9.201546669006348
2002-09-09,9.1513032913208
2002-09-10,9.282373428344727
2002-09-11,9.4243745803833
2002-09-12,9.087946891784668
2002-09-13,8.94157600402832
2002-09-16,8.86729907989502
2002-09-17,8.474072456359863
2002-09-18,8.144200325012207
2002-09-19,8.11579704284668
2002-09-20,8.273088455200195
2002-09-23,8.048076629638672
2002-09-24,8.072107315063477
2002-09-25,8.275273323059082
2002-09-26,8.672870635986328
2002-09-27,8.255614280700684
2002-09-30,8.120166778564453
2002-10-01,8.369211196899414
2002-10-02,8.111429214477539
2002-10-03,8.133275032043457
2002-10-04,7.700721263885498
2002-10-07,7.670141696929932
2002-10-08,7.724756240844727
2002-10-09,7.320603370666504
2002-10-10,7.493190765380859
2002-10-11,7.873302936553955
2002-10-14,7.770631313323975
2002-10-15,7.09996223449707
2002-10-16,7.089035987854004
2002-10-17,7.2310357093811035
2002-10-18,7.333709716796875
2002-10-21,7.582752704620361
2002-10-22,7.296572208404541
2002-10-23,7.283390522003174
2002-10-24,7.384453296661377
2002-10-25,7.268009185791016
2002-10-28,7.03072452545166
2002-10-29,7.0834550857543945
2002-10-30,7.175730228424072
2002-10-31,7.259221076965332
2002-11-01,7.360288619995117
2002-11-04,7.500906467437744
2002-11-05,7.470141410827637
2002-11-06,7.564616680145264
2002-11-07,7.4262003898620605
2002-11-08,7.250432014465332
2002-11-11,7.10761833190918
2002-11-12,6.789039611816406
2002-11-13,6.446292877197266
2002-11-14,6.57811975479126
2002-11-15,6.8066182136535645
2002-11-18,6.811014175415039
2002-11-19,6.6506242752075195
2002-11-20,6.635241508483887
2002-11-21,6.901096820831299
2002-11-22,7.0834550857543945
2002-11-25,7.272405624389648
2002-11-26,7.634926795959473
2002-11-27,7.951310157775879
2002-11-29,7.85683536529541
2002-12-02,7.898576259613037
2002-12-03,7.775543212890625
2002-12-04,7.63053035736084
2002-12-05,7.590985298156738
2002-12-06,7.555830955505371
2002-12-09,7.303162574768066
2002-12-10,7.309757232666016
2002-12-11,7.252630710601807
2002-12-12,7.250432014465332
2002-12-13,7.125196933746338
2002-12-16,7.410822868347168
2002-12-17,7.388851165771484
2002-12-18,7.298768043518066
2002-12-19,7.382257461547852
2002-12-20,7.380059242248535
2002-12-23,7.353701114654541
2002-12-24,7.342710018157959
2002-12-26,7.373471736907959
2002-12-27,7.362485408782959
2002-12-30,7.478933334350586
2002-12-31,7.590985298156738
2003-01-02,7.676674842834473
2003-01-03,7.569014072418213
2003-01-06,7.659092426300049
2003-01-07,7.839256763458252
2003-01-08,7.670079231262207
2003-01-09,7.859034061431885
2003-01-10,7.902972221374512
2003-01-13,7.810693264007568
2003-01-14,7.9381256103515625
2003-01-15,7.808496475219727
2003-01-16,7.676674842834473
2003-01-17,7.4987101554870605
2003-01-21,7.450366497039795
2003-01-22,7.403971195220947
2003-01-23,7.545377254486084
2003-01-24,7.412808895111084
2003-01-27,7.247094631195068
2003-01-28,7.295706272125244
2003-01-29,7.503398895263672
2003-01-30,7.88784646987915
2003-01-31,8.1154203414917
2003-02-03,8.141940116882324
2003-02-04,8.053557395935059
2003-02-05,8.040303230285645
2003-02-06,7.883426189422607
2003-02-07,7.892260551452637
2003-02-10,7.974018573760986
2003-02-11,7.85028600692749
2003-02-12,7.693413257598877
2003-02-13,7.510025978088379
2003-02-14,7.463627815246582
2003-02-18,7.883426189422607
2003-02-19,7.726553916931152
2003-02-20,7.766321659088135
2003-02-21,7.821562767028809
2003-02-24,7.5917792320251465
2003-02-25,7.832607269287109
2003-02-26,7.6823625564575195
2003-02-27,7.839239597320557
2003-02-28,8.031463623046875
2003-03-03,8.022623062133789
2003-03-04,7.828188419342041
2003-03-05,7.88784646987915
2003-03-06,7.799465179443359
2003-03-07,7.8524956703186035
2003-03-10,7.722134590148926
2003-03-11,7.465836524963379
2003-03-12,7.448159694671631
2003-03-13,7.633755683898926
2003-03-14,7.761905670166016
2003-03-17,8.046926498413086
2003-03-18,8.144150733947754
2003-03-19,8.029256820678711
2003-03-20,8.031463623046875
2003-03-21,8.296603202819824
2003-03-24,7.974018573760986
2003-03-25,8.040303230285645
2003-03-26,8.035880088806152
2003-03-27,8.086703300476074
2003-03-28,8.057976722717285
2003-03-31,7.810515880584717
2003-04-01,7.903313159942627
2003-04-02,8.119843482971191
2003-04-03,8.179498672485352
2003-04-04,8.128679275512695
2003-04-07,8.108797073364258
2003-04-08,8.102167129516602
2003-04-09,7.978432655334473
2003-04-10,7.929824352264404
2003-04-11,7.951921463012695
2003-04-14,8.057976722717285
2003-04-15,8.155198097229004
2003-04-16,8.117632865905762
2003-04-17,8.354044914245605
2003-04-21,8.250201225280762
2003-04-22,8.318693161010742
2003-04-23,8.369797706604004
2003-04-24,8.434234619140625
2003-04-25,8.245372772216797
2003-04-28,8.538660049438477
2003-04-29,8.498664855957031
2003-04-30,8.563102722167969
2003-05-01,8.618645668029785
2003-05-02,8.618645668029785
2003-05-05,8.551995277404785
2003-05-06,8.676417350769043
2003-05-07,8.654197692871094
2003-05-08,8.55421257019043
2003-05-09,8.587539672851562
2003-05-12,8.820838928222656
2003-05-13,8.680863380432129
2003-05-14,8.605316162109375
2003-05-15,8.614208221435547
2003-05-16,8.576431274414062
2003-05-19,8.398682594299316
2003-05-20,8.307584762573242
2003-05-21,8.274259567260742
2003-05-22,8.176494598388672
2003-05-23,8.276481628417969
2003-05-27,8.465338706970215
2003-05-28,8.556434631347656
2003-05-29,8.498664855957031
2003-05-30,8.634203910827637
2003-06-02,8.705299377441406
2003-06-03,8.64531135559082
2003-06-04,8.843057632446289
2003-06-05,8.656418800354004
2003-06-06,8.771961212158203
2003-06-09,8.52977180480957
2003-06-10,8.485335350036621
2003-06-11,9.194113731384277
2003-06-12,9.15412425994873
2003-06-13,8.96081829071045
2003-06-16,9.118569374084473
2003-06-17,9.167448043823242
2003-06-18,9.176336288452148
2003-06-19,9.309654235839844
2003-06-20,8.954153060913086
2003-06-23,8.85194206237793
2003-06-24,8.794179916381836
2003-06-25,8.643088340759277
2003-06-26,8.727519989013672
2003-06-27,8.749738693237305
2003-06-30,8.678633689880371
2003-07-01,8.571989059448242
2003-07-02,8.694192886352539
2003-07-03,8.658645629882812
2003-07-07,8.665306091308594
2003-07-08,8.63864517211914
2003-07-09,8.789734840393066
2003-07-10,8.827509880065918
2003-07-11,8.760848045349121
2003-07-14,8.816399574279785
2003-07-15,8.894156455993652
2003-07-16,8.967483520507812
2003-07-17,8.931938171386719
2003-07-18,9.009696960449219
2003-07-21,8.745293617248535
2003-07-22,8.876386642456055
2003-07-23,9.153353691101074
2003-07-24,8.992530822753906
2003-07-25,9.10421371459961
2003-07-28,9.04167366027832
2003-07-29,8.972434043884277
2003-07-30,9.039437294006348
2003-07-31,9.01263427734375
2003-08-01,8.92552375793457
2003-08-04,8.996999740600586
2003-08-05,8.704401016235352
2003-08-06,8.773638725280762
2003-08-07,8.766939163208008
2003-08-08,8.842881202697754
2003-08-11,8.878618240356445
2003-08-12,8.992530822753906
2003-08-13,9.13771915435791
2003-08-14,9.258330345153809
2003-08-15,9.336509704589844
2003-08-18,9.44149112701416
2003-08-19,9.39681625366211
2003-08-20,9.392354011535645
2003-08-21,9.588910102844238
2003-08-22,9.481696128845215
2003-08-25,9.44819450378418
2003-08-26,9.39681625366211
2003-08-27,9.367776870727539
2003-08-28,9.394580841064453
2003-08-29,9.5598726272583
2003-09-02,9.508503913879395
2003-09-03,9.722929000854492
2003-09-04,9.629112243652344
2003-09-05,9.171224594116211
2003-09-08,9.430320739746094
2003-09-09,9.17345905303955
2003-09-10,9.037203788757324
2003-09-11,9.028274536132812
