Date,ROST
2000-01-03,1.697167158126831
2000-01-04,1.623908281326294
2000-01-05,1.6605377197265625
2000-01-06,1.4834959506988525
2000-01-07,1.4651802778244019
2000-01-10,1.4896001815795898
2000-01-11,1.4224464893341064
2000-01-12,1.32781982421875
2000-01-13,1.2759284973144531
2000-01-14,1.3308720588684082
2000-01-18,1.251508355140686
2000-01-19,1.1965644359588623
2000-01-20,1.272875428199768
2000-01-21,1.3125579357147217
2000-01-24,1.2270890474319458
2000-01-25,1.2270890474319458
2000-01-26,1.2881380319595337
2000-01-27,1.263718843460083
2000-01-28,1.2576130628585815
2000-01-31,1.245403528213501
2000-02-01,1.2392988204956055
2000-02-02,1.2270890474319458
2000-02-03,1.5140196084976196
2000-02-04,1.4651802778244019
2000-02-07,1.4651802778244019
2000-02-08,1.495705246925354
2000-02-09,1.477390170097351
2000-02-10,1.4529707431793213
2000-02-11,1.4346563816070557
2000-02-14,1.4346563816070557
2000-02-15,1.3797121047973633
2000-02-16,1.324767827987671
2000-02-17,1.245403528213501
2000-02-18,1.2759284973144531
2000-02-22,1.2759284973144531
2000-02-23,1.2942426204681396
2000-02-24,1.2820329666137695
2000-02-25,1.3369773626327515
2000-02-28,1.5140196084976196
2000-02-29,1.4163410663604736
2000-03-01,1.4261842966079712
2000-03-02,1.719989538192749
2000-03-03,1.6526594161987305
2000-03-06,1.7138692140579224
2000-03-07,1.6587800979614258
2000-03-08,1.6465387344360352
2000-03-09,1.6281754970550537
2000-03-10,1.609812617301941
2000-03-13,1.618993878364563
2000-03-14,1.7077484130859375
2000-03-15,1.8546513319015503
2000-03-16,2.160698890686035
2000-03-17,2.0076749324798584
2000-03-20,1.9097400903701782
2000-03-21,2.06888484954834
2000-03-22,2.001554489135742
2000-03-23,2.001554489135742
2000-03-24,1.9831914901733398
2000-03-27,2.0627636909484863
2000-03-28,2.06888484954834
2000-03-29,2.2769973278045654
2000-03-30,2.172940969467163
2000-03-31,2.356569528579712
2000-04-03,2.1913039684295654
2000-04-04,2.1423356533050537
2000-04-05,2.117851734161377
2000-04-06,2.1423356533050537
2000-04-07,2.160698890686035
2000-04-10,2.2219080924987793
2000-04-11,2.3320870399475098
2000-04-12,2.3198444843292236
2000-04-13,2.325965166091919
2000-04-14,2.2157881259918213
2000-04-17,2.117851734161377
2000-04-18,2.0872483253479004
2000-04-19,2.1913039684295654
2000-04-20,2.0566413402557373
2000-04-24,2.0443997383117676
2000-04-25,2.0566413402557373
2000-04-26,2.0321590900421143
2000-04-27,1.958707332611084
2000-04-28,2.0321590900421143
2000-05-01,2.0994911193847656
2000-05-02,2.0566413402557373
2000-05-03,1.921981692314148
2000-05-04,2.0076749324798584
2000-05-05,2.0627636909484863
2000-05-08,2.0566413402557373
2000-05-09,2.130093574523926
2000-05-10,2.093369245529175
2000-05-11,2.1239736080169678
2000-05-12,2.1790616512298584
2000-05-15,2.2463929653167725
2000-05-16,2.2096669673919678
2000-05-17,2.0321590900421143
2000-05-18,2.038278818130493
2000-05-19,2.0566413402557373
2000-05-22,2.093369245529175
2000-05-23,2.1056103706359863
2000-05-24,1.9525878429412842
2000-05-25,2.001554489135742
2000-05-26,1.977070689201355
2000-05-30,2.0551135540008545
2000-05-31,2.06888484954834
2000-06-01,1.8607712984085083
2000-06-02,1.8179254531860352
2000-06-05,1.8179254531860352
2000-06-06,1.8056837320327759
2000-06-07,1.756716012954712
2000-06-08,1.63429594039917
2000-06-09,1.640417456626892
2000-06-12,1.5853291749954224
2000-06-13,1.5424821376800537
2000-06-14,1.4629102945327759
2000-06-15,1.5709620714187622
2000-06-16,1.6077812910079956
2000-06-19,1.558688998222351
2000-06-20,1.6016459465026855
2000-06-21,1.5402792692184448
2000-06-22,1.6016459465026855
2000-06-23,1.663010835647583
2000-06-26,1.681420087814331
2000-06-27,1.7611969709396362
2000-06-28,1.7980159521102905
2000-06-29,1.712104082107544
2000-06-30,1.6752853393554688
2000-07-03,1.699830174446106
2000-07-05,1.6507378816604614
2000-07-06,1.4543673992156982
2000-07-07,1.4543673992156982
2000-07-10,1.4666409492492676
2000-07-11,1.4727771282196045
2000-07-12,1.583235263824463
2000-07-13,1.5709620714187622
2000-07-14,1.6568740606307983
2000-07-17,1.595508337020874
2000-07-18,1.558688998222351
2000-07-19,1.509596347808838
2000-07-20,1.4727771282196045
2000-07-21,1.5218695402145386
2000-07-24,1.5648263692855835
2000-07-25,1.5218695402145386
2000-07-26,1.581701636314392
2000-07-27,1.583235263824463
2000-07-28,1.5218695402145386
2000-07-31,1.509596347808838
2000-08-01,1.528006672859192
2000-08-02,1.4973231554031372
2000-08-03,1.4727771282196045
2000-08-04,1.4789137840270996
2000-08-07,1.577099323272705
2000-08-08,1.5893725156784058
2000-08-09,1.6446017026901245
2000-08-10,1.577099323272705
2000-08-11,1.6139187812805176
2000-08-14,1.6538058519363403
2000-08-15,1.6292603015899658
2000-08-16,1.4850503206253052
2000-08-17,1.4482307434082031
2000-08-18,1.4789137840270996
2000-08-21,1.4727771282196045
2000-08-22,1.5341428518295288
2000-08-23,1.5648263692855835
2000-08-24,1.5157338380813599
2000-08-25,1.5402792692184448
2000-08-28,1.5157338380813599
2000-08-29,1.5218695402145386
2000-08-30,1.5218695402145386
2000-08-31,1.4850503206253052
2000-09-01,1.5709620714187622
2000-09-05,1.558688998222351
2000-09-06,1.568580985069275
2000-09-07,1.4824624061584473
2000-09-08,1.6177914142608643
2000-09-11,1.5870341062545776
2000-09-12,1.574731469154358
2000-09-13,1.5439751148223877
2000-09-14,1.5378237962722778
2000-09-15,1.5316733121871948
2000-09-18,1.4886137247085571
2000-09-19,1.4517054557800293
2000-09-20,1.4517054557800293
2000-09-21,1.4209498167037964
2000-09-22,1.402495265007019
2000-09-25,1.402495265007019
2000-09-26,1.3901931047439575
