Date,CVNA
2017-11-16,3.0799999237060547
2017-11-17,3.0999999046325684
2017-11-20,2.98799991607666
2017-11-21,2.934000015258789
2017-11-22,3.063999891281128
2017-11-24,3.0859999656677246
2017-11-27,3.1480000019073486
2017-11-28,3.308000087738037
2017-11-29,3.118000030517578
2017-11-30,3.242000102996826
2017-12-01,3.5820000171661377
2017-12-04,4.041999816894531
2017-12-05,4.085999965667725
2017-12-06,4.110000133514404
2017-12-07,4.4039998054504395
2017-12-08,4.248000144958496
2017-12-11,4.133999824523926
2017-12-12,4.260000228881836
2017-12-13,4.415999889373779
2017-12-14,4.6479997634887695
2017-12-15,4.374000072479248
2017-12-18,4.306000232696533
2017-12-19,4.056000232696533
2017-12-20,4.197999954223633
2017-12-21,4.245999813079834
2017-12-22,4.25
2017-12-26,4.245999813079834
2017-12-27,4.056000232696533
2017-12-28,3.9260001182556152
2017-12-29,3.8239998817443848
2018-01-02,3.6619999408721924
2018-01-03,3.6740000247955322
2018-01-04,3.75
2018-01-05,3.941999912261963
2018-01-08,4.010000228881836
2018-01-09,4.033999919891357
2018-01-10,4.208000183105469
2018-01-11,4.113999843597412
2018-01-12,4.190000057220459
2018-01-16,4.1020002365112305
2018-01-17,4.076000213623047
2018-01-18,4.047999858856201
2018-01-19,4.171999931335449
2018-01-22,4.070000171661377
2018-01-23,4.203999996185303
2018-01-24,4.150000095367432
2018-01-25,4.067999839782715
2018-01-26,3.947999954223633
2018-01-29,3.76200008392334
2018-01-30,3.799999952316284
2018-01-31,3.818000078201294
2018-02-01,3.697999954223633
2018-02-02,3.6600000858306885
2018-02-05,3.5139999389648438
2018-02-06,3.696000099182129
2018-02-07,3.697999954223633
2018-02-08,3.5320000648498535
2018-02-09,3.619999885559082
2018-02-12,3.927999973297119
2018-02-13,4.0920000076293945
2018-02-14,4.179999828338623
2018-02-15,4.372000217437744
2018-02-16,4.283999919891357
2018-02-20,4.296000003814697
2018-02-21,4.125999927520752
2018-02-22,4.196000099182129
2018-02-23,4.276000022888184
2018-02-26,4.375999927520752
2018-02-27,4.144000053405762
2018-02-28,4.007999897003174
2018-03-01,3.8259999752044678
2018-03-02,3.746000051498413
2018-03-05,3.7260000705718994
2018-03-06,3.7360000610351562
2018-03-07,3.492000102996826
2018-03-08,3.4019999504089355
2018-03-09,3.6059999465942383
2018-03-12,3.697999954223633
2018-03-13,3.7739999294281006
2018-03-14,4.248000144958496
2018-03-15,4.004000186920166
2018-03-16,4.196000099182129
2018-03-19,4.073999881744385
2018-03-20,4.052000045776367
2018-03-21,4.170000076293945
2018-03-22,4.185999870300293
2018-03-23,4.191999912261963
2018-03-26,4.466000080108643
2018-03-27,4.453999996185303
2018-03-28,4.521999835968018
2018-03-29,4.585999965667725
2018-04-02,4.51800012588501
2018-04-03,4.541999816894531
2018-04-04,4.47599983215332
2018-04-05,4.664000034332275
2018-04-06,4.581999778747559
2018-04-09,4.748000144958496
2018-04-10,4.796000003814697
2018-04-11,4.535999774932861
2018-04-12,4.644000053405762
2018-04-13,4.679999828338623
2018-04-16,5.406000137329102
2018-04-17,6.019999980926514
2018-04-18,5.955999851226807
2018-04-19,5.938000202178955
2018-04-20,5.874000072479248
2018-04-23,5.992000102996826
2018-04-24,5.616000175476074
2018-04-25,5.8520002365112305
2018-04-26,5.495999813079834
2018-04-27,5.489999771118164
2018-04-30,5.242000102996826
2018-05-01,5.3979997634887695
2018-05-02,5.340000152587891
2018-05-03,5.236000061035156
2018-05-04,5.093999862670898
2018-05-07,5.047999858856201
2018-05-08,4.99399995803833
2018-05-09,4.952000141143799
2018-05-10,5.355999946594238
2018-05-11,5.5
2018-05-14,5.435999870300293
2018-05-15,5.294000148773193
2018-05-16,5.354000091552734
2018-05-17,5.355999946594238
2018-05-18,5.3520002365112305
2018-05-21,5.343999862670898
2018-05-22,5.3420000076293945
2018-05-23,5.236000061035156
2018-05-24,5.1519999504089355
2018-05-25,5.019999980926514
2018-05-29,5.421999931335449
2018-05-30,5.6620001792907715
2018-05-31,5.769999980926514
2018-06-01,5.633999824523926
2018-06-04,5.946000099182129
2018-06-05,6.211999893188477
2018-06-06,6.581999778747559
2018-06-07,7.070000171661377
2018-06-08,7.208000183105469
2018-06-11,7.3520002365112305
2018-06-12,7.785999774932861
2018-06-13,7.418000221252441
2018-06-14,8.07800006866455
2018-06-15,8.564000129699707
2018-06-18,8.637999534606934
2018-06-19,8.736000061035156
2018-06-20,7.74399995803833
2018-06-21,7.585999965667725
2018-06-22,8.071999549865723
2018-06-25,7.935999870300293
2018-06-26,8.100000381469727
2018-06-27,8.293999671936035
2018-06-28,8.357999801635742
2018-06-29,8.319999694824219
2018-07-02,8.529999732971191
2018-07-03,8.345999717712402
2018-07-05,8.996000289916992
2018-07-06,9.434000015258789
2018-07-09,8.96399974822998
2018-07-10,8.82800006866455
2018-07-11,8.793999671936035
2018-07-12,9.112000465393066
2018-07-13,8.819999694824219
2018-07-16,9.034000396728516
2018-07-17,9.180000305175781
2018-07-18,9.366000175476074
2018-07-19,9.067999839782715
2018-07-20,8.838000297546387
2018-07-23,8.67199993133545
2018-07-24,8.765999794006348
2018-07-25,9.100000381469727
2018-07-26,9.067999839782715
2018-07-27,8.842000007629395
2018-07-30,8.223999977111816
2018-07-31,8.600000381469727
2018-08-01,8.748000144958496
2018-08-02,8.684000015258789
2018-08-03,9.015999794006348
2018-08-06,9.380000114440918
2018-08-07,9.430000305175781
2018-08-08,9.411999702453613
2018-08-09,10.222000122070312
2018-08-10,10.812000274658203
2018-08-13,10.727999687194824
2018-08-14,10.960000038146973
2018-08-15,10.668000221252441
2018-08-16,10.87600040435791
2018-08-17,11.083999633789062
2018-08-20,11.706000328063965
2018-08-21,11.675999641418457
2018-08-22,11.593999862670898
2018-08-23,11.527999877929688
2018-08-24,12.015999794006348
2018-08-27,12.477999687194824
2018-08-28,12.604000091552734
2018-08-29,12.607999801635742
2018-08-30,12.418000221252441
2018-08-31,12.947999954223633
2018-09-04,13.468000411987305
2018-09-05,12.430000305175781
2018-09-06,11.791999816894531
2018-09-07,12.300000190734863
2018-09-10,13.656000137329102
2018-09-11,14.163999557495117
2018-09-12,13.486000061035156
2018-09-13,12.802000045776367
2018-09-14,12.685999870300293
2018-09-17,12.053999900817871
2018-09-18,11.854000091552734
2018-09-19,11.789999961853027
2018-09-20,12.010000228881836
2018-09-21,12.001999855041504
2018-09-24,11.907999992370605
2018-09-25,11.866000175476074
2018-09-26,12.229999542236328
2018-09-27,12.0
2018-09-28,11.817999839782715
2018-10-01,11.494000434875488
2018-10-02,10.892000198364258
2018-10-03,10.90999984741211
2018-10-04,10.661999702453613
2018-10-05,10.77400016784668
2018-10-08,10.531999588012695
2018-10-09,10.248000144958496
2018-10-10,9.314000129699707
2018-10-11,8.779999732971191
2018-10-12,9.380000114440918
2018-10-15,8.729999542236328
2018-10-16,9.130000114440918
2018-10-17,8.965999603271484
2018-10-18,8.552000045776367
2018-10-19,8.034000396728516
2018-10-22,8.317999839782715
2018-10-23,8.326000213623047
2018-10-24,7.708000183105469
2018-10-25,8.092000007629395
2018-10-26,7.74399995803833
2018-10-29,7.550000190734863
2018-10-30,7.535999774932861
2018-10-31,7.75
2018-11-01,8.878000259399414
2018-11-02,9.265999794006348
2018-11-05,9.288000106811523
2018-11-06,9.010000228881836
2018-11-07,9.234000205993652
2018-11-08,10.293999671936035
2018-11-09,9.779999732971191
2018-11-12,8.802000045776367
2018-11-13,9.105999946594238
2018-11-14,9.050000190734863
2018-11-15,9.569999694824219
2018-11-16,9.208000183105469
2018-11-19,8.47599983215332
2018-11-20,8.244000434875488
2018-11-21,8.336000442504883
2018-11-23,8.531999588012695
2018-11-26,9.013999938964844
2018-11-27,9.206000328063965
2018-11-28,9.484000205993652
2018-11-29,9.45199966430664
2018-11-30,8.657999992370605
2018-12-03,8.571999549865723
2018-12-04,7.679999828338623
2018-12-06,7.716000080108643
2018-12-07,7.142000198364258
2018-12-10,7.093999862670898
2018-12-11,6.763999938964844
2018-12-12,7.1519999504089355
2018-12-13,6.708000183105469
2018-12-14,6.429999828338623
2018-12-17,6.553999900817871
2018-12-18,6.949999809265137
2018-12-19,6.51200008392334
2018-12-20,6.28000020980835
2018-12-21,5.9679999351501465
2018-12-24,6.1620001792907715
2018-12-26,6.748000144958496
2018-12-27,6.664000034332275
2018-12-28,6.357999801635742
2018-12-31,6.541999816894531
2019-01-02,6.452000141143799
2019-01-03,6.038000106811523
2019-01-04,6.156000137329102
2019-01-07,6.633999824523926
2019-01-08,7.119999885559082
2019-01-09,6.99399995803833
2019-01-10,6.829999923706055
2019-01-11,7.360000133514404
2019-01-14,7.099999904632568
2019-01-15,7.111999988555908
2019-01-16,7.073999881744385
2019-01-17,7.1620001792907715
2019-01-18,7.381999969482422
2019-01-22,7.130000114440918
2019-01-23,7.4079999923706055
2019-01-24,7.679999828338623
2019-01-25,7.960000038146973
2019-01-28,7.941999912261963
2019-01-29,7.4120001792907715
2019-01-30,7.461999893188477
2019-01-31,7.429999828338623
2019-02-01,7.056000232696533
2019-02-04,7.242000102996826
2019-02-05,6.874000072479248
2019-02-06,6.682000160217285
2019-02-07,6.604000091552734
2019-02-08,6.435999870300293
2019-02-11,6.395999908447266
2019-02-12,7.01800012588501
2019-02-13,6.625999927520752
2019-02-14,6.860000133514404
2019-02-15,7.070000171661377
2019-02-19,7.3460001945495605
2019-02-20,7.228000164031982
2019-02-21,6.953999996185303
2019-02-22,7.599999904632568
2019-02-25,7.697999954223633
2019-02-26,8.100000381469727
2019-02-27,8.36400032043457
2019-02-28,8.972000122070312
2019-03-01,8.723999977111816
2019-03-04,8.413999557495117
2019-03-05,9.595999717712402
2019-03-06,10.119999885559082
2019-03-07,9.895999908447266
2019-03-08,9.920000076293945
2019-03-11,10.428000450134277
2019-03-12,10.619999885559082
2019-03-13,11.194000244140625
2019-03-14,11.15999984741211
2019-03-15,11.336000442504883
2019-03-18,11.371999740600586
2019-03-19,11.597999572753906
2019-03-20,11.593999862670898
2019-03-21,11.597999572753906
2019-03-22,11.12399959564209
2019-03-25,11.267999649047852
2019-03-26,11.597999572753906
2019-03-27,11.630000114440918
2019-03-28,11.569999694824219
2019-03-29,11.612000465393066
2019-04-01,11.788000106811523
2019-04-02,12.564000129699707
2019-04-03,12.399999618530273
2019-04-04,11.98799991607666
2019-04-05,12.10200023651123
2019-04-08,11.760000228881836
2019-04-09,12.017999649047852
2019-04-10,12.59000015258789
2019-04-11,12.710000038146973
2019-04-12,13.199999809265137
2019-04-15,12.87600040435791
2019-04-16,12.920000076293945
2019-04-17,12.640000343322754
2019-04-18,12.595999717712402
2019-04-22,13.079999923706055
2019-04-23,13.317999839782715
2019-04-24,13.307999610900879
2019-04-25,13.208000183105469
2019-04-26,13.916000366210938
2019-04-29,14.074000358581543
2019-04-30,14.312000274658203
2019-05-01,14.137999534606934
2019-05-02,14.088000297546387
2019-05-03,14.435999870300293
2019-05-06,14.407999992370605
2019-05-07,14.208000183105469
2019-05-08,14.329999923706055
2019-05-09,15.045999526977539
2019-05-10,13.35200023651123
2019-05-13,12.447999954223633
2019-05-14,13.13599967956543
2019-05-15,13.095999717712402
2019-05-16,13.868000030517578
2019-05-17,13.62600040435791
2019-05-20,13.435999870300293
2019-05-21,13.406000137329102
2019-05-22,13.022000312805176
2019-05-23,12.656000137329102
2019-05-24,11.878000259399414
2019-05-28,12.027999877929688
2019-05-29,11.592000007629395
2019-05-30,11.75
2019-05-31,11.576000213623047
2019-06-03,11.663999557495117
2019-06-04,12.260000228881836
2019-06-05,11.934000015258789
2019-06-06,12.020000457763672
2019-06-07,12.640000343322754
2019-06-10,12.267999649047852
2019-06-11,12.255999565124512
2019-06-12,12.25
2019-06-13,12.355999946594238
2019-06-14,11.996000289916992
2019-06-17,12.727999687194824
2019-06-18,13.194000244140625
2019-06-19,12.699999809265137
2019-06-20,13.380000114440918
2019-06-21,13.40999984741211
2019-06-24,12.295999526977539
2019-06-25,12.062000274658203
2019-06-26,11.814000129699707
2019-06-27,12.395999908447266
2019-06-28,12.517999649047852
2019-07-01,13.121999740600586
2019-07-02,12.9399995803833
2019-07-03,12.833999633789062
2019-07-05,13.157999992370605
2019-07-08,13.321999549865723
2019-07-09,13.223999977111816
2019-07-10,13.529999732971191
2019-07-11,12.918000221252441
2019-07-12,13.461999893188477
2019-07-15,13.180000305175781
2019-07-16,12.402000427246094
2019-07-17,12.184000015258789
2019-07-18,11.928000450134277
2019-07-19,11.581999778747559
2019-07-22,11.6899995803833
2019-07-23,12.526000022888184
2019-07-24,13.031999588012695
2019-07-25,13.12600040435791
2019-07-26,13.289999961853027
2019-07-29,13.107999801635742
2019-07-30,12.468000411987305
2019-07-31,12.711999893188477
2019-08-01,12.562000274658203
2019-08-02,12.477999687194824
2019-08-05,12.194000244140625
2019-08-06,11.956000328063965
2019-08-07,11.581999778747559
2019-08-08,14.494000434875488
2019-08-09,15.619999885559082
2019-08-12,15.675999641418457
2019-08-13,16.086000442504883
2019-08-14,15.777999877929688
2019-08-15,15.784000396728516
2019-08-16,15.890000343322754
2019-08-19,15.430000305175781
2019-08-20,15.324000358581543
2019-08-21,16.618000030517578
2019-08-22,15.984000205993652
2019-08-23,15.720000267028809
2019-08-26,16.187999725341797
2019-08-27,16.030000686645508
2019-08-28,16.392000198364258
2019-08-29,16.492000579833984
2019-08-30,16.23200035095215
2019-09-03,15.923999786376953
2019-09-04,16.356000900268555
2019-09-05,16.922000885009766
2019-09-06,16.722000122070312
2019-09-09,16.600000381469727
2019-09-10,15.501999855041504
2019-09-11,15.593999862670898
2019-09-12,16.082000732421875
2019-09-13,16.055999755859375
2019-09-16,16.305999755859375
2019-09-17,16.172000885009766
2019-09-18,15.482000350952148
2019-09-19,15.312000274658203
2019-09-20,15.10200023651123
2019-09-23,14.928000450134277
2019-09-24,14.092000007629395
2019-09-25,14.104000091552734
2019-09-26,13.661999702453613
2019-09-27,13.215999603271484
2019-09-30,13.199999809265137
2019-10-01,13.407999992370605
2019-10-02,12.843999862670898
2019-10-03,13.456000328063965
2019-10-04,13.562000274658203
2019-10-07,13.22599983215332
2019-10-08,13.277999877929688
2019-10-09,13.82800006866455
2019-10-10,13.85200023651123
2019-10-11,14.45199966430664
2019-10-14,14.869999885559082
2019-10-15,15.565999984741211
2019-10-16,15.3100004196167
2019-10-17,15.42199993133545
2019-10-18,14.770000457763672
2019-10-21,15.45199966430664
2019-10-22,15.15999984741211
2019-10-23,15.392000198364258
2019-10-24,15.704000473022461
2019-10-25,15.845999717712402
2019-10-28,16.554000854492188
2019-10-29,16.937999725341797
2019-10-30,16.496000289916992
2019-10-31,16.215999603271484
2019-11-01,16.54599952697754
2019-11-04,16.59600067138672
2019-11-05,16.304000854492188
2019-11-06,15.815999984741211
2019-11-07,14.62399959564209
2019-11-08,15.592000007629395
2019-11-11,15.498000144958496
2019-11-12,15.640000343322754
2019-11-13,15.038000106811523
2019-11-14,15.600000381469727
2019-11-15,16.31399917602539
2019-11-18,16.965999603271484
2019-11-19,17.667999267578125
2019-11-20,17.79599952697754
2019-11-21,17.83799934387207
2019-11-22,17.95599937438965
2019-11-25,18.211999893188477
2019-11-26,18.56800079345703
2019-11-27,18.996000289916992
2019-11-29,19.06399917602539
2019-12-02,18.399999618530273
2019-12-03,18.392000198364258
2019-12-04,18.472000122070312
2019-12-05,17.582000732421875
2019-12-06,17.284000396728516
2019-12-09,17.865999221801758
2019-12-10,18.416000366210938
2019-12-11,18.950000762939453
2019-12-12,19.399999618530273
2019-12-13,18.378000259399414
2019-12-16,19.083999633789062
2019-12-17,18.93600082397461
2019-12-18,18.673999786376953
2019-12-19,19.253999710083008
2019-12-20,19.18199920654297
2019-12-23,19.04599952697754
2019-12-24,19.275999069213867
2019-12-26,19.687999725341797
2019-12-27,19.56399917602539
2019-12-30,18.45599937438965
2019-12-31,18.40999984741211
2020-01-02,19.389999389648438
2020-01-03,18.549999237060547
2020-01-06,18.468000411987305
2020-01-07,18.18199920654297
2020-01-08,17.826000213623047
2020-01-09,17.31399917602539
2020-01-10,17.52199935913086
2020-01-13,18.573999404907227
2020-01-14,17.20400047302246
2020-01-15,17.354000091552734
2020-01-16,17.441999435424805
2020-01-17,16.799999237060547
2020-01-21,16.70599937438965
2020-01-22,16.743999481201172
2020-01-23,16.58799934387207
2020-01-24,16.621999740600586
2020-01-27,16.940000534057617
2020-01-28,16.988000869750977
2020-01-29,16.350000381469727
2020-01-30,15.97599983215332
2020-01-31,15.850000381469727
2020-02-03,17.25
2020-02-04,18.260000228881836
2020-02-05,17.950000762939453
2020-02-06,18.211999893188477
2020-02-07,17.77199935913086
2020-02-10,17.88800048828125
2020-02-11,17.15999984741211
2020-02-12,17.329999923706055
2020-02-13,17.479999542236328
2020-02-14,17.724000930786133
2020-02-18,18.86199951171875
2020-02-19,21.356000900268555
2020-02-20,21.761999130249023
2020-02-21,22.01799964904785
2020-02-24,21.420000076293945
2020-02-25,20.808000564575195
2020-02-26,20.312000274658203
2020-02-27,17.753999710083008
2020-02-28,16.582000732421875
2020-03-02,16.472000122070312
2020-03-03,16.010000228881836
2020-03-04,16.489999771118164
2020-03-05,14.90999984741211
2020-03-06,13.204000473022461
2020-03-09,11.637999534606934
2020-03-10,12.553999900817871
2020-03-11,11.317999839782715
2020-03-12,9.026000022888184
2020-03-13,10.184000015258789
2020-03-16,7.835999965667725
2020-03-17,8.121999740600586
2020-03-18,5.98199987411499
2020-03-19,6.001999855041504
2020-03-20,5.869999885559082
2020-03-23,7.159999847412109
2020-03-24,10.241999626159668
2020-03-25,12.501999855041504
2020-03-26,11.3100004196167
2020-03-27,9.807999610900879
2020-03-30,10.47599983215332
2020-03-31,11.017999649047852
2020-04-01,10.112000465393066
2020-04-02,9.321999549865723
2020-04-03,9.182000160217285
2020-04-06,10.565999984741211
2020-04-07,11.105999946594238
2020-04-08,11.696000099182129
2020-04-09,12.270000457763672
2020-04-13,15.055999755859375
2020-04-14,16.81599998474121
2020-04-15,14.267999649047852
2020-04-16,14.244000434875488
2020-04-17,15.612000465393066
2020-04-20,16.059999465942383
2020-04-21,17.115999221801758
2020-04-22,16.534000396728516
2020-04-23,17.562000274658203
2020-04-24,18.447999954223633
2020-04-27,18.062000274658203
2020-04-28,16.591999053955078
2020-04-29,16.97800064086914
2020-04-30,16.02199935913086
2020-05-01,15.199999809265137
2020-05-04,16.00200080871582
2020-05-05,17.200000762939453
2020-05-06,18.229999542236328
2020-05-07,19.534000396728516
2020-05-08,20.01799964904785
2020-05-11,20.134000778198242
2020-05-12,18.743999481201172
2020-05-13,17.979999542236328
2020-05-14,17.90999984741211
2020-05-15,18.531999588012695
2020-05-18,19.718000411987305
2020-05-19,17.781999588012695
2020-05-20,18.222000122070312
2020-05-21,18.947999954223633
2020-05-22,19.290000915527344
2020-05-26,19.83799934387207
2020-05-27,19.22800064086914
2020-05-28,18.658000946044922
2020-05-29,18.59600067138672
2020-06-01,18.3700008392334
2020-06-02,21.823999404907227
2020-06-03,21.47800064086914
2020-06-04,20.399999618530273
2020-06-05,23.173999786376953
2020-06-08,22.72800064086914
2020-06-09,22.709999084472656
2020-06-10,23.760000228881836
2020-06-11,21.45199966430664
2020-06-12,22.242000579833984
2020-06-15,22.86400032043457
2020-06-16,23.606000900268555
2020-06-17,23.79199981689453
2020-06-18,24.59600067138672
2020-06-19,25.224000930786133
2020-06-22,25.47800064086914
2020-06-23,25.52199935913086
2020-06-24,22.450000762939453
2020-06-25,23.43199920654297
2020-06-26,23.48200035095215
2020-06-29,24.073999404907227
2020-06-30,24.040000915527344
2020-07-01,25.076000213623047
2020-07-02,25.70599937438965
2020-07-06,26.88800048828125
2020-07-07,26.621999740600586
2020-07-08,27.784000396728516
2020-07-09,27.72800064086914
2020-07-10,27.492000579833984
2020-07-13,25.309999465942383
2020-07-14,27.190000534057617
2020-07-15,27.29800033569336
2020-07-16,27.389999389648438
2020-07-17,28.219999313354492
2020-07-20,28.968000411987305
2020-07-21,29.006000518798828
2020-07-22,29.83799934387207
2020-07-23,29.59000015258789
2020-07-24,29.672000885009766
2020-07-27,30.166000366210938
2020-07-28,30.275999069213867
2020-07-29,31.091999053955078
2020-07-30,31.173999786376953
2020-07-31,30.989999771118164
2020-08-03,31.898000717163086
2020-08-04,33.3380012512207
2020-08-05,34.82400131225586
2020-08-06,44.597999572753906
2020-08-07,38.400001525878906
2020-08-10,38.02399826049805
2020-08-11,37.529998779296875
2020-08-12,38.64400100708008
2020-08-13,38.68600082397461
2020-08-14,39.33599853515625
2020-08-17,39.0
2020-08-18,40.52199935913086
2020-08-19,39.86199951171875
2020-08-20,40.518001556396484
2020-08-21,40.439998626708984
2020-08-24,40.178001403808594
2020-08-25,40.58599853515625
2020-08-26,41.56399917602539
2020-08-27,41.60200119018555
2020-08-28,43.6879997253418
2020-08-31,43.19200134277344
2020-09-01,45.4379997253418
2020-09-02,44.59600067138672
2020-09-03,39.70199966430664
2020-09-04,37.400001525878906
2020-09-08,36.20000076293945
2020-09-09,35.97200012207031
2020-09-10,35.72600173950195
2020-09-11,34.847999572753906
2020-09-14,34.310001373291016
2020-09-15,34.38399887084961
2020-09-16,35.18000030517578
2020-09-17,33.28799819946289
2020-09-18,32.95600128173828
2020-09-21,34.73400115966797
2020-09-22,45.36600112915039
2020-09-23,43.73400115966797
2020-09-24,41.66999816894531
2020-09-25,40.652000427246094
2020-09-28,43.604000091552734
2020-09-29,45.20600128173828
2020-09-30,44.61199951171875
2020-10-01,47.619998931884766
2020-10-02,44.540000915527344
2020-10-05,45.00199890136719
2020-10-06,42.93000030517578
2020-10-07,43.391998291015625
2020-10-08,42.79999923706055
2020-10-09,42.689998626708984
2020-10-12,41.900001525878906
2020-10-13,43.369998931884766
2020-10-14,42.64400100708008
2020-10-15,44.87799835205078
2020-10-16,44.268001556396484
2020-10-19,42.736000061035156
2020-10-20,39.99599838256836
2020-10-21,38.44599914550781
2020-10-22,40.439998626708984
2020-10-23,40.52799987792969
2020-10-26,40.2760009765625
2020-10-27,41.66400146484375
2020-10-28,40.599998474121094
2020-10-29,38.237998962402344
2020-10-30,37.06999969482422
2020-11-02,37.00199890136719
2020-11-03,38.20000076293945
2020-11-04,40.2400016784668
2020-11-05,40.902000427246094
2020-11-06,42.0
2020-11-09,38.83000183105469
2020-11-10,38.49800109863281
2020-11-11,41.45000076293945
2020-11-12,42.948001861572266
2020-11-13,42.215999603271484
2020-11-16,42.00199890136719
2020-11-17,44.31800079345703
2020-11-18,44.83599853515625
2020-11-19,45.400001525878906
2020-11-20,46.86000061035156
2020-11-23,48.01599884033203
2020-11-24,47.34400177001953
2020-11-25,47.63199996948242
2020-11-27,49.827999114990234
2020-11-30,50.04199981689453
2020-12-01,50.22600173950195
2020-12-02,45.09000015258789
2020-12-03,45.58399963378906
2020-12-04,48.61800003051758
2020-12-07,51.7760009765625
2020-12-08,52.268001556396484
2020-12-09,51.099998474121094
2020-12-10,52.09400177001953
2020-12-11,51.652000427246094
2020-12-14,50.194000244140625
2020-12-15,51.20800018310547
2020-12-16,52.19200134277344
2020-12-17,54.39799880981445
2020-12-18,53.24800109863281
2020-12-21,55.720001220703125
2020-12-22,58.30400085449219
2020-12-23,54.0
2020-12-24,54.94200134277344
2020-12-28,50.29800033569336
2020-12-29,50.10200119018555
2020-12-30,50.06800079345703
2020-12-31,47.90800094604492
2021-01-04,47.25400161743164
