Date,NWSA
2013-06-19,13.817608833312988
2013-06-20,13.380341529846191
2013-06-21,13.660188674926758
2013-06-24,13.581480979919434
2013-06-25,13.74764633178711
2013-06-26,13.467791557312012
2013-06-27,13.555249214172363
2013-06-28,13.336612701416016
2013-07-01,12.93432903289795
2013-07-02,13.11798095703125
2013-07-03,13.004294395446777
2013-07-05,13.695172309875488
2013-07-08,13.957531929016113
2013-07-09,13.738897323608398
2013-07-10,13.4590482711792
2013-07-11,13.231670379638672
2013-07-12,13.05676555633545
2013-07-15,12.829386711120605
2013-07-16,13.362850189208984
2013-07-17,13.896315574645996
2013-07-18,13.529012680053711
2013-07-19,13.966277122497559
2013-07-22,13.756389617919922
2013-07-23,13.686426162719727
2013-07-24,13.738897323608398
2013-07-25,13.61646556854248
2013-07-26,13.896315574645996
2013-07-29,13.563990592956543
2013-07-30,13.948785781860352
2013-07-31,13.931295394897461
2013-08-01,14.176163673400879
2013-08-02,14.289855003356934
2013-08-05,13.992514610290527
2013-08-06,14.14992904663086
2013-08-07,13.948785781860352
2013-08-08,14.106201171875
2013-08-09,13.975024223327637
2013-08-12,13.922551155090332
2013-08-13,13.843843460083008
2013-08-14,13.905061721801758
2013-08-15,14.07996654510498
2013-08-16,13.975024223327637
2013-08-19,13.730154991149902
2013-08-20,13.730154991149902
2013-08-21,13.782626152038574
2013-08-22,13.738897323608398
2013-08-23,13.773880958557129
2013-08-26,13.870078086853027
2013-08-27,13.756389617919922
2013-08-28,13.782626152038574
2013-08-29,13.791370391845703
2013-08-30,13.730154991149902
2013-09-03,13.800115585327148
2013-09-04,14.01875114440918
2013-09-05,14.202402114868164
2013-09-06,14.158676147460938
2013-09-09,14.289855003356934
2013-09-10,14.473505973815918
2013-09-11,14.910768508911133
2013-09-12,14.96324634552002
2013-09-13,14.770849227905273
2013-09-16,14.832064628601074
2013-09-17,14.867044448852539
2013-09-18,14.910768508911133
2013-09-19,14.753355026245117
2013-09-20,14.552215576171875
2013-09-23,14.456015586853027
2013-09-24,14.90202808380127
2013-09-25,14.692137718200684
2013-09-26,14.246127128601074
2013-09-27,14.141183853149414
2013-09-30,14.044986724853516
2013-10-01,13.913805961608887
2013-10-02,14.114947319030762
2013-10-03,13.878824234008789
2013-10-04,13.852588653564453
2013-10-07,13.913805961608887
2013-10-08,13.817608833312988
2013-10-09,13.887567520141602
2013-10-10,14.18490982055664
2013-10-11,14.351068496704102
2013-10-14,14.482251167297363
2013-10-15,14.49974250793457
2013-10-16,14.674649238586426
2013-10-17,14.692137718200684
2013-10-18,14.735868453979492
2013-10-21,14.735868453979492
2013-10-22,14.867044448852539
2013-10-23,14.96324634552002
2013-10-24,15.120662689208984
2013-10-25,14.998224258422852
2013-10-28,15.120662689208984
2013-10-29,15.269329071044922
2013-10-30,15.173130989074707
2013-10-31,15.391767501831055
2013-11-01,15.540435791015625
2013-11-04,15.531691551208496
2013-11-05,15.461724281311035
2013-11-06,15.225604057312012
2013-11-07,15.094425201416016
2013-11-08,15.391767501831055
2013-11-11,15.234347343444824
2013-11-12,14.998224258422852
2013-11-13,15.059439659118652
2013-11-14,15.085678100585938
2013-11-15,15.531691551208496
2013-11-18,15.234347343444824
2013-11-19,15.286818504333496
2013-11-20,15.452981948852539
2013-11-21,15.356785774230957
2013-11-22,15.348038673400879
2013-11-25,15.286818504333496
2013-11-26,15.470470428466797
2013-11-27,15.61914348602295
2013-11-29,15.70659065246582
2013-12-02,15.435489654541016
2013-12-03,15.304309844970703
2013-12-04,15.374274253845215
2013-12-05,15.269329071044922
2013-12-06,15.549180030822754
2013-12-09,15.32180404663086
2013-12-10,15.426748275756836
2013-12-11,15.391767501831055
2013-12-12,15.295565605163574
2013-12-13,15.444238662719727
2013-12-16,15.540435791015625
2013-12-17,15.173130989074707
2013-12-18,15.304309844970703
2013-12-19,15.181877136230469
2013-12-20,15.52294635772705
2013-12-23,15.654122352600098
2013-12-24,15.654122352600098
2013-12-26,15.540435791015625
2013-12-27,15.505452156066895
2013-12-30,15.66286849975586
2013-12-31,15.75907039642334
2014-01-02,15.697850227355957
2014-01-03,15.584163665771484
2014-01-06,15.374274253845215
2014-01-07,15.216858863830566
2014-01-08,15.120662689208984
2014-01-09,15.164387702941895
2014-01-10,15.216858863830566
2014-01-13,14.998224258422852
2014-01-14,15.12940788269043
2014-01-15,15.05069637298584
2014-01-16,14.937013626098633
2014-01-17,14.937013626098633
2014-01-21,14.657158851623535
2014-01-22,14.560959815979004
2014-01-23,14.456015586853027
2014-01-24,14.141183853149414
2014-01-27,14.333581924438477
2014-01-28,14.202402114868164
2014-01-29,14.18490982055664
2014-01-30,14.167418479919434
2014-01-31,13.957531929016113
2014-02-03,13.572738647460938
2014-02-04,13.572738647460938
2014-02-05,13.651446342468262
2014-02-06,14.010004043579102
2014-02-07,15.225604057312012
2014-02-10,15.313060760498047
2014-02-11,15.680362701416016
2014-02-12,15.435489654541016
2014-02-13,15.444238662719727
2014-02-14,15.461724281311035
2014-02-18,15.52294635772705
2014-02-19,15.38302230834961
2014-02-20,15.304309844970703
2014-02-21,15.461724281311035
2014-02-24,15.689106941223145
2014-02-25,15.70659065246582
2014-02-26,15.767820358276367
2014-02-27,15.75907039642334
2014-02-28,16.030176162719727
2014-03-03,15.84652042388916
2014-03-04,16.09139060974121
2014-03-05,16.003936767578125
2014-03-06,15.986448287963867
2014-03-07,15.66286849975586
2014-03-10,15.531691551208496
2014-03-11,15.48796558380127
2014-03-12,15.592905044555664
2014-03-13,15.164387702941895
2014-03-14,15.243095397949219
2014-03-17,15.208112716674805
2014-03-18,15.48796558380127
2014-03-19,15.348038673400879
2014-03-20,15.313060760498047
2014-03-21,15.374274253845215
2014-03-24,15.278074264526367
2014-03-25,15.181877136230469
2014-03-26,14.893279075622559
2014-03-27,14.884537696838379
2014-03-28,14.893279075622559
2014-03-31,15.059439659118652
2014-04-01,15.251840591430664
2014-04-02,15.251840591430664
2014-04-03,14.96324634552002
2014-04-04,14.971993446350098
2014-04-07,14.937013626098633
2014-04-08,14.910768508911133
2014-04-09,15.041950225830078
2014-04-10,14.718374252319336
2014-04-11,14.464762687683105
2014-04-14,14.665902137756348
2014-04-15,14.54346752166748
2014-04-16,14.683393478393555
2014-04-17,14.762100219726562
2014-04-21,14.823319435119629
2014-04-22,14.8757905960083
2014-04-23,15.06818962097168
2014-04-24,15.11191177368164
2014-04-25,14.980738639831543
2014-04-28,14.980738639831543
2014-04-29,15.05069637298584
2014-04-30,14.884537696838379
2014-05-01,15.12940788269043
2014-05-02,15.138147354125977
2014-05-05,15.216858863830566
2014-05-06,14.989479064941406
2014-05-07,14.937013626098633
2014-05-08,14.96324634552002
2014-05-09,15.741579055786133
2014-05-12,15.61039924621582
2014-05-13,15.496706008911133
2014-05-14,15.033203125
2014-05-15,14.753355026245117
2014-05-16,14.910768508911133
2014-05-19,14.893279075622559
2014-05-20,14.648412704467773
2014-05-21,14.788335800170898
2014-05-22,15.015714645385742
2014-05-23,14.94575309753418
2014-05-27,15.059439659118652
2014-05-28,14.96324634552002
2014-05-29,14.971993446350098
2014-05-30,14.919519424438477
2014-06-02,15.094425201416016
2014-06-03,15.190625190734863
2014-06-04,15.278074264526367
2014-06-05,15.496706008911133
2014-06-06,15.470470428466797
2014-06-09,15.444238662719727
2014-06-10,15.4005126953125
2014-06-11,15.418000221252441
2014-06-12,15.12940788269043
2014-06-13,15.06818962097168
2014-06-16,14.971993446350098
2014-06-17,15.085678100585938
2014-06-18,15.374274253845215
2014-06-19,15.452981948852539
2014-06-20,15.418000221252441
2014-06-23,15.190625190734863
2014-06-24,15.295565605163574
2014-06-25,15.48796558380127
2014-06-26,15.75907039642334
2014-06-27,15.724085807800293
2014-06-30,15.689106941223145
2014-07-01,15.829030990600586
2014-07-02,15.968954086303711
2014-07-03,15.986448287963867
2014-07-07,15.84652042388916
2014-07-08,15.864013671875
2014-07-09,15.933977127075195
2014-07-10,15.732829093933105
2014-07-11,15.820289611816406
2014-07-14,15.898995399475098
2014-07-15,15.977702140808105
2014-07-16,15.942718505859375
2014-07-17,15.785304069519043
2014-07-18,15.933977127075195
2014-07-21,15.855264663696289
2014-07-22,15.829030990600586
2014-07-23,15.837779998779297
2014-07-24,15.99519157409668
2014-07-25,15.864013671875
2014-07-28,15.794050216674805
2014-07-29,15.627888679504395
2014-07-30,15.61039924621582
2014-07-31,15.435489654541016
2014-08-01,15.540435791015625
2014-08-04,15.601652145385742
2014-08-05,15.435489654541016
2014-08-06,15.418000221252441
2014-08-07,15.234347343444824
2014-08-08,14.998224258422852
2014-08-11,15.164387702941895
2014-08-12,15.085678100585938
2014-08-13,14.96324634552002
2014-08-14,15.138147354125977
2014-08-15,15.085678100585938
2014-08-18,15.041950225830078
2014-08-19,14.998224258422852
2014-08-20,15.260584831237793
2014-08-21,15.374274253845215
2014-08-22,15.295565605163574
2014-08-25,15.444238662719727
2014-08-26,15.409255027770996
2014-08-27,15.461724281311035
2014-08-28,15.452981948852539
2014-08-29,15.418000221252441
2014-09-02,15.243095397949219
2014-09-03,15.391767501831055
2014-09-04,15.391767501831055
2014-09-05,15.52294635772705
2014-09-08,15.409255027770996
2014-09-09,15.120662689208984
2014-09-10,15.278074264526367
2014-09-11,15.11191177368164
2014-09-12,14.971993446350098
2014-09-15,14.910768508911133
2014-09-16,14.90202808380127
2014-09-17,14.90202808380127
2014-09-18,14.893279075622559
2014-09-19,15.059439659118652
2014-09-22,14.910768508911133
2014-09-23,14.797082901000977
2014-09-24,14.788335800170898
2014-09-25,14.61343002319336
2014-09-26,14.849553108215332
2014-09-29,14.692137718200684
2014-09-30,14.298599243164062
2014-10-01,13.975024223327637
2014-10-02,13.82635498046875
