Date,DOV
2000-01-03,18.29674530029297
2000-01-04,17.957910537719727
2000-01-05,18.036102294921875
2000-01-06,18.114295959472656
2000-01-07,18.609506607055664
2000-01-10,19.00046730041504
2000-01-11,19.078655242919922
2000-01-12,19.2611083984375
2000-01-13,19.05259895324707
2000-01-14,18.896203994750977
2000-01-18,19.078655242919922
2000-01-19,19.104721069335938
2000-01-20,18.66163444519043
2000-01-21,18.505250930786133
2000-01-24,18.062164306640625
2000-01-25,18.062164306640625
2000-01-26,17.879724502563477
2000-01-27,17.5408935546875
2000-01-28,17.097814559936523
2000-01-31,16.81110954284668
2000-02-01,16.941429138183594
2000-02-02,16.967493057250977
2000-02-03,16.967493057250977
2000-02-04,16.967493057250977
2000-02-07,17.019622802734375
2000-02-08,16.706857681274414
2000-02-09,16.42015838623047
2000-02-10,16.341968536376953
2000-02-11,16.02919578552246
2000-02-14,16.10738754272461
2000-02-15,16.23771095275879
2000-02-16,16.23771095275879
2000-02-17,16.159521102905273
2000-02-18,15.820694923400879
2000-02-22,16.055265426635742
2000-02-23,16.02919578552246
2000-02-24,15.846755981445312
2000-02-25,15.528853416442871
2000-02-28,15.607279777526855
2000-02-29,16.130142211914062
2000-03-01,15.999429702758789
2000-03-02,16.313140869140625
2000-03-03,17.46342658996582
2000-03-06,17.46342658996582
2000-03-07,17.045146942138672
2000-03-08,16.888280868530273
2000-03-09,17.306564331054688
2000-03-10,17.46342658996582
2000-03-13,17.149717330932617
2000-03-14,16.862140655517578
2000-03-15,17.698711395263672
2000-03-16,18.5352840423584
2000-03-17,18.770570755004883
2000-03-20,19.110431671142578
2000-03-21,19.371849060058594
2000-03-22,19.63327980041504
2000-03-23,19.528711318969727
2000-03-24,19.24114227294922
2000-03-27,19.26728630065918
2000-03-28,19.3195743560791
2000-03-29,19.711708068847656
2000-03-30,20.051565170288086
2000-03-31,20.02542495727539
2000-04-03,20.051565170288086
2000-04-04,20.88814926147461
2000-04-05,20.73128318786621
2000-04-06,21.018856048583984
2000-04-07,20.9404296875
2000-04-10,21.332569122314453
2000-04-11,21.959991455078125
2000-04-12,21.855424880981445
2000-04-13,22.169143676757812
2000-04-14,21.358699798583984
2000-04-17,21.123435974121094
2000-04-18,21.018856048583984
2000-04-19,21.071142196655273
2000-04-20,21.14957618713379
2000-04-24,22.169143676757812
2000-04-25,22.509004592895508
2000-04-26,22.169143676757812
2000-04-27,21.515567779541016
2000-04-28,21.254140853881836
2000-05-01,22.169143676757812
2000-05-02,21.829273223876953
2000-05-03,21.593996047973633
2000-05-04,21.724708557128906
2000-05-05,21.750864028930664
2000-05-08,21.64628791809082
2000-05-09,21.332569122314453
2000-05-10,20.862001419067383
2000-05-11,21.14957618713379
2000-05-12,21.489423751831055
2000-05-15,21.541711807250977
2000-05-16,21.93385124206543
2000-05-17,22.169143676757812
2000-05-18,22.19527816772461
2000-05-19,21.332569122314453
2000-05-22,21.097288131713867
2000-05-23,20.809722900390625
2000-05-24,20.91033172607422
2000-05-25,20.622093200683594
2000-05-26,20.307649612426758
2000-05-30,20.726911544799805
2000-05-31,19.495346069335938
2000-06-01,20.46486473083496
2000-06-02,20.91033172607422
2000-06-05,20.80552864074707
2000-06-06,21.093759536743164
2000-06-07,20.569690704345703
2000-06-08,20.595897674560547
2000-06-09,20.85793685913086
2000-06-12,20.111125946044922
2000-06-13,20.49107551574707
2000-06-14,20.38626480102539
2000-06-15,20.12422752380371
2000-06-16,19.731168746948242
2000-06-19,19.180912017822266
2000-06-20,18.420997619628906
2000-06-21,18.892667770385742
2000-06-22,18.99748420715332
2000-06-23,18.394804000854492
2000-06-26,18.289989471435547
2000-06-27,18.080364227294922
2000-06-28,18.407907485961914
2000-06-29,17.215648651123047
2000-06-30,17.006017684936523
2000-07-03,17.66110610961914
2000-07-05,17.34666633605957
2000-07-06,17.634906768798828
2000-07-07,18.23758316040039
2000-07-10,18.289989471435547
2000-07-11,18.368606567382812
2000-07-12,18.76165771484375
2000-07-13,19.233314514160156
2000-07-14,19.65256690979004
2000-07-17,19.28572654724121
2000-07-18,19.626371383666992
2000-07-19,19.233314514160156
2000-07-20,19.67877197265625
2000-07-21,19.52155113220215
2000-07-24,19.80978775024414
2000-07-25,19.914608001708984
2000-07-26,19.495346069335938
2000-07-27,19.75737953186035
2000-07-28,19.33812713623047
2000-07-31,19.20711326599121
2000-08-01,19.2595157623291
2000-08-02,19.28572654724121
2000-08-03,18.918874740600586
2000-08-04,18.866464614868164
2000-08-07,19.20711326599121
2000-08-08,19.783580780029297
2000-08-09,19.442941665649414
2000-08-10,19.573951721191406
2000-08-11,20.15043830871582
2000-08-14,20.28145980834961
2000-08-15,20.15043830871582
2000-08-16,20.15043830871582
2000-08-17,20.438671112060547
2000-08-18,20.4124755859375
2000-08-21,20.255252838134766
2000-08-22,20.12422752380371
2000-08-23,19.914608001708984
2000-08-24,20.255252838134766
2000-08-25,20.517284393310547
2000-08-28,20.64829444885254
2000-08-29,21.094890594482422
2000-08-30,20.753374099731445
2000-08-31,20.549779891967773
2000-09-01,20.30678939819336
2000-09-05,20.464405059814453
2000-09-06,20.83219337463379
2000-09-07,20.622034072875977
2000-09-08,20.595762252807617
2000-09-11,20.858470916748047
2000-09-12,21.0423583984375
2000-09-13,21.54147720336914
2000-09-14,21.567758560180664
2000-09-15,20.88473129272461
2000-09-18,20.1491641998291
2000-09-19,19.755126953125
2000-09-20,19.518686294555664
2000-09-21,19.282245635986328
2000-09-22,19.150907516479492
2000-09-25,19.807655334472656
2000-09-26,19.623764038085938
2000-09-27,19.807655334472656
2000-09-28,20.622034072875977
2000-09-29,19.728849411010742
2000-10-02,19.623764038085938
2000-10-03,19.833919525146484
2000-10-04,19.308523178100586
2000-10-05,18.783123016357422
2000-10-06,17.942493438720703
2000-10-09,18.31026268005371
2000-10-10,17.8373966217041
2000-10-11,17.968748092651367
2000-10-12,17.364530563354492
2000-10-13,18.20517921447754
2000-10-16,18.07383155822754
2000-10-17,15.131574630737305
2000-10-18,15.709524154663086
2000-10-19,15.814604759216309
2000-10-20,15.551894187927246
2000-10-23,15.840864181518555
2000-10-24,16.051036834716797
2000-10-25,15.840864181518555
2000-10-26,16.208654403686523
2000-10-27,16.760324478149414
2000-10-30,17.20691680908203
2000-10-31,17.8373966217041
2000-11-01,17.968748092651367
2000-11-02,18.17891502380371
2000-11-03,18.126371383666992
2000-11-06,18.126371383666992
2000-11-07,18.100101470947266
2000-11-08,18.07383155822754
2000-11-09,17.942493438720703
2000-11-10,17.338266372680664
2000-11-13,17.25945281982422
2000-11-14,17.20691680908203
2000-11-15,17.78485107421875
2000-11-16,17.916215896606445
2000-11-17,17.968748092651367
2000-11-20,17.863664627075195
2000-11-21,18.047563552856445
2000-11-22,17.968748092651367
2000-11-24,18.599224090576172
2000-11-27,18.389076232910156
2000-11-28,18.02023696899414
2000-11-29,18.099275588989258
2000-11-30,17.256216049194336
2000-12-01,17.124496459960938
2000-12-04,17.466976165771484
2000-12-05,17.967540740966797
2000-12-06,17.572359085083008
2000-12-07,17.177181243896484
2000-12-08,17.098148345947266
2000-12-11,17.01911163330078
2000-12-12,17.28256607055664
2000-12-13,17.440635681152344
2000-12-14,17.33525848388672
2000-12-15,16.702972412109375
2000-12-18,16.861040115356445
2000-12-19,16.492204666137695
2000-12-20,15.543776512145996
2000-12-21,15.675498008728027
2000-12-22,16.123369216918945
2000-12-26,16.28144645690918
2000-12-27,16.59758758544922
2000-12-28,16.413175582885742
2000-12-29,17.098148345947266
2001-01-02,16.28144645690918
2001-01-03,17.49332618713379
2001-01-04,17.546018600463867
2001-01-05,17.071800231933594
2001-01-08,17.150836944580078
2001-01-09,16.702972412109375
2001-01-10,16.755651473999023
2001-01-11,16.83469009399414
2001-01-12,17.203529357910156
2001-01-16,17.704097747802734
2001-01-17,17.625059127807617
2001-01-18,17.704097747802734
2001-01-19,17.835819244384766
2001-01-22,17.30891227722168
2001-01-23,17.203529357910156
2001-01-24,17.28256607055664
2001-01-25,17.071800231933594
2001-01-26,16.861040115356445
2001-01-29,16.903188705444336
2001-01-30,17.383731842041016
2001-01-31,17.451173782348633
2001-02-01,17.383731842041016
2001-02-02,17.189830780029297
2001-02-05,17.438520431518555
2001-02-06,17.328935623168945
2001-02-07,17.28256607055664
2001-02-08,17.3162784576416
2001-02-09,17.029640197753906
2001-02-12,17.113962173461914
2001-02-13,17.278356552124023
