Date,STLD
2000-01-03,2.515256881713867
2000-01-04,2.377164125442505
2000-01-05,2.554710865020752
2000-01-06,2.5843024253845215
2000-01-07,2.67307710647583
2000-01-10,2.7618494033813477
2000-01-11,2.643484354019165
2000-01-12,2.781578540802002
2000-01-13,2.811169147491455
2000-01-14,2.8210325241088867
2000-01-18,2.8308963775634766
2000-01-19,2.727327346801758
2000-01-20,2.7519872188568115
2000-01-21,2.7519872188568115
2000-01-24,2.68294095993042
2000-01-25,2.554710865020752
2000-01-26,2.623757839202881
2000-01-27,2.6040303707122803
2000-01-28,2.5941669940948486
2000-01-31,2.4560739994049072
2000-02-01,2.712531566619873
2000-02-02,2.7421228885650635
2000-02-03,2.623757839202881
2000-02-04,2.623757839202881
2000-02-07,2.6632132530212402
2000-02-08,2.5941669940948486
2000-02-09,2.554710865020752
2000-02-10,2.6040303707122803
2000-02-11,2.4560739994049072
2000-02-14,2.377164125442505
2000-02-15,2.465937852859497
2000-02-16,2.643484354019165
2000-02-17,2.6632132530212402
2000-02-18,2.5941669940948486
2000-02-22,2.613893508911133
2000-02-23,2.623757839202881
2000-02-24,2.5941669940948486
2000-02-25,2.5349843502044678
2000-02-28,2.5053930282592773
2000-02-29,2.4264822006225586
2000-03-01,2.465937852859497
2000-03-02,2.4560739994049072
2000-03-03,2.436347246170044
2000-03-06,2.22920823097229
2000-03-07,2.1108436584472656
2000-03-08,2.1305699348449707
2000-03-09,2.091115713119507
2000-03-10,2.0615241527557373
2000-03-13,2.0122058391571045
2000-03-14,1.9037035703659058
2000-03-15,1.8445217609405518
2000-03-16,2.170025110244751
2000-03-17,2.0516602993011475
2000-03-20,2.071387767791748
2000-03-21,2.140434741973877
2000-03-22,2.2094810009002686
2000-03-23,2.170025110244751
2000-03-24,2.1108436584472656
2000-03-27,2.031933069229126
2000-03-28,1.9234317541122437
2000-03-29,1.8346575498580933
2000-03-30,1.8346575498580933
2000-03-31,1.8247946500778198
2000-04-03,1.775475025177002
2000-04-04,1.8691810369491577
2000-04-05,1.7952027320861816
2000-04-06,1.8149306774139404
2000-04-07,1.8938409090042114
2000-04-10,1.8149306774139404
2000-04-11,1.8247946500778198
2000-04-12,1.9924781322479248
2000-04-13,2.0023422241210938
2000-04-14,2.0122058391571045
2000-04-17,1.9530236721038818
2000-04-18,1.8741132020950317
2000-04-19,1.8445217609405518
2000-04-20,1.8346575498580933
2000-04-24,1.7360191345214844
2000-04-25,1.854385256767273
2000-04-26,1.8149306774139404
2000-04-27,1.8149306774139404
2000-04-28,1.7952027320861816
2000-05-01,1.8149306774139404
2000-05-02,1.7853392362594604
2000-05-03,1.7261569499969482
2000-05-04,1.6965651512145996
2000-05-05,1.8346575498580933
2000-05-08,1.7952027320861816
2000-05-09,1.7261569499969482
2000-05-10,1.6423150300979614
2000-05-11,1.7360191345214844
2000-05-12,1.7064296007156372
2000-05-15,1.6965651512145996
2000-05-16,1.6571097373962402
2000-05-17,1.5782008171081543
2000-05-18,1.588064193725586
2000-05-19,1.5782008171081543
2000-05-22,1.4598349332809448
2000-05-23,1.5486090183258057
2000-05-24,1.6176552772521973
2000-05-25,1.5584733486175537
2000-05-26,1.5782008171081543
2000-05-30,1.588064193725586
2000-05-31,1.4696993827819824
2000-06-01,1.5782008171081543
2000-06-02,1.5782008171081543
2000-06-05,1.5387455224990845
2000-06-06,1.4918924570083618
2000-06-07,1.5042222738265991
2000-06-08,1.440108060836792
2000-06-09,1.440108060836792
2000-06-12,1.4105162620544434
2000-06-13,1.519016981124878
2000-06-14,1.5288809537887573
2000-06-15,1.5387455224990845
2000-06-16,1.5091538429260254
2000-06-19,1.519016981124878
2000-06-20,1.5091538429260254
2000-06-21,1.4302443265914917
2000-06-22,1.4302443265914917
2000-06-23,1.4696993827819824
2000-06-26,1.4499717950820923
2000-06-27,1.4105162620544434
2000-06-28,1.4499717950820923
2000-06-29,1.4105162620544434
2000-06-30,1.4302443265914917
2000-07-03,1.435176134109497
2000-07-05,1.440108060836792
2000-07-06,1.440108060836792
2000-07-07,1.390789270401001
2000-07-10,1.425311803817749
2000-07-11,1.435176134109497
2000-07-12,1.519016981124878
2000-07-13,1.5387455224990845
2000-07-14,1.4696993827819824
2000-07-17,1.4992902278900146
2000-07-18,1.5091538429260254
2000-07-19,1.5486090183258057
2000-07-20,1.6373827457427979
2000-07-21,1.647247076034546
2000-07-24,1.5979286432266235
2000-07-25,1.6669743061065674
2000-07-26,1.6867014169692993
2000-07-27,1.6669743061065674
2000-07-28,1.6867014169692993
2000-07-31,1.7853392362594604
2000-08-01,1.8445217609405518
2000-08-02,1.8741132020950317
2000-08-03,1.8741132020950317
2000-08-04,1.8346575498580933
2000-08-07,1.982613205909729
2000-08-08,1.8938409090042114
2000-08-09,1.9135682582855225
2000-08-10,1.805066704750061
2000-08-11,1.7952027320861816
2000-08-14,1.8149306774139404
2000-08-15,1.8938409090042114
2000-08-16,1.8247946500778198
2000-08-17,1.8839764595031738
2000-08-18,1.8247946500778198
2000-08-21,1.8149306774139404
2000-08-22,1.8346575498580933
2000-08-23,1.8938409090042114
2000-08-24,1.9332950115203857
2000-08-25,2.0023422241210938
2000-08-28,1.972750186920166
2000-08-29,2.0122058391571045
2000-08-30,1.9924781322479248
2000-08-31,1.9135682582855225
2000-09-01,1.8741132020950317
2000-09-05,1.8839764595031738
2000-09-06,1.8642486333847046
2000-09-07,1.745883822441101
2000-09-08,1.7853392362594604
2000-09-11,1.6571097373962402
2000-09-12,1.5486090183258057
2000-09-13,1.5979286432266235
2000-09-14,1.5979286432266235
2000-09-15,1.4894269704818726
2000-09-18,1.5584733486175537
2000-09-19,1.6571097373962402
2000-09-20,1.5782008171081543
2000-09-21,1.6077913045883179
2000-09-22,1.5979286432266235
2000-09-25,1.4499717950820923
2000-09-26,1.4302443265914917
2000-09-27,1.4992902278900146
2000-09-28,1.4992902278900146
2000-09-29,1.4499717950820923
2000-10-02,1.4302443265914917
2000-10-03,1.4598349332809448
2000-10-04,1.4598349332809448
2000-10-05,1.4302443265914917
2000-10-06,1.4203797578811646
2000-10-09,1.4203797578811646
2000-10-10,1.4598349332809448
2000-10-11,1.5288809537887573
2000-10-12,1.4302443265914917
2000-10-13,1.3809247016906738
2000-10-16,1.3611973524093628
2000-10-17,1.3858579397201538
2000-10-18,1.4203797578811646
2000-10-19,1.4746310710906982
2000-10-20,1.4499717950820923
2000-10-23,1.440108060836792
2000-10-24,1.4696993827819824
2000-10-25,1.4696993827819824
2000-10-26,1.5387455224990845
