Date,DHR
2000-01-03,4.614538669586182
2000-01-04,4.447075366973877
2000-01-05,4.496692657470703
2000-01-06,4.546311378479004
2000-01-07,4.583524227142334
2000-01-10,4.676562786102295
2000-01-11,4.558715343475342
2000-01-12,4.43466854095459
2000-01-13,4.502894878387451
2000-01-14,4.502894878387451
2000-01-18,4.378849983215332
2000-01-19,4.3292317390441895
2000-01-20,4.236195087432861
2000-01-21,4.087338447570801
2000-01-24,3.771019697189331
2000-01-25,4.00050687789917
2000-01-26,4.118350505828857
2000-01-27,4.124551773071289
2000-01-28,4.192778587341309
2000-01-31,4.279613971710205
2000-02-01,4.29201602935791
2000-02-02,4.28581428527832
2000-02-03,4.32302713394165
2000-02-04,4.29201602935791
2000-02-07,4.279613971710205
2000-02-08,4.347837448120117
2000-02-09,4.3292317390441895
2000-02-10,4.136958122253418
2000-02-11,4.074934482574463
2000-02-14,4.062530517578125
2000-02-15,4.087338447570801
2000-02-16,4.056326866149902
2000-02-17,4.062530517578125
2000-02-18,3.957090139389038
2000-02-22,3.9446847438812256
2000-02-23,3.9012691974639893
2000-02-24,3.826838970184326
2000-02-25,3.8144381046295166
2000-02-28,3.8950679302215576
2000-02-29,4.050123691558838
2000-03-01,4.112148284912109
2000-03-02,4.006708145141602
2000-03-03,3.9694950580596924
2000-03-06,3.981900215148926
2000-03-07,3.752410888671875
2000-03-08,3.684185743331909
2000-03-09,3.771019697189331
2000-03-10,3.8144381046295166
2000-03-13,3.7276039123535156
2000-03-14,3.7276039123535156
2000-03-15,3.8764586448669434
2000-03-16,4.310621738433838
2000-03-17,4.310621738433838
2000-03-20,4.273406982421875
2000-03-21,4.3354315757751465
2000-03-22,4.217588901519775
2000-03-23,4.229992866516113
2000-03-24,4.099746227264404
2000-03-27,4.298218250274658
2000-03-28,4.397455215454102
2000-03-29,4.6905517578125
2000-03-30,4.969753742218018
2000-03-31,5.062819480895996
2000-04-03,5.124863147735596
2000-04-04,5.211724758148193
2000-04-05,5.3047919273376465
2000-04-06,5.279975891113281
2000-04-07,5.137271404266357
2000-04-10,5.09384298324585
2000-04-11,5.149679183959961
2000-04-12,5.031796455383301
2000-04-13,5.131065368652344
2000-04-14,4.771211624145508
2000-04-17,4.944937705993652
2000-04-18,4.895298957824707
2000-04-19,5.09384298324585
2000-04-20,5.255156517028809
2000-04-24,5.3047919273376465
2000-04-25,5.453699588775635
2000-04-26,5.55297327041626
2000-04-27,5.658444404602051
2000-04-28,5.6708526611328125
2000-05-01,5.844576835632324
2000-05-02,5.732900142669678
2000-05-03,5.5901947021484375
2000-05-04,5.50954008102417
2000-05-05,5.714282512664795
2000-05-08,5.652238368988037
2000-05-09,5.577786922454834
2000-05-10,5.50954008102417
2000-05-11,5.50954008102417
2000-05-12,5.490925312042236
2000-05-15,5.459904193878174
2000-05-16,5.50954008102417
2000-05-17,5.459904193878174
2000-05-18,5.3482232093811035
2000-05-19,5.124863147735596
2000-05-22,5.11245584487915
2000-05-23,4.9077067375183105
2000-05-24,4.951138973236084
2000-05-25,4.963547229766846
2000-05-26,4.783621311187744
2000-05-30,4.814642429351807
2000-05-31,4.783621311187744
2000-06-01,4.758801460266113
2000-06-02,4.994569778442383
2000-06-05,4.969753742218018
2000-06-06,4.969753742218018
2000-06-07,4.864277362823486
2000-06-08,4.870480060577393
2000-06-09,4.957343101501465
2000-06-12,4.895298957824707
2000-06-13,4.901503562927246
2000-06-14,4.789825439453125
2000-06-15,4.808437347412109
2000-06-16,4.870480060577393
2000-06-19,4.740187168121338
2000-06-20,4.721575736999512
2000-06-21,4.7153706550598145
2000-06-22,4.783621311187744
2000-06-23,4.733982563018799
2000-06-26,4.7650041580200195
2000-06-27,4.870480060577393
2000-06-28,4.851802349090576
2000-06-29,4.803701400756836
2000-06-30,4.909207820892334
2000-07-03,4.927828788757324
2000-07-05,4.760256767272949
2000-07-06,4.660954475402832
2000-07-07,4.723020076751709
2000-07-10,4.698192596435547
2000-07-11,4.605097770690918
2000-07-12,4.66716194152832
2000-07-13,4.611303806304932
2000-07-14,4.54303503036499
2000-07-17,4.524417400360107
2000-07-18,4.629924774169922
2000-07-19,4.611303806304932
2000-07-20,4.741635799407959
2000-07-21,4.698192596435547
2000-07-24,4.847143650054932
2000-07-25,4.977476596832275
2000-07-26,4.952653884887695
2000-07-27,4.8223185539245605
2000-07-28,4.847143650054932
2000-07-31,5.058158874511719
2000-08-01,4.921621799468994
2000-08-02,4.9650654792785645
2000-08-03,5.045745372772217
2000-08-04,5.356060981750488
2000-08-07,5.287793159484863
2000-08-08,5.331240177154541
2000-08-09,5.442952632904053
2000-08-10,5.467782497406006
2000-08-11,5.505015850067139
2000-08-14,5.4926042556762695
2000-08-15,5.306412220001221
2000-08-16,5.238144397735596
2000-08-17,5.281589508056641
2000-08-18,5.455367088317871
2000-08-21,5.436745643615723
2000-08-22,5.430539608001709
2000-08-23,5.461571216583252
2000-08-24,5.523634433746338
2000-08-25,5.498809814453125
2000-08-28,5.511224269866943
2000-08-29,5.604314804077148
2000-08-30,5.511224269866943
2000-08-31,5.579493045806885
2000-09-01,5.591903209686279
2000-09-05,5.554671287536621
2000-09-06,5.337447166442871
2000-09-07,5.3870954513549805
2000-09-08,5.2505574226379395
2000-09-11,5.21331787109375
2000-09-12,5.2505574226379395
2000-09-13,5.2505574226379395
2000-09-14,5.182283878326416
2000-09-15,5.207111835479736
2000-09-18,4.989893913269043
2000-09-19,4.766462326049805
2000-09-20,4.8161139488220215
2000-09-21,4.791289806365967
2000-09-22,4.772670269012451
2000-09-25,4.847143650054932
2000-09-26,4.766462326049805
2000-09-27,4.774657249450684
2000-09-28,4.979548454284668
2000-09-29,4.942301273345947
2000-10-02,4.917464733123779
2000-10-03,4.954717636108398
2000-10-04,5.116148948669434
2000-10-05,5.153402328491211
2000-10-06,5.103731155395508
2000-10-09,5.128566741943359
2000-10-10,5.172026634216309
2000-10-11,5.27758264541626
2000-10-12,5.109940528869629
2000-10-13,5.240327835083008
2000-10-16,5.321045875549316
2000-10-17,5.215494632720947
2000-10-18,5.271371364593506
2000-10-19,5.482473373413086
2000-10-20,5.637699127197266
2000-10-23,5.606654167175293
2000-10-24,5.538355827331543
2000-10-25,5.407968997955322
2000-10-26,5.5321478843688965
2000-10-27,5.730831623077393
2000-10-30,5.923311710357666
2000-10-31,6.2710089683532715
2000-11-01,6.177875518798828
2000-11-02,6.196501731872559
2000-11-03,6.109576225280762
2000-11-06,6.208920478820801
2000-11-07,6.153040409088135
2000-11-08,6.2027106285095215
2000-11-09,6.153040409088135
2000-11-10,6.066113471984863
2000-11-13,6.072324752807617
2000-11-14,6.184084892272949
2000-11-15,6.326894283294678
2000-11-16,6.308263778686523
2000-11-17,6.345513820648193
2000-11-20,6.31447172164917
2000-11-21,6.364144325256348
2000-11-22,6.227548122406006
2000-11-24,6.426231384277344
2000-11-27,6.413813591003418
2000-11-28,6.31447172164917
2000-11-29,6.457277297973633
2000-11-30,6.475902557373047
2000-12-01,6.482113361358643
2000-12-04,6.53799295425415
2000-12-05,6.786348819732666
2000-12-06,6.618706703186035
2000-12-07,6.730470180511475
2000-12-08,6.749095439910889
2000-12-11,6.811187267303467
2000-12-12,6.749095439910889
2000-12-13,6.4634857177734375
2000-12-14,6.239964962005615
2000-12-15,6.469696044921875
2000-12-18,6.451066970825195
2000-12-19,6.370348930358887
2000-12-20,6.2027106285095215
2000-12-21,6.190291881561279
2000-12-22,6.283426761627197
2000-12-26,6.525576591491699
2000-12-27,6.757361888885498
2000-12-28,6.825679302215576
2000-12-29,6.794628143310547
2001-01-02,6.608302593231201
2001-01-03,6.726306915283203
2001-01-04,6.602094650268555
2001-01-05,6.421975612640381
2001-01-08,5.813320159912109
2001-01-09,6.0182785987854
2001-01-10,6.148706436157227
2001-01-11,6.310185432434082
2001-01-12,6.335028171539307
2001-01-16,6.316394329071045
2001-01-17,6.161123752593994
2001-01-18,6.19218111038208
2001-01-19,6.117650032043457
2001-01-22,6.117650032043457
2001-01-23,6.235652923583984
2001-01-24,6.235652923583984
2001-01-25,6.266706466674805
2001-01-26,6.266706466674805
2001-01-29,6.255526065826416
2001-01-30,6.321113586425781
2001-01-31,6.407567977905273
2001-02-01,6.4115424156188965
2001-02-02,6.433404922485352
2001-02-05,6.423466205596924
2001-02-06,6.474150657653809
2001-02-07,6.368813514709473
2001-02-08,6.438375473022461
2001-02-09,6.3310546875
2001-02-12,6.399615287780762
2001-02-13,6.389678955078125
2001-02-14,6.4512939453125
2001-02-15,6.558618068695068
2001-02-16,6.368813514709473
2001-02-20,6.399615287780762
2001-02-21,6.379744529724121
2001-02-22,6.314159393310547
2001-02-23,6.2296929359436035
2001-02-26,6.425456523895264
2001-02-27,6.3707990646362305
2001-02-28,6.304219722747803
2001-03-01,6.330059051513672
2001-03-02,6.309187412261963
2001-03-05,6.364837646484375
2001-03-06,6.310185432434082
2001-03-07,6.369808197021484
2001-03-08,6.386702060699463
2001-03-09,6.141247272491455
2001-03-12,5.973307132720947
2001-03-13,5.851081371307373
2001-03-14,5.69904088973999
2001-03-15,5.748724937438965
2001-03-16,5.669229030609131
2001-03-19,5.738790512084961
2001-03-20,5.634446620941162
2001-03-21,5.485389709472656
2001-03-22,5.442657470703125
2001-03-23,5.496321201324463
2001-03-26,5.6940693855285645
2001-03-27,5.689103603363037
2001-03-28,5.554901599884033
2001-03-29,5.461461544036865
2001-03-30,5.42368745803833
2001-04-02,5.368015766143799
2001-04-03,5.184110641479492
2001-04-04,5.358074188232422
2001-04-05,5.468415260314941
2001-04-06,5.390881538391113
2001-04-09,5.425673007965088
2001-04-10,5.486310005187988
2001-04-11,5.166215419769287
2001-04-12,5.369009017944336
2001-04-16,5.350122928619385
2001-04-17,5.319307327270508
2001-04-18,5.860083103179932
2001-04-19,5.666241645812988
2001-04-20,5.605599880218506
2001-04-23,5.5916829109191895
2001-04-24,5.53701114654541
2001-04-25,5.527069091796875
2001-04-26,5.546950340270996
2001-04-27,5.515139579772949
2001-04-30,5.567821979522705
2001-05-01,5.5111613273620605
2001-05-02,5.466431617736816
2001-05-03,5.368015766143799
2001-05-04,5.50718879699707
2001-05-07,5.554901599884033
2001-05-08,5.748746395111084
2001-05-09,5.715943336486816
2001-05-10,5.895869255065918
2001-05-11,5.8401994705200195
2001-05-14,5.759682655334473
2001-05-15,5.837219715118408
2001-05-16,6.043992042541504
2001-05-17,6.178188800811768
2001-05-18,6.1771955490112305
2001-05-21,6.418756008148193
2001-05-22,6.409808158874512
2001-05-23,6.348176002502441
2001-05-24,6.386946201324463
2001-05-25,6.443605422973633
2001-05-29,6.362093448638916
2001-05-30,6.294498443603516
2001-05-31,6.26069450378418
2001-06-01,6.262683868408203
2001-06-04,6.26069450378418
2001-06-05,6.4267048835754395
2001-06-06,6.371039390563965
2001-06-07,6.459514617919922
2001-06-08,6.454540252685547
2001-06-11,6.352151393890381
2001-06-12,6.373025417327881
2001-06-13,6.3690505027771
2001-06-14,6.09965705871582
2001-06-15,6.185145854949951
2001-06-18,6.148365020751953
2001-06-19,6.10860538482666
2001-06-20,6.084743499755859
2001-06-21,6.274614334106445
2001-06-22,6.2418084144592285
2001-06-25,6.166262149810791
