Date,DPZ
2004-11-26,7.956799030303955
2004-11-29,7.959026336669922
2004-11-30,8.003613471984863
2004-12-01,8.124000549316406
2004-12-02,8.244390487670898
2004-12-03,8.293437004089355
2004-12-06,8.315729141235352
2004-12-07,8.275606155395508
2004-12-08,8.132922172546387
2004-12-09,8.057120323181152
2004-12-10,8.012527465820312
2004-12-13,7.927811622619629
2004-12-14,8.181968688964844
2004-12-15,8.083871841430664
2004-12-16,7.959026336669922
2004-12-17,7.892143249511719
2004-12-20,7.691493988037109
2004-12-21,7.736081600189209
2004-12-22,7.691493988037109
2004-12-23,7.669200897216797
2004-12-27,7.526517868041992
2004-12-28,7.67811918258667
2004-12-29,7.825261116027832
2004-12-30,7.8386406898498535
2004-12-31,7.936728000640869
2005-01-03,7.816341876983643
2005-01-04,7.847557067871094
2005-01-05,7.76729679107666
2005-01-06,7.691493988037109
2005-01-07,7.615695476531982
2005-01-10,7.802966594696045
2005-01-11,7.950109958648682
2005-01-12,7.852013111114502
2005-01-13,7.807423114776611
2005-01-14,7.901061534881592
2005-01-18,8.008070945739746
2005-01-19,7.825261116027832
2005-01-20,7.646906852722168
2005-01-21,7.66028356552124
2005-01-24,7.566649436950684
2005-01-25,7.557732582092285
2005-01-26,7.580026149749756
2005-01-27,7.490847587585449
2005-01-28,7.3882975578308105
2005-01-31,7.437339782714844
2005-02-01,7.357084274291992
2005-02-02,7.446259021759033
2005-02-03,7.401670455932617
2005-02-04,7.584483623504639
2005-02-07,7.5086846351623535
2005-02-08,7.446259021759033
2005-02-09,7.446259021759033
2005-02-10,7.571107864379883
2005-02-11,7.539895057678223
2005-02-14,7.611239433288574
2005-02-15,7.588943958282471
2005-02-16,7.691493988037109
2005-02-17,7.637988090515137
2005-02-18,7.629073143005371
2005-02-22,7.878768444061279
2005-02-23,7.713789463043213
2005-02-24,7.669200897216797
2005-02-25,7.6959547996521
2005-02-28,7.611239433288574
2005-03-01,7.682578086853027
2005-03-02,7.8341779708862305
2005-03-03,7.802966594696045
2005-03-04,7.825261116027832
2005-03-07,7.8341779708862305
2005-03-08,7.758382320404053
2005-03-09,7.8653883934021
2005-03-10,7.887685775756836
2005-03-11,8.040146827697754
2005-03-14,8.170186996459961
2005-03-15,8.147768020629883
2005-03-16,8.076021194458008
2005-03-17,8.084991455078125
2005-03-18,8.093957901000977
2005-03-21,8.071537017822266
2005-03-22,8.01772403717041
2005-03-23,7.932528018951416
2005-03-24,8.03117847442627
2005-03-28,8.206063270568848
2005-03-29,8.241938591003418
2005-03-30,8.358527183532715
2005-03-31,8.380945205688477
2005-04-01,8.363005638122559
2005-04-04,8.363005638122559
2005-04-05,8.40336799621582
2005-04-06,8.363005638122559
2005-04-07,8.475115776062012
2005-04-08,8.466144561767578
2005-04-11,8.497533798217773
2005-04-12,8.457174301147461
2005-04-13,8.479597091674805
2005-04-14,8.497533798217773
2005-04-15,8.367494583129883
2005-04-18,8.30023193359375
2005-04-19,8.439240455627441
2005-04-20,8.336104393005371
2005-04-21,8.475115776062012
2005-04-22,8.37197494506836
2005-04-25,8.394401550292969
2005-04-26,8.398882865905762
2005-04-27,8.282296180725098
2005-04-28,8.179158210754395
2005-04-29,8.143280982971191
2005-05-02,8.201578140258789
2005-05-03,8.206063270568848
2005-05-04,8.37197494506836
2005-05-05,8.295746803283691
2005-05-06,8.232967376708984
2005-05-09,8.21054458618164
2005-05-10,8.64102554321289
2005-05-11,9.008732795715332
2005-05-12,9.093931198120117
2005-05-13,9.313655853271484
2005-05-16,9.37195110321045
2005-05-17,9.37195110321045
2005-05-18,9.618582725524902
2005-05-19,9.717235565185547
2005-05-20,9.744138717651367
2005-05-23,9.851759910583496
2005-05-24,9.914536476135254
2005-05-25,9.784494400024414
2005-05-26,9.6006441116333
2005-05-27,9.878663063049316
2005-05-31,10.264304161071777
2005-06-01,10.120810508728027
2005-06-02,10.134262084960938
2005-06-03,10.286725044250488
2005-06-06,9.501993179321289
2005-06-07,9.358499526977539
2005-06-08,9.560283660888672
2005-06-09,9.641000747680664
2005-06-10,9.842790603637695
2005-06-13,10.031990051269531
2005-06-14,10.17613697052002
2005-06-15,10.248212814331055
2005-06-16,10.13559627532959
2005-06-17,10.17163372039795
2005-06-20,10.306777000427246
2005-06-21,10.21667766571045
2005-06-22,10.194156646728516
2005-06-23,9.95540714263916
2005-06-24,9.734681129455566
2005-06-27,9.685124397277832
2005-06-28,10.04550552368164
2005-06-29,10.022976875305176
2005-06-30,10.027482032775879
2005-07-01,9.923873901367188
2005-07-05,10.108566284179688
2005-07-06,9.910359382629395
2005-07-07,10.036493301391602
2005-07-08,10.27974796295166
2005-07-11,10.239200592041016
2005-07-12,10.351824760437012
2005-07-13,10.766255378723145
2005-07-14,10.757246017456055
2005-07-15,10.923917770385742
2005-07-18,10.950947761535645
2005-07-19,11.167171478271484
2005-07-20,11.171682357788086
2005-07-21,11.158166885375977
2005-07-22,11.230245590209961
2005-07-25,11.194202423095703
2005-07-26,11.297815322875977
2005-07-27,11.396916389465332
2005-07-28,11.392411231994629
2005-07-29,11.270785331726074
2005-08-01,11.306818962097168
2005-08-02,11.351868629455566
2005-08-03,11.068070411682129
2005-08-04,10.995993614196777
2005-08-05,11.378899574279785
2005-08-08,11.248259544372559
2005-08-09,11.27979564666748
2005-08-10,11.252765655517578
2005-08-11,11.216731071472168
2005-08-12,11.054557800292969
2005-08-15,11.03203296661377
2005-08-16,11.027525901794434
2005-08-17,10.649139404296875
2005-08-18,10.419390678405762
2005-08-19,10.365337371826172
2005-08-22,10.351824760437012
2005-08-23,10.40588092803955
2005-08-24,10.225692749023438
2005-08-25,10.34731674194336
2005-08-26,10.203164100646973
2005-08-29,10.297764778137207
2005-08-30,10.30227279663086
2005-08-31,10.360831260681152
2005-09-01,10.04550552368164
2005-09-02,10.077032089233398
2005-09-06,10.518495559692383
2005-09-07,10.766255378723145
2005-09-08,10.62210750579834
2005-09-09,10.65814208984375
2005-09-12,10.65363597869873
2005-09-13,10.427444458007812
2005-09-14,10.133397102355957
2005-09-15,9.898157119750977
2005-09-16,10.178633689880371
2005-09-19,9.902682304382324
2005-09-20,9.735299110412598
2005-09-21,9.70815658569336
2005-09-22,9.99768352508545
2005-09-23,10.04292106628418
2005-09-26,10.070062637329102
2005-09-27,10.223872184753418
2005-09-28,9.893634796142578
2005-09-29,10.260064125061035
2005-09-30,10.549589157104492
2005-10-03,10.264583587646484
2005-10-04,10.264583587646484
2005-10-05,10.04292106628418
2005-10-06,10.011251449584961
2005-10-07,10.047445297241211
2005-10-10,9.8845853805542
2005-10-11,9.71268081665039
2005-10-12,9.531729698181152
2005-10-13,9.762446403503418
2005-10-14,9.898157119750977
2005-10-17,9.825776100158691
2005-10-18,9.572443008422852
2005-10-19,9.631250381469727
2005-10-20,9.726250648498535
2005-10-21,9.640300750732422
2005-10-24,9.771492958068848
2005-10-25,10.811970710754395
2005-10-26,10.983879089355469
2005-10-27,10.96578311920166
2005-10-28,10.811970710754395
2005-10-31,10.821019172668457
2005-11-01,10.90697193145752
2005-11-02,11.015544891357422
2005-11-03,11.17387866973877
2005-11-04,11.219117164611816
2005-11-07,11.300546646118164
2005-11-08,11.445307731628418
2005-11-09,11.404598236083984
2005-11-10,11.599119186401367
2005-11-11,10.843640327453613
2005-11-14,10.807452201843262
2005-11-15,10.748640060424805
2005-11-16,10.897924423217773
2005-11-17,11.015544891357422
2005-11-18,11.142217636108398
2005-11-21,11.255309104919434
2005-11-22,11.268881797790527
2005-11-23,11.286977767944336
2005-11-25,11.106021881103516
2005-11-28,11.264360427856445
2005-11-29,11.305072784423828
2005-11-30,11.309596061706543
2005-12-01,11.445307731628418
2005-12-02,11.354832649230957
2005-12-05,11.296021461486816
2005-12-06,11.273406982421875
2005-12-07,11.196501731872559
2005-12-08,11.219117164611816
2005-12-09,11.155789375305176
2005-12-12,11.169357299804688
2005-12-13,11.351048469543457
2005-12-14,11.22386360168457
2005-12-15,11.173898696899414
2005-12-16,11.169356346130371
2005-12-19,10.901365280151367
2005-12-20,11.051258087158203
2005-12-21,11.033092498779297
2005-12-22,11.10576343536377
2005-12-23,11.373758316040039
2005-12-27,11.37829875946045
2005-12-28,11.196611404418945
2005-12-29,11.073969841003418
2005-12-30,10.992212295532227
2006-01-03,11.2601957321167
2006-01-04,11.291997909545898
2006-01-05,11.323793411254883
2006-01-06,11.446431159973145
2006-01-09,11.605409622192383
2006-01-10,11.605409622192383
2006-01-11,11.0194673538208
2006-01-12,10.92407512664795
2006-01-13,10.955872535705566
2006-01-17,10.92407512664795
2006-01-18,10.937701225280762
2006-01-19,11.078510284423828
2006-01-20,10.937701225280762
2006-01-23,10.969498634338379
2006-01-24,11.128478050231934
2006-01-25,11.346502304077148
2006-01-26,11.450976371765137
2006-01-27,11.510022163391113
2006-01-30,11.355588912963867
2006-01-31,11.314708709716797
2006-02-01,11.505480766296387
2006-02-02,11.514566421508789
2006-02-03,11.591782569885254
2006-02-06,11.673543930053711
2006-02-07,11.728053092956543
2006-02-08,11.646288871765137
2006-02-09,11.741677284240723
2006-02-10,11.700794219970703
2006-02-13,11.877943992614746
2006-02-14,11.94153881072998
2006-02-15,11.96878719329834
2006-02-16,11.955160140991211
2006-02-17,11.94153881072998
2006-02-21,11.809807777404785
2006-02-22,11.805267333984375
2006-02-23,11.71896743774414
2006-02-24,11.673543930053711
2006-02-27,11.764388084411621
2006-02-28,11.58270263671875
2006-03-01,11.918825149536133
2006-03-02,12.027837753295898
2006-03-03,11.946077346801758
2006-03-06,11.959709167480469
2006-03-07,11.591782569885254
2006-03-08,11.764388084411621
2006-03-09,11.877943992614746
2006-03-10,11.90973949432373
2006-03-13,12.238286018371582
2006-03-14,12.534889221191406
2006-03-15,12.763045310974121
2006-03-16,12.950133323669434
2006-03-17,12.831491470336914
2006-03-20,12.845178604125977
2006-03-21,12.667217254638672
2006-03-22,13.01401424407959
2006-03-23,13.041396141052246
2006-03-24,12.968384742736816
2006-03-27,12.927314758300781
2006-03-28,12.95925521850586
2006-03-29,13.118966102600098
2006-03-30,13.004889488220215
2006-03-31,13.027705192565918
2006-04-03,13.059642791748047
2006-04-04,12.781293869018555
2006-04-05,12.717414855957031
2006-04-06,12.680908203125
2006-04-07,12.594209671020508
2006-04-10,12.443625450134277
2006-04-11,12.24284839630127
2006-04-12,12.420811653137207
2006-04-13,12.36605453491211
2006-04-17,12.402558326721191
2006-04-18,12.639837265014648
2006-04-19,12.744791030883789
2006-04-20,12.794988632202148
2006-04-21,12.562267303466797
2006-04-24,12.4116849899292
2006-04-25,12.4116849899292
2006-04-26,12.594209671020508
2006-04-27,12.02381706237793
2006-04-28,12.014694213867188
2006-05-01,11.535561561584473
2006-05-02,11.558379173278809
2006-05-03,11.658767700195312
2006-05-04,11.873233795166016
2006-05-05,12.005565643310547
2006-05-08,12.06032657623291
2006-05-09,12.010125160217285
2006-05-10,11.859543800354004
2006-05-11,11.667895317077637
2006-05-12,11.357603073120117
2006-05-15,11.430611610412598
2006-05-16,11.521876335144043
2006-05-17,11.535561561584473
2006-05-18,11.357603073120117
2006-05-19,11.298279762268066
2006-05-22,11.152261734008789
2006-05-23,11.04275131225586
2006-05-24,11.006243705749512
2006-05-25,11.088379859924316
2006-05-26,11.152261734008789
2006-05-30,10.755271911621094
2006-05-31,10.805465698242188
2006-06-01,11.179645538330078
2006-06-02,11.207019805908203
2006-06-05,10.860220909118652
2006-06-06,10.864788055419922
2006-06-07,10.86935043334961
2006-06-08,10.905853271484375
2006-06-09,10.905853271484375
2006-06-12,10.627503395080566
2006-06-13,10.595398902893066
2006-06-14,10.577047348022461
2006-06-15,11.06324577331543
2006-06-16,10.801801681518555
2006-06-19,10.53576946258545
2006-06-20,10.68713092803955
2006-06-21,10.829324722290039
2006-06-22,10.691719055175781
2006-06-23,10.677956581115723
2006-06-26,10.971508979797363
2006-06-27,10.93940258026123
2006-06-28,10.806387901306152
2006-06-29,11.379732131958008
2006-06-30,11.347622871398926
2006-07-03,11.260472297668457
2006-07-05,11.17332649230957
2006-07-06,11.287997245788574
2006-07-07,11.168743133544922
2006-07-10,11.2421293258667
2006-07-11,11.237543106079102
2006-07-12,10.971508979797363
2006-07-13,10.68713092803955
2006-07-14,10.586225509643555
2006-07-17,10.627506256103516
2006-07-18,10.682543754577637
2006-07-19,10.95316219329834
2006-07-20,10.017464637756348
2006-07-21,10.205526351928711
2006-07-24,10.320189476013184
2006-07-25,10.457795143127441
2006-07-26,10.301844596862793
2006-07-27,10.2284574508667
2006-07-28,10.288084030151367
2006-07-31,10.430276870727539
2006-08-01,10.320189476013184
2006-08-02,10.544943809509277
2006-08-03,10.765106201171875
2006-08-04,10.788043975830078
2006-08-07,10.810972213745117
2006-08-08,10.664199829101562
2006-08-09,10.549530982971191
2006-08-10,10.78345012664795
2006-08-11,10.78345012664795
2006-08-14,10.72382640838623
2006-08-15,11.067831039428711
2006-08-16,11.040308952331543
2006-08-17,11.338452339172363
2006-08-18,11.251300811767578
2006-08-21,11.13663387298584
2006-08-22,11.040308952331543
2006-08-23,11.122869491577148
2006-08-24,10.861429214477539
2006-08-25,10.691719055175781
2006-08-28,10.902708053588867
2006-08-29,11.03113842010498
2006-08-30,11.177912712097168
2006-08-31,11.214607238769531
2006-09-01,11.2421293258667
2006-09-05,11.237543106079102
2006-09-06,11.219196319580078
2006-09-07,11.008204460144043
2006-09-08,11.182501792907715
2006-09-11,11.22836685180664
2006-09-12,11.632004737854004
2006-09-13,11.613569259643555
2006-09-14,11.825562477111816
2006-09-15,11.913125038146973
2006-09-18,11.521401405334473
2006-09-19,11.498355865478516
2006-09-20,11.890081405639648
2006-09-21,11.544439315795898
2006-09-22,11.479917526245117
2006-09-25,11.87625789642334
2006-09-26,11.885472297668457
2006-09-27,11.788694381713867
2006-09-28,11.779476165771484
2006-09-29,11.820951461791992
2006-10-02,11.784083366394043
2006-10-03,11.996075630187988
2006-10-04,12.332502365112305
2006-10-05,12.420064926147461
2006-10-06,12.309457778930664
2006-10-09,12.198854446411133
2006-10-10,12.055991172790527
2006-10-11,11.779476165771484
2006-10-12,12.21728801727295
2006-10-13,12.161986351013184
2006-10-16,12.4891939163208
2006-10-17,12.304851531982422
2006-10-18,12.300243377685547
2006-10-19,12.208072662353516
2006-10-20,12.212681770324707
2006-10-23,12.29102611541748
2006-10-24,12.332502365112305
2006-10-25,12.53528118133545
2006-10-26,12.581363677978516
2006-10-27,12.38780689239502
2006-10-30,12.590579986572266
2006-10-31,12.526062965393066
2006-11-01,12.360157012939453
2006-11-02,12.13894271850586
2006-11-03,11.97303295135498
2006-11-06,12.410846710205078
2006-11-07,12.424673080444336
2006-11-08,12.576759338378906
2006-11-09,12.456933975219727
2006-11-10,12.641276359558105
2006-11-13,12.558320045471191
2006-11-14,12.576759338378906
2006-11-15,12.687362670898438
2006-11-16,12.770316123962402
2006-11-17,12.66431999206543
2006-11-20,12.719623565673828
2006-11-21,12.701187133789062
2006-11-22,12.797967910766602
2006-11-24,12.913182258605957
2006-11-27,12.48458480834961
2006-11-28,12.636665344238281
2006-11-29,12.848661422729492
2006-11-30,12.65510368347168
2006-12-01,12.397021293640137
2006-12-04,12.636665344238281
2006-12-05,12.595191955566406
2006-12-06,12.429281234741211
2006-12-07,12.572150230407715
2006-12-08,12.558320045471191
2006-12-11,12.585970878601074
2006-12-12,12.56753921508789
2006-12-13,12.63697338104248
2006-12-14,12.734179496765137
2006-12-15,12.845272064208984
2006-12-18,12.914706230163574
2006-12-19,12.9054536819458
2006-12-20,12.951741218566895
2006-12-21,12.80361557006836
2006-12-22,12.863791465759277
2006-12-26,12.970256805419922
2006-12-27,13.127642631530762
2006-12-28,13.12300968170166
2006-12-29,12.961000442504883
2007-01-03,12.97951602935791
2007-01-04,13.127642631530762
2007-01-05,12.961000442504883
2007-01-08,12.961000442504883
2007-01-09,13.192445755004883
2007-01-10,13.247992515563965
2007-01-11,13.396117210388184
2007-01-12,13.37760066986084
2007-01-16,13.317426681518555
2007-01-17,13.326683044433594
2007-01-18,13.322054862976074
2007-01-19,13.285024642944336
2007-01-22,13.312799453735352
2007-01-23,13.257250785827637
2007-01-24,13.33131217956543
2007-01-25,13.243366241455078
2007-01-26,13.243366241455078
2007-01-29,13.160040855407715
2007-01-30,13.164673805236816
2007-01-31,13.224849700927734
2007-02-01,13.192445755004883
2007-02-02,13.382229804992676
2007-02-05,13.275766372680664
2007-02-06,13.285024642944336
2007-02-07,14.988470077514648
2007-02-08,14.789422988891602
2007-02-09,14.696845054626465
2007-02-12,14.678332328796387
2007-02-13,14.72925090789795
2007-02-14,14.701473236083984
2007-02-15,14.798680305480957
2007-02-16,14.835713386535645
2007-02-20,14.854231834411621
2007-02-21,14.951436996459961
2007-02-22,14.951436996459961
2007-02-23,14.789422988891602
2007-02-26,14.673701286315918
2007-02-27,14.386710166931152
2007-02-28,14.284873962402344
2007-03-01,14.428367614746094
2007-03-02,14.270987510681152
2007-03-05,14.099714279174805
2007-03-06,14.270987510681152
2007-03-07,14.317276000976562
2007-03-08,14.47465705871582
2007-03-09,14.511690139770508
2007-03-12,14.581122398376465
2007-03-13,14.280241012573242
2007-03-14,14.303383827209473
2007-03-15,14.576494216918945
2007-03-16,14.488546371459961
2007-03-19,14.724620819091797
2007-03-20,14.798680305480957
2007-03-21,14.780166625976562
2007-03-22,14.743133544921875
2007-03-23,14.849597930908203
2007-03-26,14.81257152557373
2007-03-27,14.81257152557373
2007-03-28,14.81257152557373
2007-03-29,14.854231834411621
2007-03-30,15.030130386352539
2007-04-02,15.261578559875488
2007-04-03,15.502279281616211
2007-04-04,15.525428771972656
2007-04-05,15.516164779663086
2007-04-09,15.53930950164795
2007-04-10,15.534683227539062
2007-04-11,15.349527359008789
2007-04-12,15.349527359008789
2007-04-13,15.321752548217773
2007-04-16,15.580973625183105
2007-04-17,15.511536598205566
2007-04-18,15.567083358764648
2007-04-19,15.09955883026123
2007-04-20,15.395814895629883
2007-04-23,15.372668266296387
2007-04-24,15.136592864990234
2007-04-25,15.18751049041748
2007-04-26,15.303238868713379
2007-04-27,15.238434791564941
2007-04-30,14.928292274475098
2007-05-01,15.090302467346191
2007-05-02,14.84497356414795
2007-05-03,14.807941436767578
2007-05-04,14.98383903503418
2007-05-07,15.587325096130371
2007-05-08,15.769953727722168
2007-05-09,15.976409912109375
2007-05-10,15.682615280151367
2007-05-11,15.889067649841309
2007-05-14,16.047870635986328
2007-05-15,15.833474159240723
2007-05-16,15.79377269744873
2007-05-17,15.595261573791504
2007-05-18,15.555561065673828
2007-05-21,15.642912864685059
2007-05-22,15.714373588562012
2007-05-23,15.619083404541016
2007-05-24,15.54762077331543
2007-05-25,15.587325096130371
2007-05-29,15.539681434631348
2007-05-30,15.444389343261719
2007-05-31,15.579385757446289
2007-06-01,15.642912864685059
2007-06-04,15.78584098815918
2007-06-05,15.73024845123291
2007-06-06,15.563505172729492
2007-06-07,15.349111557006836
2007-06-08,15.452333450317383
2007-06-11,15.30146312713623
2007-06-12,15.166472434997559
2007-06-13,15.150595664978027
2007-06-14,14.94413948059082
2007-06-15,14.94413948059082
2007-06-18,14.793262481689453
2007-06-19,14.97590446472168
2007-06-20,14.825030326843262
2007-06-21,14.555049896240234
2007-06-22,14.586812019348145
2007-06-25,14.293008804321289
2007-06-26,14.324773788452148
2007-06-27,14.539167404174805
2007-06-28,14.578872680664062
2007-06-29,14.507407188415527
2007-07-02,14.594751358032227
2007-07-03,14.634452819824219
2007-07-05,14.785327911376953
2007-07-06,14.928258895874023
2007-07-09,14.896496772766113
2007-07-10,14.666215896606445
2007-07-11,14.872674942016602
2007-07-12,14.95207691192627
2007-07-13,14.920312881469727
2007-07-16,14.84090805053711
2007-07-17,14.785327911376953
2007-07-18,14.602694511413574
2007-07-19,14.705923080444336
2007-07-20,14.539167404174805
2007-07-23,14.515353202819824
2007-07-24,16.841928482055664
2007-07-25,16.444908142089844
2007-07-26,15.849363327026367
2007-07-27,15.484098434448242
2007-07-30,15.31734848022461
2007-07-31,15.206177711486816
2007-08-01,15.063241958618164
2007-08-02,15.102944374084473
2007-08-03,14.07862377166748
2007-08-06,14.33271312713623
2007-08-07,14.102437019348145
2007-08-08,13.45925235748291
2007-08-09,12.546087265014648
2007-08-10,13.602179527282715
2007-08-13,14.023035049438477
2007-08-14,13.808634757995605
2007-08-15,13.491013526916504
2007-08-16,13.967448234558105
2007-08-17,14.07067584991455
2007-08-20,14.046855926513672
2007-08-21,13.92774772644043
2007-08-22,14.142145156860352
2007-08-23,13.776873588562012
2007-08-24,14.08655834197998
2007-08-27,13.776873588562012
2007-08-28,13.44337272644043
2007-08-29,13.911869049072266
2007-08-30,13.713351249694824
2007-08-31,13.967448234558105
2007-09-04,14.023035049438477
2007-09-05,13.983327865600586
2007-09-06,14.030978202819824
2007-09-07,13.610122680664062
2007-09-10,13.371907234191895
2007-09-11,13.522777557373047
2007-09-12,13.363966941833496
2007-09-13,13.34808349609375
2007-09-14,13.451313972473145
2007-09-17,13.221038818359375
2007-09-18,13.657771110534668
2007-09-19,13.943625450134277
2007-09-20,13.649822235107422
2007-09-21,13.641886711120605
2007-09-24,13.371907234191895
2007-09-25,13.157514572143555
2007-09-26,13.276618003845215
2007-09-27,13.221038818359375
2007-09-28,13.173393249511719
2007-10-01,13.633942604064941
2007-10-02,13.697465896606445
2007-10-03,13.697465896606445
2007-10-04,13.451313972473145
2007-10-05,13.665703773498535
2007-10-08,13.411609649658203
2007-10-09,13.451313972473145
2007-10-10,13.403669357299805
2007-10-11,13.34808349609375
2007-10-12,13.300446510314941
2007-10-15,13.149571418762207
2007-10-16,11.347061157226562
2007-10-17,11.617042541503906
2007-10-18,11.704390525817871
2007-10-19,11.482053756713867
2007-10-22,11.497931480407715
2007-10-23,11.926725387573242
2007-10-24,12.149064064025879
2007-10-25,12.045833587646484
2007-10-26,12.053778648376465
2007-10-29,11.767911911010742
2007-10-30,11.656746864318848
2007-10-31,12.260228157043457
2007-11-01,11.950544357299805
2007-11-02,11.704390525817871
2007-11-05,11.521754264831543
2007-11-06,11.442350387573242
2007-11-07,10.862688064575195
2007-11-08,11.259721755981445
2007-11-09,10.926213264465332
2007-11-12,11.12472915649414
2007-11-13,11.323241233825684
2007-11-14,11.164430618286133
2007-11-15,11.005620002746582
2007-11-16,11.029438972473145
2007-11-19,10.981795310974121
2007-11-20,10.767401695251465
2007-11-21,10.521245956420898
2007-11-23,10.751522064208984
2007-11-26,10.672118186950684
2007-11-27,10.592710494995117
2007-11-28,10.95797348022461
2007-11-29,10.950035095214844
2007-11-30,11.005620002746582
2007-12-03,10.77534008026123
2007-12-04,10.568887710571289
2007-12-05,10.521245956420898
2007-12-06,10.950035095214844
2007-12-07,10.902392387390137
2007-12-10,10.989739418029785
2007-12-11,10.6800537109375
2007-12-12,10.600652694702148
2007-12-13,10.410080909729004
2007-12-14,10.140095710754395
2007-12-17,10.195680618286133
2007-12-18,10.275087356567383
2007-12-19,10.124218940734863
2007-12-20,10.32272720336914
2007-12-21,10.354493141174316
2007-12-24,10.767401695251465
2007-12-26,10.695938110351562
2007-12-27,10.934154510498047
2007-12-28,10.449774742126465
2007-12-31,10.505362510681152
2008-01-02,10.163918495178223
2008-01-03,9.600143432617188
2008-01-04,9.306337356567383
2008-01-07,9.544556617736816
2008-01-08,9.203110694885254
2008-01-09,9.377801895141602
2008-01-10,9.790714263916016
2008-01-11,9.41750717163086
2008-01-14,9.584258079528809
2008-01-15,9.425446510314941
2008-01-16,9.631904602050781
2008-01-17,9.631904602050781
2008-01-18,9.631904602050781
2008-01-22,9.663663864135742
2008-01-23,10.799165725708008
2008-01-24,10.529189109802246
2008-01-25,10.521245956420898
2008-01-28,10.56094741821289
2008-01-29,10.58476448059082
2008-01-30,10.386258125305176
2008-01-31,10.807103157043457
2008-02-01,11.291482925415039
2008-02-04,10.973856925964355
2008-02-05,10.91827392578125
2008-02-06,10.71181583404541
2008-02-07,11.03738021850586
2008-02-08,10.807103157043457
2008-02-11,10.60859203338623
2008-02-12,10.862688064575195
2008-02-13,11.180313110351562
2008-02-14,10.822985649108887
2008-02-15,10.743579864501953
2008-02-19,10.71181583404541
2008-02-20,10.965913772583008
2008-02-21,10.656234741210938
2008-02-22,10.553007125854492
2008-02-25,10.330667495727539
2008-02-26,10.910330772399902
2008-02-27,11.164430618286133
2008-02-28,10.751522064208984
2008-02-29,10.521245956420898
2008-03-03,10.58476448059082
2008-03-04,10.592710494995117
2008-03-05,10.63241195678711
2008-03-06,10.354493141174316
2008-03-07,10.227441787719727
2008-03-10,10.338616371154785
2008-03-11,10.592710494995117
2008-03-12,10.624476432800293
2008-03-13,10.60859203338623
2008-03-14,10.330667495727539
2008-03-17,10.433897972106934
2008-03-18,10.616532325744629
2008-03-19,10.60859203338623
2008-03-20,11.521754264831543
2008-03-24,11.847318649291992
