Date,LYB
2010-04-28,8.87231159210205
2010-04-29,9.275595664978027
2010-04-30,8.993293762207031
2010-05-03,9.194936752319336
2010-05-04,8.670669555664062
2010-05-05,8.303675651550293
2010-05-06,7.843930244445801
2010-05-07,7.501132965087891
2010-05-10,7.666484832763672
2010-05-11,7.622122287750244
2010-05-12,7.98507833480835
2010-05-13,7.924584865570068
2010-05-14,7.561628341674805
2010-05-17,7.601957321166992
2010-05-18,7.577759265899658
2010-05-19,7.138176918029785
2010-05-20,6.815548419952393
2010-05-21,6.6743950843811035
2010-05-24,6.815548419952393
2010-05-25,6.6824631690979
2010-05-26,6.916368007659912
2010-05-27,7.218834400177002
2010-05-28,7.166407585144043
2010-06-01,7.057518482208252
2010-06-02,6.9889607429504395
2010-06-03,6.9889607429504395
2010-06-04,6.876042366027832
2010-06-07,6.811512470245361
2010-06-08,6.75505256652832
2010-06-09,6.771185874938965
2010-06-10,6.843777179718018
2010-06-11,6.912336826324463
2010-06-14,7.053488731384277
2010-06-15,7.24706506729126
2010-06-16,7.113979339599609
2010-06-17,6.976861476898193
2010-06-18,6.9405670166015625
2010-06-21,6.896203994750977
2010-06-22,6.791350841522217
2010-06-23,6.714725494384766
2010-06-24,6.775219440460205
2010-06-25,6.783283233642578
2010-06-28,6.803448677062988
2010-06-29,6.553411483764648
2010-06-30,6.513082981109619
2010-07-01,6.271111488342285
2010-07-02,6.242880821228027
2010-07-06,6.07349967956543
2010-07-07,6.049304485321045
2010-07-08,6.0694661140441895
2010-07-09,6.371932029724121
2010-07-12,6.379998207092285
2010-07-13,6.613905429840088
2010-07-14,6.613905429840088
2010-07-15,6.601805210113525
2010-07-16,6.5332465171813965
2010-07-19,6.634069442749023
2010-07-20,6.529214859008789
2010-07-21,6.549379825592041
2010-07-22,6.6743950843811035
2010-07-23,6.767153739929199
2010-07-26,7.118014335632324
2010-07-27,7.3519206047058105
2010-07-28,7.230932712554932
2010-07-29,7.234966278076172
2010-07-30,7.259163856506348
2010-08-02,7.283360481262207
2010-08-03,7.218834400177002
2010-08-04,7.380148410797119
2010-08-05,7.35595178604126
2010-08-06,7.259163856506348
2010-08-09,7.279328346252441
2010-08-10,7.255130767822266
2010-08-11,7.10188102722168
2010-08-12,7.057518482208252
2010-08-13,7.26723051071167
2010-08-16,7.5414652824401855
2010-08-17,7.6906819343566895
2010-08-18,7.98507833480835
2010-08-19,7.98507833480835
2010-08-20,8.02137565612793
2010-08-23,8.089935302734375
2010-08-24,8.061704635620117
2010-08-25,8.037508010864258
2010-08-26,8.065735816955566
2010-08-27,8.243182182312012
2010-08-30,8.154461860656738
2010-08-31,8.267380714416504
2010-09-01,8.477088928222656
2010-09-02,8.448860168457031
2010-09-03,8.521451950073242
2010-09-07,8.45289134979248
2010-09-08,8.464990615844727
2010-09-09,8.348039627075195
2010-09-10,8.384330749511719
2010-09-13,8.622276306152344
2010-09-14,8.674701690673828
2010-09-15,8.694864273071289
2010-09-16,8.811820030212402
2010-09-17,8.973132133483887
2010-09-20,8.952967643737793
2010-09-21,8.957000732421875
2010-09-22,8.848114013671875
2010-09-23,8.811820030212402
2010-09-24,9.057822227478027
2010-09-27,9.315921783447266
2010-09-28,9.457076072692871
2010-09-29,9.525634765625
2010-09-30,9.638557434082031
2010-10-01,9.62645435333252
2010-10-04,9.71518325805664
2010-10-05,9.997483253479004
2010-10-06,9.76760482788086
2010-10-07,9.860363960266113
2010-10-08,10.182991027832031
2010-10-11,10.549986839294434
2010-10-12,10.6064453125
2010-10-13,10.876646041870117
2010-10-14,10.896808624267578
2010-10-15,10.687105178833008
2010-10-18,10.787921905517578
2010-10-19,10.695164680480957
2010-10-20,10.941171646118164
2010-10-21,11.114585876464844
2010-10-22,11.110553741455078
2010-10-25,11.275899887084961
2010-10-26,11.17911148071289
2010-10-27,10.97343635559082
2010-10-28,11.094422340393066
2010-10-29,10.832286834716797
2010-11-01,10.485457420349121
2010-11-02,10.739526748657227
2010-11-03,10.868582725524902
2010-11-04,11.054093360900879
2010-11-05,11.433180809020996
2010-11-08,11.6348237991333
2010-11-09,11.469480514526367
2010-11-10,11.429149627685547
2010-11-11,11.408982276916504
2010-11-12,11.050057411193848
2010-11-15,11.154913902282715
2010-11-16,10.76776123046875
2010-11-17,10.98150634765625
2010-11-18,11.16701602935791
2010-11-19,11.59449577331543
2010-11-22,11.96955394744873
2010-11-23,11.675152778625488
2010-11-24,11.89696216583252
2010-11-26,11.848563194274902
2010-11-29,11.997786521911621
2010-11-30,11.780008316040039
2010-12-01,12.050210952758789
2010-12-02,12.296216011047363
2010-12-03,12.308317184448242
2010-12-06,12.534156799316406
2010-12-07,12.743864059448242
2010-12-08,12.445432662963867
2010-12-09,12.344608306884766
2010-12-10,12.54222297668457
2010-12-13,12.848721504211426
2010-12-14,12.901145935058594
2010-12-15,12.80435848236084
2010-12-16,12.582552909851074
2010-12-17,12.852749824523926
2010-12-20,12.945509910583496
2010-12-21,13.126986503601074
2010-12-22,13.288302421569824
2010-12-23,13.280233383178711
2010-12-27,13.292329788208008
2010-12-28,13.42138671875
2010-12-29,13.469779014587402
2010-12-30,13.614967346191406
2010-12-31,13.873067855834961
2011-01-03,13.937592506408691
2011-01-04,14.062614440917969
2011-01-05,14.054546356201172
2011-01-06,14.102938652038574
2011-01-07,13.9617919921875
2011-01-10,14.21182918548584
2011-01-11,14.707868576049805
2011-01-12,14.816762924194336
2011-01-13,14.679645538330078
2011-01-14,14.764336585998535
2011-01-18,14.719972610473633
2011-01-19,14.381208419799805
2011-01-20,14.28442096710205
2011-01-21,14.135207176208496
2011-01-24,14.377181053161621
2011-01-25,14.39734172821045
2011-01-26,14.518327713012695
2011-01-27,14.598986625671387
2011-01-28,14.058579444885254
2011-01-31,14.49413013458252
2011-02-01,14.857084274291992
2011-02-02,14.74013614654541
2011-02-03,14.566720962524414
2011-02-04,14.586886405944824
2011-02-07,14.324745178222656
2011-02-08,14.308618545532227
2011-02-09,14.453803062438965
2011-02-10,14.820794105529785
2011-02-11,14.94983959197998
2011-02-14,15.082930564880371
2011-02-15,15.115188598632812
2011-02-16,15.139381408691406
2011-02-17,15.562836647033691
2011-02-18,15.304741859436035
2011-02-22,14.453803062438965
2011-02-23,14.776430130004883
2011-02-24,14.800629615783691
2011-02-25,15.393460273742676
2011-02-28,15.357159614562988
2011-03-01,14.945809364318848
2011-03-02,15.353140830993652
2011-03-03,15.954034805297852
2011-03-04,15.986287117004395
2011-03-07,16.06292152404785
2011-03-08,16.425874710083008
2011-03-09,16.494434356689453
2011-03-10,16.00645637512207
2011-03-11,15.792713165283203
2011-03-14,15.804807662963867
2011-03-15,15.437820434570312
2011-03-16,15.36119270324707
2011-03-17,15.724156379699707
2011-03-18,15.48621654510498
2011-03-21,15.998385429382324
2011-03-22,15.748356819152832
2011-03-23,16.079050064086914
2011-03-24,16.288753509521484
2011-03-25,16.27665901184082
2011-03-28,16.21616554260254
2011-03-29,16.187931060791016
2011-03-30,16.002416610717773
2011-03-31,15.949995040893555
2011-04-01,16.2403621673584
2011-04-04,16.393613815307617
2011-04-05,16.671878814697266
