Date,STZ
2000-04-17,5.373063087463379
2000-04-18,5.4786763191223145
2000-04-19,5.340060234069824
2000-04-20,5.346660614013672
2000-04-24,5.320258140563965
2000-04-25,5.326858997344971
2000-04-26,5.267451286315918
2000-04-27,5.181641578674316
2000-04-28,5.320258140563965
2000-05-01,5.340060234069824
2000-05-02,5.333459377288818
2000-05-03,5.458874225616455
2000-05-04,5.491880416870117
2000-05-05,5.359862327575684
2000-05-08,5.4324727058410645
2000-05-09,5.564489841461182
2000-05-10,5.399466514587402
2000-05-11,5.650298595428467
2000-05-12,5.637095928192139
2000-05-15,5.637095928192139
2000-05-16,5.676702976226807
2000-05-17,5.458874225616455
2000-05-18,5.412669658660889
2000-05-19,5.485278129577637
2000-05-22,5.590892791748047
2000-05-23,5.604093551635742
2000-05-24,5.689904689788818
2000-05-25,5.544687271118164
2000-05-26,5.472076416015625
2000-05-30,5.465475082397461
2000-05-31,5.531485080718994
2000-06-01,5.557887554168701
2000-06-02,5.425870418548584
2000-06-05,5.373063087463379
2000-06-06,5.491880416870117
2000-06-07,5.59749174118042
2000-06-08,5.650298595428467
2000-06-09,5.782314777374268
2000-06-12,5.736110210418701
2000-06-13,5.689904689788818
2000-06-14,5.676702976226807
2000-06-15,5.782314777374268
2000-06-16,5.769113063812256
2000-06-19,5.749310493469238
2000-06-20,5.577690124511719
2000-06-21,5.703104496002197
2000-06-22,5.683302879333496
2000-06-23,5.485278129577637
2000-06-26,5.412669658660889
2000-06-27,5.274052143096924
2000-06-28,5.425870418548584
2000-06-29,5.3070549964904785
2000-06-30,5.32850980758667
2000-07-03,5.465475082397461
2000-07-05,5.439074516296387
2000-07-06,5.5050811767578125
2000-07-07,5.630496025085449
2000-07-10,5.511681079864502
2000-07-11,5.419271469116211
2000-07-12,5.392868995666504
2000-07-13,5.425870418548584
2000-07-14,5.300456523895264
2000-07-17,5.379666328430176
2000-07-18,5.465475082397461
2000-07-19,5.419271469116211
2000-07-20,5.373063087463379
2000-07-21,5.155237197875977
2000-07-24,5.115633487701416
2000-07-25,5.194842338562012
2000-07-26,5.168439865112305
2000-07-27,5.142035484313965
2000-07-28,5.043023586273193
2000-07-31,5.214644432067871
2000-08-01,5.188241004943848
2000-08-02,5.161839008331299
2000-08-03,5.267451286315918
2000-08-04,5.214644432067871
2000-08-07,5.135433673858643
2000-08-08,5.122234344482422
2000-08-09,5.161839008331299
2000-08-10,4.9902167320251465
2000-08-11,4.805395126342773
2000-08-14,4.8383989334106445
2000-08-15,5.122234344482422
2000-08-16,5.095829963684082
2000-08-17,5.128832817077637
2000-08-18,5.115633487701416
2000-08-21,5.181641578674316
2000-08-22,5.175039291381836
2000-08-23,5.241048336029053
2000-08-24,5.406069755554199
2000-08-25,5.571089267730713
2000-08-28,5.452273368835449
2000-08-29,5.683302879333496
2000-08-30,5.663501262664795
2000-08-31,5.689904689788818
2000-09-01,5.623895645141602
2000-09-05,5.564489841461182
2000-09-06,5.557887554168701
2000-09-07,5.676702976226807
2000-09-08,5.637095928192139
2000-09-11,5.623895645141602
2000-09-12,5.590892791748047
2000-09-13,5.762511730194092
2000-09-14,5.69650411605835
2000-09-15,5.663501262664795
2000-09-18,5.564489841461182
2000-09-19,5.729510307312012
2000-09-20,5.795516014099121
2000-09-21,5.82191801071167
2000-09-22,5.854924201965332
2000-09-25,5.7757158279418945
2000-09-26,6.0001420974731445
2000-09-27,6.059549331665039
2000-09-28,5.98859167098999
2000-09-29,5.736110210418701
2000-10-02,5.604093551635742
2000-10-03,5.5050811767578125
2000-10-04,5.425870418548584
2000-10-05,5.353263854980469
2000-10-06,5.175039291381836
2000-10-09,5.227847099304199
2000-10-10,5.181641578674316
2000-10-11,5.095829963684082
2000-10-12,5.128832817077637
2000-10-13,5.1486358642578125
2000-10-16,5.135433673858643
2000-10-17,5.135433673858643
2000-10-18,5.122234344482422
2000-10-19,5.069425582885742
2000-10-20,5.010018825531006
2000-10-23,5.095829963684082
2000-10-24,4.911006450653076
2000-10-25,4.957212924957275
2000-10-26,4.904406547546387
2000-10-27,4.930810928344727
2000-10-30,5.0826287269592285
2000-10-31,5.1486358642578125
2000-11-01,5.1486358642578125
2000-11-02,5.175039291381836
2000-11-03,5.201442718505859
2000-11-06,5.2806525230407715
2000-11-07,5.2806525230407715
2000-11-08,5.2806525230407715
2000-11-09,5.313656330108643
2000-11-10,5.366462707519531
2000-11-13,5.2806525230407715
2000-11-14,5.425870418548584
2000-11-15,5.498481273651123
2000-11-16,5.4786763191223145
2000-11-17,5.5050811767578125
2000-11-20,5.399466514587402
2000-11-21,5.406069755554199
2000-11-22,5.254250526428223
2000-11-24,5.234447956085205
2000-11-27,5.227847099304199
2000-11-28,5.2608513832092285
2000-11-29,5.181641578674316
2000-11-30,5.175039291381836
2000-12-01,5.1486358642578125
2000-12-04,5.069425582885742
2000-12-05,5.142035484313965
2000-12-06,5.155237197875977
2000-12-07,5.359862327575684
2000-12-08,5.392868995666504
2000-12-11,5.511681079864502
2000-12-12,5.392868995666504
2000-12-13,5.485278129577637
2000-12-14,5.676702976226807
2000-12-15,5.689904689788818
2000-12-18,5.689904689788818
2000-12-19,5.670101165771484
2000-12-20,5.637095928192139
2000-12-21,5.703104496002197
2000-12-22,5.703104496002197
2000-12-26,5.8351216316223145
2000-12-27,5.993539810180664
2000-12-28,6.178363800048828
2000-12-29,6.204767227172852
2001-01-02,6.019943714141846
2001-01-03,5.940734386444092
2001-01-04,5.670101165771484
2001-01-05,5.656898498535156
2001-01-08,6.013343334197998
2001-01-09,5.993539810180664
2001-01-10,6.19156551361084
2001-01-11,6.363185882568359
2001-01-12,6.356586933135986
2001-01-16,6.673425674438477
2001-01-17,6.7130303382873535
2001-01-18,6.812042713165283
2001-01-19,6.6932268142700195
2001-01-22,6.653622627258301
2001-01-23,6.805442810058594
2001-01-24,6.864849090576172
2001-01-25,6.917655944824219
2001-01-26,7.029867649078369
2001-01-29,7.086634159088135
2001-01-30,7.152116298675537
2001-01-31,7.119378089904785
2001-02-01,7.238717555999756
2001-02-02,7.118319988250732
2001-02-05,6.864849090576172
2001-02-06,6.672633171081543
2001-02-07,6.787750244140625
2001-02-08,6.724381446838379
2001-02-09,6.775077819824219
2001-02-12,6.944057941436768
2001-02-13,6.986302852630615
2001-02-14,6.975743770599365
2001-02-15,6.785639762878418
2001-02-16,6.833164215087891
2001-02-20,6.822601795196533
2001-02-21,6.696925163269043
2001-02-22,6.643062114715576
2001-02-23,6.590256214141846
2001-02-26,6.748673915863037
2001-02-27,6.703261852264404
2001-02-28,6.7433953285217285
2001-03-01,6.716991424560547
2001-03-02,6.709598541259766
2001-03-05,6.842669486999512
2001-03-06,6.854287624359131
2001-03-07,6.8754096031188965
2001-03-08,7.234496116638184
2001-03-09,7.366509914398193
2001-03-12,7.30208683013916
2001-03-13,7.32954740524292
2001-03-14,7.25984001159668
2001-03-15,7.3137054443359375
2001-03-16,7.321096420288086
2001-03-19,7.192248821258545
2001-03-20,7.19436502456665
2001-03-21,7.144723892211914
2001-03-22,7.017987251281738
2001-03-23,7.023268699645996
2001-03-26,7.086634159088135
2001-03-27,7.165846824645996
2001-03-28,7.129939556121826
2001-03-29,7.282020568847656
2001-03-30,7.577737331390381
2001-04-02,7.565063953399658
2001-04-03,7.546051025390625
2001-04-04,7.651665210723877
2001-04-05,7.794244289398193
2001-04-06,7.7636189460754395
2001-04-09,7.577737331390381
2001-04-10,7.495358943939209
2001-04-11,7.229211807250977
2001-04-12,7.144723892211914
2001-04-16,7.287302017211914
2001-04-17,7.2767415046691895
2001-04-18,7.260898590087891
2001-04-19,7.202810764312744
2001-04-20,6.893365383148193
2001-04-23,6.845839023590088
2001-04-24,6.619826316833496
2001-04-25,6.764516830444336
2001-04-26,6.864849090576172
2001-04-27,6.938777446746826
2001-04-30,6.891251087188721
2001-05-01,7.062347888946533
2001-05-02,6.9018120765686035
2001-05-03,7.107759475708008
2001-05-04,7.182746410369873
2001-05-07,7.211258888244629
2001-05-08,7.219708442687988
2001-05-09,7.118319988250732
2001-05-10,7.051783561706543
2001-05-11,7.100367546081543
2001-05-14,7.303143501281738
2001-05-15,7.428823471069336
2001-05-16,7.794244289398193
2001-05-17,8.00758171081543
2001-05-18,7.8301496505737305
2001-05-21,8.23781967163086
2001-05-22,8.132206916809082
2001-05-23,8.06883716583252
2001-05-24,8.026593208312988
2001-05-25,8.075174331665039
2001-05-29,8.039268493652344
2001-05-30,8.343433380126953
2001-05-31,8.16389274597168
2001-06-01,8.413135528564453
2001-06-04,8.474390983581543
2001-06-05,8.449044227600098
2001-06-06,8.265281677246094
2001-06-07,8.438482284545898
2001-06-08,8.339210510253906
2001-06-11,7.95899772644043
2001-06-12,7.857611656188965
2001-06-13,8.047715187072754
2001-06-14,8.23781967163086
2001-06-15,8.389901161193848
2001-06-18,8.541984558105469
2001-06-19,8.607463836669922
2001-06-20,9.082724571228027
2001-06-21,8.258940696716309
2001-06-22,8.258940696716309
2001-06-25,8.261055946350098
2001-06-26,8.206135749816895
2001-06-27,7.920979976654053
2001-06-28,8.322307586669922
2001-06-29,8.660270690917969
2001-07-02,9.015131950378418
2001-07-03,9.02780818939209
2001-07-05,8.915855407714844
2001-07-06,8.7891206741333
2001-07-09,8.86093521118164
2001-07-10,8.660270690917969
2001-07-11,9.061603546142578
2001-07-12,8.808127403259277
2001-07-13,8.839810371398926
2001-07-16,9.09328556060791
2001-07-17,9.241144180297852
2001-07-18,9.209456443786621
2001-07-19,9.211570739746094
2001-07-20,9.124967575073242
2001-07-23,9.188337326049805
2001-07-24,9.029918670654297
2001-07-25,9.002456665039062
2001-07-26,8.710967063903809
2001-07-27,8.979223251342773
2001-07-30,8.987668991088867
2001-07-31,8.896843910217285
2001-08-01,9.040475845336914
2001-08-02,9.270713806152344
2001-08-03,9.198898315429688
2001-08-06,9.177773475646973
2001-08-07,9.029918670654297
2001-08-08,9.17143726348877
2001-08-09,9.184110641479492
2001-08-10,9.262266159057617
2001-08-13,9.167216300964355
2001-08-14,9.114408493041992
2001-08-15,9.296059608459473
2001-08-16,9.389002799987793
2001-08-17,9.53686237335205
2001-08-20,9.718515396118164
2001-08-21,9.644586563110352
2001-08-22,9.50517463684082
2001-08-23,9.454480171203613
2001-08-24,9.38266372680664
2001-08-27,8.871498107910156
2001-08-28,9.09328556060791
2001-08-29,8.977110862731934
2001-08-30,8.913743019104004
2001-08-31,8.945427894592285
2001-09-04,9.131303787231445
2001-09-05,8.765884399414062
2001-09-06,8.185009002685547
2001-09-07,8.15333080291748
2001-09-10,8.026593208312988
2001-09-17,8.290626525878906
2001-09-18,8.24837875366211
2001-09-19,8.127984046936035
2001-09-20,7.78368616104126
2001-09-21,7.6463847160339355
2001-09-24,8.026593208312988
2001-09-25,8.258940696716309
2001-09-26,8.660270690917969
2001-09-27,8.835591316223145
2001-09-28,8.799678802490234
2001-10-01,8.670833587646484
2001-10-02,8.87360668182373
2001-10-03,9.50517463684082
2001-10-04,9.082724571228027
2001-10-05,8.915855407714844
2001-10-08,9.015131950378418
2001-10-09,9.061603546142578
2001-10-10,9.353090286254883
2001-10-11,9.167216300964355
2001-10-12,9.116519927978516
2001-10-15,9.357316017150879
2001-10-16,9.293951034545898
2001-10-17,9.167216300964355
2001-10-18,9.129192352294922
2001-10-19,9.272826194763184
2001-10-22,9.198898315429688
2001-10-23,9.019359588623047
2001-10-24,9.057374954223633
2001-10-25,9.072163581848145
2001-10-26,9.33197021484375
2001-10-29,9.061603546142578
2001-10-30,8.888394355773926
2001-10-31,8.668719291687012
2001-11-01,8.837701797485352
2001-11-02,8.941201210021973
2001-11-05,9.226359367370605
2001-11-06,9.17354965209961
2001-11-07,9.120741844177246
2001-11-08,8.96654987335205
2001-11-09,8.677165031433105
2001-11-12,8.639147758483887
2001-11-13,8.33709716796875
2001-11-14,8.079397201538086
2001-11-15,8.373005867004395
2001-11-16,8.396235466003418
2001-11-19,8.440595626831055
2001-11-20,8.427924156188965
2001-11-21,8.411025047302246
2001-11-23,8.491291999816895
2001-11-26,8.079397201538086
2001-11-27,7.815365791320801
2001-11-28,7.920979976654053
2001-11-29,7.836490631103516
2001-11-30,8.00546932220459
2001-12-03,8.119531631469727
2001-12-04,8.16389274597168
2001-12-05,8.187122344970703
2001-12-06,8.586342811584473
2001-12-07,8.24837875366211
2001-12-10,8.379339218139648
2001-12-11,8.275840759277344
2001-12-12,8.396235466003418
2001-12-13,8.522974014282227
2001-12-14,8.427924156188965
2001-12-17,8.23781967163086
2001-12-18,8.45960521697998
2001-12-19,8.808127403259277
2001-12-20,8.808127403259277
2001-12-21,9.082724571228027
2001-12-24,9.082724571228027
2001-12-26,8.85248851776123
2001-12-27,8.941201210021973
2001-12-28,8.88205623626709
2001-12-31,9.051037788391113
2002-01-02,9.029918670654297
2002-01-03,9.11018180847168
2002-01-04,9.300286293029785
2002-01-07,9.705842971801758
2002-01-08,9.995217323303223
2002-01-09,10.086047172546387
2002-01-10,10.124065399169922
2002-01-11,10.176875114440918
2002-01-14,9.777655601501465
2002-01-15,9.822012901306152
2002-01-16,9.923402786254883
2002-01-17,9.893831253051758
2002-01-18,10.12195873260498
2002-01-22,10.265592575073242
2002-01-23,10.212780952453613
2002-01-24,9.705842971801758
2002-01-25,9.92973804473877
2002-01-28,10.001554489135742
2002-01-29,9.974100112915039
2002-01-30,9.948750495910645
2002-01-31,10.111396789550781
2002-02-01,10.033241271972656
2002-02-04,10.022677421569824
2002-02-05,9.872712135314941
2002-02-06,10.138851165771484
2002-02-07,10.54440689086914
2002-02-08,10.582429885864258
2002-02-11,10.753520965576172
2002-02-12,10.77253246307373
2002-02-13,10.37542724609375
2002-02-14,10.265592575073242
2002-02-15,10.521173477172852
2002-02-19,10.508501052856445
2002-02-20,10.223343849182129
2002-02-21,10.565530776977539
2002-02-22,10.757743835449219
2002-02-25,10.94996452331543
2002-02-26,10.945735931396484
2002-02-27,11.363966941833496
2002-02-28,11.480135917663574
2002-03-01,10.928838729858398
2002-03-04,11.216107368469238
2002-03-05,11.197098731994629
2002-03-06,11.385090827941895
2002-03-07,11.040789604187012
2002-03-08,11.026002883911133
2002-03-11,11.068251609802246
2002-03-12,11.152738571166992
2002-03-13,11.18019962310791
2002-03-14,11.192870140075684
2002-03-15,11.258352279663086
2002-03-18,11.344955444335938
2002-03-19,11.228781700134277
2002-03-20,11.190760612487793
2002-03-21,11.087258338928223
2002-03-22,10.994321823120117
2002-03-25,10.924614906311035
2002-03-26,11.070359230041504
2002-03-27,11.3703031539917
2002-03-28,11.608986854553223
2002-04-01,11.564629554748535
2002-04-02,11.623775482177734
2002-04-03,11.334394454956055
2002-04-04,11.585749626159668
2002-04-05,11.378753662109375
2002-04-08,11.617436408996582
2002-04-09,11.54350757598877
2002-04-10,11.682914733886719
2002-04-11,11.5371675491333
2002-04-12,11.828664779663086
2002-04-15,11.923711776733398
2002-04-16,11.976521492004395
2002-04-17,11.934277534484863
2002-04-18,11.923711776733398
2002-04-19,12.246891021728516
2002-04-22,12.202532768249512
2002-04-23,12.134939193725586
2002-04-24,12.196194648742676
2002-04-25,12.134939193725586
2002-04-26,12.115927696228027
2002-04-29,12.198308944702148
2002-04-30,12.758054733276367
2002-05-01,13.043213844299316
2002-05-02,12.935486793518066
2002-05-03,12.927037239074707
2002-05-06,12.920701026916504
2002-05-07,13.074897766113281
2002-05-08,12.931262969970703
2002-05-09,12.880568504333496
2002-05-10,12.762284278869629
2002-05-13,12.73693561553955
2002-05-14,12.137054443359375
2002-05-15,12.031436920166016
2002-05-16,12.115927696228027
2002-05-17,11.765297889709473
2002-05-20,11.799092292785645
2002-05-21,11.575188636779785
2002-05-22,11.761069297790527
2002-05-23,11.697704315185547
2002-05-24,11.587865829467773
2002-05-28,11.566743850708008
2002-05-29,11.997645378112793
2002-05-30,12.251113891601562
2002-05-31,12.449668884277344
2002-06-03,12.17929744720459
2002-06-04,12.335607528686523
2002-06-05,12.420097351074219
2002-06-06,12.41586971282959
2002-06-07,12.555281639099121
2002-06-10,12.538378715515137
2002-06-11,11.904703140258789
2002-06-12,12.141279220581055
2002-06-13,12.00186824798584
2002-06-14,11.854008674621582
2002-06-17,12.132827758789062
2002-06-18,11.997645378112793
2002-06-19,11.5963134765625
2002-06-20,11.642781257629395
2002-06-21,11.300597190856934
2002-06-24,11.110489845275879
2002-06-25,11.33016586303711
2002-06-26,11.617436408996582
2002-06-27,13.345266342163086
2002-06-28,13.51846981048584
2002-07-01,13.096017837524414
2002-07-02,12.424321174621582
2002-07-03,12.555281639099121
2002-07-05,12.715813636779785
2002-07-08,12.546832084655762
2002-07-09,12.855220794677734
2002-07-10,12.352502822875977
2002-07-11,12.166624069213867
2002-07-12,12.356727600097656
2002-07-15,11.617436408996582
2002-07-16,11.680802345275879
2002-07-17,11.765297889709473
2002-07-18,11.769516944885254
2002-07-19,11.123167037963867
2002-07-22,11.148514747619629
2002-07-23,10.481040000915527
2002-07-24,11.013326644897461
2002-07-25,11.486477851867676
2002-07-26,11.575188636779785
2002-07-29,12.170848846435547
2002-07-30,12.052560806274414
2002-07-31,12.141279220581055
2002-08-01,11.858234405517578
2002-08-02,11.828664779663086
2002-08-05,11.8920316696167
2002-08-06,12.365179061889648
2002-08-07,12.50036334991455
2002-08-08,12.715813636779785
2002-08-09,12.728483200073242
2002-08-12,12.643996238708496
2002-08-13,12.732707977294922
2002-08-14,12.377849578857422
2002-08-15,12.33983039855957
2002-08-16,12.601750373840332
2002-08-19,12.567954063415527
2002-08-20,12.382076263427734
2002-08-21,12.49191665649414
2002-08-22,12.031436920166016
2002-08-23,12.014540672302246
2002-08-26,12.15817928314209
2002-08-27,11.777970314025879
2002-08-28,11.469581604003906
2002-08-29,11.908927917480469
2002-08-30,12.00186824798584
2002-09-03,11.61320972442627
2002-09-04,11.828664779663086
2002-09-05,11.575188636779785
2002-09-06,11.777970314025879
2002-09-09,11.934277534484863
2002-09-10,12.208868026733398
2002-09-11,12.255341529846191
2002-09-12,12.06101131439209
2002-09-13,12.356727600097656
2002-09-16,12.398974418640137
2002-09-17,12.251113891601562
2002-09-18,12.145501136779785
2002-09-19,12.006095886230469
2002-09-20,12.00186824798584
2002-09-23,10.417673110961914
2002-09-24,10.117733001708984
2002-09-25,10.780982971191406
2002-09-26,9.598113059997559
2002-09-27,9.822012901306152
2002-09-30,9.758646965026855
2002-10-01,9.923402786254883
2002-10-02,10.223343849182129
2002-10-03,10.143075942993164
2002-10-04,9.864258766174316
2002-10-07,10.092384338378906
2002-10-08,9.91917896270752
2002-10-09,9.446029663085938
2002-10-10,9.822012901306152
2002-10-11,9.71640396118164
2002-10-14,10.33318042755127
2002-10-15,10.510611534118652
2002-10-16,10.168425559997559
2002-10-17,10.2782621383667
2002-10-18,10.252914428710938
2002-10-21,10.214897155761719
2002-10-22,10.519060134887695
2002-10-23,10.599326133728027
2002-10-24,10.48526382446289
2002-10-25,10.77253246307373
2002-10-28,10.709165573120117
2002-10-29,10.595102310180664
2002-10-30,10.688041687011719
2002-10-31,10.700713157653809
2002-11-01,10.561305046081543
2002-11-04,9.707956314086914
2002-11-05,9.543198585510254
2002-11-06,9.703728675842285
2002-11-07,9.771320343017578
2002-11-08,9.822012901306152
2002-11-11,9.78821849822998
2002-11-12,9.826240539550781
2002-11-13,9.995217323303223
2002-11-14,10.15997314453125
2002-11-15,10.476814270019531
2002-11-18,10.202221870422363
2002-11-19,10.033241271972656
2002-11-20,10.09660816192627
2002-11-21,10.15997314453125
2002-11-22,10.2782621383667
2002-11-25,10.024789810180664
2002-11-26,9.855812072753906
2002-11-27,10.15997314453125
2002-11-29,9.936076164245605
2002-12-02,9.615010261535645
2002-12-03,10.024789810180664
2002-12-04,10.438793182373047
2002-12-05,10.392326354980469
2002-12-06,10.447244644165039
2002-12-09,10.138851165771484
2002-12-10,10.012116432189941
2002-12-11,9.914955139160156
2002-12-12,9.99099349975586
2002-12-13,10.252914428710938
2002-12-16,10.417673110961914
2002-12-17,10.274040222167969
2002-12-18,10.265592575073242
2002-12-19,10.265592575073242
2002-12-20,10.244468688964844
2002-12-23,10.240241050720215
2002-12-24,10.130403518676758
2002-12-26,10.117733001708984
2002-12-27,9.923402786254883
2002-12-30,10.054361343383789
2002-12-31,10.016342163085938
2003-01-02,10.404998779296875
2003-01-03,9.843135833740234
2003-01-06,9.661480903625488
2003-01-07,10.413445472717285
2003-01-08,10.189544677734375
2003-01-09,10.434571266174316
2003-01-10,10.54018497467041
2003-01-13,10.624672889709473
2003-01-14,10.713388442993164
2003-01-15,10.54018497467041
2003-01-16,10.464144706726074
2003-01-17,10.730289459228516
2003-01-21,11.009105682373047
2003-01-22,10.962635040283203
2003-01-23,10.983760833740234
2003-01-24,10.852800369262695
2003-01-27,10.742960929870605
2003-01-28,10.624672889709473
2003-01-29,10.54440689086914
2003-01-30,10.434571266174316
2003-01-31,10.590877532958984
2003-02-03,10.561305046081543
2003-02-04,10.709165573120117
2003-02-05,10.590877532958984
2003-02-06,10.443018913269043
2003-02-07,10.350078582763672
2003-02-10,10.413445472717285
2003-02-11,10.371201515197754
2003-02-12,10.354304313659668
2003-02-13,10.303607940673828
2003-02-14,10.455694198608398
2003-02-18,10.497937202453613
2003-02-19,10.413445472717285
2003-02-20,10.434571266174316
2003-02-21,10.421895980834961
2003-02-24,10.248690605163574
2003-02-25,10.2571382522583
2003-02-26,10.20644474029541
2003-02-27,10.379651069641113
2003-02-28,10.404998779296875
2003-03-03,10.404998779296875
2003-03-04,10.18110179901123
2003-03-05,10.09660816192627
2003-03-06,9.851588249206543
2003-03-07,9.73752498626709
2003-03-10,9.598113059997559
2003-03-11,9.631911277770996
2003-03-12,9.927627563476562
2003-03-13,9.906506538391113
2003-03-14,9.84736156463623
2003-03-17,9.881159782409668
2003-03-18,9.80089282989502
2003-03-19,9.864258766174316
2003-03-20,9.822012901306152
2003-03-21,9.750197410583496
2003-03-24,9.729072570800781
2003-03-25,9.758646965026855
2003-03-26,9.822012901306152
2003-03-27,9.293951034545898
2003-03-28,9.441807746887207
2003-03-31,9.589668273925781
2003-04-01,9.758646965026855
2003-04-02,9.965649604797363
2003-04-03,9.927627563476562
2003-04-04,10.155749320983887
2003-04-07,9.80089282989502
2003-04-08,9.885379791259766
2003-04-09,9.78821849822998
2003-04-10,10.5148344039917
2003-04-11,10.561305046081543
2003-04-14,10.755633354187012
2003-04-15,10.878149032592773
2003-04-16,10.633123397827148
2003-04-17,10.645798683166504
2003-04-21,10.671143531799316
2003-04-22,10.907715797424316
2003-04-23,10.899269104003906
2003-04-24,10.688041687011719
2003-04-25,10.721835136413574
2003-04-28,11.034455299377441
2003-04-29,11.309048652648926
2003-04-30,11.325945854187012
2003-05-01,11.368188858032227
2003-05-02,11.237231254577637
2003-05-05,11.0429048538208
2003-05-06,11.1823091506958
2003-05-07,11.42310619354248
2003-05-08,11.566743850708008
2003-05-09,11.532943725585938
2003-05-12,11.482251167297363
2003-05-13,11.376640319824219
2003-05-14,11.152738571166992
2003-05-15,11.068251609802246
2003-05-16,10.983760833740234
2003-05-19,11.026002883911133
2003-05-20,11.203433990478516
2003-05-21,11.317500114440918
2003-05-22,11.279476165771484
2003-05-23,11.342842102050781
2003-05-27,11.29637622833252
2003-05-28,11.342842102050781
2003-05-29,11.5160493850708
2003-05-30,11.647008895874023
2003-06-02,11.946950912475586
2003-06-03,11.976521492004395
2003-06-04,11.997645378112793
2003-06-05,11.841336250305176
2003-06-06,12.031436920166016
2003-06-09,11.8709077835083
2003-06-10,12.208868026733398
2003-06-11,12.462340354919434
2003-06-12,12.525707244873047
2003-06-13,12.669344902038574
2003-06-16,13.074897766113281
2003-06-17,12.774956703186035
2003-06-18,12.927037239074707
2003-06-19,12.804524421691895
2003-06-20,12.732707977294922
2003-06-23,12.314481735229492
2003-06-24,12.208868026733398
2003-06-25,12.462340354919434
2003-06-26,12.884790420532227
2003-06-27,12.91014289855957
2003-06-30,13.265000343322754
2003-07-01,12.990408897399902
2003-07-02,12.432769775390625
2003-07-03,12.196194648742676
2003-07-07,12.369400978088379
2003-07-08,12.804524421691895
2003-07-09,12.825650215148926
2003-07-10,12.779180526733398
2003-07-11,12.720039367675781
2003-07-14,12.306035041809082
2003-07-15,12.318706512451172
2003-07-16,12.246891021728516
2003-07-17,11.976521492004395
2003-07-18,11.955399513244629
2003-07-21,12.039887428283691
2003-07-22,12.06101131439209
2003-07-23,11.980748176574707
2003-07-24,11.828664779663086
2003-07-25,11.997645378112793
2003-07-28,12.124380111694336
2003-07-29,12.035664558410645
2003-07-30,12.018767356872559
2003-07-31,12.187747955322266
2003-08-01,11.959623336791992
2003-08-04,11.993417739868164
2003-08-05,11.592090606689453
2003-08-06,11.617436408996582
2003-08-07,11.393537521362305
2003-08-08,11.718823432922363
2003-08-11,11.777970314025879
2003-08-12,11.727273941040039
2003-08-13,11.621662139892578
2003-08-14,12.06101131439209
2003-08-15,12.086359024047852
2003-08-18,12.04833698272705
2003-08-19,11.904703140258789
2003-08-20,11.782190322875977
2003-08-21,11.976521492004395
2003-08-22,11.887804985046387
2003-08-25,12.010320663452148
2003-08-26,12.035664558410645
2003-08-27,11.866681098937988
2003-08-28,11.9891939163208
2003-08-29,12.145501136779785
2003-09-02,12.297581672668457
2003-09-03,12.411645889282227
2003-09-04,12.555281639099121
2003-09-05,12.58907699584961
2003-09-08,12.618648529052734
2003-09-09,12.428544998168945
2003-09-10,12.458115577697754
2003-09-11,12.652446746826172
2003-09-12,12.686243057250977
2003-09-15,12.665117263793945
