Date,HBAN
2000-12-01,6.099704265594482
2000-12-04,5.899715900421143
2000-12-05,6.224704265594482
2000-12-06,6.074708938598633
2000-12-07,6.199702262878418
2000-12-08,6.299696922302246
2000-12-11,6.274698734283447
2000-12-12,6.249698638916016
2000-12-13,6.128147602081299
2000-12-14,6.001533031463623
2000-12-15,5.9508891105651855
2000-12-18,6.1028265953063965
2000-12-19,6.026856422424316
2000-12-20,6.1028265953063965
2000-12-21,6.280089855194092
2000-12-22,6.381377696990967
2000-12-26,6.356054782867432
2000-12-27,6.457347869873047
2000-12-28,6.457347869873047
2000-12-29,6.558638572692871
2001-01-02,6.482670783996582
2001-01-03,7.128403186798096
2001-01-04,7.065093994140625
2001-01-05,6.761223316192627
2001-01-08,6.71057653427124
2001-01-09,6.71057653427124
2001-01-10,6.8118696212768555
2001-01-11,6.913158416748047
2001-01-12,6.634607315063477
2001-01-16,6.786544322967529
2001-01-17,6.913158416748047
2001-01-18,6.229438781738281
2001-01-19,6.305410385131836
2001-01-22,6.280089855194092
2001-01-23,6.432025909423828
2001-01-24,6.432025909423828
2001-01-25,6.330729961395264
2001-01-26,6.330729961395264
2001-01-29,6.324399471282959
2001-01-30,6.330729961395264
2001-01-31,6.254761695861816
2001-02-01,5.976212024688721
2001-02-02,6.0775041580200195
2001-02-05,6.128147602081299
2001-02-06,5.9508891105651855
2001-02-07,6.001533031463623
2001-02-08,6.0775041580200195
2001-02-09,6.001533031463623
2001-02-12,6.1028265953063965
2001-02-13,6.026856422424316
2001-02-14,6.153470993041992
2001-02-15,6.20412015914917
2001-02-16,6.280089855194092
2001-02-20,6.1028265953063965
2001-02-21,6.026856422424316
2001-02-22,6.0775041580200195
2001-02-23,6.0775041580200195
2001-02-26,6.280089855194092
2001-02-27,6.20412015914917
2001-02-28,6.052180290222168
2001-03-01,6.1787943840026855
2001-03-02,6.20412015914917
2001-03-05,6.153470993041992
2001-03-06,6.153470993041992
2001-03-07,6.280089855194092
2001-03-08,6.229438781738281
2001-03-09,6.0775041580200195
2001-03-12,5.87492036819458
2001-03-13,6.071172714233398
2001-03-14,5.877398490905762
2001-03-15,5.980058670043945
2001-03-16,5.928728103637695
2001-03-19,5.954395294189453
2001-03-20,5.72340202331543
2001-03-21,5.5437469482421875
2001-03-22,5.312756061553955
2001-03-23,5.6399946212768555
2001-03-26,5.877398490905762
2001-03-27,5.877398490905762
2001-03-28,5.8260650634765625
2001-03-29,5.704156398773193
2001-03-30,5.85173225402832
2001-04-02,5.980058670043945
2001-04-03,5.877398490905762
2001-04-04,5.749069690704346
2001-04-05,5.954395294189453
2001-04-06,5.7747392654418945
2001-04-09,5.983138084411621
2001-04-10,5.954395294189453
2001-04-11,5.9502854347229
2001-04-12,5.84762716293335
2001-04-16,5.802455902099609
2001-04-17,5.777813911437988
2001-04-18,5.917436122894287
2001-04-19,5.818883419036865
2001-04-20,5.765496253967285
2001-04-23,5.744963645935059
2001-04-24,5.88869047164917
2001-04-25,5.880475997924805
2001-04-26,5.917436122894287
2001-04-27,6.155611515045166
2001-04-30,6.1884613037109375
2001-05-01,6.167929172515869
2001-05-02,6.122761249542236
2001-05-03,6.130974292755127
2001-05-04,6.2089972496032715
2001-05-07,6.135077953338623
2001-05-08,6.118653774261475
2001-05-09,6.024206161499023
2001-05-10,6.024206161499023
2001-05-11,5.962606906890869
2001-05-14,6.036526679992676
2001-05-15,6.052947044372559
2001-05-16,6.118653774261475
2001-05-17,6.089908123016357
2001-05-18,6.118653774261475
2001-05-21,6.139187335968018
2001-05-22,6.241846084594727
2001-05-23,6.237740516662598
2001-05-24,6.2541680335998535
2001-05-25,6.130974292755127
2001-05-29,6.098121166229248
2001-05-30,6.07758903503418
2001-05-31,6.151504993438721
2001-06-01,6.356828689575195
2001-06-04,6.319871425628662
2001-06-05,6.397895336151123
2001-06-06,6.34450626373291
2001-06-07,6.46770715713501
2001-06-08,6.291125297546387
2001-06-11,6.26648473739624
2001-06-12,6.303442001342773
2001-06-13,6.324250221252441
2001-06-14,6.2077507972717285
2001-06-15,6.211910724639893
2001-06-18,6.265998363494873
2001-06-19,6.340888500213623
2001-06-20,6.407460689544678
2001-06-21,6.611332893371582
2001-06-22,6.582208633422852
2001-06-25,6.573887825012207
2001-06-26,6.598851680755615
2001-06-27,6.615496635437012
2001-06-28,6.627979278564453
2001-06-29,6.802727699279785
2001-07-02,6.736156940460205
2001-07-03,6.7278361320495605
2001-07-05,6.815209865570068
2001-07-06,6.715353012084961
2001-07-09,6.648782253265381
2001-07-10,6.39914083480835
2001-07-11,6.419941425323486
2001-07-12,6.906744003295898
2001-07-13,6.815209865570068
2001-07-16,6.715353012084961
2001-07-17,6.794407367706299
2001-07-18,7.173027515411377
2001-07-19,7.264562129974365
2001-07-20,7.247917652130127
2001-07-23,7.227119445800781
2001-07-24,7.185511589050293
2001-07-25,7.218794345855713
2001-07-26,7.501726150512695
2001-07-27,7.6223835945129395
2001-07-30,7.680631637573242
2001-07-31,7.618223667144775
2001-08-01,7.780490875244141
2001-08-02,7.743045330047607
2001-08-03,7.805452823638916
2001-08-06,7.738880157470703
2001-08-07,7.797133445739746
2001-08-08,7.822096824645996
2001-08-09,7.830418109893799
2001-08-10,7.863700866699219
2001-08-13,7.913634300231934
2001-08-14,7.892829895019531
2001-08-15,7.888669490814209
2001-08-16,7.7763285636901855
2001-08-17,7.705597400665283
2001-08-20,7.9427595138549805
2001-08-21,7.9219536781311035
2001-08-22,7.963562965393066
2001-08-23,7.926111221313477
2001-08-24,7.872023105621338
2001-08-27,7.676472187042236
2001-08-28,7.605741024017334
2001-08-29,7.535006999969482
2001-08-30,7.597421169281006
2001-08-31,7.564136981964111
2001-09-04,7.485080242156982
2001-09-05,7.397706031799316
2001-09-06,7.281204700469971
2001-09-07,7.247917652130127
2001-09-10,7.235439777374268
2001-09-17,7.075863361358643
2001-09-18,7.319427013397217
2001-09-19,7.445407390594482
2001-09-20,7.138853549957275
2001-09-21,6.727322578430176
2001-09-24,7.168248176574707
2001-09-25,7.294230937957764
2001-09-26,7.143056869506836
2001-09-27,7.227044105529785
2001-09-28,7.269032001495361
2001-10-01,7.168248176574707
2001-10-02,7.323625564575195
2001-10-03,7.1850457191467285
2001-10-04,7.059068202972412
2001-10-05,6.727322578430176
2001-10-08,6.429170608520508
2001-10-09,6.336782455444336
2001-10-10,6.345180988311768
2001-10-11,6.3703765869140625
2001-10-12,6.227601051330566
2001-10-15,6.227601051330566
2001-10-16,6.4039716720581055
2001-10-17,6.387176036834717
2001-10-18,6.412369728088379
2001-10-19,6.4543657302856445
2001-10-22,6.618137836456299
2001-10-23,6.609742641448975
2001-10-24,6.69792366027832
2001-10-25,6.786110877990723
2001-10-26,6.790313243865967
2001-10-29,6.559345245361328
2001-10-30,6.5425519943237305
2001-10-31,6.479560852050781
2001-11-01,6.618137836456299
2001-11-02,6.723120212554932
2001-11-05,6.907890796661377
2001-11-06,7.080066680908203
2001-11-07,6.983480930328369
2001-11-08,6.86169958114624
2001-11-09,6.865899562835693
2001-11-12,6.781910419464111
2001-11-13,6.823904037475586
2001-11-14,6.891093730926514
2001-11-15,6.836504936218262
2001-11-16,6.739916801452637
2001-11-19,6.83230447769165
2001-11-20,6.802907943725586
2001-11-21,6.811305522918701
2001-11-23,6.90369176864624
2001-11-26,6.996076583862305
2001-11-27,6.937288761138916
2001-11-28,6.886891841888428
2001-11-29,6.928889274597168
2001-11-30,6.798708438873291
2001-12-03,6.748316287994385
2001-12-04,6.9246907234191895
2001-12-05,7.042269706726074
2001-12-06,7.138853549957275
2001-12-07,7.101059436798096
2001-12-10,6.96668004989624
2001-12-11,7.025468826293945
2001-12-12,7.080066680908203
2001-12-13,6.978312969207764
2001-12-14,6.978312969207764
2001-12-17,6.969836235046387
2001-12-18,7.012231826782227
2001-12-19,7.211488723754883
2001-12-20,7.283561706542969
2001-12-21,7.211488723754883
2001-12-24,7.241166591644287
2001-12-26,7.186056137084961
2001-12-27,7.2242112159729
2001-12-28,7.283561706542969
2001-12-31,7.28779935836792
2002-01-02,7.313241004943848
2002-01-03,7.3980326652526855
2002-01-04,7.533698558807373
2002-01-07,7.508260726928711
2002-01-08,7.520978927612305
2002-01-09,7.478585243225098
2002-01-10,7.546411514282227
2002-01-11,7.512495994567871
2002-01-14,7.402268409729004
2002-01-15,7.55912971496582
2002-01-16,7.43618631362915
2002-01-17,7.542173862457275
2002-01-18,7.36835241317749
2002-01-22,7.296282768249512
2002-01-23,7.461625099182129
2002-01-24,7.525217533111572
2002-01-25,7.529460430145264
2002-01-28,7.525217533111572
2002-01-29,7.347155570983887
2002-01-30,7.309002876281738
2002-01-31,7.423465728759766
2002-02-01,7.3513970375061035
2002-02-04,7.2030110359191895
2002-02-05,7.198770523071289
2002-02-06,7.1351776123046875
2002-02-07,7.219969749450684
2002-02-08,7.338678359985352
2002-02-11,7.4658637046813965
2002-02-12,7.55912971496582
2002-02-13,7.690560340881348
2002-02-14,7.673600673675537
2002-02-15,7.707515716552734
2002-02-19,7.567613124847412
2002-02-20,7.588813304901123
2002-02-21,7.576091289520264
2002-02-22,7.656641483306885
2002-02-25,7.699040412902832
2002-02-26,7.741436958312988
2002-02-27,7.766871452331543
2002-02-28,7.821987628936768
2002-03-01,7.970369815826416
2002-03-04,8.135712623596191
2002-03-05,8.203546524047852
2002-03-06,8.309536933898926
2002-03-07,8.326493263244629
2002-03-08,8.368888854980469
2002-03-11,8.474874496459961
2002-03-12,8.470638275146484
2002-03-13,8.492010116577148
2002-03-14,8.500555992126465
2002-03-15,8.615947723388672
2002-03-18,8.573205947875977
2002-03-19,8.547561645507812
2002-03-20,8.397985458374023
2002-03-21,8.291143417358398
2002-03-22,8.376614570617676
2002-03-25,8.291143417358398
2002-03-26,8.342427253723145
2002-03-27,8.521926879882812
2002-03-28,8.419349670410156
2002-04-01,8.397985458374023
2002-04-02,8.4663667678833
2002-04-03,8.380891799926758
2002-04-04,8.444997787475586
2002-04-05,8.457816123962402
2002-04-08,8.483461380004883
2002-04-09,8.492010116577148
2002-04-10,8.581756591796875
2002-04-11,8.474915504455566
2002-04-12,8.526200294494629
2002-04-15,8.483461380004883
2002-04-16,8.543291091918945
2002-04-17,8.573205947875977
2002-04-18,8.662956237792969
2002-04-19,8.662956237792969
2002-04-22,8.615947723388672
2002-04-23,8.615947723388672
2002-04-24,8.628767967224121
2002-04-25,8.731337547302246
2002-04-26,8.692876815795898
2002-04-29,8.692876815795898
2002-04-30,8.671504974365234
2002-05-01,8.709969520568848
2002-05-02,8.932209014892578
2002-05-03,8.949300765991211
2002-05-06,8.889472961425781
2002-05-07,8.927934646606445
2002-05-08,8.910839080810547
2002-05-09,8.859550476074219
2002-05-10,8.72278881072998
2002-05-13,8.75698184967041
2002-05-14,8.838184356689453
2002-05-15,8.833910942077637
2002-05-16,8.885202407836914
2002-05-17,8.863828659057617
2002-05-20,8.808269500732422
2002-05-21,8.769804000854492
2002-05-22,8.59458065032959
2002-05-23,8.739886283874512
2002-05-24,8.615947723388672
2002-05-28,8.474915504455566
2002-05-29,8.492010116577148
2002-05-30,8.534747123718262
2002-05-31,8.534747123718262
2002-06-03,8.462089538574219
2002-06-04,8.402259826660156
2002-06-05,8.44072437286377
2002-06-06,8.269771575927734
2002-06-07,8.415082931518555
2002-06-10,8.513375282287598
2002-06-11,8.53046989440918
2002-06-12,8.629563331604004
2002-06-13,8.439996719360352
2002-06-14,8.474466323852539
2002-06-17,8.638177871704102
2002-06-18,8.616637229919434
2002-06-19,8.547704696655273
2002-06-20,8.53908920288086
2002-06-21,8.5132417678833
2002-06-24,8.409841537475586
2002-06-25,8.345215797424316
2002-06-26,8.422765731811523
2002-06-27,8.452920913696289
2002-06-28,8.366758346557617
2002-07-01,8.431384086608887
2002-07-02,8.465848922729492
2002-07-03,8.250428199768066
2002-07-05,8.5132417678833
2002-07-08,8.478772163391113
2002-07-09,8.345215797424316
2002-07-10,8.125490188598633
2002-07-11,8.138415336608887
2002-07-12,8.065173149108887
2002-07-15,7.8626861572265625
2002-07-16,7.780823707580566
2002-07-17,7.875606060028076
2002-07-18,7.543866157531738
2002-07-19,7.4749369621276855
2002-07-22,7.453390121459961
2002-07-23,7.298293113708496
2002-07-24,7.668807029724121
2002-07-25,7.849757671356201
2002-07-26,8.078097343444824
2002-07-29,8.401224136352539
2002-07-30,8.336601257324219
2002-07-31,8.504624366760254
2002-08-01,8.379682540893555
2002-08-02,8.306442260742188
2002-08-05,7.966081142425537
2002-08-06,8.134106636047363
2002-08-07,8.246124267578125
2002-08-08,8.56493854522705
2002-08-09,8.487387657165527
2002-08-12,8.500313758850098
2002-08-13,8.379682540893555
2002-08-14,8.573553085327148
2002-08-15,8.608019828796387
2002-08-16,8.552013397216797
2002-08-19,8.659721374511719
2002-08-20,8.435691833496094
2002-08-21,8.560632705688477
2002-08-22,8.603713035583496
2002-08-23,8.37106704711914
2002-08-26,8.586480140686035
2002-08-27,8.590790748596191
2002-08-28,8.496004104614258
2002-08-29,8.612326622009277
2002-08-30,8.698493957519531
2002-09-03,8.439996719360352
2002-09-04,8.552013397216797
2002-09-05,8.56493854522705
2002-09-06,8.577859878540039
2002-09-09,8.702807426452637
2002-09-10,8.521858215332031
2002-09-11,8.5132417678833
2002-09-12,8.250428199768066
2002-09-13,8.32797908782959
2002-09-16,8.353828430175781
2002-09-17,8.267662048339844
2002-09-18,8.146016120910645
2002-09-19,7.907065391540527
2002-09-20,8.076507568359375
2002-09-23,8.002645492553711
2002-09-24,7.763697147369385
2002-09-25,7.993957996368408
2002-09-26,8.250287055969238
2002-09-27,8.024370193481445
2002-09-30,7.902725696563721
2002-10-01,8.241599082946777
2002-10-02,7.9157562255859375
2002-10-03,7.529093265533447
2002-10-04,7.450886249542236
2002-10-07,7.038155555725098
2002-10-08,7.468266487121582
2002-10-09,7.2857985496521
2002-10-10,7.642050743103027
2002-10-11,7.894032001495361
2002-10-14,8.037405967712402
2002-10-15,8.332832336425781
2002-10-16,8.263324737548828
2002-10-17,8.384965896606445
2002-10-18,8.432761192321777
2002-10-21,8.558746337890625
2002-10-22,8.36324691772461
2002-10-23,8.4501371383667
2002-10-24,8.26766586303711
2002-10-25,8.506617546081543
2002-10-28,8.337175369262695
2002-10-29,8.21552848815918
2002-10-30,8.276351928710938
2002-10-31,8.21552848815918
2002-11-01,8.406692504882812
2002-11-04,8.389309883117676
2002-11-05,8.384965896606445
2002-11-06,8.189462661743164
2002-11-07,7.946168899536133
2002-11-08,7.924448490142822
2002-11-11,7.824526309967041
2002-11-12,7.867966651916504
2002-11-13,7.881000995635986
2002-11-14,8.046092987060547
2002-11-15,8.093886375427246
2002-11-18,7.993957996368408
2002-11-19,8.05478286743164
2002-11-20,8.27200984954834
2002-11-21,8.458824157714844
2002-11-22,8.576130867004395
2002-11-25,8.597846984863281
2002-11-26,8.493581771850586
2002-11-27,8.610882759094238
2002-11-29,8.502273559570312
2002-12-02,8.47620964050293
2002-12-03,8.354552268981934
2002-12-04,8.276351928710938
2002-12-05,8.167742729187012
2002-12-06,8.2589750289917
2002-12-09,8.093886375427246
2002-12-10,8.241599082946777
2002-12-11,8.23291015625
2002-12-12,8.21552848815918
2002-12-13,8.159049987792969
2002-12-16,8.293732643127441
2002-12-17,8.211185455322266
2002-12-18,8.127933502197266
2002-12-19,8.14546012878418
2002-12-20,8.342638969421387
2002-12-23,8.303200721740723
2002-12-24,8.206801414489746
2002-12-26,8.25062084197998
2002-12-27,8.110406875610352
2002-12-30,8.211187362670898
2002-12-31,8.198039054870605
2003-01-02,8.4828462600708
2003-01-03,8.421501159667969
2003-01-06,8.601154327392578
2003-01-07,8.535426139831543
2003-01-08,8.452174186706543
2003-01-09,8.566095352172852
2003-01-10,8.500374794006348
2003-01-13,8.4828462600708
2003-01-14,8.495991706848145
2003-01-15,8.373305320739746
2003-01-16,8.276909828186035
2003-01-17,8.32949161529541
2003-01-21,8.338253021240234
2003-01-22,8.281292915344238
2003-01-23,8.469700813293457
2003-01-24,8.233098030090332
2003-01-27,8.206801414489746
2003-01-28,8.268146514892578
2003-01-29,8.281292915344238
2003-01-30,8.136699676513672
2003-01-31,8.311963081359863
2003-02-03,8.355780601501465
2003-02-04,8.211187362670898
2003-02-05,8.15422248840332
2003-02-06,8.14546012878418
2003-02-07,8.066590309143066
2003-02-10,8.189278602600098
2003-02-11,8.08411693572998
2003-02-12,8.106025695800781
2003-02-13,8.141081809997559
2003-02-14,8.303200721740723
2003-02-18,8.360160827636719
2003-02-19,8.338253021240234
2003-02-20,8.298816680908203
2003-02-21,8.412740707397461
2003-02-24,8.202424049377441
2003-02-25,8.281292915344238
2003-02-26,8.219952583312988
2003-02-27,8.351402282714844
2003-02-28,8.412740707397461
2003-03-03,8.373305320739746
2003-03-04,8.325106620788574
2003-03-05,8.421501159667969
2003-03-06,8.294438362121582
2003-03-07,8.320725440979004
2003-03-10,8.031538009643555
2003-03-11,7.99648904800415
2003-03-12,7.882565975189209
2003-03-13,8.049066543579102
2003-03-14,7.974578380584717
2003-03-17,8.23096752166748
2003-03-18,8.155816078186035
2003-03-19,8.213286399841309
2003-03-20,8.248650550842285
2003-03-21,8.451992988586426
2003-03-24,8.239808082580566
2003-03-25,8.341477394104004
2003-03-26,8.30169677734375
2003-03-27,8.29285717010498
2003-03-28,8.257487297058105
2003-03-31,8.217703819274902
2003-04-01,8.376843452453613
2003-04-02,8.456413269042969
2003-04-03,8.306119918823242
2003-04-04,8.372420310974121
2003-04-07,8.20886516571045
2003-04-08,8.20886516571045
2003-04-09,8.027623176574707
2003-04-10,8.222122192382812
2003-04-11,8.226543426513672
2003-04-14,8.34589672088623
2003-04-15,8.451992988586426
2003-04-16,8.390101432800293
2003-04-17,8.412206649780273
2003-04-21,8.412206649780273
2003-04-22,8.606712341308594
2003-04-23,8.75700569152832
2003-04-24,8.637657165527344
2003-04-25,8.562504768371582
2003-04-28,8.730480194091797
2003-04-29,8.686279296875
2003-04-30,8.56692123413086
2003-05-01,8.593448638916016
2003-05-02,8.717220306396484
2003-05-05,8.655333518981934
2003-05-06,8.734903335571289
2003-05-07,8.695121765136719
2003-05-08,8.611128807067871
2003-05-09,8.690699577331543
2003-05-12,8.690699577331543
2003-05-13,8.765849113464355
2003-05-14,8.765849113464355
2003-05-15,8.814474105834961
2003-05-16,8.801209449768066
2003-05-19,8.681857109069824
2003-05-20,8.686279296875
2003-05-21,8.770263671875
2003-05-22,8.787949562072754
2003-05-23,8.814474105834961
2003-05-27,8.942667961120605
2003-05-28,8.920564651489258
2003-05-29,8.920564651489258
2003-05-30,9.057600975036621
2003-06-02,9.207894325256348
2003-06-03,9.283045768737793
2003-06-04,9.384716033935547
2003-06-05,9.411242485046387
2003-06-06,9.349349021911621
2003-06-09,9.22557544708252
2003-06-10,9.199054718017578
2003-06-11,9.212316513061523
2003-06-12,9.26577091217041
2003-06-13,9.123222351074219
2003-06-16,9.319230079650879
2003-06-17,9.176676750183105
2003-06-18,9.06531047821045
2003-06-19,8.918306350708008
2003-06-20,9.083130836486816
2003-06-23,8.820303916931152
2003-06-24,8.85148811340332
2003-06-25,8.820303916931152
2003-06-26,8.833671569824219
2003-06-27,8.704480171203613
2003-06-30,8.691116333007812
2003-07-01,8.887121200561523
2003-07-02,8.90939712524414
2003-07-03,8.878214836120605
2003-07-07,9.02521800994873
2003-07-08,8.985126495361328
2003-07-09,8.922760009765625
2003-07-10,8.918306350708008
2003-07-11,8.980672836303711
2003-07-14,9.15440845489502
2003-07-15,9.020766258239746
2003-07-16,9.06531047821045
2003-07-17,8.97622013092041
2003-07-18,9.149950981140137
2003-07-21,9.109856605529785
2003-07-22,9.185588836669922
2003-07-23,9.136587142944336
2003-07-24,9.078676223754883
2003-07-25,9.283590316772461
2003-07-28,9.149950981140137
2003-07-29,9.16777229309082
2003-07-30,9.136587142944336
2003-07-31,9.123222351074219
2003-08-01,8.989578247070312
2003-08-04,9.020766258239746
2003-08-05,8.855940818786621
2003-08-06,8.882667541503906
2003-08-07,8.913849830627441
2003-08-08,8.931669235229492
2003-08-11,8.953937530517578
2003-08-12,8.998492240905762
2003-08-13,8.860396385192871
2003-08-14,8.953937530517578
2003-08-15,8.927218437194824
2003-08-18,8.994034767150879
2003-08-19,8.958398818969727
2003-08-20,9.060856819152832
2003-08-21,9.02521800994873
2003-08-22,8.904945373535156
2003-08-25,8.927218437194824
2003-08-26,8.855940818786621
2003-08-27,8.789117813110352
2003-08-28,8.842575073242188
2003-08-29,8.89603328704834
2003-09-02,9.029674530029297
2003-09-03,9.002948760986328
2003-09-04,9.011857986450195
2003-09-05,9.069769859313965
2003-09-08,9.100950241088867
2003-09-09,8.967309951782227
2003-09-10,8.85148811340332
2003-09-11,8.90939712524414
2003-09-12,9.043039321899414
