Date,AXP
2000-01-03,32.15031051635742
2000-01-04,30.936368942260742
2000-01-05,30.15061378479004
2000-01-06,30.76487159729004
2000-01-07,31.212783813476562
2000-01-10,31.647911071777344
2000-01-11,31.942237854003906
2000-01-12,31.775880813598633
2000-01-13,31.942237854003906
2000-01-14,32.65888977050781
2000-01-18,31.03363800048828
2000-01-19,30.49613380432129
2000-01-20,31.001625061035156
2000-01-21,31.05922508239746
2000-01-24,31.123210906982422
2000-01-25,32.428550720214844
2000-01-26,32.71009063720703
2000-01-27,33.36274719238281
2000-01-28,32.402950286865234
2000-01-31,33.733863830566406
2000-02-01,34.60409927368164
2000-02-02,33.61869812011719
2000-02-03,33.349952697753906
2000-02-04,33.05562210083008
2000-02-07,33.2603874206543
2000-02-08,33.375553131103516
2000-02-09,32.057430267333984
2000-02-10,31.635103225708008
2000-02-11,31.43035125732422
2000-02-14,31.532724380493164
2000-02-15,32.58208084106445
2000-02-16,31.500732421875
2000-02-17,30.291391372680664
2000-02-18,28.30777931213379
2000-02-22,28.486948013305664
2000-02-23,28.282184600830078
2000-02-24,26.61854362487793
2000-02-25,25.54355239868164
2000-02-28,27.156024932861328
2000-02-29,27.475954055786133
2000-03-01,27.744714736938477
2000-03-02,27.347986221313477
2000-03-03,27.335189819335938
2000-03-06,26.464969635009766
2000-03-07,25.876285552978516
2000-03-08,25.1340389251709
2000-03-09,25.1340389251709
2000-03-10,25.940265655517578
2000-03-13,25.914682388305664
2000-03-14,26.29861068725586
2000-03-15,27.20720863342285
2000-03-16,29.433950424194336
2000-03-17,29.408363342285156
2000-03-20,29.07563018798828
2000-03-21,29.869068145751953
2000-03-22,30.252994537353516
2000-03-23,31.942237854003906
2000-03-24,31.865463256835938
2000-03-27,30.81606101989746
2000-03-28,31.2255859375
2000-03-29,31.046422958374023
2000-03-30,30.508939743041992
2000-03-31,30.49613380432129
2000-04-03,31.8398494720459
2000-04-04,30.099422454833984
2000-04-05,29.587522506713867
2000-04-06,28.870866775512695
2000-04-07,28.474159240722656
2000-04-10,29.31877899169922
2000-04-11,29.728296279907227
2000-04-12,30.86726188659668
2000-04-13,29.894651412963867
2000-04-14,27.437570571899414
2000-04-17,27.437570571899414
2000-04-18,28.65330696105957
2000-04-19,28.563737869262695
2000-04-20,29.330835342407227
2000-04-24,30.779447555541992
2000-04-25,32.407501220703125
2000-04-26,31.715248107910156
2000-04-27,31.792163848876953
2000-04-28,30.664060592651367
2000-05-01,31.04863929748535
2000-05-02,30.369220733642578
2000-05-03,29.125730514526367
2000-05-04,29.689796447753906
2000-05-05,30.07436180114746
2000-05-08,31.189647674560547
2000-05-09,30.356403350830078
2000-05-10,29.40776252746582
2000-05-11,30.458951950073242
2000-05-12,30.92047119140625
2000-05-15,32.11266326904297
2000-05-16,31.45887565612793
2000-05-17,31.343490600585938
2000-05-18,31.881919860839844
2000-05-19,30.958908081054688
2000-05-22,30.535877227783203
2000-05-23,31.22810935974121
2000-05-24,30.766620635986328
2000-05-25,30.07436180114746
2000-05-26,30.18974494934082
2000-05-30,31.151206970214844
2000-05-31,33.22795486450195
2000-06-01,33.15102005004883
2000-06-02,34.766292572021484
2000-06-05,34.2278938293457
2000-06-06,33.22795486450195
2000-06-07,34.72782897949219
2000-06-08,33.843284606933594
2000-06-09,33.112586975097656
2000-06-12,33.016422271728516
2000-06-13,33.53563690185547
2000-06-14,34.920135498046875
2000-06-15,34.15095520019531
2000-06-16,31.689620971679688
2000-06-19,32.92028045654297
2000-06-20,33.22795486450195
2000-06-21,32.381874084472656
2000-06-22,32.8818359375
2000-06-23,32.99718475341797
2000-06-26,34.57398986816406
2000-06-27,33.34333801269531
2000-06-28,32.766448974609375
2000-06-29,32.30496597290039
2000-06-30,32.07419967651367
2000-07-03,32.2280387878418
2000-07-05,32.12327194213867
2000-07-06,32.00772476196289
2000-07-07,33.12470626831055
2000-07-10,33.818023681640625
2000-07-11,33.31730270385742
2000-07-12,33.89505386352539
2000-07-13,33.93357467651367
2000-07-14,34.85797119140625
2000-07-17,34.70391082763672
2000-07-18,34.01062774658203
2000-07-19,33.93357467651367
2000-07-20,35.050559997558594
2000-07-21,36.51422882080078
2000-07-24,35.16612243652344
2000-07-25,34.43430709838867
2000-07-26,34.28023147583008
2000-07-27,35.93648147583008
2000-07-28,34.51134490966797
2000-07-31,34.93503189086914
2000-08-01,35.089111328125
2000-08-02,35.358707427978516
2000-08-03,35.74388122558594
2000-08-04,36.86087417602539
2000-08-07,35.93648147583008
2000-08-08,36.206085205078125
2000-08-09,36.745330810546875
2000-08-10,36.129058837890625
2000-08-11,36.82234573364258
2000-08-14,36.976417541503906
2000-08-15,36.47570037841797
2000-08-16,35.32019805908203
2000-08-17,36.05201721191406
2000-08-18,36.05201721191406
2000-08-21,36.437171936035156
2000-08-22,35.705345153808594
2000-08-23,35.32019805908203
2000-08-24,34.81946563720703
2000-08-25,34.85797119140625
2000-08-28,36.8994026184082
2000-08-29,36.51422882080078
2000-08-30,36.321651458740234
2000-08-31,36.369789123535156
2000-09-01,36.01350402832031
2000-09-05,36.82234573364258
2000-09-06,36.976417541503906
2000-09-07,36.552730560302734
2000-09-08,37.361595153808594
2000-09-11,38.093421936035156
2000-09-12,37.82381057739258
2000-09-13,37.78529357910156
2000-09-14,37.47714614868164
2000-09-15,36.552730560302734
2000-09-18,35.74388122558594
2000-09-19,36.86087417602539
2000-09-20,35.74388122558594
2000-09-21,35.897945404052734
2000-09-22,36.206085205078125
2000-09-25,36.976417541503906
2000-09-26,36.70680236816406
2000-09-27,36.206085205078125
2000-09-28,37.5541877746582
2000-09-29,37.43864059448242
2000-10-02,38.82524871826172
2000-10-03,37.900848388671875
2000-10-04,37.56452560424805
2000-10-05,37.64167022705078
2000-10-06,35.751853942871094
2000-10-09,34.94194030761719
2000-10-10,34.24774169921875
2000-10-11,33.553531646728516
2000-10-12,32.01084518432617
2000-10-13,33.283565521240234
2000-10-16,34.40201187133789
2000-10-17,33.167850494384766
2000-10-18,33.47639465332031
2000-10-19,34.594852447509766
2000-10-20,34.594852447509766
2000-10-23,33.553531646728516
2000-10-24,35.25048065185547
2000-10-25,35.40476989746094
2000-10-26,33.592105865478516
2000-10-27,34.44057083129883
2000-10-30,36.0604133605957
2000-10-31,37.02457809448242
2000-11-01,36.02183151245117
2000-11-02,35.55904006958008
2000-11-03,36.79319381713867
2000-11-06,37.410255432128906
2000-11-07,37.60309982299805
2000-11-08,35.790435791015625
2000-11-09,35.9447021484375
2000-11-10,35.21192932128906
2000-11-13,34.47915267944336
2000-11-14,35.3661994934082
2000-11-15,35.59759521484375
2000-11-16,35.63616943359375
2000-11-17,34.594852447509766
2000-11-20,32.473628997802734
2000-11-21,32.859317779541016
2000-11-22,31.97226905822754
2000-11-24,31.702299118041992
2000-11-27,32.705047607421875
2000-11-28,34.01633834838867
2000-11-29,35.13481140136719
2000-11-30,33.90065002441406
2000-12-01,33.47639465332031
2000-12-04,32.08798599243164
2000-12-05,33.322139739990234
2000-12-06,33.167850494384766
2000-12-07,32.97502899169922
2000-12-08,33.82351303100586
2000-12-11,34.86481857299805
2000-12-12,34.671993255615234
2000-12-13,34.86481857299805
2000-12-14,34.20919418334961
2000-12-15,33.70781707763672
2000-12-18,35.01907730102539
2000-12-19,33.90065002441406
2000-12-20,31.74087905883789
2000-12-21,32.43508529663086
2000-12-22,32.82076644897461
2000-12-26,32.859317779541016
2000-12-27,32.82076644897461
2000-12-28,33.322139739990234
2000-12-29,33.90065002441406
2001-01-02,32.08798599243164
2001-01-03,34.570899963378906
2001-01-04,33.48936462402344
2001-01-05,31.867048263549805
2001-01-08,30.244720458984375
2001-01-09,29.00865364074707
2001-01-10,28.854135513305664
2001-01-11,29.588056564331055
2001-01-12,29.626678466796875
2001-01-16,29.858448028564453
2001-01-17,30.553733825683594
2001-01-18,30.669593811035156
2001-01-19,30.05156707763672
2001-01-22,27.811227798461914
2001-01-23,28.738265991210938
2001-01-24,28.583759307861328
2001-01-25,28.661012649536133
2001-01-26,28.815526962280273
2001-01-29,29.424272537231445
2001-01-30,29.60967254638672
2001-01-31,29.109094619750977
2001-02-01,29.350112915039062
2001-02-02,29.733299255371094
2001-02-05,29.918703079223633
2001-02-06,29.041093826293945
2001-02-07,28.657930374145508
2001-02-08,29.109094619750977
2001-02-09,29.065824508666992
2001-02-12,29.733299255371094
2001-02-13,28.911317825317383
2001-02-14,28.824796676635742
2001-02-15,28.96074104309082
2001-02-16,29.18324851989746
2001-02-20,28.41689109802246
2001-02-21,27.174654006958008
2001-02-22,27.502214431762695
2001-02-23,27.74942970275879
2001-02-26,27.93484115600586
2001-02-27,28.08316421508789
2001-02-28,27.119043350219727
2001-03-01,26.575178146362305
2001-03-02,27.0386905670166
2001-03-05,26.754398345947266
2001-03-06,26.568998336791992
2001-03-07,27.316808700561523
2001-03-08,27.458951950073242
2001-03-09,26.40831184387207
2001-03-12,24.96829605102539
2001-03-13,25.728479385375977
2001-03-14,23.78168487548828
2001-03-15,24.59749984741211
2001-03-16,23.596275329589844
2001-03-19,23.95473861694336
2001-03-20,23.033870697021484
2001-03-21,21.624771118164062
2001-03-22,21.445552825927734
2001-03-23,22.743406295776367
2001-03-26,23.349069595336914
2001-03-27,24.504785537719727
2001-03-28,24.109254837036133
2001-03-29,24.078338623046875
2001-03-30,25.5245304107666
2001-04-02,24.541866302490234
2001-04-03,23.47885513305664
2001-04-04,22.419801712036133
2001-04-05,23.726581573486328
2001-04-06,22.735660552978516
2001-04-09,22.99578094482422
2001-04-10,23.639883041381836
2001-04-11,23.81329917907715
2001-04-12,24.2716007232666
2001-04-16,23.86283302307129
2001-04-17,24.14154052734375
2001-04-18,26.371139526367188
2001-04-19,26.60647964477539
2001-04-20,25.702255249023438
2001-04-23,25.089113235473633
2001-04-24,25.237760543823242
2001-04-25,25.45453453063965
2001-04-26,25.949970245361328
2001-04-27,27.089557647705078
2001-04-30,26.28443717956543
2001-05-01,26.166765213012695
2001-05-02,26.779897689819336
2001-05-03,26.29681968688965
2001-05-04,27.157690048217773
2001-05-07,26.77368927001953
2001-05-08,25.57839584350586
2001-05-09,25.764190673828125
2001-05-10,26.532176971435547
2001-05-11,26.17913818359375
2001-05-14,26.265840530395508
2001-05-15,25.91281509399414
2001-05-16,27.4363956451416
2001-05-17,27.47353744506836
2001-05-18,27.06478500366211
2001-05-21,27.863731384277344
2001-05-22,28.520233154296875
2001-05-23,27.684120178222656
2001-05-24,27.622190475463867
2001-05-25,26.83563232421875
2001-05-29,26.265840530395508
2001-05-30,26.17913818359375
2001-05-31,26.086246490478516
2001-06-01,26.247272491455078
2001-06-04,26.47023582458496
2001-06-05,26.383533477783203
