Date,T
2008-05-28,8.183747291564941
2008-05-29,8.326668739318848
2008-05-30,8.264527320861816
2008-06-02,8.150604248046875
2008-06-03,8.032540321350098
2008-06-04,7.974545955657959
2008-06-05,8.173392295837402
2008-06-06,7.914473533630371
2008-06-09,7.7798380851745605
2008-06-10,7.709414958953857
2008-06-11,7.485715866088867
2008-06-12,7.537498950958252
2008-06-13,7.59756326675415
2008-06-16,7.491931915283203
2008-06-17,7.392507553100586
2008-06-18,7.30136775970459
2008-06-19,7.28065299987793
2008-06-20,7.1315202713012695
2008-06-23,7.1211652755737305
2008-06-24,7.098379611968994
2008-06-25,7.139803409576416
2008-06-26,6.932675361633301
2008-06-27,6.785613536834717
2008-06-30,6.978244781494141
2008-07-01,6.897464275360107
2008-07-02,6.812540531158447
2008-07-03,6.748327255249023
2008-07-07,6.769041538238525
2008-07-08,6.939497470855713
2008-07-09,6.76263952255249
2008-07-10,6.899494647979736
2008-07-11,6.8594889640808105
2008-07-14,6.8152756690979
2008-07-15,6.726848125457764
2008-07-16,6.720534801483154
2008-07-17,6.684742450714111
2008-07-18,6.76263952255249
2008-07-21,6.701581954956055
2008-07-22,6.699478626251221
2008-07-23,6.960549831390381
2008-07-24,6.6742119789123535
2008-07-25,6.611049175262451
2008-07-28,6.4489312171936035
2008-07-29,6.463668346405029
2008-07-30,6.507882118225098
2008-07-31,6.486828804016113
2008-08-01,6.408929824829102
2008-08-04,6.352082252502441
2008-08-05,6.537363052368164
2008-08-06,6.4994635581970215
2008-08-07,6.381556034088135
2008-08-08,6.520516872406006
2008-08-11,6.703689098358154
2008-08-12,6.663683891296387
2008-08-13,6.589996814727783
2008-08-14,6.55210018157959
2008-08-15,6.66579008102417
2008-08-18,6.611049175262451
2008-08-19,6.484724044799805
2008-08-20,6.46156644821167
2008-08-21,6.4763007164001465
2008-08-22,6.562621593475342
2008-08-25,6.425772190093994
2008-08-26,6.446828365325928
2008-08-27,6.568939685821533
2008-08-28,6.785799026489258
2008-08-29,6.735268592834473
2008-09-02,6.790010452270508
2008-09-03,6.825804233551025
2008-09-04,6.6489481925964355
2008-09-05,6.632102966308594
2008-09-08,6.853173732757568
2008-09-09,6.853173732757568
2008-09-10,6.642627239227295
2008-09-11,6.644734859466553
2008-09-12,6.640529632568359
2008-09-15,6.30786657333374
2008-09-16,6.291025161743164
2008-09-17,6.0636372566223145
2008-09-18,6.122590065002441
2008-09-19,6.406824588775635
2008-09-22,6.149958610534668
2008-09-23,6.053111553192139
2008-09-24,6.101536750793457
2008-09-25,6.331026077270508
2008-09-26,6.316290378570557
2008-09-29,5.842569351196289
2008-09-30,5.878358840942383
2008-10-01,5.914152145385742
2008-10-02,5.888885974884033
2008-10-03,5.920468330383301
2008-10-06,5.655186653137207
2008-10-07,5.419377326965332
2008-10-08,5.316106796264648
2008-10-09,4.944215774536133
2008-10-10,4.819535732269287
2008-10-13,5.604161262512207
2008-10-14,5.735289573669434
2008-10-15,5.292459964752197
2008-10-16,5.473030090332031
2008-10-17,5.436487197875977
2008-10-20,5.801928520202637
2008-10-21,5.531072616577148
2008-10-22,5.111891746520996
2008-10-23,5.430038928985596
2008-10-24,5.305356979370117
2008-10-27,5.243018627166748
2008-10-28,5.93520975112915
2008-10-29,5.7825846672058105
2008-10-30,5.825576305389404
2008-10-31,5.754635334014893
2008-11-03,5.9781999588012695
2008-11-04,6.294198989868164
2008-11-05,5.836324691772461
2008-11-06,5.58696174621582
2008-11-07,5.804078102111816
2008-11-10,5.905113697052002
2008-11-11,5.875018119812012
2008-11-12,5.627807140350342
2008-11-13,6.163071632385254
2008-11-14,5.943807125091553
