Date,GD
2008-02-22,54.866641998291016
2008-02-25,55.05031204223633
2008-02-26,54.74203109741211
2008-02-27,54.6829948425293
2008-02-28,54.440284729003906
2008-02-29,53.68600845336914
2008-03-03,53.62042999267578
2008-03-04,54.18450164794922
2008-03-05,54.781368255615234
2008-03-06,54.5846061706543
2008-03-07,54.31568145751953
2008-03-10,53.64010238647461
2008-03-11,54.656742095947266
2008-03-12,55.502872467041016
2008-03-13,56.473609924316406
2008-03-14,55.35200881958008
2008-03-17,55.279869079589844
2008-03-18,55.981651306152344
2008-03-19,55.77836227416992
2008-03-20,56.18498229980469
2008-03-24,55.988243103027344
2008-03-25,55.75869369506836
2008-03-26,55.12245178222656
2008-03-27,54.519012451171875
2008-03-28,54.67642593383789
2008-03-31,54.6829948425293
2008-04-01,56.342430114746094
2008-04-02,56.04073715209961
2008-04-03,55.52256774902344
2008-04-04,56.02759552001953
2008-04-07,56.086647033691406
2008-04-08,55.62092208862305
2008-04-09,55.963417053222656
2008-04-10,55.82509231567383
2008-04-11,55.09403991699219
2008-04-14,55.2586669921875
2008-04-15,54.60004425048828
2008-04-16,56.66154861450195
2008-04-17,56.780120849609375
2008-04-18,58.6045036315918
2008-04-21,57.96562194824219
2008-04-22,57.96562194824219
2008-04-23,57.75489807128906
2008-04-24,58.42007827758789
2008-04-25,59.88221740722656
2008-04-28,59.42779541015625
2008-04-29,59.50681686401367
2008-04-30,59.55292510986328
2008-05-01,59.61219024658203
2008-05-02,59.73075485229492
2008-05-05,59.48046875
2008-05-06,59.38166427612305
2008-05-07,59.06556701660156
2008-05-08,60.23789596557617
2008-05-09,59.88221740722656
2008-05-12,60.98877716064453
2008-05-13,61.19291305541992
2008-05-14,61.410247802734375
2008-05-15,61.403663635253906
2008-05-16,61.206085205078125
2008-05-19,62.30598449707031
2008-05-20,61.72639846801758
2008-05-21,60.356468200683594
2008-05-22,60.25762939453125
2008-05-23,59.519989013671875
2008-05-27,59.63856506347656
2008-05-28,60.6594123840332
2008-05-29,60.494773864746094
2008-05-30,60.69235610961914
2008-06-02,60.15227508544922
2008-06-03,59.16435241699219
2008-06-04,58.42666244506836
2008-06-05,59.0391845703125
2008-06-06,57.069908142089844
2008-06-09,56.72743225097656
2008-06-10,56.63520812988281
2008-06-11,56.200531005859375
2008-06-12,56.450775146484375
2008-06-13,56.93821334838867
2008-06-16,56.70764923095703
2008-06-17,56.21371078491211
2008-06-18,56.299320220947266
2008-06-19,57.689029693603516
2008-06-20,56.31245803833008
2008-06-23,57.46507263183594
2008-06-24,57.17527770996094
2008-06-25,56.674739837646484
2008-06-26,54.62641143798828
2008-06-27,54.8503532409668
2008-06-30,55.456268310546875
2008-07-01,55.297550201416016
2008-07-02,54.140140533447266
2008-07-03,55.039615631103516
2008-07-07,54.093841552734375
2008-07-08,55.31739807128906
2008-07-09,54.146759033203125
2008-07-10,54.027687072753906
2008-07-11,53.60443878173828
2008-07-14,54.027687072753906
2008-07-15,53.928504943847656
2008-07-16,54.345184326171875
2008-07-17,53.71023941040039
2008-07-18,54.27904510498047
2008-07-21,54.245975494384766
2008-07-22,55.19171905517578
2008-07-23,59.04092788696289
2008-07-24,57.57929992675781
2008-07-25,58.98800277709961
2008-07-28,58.1414794921875
2008-07-29,59.484066009521484
2008-07-30,59.52370071411133
2008-07-31,58.95497512817383
2008-08-01,59.2459602355957
2008-08-04,58.908653259277344
2008-08-05,60.04621505737305
2008-08-06,60.171871185302734
2008-08-07,59.702308654785156
2008-08-08,61.382179260253906
2008-08-11,62.1163330078125
2008-08-12,62.334556579589844
2008-08-13,61.8121223449707
2008-08-14,61.150718688964844
2008-08-15,61.779022216796875
2008-08-18,61.00523376464844
2008-08-19,60.83986282348633
2008-08-20,60.35706329345703
2008-08-21,60.69437789916992
2008-08-22,60.84648895263672
2008-08-25,60.26445770263672
2008-08-26,60.985374450683594
2008-08-27,61.051483154296875
2008-08-28,62.17586135864258
2008-08-29,61.04490661621094
2008-09-02,61.21684646606445
2008-09-03,60.297542572021484
2008-09-04,56.40865707397461
2008-09-05,56.64012908935547
2008-09-08,57.01713180541992
2008-09-09,55.91923522949219
2008-09-10,54.90735626220703
2008-09-11,56.06475830078125
2008-09-12,56.170589447021484
2008-09-15,55.495967864990234
2008-09-16,56.27639389038086
2008-09-17,54.41789245605469
2008-09-18,55.44968032836914
2008-09-19,54.49067687988281
2008-09-22,53.74333953857422
2008-09-23,52.850467681884766
2008-09-24,51.40866470336914
2008-09-25,50.75391387939453
2008-09-26,49.55021286010742
2008-09-29,47.2221565246582
2008-09-30,48.690425872802734
2008-10-01,47.61897659301758
2008-10-02,46.46818923950195
2008-10-03,45.10576248168945
2008-10-06,43.597816467285156
2008-10-07,43.022422790527344
2008-10-08,43.59428024291992
2008-10-09,40.508914947509766
2008-10-10,38.161624908447266
2008-10-13,40.62860107421875
2008-10-14,40.887939453125
2008-10-15,37.47673416137695
2008-10-16,39.7907600402832
2008-10-17,37.982086181640625
2008-10-20,40.09663772583008
2008-10-21,36.89155960083008
2008-10-22,37.563167572021484
2008-10-23,37.87568664550781
2008-10-24,36.37290954589844
2008-10-27,34.7570686340332
2008-10-28,38.83323287963867
2008-10-29,38.726837158203125
2008-10-30,40.36927032470703
2008-10-31,40.10993576049805
2008-11-03,40.57540512084961
2008-11-04,42.404022216796875
2008-11-05,41.30021286010742
2008-11-06,40.18308639526367
2008-11-07,40.84803009033203
2008-11-10,40.51555633544922
2008-11-11,39.4250373840332
2008-11-12,38.26800537109375
2008-11-13,37.37033462524414
2008-11-14,36.9115104675293
2008-11-17,35.581607818603516
2008-11-18,35.40207290649414
2008-11-19,32.7489128112793
2008-11-20,32.449684143066406
2008-11-21,34.54429244995117
2008-11-24,33.38726043701172
2008-11-25,32.98828887939453
2008-11-26,33.3673210144043
2008-11-28,34.35810852050781
2008-12-01,32.27680587768555
2008-12-02,33.320762634277344
2008-12-03,34.34479904174805
2008-12-04,33.21438980102539
2008-12-05,34.24505615234375
2008-12-08,36.060367584228516
2008-12-09,36.07368087768555
2008-12-10,36.100276947021484
2008-12-11,35.78110885620117
2008-12-12,35.42868423461914
2008-12-15,35.31562423706055
2008-12-16,37.46342849731445
2008-12-17,36.89821243286133
2008-12-18,37.150901794433594
2008-12-19,37.14424514770508
2008-12-22,36.89155960083008
2008-12-23,36.392852783203125
2008-12-24,36.745269775390625
2008-12-26,37.177494049072266
2008-12-29,36.25985336303711
2008-12-30,37.50997543334961
2008-12-31,38.29462432861328
2009-01-02,39.737579345703125
2009-01-05,39.72426223754883
2009-01-06,40.715049743652344
2009-01-07,39.11915969848633
2009-01-08,39.37184143066406
2009-01-09,38.51405334472656
2009-01-12,38.35446548461914
2009-01-13,36.638877868652344
2009-01-14,36.451507568359375
2009-01-15,35.507938385009766
2009-01-16,36.53181076049805
2009-01-20,34.93242263793945
2009-01-21,36.143672943115234
2009-01-22,36.056678771972656
2009-01-23,35.68193435668945
2009-01-26,36.53849411010742
2009-01-27,37.28801345825195
2009-01-28,40.15889358520508
2009-01-29,38.97441101074219
2009-01-30,37.963905334472656
2009-02-02,37.000247955322266
2009-02-03,37.0069465637207
2009-02-04,36.83964920043945
2009-02-05,37.629302978515625
2009-02-06,38.28514099121094
2009-02-09,37.977291107177734
2009-02-10,36.43143081665039
2009-02-11,36.06338119506836
2009-02-12,36.02322006225586
2009-02-13,36.464908599853516
2009-02-17,35.387474060058594
2009-02-18,34.77179718017578
2009-02-19,34.71157455444336
2009-02-20,34.00890350341797
2009-02-23,32.750816345214844
2009-02-24,32.804344177246094
2009-02-25,31.144731521606445
2009-02-26,30.569210052490234
2009-02-27,29.32448959350586
2009-03-02,27.470788955688477
2009-03-03,26.654376983642578
2009-03-04,26.915361404418945
2009-03-05,25.014829635620117
2009-03-06,24.419239044189453
2009-03-09,24.298776626586914
2009-03-10,25.162052154541016
2009-03-11,24.365692138671875
2009-03-12,25.141977310180664
2009-03-13,25.162052154541016
2009-03-16,26.13239097595215
2009-03-17,26.466997146606445
2009-03-18,26.246150970458984
2009-03-19,25.336036682128906
2009-03-20,25.195524215698242
2009-03-23,26.527204513549805
2009-03-24,26.43353271484375
2009-03-25,26.975595474243164
2009-03-26,28.822589874267578
2009-03-27,28.856048583984375
2009-03-30,28.334068298339844
2009-03-31,27.832155227661133
2009-04-01,28.233686447143555
2009-04-02,28.856048583984375
2009-04-03,28.54820442199707
2009-04-06,30.48889923095703
2009-04-07,29.388940811157227
2009-04-08,29.69260597229004
2009-04-09,30.326948165893555
2009-04-13,29.6993408203125
2009-04-14,29.645362854003906
2009-04-15,29.89505386352539
2009-04-16,30.73185920715332
2009-04-17,31.413415908813477
2009-04-20,30.617130279541016
2009-04-21,31.359451293945312
2009-04-22,32.54712677001953
2009-04-23,33.40418243408203
2009-04-24,33.188236236572266
2009-04-27,34.60538864135742
2009-04-28,34.15324020385742
2009-04-29,35.99552917480469
2009-04-30,34.86857223510742
2009-05-01,35.34769821166992
2009-05-04,36.44091796875
2009-05-05,36.18448257446289
2009-05-06,36.602882385253906
2009-05-07,36.21147155761719
2009-05-08,37.70960998535156
2009-05-11,36.528648376464844
2009-05-12,37.31820297241211
2009-05-13,37.31820297241211
2009-05-14,37.682613372802734
2009-05-15,37.12251281738281
2009-05-18,37.42618179321289
2009-05-19,38.37769317626953
2009-05-20,38.58015060424805
2009-05-21,37.58812713623047
2009-05-22,37.58812713623047
2009-05-26,37.97278594970703
2009-05-27,37.601627349853516
2009-05-28,38.492427825927734
2009-05-29,38.39793395996094
2009-06-01,40.02428436279297
2009-06-02,40.47642517089844
2009-06-03,39.538414001464844
2009-06-04,39.882572174072266
2009-06-05,40.7935905456543
2009-06-08,40.80033874511719
2009-06-09,39.983795166015625
2009-06-10,39.842071533203125
2009-06-11,40.01077651977539
2009-06-12,40.32795715332031
