Date,PGR
2014-06-03,17.84465980529785
2014-06-04,17.85899543762207
2014-06-05,17.98087501525879
2014-06-06,18.102754592895508
2014-06-09,18.04540252685547
2014-06-10,17.916358947753906
2014-06-11,18.04540252685547
2014-06-12,18.059743881225586
2014-06-13,18.13143539428711
2014-06-16,18.28199005126953
2014-06-17,18.28199005126953
2014-06-18,18.368026733398438
2014-06-19,18.568763732910156
2014-06-20,18.482738494873047
2014-06-23,18.368026733398438
2014-06-24,18.253313064575195
2014-06-25,18.160106658935547
2014-06-26,18.074077606201172
2014-06-27,18.109928131103516
2014-06-30,18.18161964416504
2014-07-01,18.267650604248047
2014-07-02,18.074077606201172
2014-07-03,18.038230895996094
2014-07-07,17.988046646118164
2014-07-08,18.04540252685547
2014-07-09,18.059743881225586
2014-07-10,17.579391479492188
2014-07-11,17.514867782592773
2014-07-14,17.50052833557129
2014-07-15,17.493356704711914
2014-07-16,17.522035598754883
2014-07-17,17.3212947845459
2014-07-18,17.3212947845459
2014-07-21,17.37147331237793
2014-07-22,17.33562469482422
2014-07-23,17.299781799316406
2014-07-24,17.435998916625977
2014-07-25,17.34280014038086
2014-07-28,17.3212947845459
2014-07-29,17.091873168945312
2014-07-30,16.977155685424805
2014-07-31,16.80509376525879
2014-08-01,16.64736557006836
2014-08-04,16.79075050354004
2014-08-05,16.740570068359375
2014-08-06,16.79075050354004
2014-08-07,16.733400344848633
2014-08-08,16.998672485351562
2014-08-11,16.984325408935547
2014-08-12,17.063186645507812
2014-08-13,17.34996795654297
2014-08-14,17.557880401611328
2014-08-15,17.60806655883789
2014-08-18,17.694101333618164
2014-08-19,17.708438873291016
2014-08-20,17.71561050415039
2014-08-21,17.887676239013672
2014-08-22,17.772966384887695
2014-08-25,17.916358947753906
2014-08-26,17.89484214782715
2014-08-27,17.873334884643555
2014-08-28,17.85899543762207
2014-08-29,17.9378604888916
2014-09-02,18.038230895996094
2014-09-03,17.96653938293457
2014-09-04,17.952199935913086
2014-09-05,18.02389144897461
2014-09-08,17.89484214782715
2014-09-09,17.880504608154297
2014-09-10,17.866168975830078
2014-09-11,17.952199935913086
2014-09-12,17.96653938293457
2014-09-15,18.04540252685547
2014-09-16,18.074077606201172
2014-09-17,18.074077606201172
2014-09-18,18.260486602783203
2014-09-19,18.152942657470703
2014-09-22,18.145776748657227
2014-09-23,18.08124351501465
2014-09-24,18.203126907348633
2014-09-25,18.145776748657227
2014-09-26,18.253313064575195
2014-09-29,18.274824142456055
2014-09-30,18.124258041381836
2014-10-01,18.052574157714844
2014-10-02,18.174449920654297
2014-10-03,18.389530181884766
2014-10-06,18.353683471679688
2014-10-07,18.0955867767334
2014-10-08,18.389530181884766
2014-10-09,18.117095947265625
2014-10-10,17.92352294921875
2014-10-13,17.78730010986328
2014-10-14,17.815982818603516
2014-10-15,17.579391479492188
2014-10-16,17.514867782592773
2014-10-17,17.75145149230957
2014-10-20,17.8303165435791
2014-10-21,18.289165496826172
2014-10-22,18.167278289794922
2014-10-23,18.231809616088867
2014-10-24,18.547260284423828
2014-10-27,18.719324111938477
2014-10-28,18.834043502807617
2014-10-29,18.554426193237305
2014-10-30,18.633291244506836
2014-10-31,18.93440818786621
2014-11-03,18.991769790649414
2014-11-04,19.14232063293457
2014-11-05,19.271377563476562
2014-11-06,19.285709381103516
2014-11-07,19.25703239440918
2014-11-10,19.300046920776367
2014-11-11,19.17816734313965
2014-11-12,19.357406616210938
2014-11-13,19.486448287963867
2014-11-14,19.34307098388672
2014-11-17,19.34307098388672
2014-11-18,19.500795364379883
2014-11-19,19.436267852783203
2014-11-20,19.436267852783203
2014-11-21,19.608335494995117
2014-11-24,19.593990325927734
2014-11-25,19.51512908935547
2014-11-26,19.529470443725586
2014-11-28,19.529470443725586
2014-12-01,19.429100036621094
2014-12-02,19.543804168701172
2014-12-03,19.507959365844727
2014-12-04,19.51512908935547
2014-12-05,19.543804168701172
2014-12-08,19.55814552307129
2014-12-09,19.23552894592285
2014-12-10,19.185335159301758
2014-12-11,19.24986457824707
2014-12-12,18.92006492614746
2014-12-15,18.81252670288086
2014-12-16,18.461227416992188
2014-12-17,18.76951026916504
2014-12-18,19.185335159301758
2014-12-19,19.041942596435547
2014-12-22,19.170997619628906
2014-12-23,19.33588981628418
2014-12-24,19.300046920776367
2014-12-26,19.36457633972168
2014-12-29,19.443437576293945
2014-12-30,19.51512908935547
2014-12-31,19.350234985351562
2015-01-02,19.38608169555664
2015-01-05,19.170997619628906
2015-01-06,18.93440818786621
2015-01-07,19.328725814819336
2015-01-08,19.71587562561035
2015-01-09,19.300046920776367
2015-01-12,19.027612686157227
2015-01-13,18.99892807006836
2015-01-14,18.66197395324707
2015-01-15,18.834043502807617
2015-01-16,18.905731201171875
2015-01-20,18.86988639831543
2015-01-21,18.77667808532715
2015-01-22,19.135150909423828
2015-01-23,18.991769790649414
2015-01-26,19.264204025268555
2015-01-27,19.135150909423828
2015-01-28,19.020444869995117
2015-01-29,19.10647201538086
2015-01-30,18.604612350463867
2015-02-02,19.036151885986328
2015-02-03,19.220252990722656
2015-02-04,19.220252990722656
2015-02-05,19.42644691467285
2015-02-06,19.42644691467285
2015-02-09,19.396987915039062
2015-02-10,19.48535919189453
2015-02-11,19.64000701904297
2015-02-12,19.919841766357422
2015-02-13,19.964025497436523
2015-02-17,19.691551208496094
2015-02-18,19.698915481567383
2015-02-19,19.669458389282227
2015-02-20,19.59581756591797
2015-02-23,19.55899429321289
2015-02-24,19.603187561035156
2015-02-25,19.566362380981445
2015-02-26,19.684185028076172
2015-02-27,19.625274658203125
2015-03-02,19.949296951293945
2015-03-03,19.72837257385254
2015-03-04,19.455900192260742
2015-03-05,19.544273376464844
2015-03-06,19.33807945251465
2015-03-09,19.44853973388672
2015-03-10,19.13188362121582
2015-03-11,19.382259368896484
2015-03-12,19.73573875427246
2015-03-13,19.507450103759766
2015-03-16,19.868289947509766
2015-03-17,19.905109405517578
2015-03-18,20.25858497619629
2015-03-19,20.273313522338867
2015-03-20,20.361682891845703
2015-03-23,20.38377571105957
2015-03-24,20.111303329467773
2015-03-25,19.93456268310547
2015-03-26,19.831470489501953
2015-03-27,19.905109405517578
2015-03-30,20.155488967895508
2015-03-31,20.030302047729492
2015-04-01,19.853565216064453
2015-04-02,19.76519012451172
2015-04-06,19.88301658630371
2015-04-07,19.743101119995117
2015-04-08,19.743101119995117
2015-04-09,19.706275939941406
2015-04-10,19.80937957763672
2015-04-13,19.757827758789062
2015-04-14,19.698915481567383
2015-04-15,20.02293586730957
2015-04-16,20.01556968688965
2015-04-17,19.698915481567383
2015-04-20,19.949296951293945
2015-04-21,19.706275939941406
2015-04-22,19.669458389282227
2015-04-23,19.743101119995117
2015-04-24,19.77992057800293
2015-04-27,19.573728561401367
2015-04-28,19.691551208496094
2015-04-29,19.551633834838867
2015-04-30,19.632648468017578
2015-05-01,19.860925674438477
2015-05-04,19.986112594604492
2015-05-05,19.949296951293945
2015-05-06,19.757827758789062
2015-05-07,19.8461971282959
2015-05-08,19.986112594604492
2015-05-11,19.927207946777344
2015-05-12,19.860925674438477
2015-05-13,19.88301658630371
2015-05-14,20.170215606689453
2015-05-15,20.052391052246094
2015-05-18,20.067115783691406
2015-05-19,20.081851959228516
2015-05-20,20.11867332458496
2015-05-21,20.140762329101562
2015-05-22,20.089214324951172
2015-05-26,19.956661224365234
2015-05-27,20.081851959228516
2015-05-28,20.192312240600586
2015-05-29,20.133394241333008
2015-06-01,20.133394241333008
2015-06-02,20.16285514831543
2015-06-03,20.3174991607666
2015-06-04,20.081851959228516
2015-06-05,20.111303329467773
2015-06-08,19.941936492919922
2015-06-09,19.868289947509766
2015-06-10,20.30277442932129
2015-06-11,20.494237899780273
2015-06-12,20.450050354003906
2015-06-15,20.3174991607666
2015-06-16,20.405872344970703
2015-06-17,20.52369499206543
2015-06-18,20.89189338684082
2015-06-19,20.67833709716797
2015-06-22,20.899259567260742
2015-06-23,20.95081329345703
2015-06-24,20.796167373657227
2015-06-25,20.74462127685547
2015-06-26,20.855083465576172
2015-06-29,20.479507446289062
2015-06-30,20.494237899780273
2015-07-01,20.94344711303711
2015-07-02,20.796167373657227
2015-07-06,20.899259567260742
2015-07-07,21.31901741027832
2015-07-08,21.149641036987305
2015-07-09,21.377925872802734
2015-07-10,21.64303207397461
2015-07-13,21.893415451049805
2015-07-14,21.93023681640625
2015-07-15,22.099607467651367
2015-07-16,22.224796295166016
2015-07-17,23.03484535217285
2015-07-20,22.651912689208984
2015-07-21,22.47517204284668
2015-07-22,22.548816680908203
2015-07-23,22.5046329498291
2015-07-24,22.467809677124023
2015-07-27,22.438352584838867
2015-07-28,22.408903121948242
2015-07-29,22.379446029663086
2015-07-30,22.453081130981445
2015-07-31,22.460451126098633
2015-08-03,22.548816680908203
2015-08-04,22.489906311035156
2015-08-05,22.637182235717773
2015-08-06,22.453081130981445
2015-08-07,22.511995315551758
2015-08-10,22.75501251220703
2015-08-11,22.777103424072266
2015-08-12,22.71818733215332
2015-08-13,22.82864761352539
2015-08-14,22.85074806213379
2015-08-17,23.005390167236328
2015-08-18,22.96856689453125
2015-08-19,23.160037994384766
2015-08-20,22.740280151367188
2015-08-21,22.062786102294922
2015-08-24,21.164371490478516
2015-08-25,21.02445411682129
2015-08-26,21.731403350830078
2015-08-27,22.276344299316406
2015-08-28,22.12906265258789
2015-08-31,22.062786102294922
2015-09-01,21.532577514648438
2015-09-02,21.849225997924805
2015-09-03,21.967052459716797
2015-09-04,21.701948165893555
2015-09-08,22.143787384033203
2015-09-09,21.856592178344727
2015-09-10,22.077518463134766
2015-09-11,22.261615753173828
2015-09-14,22.224796295166016
2015-09-15,22.51935577392578
2015-09-16,22.813922882080078
2015-09-17,23.079030990600586
2015-09-18,22.548816680908203
2015-09-21,22.769739151000977
2015-09-22,22.57827377319336
2015-09-23,22.593000411987305
2015-09-24,22.541454315185547
2015-09-25,22.585636138916016
2015-09-28,22.298437118530273
2015-09-29,22.416269302368164
2015-09-30,22.563547134399414
2015-10-01,22.585636138916016
2015-10-02,22.872833251953125
2015-10-05,23.1158504486084
2015-10-06,23.071666717529297
2015-10-07,23.28522300720215
2015-10-08,23.660804748535156
2015-10-09,23.623973846435547
2015-10-12,23.76388931274414
2015-10-13,23.63133430480957
2015-10-14,23.241039276123047
2015-10-15,23.439870834350586
2015-10-16,23.9479923248291
2015-10-19,24.065824508666992
2015-10-20,24.25728416442871
2015-10-21,24.065824508666992
2015-10-22,24.33829116821289
2015-10-23,24.33829116821289
2015-10-26,24.463481903076172
2015-10-27,24.434019088745117
2015-10-28,24.743310928344727
2015-10-29,24.772768020629883
2015-10-30,24.397205352783203
2015-11-02,24.76540756225586
2015-11-03,24.5813045501709
2015-11-04,24.411928176879883
2015-11-05,23.84489631652832
2015-11-06,23.572420120239258
2015-11-09,23.17476463317871
2015-11-10,23.160037994384766
2015-11-11,23.255769729614258
2015-11-12,22.858112335205078
2015-11-13,22.62245750427246
2015-11-16,22.777103424072266
2015-11-17,22.644550323486328
2015-11-18,23.123210906982422
2015-11-19,23.123210906982422
2015-11-20,23.255769729614258
2015-11-23,23.38831901550293
2015-11-24,23.373594284057617
2015-11-25,23.049577713012695
2015-11-27,22.917016983032227
2015-11-30,22.696102142333984
2015-12-01,22.95384407043457
2015-12-02,22.70346450805664
2015-12-03,22.379446029663086
2015-12-04,22.99066162109375
2015-12-07,22.843381881713867
2015-12-08,22.799198150634766
2015-12-09,22.57827377319336
2015-12-10,22.600366592407227
2015-12-11,22.305805206298828
2015-12-14,22.659276962280273
2015-12-15,22.791831970214844
2015-12-16,23.39568328857422
2015-12-17,23.182126998901367
2015-12-18,22.70346450805664
2015-12-21,22.917016983032227
2015-12-22,23.439870834350586
2015-12-23,23.565059661865234
2015-12-24,23.565059661865234
2015-12-28,23.535602569580078
2015-12-29,23.9038028717041
2015-12-30,23.80070686340332
2015-12-31,23.417774200439453
2016-01-04,22.917016983032227
2016-01-05,23.13058090209961
2016-01-06,22.872833251953125
2016-01-07,22.4825382232666
2016-01-08,22.151161193847656
2016-01-11,22.563547134399414
2016-01-12,22.629823684692383
2016-01-13,22.173246383666992
2016-01-14,22.25425148010254
2016-01-15,22.025964736938477
2016-01-19,21.944961547851562
2016-01-20,21.856592178344727
2016-01-21,21.760862350463867
2016-01-22,22.055421829223633
2016-01-25,21.724044799804688
2016-01-26,21.7166748046875
2016-01-27,22.37207794189453
2016-01-28,22.62245750427246
2016-01-29,23.012754440307617
2016-02-01,23.10219383239746
2016-02-02,23.109766006469727
2016-02-03,23.056716918945312
2016-02-04,23.23862075805664
2016-02-05,23.268938064575195
2016-02-08,23.29168128967285
2016-02-09,23.405364990234375
2016-02-10,23.428112030029297
2016-02-11,22.912704467773438
2016-02-12,23.78434181213379
2016-02-16,23.988981246948242
2016-02-17,24.29974937438965
2016-02-18,24.21636962890625
2016-02-19,24.186052322387695
2016-02-22,24.277000427246094
2016-02-23,24.201213836669922
2016-02-24,24.14057731628418
2016-02-25,24.383119583129883
2016-02-26,24.337642669677734
2016-02-29,24.19363021850586
2016-03-01,24.686298370361328
2016-03-02,24.959157943725586
2016-03-03,25.38361167907715
2016-03-04,25.156227111816406
2016-03-07,25.262340545654297
2016-03-08,25.03495216369629
2016-03-09,25.03495216369629
2016-03-10,24.890939712524414
2016-03-11,25.171390533447266
2016-03-14,25.042530059814453
2016-03-15,25.224449157714844
2016-03-16,25.78531837463379
2016-03-17,26.11881446838379
2016-03-18,26.23250961303711
2016-03-21,26.475053787231445
2016-03-22,26.558427810668945
2016-03-23,26.65695571899414
2016-03-24,26.38409423828125
2016-03-28,26.550844192504883
2016-03-29,26.543270111083984
2016-03-30,26.550844192504883
2016-03-31,26.63422203063965
2016-04-01,26.891921997070312
2016-04-04,26.65695571899414
2016-04-05,26.262828826904297
2016-04-06,26.353778839111328
2016-04-07,26.080921173095703
2016-04-08,26.096080780029297
2016-04-11,25.982379913330078
2016-04-12,26.308303833007812
2016-04-13,26.346195220947266
2016-04-14,25.44424819946289
2016-04-15,25.338130950927734
2016-04-18,25.55793571472168
2016-04-19,25.58066749572754
2016-04-20,25.3457088470459
2016-04-21,24.79998779296875
2016-04-22,24.974328994750977
2016-04-25,24.906105041503906
2016-04-26,24.822734832763672
2016-04-27,24.853050231933594
2016-04-28,24.66356086730957
2016-04-29,24.70903205871582
2016-05-02,25.06527328491211
2016-05-03,25.148643493652344
2016-05-04,24.883363723754883
2016-05-05,24.9212589263916
2016-05-06,24.981897354125977
2016-05-09,25.125904083251953
2016-05-10,25.466981887817383
2016-05-11,25.125904083251953
2016-05-12,25.436674118041992
2016-05-13,25.194122314453125
2016-05-16,25.042530059814453
2016-05-17,24.875782012939453
2016-05-18,24.542287826538086
2016-05-19,24.6787166595459
2016-05-20,24.99704933166504
2016-05-23,25.004636764526367
2016-05-24,25.38361167907715
2016-05-25,25.20927619934082
2016-05-26,25.201704025268555
2016-05-27,25.201704025268555
2016-05-31,25.239595413208008
2016-06-01,25.315387725830078
2016-06-02,25.141069412231445
2016-06-03,24.9212589263916
2016-06-06,24.837888717651367
2016-06-07,24.655977249145508
2016-06-08,24.875782012939453
2016-06-09,24.906105041503906
2016-06-10,24.7545166015625
2016-06-13,24.50439453125
2016-06-14,24.32248306274414
2016-06-15,24.06478500366211
2016-06-16,24.208786010742188
2016-06-17,24.110254287719727
2016-06-20,24.14057731628418
2016-06-21,24.28458595275879
2016-06-22,24.277000427246094
2016-06-23,24.625656127929688
2016-06-24,24.01172637939453
2016-06-27,23.769182205200195
2016-06-28,24.231529235839844
2016-06-29,24.731775283813477
2016-06-30,25.391191482543945
2016-07-01,25.194122314453125
2016-07-05,25.03495216369629
2016-07-06,25.095584869384766
2016-07-07,25.11832618713379
2016-07-08,25.535194396972656
2016-07-11,25.39876937866211
2016-07-12,25.20927619934082
2016-07-13,25.21685791015625
2016-07-14,25.360868453979492
2016-07-15,25.088010787963867
2016-07-18,24.890939712524414
2016-07-19,24.913681030273438
2016-07-20,24.860624313354492
2016-07-21,24.746936798095703
2016-07-22,25.06527328491211
2016-07-25,24.966737747192383
2016-07-26,24.739355087280273
2016-07-27,24.72419548034668
2016-07-28,24.739355087280273
2016-07-29,24.640819549560547
2016-08-01,24.63323974609375
2016-08-02,24.6711368560791
2016-08-03,25.019792556762695
2016-08-04,25.39876937866211
2016-08-05,25.861116409301758
2016-08-08,25.87627601623535
2016-08-09,25.845956802368164
2016-08-10,25.777738571166992
2016-08-11,25.838375091552734
2016-08-12,25.747419357299805
2016-08-15,25.664045333862305
2016-08-16,25.466981887817383
2016-08-17,25.141069412231445
2016-08-18,25.178964614868164
2016-08-19,24.951580047607422
2016-08-22,24.837888717651367
2016-08-23,24.50439453125
2016-08-24,24.39827537536621
2016-08-25,24.50439453125
2016-08-26,24.436174392700195
2016-08-29,24.66356086730957
2016-08-30,24.72419548034668
2016-08-31,24.6787166595459
2016-09-01,24.64839744567871
2016-09-02,24.610502243041992
2016-09-06,24.519554138183594
2016-09-07,24.496810913085938
2016-09-08,24.254268646240234
