Date,MA
2011-05-05,25.256921768188477
2011-05-06,25.233915328979492
2011-05-09,25.649805068969727
2011-05-10,25.864181518554688
2011-05-11,25.590917587280273
2011-05-12,25.95619773864746
2011-05-13,25.762981414794922
2011-05-16,25.684768676757812
2011-05-17,25.95159912109375
2011-05-18,25.887197494506836
2011-05-19,26.136537551879883
2011-05-20,25.539390563964844
2011-05-23,25.023210525512695
2011-05-24,24.85115623474121
2011-05-25,25.25507926940918
2011-05-26,25.95619773864746
2011-05-27,26.245115280151367
2011-05-31,26.411659240722656
2011-06-01,25.82370376586914
2011-06-02,26.016002655029297
2011-06-03,25.492473602294922
2011-06-06,25.01953125
2011-06-07,25.229324340820312
2011-06-08,24.842870712280273
2011-06-09,24.999282836914062
2011-06-10,24.569610595703125
2011-06-13,24.605493545532227
2011-06-14,25.221952438354492
2011-06-15,24.886119842529297
2011-06-16,24.537397384643555
2011-06-17,24.483102798461914
2011-06-20,24.838266372680664
2011-06-21,25.21367645263672
2011-06-22,24.947765350341797
2011-06-23,25.130855560302734
2011-06-24,25.229324340820312
2011-06-27,25.08209800720215
2011-06-28,25.60011863708496
2011-06-29,28.495691299438477
2011-06-30,27.726484298706055
2011-07-01,28.934587478637695
2011-07-05,29.071680068969727
2011-07-06,28.80379867553711
2011-07-07,29.367170333862305
2011-07-08,29.023807525634766
2011-07-11,28.30302619934082
2011-07-12,27.976232528686523
2011-07-13,28.15849494934082
2011-07-14,28.1391658782959
2011-07-15,28.311309814453125
2011-07-18,28.311309814453125
2011-07-19,28.664796829223633
2011-07-20,28.37758445739746
2011-07-21,28.584712982177734
2011-07-22,28.917949676513672
2011-07-25,29.12139892578125
2011-07-26,28.790916442871094
2011-07-27,27.900753021240234
2011-07-28,28.25147819519043
2011-07-29,27.915483474731445
2011-08-01,27.995569229125977
2011-08-02,27.477298736572266
2011-08-03,31.157630920410156
2011-08-04,29.69672393798828
2011-08-05,30.059425354003906
2011-08-08,26.87618637084961
2011-08-09,29.716060638427734
2011-08-10,27.95781898498535
2011-08-11,30.137680053710938
2011-08-12,30.20026969909668
2011-08-15,30.83820343017578
2011-08-16,30.83820343017578
2011-08-17,30.02997398376465
2011-08-18,28.068286895751953
2011-08-19,27.63103675842285
2011-08-22,28.168628692626953
2011-08-23,29.677400588989258
2011-08-24,29.93607521057129
2011-08-25,29.720664978027344
2011-08-26,29.948041915893555
2011-08-29,30.135828018188477
2011-08-30,30.35307502746582
2011-08-31,30.35123634338379
2011-09-01,30.383460998535156
2011-09-02,29.519989013671875
2011-09-06,29.73354721069336
2011-09-07,31.215618133544922
2011-09-08,31.106090545654297
2011-09-09,29.64334487915039
2011-09-12,29.645170211791992
2011-09-13,30.27298927307129
2011-09-14,31.04347801208496
2011-09-15,32.029388427734375
2011-09-16,31.938255310058594
2011-09-19,32.03306579589844
2011-09-20,32.56699752807617
2011-09-21,31.38774871826172
2011-09-22,30.466304779052734
2011-09-23,31.025075912475586
2011-09-26,30.78296661376953
2011-09-27,31.12449073791504
2011-09-28,30.361366271972656
2011-09-29,30.227886199951172
2011-09-30,29.195953369140625
