Date,AIG
2008-06-03,443.03985595703125
2008-06-04,441.92620849609375
2008-06-05,450.4627990722656
2008-06-06,419.78033447265625
2008-06-09,414.336669921875
2008-06-10,424.1104736328125
2008-06-11,411.4911193847656
2008-06-12,416.6874694824219
2008-06-13,422.8734130859375
2008-06-16,420.77020263671875
2008-06-17,399.3667907714844
2008-06-18,389.9639892578125
2008-06-19,409.14044189453125
2008-06-20,397.1396179199219
2008-06-23,374.8701477050781
2008-06-24,369.0553283691406
2008-06-25,367.9419250488281
2008-06-26,347.5280456542969
2008-06-27,343.3216552734375
2008-06-30,327.3618469238281
2008-07-01,330.7022399902344
2008-07-02,330.94976806640625
2008-07-03,324.6400146484375
2008-07-07,320.9285583496094
2008-07-08,338.99151611328125
2008-07-09,323.4028015136719
2008-07-10,296.80322265625
2008-07-11,285.54461669921875
2008-07-14,278.9875793457031
2008-07-15,255.35711669921875
2008-07-16,288.0190734863281
2008-07-17,308.3089904785156
2008-07-18,310.16485595703125
2008-07-21,328.22796630859375
2008-07-22,348.1466369628906
2008-07-23,372.3958435058594
2008-07-24,339.3626403808594
2008-07-25,337.0120544433594
2008-07-28,296.4319763183594
2008-07-29,319.81494140625
2008-07-30,331.0735168457031
2008-07-31,322.2894592285156
2008-08-01,331.44464111328125
2008-08-04,330.2073059082031
2008-08-05,369.79766845703125
2008-08-06,359.9000549316406
2008-08-07,294.9473876953125
2008-08-08,307.6903991699219
2008-08-11,302.74163818359375
2008-08-12,282.6990966796875
2008-08-13,272.80157470703125
2008-08-14,282.3280029296875
2008-08-15,284.4312438964844
2008-08-18,267.2341613769531
2008-08-19,251.39817810058594
2008-08-20,257.33660888671875
2008-08-21,244.71717834472656
2008-08-22,245.8306884765625
2008-08-25,232.34527587890625
2008-08-26,242.98509216308594
2008-08-27,247.4390869140625
2008-08-28,266.1207275390625
2008-08-29,265.8732604980469
2008-09-02,271.6880798339844
2008-09-03,282.185791015625
2008-09-04,265.1896057128906
2008-09-05,279.1864318847656
2008-09-08,284.4352111816406
2008-09-09,229.57264709472656
2008-09-10,218.7001495361328
2008-09-11,219.32498168945312
2008-09-12,151.7154083251953
2008-09-15,59.4864387512207
2008-09-16,46.864315032958984
2008-09-17,25.619165420532227
2008-09-18,33.61734390258789
2008-09-19,48.114036560058594
2008-09-22,58.98655700683594
2008-09-23,62.48576354980469
2008-09-24,41.36557388305664
2008-09-25,37.74140167236328
2008-09-26,39.36603546142578
2008-09-29,31.242881774902344
2008-09-30,41.615509033203125
2008-10-01,49.36375045776367
2008-10-02,49.98860168457031
2008-10-03,48.238990783691406
2008-10-06,48.36397171020508
2008-10-07,43.86500549316406
2008-10-08,39.865901947021484
2008-10-09,29.86819839477539
2008-10-10,29.118366241455078
2008-10-13,32.11768341064453
2008-10-14,34.992027282714844
2008-10-15,30.368083953857422
2008-10-16,30.368083953857422
2008-10-17,26.244028091430664
2008-10-20,28.868423461914062
2008-10-21,27.618698120117188
2008-10-22,26.36899185180664
2008-10-23,26.244028091430664
2008-10-24,21.245161056518555
2008-10-27,16.871152877807617
2008-10-28,22.869796752929688
2008-10-29,19.370582580566406
2008-10-30,20.370365142822266
2008-10-31,23.86956024169922
2008-11-03,26.743913650512695
2008-11-04,30.11814308166504
2008-11-05,25.7441349029541
2008-11-06,23.369680404663086
2008-11-07,26.36899185180664
2008-11-10,28.493501663208008
2008-11-11,28.243574142456055
2008-11-12,25.36921501159668
2008-11-13,25.7441349029541
2008-11-14,25.994081497192383
2008-11-17,23.86956024169922
2008-11-18,24.36945152282715
2008-11-19,19.495555877685547
2008-11-20,17.995899200439453
2008-11-21,19.995447158813477
2008-11-24,22.119958877563477
2008-11-25,22.119958877563477
2008-11-26,24.36945152282715
2008-11-28,25.11927604675293
2008-12-01,20.62030029296875
2008-12-02,23.369680404663086
2008-12-03,25.11927604675293
2008-12-04,22.994762420654297
2008-12-05,24.244470596313477
2008-12-08,24.119495391845703
2008-12-09,24.119495391845703
2008-12-10,21.870018005371094
2008-12-11,21.620075225830078
2008-12-12,22.494874954223633
2008-12-15,21.745040893554688
2008-12-16,22.494874954223633
2008-12-17,21.870018005371094
2008-12-18,20.87025260925293
2008-12-19,19.995447158813477
2008-12-22,20.120410919189453
2008-12-23,19.370582580566406
2008-12-24,19.495555877685547
2008-12-26,19.620527267456055
2008-12-29,19.370582580566406
2008-12-30,19.495555877685547
2008-12-31,19.620527267456055
2009-01-02,21.12018585205078
2009-01-05,20.745271682739258
2009-01-06,21.745040893554688
2009-01-07,20.49532699584961
2009-01-08,20.62030029296875
2009-01-09,20.245391845703125
2009-01-12,19.24561882019043
2009-01-13,19.745502471923828
2009-01-14,18.620759963989258
2009-01-15,17.620986938476562
2009-01-16,17.745952606201172
2009-01-20,17.1210994720459
2009-01-21,18.120872497558594
2009-01-22,16.371273040771484
2009-01-23,17.1210994720459
2009-01-26,15.746408462524414
2009-01-27,16.871152877807617
2009-01-28,17.620986938476562
2009-01-29,16.12133026123047
2009-01-30,15.996355056762695
2009-02-02,15.37149715423584
2009-02-03,13.496923446655273
2009-02-04,12.87206745147705
2009-02-05,12.497150421142578
2009-02-06,12.997040748596191
2009-02-09,12.997040748596191
2009-02-10,11.497381210327148
2009-02-11,11.997270584106445
2009-02-12,11.247437477111816
2009-02-13,10.622580528259277
2009-02-17,9.747777938842773
2009-02-18,9.122923851013184
2009-02-19,7.373319625854492
2009-02-20,6.748461723327637
2009-02-23,6.623490333557129
2009-02-24,5.123831748962402
2009-02-25,5.748690605163574
2009-02-26,6.498520374298096
2009-02-27,5.248803615570068
2009-03-02,5.248803615570068
2009-03-03,5.373775959014893
