Date,RMD
2000-08-15,7.00059175491333
2000-08-16,7.129751682281494
2000-08-17,7.20725154876709
2000-08-18,7.194334030151367
2000-08-21,7.297664642333984
2000-08-22,7.026421070098877
2000-08-23,6.96183967590332
2000-08-24,7.233082294464111
2000-08-25,7.2718281745910645
2000-08-28,7.439741611480713
2000-08-29,7.1685004234313965
2000-08-30,7.1814165115356445
2000-08-31,7.607654571533203
2000-09-01,7.930561542510986
2000-09-05,7.710981845855713
2000-09-06,7.530153751373291
2000-09-07,7.517240047454834
2000-09-08,7.439741611480713
2000-09-11,7.672235012054443
2000-09-12,7.543071746826172
2000-09-13,7.36224365234375
2000-09-14,7.672235012054443
2000-09-15,7.439741611480713
2000-09-18,7.2201642990112305
2000-09-19,7.478490352630615
2000-09-20,6.948922157287598
2000-09-21,6.948922157287598
2000-09-22,7.2201642990112305
2000-09-25,7.2847442626953125
2000-09-26,6.664769172668457
2000-09-27,6.600186824798584
2000-09-28,6.690601825714111
2000-09-29,6.458108901977539
2000-10-02,6.354779243469238
2000-10-03,6.303116321563721
2000-10-04,5.786464691162109
2000-10-05,5.424811363220215
2000-10-06,5.579807281494141
2000-10-09,5.696051597595215
2000-10-10,5.863964080810547
2000-10-11,5.954375743865967
2000-10-12,5.721886157989502
2000-10-13,5.980209827423096
2000-10-16,6.018958568572998
2000-10-17,5.967291355133057
2000-10-18,5.786464691162109
2000-10-19,5.967291355133057
2000-10-20,6.27728271484375
2000-10-23,6.173951625823975
2000-10-24,6.27728271484375
2000-10-25,5.812297344207764
2000-10-26,5.967291355133057
2000-10-27,5.708969593048096
2000-10-30,5.321481227874756
2000-10-31,5.269817352294922
2000-11-01,6.031874656677246
2000-11-02,6.8714280128479
2000-11-03,7.36224365234375
2000-11-06,6.7422661781311035
2000-11-07,6.716431617736816
2000-11-08,6.974758148193359
2000-11-09,7.258915424346924
2000-11-10,7.091002464294434
2000-11-13,6.936010360717773
2000-11-14,7.026421070098877
2000-11-15,7.155584335327148
2000-11-16,7.00059175491333
2000-11-17,6.716431617736816
2000-11-20,6.806845664978027
2000-11-21,6.7680983543396
2000-11-22,6.819764137268066
2000-11-24,7.1814165115356445
2000-11-27,7.633484363555908
2000-11-28,7.0393385887146
2000-11-29,7.129751682281494
2000-11-30,7.245998382568359
2000-12-01,7.517240047454834
2000-12-04,7.258915424346924
2000-12-05,7.439741611480713
2000-12-06,7.2847442626953125
2000-12-07,7.388078689575195
2000-12-08,7.56890344619751
2000-12-11,7.6851487159729
2000-12-12,7.56890344619751
2000-12-13,7.607654571533203
2000-12-14,7.349329948425293
2000-12-15,7.775564193725586
2000-12-18,7.827229976654053
2000-12-19,7.827229976654053
2000-12-20,7.827229976654053
2000-12-21,7.8143110275268555
2000-12-22,8.473038673400879
2000-12-26,8.485956192016602
2000-12-27,8.124300956726074
2000-12-28,8.576370239257812
2000-12-29,8.240549087524414
2001-01-02,8.137215614318848
2001-01-03,8.886357307434082
2001-01-04,8.227633476257324
2001-01-05,7.995140552520752
2001-01-08,8.111385345458984
2001-01-09,8.21471118927002
2001-01-10,8.343877792358398
2001-01-11,8.395540237426758
2001-01-12,8.40845775604248
2001-01-16,8.330961227416992
2001-01-17,8.292213439941406
2001-01-18,8.576370239257812
2001-01-19,8.705528259277344
2001-01-22,8.808859825134277
2001-01-23,8.860527038574219
2001-01-24,8.821775436401367
2001-01-25,8.78303050994873
2001-01-26,8.524702072143555
2001-01-29,8.485956192016602
2001-01-30,8.6183443069458
2001-01-31,8.679703712463379
2001-02-01,8.825006484985352
2001-02-02,9.03166389465332
2001-02-05,8.970314025878906
2001-02-06,8.576370239257812
2001-02-07,8.792716026306152
2001-02-08,8.866984367370605
2001-02-09,8.947710037231445
2001-02-12,9.29644775390625
2001-02-13,9.693617820739746
2001-02-14,9.496650695800781
2001-02-15,9.315824508666992
2001-02-16,9.134995460510254
2001-02-20,9.309362411499023
2001-02-21,9.444988250732422
2001-02-22,9.712995529174805
2001-02-23,9.474050521850586
2001-02-26,9.493419647216797
2001-02-27,9.486959457397461
2001-02-28,9.289989471435547
2001-03-01,9.31905460357666
2001-03-02,9.38363265991211
2001-03-05,9.286761283874512
2001-03-06,9.160826683044434
2001-03-07,9.154369354248047
2001-03-08,8.660325050354004
2001-03-09,8.205026626586914
2001-03-12,8.056492805480957
2001-03-13,8.027429580688477
2001-03-14,7.575362205505371
2001-03-15,7.791708469390869
2001-03-16,7.953164577484131
2001-03-19,8.111385345458984
2001-03-20,8.069408416748047
2001-03-21,7.862746715545654
2001-03-22,7.646402835845947
2001-03-23,7.846601486206055
2001-03-26,7.820772647857666
2001-03-27,7.853059768676758
2001-03-28,7.853059768676758
2001-03-29,8.298672676086426
2001-03-30,8.350333213806152
2001-04-02,8.130755424499512
2001-04-03,7.833686828613281
2001-04-04,7.898268699645996
2001-04-05,8.182427406311035
2001-04-06,7.9144158363342285
2001-04-09,8.16304874420166
2001-04-10,8.466838836669922
2001-04-11,8.518505096435547
2001-04-12,9.07235336303711
2001-04-16,8.797492027282715
2001-04-17,8.834693908691406
2001-04-18,8.886357307434082
2001-04-19,8.989686965942383
2001-04-20,8.78303050994873
2001-04-23,8.452375411987305
2001-04-24,8.452375411987305
2001-04-25,8.923554420471191
2001-04-26,8.911154747009277
2001-04-27,9.124015808105469
2001-04-30,9.258342742919922
2001-05-01,9.382338523864746
2001-05-02,11.324939727783203
2001-05-03,10.560298919677734
2001-05-04,10.523101806640625
2001-05-07,10.374306678771973
2001-05-08,10.814492225646973
2001-05-09,11.634931564331055
2001-05-10,11.510931015014648
2001-05-11,11.072816848754883
2001-05-14,11.211278915405273
2001-05-15,11.112079620361328
2001-05-16,11.34560775756836
2001-05-17,11.676260948181152
2001-05-18,11.562599182128906
2001-05-21,11.920121192932129
2001-05-22,11.614266395568848
2001-05-23,11.087284088134766
2001-05-24,10.913686752319336
2001-05-25,10.911622047424316
2001-05-29,11.19061279296875
2001-05-30,11.696929931640625
2001-05-31,11.283607482910156
2001-06-01,11.238142013549805
2001-06-04,11.49853801727295
2001-06-05,11.26294231414795
2001-06-06,11.004619598388672
2001-06-07,11.217473030090332
2001-06-08,11.118279457092285
2001-06-11,10.66569995880127
2001-06-12,10.518967628479004
2001-06-13,10.61196517944336
2001-06-14,10.43630313873291
2001-06-15,10.742156982421875
2001-06-18,10.812424659729004
2001-06-19,10.994283676147461
2001-06-20,11.004619598388672
2001-06-21,10.87028694152832
2001-06-22,10.601629257202148
2001-06-25,10.700828552246094
2001-06-26,10.601629257202148
2001-06-27,10.72976016998291
2001-06-28,10.694631576538086
2001-06-29,10.446639060974121
2001-07-02,10.545833587646484
2001-07-03,10.828957557678223
2001-07-05,10.787627220153809
2001-07-06,10.518967628479004
2001-07-09,10.704960823059082
2001-07-10,10.368107795715332
2001-07-11,10.49830150604248
2001-07-12,10.71529483795166
2001-07-13,10.808294296264648
2001-07-16,10.77315902709961
2001-07-17,10.911622047424316
2001-07-18,11.023215293884277
2001-07-19,11.097612380981445
2001-07-20,11.023215293884277
2001-07-23,10.81862735748291
2001-07-24,10.67809772491455
2001-07-25,10.390839576721191
2001-07-26,10.721494674682617
2001-07-27,11.035618782043457
2001-07-30,10.859955787658691
2001-07-31,10.890955924987793
2001-08-01,11.138947486877441
2001-08-02,11.335273742675781
2001-08-03,11.076947212219238
2001-08-06,11.101744651794434
2001-08-07,11.039749145507812
2001-08-08,11.24227523803711
2001-08-09,11.366271018981934
2001-08-10,11.49233341217041
2001-08-13,11.541933059692383
2001-08-14,11.868453979492188
2001-08-15,11.903587341308594
2001-08-16,11.593595504760742
2001-08-17,11.572929382324219
2001-08-20,11.7775239944458
2001-08-21,11.862253189086914
2001-08-22,11.949051856994629
2001-08-23,11.862253189086914
2001-08-24,12.079246520996094
2001-08-27,12.595895767211914
2001-08-28,12.254903793334961
2001-08-29,11.820923805236816
2001-08-30,11.386938095092773
2001-08-31,11.355938911437988
2001-09-04,11.258807182312012
2001-09-05,11.227812767028809
2001-09-06,11.110013961791992
2001-09-07,10.890955924987793
2001-09-10,10.762825012207031
2001-09-17,10.353639602661133
2001-09-18,9.634467124938965
2001-09-19,9.57453727722168
2001-09-20,9.549734115600586
2001-09-21,9.485671997070312
2001-09-24,9.878317832946777
2001-09-25,10.122184753417969
2001-09-26,10.465237617492676
2001-09-27,10.766958236694336
2001-09-28,10.49830150604248
2001-10-01,10.63883113861084
2001-10-02,10.657431602478027
2001-10-03,10.82068920135498
2001-10-04,10.779359817504883
2001-10-05,10.70289421081543
2001-10-08,10.487969398498535
2001-10-09,10.430103302001953
2001-10-10,10.698762893676758
2001-10-11,11.211278915405273
2001-10-12,10.95915412902832
2001-10-15,11.221609115600586
2001-10-16,11.163748741149902
2001-10-17,10.71529483795166
2001-10-18,10.704960823059082
2001-10-19,11.083146095275879
2001-10-22,11.831254959106445
2001-10-23,11.78785514831543
2001-10-24,11.858120918273926
2001-10-25,11.870519638061523
2001-10-26,11.913917541503906
2001-10-29,11.779589653015137
2001-10-30,11.686594009399414
2001-10-31,11.531601905822754
2001-11-01,11.676260948181152
2001-11-02,11.717594146728516
2001-11-05,11.893254280090332
2001-11-06,12.130914688110352
2001-11-07,12.194976806640625
2001-11-08,12.068913459777832
2001-11-09,12.029648780822754
2001-11-12,11.738260269165039
2001-11-13,11.820923805236816
2001-11-14,11.707259178161621
2001-11-15,11.560532569885254
2001-11-16,11.686594009399414
2001-11-19,11.717594146728516
2001-11-20,11.64526081085205
2001-11-21,11.732057571411133
2001-11-23,11.88292407989502
2001-11-26,12.046183586120605
2001-11-27,12.037917137145996
2001-11-28,12.048248291015625
2001-11-29,12.168110847473145
2001-11-30,12.089581489562988
2001-12-03,12.761224746704102
2001-12-04,12.709558486938477
2001-12-05,12.409902572631836
2001-12-06,12.068913459777832
2001-12-07,11.698992729187012
2001-12-10,11.68039321899414
2001-12-11,11.517128944396973
2001-12-12,11.194746017456055
2001-12-13,11.159614562988281
2001-12-14,11.34560775756836
2001-12-17,11.50059986114502
2001-12-18,11.376605033874512
2001-12-19,11.31667423248291
2001-12-20,11.072816848754883
2001-12-21,11.097612380981445
2001-12-24,11.118279457092285
2001-12-26,11.196809768676758
2001-12-27,11.035618782043457
2001-12-28,10.994283676147461
2001-12-31,11.143081665039062
2002-01-02,10.983954429626465
2002-01-03,10.787627220153809
2002-01-04,10.67809772491455
2002-01-07,10.347439765930176
2002-01-08,10.59129810333252
2002-01-09,10.622300148010254
2002-01-10,10.642962455749512
2002-01-11,10.229643821716309
2002-01-14,10.27510929107666
2002-01-15,10.446639060974121
2002-01-16,10.539634704589844
2002-01-17,10.71529483795166
2002-01-18,10.41977310180664
2002-01-22,10.514835357666016
2002-01-23,10.012653350830078
2002-01-24,9.394739151000977
2002-01-25,8.917356491088867
2002-01-28,8.894625663757324
2002-01-29,8.958685874938965
2002-01-30,9.235614776611328
2002-01-31,8.886357307434082
2002-02-01,8.262249946594238
2002-02-04,7.853059768676758
2002-02-05,8.008056640625
2002-02-06,7.970857620239258
2002-02-07,7.991519927978516
2002-02-08,8.375910758972168
2002-02-11,8.599100112915039
2002-02-12,8.349041938781738
2002-02-13,8.359375
2002-02-14,8.20024585723877
2002-02-15,8.107251167297363
2002-02-19,7.822059154510498
2002-02-20,7.80139684677124
2002-02-21,7.543071746826172
2002-02-22,7.755931854248047
2002-02-25,7.68979549407959
2002-02-26,7.615402698516846
2002-02-27,7.563735485076904
2002-02-28,7.5141377449035645
2002-03-01,7.534806251525879
2002-03-04,7.791065216064453
2002-03-05,7.658801078796387
2002-03-06,7.952258110046387
2002-03-07,7.906793594360352
2002-03-08,7.819995880126953
2002-03-11,7.784862995147705
2002-03-12,7.757994174957275
2002-03-13,7.8571929931640625
2002-03-14,7.904727458953857
2002-03-15,8.16304874420166
2002-03-18,8.349041938781738
2002-03-19,8.241580963134766
2002-03-20,8.245716094970703
2002-03-21,8.287046432495117
2002-03-22,8.280843734741211
2002-03-25,8.21471118927002
2002-03-26,8.173381805419922
2002-03-27,8.249847412109375
2002-03-28,8.293246269226074
2002-04-01,8.247781753540039
2002-04-02,8.185782432556152
2002-04-03,8.152716636657715
2002-04-04,7.977059364318848
2002-04-05,7.993589878082275
2002-04-08,7.875794887542725
2002-04-09,7.900594234466553
2002-04-10,7.9150590896606445
2002-04-11,8.028722763061523
2002-04-12,8.063850402832031
2002-04-15,8.01632022857666
2002-04-16,8.301511764526367
2002-04-17,8.256048202514648
2002-04-18,8.336642265319824
2002-04-19,8.299446105957031
2002-04-22,8.080389022827148
2002-04-23,7.906793594360352
2002-04-24,7.784862995147705
2002-04-25,7.760061740875244
2002-04-26,7.745599269866943
2002-04-29,7.4686737060546875
2002-04-30,7.6691365242004395
2002-05-01,6.850763320922852
2002-05-02,6.716431617736816
2002-05-03,6.4043779373168945
2002-05-06,5.902193546295166
2002-05-07,5.916660308837891
2002-05-08,6.0241241455078125
2002-05-09,6.094388961791992
2002-05-10,6.050990581512451
2002-05-13,6.044790744781494
2002-05-14,6.007591724395752
2002-05-15,5.951793670654297
2002-05-16,5.968325614929199
2002-05-17,5.926995277404785
2002-05-20,5.858797073364258
2002-05-21,5.827797889709473
2002-05-22,5.817465782165527
2002-05-23,5.83606481552124
2002-05-24,5.817465782165527
2002-05-28,5.827797889709473
2002-05-29,5.80299711227417
2002-05-30,5.714136600494385
2002-05-31,5.67280387878418
2002-06-03,5.579807281494141
2002-06-04,5.590139389038086
2002-06-05,5.393813610076904
2002-06-06,5.104489803314209
2002-06-07,5.674868583679199
2002-06-10,5.728601932525635
2002-06-11,5.625270366668701
2002-06-12,5.579807281494141
2002-06-13,5.428945541381836
2002-06-14,5.555006980895996
2002-06-17,5.707935333251953
2002-06-18,5.767866611480713
2002-06-19,5.755465507507324
2002-06-20,5.838130474090576
2002-06-21,5.873263835906982
2002-06-24,5.805065155029297
2002-06-25,5.817465782165527
2002-06-26,5.745133876800537
2002-06-27,6.026191711425781
2002-06-28,6.0757904052734375
2002-07-01,5.755465507507324
2002-07-02,5.641803741455078
2002-07-03,5.625270366668701
2002-07-05,5.910461902618408
2002-07-08,5.757534980773926
2002-07-09,5.6128716468811035
2002-07-10,5.253283977508545
2002-07-11,5.290482044219971
2002-07-12,5.414478778839111
2002-07-15,5.379345893859863
2002-07-16,5.375212669372559
2002-07-17,5.358678817749023
2002-07-18,5.220218658447266
2002-07-19,5.1664862632751465
2002-07-22,5.2388200759887695
2002-07-23,5.143754959106445
2002-07-24,5.331813335418701
2002-07-25,5.486809253692627
2002-07-26,5.455811023712158
2002-07-29,5.610804557800293
2002-07-30,5.705868244171143
2002-07-31,5.602538108825684
2002-08-01,5.455811023712158
2002-08-02,5.393813610076904
2002-08-05,5.369012832641602
2002-08-06,5.486809253692627
2002-08-07,5.559139728546143
2002-08-08,5.858797073364258
2002-08-09,5.805065155029297
2002-08-12,5.786464691162109
2002-08-13,5.790600299835205
2002-08-14,6.86936092376709
2002-08-15,6.666834354400635
2002-08-16,6.695769309997559
2002-08-19,6.830097675323486
2002-08-20,6.819764137268066
2002-08-21,6.848698139190674
2002-08-22,6.91276216506958
2002-08-23,6.819764137268066
2002-08-26,6.949960708618164
2002-08-27,6.809431076049805
2002-08-28,6.668901443481445
2002-08-29,6.58210563659668
2002-08-30,6.4291768074035645
2002-09-03,6.3692450523376465
2002-09-04,6.406444549560547
2002-09-05,6.30518102645874
2002-09-06,6.4291768074035645
2002-09-09,6.470508098602295
2002-09-10,6.466375827789307
2002-09-11,6.509774208068848
2002-09-12,6.437444686889648
2002-09-13,6.3403120040893555
2002-09-16,6.437444686889648
2002-09-17,6.3651123046875
2002-09-18,6.396113395690918
2002-09-19,6.158453464508057
2002-09-20,6.230783462524414
2002-09-23,6.125387191772461
2002-09-24,5.9745259284973145
2002-09-25,6.055122375488281
2002-09-26,5.964192867279053
2002-09-27,5.955926418304443
2002-09-30,5.910461902618408
2002-10-01,6.065457344055176
2002-10-02,5.910461902618408
2002-10-03,5.790600299835205
2002-10-04,5.710000514984131
2002-10-07,5.745133876800537
2002-10-08,5.8484649658203125
2002-10-09,5.889794826507568
2002-10-10,6.0530571937561035
2002-10-11,6.255582332611084
2002-10-14,6.406444549560547
2002-10-15,6.664769172668457
2002-10-16,6.4291768074035645
2002-10-17,6.5077080726623535
2002-10-18,6.377513408660889
2002-10-21,6.4787750244140625
2002-10-22,6.315514087677002
2002-10-23,6.406444549560547
2002-10-24,6.4188432693481445
2002-10-25,6.695769309997559
2002-10-28,6.788763999938965
2002-10-29,6.902428150177002
2002-10-30,6.613104820251465
2002-10-31,6.9788899421691895
2002-11-01,6.947889804840088
2002-11-04,6.937560558319092
2002-11-05,6.778430461883545
2002-11-06,6.954092502593994
2002-11-07,6.898292064666748
2002-11-08,6.8734941482543945
2002-11-11,6.788763999938965
2002-11-12,6.737099647521973
2002-11-13,6.737099647521973
2002-11-14,6.949960708618164
2002-11-15,7.034689426422119
2002-11-18,6.894161224365234
2002-11-19,6.848698139190674
2002-11-20,6.93135929107666
2002-11-21,7.053287506103516
2002-11-22,6.989223957061768
2002-11-25,6.943759441375732
2002-11-26,6.675101280212402
2002-11-27,6.786698818206787
2002-11-29,6.697834491729736
2002-12-02,6.623436450958252
2002-12-03,6.571770668029785
2002-12-04,6.518042087554932
2002-12-05,6.437444686889648
2002-12-06,6.41057825088501
2002-12-09,6.303116321563721
2002-12-10,6.230783462524414
2002-12-11,6.14192008972168
2002-12-12,6.189451694488525
2002-12-13,6.0241241455078125
2002-12-16,6.115054130554199
2002-12-17,6.038589000701904
2002-12-18,5.999325275421143
2002-12-19,5.900129318237305
2002-12-20,6.239049911499023
2002-12-23,6.416776180267334
2002-12-24,6.32997989654541
2002-12-26,6.292781829833984
2002-12-27,6.30518102645874
2002-12-30,6.313446998596191
2002-12-31,6.317581653594971
2003-01-02,6.416776180267334
2003-01-03,6.389911651611328
2003-01-06,6.480842590332031
2003-01-07,6.480842590332031
2003-01-08,6.501507759094238
2003-01-09,6.604837417602539
2003-01-10,6.60690450668335
2003-01-13,6.708165168762207
2003-01-14,6.999557971954346
2003-01-15,7.0181565284729
2003-01-16,6.956158638000488
2003-01-17,6.943759441375732
2003-01-21,6.859028339385986
2003-01-22,6.815632343292236
2003-01-23,6.995423316955566
2003-01-24,6.947889804840088
2003-01-27,6.86936092376709
2003-01-28,6.797031879425049
2003-01-29,6.819764137268066
2003-01-30,6.706101894378662
2003-01-31,6.850763320922852
2003-02-03,6.776364803314209
2003-02-04,6.956158638000488
2003-02-05,6.910691261291504
2003-02-06,6.821830749511719
2003-02-07,6.747434616088867
2003-02-10,6.737099647521973
2003-02-11,6.701969623565674
2003-02-12,6.695769309997559
2003-02-13,6.598636627197266
2003-02-14,6.565573692321777
2003-02-18,6.549039363861084
2003-02-19,6.4767069816589355
2003-02-20,6.4932427406311035
2003-02-21,6.509774208068848
2003-02-24,6.441575527191162
2003-02-25,6.52630615234375
2003-02-26,6.530440330505371
2003-02-27,6.530440330505371
2003-02-28,6.491174221038818
2003-03-03,6.416776180267334
2003-03-04,6.303116321563721
2003-03-05,6.286581516265869
2003-03-06,6.272115707397461
2003-03-07,6.400243759155273
2003-03-10,6.352712154388428
2003-03-11,6.286581516265869
2003-03-12,6.137786388397217
2003-03-13,6.146053314208984
2003-03-14,6.131587505340576
2003-03-17,6.210117340087891
2003-03-18,6.2204508781433105
2003-03-19,6.208052635192871
2003-03-20,6.168785572052002
2003-03-21,6.346510887145996
2003-03-24,6.210117340087891
2003-03-25,6.2824482917785645
2003-03-26,6.224583625793457
2003-03-27,6.520107269287109
2003-03-28,6.604837417602539
2003-03-31,6.6089701652526855
2003-04-01,6.685433864593506
2003-04-02,6.699899196624756
2003-04-03,6.613104820251465
2003-04-04,6.697834491729736
2003-04-07,6.823897838592529
2003-04-08,7.016092300415039
2003-04-09,7.028488636016846
2003-04-10,7.028488636016846
2003-04-11,6.997493267059326
2003-04-14,6.906559944152832
2003-04-15,6.997493267059326
2003-04-16,6.970623016357422
2003-04-17,7.04709005355835
2003-04-21,7.04709005355835
2003-04-22,7.131818771362305
2003-04-23,7.491405010223389
2003-04-24,7.605071544647217
2003-04-25,7.596802711486816
2003-04-28,7.687734603881836
2003-04-29,7.553406238555908
2003-04-30,7.580273628234863
2003-05-01,7.466607570648193
2003-05-02,7.751797199249268
2003-05-05,7.853059768676758
2003-05-06,7.724931716918945
2003-05-07,7.605071544647217
2003-05-08,7.619534969329834
2003-05-09,7.584399223327637
2003-05-12,7.708398342132568
2003-05-13,7.605071544647217
2003-05-14,7.499675750732422
2003-05-15,7.563735485076904
2003-05-16,7.491405010223389
2003-05-19,7.429409980773926
2003-05-20,7.491405010223389
2003-05-21,7.530668258666992
2003-05-22,7.687734603881836
2003-05-23,7.729063034057617
2003-05-27,7.91092586517334
2003-05-28,8.115519523620605
2003-05-29,8.063850402832031
2003-05-30,8.22504997253418
2003-06-02,8.26018238067627
2003-06-03,8.26431655883789
2003-06-04,8.344913482666016
2003-06-05,8.458573341369629
2003-06-06,8.31804370880127
2003-06-09,8.320112228393555
2003-06-10,8.452375411987305
2003-06-11,8.530904769897461
2003-06-12,8.514370918273926
2003-06-13,8.477173805236816
2003-06-16,8.514370918273926
2003-06-17,8.613567352294922
2003-06-18,8.669366836547852
2003-06-19,8.33044719696045
2003-06-20,8.284980773925781
2003-06-23,8.074185371398926
2003-06-24,8.090720176696777
2003-06-25,8.111385345458984
2003-06-26,8.142385482788086
2003-06-27,8.144448280334473
2003-06-30,8.101055145263672
2003-07-01,7.972924709320068
2003-07-02,8.152716636657715
2003-07-03,8.09898567199707
2003-07-07,8.140318870544434
2003-07-08,8.256048202514648
2003-07-09,8.31804370880127
2003-07-10,8.504040718078613
2003-07-11,8.576370239257812
2003-07-14,8.52056884765625
2003-07-15,8.42963981628418
2003-07-16,8.369708061218262
2003-07-17,8.175450325012207
2003-07-18,8.328377723693848
2003-07-21,8.189916610717773
2003-07-22,8.243646621704102
2003-07-23,8.31804370880127
2003-07-24,8.297378540039062
2003-07-25,8.324246406555176
2003-07-28,8.266379356384277
2003-07-29,8.349041938781738
2003-07-30,8.235374450683594
2003-07-31,8.204383850097656
2003-08-01,8.078320503234863
2003-08-04,8.171318054199219
2003-08-05,8.084521293640137
2003-08-06,8.576370239257812
2003-08-07,8.669366836547852
2003-08-08,8.52056884765625
2003-08-11,8.576370239257812
2003-08-12,9.010353088378906
2003-08-13,9.07235336303711
2003-08-14,9.03101921081543
2003-08-15,9.064083099365234
2003-08-18,8.96489143371582
2003-08-19,8.96901798248291
2003-08-20,8.971087455749512
2003-08-21,8.96901798248291
2003-08-22,8.776827812194824
2003-08-25,8.599100112915039
2003-08-26,8.679703712463379
2003-08-27,8.669366836547852
2003-08-28,8.944226264953613
2003-08-29,8.948357582092285
2003-09-02,8.927691459655762
2003-09-03,8.824360847473145
2003-09-04,8.865694046020508
2003-09-05,8.803696632385254
2003-09-08,8.834693908691406
2003-09-09,8.853293418884277
2003-09-10,8.673501968383789
2003-09-11,8.774762153625488
2003-09-12,8.820229530334473
