Date,HSY
2000-01-03,12.519994735717773
2000-01-04,12.0475492477417
2000-01-05,12.098162651062012
2000-01-06,12.418753623962402
2000-01-07,12.452507972717285
2000-01-10,12.486248970031738
2000-01-11,12.233156204223633
2000-01-12,12.14877986907959
2000-01-13,12.06441879272461
2000-01-14,11.490727424621582
2000-01-18,11.608837127685547
2000-01-19,11.642582893371582
2000-01-20,11.389490127563477
2000-01-21,11.136388778686523
2000-01-24,10.83266830444336
2000-01-25,10.748292922973633
2000-01-26,10.849542617797852
2000-01-27,10.647061347961426
2000-01-28,10.191479682922363
2000-01-31,11.47385311126709
2000-02-01,10.950776100158691
2000-02-02,10.984525680541992
2000-02-03,11.170134544372559
2000-02-04,11.203878402709961
2000-02-07,11.068890571594238
2000-02-08,11.389490127563477
2000-02-09,11.271369934082031
2000-02-10,11.338863372802734
2000-02-11,11.541345596313477
2000-02-14,11.456978797912598
2000-02-15,11.828189849853516
2000-02-16,11.929428100585938
2000-02-17,12.030671119689941
2000-02-18,12.182533264160156
2000-02-22,12.604364395141602
2000-02-23,12.522235870361328
2000-02-24,12.148947715759277
2000-02-25,12.250748634338379
2000-02-28,11.979267120361328
2000-02-29,11.928362846374512
2000-03-01,12.165916442871094
2000-03-02,11.860490798950195
2000-03-03,11.707785606384277
2000-03-06,11.453269004821777
2000-03-07,10.859394073486328
2000-03-08,11.351457595825195
2000-03-09,11.164814949035645
2000-03-10,10.859394073486328
2000-03-13,10.859394073486328
2000-03-14,11.113910675048828
2000-03-15,11.877463340759277
2000-03-16,12.94643497467041
2000-03-17,12.522235870361328
2000-03-20,12.75979232788086
2000-03-21,12.742817878723145
2000-03-22,12.233783721923828
2000-03-23,12.301658630371094
2000-03-24,11.945329666137695
2000-03-27,11.724752426147461
2000-03-28,11.402366638183594
2000-03-29,12.708889961242676
2000-03-30,13.302759170532227
2000-03-31,13.234891891479492
2000-04-03,12.75979232788086
2000-04-04,13.217921257019043
2000-04-05,13.031271934509277
2000-04-06,12.912496566772461
2000-04-07,12.539203643798828
2000-04-10,12.607077598571777
2000-04-11,13.014307022094727
2000-04-12,13.336688995361328
2000-04-13,13.116111755371094
2000-04-14,12.776762008666992
2000-04-17,12.708889961242676
2000-04-18,12.641014099121094
2000-04-19,12.912496566772461
2000-04-20,12.94643497467041
2000-04-24,13.336688995361328
2000-04-25,13.336688995361328
2000-04-26,12.929463386535645
2000-04-27,12.776762008666992
2000-04-28,12.35256576538086
2000-05-01,12.301658630371094
2000-05-02,12.454365730285645
2000-05-03,12.776762008666992
2000-05-04,12.827661514282227
2000-05-05,12.590107917785645
2000-05-08,13.099149703979492
2000-05-09,13.217921257019043
2000-05-10,13.574250221252441
2000-05-11,13.574250221252441
2000-05-12,13.40456771850586
2000-05-15,13.998435974121094
2000-05-16,13.947539329528809
2000-05-17,13.642112731933594
2000-05-18,13.760887145996094
2000-05-19,13.523336410522461
2000-05-22,13.828760147094727
2000-05-23,14.155532836914062
2000-05-24,14.479575157165527
2000-05-25,14.530740737915039
2000-05-26,15.00827407836914
2000-05-30,14.684231758117676
2000-05-31,14.155532836914062
2000-06-01,14.019097328186035
2000-06-02,13.660947799682617
2000-06-05,13.422170639038086
2000-06-06,13.8656005859375
2000-06-07,14.223748207092285
2000-06-08,14.291971206665039
2000-06-09,14.13847541809082
2000-06-12,14.070258140563965
2000-06-13,14.343125343322754
2000-06-14,14.530740737915039
2000-06-15,14.547795295715332
2000-06-16,14.104364395141602
2000-06-19,14.206693649291992
2000-06-20,13.797382354736328
2000-06-21,13.54155158996582
2000-06-22,13.319845199584961
2000-06-23,13.558612823486328
2000-06-26,13.64389419555664
2000-06-27,13.88265609741211
2000-06-28,13.707841873168945
2000-06-29,13.285737991333008
2000-06-30,13.234570503234863
2000-07-03,13.132241249084473
2000-07-05,13.149296760559082
2000-07-06,12.518268585205078
2000-07-07,12.637649536132812
2000-07-10,12.364768981933594
2000-07-11,12.38182258605957
2000-07-12,12.143059730529785
2000-07-13,12.296549797058105
2000-07-14,12.211275100708008
2000-07-17,11.955453872680664
2000-07-18,12.211275100708008
2000-07-19,12.330671310424805
2000-07-20,12.143059730529785
2000-07-21,11.767854690551758
2000-07-24,11.784906387329102
2000-07-25,12.057783126831055
2000-07-26,12.68881607055664
2000-07-27,12.484152793884277
2000-07-28,12.705866813659668
2000-07-31,12.620596885681152
2000-08-01,12.620596885681152
2000-08-02,12.620596885681152
2000-08-03,12.654703140258789
2000-08-04,12.791142463684082
2000-08-07,12.757031440734863
2000-08-08,12.671759605407715
2000-08-09,12.586484909057617
2000-08-10,12.825254440307617
2000-08-11,12.739973068237305
2000-08-14,12.637649536132812
2000-08-15,12.603531837463379
2000-08-16,12.39887809753418
2000-08-17,12.39887809753418
2000-08-18,12.143059730529785
2000-08-21,12.27949333190918
2000-08-22,12.16011905670166
2000-08-23,12.3228120803833
2000-08-24,12.202679634094238
2000-08-25,12.013887405395508
2000-08-28,12.116861343383789
2000-08-29,12.082529067993164
2000-08-30,11.84226131439209
2000-08-31,11.722121238708496
2000-09-01,11.65346908569336
2000-09-05,11.567655563354492
2000-09-06,12.202679634094238
2000-09-07,12.288485527038574
2000-09-08,12.305649757385254
2000-09-11,12.134027481079102
2000-09-12,12.391464233398438
2000-09-13,12.425786972045898
2000-09-14,12.528767585754395
2000-09-15,12.854866981506348
2000-09-18,13.2152738571167
2000-09-19,13.33541488647461
2000-09-20,13.489874839782715
2000-09-21,13.661505699157715
2000-09-22,13.987598419189453
2000-09-25,13.575693130493164
2000-09-26,13.764480590820312
2000-09-27,14.330852508544922
2000-09-28,14.691265106201172
2000-09-29,14.862895011901855
2000-10-02,14.41667366027832
2000-10-03,13.970437049865723
2000-10-04,14.176386833190918
2000-10-05,14.382339477539062
2000-10-06,14.485313415527344
2000-10-09,14.725592613220215
2000-10-10,14.450987815856934
2000-10-11,14.50247573852539
2000-10-12,14.330852508544922
2000-10-13,13.918939590454102
2000-10-16,14.039085388183594
2000-10-17,13.78164291381836
2000-10-18,13.815972328186035
2000-10-19,13.541373252868652
2000-10-20,13.386903762817383
2000-10-23,13.661505699157715
2000-10-24,14.15922737121582
2000-10-25,14.468155860900879
2000-10-26,14.245036125183105
2000-10-27,14.433819770812988
2000-10-30,14.794242858886719
2000-10-31,14.914379119873047
2000-11-01,14.983028411865234
2000-11-02,14.759923934936523
2000-11-03,14.914379119873047
2000-11-06,15.480746269226074
2000-11-07,15.738194465637207
2000-11-08,15.926979064941406
2000-11-09,16.09860610961914
2000-11-10,16.579166412353516
2000-11-13,16.424699783325195
2000-11-14,16.20158576965332
2000-11-15,16.44186019897461
2000-11-16,16.664976119995117
2000-11-17,16.476192474365234
2000-11-20,16.29479217529297
2000-11-21,16.432735443115234
2000-11-22,16.467220306396484
2000-11-24,16.363767623901367
2000-11-27,16.691373825073242
2000-11-28,17.087976455688477
2000-11-29,17.76046371459961
2000-11-30,17.4500789642334
2000-12-01,17.381105422973633
2000-12-04,17.277652740478516
2000-12-05,16.6396541595459
2000-12-06,16.743106842041016
2000-12-07,16.91554832458496
2000-12-08,16.760353088378906
2000-12-11,16.001657485961914
2000-12-12,16.001657485961914
2000-12-13,16.312036514282227
2000-12-14,16.346519470214844
2000-12-15,16.191335678100586
2000-12-18,16.77760124206543
2000-12-19,16.89830207824707
2000-12-20,17.00176239013672
2000-12-21,16.967267990112305
2000-12-22,17.019012451171875
2000-12-26,17.76046371459961
2000-12-27,18.105323791503906
2000-12-28,18.0535945892334
2000-12-29,17.76046371459961
2001-01-02,17.967378616333008
2001-01-03,16.932796478271484
2001-01-04,15.725769996643066
2001-01-05,15.93268871307373
2001-01-08,16.32927703857422
2001-01-09,16.346519470214844
2001-01-10,16.13960075378418
2001-01-11,15.811982154846191
2001-01-12,15.777491569519043
2001-01-16,16.24305534362793
2001-01-17,15.96716594696045
2001-01-18,16.07062530517578
2001-01-19,15.794742584228516
2001-01-22,15.725769996643066
2001-01-23,15.811982154846191
2001-01-24,16.122360229492188
2001-01-25,16.105112075805664
2001-01-26,16.13960075378418
2001-01-29,16.363082885742188
2001-01-30,16.28030776977539
2001-01-31,16.415491104125977
2001-02-01,16.498254776000977
2001-02-02,16.501020431518555
2001-02-05,16.746566772460938
2001-02-06,16.843122482299805
2001-02-07,17.1052188873291
2001-02-08,17.55768585205078
2001-02-09,17.668041229248047
2001-02-12,17.84184455871582
2001-02-13,17.91082191467285
2001-02-14,17.524568557739258
2001-02-15,17.444570541381836
2001-02-16,17.764602661132812
2001-02-20,17.93288230895996
2001-02-21,17.719539642333984
2001-02-22,17.459074020385742
2001-02-23,17.406429290771484
2001-02-26,17.711225509643555
2001-02-27,17.7056884765625
2001-02-28,17.75832748413086
2001-03-01,17.982763290405273
2001-03-02,17.594850540161133
2001-03-05,17.733388900756836
2001-03-06,17.60593032836914
2001-03-07,17.655807495117188
2001-03-08,17.871936798095703
2001-03-09,17.913501739501953
2001-03-12,18.06866455078125
2001-03-13,17.941207885742188
2001-03-14,17.877470016479492
2001-03-15,18.065887451171875
2001-03-16,18.315263748168945
2001-03-19,18.40116310119629
2001-03-20,18.41224479675293
2001-03-21,18.237680435180664
2001-03-22,17.999385833740234
2001-03-23,17.930118560791016
2001-03-26,17.910724639892578
2001-03-27,18.43994903564453
2001-03-28,18.814022064208984
2001-03-29,19.110504150390625
2001-03-30,19.207483291625977
2001-04-02,19.05785369873047
2001-04-03,18.697641372680664
2001-04-04,18.656085968017578
2001-04-05,18.509218215942383
2001-04-06,18.37899398803711
2001-04-09,18.57849884033203
2001-04-10,18.564638137817383
2001-04-11,18.41224479675293
2001-04-12,18.257076263427734
2001-04-16,18.14901351928711
2001-04-17,17.982763290405273
2001-04-18,17.44245719909668
2001-04-19,17.6031551361084
2001-04-20,17.17645263671875
2001-04-23,16.84117889404297
2001-04-24,16.857812881469727
2001-04-25,17.276203155517578
2001-04-26,17.237407684326172
2001-04-27,17.359317779541016
2001-04-30,16.73866081237793
2001-05-01,16.561323165893555
2001-05-02,16.68047332763672
2001-05-03,16.594585418701172
2001-05-04,16.6943302154541
2001-05-07,16.985261917114258
2001-05-08,17.04899024963379
2001-05-09,16.868892669677734
2001-05-10,16.625051498413086
2001-05-11,16.572406768798828
2001-05-14,16.625051498413086
2001-05-15,16.48650550842285
2001-05-16,16.625051498413086
2001-05-17,16.54193115234375
2001-05-18,16.356281280517578
2001-05-21,16.40615463256836
2001-05-22,16.29255485534668
2001-05-23,16.573747634887695
2001-05-24,16.77420997619629
2001-05-25,16.63778305053711
2001-05-29,16.838232040405273
2001-05-30,16.957948684692383
2001-05-31,16.882783889770508
2001-06-01,16.955169677734375
2001-06-04,17.047042846679688
2001-06-05,16.98857307434082
2001-06-06,16.935678482055664
2001-06-07,16.97744369506836
2001-06-08,16.971872329711914
2001-06-11,16.99971580505371
2001-06-12,16.969087600708008
2001-06-13,16.938472747802734
2001-06-14,16.690683364868164
2001-06-15,16.718517303466797
2001-06-18,16.651700973510742
2001-06-19,16.735219955444336
2001-06-20,16.843807220458984
2001-06-21,17.125003814697266
2001-06-22,16.985797882080078
2001-06-25,16.971872329711914
2001-06-26,17.136133193969727
2001-06-27,17.024776458740234
2001-06-28,17.03311538696289
2001-06-29,17.180679321289062
2001-07-02,17.15841293334961
2001-07-03,17.200157165527344
2001-07-05,17.186246871948242
2001-07-06,17.074886322021484
2001-07-09,17.058183670043945
2001-07-10,17.202945709228516
2001-07-11,17.328231811523438
2001-07-12,17.344945907592773
2001-07-13,17.372779846191406
2001-07-16,17.523117065429688
2001-07-17,17.846080780029297
2001-07-18,17.907333374023438
2001-07-19,17.98807144165039
2001-07-20,17.43403434753418
2001-07-23,17.03311538696289
2001-07-24,16.763063430786133
2001-07-25,16.899477005004883
2001-07-26,16.910621643066406
2001-07-27,16.793689727783203
2001-07-30,16.57096290588379
2001-07-31,16.804821014404297
2001-08-01,16.67675018310547
2001-08-02,16.807613372802734
2001-08-03,16.62108039855957
2001-08-06,16.48465347290039
2001-08-07,16.470735549926758
2001-08-08,16.39834976196289
2001-08-09,16.42897605895996
2001-08-10,16.557043075561523
2001-08-13,16.607162475585938
2001-08-14,16.657264709472656
2001-08-15,16.78812026977539
2001-08-16,16.776979446411133
2001-08-17,16.782541275024414
2001-08-20,16.896703720092773
2001-08-21,17.48136329650879
2001-08-22,17.722795486450195
2001-08-23,17.76475715637207
2001-08-24,17.918630599975586
2001-08-27,18.237546920776367
2001-08-28,17.980173110961914
2001-08-29,17.904638290405273
2001-08-30,18.044523239135742
2001-08-31,18.03893280029297
2001-09-04,18.19839096069336
2001-09-05,18.464157104492188
2001-09-06,18.39421272277832
2001-09-07,18.217973709106445
2001-09-10,18.492136001586914
2001-09-17,17.893455505371094
2001-09-18,17.76475715637207
2001-09-19,17.552141189575195
2001-09-20,17.345117568969727
2001-09-21,16.855546951293945
2001-09-24,17.345117568969727
2001-09-25,17.680831909179688
2001-09-26,17.820709228515625
2001-09-27,18.167613983154297
2001-09-28,18.287906646728516
2001-10-01,18.022144317626953
2001-10-02,18.108863830566406
2001-10-03,17.960582733154297
2001-10-04,17.761964797973633
2001-10-05,17.988571166992188
2001-10-08,17.792739868164062
2001-10-09,17.67243766784668
2001-10-10,17.935415267944336
2001-10-11,17.65005874633789
2001-10-12,17.073749542236328
2001-10-15,17.037385940551758
2001-10-16,17.037385940551758
2001-10-17,17.135292053222656
2001-10-18,17.36189842224121
2001-10-19,18.05850601196289
2001-10-22,18.114463806152344
2001-10-23,17.90743637084961
2001-10-24,17.904638290405273
2001-10-25,18.055702209472656
2001-10-26,18.15362548828125
2001-10-29,17.943803787231445
2001-10-30,17.837499618530273
2001-10-31,17.8291072845459
2001-11-01,18.139636993408203
2001-11-02,18.39421272277832
2001-11-05,18.682376861572266
2001-11-06,18.875408172607422
2001-11-07,18.830644607543945
2001-11-08,18.539695739746094
2001-11-09,18.51171875
2001-11-12,18.584461212158203
2001-11-13,18.58725357055664
2001-11-14,18.67677879333496
2001-11-15,18.553688049316406
2001-11-16,18.659996032714844
2001-11-19,18.632009506225586
2001-11-20,18.540117263793945
2001-11-21,18.56540870666504
2001-11-23,18.649730682373047
2001-11-26,18.683443069458008
2001-11-27,18.506393432617188
2001-11-28,18.323713302612305
2001-11-29,18.40802574157715
2001-11-30,18.396791458129883
2001-12-03,18.520444869995117
2001-12-04,18.44175148010254
2001-12-05,18.520444869995117
2001-12-06,18.256267547607422
2001-12-07,18.332143783569336
2001-12-10,18.318096160888672
2001-12-11,18.256267547607422
2001-12-12,18.253456115722656
2001-12-13,18.3377742767334
2001-12-14,18.587892532348633
2001-12-17,18.593523025512695
2001-12-18,18.6975040435791
2001-12-19,18.846450805664062
2001-12-20,19.02350425720215
2001-12-21,19.19212532043457
2001-12-24,19.08814239501953
2001-12-26,19.04036521911621
2001-12-27,19.12749481201172
2001-12-28,19.107816696166992
2001-12-31,19.02631187438965
2002-01-02,19.012258529663086
2002-01-03,18.899845123291016
2002-01-04,18.75931739807129
2002-01-07,18.784618377685547
2002-01-08,18.93075942993164
2002-01-09,18.87455177307129
2002-01-10,18.88016700744629
2002-01-11,18.970102310180664
2002-01-14,19.116241455078125
2002-01-15,19.321395874023438
2002-01-16,19.287681579589844
2002-01-17,19.327028274536133
2002-01-18,19.47878074645996
2002-01-22,19.641786575317383
2002-01-23,19.672700881958008
2002-01-24,19.405715942382812
2002-01-25,19.23146629333496
2002-01-28,19.447874069213867
2002-01-29,19.49283218383789
2002-01-30,19.594005584716797
2002-01-31,19.776676177978516
2002-02-01,19.608068466186523
2002-02-04,19.700803756713867
2002-02-05,19.65302848815918
2002-02-06,19.681135177612305
2002-02-07,19.84132957458496
2002-02-08,19.779499053955078
2002-02-11,19.532182693481445
2002-02-12,19.585580825805664
2002-02-13,19.65865135192871
2002-02-14,19.720478057861328
2002-02-15,19.93687629699707
2002-02-19,19.776676177978516
2002-02-20,19.99871063232422
