Date,IR
2017-09-01,21.925127029418945
2017-09-05,21.3885555267334
2017-09-06,21.601333618164062
2017-09-07,21.84186363220215
2017-09-08,21.98063087463379
2017-09-11,22.100894927978516
2017-09-12,22.692964553833008
2017-09-13,22.82248306274414
2017-09-14,23.100013732910156
2017-09-15,23.211027145385742
2017-09-18,23.849355697631836
2017-09-19,23.8863582611084
2017-09-20,24.03437614440918
2017-09-21,23.914112091064453
2017-09-22,24.311906814575195
2017-09-25,24.42291831970215
2017-09-26,24.339662551879883
2017-09-27,25.042743682861328
2017-09-28,25.283275604248047
2017-09-29,25.459047317504883
2017-10-02,25.486801147460938
2017-10-03,25.560806274414062
2017-10-04,24.87622833251953
2017-10-05,24.78371810913086
2017-10-06,24.607942581176758
2017-10-09,24.77446746826172
2017-10-10,24.88547706604004
2017-10-11,24.848474502563477
2017-10-12,24.87622833251953
2017-10-13,24.940988540649414
2017-10-16,24.90397834777832
2017-10-17,24.968730926513672
2017-10-18,24.7467098236084
2017-10-19,24.385921478271484
2017-10-20,24.589445114135742
2017-10-23,24.44142723083496
2017-10-24,24.607942581176758
2017-10-25,24.626445770263672
2017-10-26,26.920719146728516
2017-10-27,28.141864776611328
2017-10-30,26.939224243164062
2017-10-31,26.689441680908203
2017-11-01,26.772705078125
2017-11-02,27.114994049072266
2017-11-03,26.439666748046875
2017-11-06,25.8660888671875
2017-11-07,25.903099060058594
2017-11-08,25.967859268188477
2017-11-09,26.03261947631836
2017-11-10,26.606178283691406
2017-11-13,27.207500457763672
2017-11-14,26.513668060302734
2017-11-15,25.47755241394043
2017-11-16,26.726451873779297
2017-11-17,27.799571990966797
2017-11-20,28.280630111694336
2017-11-21,28.428646087646484
2017-11-22,28.659931182861328
2017-11-24,28.80794334411621
2017-11-27,29.103979110717773
2017-11-28,28.891206741333008
2017-11-29,28.81719970703125
2017-11-30,29.982839584350586
2017-12-01,29.677547454833984
2017-12-04,29.094730377197266
2017-12-05,28.826448440551758
2017-12-06,29.113237380981445
2017-12-07,29.770063400268555
2017-12-08,29.908828735351562
2017-12-11,29.63129425048828
2017-12-12,29.30750846862793
2017-12-13,29.446271896362305
2017-12-14,29.316753387451172
2017-12-15,30.16786003112793
2017-12-18,30.88019371032715
2017-12-19,30.79694175720215
2017-12-20,31.463008880615234
2017-12-21,31.851560592651367
2017-12-22,31.638784408569336
2017-12-26,31.481521606445312
2017-12-27,31.5555362701416
2017-12-28,31.42601203918457
2017-12-29,31.389007568359375
2018-01-02,31.185476303100586
2018-01-03,31.370506286621094
2018-01-04,31.51852035522461
2018-01-05,31.962575912475586
2018-01-08,32.29561233520508
2018-01-09,32.462127685546875
2018-01-10,31.870065689086914
2018-01-11,32.27710723876953
2018-01-12,31.97182846069336
2018-01-16,32.47138977050781
2018-01-17,32.341854095458984
2018-01-18,32.56389617919922
2018-01-19,33.22996520996094
2018-01-22,33.47975158691406
2018-01-23,33.94230270385742
2018-01-24,33.55377197265625
2018-01-25,33.248477935791016
2018-01-26,33.56300735473633
2018-01-29,33.52600860595703
2018-01-30,32.81367874145508
2018-01-31,31.990333557128906
2018-02-01,32.41587448120117
2018-02-02,31.61103057861328
2018-02-05,31.000455856323242
2018-02-06,30.889450073242188
2018-02-07,30.352880477905273
2018-02-08,29.20574378967285
2018-02-09,29.37225914001465
2018-02-12,30.251127243041992
2018-02-13,30.6026668548584
2018-02-14,31.000455856323242
2018-02-15,31.944067001342773
2018-02-16,30.389881134033203
2018-02-20,29.3537654876709
2018-02-21,29.4000186920166
2018-02-22,29.65904998779297
2018-02-23,30.41764259338379
2018-02-26,30.52865219116211
2018-02-27,30.232616424560547
2018-02-28,29.61278533935547
2018-03-01,28.57666778564453
2018-03-02,29.418519973754883
2018-03-05,29.64054298400879
2018-03-06,29.427772521972656
2018-03-07,29.437023162841797
2018-03-08,29.945833206176758
2018-03-09,30.52865219116211
2018-03-12,30.19561195373535
2018-03-13,30.09385108947754
2018-03-14,30.491647720336914
2018-03-15,30.214113235473633
2018-03-16,30.491647720336914
2018-03-19,30.2603702545166
2018-03-20,30.112350463867188
2018-03-21,30.648921966552734
2018-03-22,28.87270164489746
2018-03-23,28.049352645874023
2018-03-26,28.428646087646484
2018-03-27,28.123361587524414
2018-03-28,27.799571990966797
2018-03-29,28.382396697998047
2018-04-02,26.948474884033203
2018-04-03,27.503536224365234
2018-04-04,27.559049606323242
2018-04-05,28.502660751342773
2018-04-06,27.596054077148438
2018-04-09,27.161251068115234
2018-04-10,28.57666778564453
2018-04-11,28.67843246459961
2018-04-12,29.18724250793457
2018-04-13,29.251996994018555
2018-04-16,29.64054298400879
2018-04-17,29.871822357177734
2018-04-18,30.223358154296875
2018-04-19,30.09385108947754
2018-04-20,29.760807037353516
2018-04-23,29.4000186920166
2018-04-24,28.891206741333008
2018-04-25,29.30750846862793
2018-04-26,28.548912048339844
2018-04-27,29.455522537231445
2018-04-30,29.261253356933594
2018-05-01,28.826448440551758
2018-05-02,29.048473358154297
2018-05-03,29.30750846862793
2018-05-04,29.668296813964844
2018-05-07,29.649795532226562
2018-05-08,29.150236129760742
2018-05-09,29.649795532226562
2018-05-10,30.963459014892578
2018-05-11,30.93569564819336
2018-05-14,30.954204559326172
2018-05-15,31.111474990844727
2018-05-16,31.222488403320312
2018-05-17,31.731292724609375
2018-05-18,31.87930679321289
2018-05-21,31.842313766479492
2018-05-22,31.833053588867188
2018-05-23,31.70353889465332
2018-05-24,31.324247360229492
2018-05-25,30.41764259338379
2018-05-29,30.16786003112793
2018-05-30,30.889450073242188
2018-05-31,30.408388137817383
2018-06-01,29.918079376220703
2018-06-04,30.066091537475586
2018-06-05,29.9550838470459
2018-06-06,30.362131118774414
2018-06-07,30.630414962768555
2018-06-08,29.455522537231445
2018-06-11,27.596054077148438
2018-06-12,27.244508743286133
2018-06-13,27.189002990722656
2018-06-14,27.80882453918457
2018-06-15,27.457284927368164
2018-06-18,27.73482322692871
2018-06-19,27.26301383972168
2018-06-20,26.125125885009766
2018-06-21,25.82908821105957
2018-06-22,26.670942306518555
2018-06-25,26.180631637573242
2018-06-26,26.85596466064453
2018-06-27,27.068737030029297
2018-06-28,27.170503616333008
2018-06-29,27.189002990722656
2018-07-02,26.421167373657227
2018-07-03,26.578426361083984
2018-07-05,26.63393783569336
2018-07-06,26.23613739013672
2018-07-09,27.309267044067383
2018-07-10,27.07798957824707
2018-07-11,26.670942306518555
2018-07-12,25.893848419189453
2018-07-13,26.06962013244629
2018-07-16,26.004859924316406
2018-07-17,25.977108001708984
2018-07-18,25.71807289123535
2018-07-19,26.07887077331543
2018-07-20,25.745832443237305
2018-07-23,25.12600326538086
2018-07-24,24.691205978393555
2018-07-25,24.496929168701172
2018-07-26,24.635696411132812
2018-07-27,25.070497512817383
2018-07-30,25.274019241333008
2018-07-31,26.467416763305664
2018-08-01,25.597816467285156
2018-08-02,25.653318405151367
2018-08-03,26.337902069091797
2018-08-06,26.97623062133789
2018-08-07,27.281513214111328
2018-08-08,27.087242126464844
2018-08-09,26.615434646606445
2018-08-10,26.698699951171875
2018-08-13,26.356403350830078
2018-08-14,26.06962013244629
2018-08-15,25.005741119384766
2018-08-16,25.320283889770508
2018-08-17,25.847591400146484
2018-08-20,26.189884185791016
2018-08-21,26.106626510620117
2018-08-22,25.856842041015625
2018-08-23,25.292526245117188
2018-08-24,25.449798583984375
2018-08-27,26.13437271118164
2018-08-28,26.15287971496582
2018-08-29,26.606178283691406
2018-08-30,25.977108001708984
2018-08-31,25.8660888671875
2018-09-04,25.301780700683594
2018-09-05,24.968730926513672
2018-09-06,23.06300926208496
2018-09-07,23.10926628112793
2018-09-10,23.719833374023438
2018-09-11,24.21939468383789
2018-09-12,24.598691940307617
2018-09-13,25.755081176757812
2018-09-14,26.476667404174805
2018-09-17,26.569177627563477
2018-09-18,27.07798957824707
2018-09-19,26.920719146728516
2018-09-20,27.179750442504883
2018-09-21,27.179750442504883
2018-09-24,27.327774047851562
2018-09-25,26.939224243164062
2018-09-26,26.337902069091797
2018-09-27,25.940101623535156
2018-09-28,26.217639923095703
2018-10-01,25.912351608276367
2018-10-02,25.977108001708984
2018-10-03,25.903099060058594
2018-10-04,25.690326690673828
2018-10-05,25.394283294677734
2018-10-08,25.033496856689453
2018-10-09,25.218515396118164
2018-10-10,24.22864532470703
2018-10-11,23.68283462524414
2018-10-12,23.830852508544922
2018-10-15,24.099132537841797
2018-10-16,25.11675453186035
2018-10-17,24.87622833251953
2018-10-18,24.080629348754883
2018-10-19,23.590328216552734
2018-10-22,23.294288635253906
2018-10-23,23.053756713867188
2018-10-24,21.61983871459961
2018-10-25,22.720714569091797
2018-10-26,24.154638290405273
2018-10-29,23.664331436157227
2018-10-30,24.598691940307617
2018-10-31,25.033496856689453
2018-11-01,23.86785316467285
2018-11-02,23.914112091064453
2018-11-05,24.533935546875
2018-11-06,25.338777542114258
2018-11-07,25.847591400146484
2018-11-08,25.079753875732422
2018-11-09,24.56169319152832
2018-11-12,24.339662551879883
2018-11-13,23.61807632446289
2018-11-14,23.331287384033203
2018-11-15,24.025123596191406
2018-11-16,23.581069946289062
2018-11-19,22.60970687866211
2018-11-20,22.433929443359375
2018-11-21,22.89649200439453
2018-11-23,22.369178771972656
2018-11-26,23.09076499938965
2018-11-27,22.60970687866211
2018-11-28,23.44230842590332
2018-11-29,23.44230842590332
2018-11-30,22.89649200439453
2018-12-03,23.470060348510742
2018-12-04,21.536575317382812
2018-12-06,21.185033798217773
2018-12-07,20.62997055053711
2018-12-10,20.42644500732422
2018-12-11,19.963884353637695
2018-12-12,20.204416275024414
2018-12-13,19.751110076904297
2018-12-14,19.630849838256836
2018-12-17,18.96476936340332
2018-12-18,19.05727767944336
2018-12-19,18.25243377685547
2018-12-20,17.762123107910156
2018-12-21,18.372703552246094
2018-12-24,17.503093719482422
2018-12-26,18.705732345581055
2018-12-27,18.863004684448242
2018-12-28,18.853750228881836
2018-12-31,18.91851043701172
2019-01-02,19.427326202392578
2019-01-03,19.038776397705078
2019-01-04,19.371816635131836
2019-01-07,19.99163818359375
2019-01-08,20.222919464111328
2019-01-09,20.703981399536133
2019-01-10,20.805740356445312
2019-01-11,21.00926399230957
2019-01-14,20.352432250976562
2019-01-15,20.278427124023438
2019-01-16,20.204416275024414
2019-01-17,20.565210342407227
2019-01-18,21.48107147216797
2019-01-22,21.07402801513672
2019-01-23,20.750232696533203
2019-01-24,20.95375633239746
2019-01-25,22.369178771972656
2019-01-28,22.17490577697754
2019-01-29,22.60970687866211
2019-01-30,22.78547477722168
2019-01-31,22.82248306274414
2019-02-01,22.933496475219727
2019-02-04,23.035255432128906
2019-02-05,23.16477394104004
2019-02-06,23.26653289794922
2019-02-07,23.053756713867188
2019-02-08,22.544946670532227
2019-02-11,22.600452423095703
2019-02-12,22.78547477722168
2019-02-13,23.405298233032227
2019-02-14,23.460811614990234
2019-02-15,24.154638290405273
2019-02-19,23.978870391845703
2019-02-20,24.5801944732666
2019-02-21,25.024248123168945
2019-02-22,24.737459182739258
2019-02-25,25.033496856689453
2019-02-26,24.663448333740234
2019-02-27,24.654199600219727
2019-02-28,24.83922004699707
2019-03-01,25.292526245117188
2019-03-04,24.95948600769043
2019-03-05,24.922483444213867
2019-03-06,24.339662551879883
2019-03-07,24.632343292236328
2019-03-08,24.73619842529297
2019-03-11,25.604795455932617
2019-03-12,25.54814910888672
2019-03-13,26.171274185180664
2019-03-14,25.491497039794922
2019-03-15,26.350656509399414
2019-03-18,26.624452590942383
2019-03-19,26.190149307250977
2019-03-20,26.26567840576172
2019-03-21,26.426191329956055
2019-03-22,25.26490592956543
2019-03-25,25.58591079711914
2019-03-26,25.80306625366211
2019-03-27,25.538713455200195
2019-03-28,25.736974716186523
2019-03-29,26.256242752075195
2019-04-01,26.397857666015625
2019-04-02,26.275121688842773
2019-04-03,26.426191329956055
2019-04-04,26.4733943939209
2019-04-05,26.681106567382812
2019-04-08,26.747194290161133
2019-04-09,26.28456687927246
2019-04-10,26.445072174072266
2019-04-11,26.662220001220703
2019-04-12,26.180709838867188
2019-04-15,25.74641227722168
2019-04-16,25.888038635253906
2019-04-17,25.38764762878418
2019-04-18,25.567028045654297
2019-04-22,25.79361915588379
2019-04-23,26.24680519104004
2019-04-24,26.26567840576172
2019-04-25,26.227916717529297
2019-04-26,26.482837677001953
2019-04-29,30.731414794921875
2019-04-30,31.8643741607666
2019-05-01,32.676326751708984
2019-05-02,33.01621627807617
2019-05-03,32.76129150390625
2019-05-06,32.19481658935547
2019-05-07,32.09097671508789
2019-05-08,31.458396911621094
2019-05-09,31.5622501373291
2019-05-10,32.393096923828125
2019-05-13,31.892696380615234
2019-05-14,32.53469467163086
2019-05-15,33.29000473022461
2019-05-16,33.101192474365234
2019-05-17,32.78962707519531
2019-05-20,33.1861686706543
2019-05-21,33.88481903076172
2019-05-22,33.677093505859375
2019-05-23,32.950130462646484
2019-05-24,33.299434661865234
2019-05-28,33.32778549194336
2019-05-29,32.987892150878906
2019-05-30,32.78017807006836
2019-05-31,32.072086334228516
2019-06-03,31.87381362915039
2019-06-04,32.2797966003418
2019-06-05,31.722753524780273
2019-06-06,32.42301940917969
2019-06-07,32.259944915771484
2019-06-10,32.65324401855469
2019-06-11,32.375057220458984
2019-06-12,31.7419376373291
2019-06-13,32.11604690551758
2019-06-14,32.05849838256836
2019-06-17,32.2215690612793
2019-06-18,33.18083190917969
2019-06-19,33.40146255493164
2019-06-20,33.468605041503906
2019-06-21,32.71078872680664
2019-06-24,32.39423370361328
2019-06-25,32.470977783203125
2019-06-26,32.327091217041016
2019-06-27,32.51894760131836
2019-06-28,33.190425872802734
2019-07-01,33.41105651855469
2019-07-02,33.08490753173828
2019-07-03,33.190425872802734
2019-07-05,33.08490753173828
2019-07-08,32.71078872680664
2019-07-09,31.703567504882812
2019-07-10,31.713163375854492
2019-07-11,30.974531173706055
2019-07-12,31.905014038085938
2019-07-15,31.17597007751465
2019-07-16,32.00093460083008
2019-07-17,31.588455200195312
2019-07-18,31.444570541381836
2019-07-19,32.16401672363281
2019-07-22,32.0872688293457
2019-07-23,32.470977783203125
2019-07-24,32.62445831298828
2019-07-25,32.1352424621582
2019-07-26,31.75153160095215
2019-07-29,30.974531173706055
2019-07-30,31.84745979309082
2019-07-31,31.626832962036133
2019-08-01,29.938528060913086
2019-08-02,29.785049438476562
2019-08-05,28.95049476623535
2019-08-06,29.631568908691406
2019-08-07,29.439716339111328
2019-08-08,29.689119338989258
2019-08-09,29.17112159729004
2019-08-12,28.969676971435547
2019-08-13,29.324602127075195
2019-08-14,28.192672729492188
2019-08-15,28.240644454956055
2019-08-16,28.75864028930664
2019-08-19,29.01763916015625
2019-08-20,28.538009643554688
2019-08-21,28.38452911376953
2019-08-22,28.288597106933594
2019-08-23,27.079931259155273
2019-08-26,27.070343017578125
2019-08-27,26.600299835205078
2019-08-28,26.868896484375
2019-08-29,27.3293399810791
2019-08-30,27.511598587036133
2019-09-03,26.34130096435547
2019-09-04,25.679414749145508
2019-09-05,27.6562557220459
2019-09-06,27.55839729309082
2019-09-09,28.155363082885742
2019-09-10,29.72118377685547
2019-09-11,29.574382781982422
2019-09-12,30.083271026611328
2019-09-13,30.56280517578125
2019-09-16,31.169557571411133
2019-09-17,30.396438598632812
2019-09-18,30.093061447143555
2019-09-19,29.388446807861328
2019-09-20,28.86976432800293
2019-09-23,28.67403793334961
2019-09-24,28.311948776245117
2019-09-25,28.683828353881836
2019-09-26,28.556602478027344
2019-09-27,28.067289352416992
2019-09-30,27.685617446899414
2019-10-01,26.481895446777344
2019-10-02,26.54061508178711
2019-10-03,27.235441207885742
2019-10-04,27.617109298706055
2019-10-07,26.980998992919922
2019-10-08,26.432964324951172
2019-10-09,26.746124267578125
2019-10-10,27.529033660888672
2019-10-11,28.938270568847656
2019-10-14,28.44895362854004
2019-10-15,28.762115478515625
2019-10-16,28.820829391479492
2019-10-17,29.026348114013672
2019-10-18,30.190921783447266
2019-10-21,30.44537353515625
2019-10-22,31.296783447265625
2019-10-23,31.86439323425293
2019-10-24,31.57080078125
2019-10-25,32.08948516845703
2019-10-28,31.629518508911133
2019-10-29,32.314571380615234
2019-10-30,31.424007415771484
2019-10-31,31.14999008178711
2019-11-01,32.148197174072266
2019-11-04,32.7255859375
2019-11-05,31.942686080932617
2019-11-06,32.030757904052734
2019-11-07,32.52986526489258
2019-11-08,33.009395599365234
2019-11-11,33.097469329833984
2019-11-12,32.91154098510742
2019-11-13,32.66687774658203
2019-11-14,32.29499053955078
2019-11-15,32.93110656738281
2019-11-18,33.019187927246094
2019-11-19,32.940887451171875
2019-11-20,32.86260986328125
2019-11-21,32.49072265625
2019-11-22,32.940887451171875
2019-11-25,33.22470474243164
2019-11-26,33.21491241455078
2019-11-27,33.39106750488281
2019-11-29,33.14639663696289
2019-12-02,32.82345199584961
2019-12-03,32.559226989746094
2019-12-04,32.66687774658203
2019-12-05,33.3331413269043
2019-12-06,33.899959564208984
2019-12-09,33.66129684448242
2019-12-10,33.25358200073242
2019-12-11,34.09884262084961
2019-12-12,34.82477951049805
2019-12-13,35.34187698364258
2019-12-16,35.97831726074219
2019-12-17,35.87886428833008
2019-12-18,35.95841979980469
2019-12-19,36.28658676147461
2019-12-20,36.43574142456055
2019-12-23,36.674407958984375
2019-12-24,36.5749626159668
2019-12-26,36.74402618408203
2019-12-27,36.74402618408203
2019-12-30,36.28658676147461
2019-12-31,36.475528717041016
2020-01-02,36.674407958984375
2020-01-03,36.51530456542969
2020-01-06,36.07774353027344
2020-01-07,35.80925750732422
2020-01-08,35.55070877075195
2020-01-09,35.60042190551758
2020-01-10,34.9441032409668
2020-01-13,35.242431640625
2020-01-14,34.73527908325195
2020-01-15,34.307674407958984
2020-01-16,34.91427230834961
2020-01-17,35.28221893310547
2020-01-21,34.36734390258789
2020-01-22,34.307674407958984
2020-01-23,34.67560958862305
2020-01-24,34.46678161621094
2020-01-27,34.32756423950195
2020-01-28,35.38166427612305
2020-01-29,35.89876174926758
2020-01-30,36.008148193359375
2020-01-31,35.113162994384766
2020-02-03,35.57059860229492
2020-02-04,36.35619354248047
2020-02-05,36.545135498046875
2020-02-06,36.813629150390625
2020-02-07,36.88323974609375
2020-02-10,37.35062026977539
2020-02-11,37.52961730957031
2020-02-12,38.26548767089844
2020-02-13,37.340675354003906
2020-02-14,36.62469482421875
2020-02-18,37.340675354003906
2020-02-19,37.45005798339844
2020-02-20,38.43454360961914
2020-02-21,38.394771575927734
2020-02-24,36.35619354248047
2020-02-25,35.530818939208984
2020-02-26,35.55070877075195
2020-02-27,33.42263412475586
2020-02-28,32.60720443725586
2020-03-02,32.617149353027344
2020-03-03,31.523284912109375
2020-03-04,30.777467727661133
2020-03-05,26.680431365966797
2020-03-06,27.63507843017578
2020-03-09,23.199947357177734
2020-03-10,23.726993560791016
2020-03-11,23.359054565429688
2020-03-12,21.221036911010742
2020-03-13,22.871782302856445
2020-03-16,21.131546020507812
2020-03-17,21.419923782348633
2020-03-18,19.11285400390625
2020-03-19,19.898448944091797
2020-03-20,19.50067901611328
2020-03-23,19.39129638671875
2020-03-24,22.285072326660156
2020-03-25,23.150224685668945
2020-03-26,23.279497146606445
2020-03-27,22.50384521484375
2020-03-30,23.61760711669922
2020-03-31,24.66175079345703
2020-04-01,23.657381057739258
2020-04-02,22.911561965942383
2020-04-03,23.359054565429688
2020-04-06,25.288236618041992
2020-04-07,24.681636810302734
2020-04-08,25.556734085083008
2020-04-09,26.352272033691406
2020-04-13,26.07383155822754
2020-04-14,26.20311164855957
2020-04-15,24.22420310974121
2020-04-16,24.46286392211914
2020-04-17,26.660545349121094
2020-04-20,26.282663345336914
2020-04-21,26.23294448852539
2020-04-22,26.670488357543945
2020-04-23,27.207477569580078
2020-04-24,27.664915084838867
2020-04-27,28.609621047973633
2020-04-28,29.10683250427246
2020-04-29,30.150978088378906
2020-04-30,28.917892456054688
2020-05-01,27.973182678222656
2020-05-04,27.217426300048828
2020-05-05,27.436195373535156
2020-05-06,27.1279239654541
2020-05-07,27.525693893432617
2020-05-08,29.00739097595215
2020-05-11,28.927837371826172
2020-05-12,27.306922912597656
2020-05-13,25.775508880615234
2020-05-14,26.561100006103516
2020-05-15,26.27272605895996
2020-05-18,28.540010452270508
2020-05-19,28.32123374938965
2020-05-20,28.85822868347168
2020-05-21,29.246051788330078
2020-05-22,28.38089942932129
2020-05-26,30.240476608276367
2020-05-27,29.832759857177734
2020-05-28,28.589731216430664
2020-05-29,28.042797088623047
2020-06-01,28.599674224853516
2020-06-02,28.689172744750977
2020-06-03,30.618358612060547
2020-06-04,30.50897216796875
2020-06-05,33.0546989440918
2020-06-08,34.834712982177734
2020-06-09,32.90553665161133
2020-06-10,32.59727096557617
2020-06-11,30.578584671020508
2020-06-12,31.045963287353516
2020-06-15,30.84708023071289
2020-06-16,31.19512939453125
2020-06-17,29.385271072387695
2020-06-18,29.216218948364258
2020-06-19,28.649394989013672
2020-06-22,29.00739097595215
2020-06-23,28.818452835083008
2020-06-24,27.346696853637695
2020-06-25,27.416309356689453
2020-06-26,27.078201293945312
2020-06-29,27.953296661376953
2020-06-30,27.96324348449707
2020-07-01,27.88369369506836
2020-07-02,28.301347732543945
2020-07-06,29.1466064453125
2020-07-07,27.943357467651367
2020-07-08,27.96324348449707
2020-07-09,27.704692840576172
2020-07-10,28.152185440063477
2020-07-13,28.47039794921875
2020-07-14,29.564271926879883
2020-07-15,30.787412643432617
2020-07-16,30.50897216796875
2020-07-17,30.47913932800293
2020-07-20,31.125516891479492
2020-07-21,31.47356605529785
2020-07-22,31.722169876098633
2020-07-23,31.453672409057617
2020-07-24,31.42384147644043
2020-07-27,31.642610549926758
2020-07-28,31.17523193359375
2020-07-29,31.980724334716797
2020-07-30,31.632671356201172
2020-07-31,31.41390037536621
2020-08-03,32.44810485839844
2020-08-04,32.46798324584961
2020-08-05,32.71659851074219
2020-08-06,32.855812072753906
2020-08-07,33.71101379394531
2020-08-10,34.834712982177734
2020-08-11,35.660099029541016
2020-08-12,35.41147994995117
2020-08-13,34.924217224121094
2020-08-14,35.202667236328125
2020-08-17,34.61595153808594
2020-08-18,34.42700958251953
2020-08-19,34.23807144165039
2020-08-20,34.43694305419922
2020-08-21,34.51650619506836
2020-08-24,35.242431640625
2020-08-25,35.043540954589844
2020-08-26,34.96400451660156
2020-08-27,35.09327697753906
2020-08-28,35.56064987182617
2020-08-31,34.86455154418945
2020-09-01,36.008148193359375
2020-09-02,35.89876174926758
2020-09-03,35.19271469116211
2020-09-04,35.113162994384766
2020-09-08,34.27784729003906
2020-09-09,35.2225341796875
2020-09-10,34.834712982177734
2020-09-11,35.779422760009766
2020-09-14,36.11753463745117
2020-09-15,36.12747573852539
2020-09-16,36.72412872314453
2020-09-17,36.9826774597168
2020-09-18,35.699867248535156
2020-09-21,34.46678161621094
2020-09-22,34.90433120727539
2020-09-23,34.834712982177734
2020-09-24,35.17283248901367
2020-09-25,35.17283248901367
2020-09-28,35.84903335571289
2020-09-29,35.6700325012207
2020-09-30,35.40154266357422
2020-10-01,35.371707916259766
2020-10-02,35.87886428833008
2020-10-05,36.70425033569336
2020-10-06,36.24679946899414
2020-10-07,36.455631256103516
2020-10-08,37.022464752197266
2020-10-09,36.923011779785156
2020-10-12,37.002559661865234
2020-10-13,37.32079315185547
2020-10-14,37.161678314208984
2020-10-15,36.863346099853516
2020-10-16,37.012516021728516
2020-10-19,36.395973205566406
2020-10-20,37.03239822387695
2020-10-21,37.05228805541992
2020-10-22,37.71855926513672
2020-10-23,38.05665588378906
2020-10-26,36.35619354248047
2020-10-27,35.89876174926758
2020-10-28,35.043540954589844
2020-10-29,34.88444519042969
2020-10-30,34.74521255493164
2020-11-02,35.779422760009766
2020-11-03,38.533992767333984
2020-11-04,37.8577766418457
2020-11-05,39.5781364440918
2020-11-06,40.02561950683594
2020-11-09,42.54152297973633
2020-11-10,42.511688232421875
2020-11-11,42.37247848510742
2020-11-12,42.263092041015625
2020-11-13,42.52162170410156
2020-11-16,44.73921203613281
2020-11-17,44.391143798828125
2020-11-18,43.665225982666016
2020-11-19,43.953609466552734
2020-11-20,44.01327133178711
2020-11-23,44.2320442199707
2020-11-24,45.21652603149414
2020-11-25,44.56019592285156
2020-11-27,44.55025863647461
2020-11-30,44.02320861816406
2020-12-01,44.55025863647461
2020-12-02,44.08287811279297
2020-12-03,44.21215057373047
2020-12-04,44.938079833984375
2020-12-07,44.08287811279297
2020-12-08,44.291709899902344
2020-12-09,44.73921203613281
2020-12-10,44.54031753540039
2020-12-11,44.07292938232422
2020-12-14,43.61549758911133
2020-12-15,44.51047897338867
2020-12-16,44.07292938232422
2020-12-17,45.18669509887695
2020-12-18,44.96791458129883
2020-12-21,45.40547180175781
2020-12-22,45.306026458740234
2020-12-23,45.50490188598633
2020-12-24,45.77340316772461
2020-12-28,44.84858703613281
2020-12-29,44.2320442199707
2020-12-30,44.98780822753906
2020-12-31,45.306026458740234
2021-01-04,44.062992095947266
2021-01-05,44.948028564453125
2021-01-06,46.41977310180664
2021-01-07,46.75788497924805
2021-01-08,46.14133834838867
2021-01-11,46.2308349609375
2021-01-12,46.79766845703125
2021-01-13,45.823123931884766
2021-01-14,46.081668853759766
2021-01-15,45.65407180786133
2021-01-19,46.031951904296875
2021-01-20,45.73362731933594
2021-01-21,45.50490188598633
2021-01-22,44.97786331176758
2021-01-25,44.26188278198242
2021-01-26,43.34700012207031
