Date,STX
2003-04-11,5.039799213409424
2003-04-14,5.085823059082031
2003-04-15,5.269925117492676
2003-04-16,5.477039813995361
2003-04-17,5.638131141662598
2003-04-21,5.642732620239258
2003-04-22,5.6841535568237305
2003-04-23,5.408001899719238
2003-04-24,5.292936325073242
2003-04-25,5.228501319885254
2003-04-28,5.283731937408447
2003-04-29,5.541475772857666
2003-04-30,5.564488887786865
2003-05-01,5.638131141662598
2003-05-02,5.656538486480713
2003-05-05,5.77160120010376
2003-05-06,5.75319242477417
2003-05-07,5.859306335449219
2003-05-08,5.868534088134766
2003-05-09,5.808557987213135
2003-05-12,6.163808345794678
2003-05-13,6.426784992218018
2003-05-14,6.297603130340576
2003-05-15,6.182260513305664
2003-05-16,6.251467227935791
2003-05-19,6.159193992614746
2003-05-20,6.043851852416992
2003-05-21,6.126899242401123
2003-05-22,6.196102142333984
2003-05-23,6.145351886749268
2003-05-27,6.436009883880615
2003-05-28,6.846622467041016
2003-05-29,6.9896440505981445
2003-05-30,6.9896440505981445
2003-06-02,7.169579029083252
2003-06-03,6.8558526039123535
2003-06-04,6.906601428985596
2003-06-05,7.367965221405029
2003-06-06,7.104986190795898
2003-06-09,7.0819172859191895
2003-06-10,6.929668426513672
2003-06-11,7.035782814025879
2003-06-12,7.197261333465576
2003-06-13,7.3633527755737305
2003-06-16,7.843170642852783
2003-06-17,7.9585065841674805
2003-06-18,8.129212379455566
2003-06-19,8.000028610229492
2003-06-20,7.986189365386963
2003-06-23,7.8293256759643555
2003-06-24,7.773962497711182
2003-06-25,7.953890800476074
2003-06-26,8.479844093322754
2003-06-27,8.387578010559082
2003-06-30,8.143050193786621
2003-07-01,8.392192840576172
2003-07-02,9.0519380569458
2003-07-03,8.996575355529785
2003-07-07,9.38873291015625
2003-07-08,9.430262565612793
2003-07-09,9.333366394042969
2003-07-10,9.134981155395508
2003-07-11,9.38873291015625
2003-07-14,9.688616752624512
2003-07-15,9.527140617370605
2003-07-16,9.946979522705078
2003-07-17,9.697844505310059
2003-07-18,9.24109935760498
2003-07-21,9.111907958984375
2003-07-22,9.190345764160156
2003-07-23,8.996575355529785
2003-07-24,8.73359489440918
2003-07-25,8.715142250061035
2003-07-28,9.448709487915039
2003-07-29,9.457938194274902
2003-07-30,9.624030113220215
2003-07-31,10.057710647583008
2003-08-01,9.771661758422852
2003-08-04,9.711687088012695
2003-08-05,9.688616752624512
2003-08-06,10.00294017791748
2003-08-07,9.924361228942871
2003-08-08,10.076906204223633
2003-08-11,10.247930526733398
2003-08-12,10.308023452758789
2003-08-13,10.030677795410156
2003-08-14,9.56843376159668
2003-08-15,9.56843376159668
2003-08-18,9.915115356445312
2003-08-19,10.164730072021484
2003-08-20,10.067658424377441
2003-08-21,10.20171070098877
2003-08-22,10.141621589660645
2003-08-25,10.076906204223633
2003-08-26,10.173977851867676
2003-08-27,10.964409828186035
2003-08-28,10.982902526855469
2003-08-29,10.636216163635254
2003-09-02,11.34807014465332
2003-09-03,11.278735160827637
2003-09-04,11.371184349060059
2003-09-05,11.075346946716309
2003-09-08,11.671640396118164
2003-09-09,11.63003921508789
2003-09-10,11.454387664794922
2003-09-11,10.969027519226074
2003-09-12,10.839604377746582
2003-09-15,10.76564884185791
2003-09-16,11.532970428466797
2003-09-17,11.791829109191895
2003-09-18,12.147756576538086
2003-09-19,12.392745018005371
2003-09-22,12.244827270507812
2003-09-23,12.637727737426758
2003-09-24,12.240201950073242
2003-09-25,11.972099304199219
2003-09-26,11.995216369628906
2003-09-29,12.554527282714844
2003-09-30,12.573017120361328
2003-10-01,12.989030838012695
2003-10-02,12.9058256149292
2003-10-03,12.81338119506836
2003-10-06,12.942811965942383
2003-10-07,13.405050277709961
2003-10-08,13.238649368286133
2003-10-09,13.529860496520996
2003-10-10,13.765604972839355
2003-10-13,13.844188690185547
2003-10-14,14.144641876220703
2003-10-15,14.09841537475586
2003-10-16,14.029081344604492
2003-10-17,13.691645622253418
2003-10-20,13.543729782104492
2003-10-21,13.63617992401123
2003-10-22,10.298778533935547
2003-10-23,10.26180362701416
2003-10-24,10.284913063049316
2003-10-27,9.707104682922363
2003-10-28,10.585370063781738
2003-10-29,11.463632583618164
2003-10-30,10.816488265991211
2003-10-31,10.622347831726074
2003-11-03,10.700929641723633
2003-11-04,10.391227722167969
2003-11-05,10.511628150939941
2003-11-06,10.831144332885742
2003-11-07,10.067084312438965
2003-11-10,9.381742477416992
2003-11-11,9.020551681518555
2003-11-12,9.701258659362793
2003-11-13,9.844807624816895
2003-11-14,9.2196683883667
2003-11-17,9.261346817016602
2003-11-18,9.066855430603027
2003-11-19,9.002026557922363
2003-11-20,8.7982759475708
2003-11-21,8.7982759475708
2003-11-24,9.094636917114258
2003-11-25,8.94645881652832
2003-11-26,9.150206565856934
2003-11-28,9.145572662353516
2003-12-01,9.173360824584961
2003-12-02,9.122425079345703
2003-12-03,8.779755592346191
2003-12-04,8.705662727355957
2003-12-05,9.076116561889648
2003-12-08,9.076116561889648
2003-12-09,8.659357070922852
2003-12-10,8.279643058776855
2003-12-11,8.86773681640625
2003-12-12,8.682511329650879
2003-12-15,8.085151672363281
2003-12-16,8.154614448547363
2003-12-17,8.103677749633789
2003-12-18,8.219441413879395
2003-12-19,8.163875579833984
2003-12-22,8.228705406188965
2003-12-23,8.47413158416748
2003-12-24,8.589893341064453
2003-12-26,8.566740989685059
2003-12-29,8.789013862609863
2003-12-30,8.728816032409668
2003-12-31,8.751971244812012
2004-01-02,8.941828727722168
2004-01-05,9.228928565979004
2004-01-06,9.400261878967285
2004-01-07,9.553075790405273
2004-01-08,9.960577964782715
2004-01-09,9.460460662841797
2004-01-12,9.678106307983398
2004-01-13,9.701258659362793
2004-01-14,9.261346817016602
2004-01-15,8.923311233520508
2004-01-16,9.224297523498535
2004-01-20,9.409526824951172
2004-01-21,7.455384731292725
2004-01-22,7.529476165771484
2004-01-23,7.4461188316345215
2004-01-26,7.524845123291016
2004-01-27,7.645240783691406
2004-01-28,7.663761615753174
2004-01-29,7.608193874359131
2004-01-30,7.547995567321777
2004-02-02,7.455384731292725
2004-02-03,7.547995567321777
2004-02-04,7.455384731292725
2004-02-05,7.798050403594971
2004-02-06,8.02032470703125
2004-02-09,7.710067272186279
2004-02-10,7.686915874481201
2004-02-11,7.8728156089782715
2004-02-12,7.854223728179932
2004-02-13,8.156309127807617
2004-02-17,8.016887664794922
2004-02-18,8.026180267333984
2004-02-19,8.277143478393555
2004-02-20,8.133070945739746
2004-02-23,7.719446659088135
2004-02-24,7.761275768280029
2004-02-25,7.854223728179932
2004-02-26,8.044769287109375
2004-02-27,8.040122985839844
2004-03-01,8.077303886413574
2004-03-02,7.775217533111572
2004-03-03,7.747333526611328
2004-03-04,7.710149765014648
2004-03-05,7.621851444244385
2004-03-08,7.412715435028076
2004-03-09,7.282587051391602
2004-03-10,7.268647193908691
2004-03-11,7.143162250518799
2004-03-12,7.343003749847412
2004-03-15,7.226818561553955
2004-03-16,7.343003749847412
2004-03-17,7.514957904815674
2004-03-18,7.482429027557373
2004-03-19,7.408066272735596
2004-03-22,7.166397571563721
2004-03-23,7.110627174377441
2004-03-24,7.310470104217529
2004-03-25,7.426659107208252
2004-03-26,7.43595027923584
2004-03-29,7.593966960906982
2004-03-30,7.631144046783447
2004-03-31,7.496368885040283
2004-04-01,7.5474934577941895
2004-04-02,7.48707389831543
2004-04-05,7.27794075012207
2004-04-06,7.2454047203063965
2004-04-07,6.961913108825684
2004-04-08,7.0641560554504395
2004-04-12,7.040916919708252
2004-04-13,7.166397571563721
2004-04-14,7.110627174377441
2004-04-15,7.03162145614624
2004-04-16,6.9386725425720215
2004-04-19,6.873608589172363
2004-04-20,6.748128890991211
2004-04-21,6.42745304107666
2004-04-22,5.902286052703857
2004-04-23,5.916229724884033
2004-04-26,5.837223052978516
2004-04-27,5.827926158905029
2004-04-28,5.967353343963623
2004-04-29,5.888347148895264
2004-04-30,5.8139848709106445
2004-05-03,5.762862682342529
2004-05-04,5.711740493774414
2004-05-05,5.683720588684082
2004-05-06,5.4782280921936035
2004-05-07,5.62300443649292
2004-05-10,5.599654674530029
2004-05-11,5.791137218475342
2004-05-12,5.749102592468262
2004-05-13,5.758444786071777
2004-05-14,5.604325771331787
2004-05-17,5.510921478271484
2004-05-18,5.62300443649292
2004-05-19,5.641687870025635
2004-05-20,5.632345199584961
2004-05-21,5.697730541229248
2004-05-24,5.8518500328063965
2004-05-25,6.076025009155273
2004-05-26,6.230143070220947
2004-05-27,5.9966278076171875
2004-05-28,5.744434833526611
2004-06-01,5.921904563903809
2004-06-02,5.702401638031006
2004-06-03,5.88454008102417
2004-06-04,5.98261833190918
2004-06-07,6.094701766967773
2004-06-08,6.108715534210205
2004-06-09,6.090031623840332
2004-06-10,6.337560176849365
2004-06-14,6.356238842010498
2004-06-15,6.491675853729248
2004-06-16,6.468327045440674
2004-06-17,6.515026092529297
2004-06-18,6.547719955444336
2004-06-21,6.538379669189453
2004-06-22,6.510356903076172
2004-06-23,6.6831583976745605
2004-06-24,6.5523881912231445
2004-06-25,6.52903938293457
2004-06-28,6.449643135070801
2004-06-29,6.543050765991211
2004-06-30,6.739200115203857
2004-07-01,6.655135631561279
2004-07-02,6.636455535888672
2004-07-06,6.384261608123779
2004-07-07,6.435633659362793
2004-07-08,6.244154453277588
2004-07-09,6.323546409606934
2004-07-12,6.309534549713135
2004-07-13,6.220801830291748
2004-07-14,5.8378376960754395
2004-07-15,5.90789270401001
2004-07-16,5.9312424659729
2004-07-19,6.468327045440674
2004-07-20,6.678488254547119
2004-07-21,5.562291622161865
2004-07-22,5.5716328620910645
2004-07-23,5.566962718963623
2004-07-26,5.389495849609375
2004-07-27,5.440865516662598
2004-07-28,5.328779697418213
2004-07-29,5.408176422119141
2004-07-30,5.356800079345703
2004-08-02,5.338120460510254
2004-08-03,5.132627487182617
2004-08-04,5.203064918518066
2004-08-05,5.207764625549316
2004-08-06,5.071580410003662
2004-08-09,4.944790363311768
2004-08-10,5.137323379516602
2004-08-11,5.038708209991455
2004-08-12,4.841479778289795
2004-08-13,4.827394008636475
2004-08-16,5.024622917175293
2004-08-17,5.0340142250061035
2004-08-18,5.231241703033447
2004-08-19,5.273502826690674
2004-08-20,5.480125904083252
2004-08-23,5.3439435958862305
2004-08-24,5.259417533874512
2004-08-25,5.296983242034912
2004-08-26,5.198370456695557
2004-08-27,5.188978672027588
2004-08-30,5.1420207023620605
2004-08-31,5.132627010345459
2004-09-01,5.400291919708252
2004-09-02,5.606914043426514
2004-09-03,5.574041843414307
2004-09-07,5.785357475280762
2004-09-08,5.851101875305176
2004-09-09,5.860494613647461
2004-09-10,6.236166477203369
2004-09-13,6.278428554534912
2004-09-14,6.367649078369141
2004-09-15,6.264342784881592
2004-09-16,6.391132831573486
2004-09-17,6.4756574630737305
2004-09-20,6.588357925415039
2004-09-21,6.409914970397949
2004-09-22,6.198598384857178
2004-09-23,6.273732662200928
2004-09-24,6.114071846008301
2004-09-27,6.029547691345215
2004-09-28,6.151639461517334
2004-09-29,6.3206915855407715
2004-09-30,6.348867893218994
2004-10-01,6.517922401428223
2004-10-04,6.67758321762085
2004-10-05,6.668190002441406
2004-10-06,6.715149402618408
2004-10-07,6.5742716789245605
2004-10-08,6.550790786743164
2004-10-11,6.597748279571533
2004-10-12,6.414607524871826
2004-10-13,6.414607524871826
2004-10-14,6.212686538696289
2004-10-15,6.212686538696289
2004-10-18,6.5742716789245605
2004-10-19,6.682278156280518
2004-10-20,6.438088893890381
2004-10-21,6.217380046844482
2004-10-22,6.057722568511963
2004-10-25,5.921538352966309
2004-10-26,5.921538352966309
2004-10-27,6.057722568511963
2004-10-28,5.898058891296387
2004-10-29,5.935628414154053
2004-11-01,5.963801860809326
2004-11-02,5.963801860809326
2004-11-03,5.963801860809326
2004-11-04,6.0534515380859375
2004-11-05,6.275201797485352
2004-11-08,6.407313346862793
2004-11-09,6.449777603149414
2004-11-10,6.2185845375061035
2004-11-11,6.445058822631836
2004-11-12,6.695126056671143
2004-11-15,6.789487361907959
2004-11-16,6.605476379394531
2004-11-17,6.695126056671143
2004-11-18,6.629066467285156
2004-11-19,6.553579330444336
2004-11-22,6.610198974609375
2004-11-23,6.643222808837891
2004-11-24,6.921596050262451
2004-11-26,6.9734978675842285
2004-11-29,6.916878700256348
2004-11-30,7.067862510681152
2004-12-01,7.770877361297607
2004-12-02,7.964319705963135
2004-12-03,7.8086161613464355
2004-12-06,8.0209379196167
2004-12-07,7.766157627105713
2004-12-08,8.0209379196167
2004-12-09,7.992631435394287
2004-12-10,7.879392623901367
2004-12-13,7.917135715484619
2004-12-14,7.9312920570373535
2004-12-15,7.9501633644104
2004-12-16,7.907702445983887
2004-12-17,7.893547534942627
2004-12-20,7.685945987701416
2004-12-21,7.747281551361084
2004-12-22,7.794463157653809
2004-12-23,7.827494144439697
2004-12-27,7.841646671295166
2004-12-28,7.841646671295166
2004-12-29,7.992631435394287
2004-12-30,8.110586166381836
2004-12-31,8.148324966430664
2005-01-03,8.20494556427002
2005-01-04,8.053966522216797
2005-01-05,7.973757743835449
2005-01-06,7.9312920570373535
2005-01-07,7.860520839691162
2005-01-10,8.110586166381836
2005-01-11,8.105867385864258
2005-01-12,8.247406959533691
2005-01-13,8.445574760437012
2005-01-14,8.407829284667969
2005-01-18,8.6578950881958
2005-01-19,8.124738693237305
2005-01-20,8.186074256896973
2005-01-21,8.186074256896973
2005-01-24,7.964319705963135
2005-01-25,8.016217231750488
2005-01-26,8.025656700134277
2005-01-27,8.134175300598145
2005-01-28,8.0209379196167
2005-01-31,7.983193397521973
2005-02-01,8.002062797546387
2005-02-02,8.068353652954102
2005-02-03,8.082560539245605
2005-02-04,8.371393203735352
2005-02-07,8.276689529418945
2005-02-08,8.200934410095215
2005-02-09,8.16778564453125
2005-02-10,8.16778564453125
2005-02-11,8.18199348449707
2005-02-14,8.077824592590332
2005-02-15,8.281425476074219
2005-02-16,8.215137481689453
2005-02-17,8.371393203735352
2005-02-18,8.309835433959961
2005-02-22,8.129904747009277
2005-02-23,7.9310383796691895
2005-02-24,8.16778564453125
2005-02-25,8.380865097045898
2005-02-28,8.50870418548584
2005-03-01,8.532381057739258
2005-03-02,8.717041969299316
2005-03-03,8.702835083007812
2005-03-04,8.977460861206055
2005-03-07,8.915909767150879
2005-03-08,9.067426681518555
2005-03-09,9.09110164642334
2005-03-10,9.034281730651855
2005-03-11,8.745450973510742
2005-03-14,8.915909767150879
2005-03-15,8.788068771362305
2005-03-16,9.001142501831055
2005-03-17,9.095840454101562
2005-03-18,9.342058181762695
2005-03-21,9.389405250549316
2005-03-22,9.218942642211914
2005-03-23,9.214210510253906
2005-03-24,9.389405250549316
2005-03-28,9.029549598693848
2005-03-29,8.750186920166016
2005-03-30,8.958526611328125
2005-03-31,9.256827354431152
2005-04-01,9.18580436706543
2005-04-04,9.072164535522461
2005-04-05,8.939582824707031
2005-04-06,8.915909767150879
2005-04-07,9.09110164642334
2005-04-08,9.067426681518555
2005-04-11,8.949055671691895
2005-04-12,8.991669654846191
2005-04-13,8.769124984741211
2005-04-14,8.229341506958008
2005-04-15,7.845815658569336
2005-04-18,7.940512180328369
2005-04-19,8.21040153503418
2005-04-20,8.513440132141113
2005-04-21,8.944319725036621
2005-04-22,8.641281127929688
2005-04-25,8.783330917358398
2005-04-26,8.84488582611084
2005-04-27,8.688633918762207
2005-04-28,8.328777313232422
2005-04-29,8.324044227600098
2005-05-02,8.371393203735352
2005-05-03,8.342984199523926
2005-05-04,8.3001708984375
2005-05-05,8.147960662841797
2005-05-06,8.590323448181152
2005-05-09,8.580812454223633
2005-05-10,8.471404075622559
2005-05-11,8.495193481445312
2005-05-12,8.395304679870605
2005-05-13,8.7948579788208
2005-05-16,9.123058319091797
2005-05-17,9.23720932006836
2005-05-18,9.598708152770996
2005-05-19,9.641517639160156
2005-05-20,9.589193344116211
2005-05-23,9.76994800567627
2005-05-24,9.898370742797852
2005-05-25,10.017285346984863
2005-05-26,9.988746643066406
2005-05-27,9.96496295928955
2005-05-31,10.093391418457031
2005-06-01,10.012528419494629
2005-06-02,10.131444931030273
2005-06-03,9.807998657226562
2005-06-06,9.893616676330566
2005-06-07,10.069605827331543
2005-06-08,9.931670188903809
2005-06-09,9.71286678314209
2005-06-10,9.71286678314209
2005-06-13,9.765192031860352
2005-06-14,9.579682350158691
2005-06-15,9.494071960449219
2005-06-16,9.651032447814941
2005-06-17,9.037437438964844
2005-06-20,9.313318252563477
2005-06-21,9.284774780273438
2005-06-22,9.241971969604492
2005-06-23,8.989873886108398
2005-06-24,8.733019828796387
2005-06-27,8.609347343444824
2005-06-28,8.3001708984375
2005-06-29,8.309685707092285
2005-06-30,8.347736358642578
2005-07-01,8.252607345581055
2005-07-05,8.295414924621582
2005-07-06,8.51897144317627
2005-07-07,8.461896896362305
2005-07-08,8.675938606262207
2005-07-11,9.080245971679688
2005-07-12,8.970850944519043
2005-07-13,9.289534568786621
2005-07-14,9.14207935333252
2005-07-15,9.10402774810791
2005-07-18,9.037437438964844
2005-07-19,9.251484870910645
2005-07-20,9.070734024047852
2005-07-21,8.713991165161133
2005-07-22,8.709237098693848
2005-07-25,8.809121131896973
2005-07-26,8.91376781463623
2005-07-27,8.885228157043457
2005-07-28,9.20391845703125
2005-07-29,9.213431358337402
2005-08-01,9.07548999786377
2005-08-02,8.999385833740234
2005-08-03,8.918179512023926
2005-08-04,8.999385833740234
2005-08-05,9.004157066345215
2005-08-08,8.980280876159668
2005-08-09,8.951619148254395
2005-08-10,8.903851509094238
2005-08-11,8.980280876159668
2005-08-12,8.703227043151855
2005-08-15,8.813092231750488
2005-08-16,8.61724853515625
2005-08-17,8.827423095703125
2005-08-18,8.636354446411133
2005-08-19,8.798759460449219
2005-08-22,8.765326499938965
2005-08-23,8.760546684265137
2005-08-24,8.717557907104492
2005-08-25,8.669788360595703
2005-08-26,8.249434471130371
2005-08-29,8.34497356414795
2005-08-30,7.891180515289307
2005-08-31,7.924615859985352
2005-09-01,7.666672706604004
2005-09-02,7.623688220977783
2005-09-06,7.523371696472168
2005-09-07,7.915066242218018
2005-09-08,7.814754486083984
2005-09-09,7.723993301391602
2005-09-12,7.747879981994629
2005-09-13,7.747879981994629
2005-09-14,7.370514869689941
2005-09-15,7.184222221374512
2005-09-16,7.179446697235107
2005-09-19,7.169893264770508
2005-09-20,7.184222221374512
2005-09-21,7.007481098175049
2005-09-22,7.160336971282959
2005-09-23,7.22721529006958
2005-09-26,7.212883949279785
2005-09-27,7.1173481941223145
2005-09-28,7.222435474395752
2005-09-29,7.442165851593018
2005-09-30,7.571138381958008
2005-10-03,7.723993301391602
2005-10-04,7.585469722747803
2005-10-05,7.575915813446045
2005-10-06,7.509037971496582
2005-10-07,7.542475700378418
2005-10-10,7.552031517028809
2005-10-11,7.485157012939453
2005-10-12,7.38962459564209
2005-10-13,7.160336971282959
2005-10-14,7.2797532081604
2005-10-17,7.485157012939453
2005-10-18,7.188999176025391
2005-10-19,7.021813869476318
2005-10-20,6.83074426651001
2005-10-21,6.816413879394531
2005-10-24,6.821190357208252
2005-10-25,6.91672420501709
2005-10-26,6.773423671722412
2005-10-27,6.668334007263184
2005-10-28,6.735210418701172
2005-10-31,6.921502590179443
2005-11-01,6.9835968017578125
2005-11-02,7.2093400955200195
2005-11-03,7.492717742919922
2005-11-04,7.4783124923706055
2005-11-07,7.526340007781982
2005-11-08,7.415872097015381
2005-11-09,7.511929035186768
2005-11-10,7.459099292755127
2005-11-11,7.646417617797852
2005-11-14,7.507126808166504
2005-11-15,7.555159091949463
2005-11-16,7.776100158691406
2005-11-17,8.097900390625
2005-11-18,8.155539512634277
2005-11-21,8.179553031921387
2005-11-22,8.61182689666748
2005-11-23,8.62623405456543
2005-11-25,8.573399543762207
2005-11-28,8.458133697509766
2005-11-29,8.890398025512695
2005-11-30,9.087323188781738
2005-12-01,9.130555152893066
2005-12-02,8.909611701965332
2005-12-05,9.120946884155273
2005-12-06,9.149765014648438
2005-12-07,9.077716827392578
2005-12-08,9.130555152893066
2005-12-09,9.226613998413086
2005-12-12,9.346686363220215
2005-12-13,9.221808433532715
2005-12-14,9.284247398376465
2005-12-15,9.322675704956055
2005-12-16,9.409130096435547
2005-12-19,9.394719123840332
2005-12-20,9.413928031921387
2005-12-21,9.716521263122559
2005-12-22,9.778956413269043
2005-12-23,9.764552116394043
2005-12-27,9.615656852722168
2005-12-28,9.452356338500977
2005-12-29,9.481169700622559
2005-12-30,9.60124683380127
2006-01-03,9.639671325683594
2006-01-04,10.105566024780273
2006-01-05,10.014309883117676
2006-01-06,10.273670196533203
2006-01-09,10.705940246582031
2006-01-10,11.200654983520508
2006-01-11,11.13340950012207
2006-01-12,11.04695987701416
2006-01-13,11.637730598449707
2006-01-17,11.589704513549805
2006-01-18,11.815444946289062
2006-01-19,12.290939331054688
2006-01-20,12.007563591003418
2006-01-23,12.281335830688477
2006-01-24,12.675183296203613
2006-01-25,12.31015396118164
2006-01-26,12.5839262008667
2006-01-27,12.545502662658691
2006-01-30,12.324566841125488
2006-01-31,12.526290893554688
2006-02-01,12.53592300415039
2006-02-02,12.348028182983398
2006-02-03,12.290218353271484
2006-02-06,12.02042007446289
2006-02-07,11.731350898742676
2006-02-08,11.991514205932617
2006-02-09,12.073415756225586
2006-02-10,12.12641716003418
2006-02-13,12.5070219039917
2006-02-14,12.545561790466309
2006-02-15,12.767179489135742
2006-02-16,12.911715507507324
2006-02-17,13.147793769836426
2006-02-21,13.104430198669434
2006-02-22,12.7238187789917
2006-02-23,12.232401847839355
2006-02-24,12.309489250183105
2006-02-27,12.526290893554688
2006-02-28,12.8009033203125
2006-03-01,13.128512382507324
2006-03-02,13.345318794250488
2006-03-03,13.528395652770996
2006-03-06,13.258598327636719
2006-03-07,12.598556518554688
2006-03-08,11.977062225341797
2006-03-09,11.803624153137207
2006-03-10,11.697627067565918
2006-03-13,11.524185180664062
2006-03-14,11.899972915649414
2006-03-15,12.266134262084961
2006-03-16,11.880703926086426
2006-03-17,11.914434432983398
2006-03-20,12.044508934020996
2006-03-21,12.01559829711914
2006-03-22,11.567551612854004
2006-03-23,11.668723106384277
2006-03-24,11.789167404174805
2006-03-27,11.630184173583984
2006-03-28,11.60127067565918
2006-03-29,12.280584335327148
2006-03-30,12.685276985168457
2006-03-31,12.685276985168457
2006-04-03,12.632281303405762
2006-04-04,13.340499877929688
2006-04-05,13.128512382507324
2006-04-06,13.065886497497559
2006-04-07,13.104430198669434
2006-04-10,12.74308967590332
2006-04-11,12.719001770019531
2006-04-12,12.858718872070312
2006-04-13,12.622642517089844
2006-04-17,12.935796737670898
2006-04-18,13.258598327636719
2006-04-19,12.405843734741211
2006-04-20,12.237223625183105
2006-04-21,12.092690467834473
2006-04-24,12.030056953430176
2006-04-25,12.203496932983398
2006-04-26,11.986693382263184
2006-04-27,12.511835098266602
2006-04-28,12.796086311340332
2006-05-01,12.863540649414062
2006-05-02,12.887621879577637
2006-05-03,12.805475234985352
2006-05-04,12.72332763671875
2006-05-05,12.795812606811523
2006-05-08,12.853800773620605
2006-05-09,12.795812606811523
2006-05-10,12.433393478393555
2006-05-11,11.88735294342041
2006-05-12,11.640905380249023
2006-05-15,11.500771522521973
2006-05-16,11.234994888305664
2006-05-17,11.394463539123535
2006-05-18,11.626409530639648
2006-05-19,12.056482315063477
2006-05-22,12.03714656829834
2006-05-23,11.442785263061523
2006-05-24,11.234994888305664
2006-05-25,11.558754920959473
2006-05-26,11.698891639709473
2006-05-30,11.360633850097656
2006-05-31,11.28331470489502
2006-06-01,11.573251724243164
2006-06-02,11.6553955078125
2006-06-05,11.114185333251953
2006-06-06,10.978882789611816
2006-06-07,10.814583778381348
2006-06-08,11.143182754516602
2006-06-09,11.167341232299805
2006-06-12,10.746936798095703
2006-06-13,10.181560516357422
2006-06-14,10.2153902053833
2006-06-15,10.737269401550293
2006-06-16,10.52465534210205
2006-06-19,10.447336196899414
2006-06-20,10.191226959228516
2006-06-21,10.283042907714844
2006-06-22,10.191226959228516
2006-06-23,10.142904281616211
2006-06-26,10.287871360778809
2006-06-27,10.186397552490234
2006-06-28,10.278204917907715
2006-06-29,10.674456596374512
2006-06-30,10.940225601196289
2006-07-03,10.887073516845703
2006-07-05,10.993385314941406
2006-07-06,11.104524612426758
2006-07-07,10.911232948303223
2006-07-10,10.616467475891113
2006-07-11,11.01754093170166
2006-07-12,11.00787353515625
2006-07-13,10.84841251373291
2006-07-14,10.838750839233398
2006-07-17,11.065862655639648
2006-07-18,11.326810836791992
2006-07-19,11.727882385253906
2006-07-20,11.568425178527832
2006-07-21,11.012710571289062
2006-07-24,11.360633850097656
2006-07-25,11.205999374389648
2006-07-26,11.036871910095215
2006-07-27,10.945061683654785
2006-07-28,11.326810836791992
2006-07-31,11.210834503173828
2006-08-01,10.853242874145508
2006-08-02,10.82425594329834
2006-08-03,10.727605819702148
2006-08-04,10.51498794555664
2006-08-07,10.365189552307129
2006-08-08,10.002767562866211
2006-08-09,9.640348434448242
2006-08-10,9.74665641784668
2006-08-11,9.640348434448242
2006-08-14,9.81914234161377
2006-08-15,10.02692985534668
2006-08-16,10.541131019592285
2006-08-17,10.376201629638672
2006-08-18,10.351944923400879
