Date,VZ
2000-09-27,11.163850784301758
2000-09-28,12.143697738647461
2000-09-29,12.448897361755371
2000-10-02,12.175823211669922
2000-10-03,12.240072250366211
2000-10-04,12.705904960632324
2000-10-05,13.437005996704102
2000-10-06,13.048473358154297
2000-10-09,12.854192733764648
2000-10-10,12.578983306884766
2000-10-11,12.02855110168457
2000-10-12,11.899031639099121
2000-10-13,12.044734001159668
2000-10-16,12.02855110168457
2000-10-17,12.530414581298828
2000-10-18,12.384706497192383
2000-10-19,12.449467658996582
2000-10-20,12.546600341796875
2000-10-23,12.87038516998291
2000-10-24,12.999897956848145
2000-10-25,12.918953895568848
2000-10-26,13.210355758666992
2000-10-27,13.744592666625977
2000-10-30,14.34360122680664
2000-10-31,14.974983215332031
2000-11-01,14.440736770629883
2000-11-02,14.958786964416504
2000-11-03,14.764514923095703
2000-11-06,14.392169952392578
2000-11-07,14.230274200439453
2000-11-08,14.262657165527344
2000-11-09,14.5054931640625
2000-11-10,14.618814468383789
2000-11-13,14.748320579528809
2000-11-14,14.440736770629883
2000-11-15,14.036004066467285
2000-11-16,13.938872337341309
2000-11-17,13.437005996704102
2000-11-20,13.53414249420166
2000-11-21,13.582709312438965
2000-11-22,13.728408813476562
2000-11-24,13.66365909576416
2000-11-27,13.906497955322266
2000-11-28,14.24646282196045
2000-11-29,14.456915855407715
2000-11-30,14.554059028625488
2000-12-01,14.521676063537598
2000-12-04,14.764514923095703
2000-12-05,14.958786964416504
2000-12-06,15.217815399169922
2000-12-07,14.991168022155762
2000-12-08,14.554059028625488
2000-12-11,14.278841018676758
2000-12-12,14.34360122680664
2000-12-13,14.910223007202148
2000-12-14,14.699762344360352
2000-12-15,14.327409744262695
2000-12-18,14.456915855407715
2000-12-19,13.437005996704102
2000-12-20,12.98370361328125
2000-12-21,12.643732070922852
2000-12-22,12.465656280517578
2000-12-26,12.886571884155273
2000-12-27,13.097034454345703
2000-12-28,12.67611312866211
2000-12-29,12.98370361328125
2001-01-02,13.016090393066406
2001-01-03,13.760787963867188
2001-01-04,14.165522575378418
2001-01-05,14.13314151763916
2001-01-08,14.152053833007812
2001-01-09,14.478137969970703
2001-01-10,14.65748405456543
2001-01-11,14.543356895446777
2001-01-12,14.478137969970703
2001-01-16,14.184662818908691
2001-01-17,14.070527076721191
2001-01-18,14.543356895446777
2001-01-19,14.44552993774414
2001-01-22,14.070527076721191
2001-01-23,14.037922859191895
2001-01-24,13.532490730285645
2001-01-25,13.353144645690918
2001-01-26,13.532490730285645
2001-01-29,13.899005889892578
2001-01-30,14.058144569396973
2001-01-31,14.334657669067383
2001-02-01,14.347700119018555
2001-02-02,13.56509780883789
2001-02-05,13.695528030395508
2001-02-06,14.191186904907227
2001-02-07,13.812928199768066
2001-02-08,13.865095138549805
2001-02-09,13.6929349899292
2001-02-12,13.943352699279785
2001-02-13,14.139009475708008
2001-02-14,13.617270469665527
2001-02-15,13.59380054473877
2001-02-16,13.7007474899292
2001-02-20,13.421623229980469
2001-02-21,12.78249454498291
2001-02-22,12.78249454498291
2001-02-23,12.81380558013916
2001-02-26,13.29118824005127
2001-02-27,13.265108108520508
2001-02-28,12.91293716430664
2001-03-01,12.6364107131958
2001-03-02,12.91554069519043
2001-03-05,12.555542945861816
2001-03-06,12.552938461303711
2001-03-07,12.459020614624023
2001-03-08,12.8477144241333
2001-03-09,12.453800201416016
2001-03-12,12.38076114654541
2001-03-13,12.829455375671387
2001-03-14,12.234679222106934
2001-03-15,12.534675598144531
2001-03-16,12.34684944152832
2001-03-19,12.751195907592773
2001-03-20,12.271196365356445
2001-03-21,12.02859115600586
2001-03-22,11.999897956848145
2001-03-23,12.24771785736084
2001-03-26,12.52163314819336
2001-03-27,13.072060585021973
2001-03-28,12.310332298278809
2001-03-29,12.573806762695312
2001-03-30,12.860763549804688
2001-04-02,12.691195487976074
2001-04-03,12.417287826538086
2001-04-04,12.756412506103516
2001-04-05,12.91293716430664
2001-04-06,13.001005172729492
2001-04-09,13.211338996887207
2001-04-10,13.419037818908691
2001-04-11,13.263919830322266
2001-04-12,13.692464828491211
2001-04-16,13.671427726745605
2001-04-17,13.90805435180664
2001-04-18,14.002705574035645
2001-04-19,14.065801620483398
2001-04-20,13.950119972229004
2001-04-23,13.910688400268555
2001-04-24,13.884389877319336
2001-04-25,14.507502555847168
2001-04-26,14.589000701904297
2001-04-27,14.644206047058105
2001-04-30,14.478574752807617
2001-05-01,14.90449047088623
2001-05-02,14.959702491760254
2001-05-03,14.670504570007324
2001-05-04,14.670504570007324
2001-05-07,14.941296577453613
2001-05-08,14.617916107177734
2001-05-09,14.149930000305176
2001-05-10,14.042140007019043
2001-05-11,14.010592460632324
2001-05-14,14.160446166992188
2001-05-15,14.197259902954102
2001-05-16,14.433876991271973
2001-05-17,14.126275062561035
2001-05-18,14.23933219909668
2001-05-21,14.373412132263184
2001-05-22,14.310312271118164
2001-05-23,14.118386268615723
2001-05-24,14.176220893859863
2001-05-25,14.18936824798584
2001-05-29,14.336597442626953
2001-05-30,14.197259902954102
2001-05-31,14.42073917388916
2001-06-01,14.391813278198242
2001-06-04,14.56533145904541
2001-06-05,14.59162425994873
2001-06-06,14.310312271118164
2001-06-07,14.013225555419922
2001-06-08,14.065801620483398
2001-06-11,14.147306442260742
2001-06-12,14.289278984069824
2001-06-13,14.09209156036377
2001-06-14,14.0263671875
2001-06-15,13.78974723815918
2001-06-18,13.721382141113281
2001-06-19,13.697721481323242
2001-06-20,13.865992546081543
2001-06-21,13.98692798614502
2001-06-22,13.816030502319336
2001-06-25,13.618850708007812
2001-06-26,13.934346199035645
2001-06-27,13.750308990478516
2001-06-28,14.094718933105469
2001-06-29,14.065801620483398
2001-07-02,14.294532775878906
2001-07-03,14.454912185668945
2001-07-05,14.197259902954102
2001-07-06,14.105900764465332
2001-07-09,14.299202919006348
2001-07-10,14.616971015930176
2001-07-11,14.786441802978516
2001-07-12,14.683165550231934
2001-07-13,14.630208015441895
2001-07-16,14.802319526672363
2001-07-17,14.953262329101562
2001-07-18,14.88440990447998
2001-07-19,15.135980606079102
2001-07-20,14.863228797912598
2001-07-23,14.56400203704834
2001-07-24,14.315101623535156
2001-07-25,14.783788681030273
2001-07-26,14.88440990447998
2001-07-27,14.863228797912598
2001-07-30,14.834107398986816
2001-07-31,14.338912963867188
2001-08-01,14.759954452514648
2001-08-02,14.431609153747559
2001-08-03,14.21447467803955
2001-08-06,14.105900764465332
2001-08-07,14.185351371765137
2001-08-08,14.047639846801758
2001-08-09,13.968206405639648
2001-08-10,14.280667304992676
2001-08-13,14.203880310058594
2001-08-14,14.21447467803955
2001-08-15,14.007925987243652
2001-08-16,14.113845825195312
2001-08-17,13.902002334594727
2001-08-20,14.113845825195312
2001-08-21,14.113845825195312
2001-08-22,13.91259765625
2001-08-23,13.769601821899414
2001-08-24,13.798741340637207
2001-08-27,13.597482681274414
2001-08-28,13.39094066619873
2001-08-29,13.240007400512695
2001-08-30,13.300909042358398
2001-08-31,13.240007400512695
2001-09-04,13.226765632629395
2001-09-05,13.200292587280273
2001-09-06,12.985795974731445
2001-09-07,12.988447189331055
2001-09-10,13.425365447998047
2001-09-17,13.18704891204834
2001-09-18,13.690168380737305
2001-09-19,14.272729873657227
2001-09-20,14.100607872009277
2001-09-21,13.412126541137695
2001-09-24,13.769601821899414
2001-09-25,14.285962104797363
2001-09-26,14.230358123779297
2001-09-27,14.19328498840332
2001-09-28,14.328335762023926
2001-10-01,14.643449783325195
2001-10-02,14.749359130859375
2001-10-03,14.526927947998047
2001-10-04,14.550765991210938
2001-10-05,14.522771835327148
2001-10-08,14.53076457977295
2001-10-09,14.520094871520996
2001-10-10,14.42677116394043
2001-10-11,14.093432426452637
2001-10-12,13.946758270263672
2001-10-15,13.922761917114258
2001-10-16,13.893426895141602
2001-10-17,14.040101051330566
2001-10-18,13.893426895141602
2001-10-19,13.96009635925293
2001-10-22,13.6427640914917
2001-10-23,13.296091079711914
2001-10-24,13.360090255737305
2001-10-25,13.384098052978516
2001-10-26,13.496092796325684
2001-10-29,13.384098052978516
2001-10-30,13.146756172180176
2001-10-31,13.282752990722656
2001-11-01,13.63741683959961
2001-11-02,13.693424224853516
2001-11-05,13.653427124023438
2001-11-06,13.45341968536377
2001-11-07,13.293431282043457
2001-11-08,13.317424774169922
2001-11-09,13.381424903869629
2001-11-12,13.200094223022461
2001-11-13,13.037421226501465
2001-11-14,13.133418083190918
2001-11-15,13.560093879699707
2001-11-16,13.41342830657959
2001-11-19,13.306755065917969
2001-11-20,13.12009048461914
2001-11-21,13.064088821411133
2001-11-23,13.066758155822754
2001-11-26,13.02676010131836
2001-11-27,12.800090789794922
2001-11-28,12.760082244873047
2001-11-29,12.656087875366211
2001-11-30,12.533413887023926
2001-12-03,12.658748626708984
2001-12-04,12.794757843017578
2001-12-05,12.840086936950684
2001-12-06,12.949419975280762
2001-12-07,12.762746810913086
2001-12-10,12.8827543258667
2001-12-11,12.762746810913086
2001-12-12,12.632087707519531
2001-12-13,12.67475414276123
2001-12-14,12.586750984191895
2001-12-17,12.896089553833008
2001-12-18,12.813419342041016
2001-12-19,12.920089721679688
2001-12-20,12.872085571289062
2001-12-21,12.573421478271484
2001-12-24,12.586750984191895
2001-12-26,12.586750984191895
2001-12-27,12.909425735473633
2001-12-28,12.872085571289062
2001-12-31,12.656087875366211
2002-01-02,12.930757522583008
2002-01-03,13.360090255737305
2002-01-04,13.496092796325684
2002-01-07,13.41342830657959
2002-01-08,13.382518768310547
2002-01-09,13.135294914245605
2002-01-10,13.266971588134766
2002-01-11,13.355645179748535
2002-01-14,13.519571304321289
2002-01-15,13.460454940795898
2002-01-16,13.167540550231934
2002-01-17,13.387895584106445
2002-01-18,13.140666961669922
2002-01-22,12.979436874389648
2002-01-23,13.207849502563477
2002-01-24,12.925690650939941
2002-01-25,12.853134155273438
2002-01-28,12.941814422607422
2002-01-29,12.581713676452637
2002-01-30,12.334494590759277
2002-01-31,12.455421447753906
2002-02-01,12.522598266601562
2002-02-04,12.253874778747559
2002-02-05,12.095329284667969
2002-02-06,11.662679672241211
2002-02-07,11.958276748657227
2002-02-08,12.146379470825195
2002-02-11,12.235057830810547
2002-02-12,12.181320190429688
2002-02-13,12.173258781433105
2002-02-14,12.237748146057129
2002-02-15,12.256562232971191
2002-02-19,12.28343677520752
2002-02-20,12.525289535522461
2002-02-21,11.94483757019043
2002-02-22,12.173258781433105
2002-02-25,12.54678726196289
2002-02-26,12.63277816772461
2002-02-27,12.667716979980469
2002-02-28,12.576354026794434
2002-03-01,13.05736255645752
2002-03-04,12.8800048828125
2002-03-05,12.737580299377441
2002-03-06,12.923004150390625
2002-03-07,12.785948753356934
2002-03-08,12.533350944519043
2002-03-11,12.635470390319824
2002-03-12,12.753705024719238
2002-03-13,12.863879203796387
2002-03-14,12.85850715637207
2002-03-15,12.81820011138916
2002-03-18,12.796698570251465
2002-03-19,12.815512657165527
2002-03-20,12.92837142944336
2002-03-21,12.638148307800293
2002-03-22,12.256562232971191
2002-03-25,12.270000457763672
2002-03-26,12.350617408752441
2002-03-27,12.240437507629395
2002-03-28,12.38823413848877
2002-04-01,12.347932815551758
2002-04-02,12.200129508972168
2002-04-03,12.227005004882812
2002-04-04,12.178633689880371
2002-04-05,12.146379470825195
2002-04-08,11.982409477233887
2002-04-09,11.573145866394043
2002-04-10,11.898391723632812
2002-04-11,11.334636688232422
2002-04-12,11.47557544708252
2002-04-15,11.215388298034668
2002-04-16,11.817075729370117
2002-04-17,11.616510391235352
2002-04-18,11.505393028259277
2002-04-19,11.3834228515625
2002-04-22,10.841355323791504
2002-04-23,10.879303932189941
2002-04-24,11.085288047790527
2002-04-25,11.226226806640625
2002-04-26,11.166592597961426
2002-04-29,10.610976219177246
2002-04-30,10.871170997619629
2002-05-01,11.25875186920166
2002-05-02,11.247906684875488
2002-05-03,10.936220169067383
2002-05-06,10.806124687194824
2002-05-07,10.711260795593262
2002-05-08,11.204545021057129
2002-05-09,10.88200855255127
2002-05-10,10.665185928344727
2002-05-13,11.112390518188477
2002-05-14,11.426791191101074
2002-05-15,11.437629699707031
2002-05-16,11.92278003692627
2002-05-17,11.692404747009277
2002-05-20,11.491843223571777
2002-05-21,11.659880638122559
2002-05-22,11.75202751159668
2002-05-23,11.97428035736084
2002-05-24,11.78997802734375
2002-05-28,12.101663589477539
2002-05-29,11.89567756652832
2002-05-30,11.92278003692627
2002-05-31,11.654458999633789
2002-06-03,11.432212829589844
2002-06-04,11.478288650512695
2002-06-05,11.42408275604248
2002-06-06,11.112390518188477
2002-06-07,11.242486953735352
2002-06-10,11.296693801879883
2002-06-11,10.985000610351562
2002-06-12,11.304823875427246
2002-06-13,11.207254409790039
2002-06-14,11.196405410766602
2002-06-17,11.348190307617188
2002-06-18,11.491843223571777
2002-06-19,10.789856910705566
2002-06-20,10.825093269348145
2002-06-21,10.909112930297852
2002-06-24,10.760045051574707
2002-06-25,10.4754638671875
2002-06-26,10.489008903503418
2002-06-27,10.632658958435059
2002-06-28,10.88200855255127
2002-07-01,10.364336013793945
2002-07-02,10.074334144592285
2002-07-03,10.18545150756836
2002-07-05,10.540509223937988
2002-07-08,10.552826881408691
2002-07-09,10.227066040039062
2002-07-10,9.882150650024414
2002-07-11,10.292769432067871
2002-07-12,9.66315746307373
2002-07-15,9.622096061706543
2002-07-16,9.581034660339355
2002-07-17,9.679580688476562
2002-07-18,9.320977210998535
2002-07-19,8.896676063537598
2002-07-22,7.842766761779785
2002-07-23,7.50879430770874
2002-07-24,7.623765468597412
2002-07-25,7.555334091186523
2002-07-26,7.878353118896484
2002-07-29,8.33002758026123
2002-07-30,8.267067909240723
2002-07-31,9.033547401428223
2002-08-01,8.584610939025879
2002-08-02,8.754331588745117
2002-08-05,8.253381729125977
2002-08-06,8.17673110961914
2002-08-07,8.067235946655273
2002-08-08,8.130194664001465
2002-08-09,8.28075122833252
2002-08-12,8.239692687988281
2002-08-13,8.048067092895508
2002-08-14,8.472373008728027
2002-08-15,8.335501670837402
2002-08-16,8.674946784973145
2002-08-19,9.195055961608887
2002-08-20,8.70505428314209
2002-08-21,8.85561752319336
2002-08-22,8.976062774658203
2002-08-23,8.661256790161133
2002-08-26,8.869303703308105
2002-08-27,8.72421932220459
2002-08-28,8.475112915039062
2002-08-29,8.458687782287598
2002-08-30,8.486056327819824
2002-09-03,8.03711986541748
2002-09-04,8.21231460571289
2002-09-05,8.053543090820312
2002-09-06,8.165781021118164
2002-09-09,8.17125129699707
2002-09-10,8.360138893127441
2002-09-11,8.696844100952148
2002-09-12,8.497014999389648
2002-09-13,8.308126449584961
2002-09-16,8.488801002502441
2002-09-17,8.360138893127441
2002-09-18,8.261591911315918
2002-09-19,8.056281089782715
2002-09-20,8.119242668151855
2002-09-23,8.132930755615234
2002-09-24,7.870138168334961
2002-09-25,8.031646728515625
2002-09-26,8.119242668151855
2002-09-27,7.689466953277588
2002-09-30,7.511530876159668
2002-10-01,8.097343444824219
2002-10-02,8.308126449584961
2002-10-03,9.006178855895996
2002-10-04,9.197794914245605
2002-10-07,8.869303703308105
2002-10-08,8.970425605773926
2002-10-09,8.90670108795166
2002-10-10,9.128334045410156
2002-10-11,9.74889087677002
2002-10-14,9.615912437438965
2002-10-15,9.723956108093262
2002-10-16,9.626998901367188
2002-10-17,9.906803131103516
2002-10-18,9.687944412231445
2002-10-21,9.884639739990234
2002-10-22,10.45810317993164
2002-10-23,10.175524711608887
2002-10-24,10.219852447509766
2002-10-25,10.131203651428223
2002-10-28,10.419319152832031
2002-10-29,10.139509201049805
2002-10-30,10.593851089477539
2002-10-31,10.46087646484375
2002-11-01,10.690815925598145
2002-11-04,10.865344047546387
2002-11-05,10.998320579528809
2002-11-06,10.804399490356445
2002-11-07,10.557838439941406
2002-11-08,10.71574592590332
2002-11-11,10.391613960266113
2002-11-12,10.632635116577148
2002-11-13,10.444249153137207
2002-11-14,10.610471725463867
2002-11-15,10.890278816223145
2002-11-18,10.69912338256836
2002-11-19,10.524591445922852
2002-11-20,10.81824779510498
2002-11-21,11.258736610412598
2002-11-22,11.081432342529297
2002-11-25,11.358469009399414
2002-11-26,11.037109375
2002-11-27,11.516380310058594
2002-11-29,11.602263450622559
2002-12-02,11.45543384552002
2002-12-03,11.172858238220215
2002-12-04,11.059266090393066
2002-12-05,10.823790550231934
2002-12-06,11.134073257446289
2002-12-09,10.610471725463867
2002-12-10,10.624327659606934
2002-12-11,10.707436561584473
2002-12-12,10.638179779052734
2002-12-13,10.721282958984375
2002-12-16,11.064809799194336
2002-12-17,10.848724365234375
2002-12-18,10.87366008758545
2002-12-19,10.74621868133545
2002-12-20,11.081432342529297
2002-12-23,11.053727149963379
2002-12-24,10.942914962768555
2002-12-26,10.995550155639648
2002-12-27,10.776692390441895
2002-12-30,10.798852920532227
2002-12-31,10.73514175415039
2003-01-02,11.128528594970703
2003-01-03,11.206099510192871
2003-01-06,12.208968162536621
2003-01-07,12.084306716918945
2003-01-08,11.43445873260498
2003-01-09,11.308687210083008
2003-01-10,11.219244956970215
2003-01-13,11.361787796020508
2003-01-14,11.509925842285156
2003-01-15,11.233221054077148
2003-01-16,11.04594898223877
2003-01-17,10.760855674743652
2003-01-21,10.445018768310547
2003-01-22,10.338814735412598
2003-01-23,10.034149169921875
2003-01-24,9.782591819763184
2003-01-27,9.908374786376953
2003-01-28,10.076078414916992
2003-01-29,10.52327823638916
2003-01-30,10.389124870300293
2003-01-31,10.699369430541992
2003-02-03,10.825145721435547
2003-02-04,10.802783966064453
2003-02-05,10.760855674743652
2003-02-06,10.626697540283203
2003-02-07,10.391914367675781
2003-02-10,10.436635971069336
2003-02-11,10.322039604187012
2003-02-12,10.067687034606934
2003-02-13,10.148748397827148
2003-02-14,10.436635971069336
2003-02-18,10.593154907226562
2003-02-19,10.2298002243042
2003-02-20,9.71551513671875
2003-02-21,9.961478233337402
2003-02-24,9.908374786376953
2003-02-25,9.947504043579102
2003-02-26,9.777006149291992
2003-02-27,9.740673065185547
2003-02-28,9.665205001831055
2003-03-03,9.72948932647705
2003-03-04,9.617690086364746
2003-03-05,9.679179191589355
2003-03-06,9.335390090942383
2003-03-07,9.519867897033691
2003-03-10,9.153714179992676
2003-03-11,9.058685302734375
2003-03-12,9.354959487915039
2003-03-13,9.712724685668945
2003-03-14,9.7965726852417
2003-03-17,10.062100410461426
2003-03-18,10.034149169921875
2003-03-19,10.19347095489502
2003-03-20,10.131972312927246
2003-03-21,10.489741325378418
2003-03-24,10.020177841186523
2003-03-25,10.137569427490234
2003-03-26,10.081665992736816
2003-03-27,10.145951271057129
2003-03-28,10.10402774810791
2003-03-31,9.880425453186035
2003-04-01,10.076078414916992
2003-04-02,10.47575855255127
2003-04-03,10.087251663208008
2003-04-04,10.028558731079102
2003-04-07,9.888806343078613
2003-04-08,9.743282318115234
2003-04-09,9.551128387451172
2003-04-10,9.678290367126465
2003-04-11,9.601990699768066
2003-04-14,9.811094284057617
2003-04-15,9.760235786437988
2003-04-16,9.418315887451172
2003-04-17,9.503087997436523
2003-04-21,9.37310791015625
2003-04-22,9.604817390441895
2003-04-23,10.18127727508545
2003-04-24,10.257573127746582
2003-04-25,10.189753532409668
2003-04-28,10.480804443359375
2003-04-29,10.435598373413086
2003-04-30,10.562752723693848
2003-05-01,10.56840705871582
2003-05-02,10.78316593170166
2003-05-05,10.50906753540039
2003-05-06,10.678614616394043
2003-05-07,10.622099876403809
2003-05-08,10.266054153442383
2003-05-09,10.472333908081055
2003-05-12,10.596665382385254
2003-05-13,10.565579414367676
2003-05-14,10.574060440063477
2003-05-15,10.483633041381836
2003-05-16,10.215188026428223
2003-05-19,10.102153778076172
2003-05-20,10.113458633422852
2003-05-21,10.102153778076172
2003-05-22,10.215188026428223
2003-05-23,10.376253128051758
2003-05-27,10.588193893432617
2003-05-28,10.534499168395996
2003-05-29,10.466678619384766
2003-05-30,10.695566177368164
2003-06-02,10.882073402404785
2003-06-03,10.992274284362793
2003-06-04,11.181599617004395
2003-06-05,11.232464790344238
2003-06-06,11.085522651672363
2003-06-09,11.000752449035645
2003-06-10,11.175951957702637
2003-06-11,11.294626235961914
2003-06-12,11.243769645690918
2003-06-13,11.147689819335938
2003-06-16,11.260725021362305
2003-06-17,11.294626235961914
2003-06-18,11.370928764343262
2003-06-19,11.334196090698242
2003-06-20,11.64503288269043
2003-06-23,11.483962059020996
2003-06-24,11.50091552734375
2003-06-25,11.260725021362305
2003-06-26,11.339847564697266
2003-06-27,11.207032203674316
2003-06-30,11.147689819335938
2003-07-01,11.161821365356445
2003-07-02,11.362452507019043
2003-07-03,11.260725021362305
2003-07-07,11.317239761352539
2003-07-08,11.273015022277832
2003-07-09,11.07328987121582
2003-07-10,10.870712280273438
2003-07-11,11.061875343322754
2003-07-14,10.699518203735352
2003-07-15,10.542593002319336
2003-07-16,10.337162017822266
2003-07-17,10.223037719726562
2003-07-18,10.271537780761719
2003-07-21,9.920598030090332
2003-07-22,10.177384376525879
2003-07-23,10.080371856689453
2003-07-24,9.897761344909668
2003-07-25,9.997631072998047
2003-07-28,10.265837669372559
2003-07-29,10.100350379943848
2003-07-30,10.051843643188477
2003-07-31,9.986213684082031
2003-08-01,9.809319496154785
2003-08-04,10.225883483886719
2003-08-05,10.000483512878418
2003-08-06,10.28580093383789
2003-08-07,10.086082458496094
2003-08-08,9.986213684082031
2003-08-11,10.043282508850098
2003-08-12,10.294363975524902
2003-08-13,10.16312313079834
2003-08-14,10.200206756591797
2003-08-15,10.220181465148926
2003-08-18,10.228739738464355
2003-08-19,10.208767890930176
2003-08-20,10.214470863342285
2003-08-21,10.28580093383789
2003-08-22,10.04898738861084
2003-08-25,9.929152488708496
2003-08-26,9.989072799682617
2003-08-27,10.00619125366211
2003-08-28,10.157410621643066
2003-08-29,10.077521324157715
2003-09-02,10.143147468566895
2003-09-03,10.342870712280273
2003-09-04,10.456998825073242
2003-09-05,10.357137680053711
2003-09-08,10.21162223815918
2003-09-09,10.02901554107666
2003-09-10,10.20306396484375
2003-09-11,10.068963050842285
2003-09-12,10.165971755981445
2003-09-15,9.994779586791992
2003-09-16,10.131735801696777
2003-09-17,10.143147468566895
2003-09-18,10.240157127380371
