Date,HIG
2000-01-03,25.963653564453125
2000-01-04,25.102985382080078
2000-01-05,24.349895477294922
2000-01-06,24.5650691986084
2000-01-07,25.712635040283203
2000-01-10,25.28230094909668
2000-01-11,25.461593627929688
2000-01-12,24.99539566040039
2000-01-13,24.780229568481445
2000-01-14,25.0671329498291
2000-01-18,23.99128532409668
2000-01-19,23.238195419311523
2000-01-20,22.628549575805664
2000-01-21,21.767873764038086
2000-01-24,22.19820785522461
2000-01-25,21.839588165283203
2000-01-26,22.377511978149414
2000-01-27,22.413368225097656
2000-01-28,21.409259796142578
2000-01-31,21.87546157836914
2000-02-01,22.269929885864258
2000-02-02,22.700275421142578
2000-02-03,23.38163185119629
2000-02-04,24.027145385742188
2000-02-07,22.915435791015625
2000-02-08,21.516841888427734
2000-02-09,20.29755401611328
2000-02-10,19.867218017578125
2000-02-11,19.867218017578125
2000-02-14,19.365156173706055
2000-02-15,20.261695861816406
2000-02-16,19.50860023498535
2000-02-17,19.50860023498535
2000-02-18,18.970685958862305
2000-02-22,18.93482208251953
2000-02-23,18.755510330200195
2000-02-24,18.64792823791504
2000-02-25,17.787260055541992
2000-02-28,17.926048278808594
2000-02-29,18.07060432434082
2000-03-01,17.99831199645996
2000-03-02,17.709196090698242
2000-03-03,17.926048278808594
2000-03-06,17.926048278808594
2000-03-07,17.347789764404297
2000-03-08,16.986364364624023
2000-03-09,17.420061111450195
2000-03-10,17.56463623046875
2000-03-13,17.058650970458984
2000-03-14,17.347789764404297
2000-03-15,19.299406051635742
2000-03-16,23.274940490722656
2000-03-17,20.70891761779785
2000-03-20,21.07032585144043
2000-03-21,23.1303768157959
2000-03-22,23.202648162841797
2000-03-23,23.997766494750977
2000-03-24,24.973573684692383
2000-03-27,24.43145751953125
2000-03-28,24.467609405517578
2000-03-29,25.37112045288086
2000-03-30,26.816776275634766
2000-03-31,30.50318717956543
2000-04-03,29.49122428894043
2000-04-04,28.840682983398438
2000-04-05,28.298574447631836
2000-04-06,27.539600372314453
2000-04-07,26.925199508666992
2000-04-10,27.575769424438477
2000-04-11,27.395038604736328
2000-04-12,27.973295211791992
2000-04-13,27.395038604736328
2000-04-14,25.58798599243164
2000-04-17,27.069765090942383
2000-04-18,26.96135711669922
2000-04-19,25.98552894592285
2000-04-20,27.431190490722656
2000-04-24,29.99720573425293
2000-04-25,31.009157180786133
2000-04-26,29.563495635986328
2000-04-27,28.8768367767334
2000-04-28,30.10563087463379
2000-05-01,31.623554229736328
2000-05-02,31.226003646850586
2000-05-03,30.03334617614746
2000-05-04,29.635784149169922
2000-05-05,29.744224548339844
2000-05-08,30.57546615600586
2000-05-09,30.39476776123047
2000-05-10,30.10563087463379
2000-05-11,31.226003646850586
2000-05-12,30.810392379760742
2000-05-15,32.92462921142578
2000-05-16,32.34638977050781
2000-05-17,31.009157180786133
2000-05-18,32.63551330566406
2000-05-19,32.599361419677734
2000-05-22,33.97272872924805
2000-05-23,34.76785659790039
2000-05-24,37.00859451293945
2000-05-25,34.153438568115234
2000-05-26,34.18959045410156
2000-05-30,35.45387649536133
2000-05-31,34.32893371582031
2000-06-01,35.127288818359375
2000-06-02,34.83698272705078
2000-06-05,32.65966796875
2000-06-06,31.897605895996094
2000-06-07,32.36933517456055
2000-06-08,32.18791580200195
2000-06-09,31.17182731628418
2000-06-12,31.643583297729492
2000-06-13,31.643583297729492
2000-06-14,32.33306884765625
2000-06-15,32.18791580200195
2000-06-16,31.0992431640625
2000-06-19,32.115325927734375
2000-06-20,30.645641326904297
2000-06-21,29.829164505004883
2000-06-22,29.50257110595703
2000-06-23,30.9541015625
2000-06-26,31.31699562072754
2000-06-27,32.47822952270508
2000-06-28,32.4328498840332
2000-06-29,32.51449966430664
2000-06-30,32.47822952270508
2000-07-03,32.87739181518555
2000-07-05,33.56687927246094
2000-07-06,33.31285858154297
2000-07-07,34.401512145996094
2000-07-10,34.401512145996094
2000-07-11,34.401512145996094
2000-07-12,34.72809982299805
2000-07-13,33.966041564941406
2000-07-14,34.83698272705078
2000-07-17,34.25636291503906
2000-07-18,33.34914016723633
2000-07-19,32.73222732543945
2000-07-20,33.966041564941406
2000-07-21,33.6031608581543
2000-07-24,33.857173919677734
2000-07-25,35.671600341796875
2000-07-26,37.449737548828125
2000-07-27,37.74005126953125
2000-07-28,36.97800064086914
2000-07-31,37.30459213256836
2000-08-01,37.74005126953125
2000-08-02,36.76026153564453
2000-08-03,38.03036117553711
2000-08-04,39.01015853881836
2000-08-07,40.0262336730957
2000-08-08,39.59075164794922
2000-08-09,38.175537109375
2000-08-10,37.15941619873047
2000-08-11,38.10295104980469
2000-08-14,37.703773498535156
2000-08-15,37.5223388671875
2000-08-16,37.37717056274414
2000-08-17,37.92150115966797
2000-08-18,38.03036117553711
2000-08-21,38.35694122314453
2000-08-22,37.74005126953125
2000-08-23,36.76026153564453
2000-08-24,36.43368148803711
2000-08-25,36.72395324707031
2000-08-28,37.5223388671875
2000-08-29,36.28850555419922
2000-08-30,38.431949615478516
2000-08-31,38.841766357421875
2000-09-01,38.50480651855469
2000-09-05,38.79624557495117
2000-09-06,39.342674255371094
2000-09-07,38.83267593383789
2000-09-08,39.925514221191406
2000-09-11,41.30979919433594
2000-09-12,40.28981018066406
2000-09-13,40.508365631103516
2000-09-14,40.872676849365234
2000-09-15,40.03480911254883
2000-09-18,39.08765411376953
2000-09-19,39.961944580078125
2000-09-20,39.33356475830078
2000-09-21,38.7233772277832
2000-09-22,40.180519104003906
2000-09-25,40.72694778442383
2000-09-26,41.52836990356445
2000-09-27,42.548370361328125
2000-09-28,42.98551559448242
2000-09-29,42.475521087646484
2000-10-02,44.58836364746094
2000-10-03,44.1512336730957
2000-10-04,43.96908950805664
2000-10-05,42.83979034423828
2000-10-06,41.96552276611328
2000-10-09,41.52836990356445
2000-10-10,41.164085388183594
2000-10-11,41.38264846801758
2000-10-12,38.24981689453125
2000-10-13,40.58123779296875
2000-10-16,39.63409423828125
2000-10-17,39.19694137573242
2000-10-18,39.63409423828125
2000-10-19,41.346229553222656
2000-10-20,41.78338623046875
2000-10-23,40.945518493652344
2000-10-24,41.49195861816406
2000-10-25,42.62120819091797
2000-10-26,42.43907928466797
2000-10-27,43.34978485107422
2000-10-30,45.31693649291992
2000-10-31,43.38622283935547
2000-11-01,43.34978485107422
2000-11-02,43.09479904174805
2000-11-03,41.96552276611328
2000-11-06,42.43907928466797
2000-11-07,43.67763900756836
2000-11-08,42.803367614746094
2000-11-09,43.13123321533203
2000-11-10,44.1512336730957
2000-11-13,42.58478546142578
2000-11-14,43.96908950805664
2000-11-15,43.85979461669922
