Date,NEM
2000-01-03,15.727288246154785
2000-01-04,14.542631149291992
2000-01-05,14.706032752990723
2000-01-06,14.542631149291992
2000-01-07,14.011582374572754
2000-01-10,13.97073745727539
2000-01-11,14.787734031677246
2000-01-12,14.460932731628418
2000-01-13,13.97073745727539
2000-01-14,13.603093147277832
2000-01-18,14.460932731628418
2000-01-19,14.297529220581055
2000-01-20,13.766481399536133
2000-01-21,13.84817886352539
2000-01-24,13.398831367492676
2000-01-25,12.663527488708496
2000-01-26,12.826922416687012
2000-01-27,14.011582374572754
2000-01-28,13.112884521484375
2000-01-31,13.317131996154785
2000-02-01,12.990331649780273
2000-02-02,13.643929481506348
2000-02-03,13.889029502868652
2000-02-04,15.686432838439941
2000-02-07,14.869441032409668
2000-02-08,14.37923812866211
2000-02-09,15.604745864868164
2000-02-10,16.094924926757812
2000-02-11,15.645587921142578
2000-02-14,15.155386924743652
2000-02-15,15.686432838439941
2000-02-16,15.849835395812988
2000-02-17,15.073678016662598
2000-02-18,16.013235092163086
2000-02-22,16.380884170532227
2000-02-23,15.19624137878418
2000-02-24,15.155386924743652
2000-02-25,14.583488464355469
2000-02-28,14.460932731628418
2000-02-29,14.460932731628418
2000-03-01,14.787734031677246
2000-03-02,14.134139060974121
2000-03-03,14.112862586975098
2000-03-06,14.399209022521973
2000-03-07,15.99456787109375
2000-03-08,15.258256912231445
2000-03-09,15.708230018615723
2000-03-10,15.217348098754883
2000-03-13,15.503692626953125
2000-03-14,15.912771224975586
2000-03-15,15.626425743103027
2000-03-16,14.890101432800293
2000-03-17,14.931004524230957
2000-03-20,15.053709983825684
2000-03-21,15.79004192352295
2000-03-22,15.258256912231445
2000-03-23,15.053709983825684
2000-03-24,15.299160957336426
2000-03-27,14.849184036254883
2000-03-28,14.80827808380127
2000-03-29,14.60374927520752
2000-03-30,14.644645690917969
2000-03-31,14.68554973602295
2000-04-03,14.68554973602295
2000-04-04,15.38097095489502
2000-04-05,15.462782859802246
2000-04-06,15.094619750976562
2000-04-07,15.176436424255371
2000-04-10,15.094619750976562
2000-04-11,15.299160957336426
2000-04-12,14.68554973602295
2000-04-13,13.949237823486328
2000-04-14,14.60374927520752
2000-04-17,15.299160957336426
2000-04-18,15.38097095489502
2000-04-19,15.749134063720703
2000-04-20,15.5855073928833
2000-04-24,15.749134063720703
2000-04-25,15.176436424255371
2000-04-26,15.462782859802246
2000-04-27,15.708230018615723
2000-04-28,15.340071678161621
2000-05-01,15.340071678161621
2000-05-02,17.2626895904541
2000-05-03,17.180870056152344
2000-05-04,18.162643432617188
2000-05-05,17.303590774536133
2000-05-08,17.467226028442383
2000-05-09,17.589946746826172
2000-05-10,17.467226028442383
2000-05-11,17.017248153686523
2000-05-12,16.444561004638672
2000-05-15,16.56726837158203
2000-05-16,16.56726837158203
2000-05-17,15.749134063720703
2000-05-18,15.749134063720703
2000-05-19,16.158205032348633
2000-05-22,16.280920028686523
2000-05-23,16.649085998535156
2000-05-24,16.280920028686523
2000-05-25,16.117284774780273
2000-05-26,15.953675270080566
2000-05-30,15.749134063720703
2000-05-31,15.094619750976562
2000-06-01,15.053709983825684
2000-06-02,15.462782859802246
2000-06-05,16.71121597290039
2000-06-06,16.71121597290039
2000-06-07,15.892029762268066
2000-06-08,16.014909744262695
2000-06-09,15.605316162109375
2000-06-12,16.21969985961914
2000-06-13,15.892029762268066
2000-06-14,16.096834182739258
2000-06-15,15.892029762268066
2000-06-16,15.871557235717773
2000-06-19,15.113819122314453
2000-06-20,15.113819122314453
2000-06-21,14.704227447509766
2000-06-22,14.376556396484375
2000-06-23,14.130805969238281
2000-06-26,13.926010131835938
2000-06-27,14.253684043884277
2000-06-28,14.91926097869873
2000-06-29,13.885051727294922
2000-06-30,14.171771049499512
2000-07-03,14.089844703674316
2000-07-05,13.065868377685547
2000-07-06,13.270670890808105
2000-07-07,13.065868377685547
2000-07-10,13.106832504272461
2000-07-11,13.680259704589844
2000-07-12,13.14779281616211
2000-07-13,13.188753128051758
2000-07-14,12.697239875793457
2000-07-17,12.738204956054688
2000-07-18,12.738204956054688
2000-07-19,12.410531044006348
2000-07-20,11.91903018951416
2000-07-21,11.632315635681152
2000-07-24,11.55040168762207
2000-07-25,11.427520751953125
2000-07-26,11.55040168762207
2000-07-27,11.509441375732422
2000-07-28,11.878067016601562
2000-07-31,11.591357231140137
2000-08-01,11.755191802978516
2000-08-02,11.91903018951416
2000-08-03,11.18176555633545
2000-08-04,11.427520751953125
2000-08-07,11.509441375732422
2000-08-08,11.591357231140137
2000-08-09,11.427520751953125
2000-08-10,11.673282623291016
2000-08-11,12.246695518493652
2000-08-14,12.205738067626953
2000-08-15,12.205738067626953
2000-08-16,12.410531044006348
2000-08-17,12.164775848388672
2000-08-18,11.878067016601562
2000-08-21,11.714232444763184
2000-08-22,11.591357231140137
2000-08-23,11.632315635681152
2000-08-24,11.714232444763184
2000-08-25,11.796152114868164
2000-08-28,11.632315635681152
2000-08-29,11.468482971191406
2000-08-30,11.591357231140137
2000-08-31,12.164775848388672
2000-09-01,12.246695518493652
2000-09-05,12.184335708618164
2000-09-06,12.717655181884766
2000-09-07,12.389461517333984
2000-09-08,12.840730667114258
2000-09-11,12.840730667114258
2000-09-12,12.307411193847656
2000-09-13,12.061266899108887
2000-09-14,11.89716625213623
2000-09-15,11.692051887512207
2000-09-18,11.815118789672852
2000-09-19,11.281795501708984
2000-09-20,10.91257381439209
2000-09-21,11.240776062011719
2000-09-22,11.03564453125
2000-09-25,10.91257381439209
2000-09-26,10.748473167419434
2000-09-27,11.568973541259766
2000-09-28,11.158714294433594
2000-09-29,11.158714294433594
2000-10-02,10.830526351928711
2000-10-03,10.543354988098145
2000-10-04,10.584375381469727
2000-10-05,10.01003360748291
2000-10-06,9.681828498840332
2000-10-09,9.969006538391113
2000-10-10,10.215154647827148
2000-10-11,9.599782943725586
2000-10-12,10.420275688171387
2000-10-13,9.722857475280762
2000-10-16,9.681828498840332
2000-10-17,9.43568229675293
2000-10-18,9.230561256408691
2000-10-19,9.189538955688477
2000-10-20,9.148514747619629
2000-10-23,9.189538955688477
2000-10-24,8.779290199279785
2000-10-25,8.533136367797852
2000-10-26,8.738265991210938
2000-10-27,8.984408378601074
2000-10-30,9.1074857711792
2000-10-31,8.902358055114746
2000-11-01,8.820314407348633
2000-11-02,8.738265991210938
2000-11-03,8.779290199279785
2000-11-06,9.025435447692871
2000-11-07,9.066463470458984
2000-11-08,8.861335754394531
2000-11-09,9.1074857711792
2000-11-10,8.820314407348633
2000-11-13,8.697243690490723
2000-11-14,8.615190505981445
2000-11-15,8.861335754394531
2000-11-16,9.025435447692871
2000-11-17,8.697243690490723
2000-11-20,8.738265991210938
2000-11-21,9.27158260345459
2000-11-22,9.969006538391113
2000-11-24,9.722857475280762
2000-11-27,10.297200202941895
2000-11-28,10.543354988098145
2000-11-29,10.01003360748291
2000-11-30,10.256180763244629
2000-12-01,10.666424751281738
2000-12-04,10.91257381439209
2000-12-05,10.151421546936035
2000-12-06,11.014496803283691
2000-12-07,11.055594444274902
2000-12-08,10.93230152130127
2000-12-11,10.726804733276367
2000-12-12,10.93230152130127
2000-12-13,10.315816879272461
2000-12-14,10.356917381286621
2000-12-15,10.644609451293945
2000-12-18,10.850104331970215
2000-12-19,10.973397254943848
2000-12-20,11.9597749710083
2000-12-21,11.672082901000977
2000-12-22,11.6309814453125
2000-12-26,11.795379638671875
2000-12-27,11.6309814453125
2000-12-28,11.548786163330078
2000-12-29,11.219992637634277
2001-01-02,11.795379638671875
2001-01-03,11.466586112976074
2001-01-04,11.261096954345703
2001-01-05,11.096691131591797
2001-01-08,11.137796401977539
2001-01-09,10.93230152130127
2001-01-10,11.055594444274902
2001-01-11,10.891201972961426
2001-01-12,11.096691131591797
2001-01-16,11.096691131591797
2001-01-17,10.850104331970215
2001-01-18,10.850104331970215
2001-01-19,10.726804733276367
2001-01-22,11.507688522338867
2001-01-23,11.096691131591797
2001-01-24,10.521317481994629
2001-01-25,10.356917381286621
2001-01-26,10.356917381286621
2001-01-29,9.929487228393555
2001-01-30,10.251705169677734
2001-01-31,10.159643173217773
2001-02-01,10.291158676147461
2001-02-02,10.153067588806152
2001-02-05,10.008397102355957
2001-02-06,9.830852508544922
2001-02-07,9.916336059570312
2001-02-08,9.41657829284668
2001-02-09,9.502059936523438
2001-02-12,9.574398040771484
2001-02-13,9.508637428283691
2001-02-14,9.265331268310547
2001-02-15,9.291626930236816
2001-02-16,9.883459091186523
2001-02-20,9.738787651062012
2001-02-21,9.8703031539917
2001-02-22,10.100459098815918
2001-02-23,10.49500846862793
2001-02-26,11.224921226501465
2001-02-27,11.290678977966309
2001-02-28,11.080259323120117
2001-03-01,11.099985122680664
2001-03-02,10.935295104980469
2001-03-05,11.192208290100098
2001-03-06,10.987992286682129
2001-03-07,11.146096229553223
2001-03-08,12.417487144470215
2001-03-09,11.85096263885498
2001-03-12,11.857552528381348
2001-03-13,11.567695617675781
2001-03-14,11.528175354003906
2001-03-15,11.007758140563965
2001-03-16,10.572981834411621
2001-03-19,10.862833023071289
2001-03-20,11.04728889465332
2001-03-21,11.192208290100098
2001-03-22,11.231735229492188
2001-03-23,10.86942195892334
2001-03-26,10.876009941101074
2001-03-27,10.572981834411621
2001-03-28,10.513692855834961
2001-03-29,10.434640884399414
2001-03-30,10.619093894958496
2001-04-02,10.131616592407227
2001-04-03,10.843069076538086
2001-04-04,11.297611236572266
2001-04-05,11.291025161743164
2001-04-06,11.297611236572266
2001-04-09,11.337133407592773
2001-04-10,11.185622215270996
2001-04-11,10.704731941223145
2001-04-12,10.902360916137695
2001-04-16,11.304200172424316
2001-04-17,11.034109115600586
2001-04-18,11.330546379089355
2001-04-19,11.304200172424316
2001-04-20,11.053872108459473
2001-04-23,11.04728889465332
2001-04-24,11.297611236572266
2001-04-25,11.211968421936035
2001-04-26,12.015646934509277
2001-04-27,12.114465713500977
2001-04-30,12.009064674377441
2001-05-01,12.522894859313965
2001-05-02,12.391138076782227
2001-05-03,12.16716480255127
2001-05-04,12.035419464111328
2001-05-07,12.160573959350586
2001-05-08,12.364795684814453
2001-05-09,13.655948638916016
2001-05-10,14.038020133972168
2001-05-11,13.820640563964844
2001-05-14,13.781108856201172
2001-05-15,13.708650588989258
2001-05-16,14.960274696350098
2001-05-17,15.151312828063965
2001-05-18,15.810066223144531
2001-05-21,15.842999458312988
2001-05-22,14.821943283081055
2001-05-23,14.670419692993164
2001-05-24,14.123663902282715
2001-05-25,14.472794532775879
2001-05-29,14.2290620803833
2001-05-30,13.64277172088623
2001-05-31,13.497845649719238
2001-06-01,13.721827507019043
2001-06-04,13.807579040527344
2001-06-05,14.045068740844727
2001-06-06,13.523904800415039
2001-06-07,13.523904800415039
2001-06-08,14.130838394165039
2001-06-11,13.787792205810547
2001-06-12,14.26278305053711
2001-06-13,14.421103477478027
2001-06-14,14.955466270446777
2001-06-15,14.440896034240723
2001-06-18,14.183619499206543
2001-06-19,14.256178855895996
2001-06-20,13.708624839782715
2001-06-21,13.490928649902344
2001-06-22,13.464537620544434
2001-06-25,13.260027885437012
2001-06-26,13.306211471557617
2001-06-27,12.705878257751465
2001-06-28,12.395818710327148
2001-06-29,12.277074813842773
2001-07-02,12.112143516540527
2001-07-03,12.310056686401367
2001-07-05,12.046178817749023
2001-07-06,12.032984733581543
2001-07-09,12.085753440856934
2001-07-10,12.40241813659668
2001-07-11,12.725671768188477
2001-07-12,12.666299819946289
2001-07-13,12.441991806030273
2001-07-16,12.204496383666992
2001-07-17,12.270478248596191
2001-07-18,13.048920631408691
2001-07-19,13.029131889343262
2001-07-20,13.17426586151123
2001-07-23,12.996152877807617
2001-07-24,13.616264343261719
2001-07-25,13.22044563293457
2001-07-26,12.5343599319458
2001-07-27,12.818028450012207
2001-07-30,12.343042373657227
2001-07-31,12.336444854736328
2001-08-01,12.441991806030273
2001-08-02,12.422207832336426
2001-08-03,12.382620811462402
2001-08-06,12.474981307983398
2001-08-07,12.290265083312988
