Date,SBUX
2000-01-03,2.273629903793335
2000-01-04,2.201589345932007
2000-01-05,2.230405569076538
2000-01-06,2.311091423034668
2000-01-07,2.299565315246582
2000-01-10,2.3975417613983154
2000-01-11,2.3283817768096924
2000-01-12,2.3341453075408936
2000-01-13,2.501281976699829
2000-01-14,2.437885046005249
2000-01-18,2.403306245803833
2000-01-19,2.3514344692230225
2000-01-20,2.311091423034668
2000-01-21,2.3024466037750244
2000-01-24,2.2649853229522705
2000-01-25,2.3975417613983154
2000-01-26,2.6741816997528076
2000-01-27,2.662653923034668
2000-01-28,2.7491042613983154
2000-01-31,2.9508206844329834
2000-02-01,2.979637384414673
2000-02-02,2.9335317611694336
2000-02-03,2.898951530456543
2000-02-04,3.169827699661255
2000-02-07,3.1583003997802734
2000-02-08,3.22745943069458
2000-02-09,3.1813535690307617
2000-02-10,2.9508206844329834
2000-02-11,3.0315074920654297
2000-02-14,3.129483461380005
2000-02-15,3.1928799152374268
2000-02-16,3.1525368690490723
2000-02-17,3.1928799152374268
2000-02-18,3.054560422897339
2000-02-22,3.0603249073028564
2000-02-23,3.215932846069336
2000-02-24,3.233224630355835
2000-02-25,3.1121935844421387
2000-02-28,3.1410114765167236
2000-02-29,3.2389867305755615
2000-03-01,3.2044074535369873
2000-03-02,3.066087245941162
2000-03-03,3.4291772842407227
2000-03-06,3.3081459999084473
2000-03-07,3.146775245666504
2000-03-08,3.123720645904541
2000-03-09,3.331200361251831
2000-03-10,3.2850942611694336
2000-03-13,3.2044074535369873
2000-03-14,3.0833778381347656
2000-03-15,3.244750499725342
2000-03-16,3.538679599761963
2000-03-17,3.417649745941162
2000-03-20,3.244750499725342
2000-03-21,3.596311569213867
2000-03-22,3.607837677001953
2000-03-23,3.6308937072753906
2000-03-24,3.561732769012451
2000-03-27,3.607837677001953
2000-03-28,3.4983372688293457
2000-03-29,3.6597096920013428
2000-03-30,3.6654727458953857
2000-03-31,4.132301330566406
2000-04-03,3.82108211517334
2000-04-04,4.005510330200195
2000-04-05,3.648181915283203
2000-04-06,3.4637563228607178
2000-04-07,3.6942901611328125
2000-04-10,3.3773059844970703
2000-04-11,3.4983372688293457
2000-04-12,3.4695191383361816
2000-04-13,3.6726784706115723
2000-04-14,3.244750499725342
2000-04-17,3.331200361251831
2000-04-18,3.452230453491211
2000-04-19,3.4349381923675537
2000-04-20,3.452230453491211
2000-04-24,3.68276309967041
2000-04-25,3.5213897228240967
2000-04-26,3.423412799835205
2000-04-27,3.417649745941162
2000-04-28,2.788006544113159
2000-05-01,2.852844476699829
2000-05-02,2.9450583457946777
2000-05-03,2.9335317611694336
2000-05-04,3.0833778381347656
2000-05-05,3.1064298152923584
2000-05-08,3.0430335998535156
2000-05-09,3.0776143074035645
2000-05-10,3.002690315246582
2000-05-11,3.066087245941162
2000-05-12,3.002690315246582
2000-05-15,2.996926784515381
2000-05-16,3.066087245941162
2000-05-17,2.991164207458496
2000-05-18,2.8297908306121826
2000-05-19,2.777920961380005
2000-05-22,2.7548670768737793
2000-05-23,2.610785961151123
2000-05-24,2.858607292175293
2000-05-25,2.7548670768737793
2000-05-26,2.6857075691223145
2000-05-30,3.0487983226776123
2000-05-31,3.135246515274048
2000-06-01,3.1813535690307617
2000-06-02,3.394597291946411
2000-06-05,3.2850942611694336
2000-06-06,3.4579927921295166
2000-06-07,3.187116861343384
2000-06-08,3.2562780380249023
2000-06-09,3.296619415283203
2000-06-12,3.123720645904541
2000-06-13,3.3139097690582275
2000-06-14,3.244750499725342
2000-06-15,3.198643684387207
2000-06-16,3.215932846069336
2000-06-19,3.2389867305755615
2000-06-20,3.2735681533813477
2000-06-21,3.336962938308716
2000-06-22,3.3023838996887207
2000-06-23,3.2562780380249023
2000-06-26,3.342726945877075
2000-06-27,3.4579927921295166
2000-06-28,3.5213897228240967
2000-06-29,3.492572069168091
2000-06-30,3.5213897228240967
2000-07-03,3.550205707550049
2000-07-05,3.5329172611236572
2000-07-06,3.5098652839660645
2000-07-07,3.8556644916534424
2000-07-10,3.6654727458953857
2000-07-11,3.68276309967041
2000-07-12,3.7173426151275635
2000-07-13,3.6885263919830322
2000-07-14,3.6885263919830322
2000-07-17,3.6712377071380615
2000-07-18,3.6654727458953857
2000-07-19,3.6654727458953857
2000-07-20,3.6885263919830322
2000-07-21,3.68276309967041
2000-07-24,3.662590742111206
2000-07-25,3.555968761444092
2000-07-26,3.475282669067383
2000-07-27,3.331200361251831
2000-07-28,3.4118874073028564
2000-07-31,3.4579927921295166
2000-08-01,3.4983372688293457
2000-08-02,3.619367837905884
2000-08-03,3.6942901611328125
2000-08-04,3.844136953353882
2000-08-07,3.947875499725342
2000-08-08,3.9536397457122803
2000-08-09,3.9651665687561035
2000-08-10,3.9536397457122803
2000-08-11,3.9363484382629395
2000-08-14,3.867190361022949
2000-08-15,3.757686138153076
2000-08-16,3.7288708686828613
2000-08-17,3.5271530151367188
2000-08-18,3.3773059844970703
2000-08-21,3.4349381923675537
2000-08-22,3.4579927921295166
2000-08-23,3.3023838996887207
2000-08-24,3.331200361251831
2000-08-25,3.296619415283203
2000-08-28,3.325437307357788
2000-08-29,3.2389867305755615
2000-08-30,3.383070707321167
2000-08-31,3.3773059844970703
2000-09-01,3.475282669067383
2000-09-05,3.4695191383361816
2000-09-06,3.406123161315918
2000-09-07,3.4695191383361816
2000-09-08,3.342726945877075
2000-09-11,3.354253053665161
2000-09-12,3.4464659690856934
2000-09-13,3.5905497074127197
2000-09-14,3.4983372688293457
2000-09-15,3.5732600688934326
2000-09-18,3.4594340324401855
2000-09-19,3.4695191383361816
2000-09-20,3.492572069168091
2000-09-21,3.561732769012451
2000-09-22,3.607837677001953
2000-09-25,3.68276309967041
2000-09-26,3.6424195766448975
2000-09-27,3.6769988536834717
2000-09-28,3.7865021228790283
2000-09-29,3.6942901611328125
2000-10-02,3.72310733795166
2000-10-03,3.6424195766448975
2000-10-04,3.757686138153076
2000-10-05,3.7807390689849854
2000-10-06,3.7058167457580566
2000-10-09,3.734633207321167
2000-10-10,3.7403981685638428
2000-10-11,3.6942901611328125
2000-10-12,3.5329172611236572
2000-10-13,3.619367837905884
2000-10-16,3.7403981685638428
2000-10-17,3.6654727458953857
2000-10-18,3.7173426151275635
2000-10-19,3.7807390689849854
2000-10-20,3.7173426151275635
2000-10-23,3.6885263919830322
2000-10-24,3.72310733795166
2000-10-25,3.751923084259033
2000-10-26,3.7807390689849854
2000-10-27,3.6654727458953857
2000-10-30,3.838371515274048
2000-10-31,4.120774269104004
2000-11-01,4.109251022338867
2000-11-02,4.149592399597168
2000-11-03,4.316730499267578
2000-11-06,4.310964107513428
2000-11-07,4.339784145355225
2000-11-08,4.132301330566406
2000-11-09,4.132301330566406
2000-11-10,4.103485584259033
2000-11-13,4.091958522796631
2000-11-14,4.339784145355225
2000-11-15,4.385890007019043
2000-11-16,4.264859199523926
2000-11-17,4.420469284057617
2000-11-20,4.599130630493164
2000-11-21,4.374361515045166
2000-11-22,4.489627361297607
2000-11-24,4.4262309074401855
2000-11-27,4.155355453491211
2000-11-28,4.106366157531738
2000-11-29,4.194255828857422
2000-11-30,4.201461315155029
2000-12-01,4.0804314613342285
2000-12-04,4.138064861297607
2000-12-05,4.264859199523926
2000-12-06,4.241804599761963
2000-12-07,4.316730499267578
2000-12-08,4.322493076324463
2000-12-11,4.063142776489258
2000-12-12,4.143829345703125
2000-12-13,4.063142776489258
2000-12-14,4.017035007476807
2000-12-15,3.8614253997802734
2000-12-18,4.017035007476807
2000-12-19,4.1611199378967285
2000-12-20,4.057377815246582
2000-12-21,4.143829345703125
2000-12-22,4.172645092010498
2000-12-26,4.149592399597168
2000-12-27,4.0804314613342285
2000-12-28,4.091958522796631
2000-12-29,4.0804314613342285
2001-01-02,3.878715753555298
2001-01-03,3.9882185459136963
2001-01-04,3.792267084121704
2001-01-05,3.8499021530151367
2001-01-08,3.9132955074310303
2001-01-09,3.8499021530151367
2001-01-10,4.057377815246582
2001-01-11,4.086194038391113
2001-01-12,4.1265387535095215
2001-01-16,4.132301330566406
2001-01-17,4.132301330566406
2001-01-18,4.18993616104126
2001-01-19,4.2706217765808105
2001-01-22,4.172645092010498
2001-01-23,4.276383876800537
2001-01-24,3.9997456073760986
2001-01-25,3.947875499725342
2001-01-26,4.207225799560547
2001-01-29,4.541497707366943
2001-01-30,4.495391845703125
2001-01-31,4.604893207550049
2001-02-01,4.5242085456848145
2001-02-02,4.4147047996521
2001-02-05,4.420469284057617
2001-02-06,4.599130630493164
2001-02-07,4.599130630493164
2001-02-08,4.483864784240723
2001-02-09,4.45504903793335
2001-02-12,4.610658645629883
2001-02-13,4.483864784240723
2001-02-14,4.4147047996521
2001-02-15,4.541497707366943
2001-02-16,4.51268196105957
2001-02-20,4.45504903793335
2001-02-21,4.4147047996521
2001-02-22,4.368597984313965
2001-02-23,4.3974151611328125
2001-02-26,4.408942222595215
2001-02-27,4.449284553527832
2001-02-28,4.3916521072387695
2001-03-01,4.385890007019043
