Date,AVGO
2009-08-06,1.137388825416565
2009-08-07,1.1549628973007202
2009-08-10,1.1226264238357544
2009-08-11,1.1015373468399048
2009-08-12,1.1247349977493286
2009-08-13,1.163398265838623
2009-08-14,1.16691255569458
2009-08-17,1.1402002573013306
2009-08-18,1.1999520063400269
2009-08-19,1.2575945854187012
2009-08-20,1.2484561204910278
2009-08-21,1.2526737451553345
2009-08-24,1.2301795482635498
2009-08-25,1.254783034324646
2009-08-26,1.254783034324646
2009-08-27,1.2765741348266602
2009-08-28,1.2983660697937012
2009-08-31,1.2793864011764526
2009-09-01,1.254783034324646
2009-09-02,1.2428319454193115
2009-09-03,1.2266645431518555
2009-09-04,1.2484561204910278
2009-09-08,1.2442386150360107
2009-09-09,1.2133078575134277
2009-09-10,1.1985458135604858
2009-09-11,1.1865956783294678
2009-09-14,1.1704277992248535
2009-09-15,1.2076846361160278
2009-09-16,1.2358027696609497
2009-09-17,1.1697242259979248
2009-09-18,1.1387947797775269
2009-09-21,1.1676161289215088
2009-09-22,1.2126054763793945
2009-09-23,1.2231498956680298
2009-09-24,1.2294765710830688
2009-09-25,1.204169750213623
2009-09-28,1.240723729133606
2009-09-29,1.197139859199524
2009-09-30,1.1999520063400269
2009-10-01,1.146526575088501
2009-10-02,1.1310617923736572
2009-10-05,1.1591806411743164
2009-10-06,1.157774806022644
2009-10-07,1.1338739395141602
2009-10-08,1.1254382133483887
2009-10-09,1.142309308052063
2009-10-12,1.1486358642578125
2009-10-13,1.1619924306869507
2009-10-14,1.1851898431777954
2009-10-15,1.2062784433364868
2009-10-16,1.1549628973007202
2009-10-19,1.1416064500808716
2009-10-20,1.1619924306869507
2009-10-21,1.1591806411743164
2009-10-22,1.1444181203842163
2009-10-23,1.1282498836517334
2009-10-26,1.113487958908081
2009-10-27,1.0860720872879028
2009-10-28,1.0495182275772095
2009-10-29,1.0572515726089478
2009-10-30,1.0544395446777344
2009-11-02,1.0453011989593506
2009-11-03,1.0185885429382324
2009-11-04,1.0389747619628906
2009-11-05,1.0769342184066772
2009-11-06,1.0748251676559448
2009-11-09,1.100834608078003
2009-11-10,1.0860720872879028
2009-11-11,1.079745888710022
2009-11-12,1.0966168642044067
2009-11-13,1.095211386680603
2009-11-16,1.1254382133483887
2009-11-17,1.1296559572219849
2009-11-18,1.1268442869186401
2009-11-19,1.0945078134536743
2009-11-20,1.0853699445724487
2009-11-23,1.0677958726882935
2009-11-24,1.072716474533081
2009-11-25,1.0895874500274658
2009-11-27,1.1148934364318848
2009-11-30,1.1148934364318848
2009-12-01,1.1219234466552734
2009-12-02,1.0973199605941772
2009-12-03,1.1198145151138306
2009-12-04,1.1612893342971802
2009-12-07,1.1858930587768555
2009-12-08,1.1774574518203735
2009-12-09,1.1816751956939697
2009-12-10,1.1788631677627563
2009-12-11,1.1655070781707764
2009-12-14,1.1844868659973145
2009-12-15,1.176754355430603
2009-12-16,1.1950312852859497
2009-12-17,1.146526575088501
2009-12-18,1.152151346206665
2009-12-21,1.1591806411743164
2009-12-22,1.1760516166687012
2009-12-23,1.1795660257339478
2009-12-24,1.1795660257339478
2009-12-28,1.2217437028884888
2009-12-29,1.2322883605957031
2009-12-30,1.2435352802276611
2009-12-31,1.2857131958007812
2010-01-04,1.3257819414138794
2010-01-05,1.3356236219406128
2010-01-06,1.3461674451828003
2010-01-07,1.3377320766448975
2010-01-08,1.3475735187530518
2010-01-11,1.3560088872909546
2010-01-12,1.3356236219406128
2010-01-13,1.294851303100586
2010-01-14,1.2955546379089355
2010-01-15,1.2821980714797974
2010-01-19,1.2519714832305908
2010-01-20,1.2625151872634888
2010-01-21,1.2646245956420898
2010-01-22,1.2343969345092773
2010-01-25,1.240723729133606
2010-01-26,1.2484561204910278
2010-01-27,1.2238527536392212
2010-01-28,1.2456443309783936
2010-01-29,1.2217437028884888
2010-02-01,1.2301795482635498
2010-02-02,1.2442386150360107
2010-02-03,1.2386152744293213
2010-02-04,1.2104965448379517
2010-02-05,1.2090903520584106
2010-02-08,1.1957340240478516
2010-02-09,1.1943285465240479
2010-02-10,1.1809719800949097
2010-02-11,1.204169750213623
2010-02-12,1.220338225364685
2010-02-16,1.2287734746932983
2010-02-17,1.2238527536392212
2010-02-18,1.2266645431518555
2010-02-19,1.2322883605957031
2010-02-22,1.2196353673934937
2010-02-23,1.2217437028884888
2010-02-24,1.247050166130066
2010-02-25,1.2716542482376099
2010-02-26,1.2758713960647583
2010-03-01,1.286415934562683
2010-03-02,1.3159403800964355
2010-03-03,1.329296588897705
2010-03-04,1.3398411273956299
2010-03-05,1.3609293699264526
2010-03-08,1.3574148416519165
2010-03-09,1.3602268695831299
2010-03-10,1.387642502784729
2010-03-11,1.3960773944854736
2010-03-12,1.3813153505325317
2010-03-15,1.3651483058929443
2010-03-16,1.3707712888717651
2010-03-17,1.3981866836547852
2010-03-18,1.4045133590698242
2010-03-19,1.4136515855789185
2010-03-22,1.4017014503479004
2010-03-23,1.421384572982788
2010-03-24,1.3792064189910889
2010-03-25,1.3813153505325317
2010-03-26,1.3995921611785889
2010-03-29,1.421384572982788
2010-03-30,1.4326317310333252
2010-03-31,1.4452848434448242
2010-04-01,1.441067099571228
2010-04-05,1.4241960048675537
2010-04-06,1.453720211982727
2010-04-07,1.4396613836288452
2010-04-08,1.4129488468170166
2010-04-09,1.4066219329833984
2010-04-12,1.4073253870010376
2010-04-13,1.4164636135101318
2010-04-14,1.5148775577545166
2010-04-15,1.543699026107788
2010-04-16,1.538075566291809
2010-04-19,1.5394811630249023
2010-04-20,1.5725212097167969
2010-04-21,1.5352637767791748
2010-04-22,1.5134721994400024
2010-04-23,1.510660171508789
2010-04-26,1.53174889087677
2010-04-27,1.4762147665023804
2010-04-28,1.4769179821014404
2010-04-29,1.5043339729309082
2010-04-30,1.4417699575424194
2010-05-03,1.4846502542495728
2010-05-04,1.4094337224960327
2010-05-05,1.377097487449646
2010-05-06,1.3496822118759155
2010-05-07,1.3560088872909546
2010-05-10,1.4579379558563232
2010-05-11,1.4523142576217651
2010-05-12,1.45653235912323
2010-05-13,1.4382554292678833
2010-05-14,1.4220871925354004
2010-05-17,1.442473292350769
2010-05-18,1.4115426540374756
2010-05-19,1.4073253870010376
2010-05-20,1.4129488468170166
2010-05-21,1.392562747001648
2010-05-24,1.363038182258606
2010-05-25,1.3517916202545166
2010-05-26,1.4073253870010376
2010-05-27,1.5001155138015747
2010-05-28,1.4516113996505737
2010-06-01,1.4333347082138062
2010-06-02,1.4839481115341187
2010-06-03,1.522610068321228
2010-06-04,1.4628589153289795
2010-06-07,1.4600470066070557
2010-06-08,1.4825420379638672
2010-06-09,1.481135368347168
2010-06-10,1.532451868057251
2010-06-11,1.5415904521942139
2010-06-14,1.5120658874511719
2010-06-15,1.5640851259231567
2010-06-16,1.6083711385726929
2010-06-17,1.64141047000885
2010-06-18,1.6196184158325195
2010-06-21,1.6161038875579834
2010-06-22,1.5647883415222168
2010-06-23,1.5844707489013672
2010-06-24,1.493086338043213
2010-06-25,1.5092542171478271
2010-06-28,1.5289371013641357
2010-06-29,1.4741058349609375
2010-06-30,1.4804327487945557
2010-07-01,1.50503671169281
2010-07-02,1.5162841081619263
2010-07-06,1.4670761823654175
2010-07-07,1.5233135223388672
2010-07-08,1.53174889087677
2010-07-09,1.5472136735916138
2010-07-12,1.5535409450531006
2010-07-13,1.5802528858184814
2010-07-14,1.5668965578079224
2010-07-15,1.610480785369873
2010-07-16,1.54580819606781
2010-07-19,1.5654914379119873
2010-07-20,1.5465103387832642
2010-07-21,1.5303428173065186
2010-07-22,1.6062626838684082
2010-07-23,1.6083711385726929
2010-07-26,1.6027470827102661
2010-07-27,1.576035499572754
2010-07-28,1.532451868057251
2010-07-29,1.5303428173065186
2010-07-30,1.5296400785446167
2010-08-02,1.5345607995986938
2010-08-03,1.5183924436569214
2010-08-04,1.5704121589660645
2010-08-05,1.5985299348831177
2010-08-06,1.587985634803772
2010-08-09,1.6097773313522339
2010-08-10,1.567599892616272
2010-08-11,1.4220871925354004
2010-08-12,1.434740424156189
2010-08-13,1.405215859413147
2010-08-16,1.4248992204666138
2010-08-17,1.4319286346435547
2010-08-18,1.4586408138275146
2010-08-19,1.4417699575424194
2010-08-20,1.4361464977264404
2010-08-23,1.4340378046035767
2010-08-24,1.422790288925171
2010-08-25,1.4263049364089966
2010-08-26,1.4480962753295898
2010-08-27,1.427711009979248
2010-08-30,1.405918836593628
2010-08-31,1.4164636135101318
2010-09-01,1.4762147665023804
2010-09-02,1.4797297716140747
2010-09-03,1.4748092889785767
2010-09-07,1.4466907978057861
2010-09-08,1.4115426540374756
2010-09-09,1.382721185684204
2010-09-10,1.3110194206237793
2010-09-13,1.3321086168289185
2010-09-14,1.3988897800445557
2010-09-15,1.3433557748794556
2010-09-16,1.3531968593597412
2010-09-17,1.4087313413619995
2010-09-20,1.450205683708191
2010-09-21,1.4600470066070557
2010-09-22,1.4593439102172852
2010-09-23,1.4994126558303833
2010-09-24,1.5169872045516968
2010-09-27,1.5429966449737549
2010-09-28,1.567599892616272
2010-09-29,1.5697087049484253
2010-09-30,1.5823616981506348
2010-10-01,1.5907976627349854
2010-10-04,1.5683035850524902
2010-10-05,1.5781434774398804
2010-10-06,1.5661938190460205
2010-10-07,1.6083711385726929
2010-10-08,1.5605703592300415
2010-10-11,1.5704121589660645
2010-10-12,1.5479165315628052
2010-10-13,1.5465103387832642
2010-10-14,1.576035499572754
2010-10-15,1.595015048980713
2010-10-18,1.5985299348831177
2010-10-19,1.5739266872406006
2010-10-20,1.5535409450531006
2010-10-21,1.5429966449737549
2010-10-22,1.5802528858184814
2010-10-25,1.6069658994674683
2010-10-26,1.6463308334350586
2010-10-27,1.6660140752792358
2010-10-28,1.6470342874526978
2010-10-29,1.734904408454895
2010-11-01,1.6751525402069092
2010-11-02,1.692726969718933
2010-11-03,1.734904408454895
2010-11-04,1.7777847051620483
2010-11-05,1.783408522605896
2010-11-08,1.7749731540679932
2010-11-09,1.745448350906372
2010-11-10,1.7299840450286865
2010-11-11,1.7468540668487549
2010-11-12,1.808011531829834
2010-11-15,1.7693490982055664
2010-11-16,1.750369906425476
2010-11-17,1.7292811870574951
2010-11-18,1.762319803237915
2010-11-19,1.7763792276382446
2010-11-22,1.8283982276916504
2010-11-23,1.826289176940918
2010-11-24,1.848784327507019
2010-11-26,1.8986942768096924
2010-11-29,1.8923667669296265
2010-11-30,1.8354274034500122
2010-12-01,1.888149619102478
2010-12-02,1.9971076250076294
2010-12-03,1.8663570880889893
2010-12-06,1.8874458074569702
2010-12-07,1.7475577592849731
2010-12-08,1.785517692565918
2010-12-09,1.8565162420272827
2010-12-10,1.8558136224746704
2010-12-13,1.8734335899353027
2010-12-14,1.8529930114746094
2010-12-15,1.860747218132019
2010-12-16,1.9481463432312012
2010-12-17,1.985502004623413
2010-12-20,1.9601272344589233
2010-12-21,1.9650615453720093
2010-12-22,1.983386516571045
2010-12-23,1.9826816320419312
2010-12-27,2.0270862579345703
2010-12-28,1.9946643114089966
2010-12-29,2.0179238319396973
2010-12-30,2.0355443954467773
2010-12-31,2.00241756439209
2011-01-03,1.9594228267669678
2011-01-04,1.9735193252563477
2011-01-05,1.9728151559829712
2011-01-06,2.0101704597473145
2011-01-07,1.9932547807693481
2011-01-10,2.036954641342163
2011-01-11,2.0609195232391357
2011-01-12,1.985502004623413
2011-01-13,1.9981883764266968
2011-01-14,2.0447072982788086
2011-01-18,1.9558988809585571
2011-01-19,1.9566030502319336
2011-01-20,1.9523745775222778
2011-01-21,1.9573091268539429
2011-01-24,1.979862928390503
2011-01-25,1.9749290943145752
2011-01-26,1.9911398887634277
2011-01-27,2.0595083236694336
2011-01-28,1.977043867111206
2011-01-31,2.023561954498291
2011-02-01,2.048935890197754
2011-02-02,2.0299057960510254
2011-02-03,2.0729002952575684
2011-02-04,2.199064254760742
2011-02-07,2.1701672077178955
2011-02-08,2.249107837677002
2011-02-09,2.309722900390625
2011-02-10,2.2892825603485107
2011-02-11,2.3463735580444336
2011-02-14,2.399235725402832
2011-02-15,2.3759765625
2011-02-16,2.4231998920440674
2011-02-17,2.370338201522827
2011-02-18,2.3858439922332764
2011-02-22,2.2977402210235596
2011-02-23,2.2089319229125977
2011-02-24,2.395007371902466
2011-02-25,2.421790838241577
2011-02-28,2.395711660385132
2011-03-01,2.2603845596313477
2011-03-02,2.2878739833831787
2011-03-03,2.3259336948394775
2011-03-04,2.3111324310302734
