Date,LLY
2000-01-03,32.50004196166992
2000-01-04,31.47764015197754
2000-01-05,31.880407333374023
2000-01-06,32.80986022949219
2000-01-07,35.22645950317383
2000-01-10,33.77029800415039
2000-01-11,33.956207275390625
2000-01-12,33.46049880981445
2000-01-13,33.0577278137207
2000-01-14,33.86325454711914
2000-01-18,33.36754608154297
2000-01-19,33.58441162109375
2000-01-20,33.104190826416016
2000-01-21,32.09727096557617
2000-01-24,30.796045303344727
2000-01-25,30.888986587524414
2000-01-26,31.105863571166992
2000-01-27,31.84943199157715
2000-01-28,32.376121520996094
2000-01-31,33.150657653808594
2000-02-01,32.50004196166992
2000-02-02,32.252197265625
2000-02-03,32.34514617919922
2000-02-04,32.15922546386719
2000-02-07,31.384685516357422
2000-02-08,31.384685516357422
2000-02-09,30.61015510559082
2000-02-10,30.888986587524414
2000-02-11,30.676183700561523
2000-02-14,30.240612030029297
2000-02-15,30.45838737487793
2000-02-16,30.48950958251953
2000-02-17,29.960607528686523
2000-02-18,29.120576858520508
2000-02-22,29.618385314941406
2000-02-23,30.022830963134766
2000-02-24,29.15169906616211
2000-02-25,28.21835708618164
2000-02-28,28.622793197631836
2000-02-29,29.58727264404297
2000-03-01,29.307273864746094
2000-03-02,28.716148376464844
2000-03-03,28.8717041015625
2000-03-06,28.685035705566406
2000-03-07,27.129432678222656
2000-03-08,27.627229690551758
2000-03-09,29.898386001586914
2000-03-10,30.45838737487793
2000-03-13,29.493938446044922
2000-03-14,28.59169578552246
2000-03-15,31.236194610595703
2000-03-16,32.23176574707031
2000-03-17,30.551733016967773
2000-03-20,30.240612030029297
2000-03-21,30.7072811126709
2000-03-22,31.640649795532227
2000-03-23,32.04509735107422
2000-03-24,30.92507553100586
2000-03-27,30.116172790527344
2000-03-28,29.991716384887695
2000-03-29,30.365076065063477
2000-03-30,30.240612030029297
2000-03-31,31.17397117614746
2000-04-03,32.54288101196289
2000-04-04,34.347354888916016
2000-04-05,33.58512878417969
2000-04-06,32.791778564453125
2000-04-07,32.01399230957031
2000-04-10,32.293975830078125
2000-04-11,33.2895622253418
2000-04-12,32.4184455871582
2000-04-13,34.845157623291016
2000-04-14,33.56957244873047
2000-04-17,34.845157623291016
2000-04-18,36.46297073364258
2000-04-19,37.645225524902344
2000-04-20,37.70743942260742
2000-04-24,38.578548431396484
2000-04-25,38.329689025878906
2000-04-26,38.734130859375
2000-04-27,38.79634094238281
2000-04-28,38.39190673828125
2000-05-01,38.516353607177734
2000-05-02,38.827457427978516
2000-05-03,39.325252532958984
2000-05-04,39.44969177246094
2000-05-05,39.698577880859375
2000-05-08,40.07194137573242
2000-05-09,39.63636016845703
2000-05-10,38.45411682128906
2000-05-11,37.39775085449219
2000-05-12,37.67869186401367
2000-05-15,38.17817306518555
2000-05-16,37.42897415161133
2000-05-17,36.89826583862305
2000-05-18,36.83584976196289
2000-05-19,37.92841720581055
2000-05-22,37.5538330078125
2000-05-23,37.74113082885742
2000-05-24,38.521541595458984
2000-05-25,39.27073669433594
2000-05-26,39.36439895629883
2000-05-30,38.20938491821289
2000-05-31,38.022071838378906
2000-06-01,38.49032974243164
2000-06-02,36.5236701965332
2000-06-05,36.180294036865234
2000-06-06,37.02313995361328
2000-06-07,37.39775085449219
2000-06-08,37.42897415161133
2000-06-09,38.05329513549805
2000-06-12,39.08345031738281
2000-06-13,40.33213424682617
2000-06-14,41.362274169921875
2000-06-15,41.45591354370117
2000-06-16,42.423648834228516
2000-06-19,43.141639709472656
2000-06-20,43.24308395385742
2000-06-21,43.328922271728516
2000-06-22,42.20512390136719
2000-06-23,42.610958099365234
2000-06-26,43.23529052734375
2000-06-27,42.330013275146484
2000-06-28,43.55524444580078
2000-06-29,50.75852584838867
2000-06-30,49.88446807861328
2000-07-03,49.32256317138672
2000-07-05,52.194480895996094
2000-07-06,50.75852584838867
2000-07-07,50.44635009765625
2000-07-10,51.94476318359375
2000-07-11,51.44532012939453
2000-07-12,49.82204055786133
2000-07-13,47.82414245605469
2000-07-14,47.1998405456543
2000-07-17,49.182098388671875
2000-07-18,50.19662857055664
2000-07-19,49.32256317138672
2000-07-20,48.198768615722656
2000-07-21,48.88553237915039
2000-07-24,50.51663589477539
2000-07-25,50.44635009765625
2000-07-26,49.400611877441406
2000-07-27,49.65814208984375
2000-07-28,51.07072830200195
2000-07-31,51.88234329223633
2000-08-01,53.3807487487793
2000-08-02,53.31829833984375
2000-08-03,53.88023376464844
2000-08-04,53.63047790527344
2000-08-07,53.21686553955078
2000-08-08,54.2158203125
2000-08-09,38.39666748046875
2000-08-10,38.521541595458984
2000-08-11,38.58921432495117
2000-08-14,38.96508026123047
2000-08-15,38.58921432495117
2000-08-16,38.7144775390625
2000-08-17,39.278289794921875
2000-08-18,38.33863830566406
2000-08-21,38.68318176269531
2000-08-22,38.13504409790039
2000-08-23,38.68318176269531
2000-08-24,37.90011978149414
2000-08-25,37.86878204345703
2000-08-28,37.33631134033203
2000-08-29,37.085731506347656
2000-08-30,37.211036682128906
2000-08-31,36.5924072265625
2000-09-01,36.427955627441406
2000-09-05,34.955814361572266
2000-09-06,33.76554489135742
2000-09-07,34.57992935180664
2000-09-08,34.75220489501953
2000-09-11,35.206382751464844
2000-09-12,35.89548110961914
2000-09-13,37.30497741699219
2000-09-14,36.9604377746582
2000-09-15,36.55326461791992
2000-09-18,37.30497741699219
2000-09-19,38.025394439697266
2000-09-20,37.14836883544922
2000-09-21,39.121673583984375
2000-09-22,40.84443283081055
2000-09-25,41.525699615478516
2000-09-26,41.408233642578125
2000-09-27,40.93837356567383
2000-09-28,41.282936096191406
2000-09-29,40.656471252441406
2000-10-02,40.53118896484375
2000-10-03,40.9697265625
2000-10-04,41.345558166503906
2000-10-05,42.379234313964844
2000-10-06,41.56484603881836
2000-10-09,41.43954849243164
2000-10-10,42.34788131713867
2000-10-11,43.820030212402344
2000-10-12,43.85136032104492
2000-10-13,43.60078811645508
2000-10-16,45.01029968261719
2000-10-17,44.66576385498047
2000-10-18,44.72840118408203
2000-10-19,44.3525276184082
2000-10-20,43.287574768066406
2000-10-23,44.57175827026367
2000-10-24,43.945350646972656
2000-10-25,44.50912094116211
2000-10-26,43.85136032104492
2000-10-27,43.85136032104492
2000-10-30,44.10197830200195
2000-10-31,44.7910270690918
2000-11-01,45.60542678833008
2000-11-02,44.3525276184082
2000-11-03,44.13325119018555
2000-11-06,44.88500213623047
2000-11-07,43.72608184814453
2000-11-08,45.32353591918945
2000-11-09,44.94767761230469
2000-11-10,45.354835510253906
2000-11-13,43.2866325378418
2000-11-14,44.16620635986328
2000-11-15,44.07196807861328
2000-11-16,43.506534576416016
2000-11-17,44.95150375366211
2000-11-20,44.103355407714844
2000-11-21,45.17140197753906
2000-11-22,43.63214874267578
2000-11-24,42.62698745727539
2000-11-27,44.57455825805664
2000-11-28,46.113765716552734
2000-11-29,47.49595260620117
2000-11-30,47.087562561035156
2000-12-01,45.2656364440918
2000-12-04,45.45412826538086
2000-12-05,45.422706604003906
2000-12-06,45.422706604003906
2000-12-07,46.30224609375
2000-12-08,46.52212905883789
2000-12-11,46.679195404052734
2000-12-12,46.39649963378906
2000-12-13,45.736820220947266
2000-12-14,45.108577728271484
2000-12-15,44.85725402832031
2000-12-18,44.48033142089844
2000-12-19,44.731605529785156
2000-12-20,45.705406188964844
2000-12-21,45.611167907714844
2000-12-22,44.07196807861328
2000-12-26,45.20280838012695
2000-12-27,44.79446029663086
2000-12-28,46.05094909667969
2000-12-29,46.773433685302734
2001-01-02,45.98810958862305
2001-01-03,43.38088607788086
2001-01-04,40.77360153198242
2001-01-05,40.55374526977539
2001-01-08,40.585140228271484
2001-01-09,42.46989059448242
2001-01-10,41.90446090698242
2001-01-11,41.02492141723633
2001-01-12,40.208194732666016
2001-01-16,41.841644287109375
2001-01-17,40.993507385253906
2001-01-18,41.08776092529297
2001-01-19,40.585140228271484
2001-01-22,41.08776092529297
2001-01-23,41.778831481933594
2001-01-24,41.590362548828125
2001-01-25,41.74741744995117
2001-01-26,41.46468734741211
2001-01-29,40.76106262207031
2001-01-30,40.11268615722656
2001-01-31,39.6050910949707
2001-02-01,40.28358459472656
2001-02-02,41.16316223144531
2001-02-05,40.15793991088867
2001-02-06,38.951690673828125
2001-02-07,39.68046951293945
2001-02-08,40.70576858520508
2001-02-09,40.585140228271484
2001-02-12,40.409236907958984
2001-02-13,40.343658447265625
2001-02-14,38.87600326538086
2001-02-15,37.95301055908203
2001-02-16,36.818206787109375
2001-02-20,37.16115188598633
2001-02-21,37.201515197753906
2001-02-22,37.443599700927734
2001-02-23,38.30605697631836
2001-02-26,39.032318115234375
2001-02-27,39.339988708496094
2001-02-28,40.076358795166016
2001-03-01,39.83427810668945
2001-03-02,40.01079559326172
2001-03-05,40.076358795166016
2001-03-06,39.319820404052734
2001-03-07,38.71962356567383
2001-03-08,39.03739929199219
2001-03-09,39.8443489074707
2001-03-12,39.592166900634766
2001-03-13,39.491294860839844
2001-03-14,38.80538558959961
2001-03-15,38.20013427734375
2001-03-16,37.544471740722656
2001-03-19,38.3312873840332
2001-03-20,38.583457946777344
2001-03-21,37.433509826660156
2001-03-22,36.99473571777344
2001-03-23,36.61143112182617
2001-03-26,37.51926803588867
2001-03-27,38.44223403930664
2001-03-28,39.017208099365234
2001-03-29,38.17997360229492
2001-03-30,38.66413497924805
2001-04-02,38.05891418457031
2001-04-03,37.831966400146484
2001-04-04,38.43721008300781
2001-04-05,38.896156311035156
2001-04-06,39.08780288696289
2001-04-09,39.29963684082031
2001-04-10,39.52155303955078
2001-04-11,38.79530334472656
2001-04-12,39.05755615234375
2001-04-16,39.8443489074707
2001-04-17,40.79759216308594
2001-04-18,40.28818893432617
2001-04-19,40.2428092956543
2001-04-20,40.39915084838867
2001-04-23,40.54541015625
2001-04-24,39.874603271484375
2001-04-25,41.02455520629883
2001-04-26,41.04977798461914
2001-04-27,41.76092529296875
2001-04-30,42.870506286621094
2001-05-01,43.1882438659668
2001-05-02,43.57662582397461
2001-05-03,43.031898498535156
2001-05-04,43.395050048828125
2001-05-07,43.76824951171875
2001-05-08,43.395050048828125
2001-05-09,43.12773513793945
2001-05-10,42.875545501708984
2001-05-11,42.455570220947266
2001-05-14,42.72878646850586
2001-05-15,42.91098403930664
2001-05-16,43.649757385253906
2001-05-17,44.39363479614258
2001-05-18,43.26014709472656
2001-05-21,43.44231033325195
2001-05-22,43.29556655883789
2001-05-23,42.75916290283203
2001-05-24,42.9615592956543
2001-05-25,42.51626205444336
2001-05-29,43.46760559082031
2001-05-30,42.860382080078125
2001-05-31,42.860382080078125
2001-06-01,43.73581314086914
2001-06-04,44.02421951293945
2001-06-05,44.58084487915039
2001-06-06,44.01919174194336
2001-06-07,44.04448318481445
2001-06-08,44.04448318481445
2001-06-11,44.02421951293945
2001-06-12,43.771240234375
2001-06-13,42.35435485839844
2001-06-14,42.25313949584961
2001-06-15,41.19048309326172
2001-06-18,40.92734909057617
2001-06-19,39.829280853271484
2001-06-20,40.2391471862793
2001-06-21,39.72301483154297
2001-06-22,38.66035079956055
2001-06-25,38.21506881713867
2001-06-26,38.32133483886719
2001-06-27,37.456016540527344
2001-06-28,37.28396987915039
2001-06-29,37.445884704589844
2001-07-02,38.331443786621094
2001-07-03,38.63505554199219
2001-07-05,38.25554275512695
2001-07-06,38.00758743286133
2001-07-09,38.66035079956055
2001-07-10,37.80013656616211
2001-07-11,38.35675811767578
2001-07-12,37.724212646484375
2001-07-13,38.34661102294922
2001-07-16,38.00251388549805
2001-07-17,37.977230072021484
2001-07-18,38.837459564208984
2001-07-19,39.19675064086914
2001-07-20,39.166404724121094
2001-07-23,38.73628616333008
2001-07-24,38.513614654541016
2001-07-25,38.6097526550293
2001-07-26,39.5307502746582
2001-07-27,39.66229248046875
2001-07-30,40.02156066894531
2001-07-31,40.117713928222656
2001-08-01,39.9254264831543
2001-08-02,40.254337310791016
2001-08-03,40.07722854614258
2001-08-06,40.00132369995117
2001-08-07,39.64711380004883
2001-08-08,39.28276824951172
2001-08-09,39.08542251586914
2001-08-10,39.520606994628906
2001-08-13,39.84563446044922
2001-08-14,39.81005859375
2001-08-15,40.17062759399414
2001-08-16,40.64802169799805
2001-08-17,40.52613830566406
2001-08-20,41.1812629699707
2001-08-21,41.01874542236328
2001-08-22,41.541831970214844
2001-08-23,41.86685562133789
2001-08-24,42.49149703979492
2001-08-27,41.7703742980957
2001-08-28,40.60231399536133
2001-08-29,40.14018249511719
2001-08-30,40.282371520996094
2001-08-31,39.42411422729492
2001-09-04,39.9776611328125
2001-09-05,40.52613830566406
2001-09-06,39.865936279296875
2001-09-07,38.951820373535156
2001-09-10,39.20574951171875
2001-09-17,39.413944244384766
2001-09-18,39.591705322265625
2001-09-19,38.34239959716797
2001-09-20,37.534915924072266
2001-09-21,37.575565338134766
2001-09-24,39.053382873535156
2001-09-25,39.20574951171875
2001-09-26,39.89133071899414
2001-09-27,40.67849349975586
2001-09-28,40.98319625854492
2001-10-01,41.470733642578125
2001-10-02,42.08522415161133
2001-10-03,40.24681854248047
2001-10-04,40.104637145996094
2001-10-05,40.47029113769531
2001-10-08,40.44996643066406
2001-10-09,39.96751403808594
2001-10-10,40.5007438659668
2001-10-11,40.114776611328125
2001-10-12,40.064002990722656
2001-10-15,39.64249801635742
2001-10-16,40.11984634399414
2001-10-17,38.08848190307617
2001-10-18,38.64711380004883
2001-10-19,38.57600784301758
2001-10-22,39.36318588256836
2001-10-23,39.388553619384766
2001-10-24,39.71356201171875
2001-10-25,40.11984634399414
2001-10-26,40.47536849975586
2001-10-29,40.307769775390625
2001-10-30,39.24128341674805
2001-10-31,38.850250244140625
2001-11-01,39.07875061035156
2001-11-02,39.556148529052734
2001-11-05,39.865936279296875
2001-11-06,40.42455291748047
2001-11-07,40.703887939453125
2001-11-08,40.302696228027344
2001-11-09,39.8507080078125
2001-11-12,39.865936279296875
2001-11-13,40.248199462890625
2001-11-14,39.876136779785156
2001-11-15,39.94236373901367
2001-11-16,40.273658752441406
2001-11-19,40.76803970336914
2001-11-20,41.354164123535156
2001-11-21,42.47032928466797
2001-11-23,42.006534576416016
2001-11-26,42.11865234375
2001-11-27,41.90969467163086
2001-11-28,41.512168884277344
2001-11-29,42.07279586791992
2001-11-30,42.13393783569336
2001-12-03,42.60795974731445
2001-12-04,42.195106506347656
2001-12-05,42.021812438964844
2001-12-06,41.675262451171875
2001-12-07,41.955562591552734
2001-12-10,41.55802917480469
2001-12-11,40.97700119018555
2001-12-12,40.26857376098633
2001-12-13,41.0126838684082
2001-12-14,41.69565200805664
2001-12-17,42.20021438598633
2001-12-18,42.11865234375
2001-12-19,41.58860397338867
2001-12-20,40.78843307495117
2001-12-21,39.95767593383789
2001-12-24,40.640621185302734
2001-12-26,40.416378021240234
2001-12-27,40.385799407958984
2001-12-28,40.69160461425781
2001-12-31,40.0290412902832
2002-01-02,40.008636474609375
2002-01-03,39.580528259277344
2002-01-04,39.60089874267578
2002-01-07,39.167686462402344
2002-01-08,38.55609893798828
2002-01-09,38.38791275024414
2002-01-10,39.142215728759766
2002-01-11,38.93833923339844
2002-01-14,39.24415969848633
2002-01-15,39.269630432128906
2002-01-16,38.76506423950195
2002-01-17,38.44397735595703
2002-01-18,38.015865325927734
2002-01-22,38.658023834228516
2002-01-23,38.61724853515625
2002-01-24,37.766117095947266
2002-01-25,38.280879974365234
2002-01-28,37.86296844482422
2002-01-29,37.40935516357422
2002-01-30,37.73555374145508
2002-01-31,38.2757682800293
2002-02-01,38.1177864074707
2002-02-04,37.358402252197266
2002-02-05,37.6845817565918
2002-02-06,37.38895797729492
2002-02-07,37.134132385253906
2002-02-08,37.546966552734375
2002-02-11,38.15346908569336
2002-02-12,38.607086181640625
2002-02-13,38.95505142211914
2002-02-14,39.10859680175781
2002-02-15,39.093231201171875
2002-02-19,38.72987747192383
2002-02-20,39.318416595458984
2002-02-21,39.20068359375
2002-02-22,39.44635009765625
2002-02-25,39.226287841796875
2002-02-26,38.85270309448242
2002-02-27,39.63060760498047
2002-02-28,38.7554931640625
2002-03-01,39.661293029785156
2002-03-04,40.17303466796875
2002-03-05,39.53335189819336
2002-03-06,40.01951217651367
2002-03-07,40.16280746459961
2002-03-08,40.01951217651367
2002-03-11,40.36750030517578
2002-03-12,40.62852478027344
2002-03-13,40.679691314697266
2002-03-14,40.5568733215332
2002-03-15,40.863929748535156
2002-03-18,41.247745513916016
2002-03-19,41.293792724609375
2002-03-20,40.546630859375
2002-03-21,40.4801139831543
2002-03-22,40.295875549316406
2002-03-25,39.58964157104492
2002-03-26,39.40541458129883
2002-03-27,38.781063079833984
2002-03-28,38.99599075317383
2002-04-01,39.77388000488281
2002-04-02,40.295875549316406
2002-04-03,39.732940673828125
2002-04-04,38.99599075317383
2002-04-05,38.56100845336914
2002-04-08,38.12602233886719
2002-04-09,38.16184997558594
2002-04-10,38.4074821472168
2002-04-11,38.079933166503906
2002-04-12,37.573307037353516
2002-04-15,38.484256744384766
2002-04-16,37.92642593383789
2002-04-17,37.506805419921875
2002-04-18,37.95201873779297
2002-04-19,37.78824996948242
2002-04-22,37.56821060180664
2002-04-23,36.79543685913086
2002-04-24,35.766807556152344
2002-04-25,36.027801513671875
2002-04-26,35.833335876464844
2002-04-29,34.95309066772461
2002-04-30,33.80165481567383
2002-05-01,34.390167236328125
2002-05-02,34.79959487915039
2002-05-03,34.23666000366211
2002-05-06,33.556026458740234
2002-05-07,33.18754196166992
2002-05-08,34.47719192504883
2002-05-09,33.26942443847656
2002-05-10,33.11589813232422
2002-05-13,33.20846939086914
2002-05-14,33.78440475463867
2002-05-15,32.658241271972656
2002-05-16,32.606815338134766
2002-05-17,33.424434661865234
2002-05-20,32.910213470458984
2002-05-21,32.910213470458984
2002-05-22,32.99249267578125
2002-05-23,33.34729766845703
2002-05-24,32.81249237060547
2002-05-28,32.89480209350586
2002-05-29,33.06447982788086
2002-05-30,33.09018325805664
2002-05-31,33.27015686035156
2002-06-03,32.88449478149414
2002-06-04,31.912633895874023
2002-06-05,32.22115707397461
2002-06-06,31.562957763671875
2002-06-07,31.52179718017578
2002-06-10,31.526960372924805
2002-06-11,30.724761962890625
2002-06-12,30.08199119567871
2002-06-13,30.786468505859375
2002-06-14,31.084720611572266
2002-06-17,32.08745574951172
2002-06-18,32.21086883544922
2002-06-19,31.202987670898438
2002-06-20,30.930450439453125
2002-06-21,30.025426864624023
2002-06-24,29.78887367248535
