Date,DGX
2000-01-03,5.315876007080078
2000-01-04,5.3048014640808105
2000-01-05,5.260502338409424
2000-01-06,5.282650470733643
2000-01-07,5.493070125579834
2000-01-10,5.59274435043335
2000-01-11,5.581669330596924
2000-01-12,5.559518814086914
2000-01-13,5.76993989944458
2000-01-14,5.515220642089844
2000-01-18,5.61489200592041
2000-01-19,5.581669330596924
2000-01-20,5.61489200592041
2000-01-21,5.61489200592041
2000-01-24,5.625969409942627
2000-01-25,5.681342124938965
2000-01-26,6.37905216217041
2000-01-27,5.847462177276611
2000-01-28,5.958210468292236
2000-01-31,6.024656295776367
2000-02-01,5.936061382293701
2000-02-02,5.947137355804443
2000-02-03,6.1021809577941895
2000-02-04,6.235079765319824
2000-02-07,6.27937650680542
2000-02-08,6.334751605987549
2000-02-09,6.401199817657471
2000-02-10,6.445500373840332
2000-02-11,6.257228851318359
2000-02-14,6.135404586791992
2000-02-15,6.179702281951904
2000-02-16,6.235079765319824
2000-02-17,6.257228851318359
2000-02-18,6.124332904815674
2000-02-22,6.246152400970459
2000-02-23,6.29045295715332
2000-02-24,6.212928295135498
2000-02-25,6.201854228973389
2000-02-28,6.046807765960693
2000-02-29,6.080033779144287
2000-03-01,6.356903553009033
2000-03-02,6.37905216217041
2000-03-03,6.534099578857422
2000-03-06,6.8331122398376465
2000-03-07,6.534099578857422
2000-03-08,6.5894670486450195
2000-03-09,6.655919075012207
2000-03-10,6.5230183601379395
2000-03-13,6.500874042510986
2000-03-14,6.334751605987549
2000-03-15,6.412273406982422
2000-03-16,6.95493745803833
2000-03-17,7.0324602127075195
2000-03-20,6.73344087600708
2000-03-21,6.334751605987549
2000-03-22,6.567321300506592
2000-03-23,6.5119500160217285
2000-03-24,6.345828533172607
2000-03-27,6.27937650680542
2000-03-28,6.678066730499268
2000-03-29,6.556244373321533
2000-03-30,6.545170783996582
2000-03-31,7.043537616729736
2000-04-03,7.054609298706055
2000-04-04,6.799891471862793
2000-04-05,7.1099853515625
2000-04-06,7.342552661895752
2000-04-07,7.442227363586426
2000-04-10,7.353626251220703
2000-04-11,7.431149005889893
2000-04-12,7.464373588562012
2000-04-13,7.56404447555542
2000-04-14,7.885214805603027
2000-04-17,8.904088020324707
2000-04-18,9.922965049743652
2000-04-19,9.756845474243164
2000-04-20,9.502128601074219
2000-04-24,9.524277687072754
2000-04-25,10.144463539123535
2000-04-26,10.45455265045166
2000-04-27,10.45455265045166
2000-04-28,10.310583114624023
2000-05-01,10.465624809265137
2000-05-02,10.321659088134766
2000-05-03,9.97834300994873
2000-05-04,10.055865287780762
2000-05-05,10.565300941467285
2000-05-08,10.521004676818848
2000-05-09,10.67604923248291
2000-05-10,10.432408332824707
2000-05-11,10.997214317321777
2000-05-12,11.872122764587402
2000-05-15,11.783523559570312
2000-05-16,12.359404563903809
2000-05-17,12.027167320251465
2000-05-18,11.506650924682617
2000-05-19,10.919695854187012
2000-05-22,10.820027351379395
2000-05-23,10.753579139709473
2000-05-24,12.027167320251465
2000-05-25,12.270809173583984
2000-05-26,12.55875301361084
2000-05-30,12.13791275024414
2000-05-31,11.894274711608887
2000-06-01,12.182208061218262
2000-06-02,11.827824592590332
2000-06-05,11.22978401184082
2000-06-06,10.95291805267334
2000-06-07,10.808943748474121
2000-06-08,10.709277153015137
2000-06-09,10.90861988067627
2000-06-12,10.587449073791504
2000-06-13,10.808943748474121
2000-06-14,11.27408504486084
2000-06-15,11.45128345489502
2000-06-16,11.45128345489502
2000-06-19,12.381563186645508
2000-06-20,13.195547103881836
2000-06-21,13.046036720275879
2000-06-22,12.603055953979492
2000-06-23,12.403708457946777
2000-06-26,12.55875301361084
2000-06-27,12.53661060333252
2000-06-28,12.835627555847168
2000-06-29,12.846696853637695
2000-06-30,13.24538803100586
2000-07-03,13.134642601013184
2000-07-05,13.433655738830566
2000-07-06,13.76590633392334
2000-07-07,13.943103790283203
2000-07-10,14.352865219116211
2000-07-11,16.479198455810547
2000-07-12,17.298757553100586
2000-07-13,17.52025032043457
2000-07-14,18.417282104492188
2000-07-17,18.9599552154541
2000-07-18,18.240095138549805
2000-07-19,17.863557815551758
2000-07-20,18.073978424072266
2000-07-21,17.752809524536133
2000-07-24,18.00752830505371
2000-07-25,17.48702049255371
2000-07-26,18.073978424072266
2000-07-27,18.15149688720703
2000-07-28,17.918935775756836
2000-07-31,17.885711669921875
2000-08-01,18.738460540771484
2000-08-02,17.719581604003906
2000-08-03,18.251174926757812
2000-08-04,18.98210906982422
2000-08-07,20.532567977905273
2000-08-08,20.1227970123291
2000-08-09,19.71303939819336
2000-08-10,19.314346313476562
2000-08-11,18.782764434814453
2000-08-14,18.9599552154541
2000-08-15,18.971031188964844
2000-08-16,18.915651321411133
2000-08-17,19.092853546142578
2000-08-18,19.477697372436523
2000-08-21,19.801637649536133
2000-08-22,20.14495086669922
2000-08-23,20.886962890625
2000-08-24,20.156021118164062
2000-08-25,21.042009353637695
2000-08-28,22.238075256347656
2000-08-29,21.263504028320312
2000-08-30,21.595748901367188
2000-08-31,21.927974700927734
2000-09-01,22.83612060546875
2000-09-05,22.991161346435547
2000-09-06,23.090837478637695
2000-09-07,22.559246063232422
2000-09-08,22.647836685180664
2000-09-11,22.282373428344727
2000-09-12,21.927974700927734
2000-09-13,21.086301803588867
2000-09-14,21.25242042541504
2000-09-15,20.521501541137695
2000-09-18,17.517475128173828
2000-09-19,18.586181640625
2000-09-20,18.605560302734375
2000-09-21,17.719581604003906
2000-09-22,19.070711135864258
2000-09-25,19.126075744628906
2000-09-26,19.690889358520508
2000-09-27,21.064159393310547
2000-09-28,21.108457565307617
2000-09-29,20.33599090576172
2000-10-02,21.019853591918945
2000-10-03,20.676544189453125
2000-10-04,21.064159393310547
2000-10-05,21.64005470275879
2000-10-06,22.060882568359375
2000-10-09,21.595748901367188
2000-10-10,21.927974700927734
2000-10-11,22.946863174438477
2000-10-12,22.249155044555664
2000-10-13,21.573598861694336
2000-10-16,23.72210121154785
2000-10-17,23.223724365234375
2000-10-18,23.987882614135742
2000-10-19,24.23152732849121
2000-10-20,20.01206398010254
2000-10-23,17.64205551147461
2000-10-24,18.66094207763672
2000-10-25,18.77168083190918
2000-10-26,18.229026794433594
2000-10-27,16.036226272583008
2000-10-30,15.903324127197266
2000-10-31,17.055097579956055
2000-11-01,16.11374282836914
2000-11-02,17.04401969909668
2000-11-03,17.143699645996094
2000-11-06,17.398422241210938
2000-11-07,18.33977699279785
2000-11-08,20.200328826904297
2000-11-09,20.299999237060547
2000-11-10,20.000986099243164
2000-11-13,18.107194900512695
2000-11-14,18.627704620361328
2000-11-15,19.85700035095215
2000-11-16,19.29220199584961
2000-11-17,18.827054977416992
2000-11-20,17.16584587097168
2000-11-21,17.664213180541992
2000-11-22,18.00752830505371
2000-11-24,18.49481773376465
2000-11-27,19.53583526611328
2000-11-28,18.694154739379883
2000-11-29,18.206876754760742
2000-11-30,19.91238021850586
2000-12-01,20.344301223754883
2000-12-04,21.263504028320312
2000-12-05,21.008779525756836
2000-12-06,21.39638900756836
2000-12-07,21.307798385620117
2000-12-08,21.883686065673828
2000-12-11,22.138399124145508
2000-12-12,21.883686065673828
2000-12-13,22.348827362060547
2000-12-14,22.326677322387695
2000-12-15,22.59247398376465
2000-12-18,22.54817008972168
2000-12-19,21.662193298339844
2000-12-20,20.942331314086914
2000-12-21,21.82831382751465
2000-12-22,24.45302963256836
2000-12-26,23.190513610839844
2000-12-27,24.2979679107666
2000-12-28,25.350086212158203
2000-12-29,25.16181182861328
2001-01-02,23.910364151000977
2001-01-03,24.740964889526367
2001-01-04,20.200328826904297
2001-01-05,19.746265411376953
2001-01-08,20.510419845581055
2001-01-09,19.66873550415039
2001-01-10,20.399667739868164
2001-01-11,19.491540908813477
2001-01-12,18.306537628173828
2001-01-16,18.33977699279785
2001-01-17,17.16584587097168
2001-01-18,17.143699645996094
2001-01-19,17.398422241210938
2001-01-22,18.09613609313965
2001-01-23,18.804912567138672
2001-01-24,19.52476692199707
2001-01-25,19.45831298828125
2001-01-26,19.557987213134766
2001-01-29,19.137147903442383
2001-01-30,19.4614200592041
2001-01-31,18.33977699279785
2001-02-01,17.51935577392578
