Date,BKNG
2000-01-03,12.074435234069824
2000-01-04,12.722331047058105
2000-01-05,14.121200561523438
2000-01-06,13.546927452087402
2000-01-07,13.488027572631836
2000-01-10,12.781229972839355
2000-01-11,12.442559242248535
2000-01-12,12.044984817504883
2000-01-13,12.1627836227417
2000-01-14,13.399677276611328
2000-01-18,13.944499015808105
2000-01-19,14.710195541381836
2000-01-20,14.59239673614502
2000-01-21,14.960517883300781
2000-01-24,14.121200561523438
2000-01-25,14.827994346618652
2000-01-26,15.608416557312012
2000-01-27,15.107770919799805
2000-01-28,14.047576904296875
2000-01-31,13.664726257324219
2000-02-01,13.488027572631836
2000-02-02,14.032848358154297
2000-02-03,14.032848358154297
2000-02-04,14.224272727966309
2000-02-07,14.194825172424316
2000-02-08,13.679452896118164
2000-02-09,13.767800331115723
2000-02-10,13.252429008483887
2000-02-11,12.692882537841797
2000-02-14,12.810681343078613
2000-02-15,12.48673152923584
2000-02-16,12.472006797790527
2000-02-17,12.957931518554688
2000-02-18,12.015534400939941
2000-02-22,11.809386253356934
2000-02-23,12.221685409545898
2000-02-24,13.37022876739502
2000-02-25,13.399677276611328
2000-02-28,12.692882537841797
2000-02-29,13.178804397583008
2000-03-01,15.166669845581055
2000-03-02,16.84531021118164
2000-03-03,17.669904708862305
2000-03-06,21.248062133789062
2000-03-07,18.523948669433594
2000-03-08,20.629613876342773
2000-03-09,22.072654724121094
2000-03-10,22.264081954956055
2000-03-13,22.602750778198242
2000-03-14,22.36715316772461
2000-03-15,20.968290328979492
2000-03-16,20.71796226501465
2000-03-17,21.203886032104492
2000-03-20,18.30307388305664
2000-03-21,19.14239501953125
2000-03-22,20.497089385986328
2000-03-23,20.732688903808594
2000-03-24,21.321683883666992
2000-03-27,21.675085067749023
2000-03-28,20.482362747192383
2000-03-29,19.274919509887695
2000-03-30,19.112945556640625
2000-03-31,18.847900390625
2000-04-03,15.402266502380371
2000-04-04,17.728801727294922
2000-04-05,16.948383331298828
2000-04-06,18.17055320739746
2000-04-07,18.39142608642578
2000-04-10,17.16925621032715
2000-04-11,15.328641891479492
2000-04-12,14.165373802185059
2000-04-13,14.636569023132324
2000-04-14,13.793569564819336
2000-04-17,12.26585865020752
2000-04-18,15.07831859588623
2000-04-19,15.328641891479492
2000-04-20,15.991264343261719
2000-04-24,14.54822063446045
2000-04-25,15.210843086242676
2000-04-26,15.048869132995605
2000-04-27,15.2991943359375
2000-04-28,14.901619911193848
2000-05-01,14.975244522094727
2000-05-02,14.018125534057617
2000-05-03,13.66840648651123
2000-05-04,13.650001525878906
2000-05-05,13.532200813293457
2000-05-08,12.928479194641113
2000-05-09,12.472006797790527
2000-05-10,12.148058891296387
2000-05-11,11.662137031555176
2000-05-12,11.706313133239746
2000-05-15,11.883009910583496
2000-05-16,12.737056732177734
2000-05-17,11.941911697387695
2000-05-18,11.087864875793457
2000-05-19,10.54304313659668
2000-05-22,10.469417572021484
2000-05-23,9.541748046875
2000-05-24,8.59935474395752
2000-05-25,8.54045295715332
2000-05-26,8.511003494262695
2000-05-30,9.2472505569458
2000-05-31,8.982200622558594
2000-06-01,9.88042163848877
2000-06-02,10.955339431762695
2000-06-05,11.54433822631836
2000-06-06,10.38106918334961
2000-06-07,10.601943016052246
2000-06-08,10.734466552734375
2000-06-09,10.631392478942871
2000-06-12,9.895146369934082
2000-06-13,10.248544692993164
2000-06-14,10.174920082092285
2000-06-15,10.071845054626465
2000-06-16,10.174920082092285
2000-06-19,10.498867988586426
2000-06-20,10.955339431762695
2000-06-21,10.601943016052246
2000-06-22,10.675567626953125
2000-06-23,9.850972175598145
2000-06-26,8.952751159667969
2000-06-27,9.4239501953125
2000-06-28,9.468124389648438
2000-06-29,8.672977447509766
2000-06-30,8.94906997680664
2000-07-03,9.4239501953125
2000-07-05,8.746603012084961
2000-07-06,8.967476844787598
2000-07-07,8.849678039550781
2000-07-10,8.77605152130127
2000-07-11,7.656959056854248
2000-07-12,8.393205642700195
2000-07-13,9.055827140808105
2000-07-14,9.291425704956055
2000-07-17,9.320874214172363
2000-07-18,9.129448890686035
2000-07-19,9.365050315856934
2000-07-20,9.556472778320312
2000-07-21,9.438673973083496
2000-07-24,7.333010196685791
2000-07-25,7.362459659576416
2000-07-26,6.744013786315918
2000-07-27,6.08139181137085
2000-07-28,5.77216911315918
2000-07-31,5.566020488739014
2000-08-01,5.875242710113525
2000-08-02,5.8457932472229
2000-08-03,5.727994441986084
2000-08-04,5.713269233703613
2000-08-07,6.478965759277344
2000-08-08,6.59676456451416
2000-08-09,6.037217617034912
2000-08-10,5.595470428466797
2000-08-11,5.654369831085205
2000-08-14,5.78689432144165
2000-08-15,5.978318214416504
2000-08-16,5.9194183349609375
2000-08-17,5.948868274688721
2000-08-18,6.228641510009766
2000-08-21,6.007767200469971
2000-08-22,5.831068515777588
2000-08-23,5.9930419921875
2000-08-24,6.390614986419678
2000-08-25,6.24336576461792
2000-08-28,6.287541389465332
2000-08-29,6.478965759277344
2000-08-30,6.5378642082214355
2000-08-31,6.405340671539307
2000-09-01,6.110842704772949
2000-09-05,6.817638397216797
2000-09-06,6.478965759277344
2000-09-07,6.110842704772949
2000-09-08,6.066666603088379
2000-09-11,6.24336576461792
2000-09-12,6.478965759277344
2000-09-13,6.582038879394531
2000-09-14,6.361165523529053
2000-09-15,6.155017852783203
2000-09-18,6.007767200469971
2000-09-19,5.9194183349609375
2000-09-20,5.52184534072876
2000-09-21,5.080098628997803
2000-09-22,5.153722286224365
2000-09-25,4.815048694610596
2000-09-26,4.391707897186279
2000-09-27,2.532686233520508
2000-09-28,2.7977352142333984
2000-09-29,2.7977352142333984
2000-10-02,2.562136173248291
2000-10-03,2.326537847518921
2000-10-04,2.208738088607788
2000-10-05,1.369417428970337
2000-10-06,1.3105181455612183
2000-10-09,1.5313917398452759
2000-10-10,1.5976537466049194
2000-10-11,1.2810680866241455
2000-10-12,1.2221683263778687
2000-10-13,1.4872170686721802
2000-10-16,1.354692816734314
2000-10-17,1.2148059606552124
2000-10-18,1.1485438346862793
2000-10-19,1.2074435949325562
2000-10-20,1.2773869037628174
2000-10-23,1.3252428770065308
2000-10-24,1.2737056016921997
2000-10-25,1.2516183853149414
2000-10-26,1.192718505859375
2000-10-27,1.3252428770065308
2000-10-30,1.3105181455612183
2000-10-31,1.354692816734314
2000-11-01,1.457767128944397
2000-11-02,1.6123788356781006
2000-11-03,1.1117314100265503
2000-11-06,1.0601942539215088
2000-11-07,1.0086569786071777
2000-11-08,0.7656958699226379
2000-11-09,0.7583333253860474
2000-11-10,0.7877833247184753
2000-11-13,0.7215211391448975
2000-11-14,0.7288835644721985
2000-11-15,0.6478965282440186
2000-11-16,0.6478965282440186
2000-11-17,0.6110841631889343
2000-11-20,0.5742719173431396
2000-11-21,0.544822096824646
2000-11-22,0.537459671497345
2000-11-24,0.5963592529296875
2000-11-27,0.5889968872070312
2000-11-28,0.544822096824646
2000-11-29,0.6037217974662781
2000-11-30,0.5889968872070312
2000-12-01,0.5742719173431396
2000-12-04,0.49328482151031494
2000-12-05,0.4785599410533905
2000-12-06,0.41966021060943604
2000-12-07,0.44174760580062866
2000-12-08,0.5742719173431396
2000-12-11,0.5300971269607544
2000-12-12,0.5227347612380981
2000-12-13,0.5153722167015076
2000-12-14,0.4859223961830139
2000-12-15,0.42702269554138184
2000-12-18,0.36812302470207214
2000-12-19,0.36076056957244873
2000-12-20,0.2944984436035156
2000-12-21,0.30186089873313904
2000-12-22,0.30186089873313904
2000-12-26,0.2650485634803772
2000-12-27,0.3313107192516327
2000-12-28,0.30922332406044006
2000-12-29,0.30922332406044006
2001-01-02,0.3313107192516327
2001-01-03,0.42702269554138184
2001-01-04,0.4564725458621979
2001-01-05,0.404935359954834
2001-01-08,0.36812302470207214
2001-01-09,0.42702269554138184
2001-01-10,0.4859223961830139
2001-01-11,0.6110841631889343
2001-01-12,0.6994338035583496
2001-01-16,0.82459557056427
2001-01-17,0.7877833247184753
2001-01-18,0.6920711994171143
2001-01-19,0.6552590727806091
2001-01-22,0.6405340433120728
2001-01-23,0.6184466481208801
2001-01-24,0.633171558380127
2001-01-25,0.6110841631889343
2001-01-26,0.6184466481208801
2001-01-29,0.6184466481208801
2001-01-30,0.6994338035583496
2001-01-31,0.6258091926574707
2001-02-01,0.6699838638305664
2001-02-02,0.6184466481208801
2001-02-05,0.6478965282440186
2001-02-06,0.6994338035583496
2001-02-07,0.633171558380127
2001-02-08,0.7215211391448975
2001-02-09,0.6478965282440186
2001-02-12,0.6552590727806091
2001-02-13,0.6258091926574707
2001-02-14,0.6037217974662781
2001-02-15,0.7067962288856506
2001-02-16,0.6184466481208801
2001-02-20,0.6405340433120728
2001-02-21,0.5669094324111938
2001-02-22,0.4785599410533905
2001-02-23,0.6037217974662781
2001-02-26,0.677346408367157
2001-02-27,0.6478965282440186
2001-02-28,0.633171558380127
2001-03-01,0.6037217974662781
2001-03-02,0.6037217974662781
2001-03-05,0.6110841631889343
2001-03-06,0.6478965282440186
2001-03-07,0.6184466481208801
2001-03-08,0.6110841631889343
2001-03-09,0.5669094324111938
2001-03-12,0.5227347612380981
2001-03-13,0.559546947479248
2001-03-14,0.5153722167015076
2001-03-15,0.544822096824646
2001-03-16,0.5006473660469055
2001-03-19,0.508009672164917
2001-03-20,0.5006473660469055
2001-03-21,0.5153722167015076
2001-03-22,0.5006473660469055
2001-03-23,0.544822096824646
2001-03-26,0.5227347612380981
2001-03-27,0.508009672164917
2001-03-28,0.5006473660469055
2001-03-29,0.5227347612380981
2001-03-30,0.5963592529296875
2001-04-02,0.7215211391448975
2001-04-03,0.5963592529296875
2001-04-04,0.6184466481208801
2001-04-05,0.6699838638305664
2001-04-06,0.633171558380127
2001-04-09,0.6879482269287109
2001-04-10,0.7067962288856506
2001-04-11,0.7232881188392639
2001-04-12,0.7303560972213745
2001-04-16,0.7209321856498718
2001-04-17,0.7374240756034851
2001-04-18,0.7774757742881775
2001-04-19,0.864647388458252
2001-04-20,0.8999872207641602
2001-04-23,0.7821877598762512
2001-04-24,0.8104597330093384
2001-04-25,0.8481554985046387
2001-04-26,0.9117670655250549
2001-04-27,0.9895145893096924
2001-04-30,1.1426537036895752
2001-05-01,1.5525957345962524
2001-05-02,1.639767050743103
2001-05-03,1.3688287734985352
2001-05-04,1.4324402809143066
2001-05-07,1.2486730813980103
2001-05-08,1.2227574586868286
2001-05-09,1.1214499473571777
2001-05-10,1.1402978897094727
2001-05-11,1.1332298517227173
2001-05-14,1.0130746364593506
2001-05-15,1.0366345643997192
2001-05-16,1.1709258556365967
2001-05-17,1.1756374835968018
2001-05-18,1.1638576984405518
2001-05-21,1.3688287734985352
2001-05-22,1.3052171468734741
2001-05-23,1.2368932962417603
2001-05-24,1.2039093971252441
2001-05-25,1.2251133918762207
2001-05-29,1.1827056407928467
2001-05-30,1.1473660469055176
2001-05-31,1.2722331285476685
2001-06-01,1.2463172674179077
2001-06-04,1.251029372215271
2001-06-05,1.284013032913208
2001-06-06,1.6633270978927612
2001-06-07,1.8141103982925415
2001-06-08,1.8164660930633545
2001-06-11,1.7669904232025146
2001-06-12,1.7033787965774536
2001-06-13,1.8329581022262573
2001-06-14,1.8635858297348022
2001-06-15,1.9036377668380737
2001-06-18,1.8706538677215576
2001-06-19,1.7999744415283203
2001-06-20,1.7340068817138672
2001-06-21,1.7528544664382935
2001-06-22,1.8093982934951782
2001-06-25,1.8023302555084229
2001-06-26,1.7811264991760254
2001-06-27,1.8400262594223022
2001-06-28,1.9036377668380737
2001-06-29,2.1321685314178467
2001-07-02,2.3347833156585693
2001-07-03,2.226408004760742
2001-07-05,1.974317193031311
2001-07-06,1.844738245010376
2001-07-09,1.8376702070236206
2001-07-10,1.847093939781189
2001-07-11,1.8400262594223022
2001-07-12,1.8847898244857788
2001-07-13,2.049708843231201
2001-07-16,2.0591328144073486
2001-07-17,2.12274432182312
2001-07-18,2.0803370475769043
2001-07-19,1.9837414026260376
2001-07-20,1.974317193031311
2001-07-23,1.9908090829849243
2001-07-24,1.8682979345321655
2001-07-25,1.9484014511108398
2001-07-26,1.974317193031311
2001-07-27,1.8965697288513184
2001-07-30,2.0002334117889404
2001-07-31,2.0897605419158936
2001-08-01,2.2428998947143555
2001-08-02,2.1038968563079834
2001-08-03,2.040285110473633
2001-08-06,2.044996738433838
2001-08-07,2.1203885078430176
2001-08-08,1.995521068572998
2001-08-09,1.9083497524261475
2001-08-10,1.8141103982925415
2001-08-13,1.9531134366989136
2001-08-14,1.8989256620407104
2001-08-15,1.7740583419799805
2001-08-16,1.651546835899353
2001-08-17,1.5384595394134521
2001-08-20,1.554951548576355
2001-08-21,1.4960521459579468
2001-08-22,1.3664727210998535
2001-08-23,1.2368932962417603
2001-08-24,1.3641167879104614
2001-08-27,1.3570486307144165
2001-08-28,1.3499807119369507
2001-08-29,1.3287769556045532
2001-08-30,1.2863689661026
2001-08-31,1.3005050420761108
2001-09-04,1.295793056488037
2001-09-05,1.2722331285476685
2001-09-06,1.1662137508392334
2001-09-07,1.1779937744140625
2001-09-10,1.1779937744140625
2001-09-17,0.7091522216796875
2001-09-18,0.5536569952964783
2001-09-19,0.4782654345035553
2001-09-20,0.5395210981369019
2001-09-21,0.5442330837249756
2001-09-24,0.5937088131904602
2001-09-25,0.619624674320221
2001-09-26,0.7185761332511902
2001-09-27,0.7963237762451172
2001-09-28,0.89291912317276
2001-10-01,0.8434435725212097
2001-10-02,0.864647388458252
2001-10-03,0.944750964641571
2001-10-04,0.9400389194488525
2001-10-05,0.8976311683654785
2001-10-08,0.8269515633583069
2001-10-09,0.8057476282119751
2001-10-10,0.89291912317276
2001-10-11,0.9306150674819946
2001-10-12,0.9117670655250549
2001-10-15,0.9235469698905945
2001-10-16,1.001294732093811
2001-10-17,0.9188351035118103
2001-10-18,0.8717153072357178
2001-10-19,0.8952752351760864
2001-10-22,0.9306150674819946
2001-10-23,0.9400389194488525
2001-10-24,0.9353269338607788
2001-10-25,0.9259030222892761
2001-10-26,1.022498369216919
2001-10-29,1.1332298517227173
2001-10-30,1.0672625303268433
2001-10-31,1.1332298517227173
2001-11-01,1.0366345643997192
2001-11-02,1.0601942539215088
2001-11-05,1.0201425552368164
2001-11-06,1.0437026023864746
2001-11-07,1.0601942539215088
2001-11-08,1.0460584163665771
2001-11-09,1.0601942539215088
2001-11-12,1.0083625316619873
2001-11-13,1.0437026023864746
2001-11-14,1.0437026023864746
2001-11-15,1.0625501871109009
2001-11-16,1.001294732093811
2001-11-19,0.9612428545951843
2001-11-20,0.9423949122428894
2001-11-21,0.9423949122428894
2001-11-23,0.9423949122428894
2001-11-26,0.9753788113594055
2001-11-27,0.970666766166687
2001-11-28,0.944750964641571
2001-11-29,0.9659548997879028
2001-11-30,0.9895145893096924
2001-12-03,0.9777347445487976
2001-12-04,0.9730228185653687
2001-12-05,1.001294732093811
2001-12-06,1.0036507844924927
2001-12-07,1.071974277496338
2001-12-10,1.119093894958496
2001-12-11,1.3122848272323608
2001-12-12,1.3499807119369507
2001-12-13,1.3146408796310425
2001-12-14,1.265165090560913
2001-12-17,1.3122848272323608
2001-12-18,1.4748481512069702
2001-12-19,1.418304443359375
2001-12-20,1.284013032913208
2001-12-21,1.2745894193649292
2001-12-24,1.239249348640442
2001-12-26,1.2793010473251343
2001-12-27,1.359404444694519
2001-12-28,1.3829644918441772
2001-12-31,1.3711845874786377
2002-01-02,1.3782528638839722
2002-01-03,1.3947443962097168
2002-01-04,1.3853206634521484
2002-01-07,1.3853206634521484
2002-01-08,1.3122848272323608
2002-01-09,1.3240647315979004
2002-01-10,1.3570486307144165
2002-01-11,1.345268726348877
2002-01-14,1.345268726348877
2002-01-15,1.3947443962097168
2002-01-16,1.326420783996582
2002-01-17,1.3287769556045532
2002-01-18,1.3005050420761108
2002-01-22,1.359404444694519
2002-01-23,1.3853206634521484
2002-01-24,1.3617606163024902
2002-01-25,1.3664727210998535
2002-01-28,1.4889839887619019
2002-01-29,1.4088804721832275
2002-01-30,1.4159483909606934
2002-01-31,1.4842718839645386
2002-02-01,1.4889839887619019
2002-02-04,1.137941598892212
2002-02-05,0.9612428545951843
2002-02-06,0.9423949122428894
2002-02-07,0.9518188834190369
2002-02-08,0.9800906777381897
2002-02-11,0.9895145893096924
2002-02-12,0.970666766166687
2002-02-13,0.9423949122428894
2002-02-14,0.9329708814620972
2002-02-15,0.9235469698905945
2002-02-19,0.864647388458252
2002-02-20,0.9141231179237366
2002-02-21,0.9494628310203552
2002-02-22,1.0060067176818848
2002-02-25,1.0130746364593506
2002-02-26,1.0366345643997192
2002-02-27,1.0366345643997192
2002-02-28,0.9423949122428894
2002-03-01,0.996582567691803
2002-03-04,1.0389904975891113
2002-03-05,1.083754301071167
2002-03-06,1.1779937744140625
2002-03-07,1.1308737993240356
2002-03-08,1.168569564819336
2002-03-11,1.260453224182129
2002-03-12,1.2227574586868286
2002-03-13,1.2368932962417603
2002-03-14,1.2274694442749023
2002-03-15,1.1897737979888916
2002-03-18,1.2251133918762207
2002-03-19,1.2486730813980103
2002-03-20,1.251029372215271
2002-03-21,1.295793056488037
2002-03-22,1.281657099723816
2002-03-25,1.2722331285476685
2002-03-26,1.2439613342285156
