Date,CCEP
2000-01-03,5.866702079772949
2000-01-04,5.719573974609375
2000-01-05,5.811532020568848
2000-01-06,6.050608158111572
2000-01-07,6.124174118041992
2000-01-10,6.087396144866943
2000-01-11,6.124174118041992
2000-01-12,6.326470851898193
2000-01-13,6.216128826141357
2000-01-14,6.271302223205566
2000-01-18,6.528774738311768
2000-01-19,6.4919915199279785
2000-01-20,6.6023406982421875
2000-01-21,6.933374881744385
2000-01-24,6.823029518127441
2000-01-25,7.521886825561523
2000-01-26,7.558669567108154
2000-01-27,7.006940841674805
2000-01-28,6.620728969573975
2000-01-31,7.429928302764893
2000-02-01,7.669013023376465
2000-02-02,7.687402725219727
2000-02-03,8.239128112792969
2000-02-04,8.58855152130127
2000-02-07,8.386255264282227
2000-02-08,8.349477767944336
2000-02-09,8.404647827148438
2000-02-10,8.294301986694336
2000-02-11,8.331086158752441
2000-02-14,8.183958053588867
2000-02-15,8.220742225646973
2000-02-16,7.816137790679932
2000-02-17,7.981658935546875
2000-02-18,7.797747611999512
2000-02-22,7.834532260894775
2000-02-23,7.429928302764893
2000-02-24,7.246023654937744
2000-02-25,7.043723106384277
2000-02-28,7.006940841674805
2000-02-29,6.878204822540283
2000-03-01,6.878204822540283
2000-03-02,6.767855644226074
2000-03-03,6.712683200836182
2000-03-06,6.271302223205566
2000-03-07,6.271302223205566
2000-03-08,6.418429851531982
2000-03-09,6.418429851531982
2000-03-10,6.179348468780518
2000-03-13,5.90348482131958
2000-03-14,6.105783462524414
2000-03-15,6.528774738311768
2000-03-16,6.767855644226074
2000-03-17,6.55856990814209
2000-03-20,6.448033332824707
2000-03-21,6.521727085113525
2000-03-22,6.411190032958984
2000-03-23,6.484879970550537
2000-03-24,6.466458320617676
2000-03-27,6.116421222686768
2000-03-28,6.263805866241455
2000-03-29,6.37434196472168
2000-03-30,6.37434196472168
2000-03-31,6.355920791625977
2000-04-03,6.521727085113525
2000-04-04,6.466458320617676
2000-04-05,6.484879970550537
2000-04-06,6.061151027679443
2000-04-07,5.9137701988220215
2000-04-10,5.932191371917725
2000-04-11,6.300648212432861
2000-04-12,6.226958751678467
2000-04-13,6.355920791625977
2000-04-14,6.061151027679443
2000-04-17,6.263805866241455
2000-04-18,6.337493419647217
2000-04-19,6.337493419647217
2000-04-20,6.337493419647217
2000-04-24,6.37434196472168
2000-04-25,6.871762275695801
2000-04-26,6.705953121185303
2000-04-27,6.392765522003174
2000-04-28,6.282227993011475
2000-05-01,6.171690464019775
2000-05-02,6.0795722007751465
2000-05-03,6.042731285095215
2000-05-04,6.171690464019775
2000-05-05,5.987460613250732
2000-05-08,6.024309158325195
2000-05-09,6.208535194396973
2000-05-10,6.226958751678467
2000-05-11,6.37434196472168
2000-05-12,6.337493419647217
2000-05-15,6.300648212432861
2000-05-16,4.716276168823242
2000-05-17,4.716276168823242
2000-05-18,4.458352565765381
2000-05-19,4.310971260070801
2000-05-22,4.421509742736816
2000-05-23,4.513626575469971
2000-05-24,4.8636603355407715
2000-05-25,4.882081985473633
2000-05-26,5.011044502258301
2000-05-30,4.9926228523254395
2000-05-31,5.047888278961182
2000-06-01,5.2689642906188965
2000-06-02,5.361081600189209
2000-06-05,5.30580997467041
2000-06-06,5.434772968292236
2000-06-07,5.416348457336426
2000-06-08,5.342656135559082
2000-06-09,5.140003681182861
2000-06-12,5.084734916687012
2000-06-13,5.121580123901367
2000-06-14,5.140003681182861
2000-06-15,5.103159427642822
2000-06-16,5.114977836608887
2000-06-19,5.1334404945373535
2000-06-20,5.02264928817749
2000-06-21,4.94878625869751
2000-06-22,4.9118547439575195
2000-06-23,4.837992191314697
2000-06-26,4.94878625869751
2000-06-27,5.004183292388916
2000-06-28,4.971868991851807
2000-06-29,4.94878625869751
2000-06-30,4.819525718688965
2000-07-03,4.985715389251709
2000-07-05,5.1334404945373535
2000-07-06,5.225770473480225
2000-07-07,5.18883752822876
2000-07-10,5.114977836608887
2000-07-11,5.18883752822876
2000-07-12,5.18883752822876
2000-07-13,5.391961574554443
2000-07-14,5.318095684051514
2000-07-17,5.161139488220215
2000-07-18,5.447356224060059
2000-07-19,5.576616287231445
2000-07-20,5.521218776702881
2000-07-21,5.465824127197266
2000-07-24,5.53968620300293
2000-07-25,5.650479793548584
2000-07-26,5.521218776702881
2000-07-27,5.502756595611572
2000-07-28,5.576616287231445
2000-07-31,5.724343299865723
2000-08-01,5.8166704177856445
2000-08-02,5.853600978851318
2000-08-03,5.724343299865723
2000-08-04,5.927465438842773
2000-08-07,5.890533447265625
2000-08-08,6.093654155731201
2000-08-09,6.0197930335998535
2000-08-10,5.945931434631348
2000-08-11,6.0567240715026855
2000-08-14,6.167520523071289
2000-08-15,6.093654155731201
2000-08-16,5.982858657836914
2000-08-17,5.90900182723999
2000-08-18,5.90900182723999
2000-08-21,5.90900182723999
2000-08-22,5.927465438842773
2000-08-23,5.927465438842773
2000-08-24,5.872068405151367
2000-08-25,5.632013320922852
2000-08-28,5.927465438842773
2000-08-29,5.668943405151367
2000-08-30,5.595083713531494
2000-08-31,5.507373332977295
2000-09-01,5.576616287231445
2000-09-05,5.595083713531494
2000-09-06,5.613546371459961
2000-09-07,5.428891181945801
2000-09-08,5.35502815246582
2000-09-11,5.299633026123047
2000-09-12,5.410426139831543
2000-09-13,5.262702941894531
2000-09-14,5.004183292388916
2000-09-15,4.997518539428711
2000-09-18,4.960501194000244
2000-09-19,4.960501194000244
2000-09-20,4.738387107849121
2000-09-21,4.775407314300537
2000-09-22,4.812428951263428
2000-09-25,4.719880104064941
2000-09-26,4.812428951263428
2000-09-27,4.830935001373291
2000-09-28,4.830935001373291
2000-09-29,4.719880104064941
2000-10-02,4.867952823638916
2000-10-03,4.830935001373291
2000-10-04,4.738387107849121
2000-10-05,4.775407314300537
2000-10-06,4.756897926330566
2000-10-09,4.775407314300537
2000-10-10,4.756897926330566
2000-10-11,4.719880104064941
2000-10-12,4.590315818786621
2000-10-13,4.516278266906738
2000-10-16,4.516278266906738
2000-10-17,5.164104461669922
2000-10-18,5.053047180175781
2000-10-19,5.127086639404297
2000-10-20,4.997518539428711
2000-10-23,4.979010105133057
2000-10-24,5.0900654792785645
2000-10-25,5.0900654792785645
2000-10-26,5.164104461669922
2000-10-27,5.349198341369629
2000-10-30,5.404724597930908
2000-10-31,5.44174337387085
2000-11-01,5.589817523956299
2000-11-02,5.571308135986328
2000-11-03,5.663855075836182
2000-11-06,5.7193827629089355
2000-11-07,5.460252285003662
2000-11-08,5.460252285003662
2000-11-09,5.700871467590332
2000-11-10,5.904477119445801
2000-11-13,5.848945617675781
2000-11-14,5.867457389831543
2000-11-15,5.774909496307373
2000-11-16,5.79341983795166
2000-11-17,5.7378950119018555
2000-11-20,5.774909496307373
2000-11-21,6.496775150299072
2000-11-22,6.145097732543945
