Date,COR
2000-08-18,5.707618713378906
2000-08-21,6.037479400634766
2000-08-22,5.857551574707031
2000-08-23,5.737605094909668
2000-08-24,5.627649307250977
2000-08-25,5.567676544189453
2000-08-28,5.497702121734619
2000-08-29,5.377752304077148
2000-08-30,5.467718124389648
2000-08-31,5.617653846740723
2000-09-01,5.567676544189453
2000-09-05,5.507702827453613
2000-09-06,5.337769985198975
2000-09-07,5.427731037139893
2000-09-08,5.467718124389648
2000-09-11,5.397745132446289
2000-09-12,5.7276082038879395
2000-09-13,5.817572593688965
2000-09-14,5.867547988891602
2000-09-15,6.207409858703613
2000-09-18,5.827564239501953
2000-09-19,6.047476291656494
2000-09-20,6.327358722686768
2000-09-21,6.227402210235596
2000-09-22,6.762176990509033
2000-09-25,7.261969566345215
2000-09-26,7.296950817108154
2000-09-27,7.067046642303467
2000-09-28,7.4968647956848145
2000-09-29,7.516861438751221
2000-10-02,7.866715908050537
2000-10-03,7.736769676208496
2000-10-04,7.636807441711426
2000-10-05,7.736769676208496
2000-10-06,7.636807441711426
2000-10-09,7.336933135986328
2000-10-10,7.4968647956848145
2000-10-11,7.416904449462891
2000-10-12,6.977086544036865
2000-10-13,7.226983070373535
2000-10-16,7.266965866088867
2000-10-17,7.356927871704102
2000-10-18,7.346932411193848
2000-10-19,7.0770440101623535
2000-10-20,7.14701509475708
2000-10-23,7.326939105987549
2000-10-24,7.0770440101623535
2000-10-25,6.557260990142822
2000-10-26,6.7871623039245605
2000-10-27,6.717193126678467
2000-10-30,7.067046642303467
2000-10-31,6.947100639343262
2000-11-01,7.05705451965332
2000-11-02,6.527272701263428
2000-11-03,6.5072832107543945
2000-11-06,6.547262668609619
2000-11-07,6.707200050354004
2000-11-08,7.117030620574951
2000-11-09,7.336933135986328
2000-11-10,7.466884613037109
2000-11-13,7.256968021392822
2000-11-14,7.366925239562988
2000-11-15,7.416904449462891
2000-11-16,7.266965866088867
2000-11-17,7.666799545288086
2000-11-20,7.716773509979248
2000-11-21,7.6967854499816895
2000-11-22,7.686789512634277
2000-11-24,7.886703968048096
2000-11-27,8.216569900512695
2000-11-28,7.97666597366333
2000-11-29,7.936685085296631
2000-11-30,7.876710414886475
2000-12-01,7.816736221313477
2000-12-04,7.356927871704102
2000-12-05,7.2069902420043945
2000-12-06,6.777169704437256
2000-12-07,6.637228488922119
2000-12-08,6.837146759033203
2000-12-11,6.937105655670166
2000-12-12,6.567258834838867
2000-12-13,6.717193126678467
2000-12-14,6.897121906280518
2000-12-15,7.356927871704102
2000-12-18,7.6967854499816895
2000-12-19,7.926689147949219
2000-12-20,7.666799545288086
2000-12-21,7.726768970489502
2000-12-22,7.986658573150635
2000-12-26,8.096624374389648
2000-12-27,8.286539077758789
2000-12-28,8.416482925415039
2000-12-29,8.076629638671875
2001-01-02,7.986658573150635
2001-01-03,8.1466064453125
2001-01-04,7.476879119873047
2001-01-05,7.216984748840332
2001-01-08,7.656806468963623
2001-01-09,7.676793575286865
2001-01-10,7.956679821014404
2001-01-11,7.686789512634277
2001-01-12,7.856717109680176
2001-01-16,7.816736221313477
2001-01-17,7.836732864379883
2001-01-18,7.187000274658203
2001-01-19,6.727193355560303
2001-01-22,7.05705451965332
2001-01-23,7.466884613037109
2001-01-24,7.276961803436279
2001-01-25,7.576837539672852
2001-01-26,7.546845436096191
2001-01-29,7.7999420166015625
2001-01-30,7.675195217132568
2001-01-31,7.649605751037598
2001-02-01,7.596834659576416
2001-02-02,7.852719306945801
2001-02-05,8.001457214355469
2001-02-06,8.26854419708252
2001-02-07,8.180583953857422
2001-02-08,8.196578025817871
2001-02-09,8.364507675170898
2001-02-12,8.559624671936035
2001-02-13,8.796331405639648
2001-02-14,8.769140243530273
2001-02-15,8.524439811706543
2001-02-16,8.754740715026855
2001-02-20,8.849102020263672
2001-02-21,8.748344421386719
2001-02-22,8.737154006958008
2001-02-23,8.716360092163086
2001-02-26,8.956258773803711
2001-02-27,9.005838394165039
2001-02-28,8.591612815856934
2001-03-01,8.661985397338867
2001-03-02,8.973851203918457
2001-03-05,9.220149040222168
2001-03-06,9.108195304870605
2001-03-07,8.815520286560059
2001-03-08,8.615599632263184
2001-03-09,8.601203918457031
2001-03-12,8.220569610595703
2001-03-13,8.107017517089844
2001-03-14,8.044639587402344
2001-03-15,7.929488658905029
2001-03-16,7.753561019897461
2001-03-19,7.22898530960083
2001-03-20,7.275362968444824
2001-03-21,7.276961803436279
2001-03-22,6.9395012855529785
2001-03-23,7.099437713623047
2001-03-26,7.056251049041748
2001-03-27,7.1809983253479
2001-03-28,7.460879802703857
2001-03-29,7.980665683746338
2001-03-30,7.844724178314209
2001-04-02,7.788747787475586
2001-04-03,7.739162921905518
2001-04-04,7.758359432220459
2001-04-05,8.236557960510254
2001-04-06,8.167795181274414
2001-04-09,8.260549545288086
2001-04-10,8.393295288085938
2001-04-11,8.33092212677002
2001-04-12,8.358110427856445
2001-04-16,8.33092212677002
2001-04-17,8.428481101989746
2001-04-18,8.228559494018555
2001-04-19,8.270148277282715
2001-04-20,8.225367546081543
2001-04-23,8.300532341003418
2001-04-24,8.271751403808594
2001-04-25,8.332514762878418
2001-04-26,8.241357803344727
2001-04-27,8.463665962219238
2001-04-30,8.636391639709473
2001-05-01,8.486053466796875
2001-05-02,8.356512069702148
2001-05-03,8.348508834838867
2001-05-04,8.503650665283203
2001-05-07,8.340520858764648
2001-05-08,8.140604019165039
2001-05-09,8.206171989440918
2001-05-10,8.298933982849121
2001-05-11,8.318121910095215
2001-05-14,8.38850212097168
2001-05-15,8.29413890838623
2001-05-16,8.40449333190918
2001-05-17,8.810718536376953
2001-05-18,8.865097045898438
2001-05-21,8.804323196411133
2001-05-22,8.79952335357666
2001-05-23,8.620402336120605
2001-05-24,8.882691383361816
2001-05-25,8.861899375915527
2001-05-29,9.068212509155273
2001-05-30,8.956258773803711
2001-05-31,9.229748725891113
2001-06-01,9.44245719909668
2001-06-04,9.733535766601562
2001-06-05,9.432860374450684
2001-06-06,9.17216968536377
2001-06-07,9.285724639892578
2001-06-08,9.410470962524414
2001-06-11,9.282523155212402
2001-06-12,9.025028228759766
2001-06-13,9.07620906829834
2001-06-14,9.04262638092041
2001-06-15,9.46804428100586
2001-06-18,9.448859214782715
2001-06-19,9.376883506774902
2001-06-20,9.709546089172363
2001-06-21,9.871073722839355
2001-06-22,9.44245719909668
2001-06-25,9.116192817687988
2001-06-26,9.135382652282715
2001-06-27,9.116192817687988
2001-06-28,9.20415210723877
2001-06-29,8.852304458618164
2001-07-02,8.908284187316895
2001-07-03,9.018630981445312
2001-07-05,8.898686408996582
2001-07-06,8.796331405639648
2001-07-09,8.83471393585205
2001-07-10,8.796331405639648
2001-07-11,8.756343841552734
2001-07-12,8.737154006958008
2001-07-13,8.916277885437012
2001-07-16,8.978650093078613
2001-07-17,9.200959205627441
2001-07-18,9.300118446350098
2001-07-19,9.14818000793457
2001-07-20,9.253739356994629
2001-07-23,9.05222225189209
2001-07-24,8.844306945800781
2001-07-25,8.849102020263672
2001-07-26,9.196159362792969
2001-07-27,9.373686790466309
2001-07-30,9.511223793029785
2001-07-31,9.298517227172852
2001-08-01,9.146580696105957
2001-08-02,9.004237174987793
2001-08-03,9.084205627441406
2001-08-06,9.119390487670898
2001-08-07,8.956258773803711
2001-08-08,8.869895935058594
2001-08-09,8.964256286621094
2001-08-10,9.188159942626953
2001-08-13,9.226547241210938
2001-08-14,9.210556030273438
2001-08-15,9.116192817687988
2001-08-16,9.140183448791504
2001-08-17,9.436058044433594
2001-08-20,9.412071228027344
2001-08-21,9.580001831054688
2001-08-22,9.819896697998047
2001-08-23,9.7559232711792
2001-08-24,9.946247100830078
2001-08-27,10.395658493041992
2001-08-28,10.331685066223145
2001-08-29,10.155757904052734
2001-08-30,10.048603057861328
2001-08-31,10.306093215942383
2001-09-04,10.450035095214844
2001-09-05,10.470829010009766
2001-09-06,10.669143676757812
2001-09-07,10.379667282104492
2001-09-10,10.376468658447266
2001-09-17,10.238924980163574
2001-09-18,10.395658493041992
2001-09-19,10.31569766998291
2001-09-20,10.509217262268066
2001-09-21,10.397257804870605
2001-09-24,10.585978507995605
2001-09-25,10.905845642089844
2001-09-26,10.897849082946777
2001-09-27,11.067377090454102
2001-09-28,11.347265243530273
2001-10-01,11.299283027648926
2001-10-02,11.19532585144043
2001-10-03,10.907442092895508
2001-10-04,11.080174446105957
2001-10-05,11.1233549118042
2001-10-08,11.035393714904785
2001-10-09,11.080174446105957
2001-10-10,11.113759994506836
2001-10-11,10.889851570129395
2001-10-12,10.718721389770508
2001-10-15,10.941032409667969
2001-10-16,11.187323570251465
2001-10-17,11.13934326171875
2001-10-18,11.187323570251465
2001-10-19,11.32166862487793
2001-10-22,11.40323257446289
2001-10-23,11.1233549118042
2001-10-24,10.851469039916992
2001-10-25,11.00180721282959
2001-10-26,10.659549713134766
2001-10-29,10.55878734588623
2001-10-30,10.075794219970703
2001-10-31,10.165352821350098
2001-11-01,10.075794219970703
2001-11-02,9.963838577270508
2001-11-05,10.072595596313477
2001-11-06,10.219732284545898
2001-11-07,10.211736679077148
2001-11-08,9.356097221374512
2001-11-09,8.956258773803711
2001-11-12,9.082603454589844
2001-11-13,9.116192817687988
2001-11-14,8.812318801879883
2001-11-15,8.870721817016602
2001-11-16,9.160335540771484
2001-11-19,9.219536781311035
2001-11-20,9.320338249206543
2001-11-21,9.34113883972168
2001-11-23,9.249934196472168
2001-11-26,9.065929412841797
2001-11-27,9.021129608154297
2001-11-28,9.121933937072754
2001-11-29,9.302738189697266
2001-11-30,9.520342826843262
2001-12-03,9.808353424072266
2001-12-04,9.819560050964355
2001-12-05,9.683551788330078
2001-12-06,9.358738899230957
2001-12-07,9.355535507202148
2001-12-10,9.200331687927246
2001-12-11,9.217931747436523
2001-12-12,9.232336044311523
2001-12-13,9.283536911010742
2001-12-14,9.513944625854492
2001-12-17,9.422743797302246
2001-12-18,9.624348640441895
2001-12-19,9.8739595413208
2001-12-20,9.87075424194336
2001-12-21,10.016365051269531
2001-12-24,10.113968849182129
2001-12-26,10.166768074035645
2001-12-27,10.077167510986328
2001-12-28,10.23237133026123
2001-12-31,10.168367385864258
2002-01-02,10.056364059448242
2002-01-03,9.872358322143555
2002-01-04,9.624348640441895
2002-01-07,9.288334846496582
2002-01-08,9.347538948059082
2002-01-09,9.336337089538574
2002-01-10,9.446742057800293
2002-01-11,9.48514461517334
2002-01-14,9.587549209594727
2002-01-15,9.520342826843262
2002-01-16,9.320338249206543
2002-01-17,9.145927429199219
2002-01-18,9.088327407836914
2002-01-22,9.576349258422852
2002-01-23,9.731551170349121
2002-01-24,9.981164932250977
2002-01-25,10.006763458251953
2002-01-28,9.968361854553223
2002-01-29,9.761954307556152
2002-01-30,9.98436450958252
2002-01-31,10.357175827026367
2002-02-01,10.20517635345459
2002-02-04,10.120366096496582
2002-02-05,10.275578498840332
2002-02-06,9.981164932250977
2002-02-07,9.864354133605957
2002-02-08,10.080367088317871
2002-02-11,10.1571683883667
2002-02-12,10.238770484924316
2002-02-13,10.285170555114746
2002-02-14,10.257974624633789
2002-02-15,10.256373405456543
2002-02-19,10.165933609008789
2002-02-20,10.22515869140625
2002-02-21,10.3244047164917
2002-02-22,10.316391944885254
2002-02-25,10.350015640258789
2002-02-26,10.542091369628906
2002-02-27,10.676548957824707
2002-02-28,10.836626052856445
2002-03-01,10.884641647338867
2002-03-04,10.706962585449219
2002-03-05,10.529288291931152
2002-03-06,10.606120109558105
2002-03-07,10.8638334274292
2002-03-08,10.620525360107422
2002-03-11,10.628535270690918
2002-03-12,10.916650772094727
2002-03-13,11.068717956542969
2002-03-14,11.15515422821045
2002-03-15,11.212783813476562
2002-03-18,11.132747650146484
2002-03-19,11.145546913146973
2002-03-20,10.93266487121582
2002-03-21,11.183968544006348
2002-03-22,11.179167747497559
2002-03-25,11.08633041381836
2002-03-26,10.774191856384277
2002-03-27,10.98388671875
2002-03-28,10.93266487121582
2002-04-01,11.068717956542969
2002-04-02,11.011094093322754
2002-04-03,10.820611000061035
2002-04-04,10.809412002563477
2002-04-05,10.575705528259277
2002-04-08,10.740577697753906
2002-04-09,10.811012268066406
2002-04-10,10.87183666229248
2002-04-11,10.910252571105957
2002-04-12,11.031906127929688
2002-04-15,11.11994457244873
2002-04-16,11.204779624938965
2002-04-17,10.92465591430664
2002-04-18,11.299219131469727
2002-04-19,11.572935104370117
2002-04-22,11.646566390991211
2002-04-23,11.286410331726074
2002-04-24,11.46088981628418
2002-04-25,12.10116195678711
2002-04-26,12.582962989807129
2002-04-29,12.242021560668945
2002-04-30,12.40528678894043
2002-05-01,12.174787521362305
2002-05-02,12.163581848144531
2002-05-03,12.142781257629395
2002-05-06,12.360466957092285
2002-05-07,12.174787521362305
2002-05-08,12.163581848144531
2002-05-09,12.245221138000488
2002-05-10,12.072345733642578
2002-05-13,12.099553108215332
2002-05-14,12.041933059692383
2002-05-15,12.142781257629395
2002-05-16,12.17559814453125
2002-05-17,12.428596496582031
2002-05-20,12.378952026367188
2002-05-21,12.372554779052734
2002-05-22,12.457416534423828
2002-05-23,12.569494247436523
2002-05-24,12.50224494934082
2002-05-28,12.561493873596191
2002-05-29,12.619132995605469
2002-05-30,12.64155387878418
2002-05-31,12.343731880187988
2002-06-03,12.170798301696777
2002-06-04,12.209226608276367
2002-06-05,12.057108879089355
2002-06-06,12.209226608276367
2002-06-07,12.59191608428955
2002-06-10,12.987410545349121
2002-06-11,12.905755996704102
2002-06-12,12.58551025390625
2002-06-13,12.636749267578125
2002-06-14,12.633546829223633
2002-06-17,12.963401794433594
2002-06-18,13.04025650024414
2002-06-19,13.171554565429688
2002-06-20,12.969799041748047
2002-06-21,12.67998218536377
2002-06-24,12.44941520690918
2002-06-25,12.297293663024902
2002-06-26,12.263664245605469
2002-06-27,12.50224494934082
2002-06-28,12.169198036193848
2002-07-01,11.495083808898926
2002-07-02,11.283730506896973
2002-07-03,11.147621154785156
2002-07-05,11.520698547363281
2002-07-08,11.336568832397461
2002-07-09,10.052392959594727
2002-07-10,10.082823753356934
2002-07-11,9.4471435546875
2002-07-12,9.767379760742188
2002-07-15,9.719345092773438
2002-07-16,10.058805465698242
2002-07-17,10.32780647277832
2002-07-18,10.134058952331543
2002-07-19,9.82342529296875
2002-07-22,9.254999160766602
2002-07-23,9.463150978088379
2002-07-24,9.951520919799805
2002-07-25,10.289375305175781
2002-07-26,10.473517417907715
2002-07-29,11.045146942138672
2002-07-30,11.144420623779297
2002-07-31,10.726512908935547
2002-08-01,10.44949722290039
2002-08-02,10.407869338989258
2002-08-05,10.023571014404297
2002-08-06,10.190101623535156
2002-08-07,10.423879623413086
2002-08-08,10.869009971618652
2002-08-09,11.06596565246582
2002-08-12,10.931464195251465
2002-08-13,10.808164596557617
2002-08-14,11.154032707214355
2002-08-15,11.101968765258789
2002-08-16,10.972228050231934
2002-08-19,11.0843505859375
2002-08-20,11.052321434020996
2002-08-21,11.289376258850098
2002-08-22,11.73788070678711
2002-08-23,11.37106990814209
2002-08-26,11.576096534729004
2002-08-27,11.436746597290039
2002-08-28,11.502415657043457
2002-08-29,11.73788070678711
2002-08-30,11.614544868469238
2002-09-03,11.33102798461914
2002-09-04,11.431941986083984
2002-09-05,11.617749214172363
2002-09-06,11.644972801208496
2002-09-09,11.644972801208496
2002-09-10,11.417525291442871
2002-09-11,11.339037895202637
2002-09-12,11.478392601013184
2002-09-13,11.52484130859375
2002-09-16,11.702638626098633
2002-09-17,11.156432151794434
2002-09-18,11.09717082977295
2002-09-19,10.763991355895996
2002-09-20,11.018677711486816
2002-09-23,10.975427627563477
2002-09-24,11.220499992370605
2002-09-25,11.412715911865234
2002-09-26,11.638569831848145
2002-09-27,11.332630157470703
2002-09-30,11.439948081970215
2002-10-01,11.689826965332031
2002-10-02,11.37106990814209
2002-10-03,11.734676361083984
2002-10-04,11.364665031433105
2002-10-07,11.292586326599121
2002-10-08,11.774724006652832
2002-10-09,11.507226943969727
2002-10-10,11.415918350219727
2002-10-11,11.753894805908203
2002-10-14,12.002177238464355
2002-10-15,11.891651153564453
2002-10-16,11.78913688659668
2002-10-17,11.436746597290039
2002-10-18,11.324616432189941
2002-10-21,11.757102012634277
2002-10-22,11.97974681854248
2002-10-23,11.957324028015137
2002-10-24,11.56809139251709
2002-10-25,11.8868408203125
2002-10-28,11.460773468017578
2002-10-29,11.579303741455078
2002-10-30,11.742691040039062
2002-10-31,11.396697998046875
2002-11-01,11.604933738708496
2002-11-04,11.52484130859375
2002-11-05,11.021880149841309
2002-11-06,11.428733825683594
2002-11-07,11.215702056884766
2002-11-08,10.731955528259277
2002-11-11,10.534934997558594
2002-11-12,10.680706977844238
2002-11-13,10.645464897155762
2002-11-14,10.223237991333008
2002-11-15,10.41712474822998
2002-11-18,10.159134864807129
2002-11-19,9.454089164733887
2002-11-20,9.668803215026855
2002-11-21,9.245781898498535
2002-11-22,9.503758430480957
2002-11-25,9.107972145080566
2002-11-26,9.338719367980957
2002-11-27,9.373964309692383
2002-11-29,9.297050476074219
2002-12-02,9.588687896728516
2002-12-03,9.59830379486084
2002-12-04,10.119073867797852
2002-12-05,9.731302261352539
2002-12-06,9.98447322845459
2002-12-09,9.97326374053955
2002-12-10,9.599909782409668
2002-12-11,9.157646179199219
2002-12-12,9.019841194152832
2002-12-13,9.1592435836792
2002-12-16,8.920496940612793
2002-12-17,8.890044212341309
2002-12-18,8.837166786193848
2002-12-19,8.700963020324707
2002-12-20,8.220246315002441
2002-12-23,8.652891159057617
2002-12-24,8.64488410949707
2002-12-26,8.731411933898926
2002-12-27,8.681736946105957
2002-12-30,8.604823112487793
2002-12-31,8.702571868896484
2003-01-02,9.234561920166016
2003-01-03,9.373964309692383
2003-01-06,9.486133575439453
2003-01-07,9.242569923400879
2003-01-08,8.904467582702637
2003-01-09,8.790700912475586
2003-01-10,8.691352844238281
2003-01-13,8.832358360290527
2003-01-14,8.750641822814941
2003-01-15,8.676933288574219
2003-01-16,8.728204727172852
2003-01-17,8.694554328918457
2003-01-21,8.612833976745605
2003-01-22,8.745833396911621
2003-01-23,8.716987609863281
2003-01-24,8.869215965270996
2003-01-27,8.862808227539062
2003-01-28,9.1207914352417
2003-01-29,9.349935531616211
2003-01-30,9.197702407836914
2003-01-31,9.325896263122559
2003-02-03,9.213728904724121
2003-02-04,9.213728904724121
2003-02-05,9.321084022521973
2003-02-06,9.250581741333008
2003-02-07,9.066309928894043
2003-02-10,9.130403518676758
2003-02-11,9.099956512451172
2003-02-12,8.784952163696289
2003-02-13,8.623041152954102
2003-02-14,8.494791030883789
2003-02-18,8.703195571899414
2003-02-19,8.716014862060547
2003-02-20,8.817014694213867
2003-02-21,8.94686222076416
2003-02-24,8.80418586730957
2003-02-25,8.95648193359375
2003-02-26,8.889153480529785
2003-02-27,8.873124122619629
2003-02-28,8.817014694213867
2003-03-03,8.667928695678711
2003-03-04,8.52204418182373
2003-03-05,8.579756736755371
2003-03-06,8.512422561645508
2003-03-07,8.421050071716309
2003-03-10,8.17898178100586
2003-03-11,8.19821834564209
2003-03-12,7.807065486907959
2003-03-13,7.707674503326416
2003-03-14,7.496064186096191
2003-03-17,8.01546859741211
2003-03-18,8.212648391723633
2003-03-19,8.384176254272461
2003-03-20,8.318456649780273
2003-03-21,8.414640426635742
2003-03-24,8.177376747131348
2003-03-25,8.558917999267578
2003-03-26,8.344098091125488
2003-03-27,8.424254417419434
2003-03-28,8.557317733764648
2003-03-31,8.416245460510254
2003-04-01,8.453107833862305
2003-04-02,8.655101776123047
2003-04-03,8.68556022644043
2003-04-04,8.627846717834473
2003-04-07,8.60059928894043
2003-04-08,8.445091247558594
2003-04-09,8.203030586242676
2003-04-10,8.31203842163086
2003-04-11,8.337687492370605
2003-04-14,8.43547248840332
2003-04-15,8.52204418182373
2003-04-16,8.353718757629395
2003-04-17,8.336087226867676
2003-04-21,8.14371395111084
2003-04-22,8.296009063720703
2003-04-23,8.060352325439453
2003-04-24,8.517232894897461
2003-04-25,8.656707763671875
2003-04-28,8.865107536315918
2003-04-29,9.049463272094727
2003-04-30,9.273893356323242
2003-05-01,9.097553253173828
2003-05-02,9.196946144104004
2003-05-05,9.25626277923584
2003-05-06,9.168092727661133
2003-05-07,9.235420227050781
2003-05-08,9.28190803527832
2003-05-09,9.604134559631348
2003-05-12,9.679475784301758
2003-05-13,9.786883354187012
2003-05-14,9.751617431640625
2003-05-15,9.749210357666016
2003-05-16,9.871094703674316
2003-05-19,9.474969863891602
2003-05-20,9.308178901672363
2003-05-21,9.462137222290039
2003-05-22,9.503839492797852
2003-05-23,9.470157623291016
2003-05-27,9.587228775024414
2003-05-28,9.667423248291016
2003-05-29,9.810151100158691
2003-05-30,10.053925514221191
2003-06-02,10.049113273620605
2003-06-03,10.033077239990234
2003-06-04,10.2255220413208
2003-06-05,10.725896835327148
2003-06-06,11.072309494018555
2003-06-09,10.671372413635254
2003-06-10,10.73231315612793
2003-06-11,10.83334732055664
2003-06-12,10.839765548706055
2003-06-13,10.624860763549805
2003-06-16,11.049856185913086
2003-06-17,11.1845703125
2003-06-18,11.02419376373291
2003-06-19,10.889474868774414
2003-06-20,11.245514869689941
2003-06-23,10.956841468811035
2003-06-24,10.878251075744629
2003-06-25,11.0161771774292
2003-06-26,11.226268768310547
2003-06-27,11.176553726196289
2003-06-30,11.122020721435547
2003-07-01,11.247113227844238
2003-07-02,11.425130844116211
2003-07-03,11.417115211486816
2003-07-07,11.755507469177246
2003-07-08,11.577488899230957
2003-07-09,11.396262168884277
2003-07-10,11.069096565246582
2003-07-11,11.133255958557129
2003-07-14,11.138059616088867
2003-07-15,11.19419002532959
2003-07-16,11.094765663146973
2003-07-17,10.98570442199707
2003-07-18,11.025801658630371
2003-07-21,10.83334732055664
2003-07-22,10.697030067443848
2003-07-23,10.741931915283203
2003-07-24,10.328165054321289
2003-07-25,10.292884826660156
2003-07-28,10.392321586608887
2003-07-29,10.53665542602539
2003-07-30,10.59118366241455
2003-07-31,10.118072509765625
2003-08-01,9.991374969482422
2003-08-04,9.847041130065918
2003-08-05,9.619305610656738
2003-08-06,9.333842277526855
2003-08-07,9.770057678222656
2003-08-08,9.69308090209961
2003-08-11,9.686665534973145
2003-08-12,9.850248336791992
2003-08-13,9.863080024719238
2003-08-14,9.9039888381958
2003-08-15,9.913614273071289
2003-08-18,9.830187797546387
2003-08-19,9.772428512573242
2003-08-20,9.626428604125977
2003-08-21,9.64888858795166
2003-08-22,9.515726089477539
2003-08-25,9.417851448059082
2003-08-26,9.249397277832031
2003-08-27,9.016756057739258
2003-08-28,9.308754920959473
2003-08-29,9.339241027832031
2003-09-02,9.416253089904785
2003-09-03,9.116229057312012
2003-09-04,9.072906494140625
2003-09-05,8.798556327819824
2003-09-08,9.100183486938477
2003-09-09,9.164363861083984
2003-09-10,9.313570022583008
2003-09-11,9.318385124206543
