Date,WDC
2000-01-03,2.379009962081909
2000-01-04,2.8321547508239746
2000-01-05,2.6433441638946533
2000-01-06,2.7566308975219727
2000-01-07,3.3985862731933594
2000-01-10,3.0209648609161377
2000-01-11,3.0209648609161377
2000-01-12,2.7566308975219727
2000-01-13,2.6055829524993896
2000-01-14,2.7188689708709717
2000-01-18,3.096489906311035
2000-01-19,4.040543079376221
2000-01-20,3.3608245849609375
2000-01-21,3.096489906311035
2000-01-24,2.869917392730713
2000-01-25,3.3230626583099365
2000-01-26,3.4741101264953613
2000-01-27,2.7943930625915527
2000-01-28,3.0209648609161377
2000-01-31,2.869917392730713
2000-02-01,2.8321547508239746
2000-02-02,2.869917392730713
2000-02-03,3.058727741241455
2000-02-04,3.058727741241455
2000-02-07,3.1720142364501953
2000-02-08,3.096489906311035
2000-02-09,3.0209648609161377
2000-02-10,2.907679319381714
2000-02-11,2.983203411102295
2000-02-14,2.8321547508239746
2000-02-15,2.7188689708709717
2000-02-16,2.7188689708709717
2000-02-17,2.7188689708709717
2000-02-18,2.6055829524993896
2000-02-22,2.5678210258483887
2000-02-23,2.6055829524993896
2000-02-24,2.5678210258483887
2000-02-25,2.379009962081909
2000-02-28,2.379009962081909
2000-02-29,2.7188689708709717
2000-03-01,2.8321547508239746
2000-03-02,2.869917392730713
2000-03-03,2.7188689708709717
2000-03-06,2.907679319381714
2000-03-07,2.7566308975219727
2000-03-08,2.7566308975219727
2000-03-09,3.6251583099365234
2000-03-10,3.1342520713806152
2000-03-13,4.380400657653809
2000-03-14,3.9272561073303223
2000-03-15,3.9272561073303223
2000-03-16,4.6069722175598145
2000-03-17,4.531447410583496
2000-03-20,4.19158935546875
2000-03-21,4.304877281188965
2000-03-22,4.833545684814453
2000-03-23,5.286689281463623
2000-03-24,5.211165904998779
2000-03-27,4.984592914581299
2000-03-28,4.644735813140869
2000-03-29,4.682495594024658
2000-03-30,4.1538286209106445
2000-03-31,4.493686676025391
2000-04-03,4.304877281188965
2000-04-04,3.889492988586426
2000-04-05,4.644735813140869
2000-04-06,4.682495594024658
2000-04-07,4.56920862197876
2000-04-10,4.267112731933594
2000-04-11,4.040543079376221
2000-04-12,3.7762069702148438
2000-04-13,4.078304290771484
2000-04-14,3.6251583099365234
2000-04-17,3.3985862731933594
2000-04-18,3.7384445667266846
2000-04-19,4.229351043701172
2000-04-20,3.7384445667266846
2000-04-24,3.662921190261841
2000-04-25,4.229351043701172
2000-04-26,4.11606502532959
2000-04-27,4.682495594024658
2000-04-28,4.1538286209106445
2000-05-01,4.34263801574707
2000-05-02,4.040543079376221
2000-05-03,4.040543079376221
2000-05-04,3.9650168418884277
2000-05-05,3.9650168418884277
2000-05-08,3.9272561073303223
2000-05-09,3.5496349334716797
2000-05-10,4.1538286209106445
2000-05-11,3.5496349334716797
2000-05-12,3.4741101264953613
2000-05-15,3.5873968601226807
2000-05-16,3.3985862731933594
2000-05-17,3.1342520713806152
2000-05-18,3.1720142364501953
2000-05-19,3.1342520713806152
2000-05-22,3.0209648609161377
2000-05-23,3.0209648609161377
2000-05-24,2.8321547508239746
2000-05-25,2.6055829524993896
2000-05-26,2.7943930625915527
2000-05-30,2.869917392730713
2000-05-31,2.8321547508239746
2000-06-01,2.6055829524993896
2000-06-02,2.7188689708709717
2000-06-05,2.7566308975219727
2000-06-06,2.7188689708709717
2000-06-07,2.6433441638946533
2000-06-08,2.6055829524993896
2000-06-09,2.6055829524993896
2000-06-12,2.6055829524993896
2000-06-13,2.6055829524993896
2000-06-14,2.5678210258483887
2000-06-15,2.4545347690582275
2000-06-16,2.4922964572906494
2000-06-19,2.869917392730713
2000-06-20,2.945441484451294
2000-06-21,3.1342520713806152
2000-06-22,3.058727741241455
2000-06-23,2.869917392730713
2000-06-26,2.907679319381714
2000-06-27,2.983203411102295
2000-06-28,2.907679319381714
2000-06-29,2.869917392730713
2000-06-30,3.0209648609161377
2000-07-03,2.983203411102295
2000-07-05,2.8321547508239746
2000-07-06,2.7566308975219727
2000-07-07,2.7188689708709717
2000-07-10,2.6433441638946533
2000-07-11,2.945441484451294
2000-07-12,3.247537851333618
2000-07-13,3.3985862731933594
2000-07-14,3.1720142364501953
2000-07-17,3.058727741241455
2000-07-18,3.0209648609161377
2000-07-19,2.907679319381714
2000-07-20,2.8321547508239746
2000-07-21,2.869917392730713
2000-07-24,2.8321547508239746
2000-07-25,2.7188689708709717
2000-07-26,2.6055829524993896
2000-07-27,2.4167733192443848
2000-07-28,2.379009962081909
2000-07-31,2.4922964572906494
2000-08-01,2.4545347690582275
2000-08-02,2.4167733192443848
2000-08-03,2.265723705291748
2000-08-04,2.3034861087799072
2000-08-07,2.379009962081909
2000-08-08,2.265723705291748
2000-08-09,2.1524386405944824
2000-08-10,2.1902003288269043
2000-08-11,2.227961540222168
2000-08-14,2.265723705291748
2000-08-15,2.4922964572906494
2000-08-16,2.6055829524993896
2000-08-17,2.6433441638946533
2000-08-18,3.3985862731933594
2000-08-21,3.285299062728882
2000-08-22,3.1720142364501953
2000-08-23,2.983203411102295
2000-08-24,3.3230626583099365
2000-08-25,3.285299062728882
2000-08-28,3.662921190261841
2000-08-29,3.6251583099365234
2000-08-30,3.5118725299835205
2000-08-31,3.5496349334716797
2000-09-01,3.4741101264953613
2000-09-05,3.6251583099365234
2000-09-06,3.5496349334716797
2000-09-07,3.5118725299835205
2000-09-08,3.5118725299835205
2000-09-11,3.436347484588623
2000-09-12,3.209775686264038
2000-09-13,3.058727741241455
2000-09-14,3.1720142364501953
2000-09-15,3.247537851333618
2000-09-18,3.3230626583099365
2000-09-19,3.3608245849609375
2000-09-20,3.6251583099365234
2000-09-21,3.6251583099365234
2000-09-22,3.3985862731933594
2000-09-25,3.3608245849609375
2000-09-26,3.096489906311035
2000-09-27,3.058727741241455
2000-09-28,3.285299062728882
2000-09-29,3.5496349334716797
2000-10-02,3.5118725299835205
2000-10-03,3.3608245849609375
2000-10-04,3.7006826400756836
2000-10-05,4.00277853012085
2000-10-06,3.7006826400756836
2000-10-09,3.7384445667266846
2000-10-10,3.6251583099365234
2000-10-11,3.3230626583099365
2000-10-12,3.1720142364501953
2000-10-13,3.3608245849609375
2000-10-16,3.3985862731933594
2000-10-17,3.209775686264038
2000-10-18,3.0209648609161377
2000-10-19,3.1342520713806152
2000-10-20,3.1720142364501953
2000-10-23,3.3608245849609375
2000-10-24,3.436347484588623
2000-10-25,3.7006826400756836
2000-10-26,3.6251583099365234
2000-10-27,3.6251583099365234
2000-10-30,3.5496349334716797
2000-10-31,3.6251583099365234
2000-11-01,3.4741101264953613
2000-11-02,3.662921190261841
2000-11-03,3.5873968601226807
2000-11-06,3.5873968601226807
2000-11-07,3.5118725299835205
2000-11-08,3.6251583099365234
2000-11-09,3.4741101264953613
2000-11-10,3.3608245849609375
2000-11-13,3.1342520713806152
2000-11-14,3.247537851333618
2000-11-15,3.3985862731933594
2000-11-16,3.3608245849609375
2000-11-17,3.3608245849609375
2000-11-20,3.436347484588623
2000-11-21,3.3608245849609375
2000-11-22,3.247537851333618
2000-11-24,3.247537851333618
2000-11-27,3.058727741241455
2000-11-28,2.5678210258483887
2000-11-29,2.114675998687744
2000-11-30,1.9636280536651611
2000-12-01,2.0013890266418457
2000-12-04,1.3594342470169067
2000-12-05,1.510482907295227
2000-12-06,1.472720980644226
