Date,JNJ
2000-01-03,23.149076461791992
2000-01-04,22.30158233642578
2000-01-05,22.53700065612793
2000-01-06,23.243236541748047
2000-01-07,24.231985092163086
2000-01-10,23.61992073059082
2000-01-11,23.698381423950195
2000-01-12,23.478654861450195
2000-01-13,23.447265625
2000-01-14,23.52574348449707
2000-01-18,22.929359436035156
2000-01-19,23.007837295532227
2000-01-20,23.0863037109375
2000-01-21,22.568397521972656
2000-01-24,21.01466178894043
2000-01-25,21.407014846801758
2000-01-26,20.96758270263672
2000-01-27,20.21424102783203
2000-01-28,21.218677520751953
2000-01-31,21.611040115356445
2000-02-01,21.29715347290039
2000-02-02,21.43839454650879
2000-02-03,20.920501708984375
2000-02-04,20.62229347229004
2000-02-07,20.449661254882812
2000-02-08,20.606605529785156
2000-02-09,20.08869171142578
2000-02-10,19.58647346496582
2000-02-11,19.515283584594727
2000-02-14,19.562536239624023
2000-02-15,20.08230972290039
2000-02-16,20.113805770874023
2000-02-17,19.9563045501709
2000-02-18,19.515283584594727
2000-02-22,19.814552307128906
2000-02-23,19.184513092041016
2000-02-24,18.585979461669922
2000-02-25,18.14495849609375
2000-02-28,18.333969116210938
2000-02-29,18.14495849609375
2000-03-01,18.491479873657227
2000-03-02,18.570241928100586
2000-03-03,18.52298355102539
2000-03-06,17.766939163208008
2000-03-07,17.262916564941406
2000-03-08,17.89295196533203
2000-03-09,18.318220138549805
2000-03-10,17.861452102661133
2000-03-13,17.64093589782715
2000-03-14,18.333969116210938
2000-03-15,19.389272689819336
2000-03-16,20.113805770874023
2000-03-17,20.05080795288086
2000-03-20,19.987808227539062
2000-03-21,20.224063873291016
2000-03-22,20.728103637695312
2000-03-23,20.16106605529785
2000-03-24,18.207963943481445
2000-03-27,17.577930450439453
2000-03-28,18.14495849609375
2000-03-29,17.90869140625
2000-03-30,17.829944610595703
2000-03-31,17.70393943786621
2000-04-03,18.207963943481445
2000-04-04,19.34202766418457
2000-04-05,19.531030654907227
2000-04-06,18.8695011138916
2000-04-07,18.664731979370117
2000-04-10,19.153017044067383
2000-04-11,19.72003936767578
2000-04-12,19.405025482177734
2000-04-13,19.21601676940918
2000-04-14,18.475725173950195
2000-04-17,19.531030654907227
2000-04-18,20.53908348083496
2000-04-19,20.728103637695312
2000-04-20,20.570592880249023
2000-04-24,21.13761329650879
2000-04-25,21.247865676879883
2000-04-26,20.854101181030273
2000-04-27,20.9171085357666
2000-04-28,20.79109764099121
2000-05-01,20.838350296020508
2000-05-02,21.216365814208984
2000-05-03,20.9801025390625
2000-05-04,20.932863235473633
2000-05-05,21.169118881225586
2000-05-08,22.11417579650879
2000-05-09,21.925161361694336
2000-05-10,21.547138214111328
2000-05-11,21.68889808654785
2000-05-12,21.547138214111328
2000-05-15,21.736143112182617
2000-05-16,22.00391387939453
2000-05-17,21.940914154052734
2000-05-18,22.30318260192871
2000-05-19,22.447357177734375
2000-05-22,21.973114013671875
2000-05-23,22.004724502563477
2000-05-24,22.74770164489746
2000-05-25,22.589614868164062
2000-05-26,22.289264678955078
2000-05-30,22.494770050048828
2000-05-31,22.637039184570312
2000-06-01,22.178613662719727
2000-06-02,21.24595069885254
2000-06-05,21.24595069885254
2000-06-06,21.27756118774414
2000-06-07,21.166900634765625
2000-06-08,21.467252731323242
2000-06-09,21.783424377441406
2000-06-12,21.44354820251465
2000-06-13,22.257652282714844
2000-06-14,22.700275421142578
2000-06-15,22.921586990356445
2000-06-16,22.65284538269043
2000-06-19,22.81092643737793
2000-06-20,22.399927139282227
2000-06-21,22.73188591003418
2000-06-22,22.399927139282227
2000-06-23,22.700275421142578
2000-06-26,24.154613494873047
2000-06-27,24.77112579345703
2000-06-28,24.80669403076172
2000-06-29,24.929214477539062
2000-06-30,25.76702880859375
2000-07-03,25.56151008605957
2000-07-05,25.54570770263672
2000-07-06,25.21375274658203
2000-07-07,25.22956657409668
2000-07-10,25.340213775634766
2000-07-11,25.340213775634766
2000-07-12,24.80272674560547
2000-07-13,24.091379165649414
2000-07-14,23.22193145751953
2000-07-17,23.862173080444336
2000-07-18,24.028148651123047
2000-07-19,23.56970977783203
2000-07-20,23.23773765563965
2000-07-21,23.332603454589844
2000-07-24,23.889827728271484
2000-07-25,23.64875602722168
2000-07-26,22.826740264892578
2000-07-27,23.23379135131836
2000-07-28,23.688276290893555
2000-07-31,23.538101196289062
2000-08-01,23.98072624206543
2000-08-02,24.40754508972168
2000-08-03,24.534006118774414
2000-08-04,24.423343658447266
2000-08-07,24.498416900634766
2000-08-08,24.451017379760742
2000-08-09,23.98072624206543
2000-08-10,24.63675880432129
2000-08-11,24.747411727905273
2000-08-14,24.613052368164062
2000-08-15,24.304784774780273
2000-08-16,24.747411727905273
2000-08-17,24.534006118774414
2000-08-18,24.468509674072266
2000-08-21,24.615222930908203
2000-08-22,24.805532455444336
2000-08-23,24.599349975585938
2000-08-24,24.42488670349121
2000-08-25,24.218704223632812
2000-08-28,24.04423713684082
2000-08-29,23.60015106201172
2000-08-30,23.156063079833984
2000-08-31,23.33448600769043
2000-09-01,23.504985809326172
2000-09-05,23.66358184814453
2000-09-06,23.66358184814453
2000-09-07,23.7111759185791
2000-09-08,23.97287368774414
2000-09-11,24.111635208129883
2000-09-12,24.52005386352539
2000-09-13,24.773807525634766
2000-09-14,24.3455810546875
2000-09-15,24.107677459716797
2000-09-18,23.37810516357422
2000-09-19,23.298803329467773
2000-09-20,23.11244010925293
2000-09-21,23.917354583740234
2000-09-22,24.329727172851562
2000-09-25,24.32575798034668
2000-09-26,23.980792999267578
2000-09-27,24.131479263305664
2000-09-28,23.695316314697266
2000-09-29,23.838058471679688
2000-10-02,23.647720336914062
2000-10-03,23.47325897216797
2000-10-04,22.91815757751465
2000-10-05,23.616008758544922
2000-10-06,23.425687789916992
2000-10-09,23.17192268371582
2000-10-10,24.012516021728516
2000-10-11,24.3614501953125
2000-10-12,24.615222930908203
2000-10-13,24.31386375427246
2000-10-16,24.599349975585938
2000-10-17,24.631078720092773
2000-10-18,23.917354583740234
2000-10-19,23.28294563293457
2000-10-20,23.314668655395508
2000-10-23,23.2353572845459
2000-10-24,23.267091751098633
2000-10-25,23.838058471679688
2000-10-26,23.63187026977539
2000-10-27,23.536706924438477
2000-10-30,23.949071884155273
2000-10-31,23.37810516357422
2000-11-01,23.09260368347168
2000-11-02,22.80713653564453
2000-11-03,23.267091751098633
2000-11-06,23.362241744995117
2000-11-07,23.37810516357422
2000-11-08,23.7111759185791
2000-11-09,23.742897033691406
2000-11-10,23.964935302734375
2000-11-13,23.616008758544922
2000-11-14,24.012516021728516
2000-11-15,24.107677459716797
2000-11-16,23.901491165161133
2000-11-17,24.22169303894043
2000-11-20,24.492229461669922
2000-11-21,24.890098571777344
2000-11-22,24.571821212768555
2000-11-24,24.205781936645508
2000-11-27,24.794605255126953
2000-11-28,25.494831085205078
2000-11-29,25.52666664123535
2000-11-30,25.463008880615234
2000-12-01,24.890098571777344
2000-12-04,25.351606369018555
2000-12-05,25.335718154907227
2000-12-06,24.476316452026367
2000-12-07,24.71504783630371
2000-12-08,24.53998565673828
2000-12-11,24.349010467529297
2000-12-12,24.69913101196289
2000-12-13,25.128816604614258
2000-12-14,25.272022247314453
2000-12-15,25.096981048583984
2000-12-18,25.096981048583984
2000-12-19,25.256134033203125
2000-12-20,25.622159957885742
2000-12-21,25.717653274536133
2000-12-22,25.844955444335938
2000-12-26,26.067773818969727
2000-12-27,26.22690200805664
2000-12-28,26.672496795654297
2000-12-29,26.752077102661133
2001-01-02,25.972270965576172
2001-01-03,25.14472770690918
2001-01-04,24.60365104675293
2001-01-05,24.92193031311035
2001-01-08,24.890098571777344
2001-01-09,25.06515121459961
2001-01-10,24.412662506103516
2001-01-11,23.53736114501953
2001-01-12,24.078460693359375
2001-01-16,23.98296546936035
2001-01-17,23.34640884399414
2001-01-18,23.935232162475586
2001-01-19,23.967056274414062
2001-01-22,24.014816284179688
2001-01-23,23.601037979125977
2001-01-24,23.059938430786133
2001-01-25,23.362319946289062
2001-01-26,23.410066604614258
2001-01-29,23.324129104614258
2001-01-30,23.324129104614258
2001-01-31,23.713716506958008
2001-02-01,23.902124404907227
2001-02-02,24.2153263092041
2001-02-05,23.91739845275879
2001-02-06,23.787540435791016
2001-02-07,24.16439437866211
2001-02-08,24.09564971923828
2001-02-09,24.184778213500977
2001-02-12,24.979211807250977
2001-02-13,24.67365837097168
2001-02-14,24.355382919311523
2001-02-15,24.066667556762695
2001-02-16,24.150983810424805
2001-02-20,24.534215927124023
2001-02-21,24.75904655456543
2001-02-22,24.659400939941406
2001-02-23,24.3962459564209
2001-02-26,24.462684631347656
2001-02-27,24.51377296447754
2001-02-28,24.866348266601562
2001-03-01,25.313453674316406
2001-03-02,25.331327438354492
2001-03-05,25.160167694091797
2001-03-06,24.730926513671875
2001-03-07,24.2199649810791
2001-03-08,25.00430679321289
2001-03-09,24.70539093017578
2001-03-12,24.258281707763672
2001-03-13,24.05389404296875
2001-03-14,23.82396125793457
2001-03-15,23.849506378173828
2001-03-16,23.50205421447754
2001-03-19,23.49184799194336
2001-03-20,23.19801902770996
2001-03-21,22.28594398498535
2001-03-22,22.43157196044922
2001-03-23,22.536312103271484
2001-03-26,21.81329345703125
2001-03-27,21.26911163330078
2001-03-28,22.043235778808594
2001-03-29,22.579750061035156
2001-03-30,22.347272872924805
2001-04-02,22.30893898010254
2001-04-03,21.99980926513672
2001-04-04,22.20418930053711
2001-04-05,22.707489013671875
2001-04-06,23.093271255493164
2001-04-09,23.310434341430664
2001-04-10,23.51228141784668
2001-04-11,23.208242416381836
2001-04-12,23.236347198486328
2001-04-16,23.657901763916016
2001-04-17,24.130558013916016
2001-04-18,24.002805709838867
2001-04-19,23.721771240234375
2001-04-20,23.532718658447266
2001-04-23,23.479061126708984
2001-04-24,23.634902954101562
2001-04-25,24.015579223632812
2001-04-26,24.41158676147461
2001-04-27,24.36815071105957
2001-04-30,24.64917755126953
2001-05-01,24.730926513671875
2001-05-02,24.909780502319336
2001-05-03,24.72072410583496
2001-05-04,24.976205825805664
2001-05-07,25.06306266784668
2001-05-08,25.024744033813477
2001-05-09,25.101381301879883
2001-05-10,24.843338012695312
2001-05-11,24.84844970703125
2001-05-14,24.983854293823242
2001-05-15,24.802474975585938
2001-05-16,25.48971939086914
2001-05-17,25.722217559814453
2001-05-18,25.896570205688477
2001-05-21,25.801706314086914
2001-05-22,25.383750915527344
2001-05-23,25.05814552307129
2001-05-24,24.986339569091797
2001-05-25,24.9350643157959
2001-05-29,24.983776092529297
2001-05-30,24.896602630615234
2001-05-31,24.858137130737305
2001-06-01,25.127363204956055
2001-06-04,25.67605972290039
2001-06-05,26.201684951782227
2001-06-06,26.435012817382812
2001-06-07,26.424747467041016
2001-06-08,26.155540466308594
2001-06-11,25.991437911987305
2001-06-12,26.101694107055664
