Date,AOS
2000-01-03,2.241325855255127
2000-01-04,2.2090296745300293
2000-01-05,2.2025701999664307
2000-01-06,2.1702749729156494
2000-01-07,2.2607028484344482
2000-01-10,2.28653883934021
2000-01-11,2.2607028484344482
2000-01-12,2.1831929683685303
2000-01-13,2.215489387512207
2000-01-14,2.2607028484344482
2000-01-18,2.2284064292907715
2000-01-19,2.267160415649414
2000-01-20,2.2284064292907715
2000-01-21,2.3059163093566895
2000-01-24,2.325294256210327
2000-01-25,2.2090296745300293
2000-01-26,2.1638145446777344
2000-01-27,2.1113243103027344
2000-01-28,2.065850257873535
2000-01-31,2.0528571605682373
2000-02-01,2.0203754901885986
2000-02-02,2.0398643016815186
2000-02-03,1.9684041738510132
2000-02-04,1.9619072675704956
2000-02-07,1.9878935813903809
2000-02-08,1.8774549961090088
2000-02-09,1.8449723720550537
2000-02-10,1.8254832029342651
2000-02-11,1.8254832029342651
2000-02-14,1.7994989156723022
2000-02-15,1.7865049839019775
2000-02-16,1.7865049839019775
2000-02-17,1.8059940338134766
2000-02-18,1.7800089120864868
2000-02-22,1.8189868927001953
2000-02-23,1.831979513168335
2000-02-24,1.838476300239563
2000-02-25,1.831979513168335
2000-02-28,1.8254832029342651
2000-02-29,1.793001651763916
2000-03-01,1.7345342636108398
2000-03-02,1.7020527124404907
2000-03-03,1.7020527124404907
2000-03-06,1.6890593767166138
2000-03-07,1.6695696115493774
2000-03-08,1.7020527124404907
2000-03-09,1.6630747318267822
2000-03-10,1.6565780639648438
2000-03-13,1.6500815153121948
2000-03-14,1.5591320991516113
2000-03-15,1.5851179361343384
2000-03-16,1.7020527124404907
2000-03-17,1.6955562829971313
2000-03-20,1.7475271224975586
2000-03-21,1.7800089120864868
2000-03-22,1.793001651763916
2000-03-23,1.7994989156723022
2000-03-24,1.7800089120864868
2000-03-27,1.7865049839019775
2000-03-28,1.793001651763916
2000-03-29,1.7994989156723022
2000-03-30,1.8449723720550537
2000-03-31,1.8709585666656494
2000-04-03,1.9099369049072266
2000-04-04,1.8839502334594727
2000-04-05,1.8709585666656494
2000-04-06,1.8774549961090088
2000-04-07,1.935921549797058
2000-04-10,1.9229280948638916
2000-04-11,1.9229280948638916
2000-04-12,1.9229280948638916
2000-04-13,1.9878935813903809
2000-04-14,2.143806219100952
2000-04-17,2.1308138370513916
2000-04-18,1.9813958406448364
2000-04-19,1.916433334350586
2000-04-20,2.000885486602783
2000-04-24,1.8969448804855347
2000-04-25,1.9878935813903809
2000-04-26,2.098505973815918
2000-04-27,2.0919699668884277
2000-04-28,2.1508045196533203
2000-05-01,2.2423288822174072
2000-05-02,2.2488651275634766
2000-05-03,2.2031047344207764
2000-05-04,2.288090944290161
2000-05-05,2.333852529525757
2000-05-08,2.3142404556274414
2000-05-09,2.2684779167175293
2000-05-10,2.1704177856445312
2000-05-11,2.327314615249634
2000-05-12,2.307703733444214
2000-05-15,2.3665390014648438
2000-05-16,2.346926689147949
2000-05-17,2.2815539836883545
2000-05-18,2.1965675354003906
2000-05-19,2.216179132461548
2000-05-22,2.255403757095337
2000-05-23,2.1900291442871094
2000-05-24,2.1704177856445312
2000-05-25,2.1769542694091797
2000-05-26,2.1704177856445312
2000-05-30,2.1900291442871094
2000-05-31,2.1965675354003906
2000-06-01,2.216179132461548
2000-06-02,2.2292537689208984
2000-06-05,2.2292537689208984
2000-06-06,2.1965675354003906
2000-06-07,2.2357919216156006
2000-06-08,2.1965675354003906
2000-06-09,2.2031047344207764
2000-06-12,2.1573426723480225
2000-06-13,2.209641456604004
2000-06-14,2.222717523574829
2000-06-15,2.2423288822174072
2000-06-16,2.209641456604004
2000-06-19,2.3207781314849854
2000-06-20,2.222717523574829
2000-06-21,2.1573426723480225
2000-06-22,2.0919699668884277
2000-06-23,1.9939079284667969
2000-06-26,2.052743673324585
2000-06-27,2.131193161010742
2000-06-28,2.222717523574829
2000-06-29,2.1573426723480225
2000-06-30,2.1883952617645264
2000-07-03,2.2357919216156006
2000-07-05,2.1965675354003906
2000-07-06,2.1965675354003906
2000-07-07,2.1834914684295654
2000-07-10,2.1442677974700928
2000-07-11,2.1508045196533203
2000-07-12,2.1246559619903564
2000-07-13,2.111581325531006
2000-07-14,2.0919699668884277
2000-07-17,1.915458083152771
2000-07-18,1.8043220043182373
2000-07-19,1.7781732082366943
2000-07-20,1.8043220043182373
2000-07-21,1.7716362476348877
2000-07-24,1.7389484643936157
2000-07-25,1.6997244358062744
2000-07-26,1.719336986541748
2000-07-27,1.673737645149231
2000-07-28,1.6671481132507324
2000-07-31,1.700095534324646
2000-08-01,1.673737645149231
2000-08-02,1.6803276538848877
2000-08-03,1.653969168663025
2000-08-04,1.6935056447982788
2000-08-07,1.7198634147644043
2000-08-08,1.7066854238510132
2000-08-09,1.7396327257156372
2000-08-10,1.6935056447982788
2000-08-11,1.6935056447982788
2000-08-14,1.7462228536605835
2000-08-15,1.7396327257156372
2000-08-16,1.7198634147644043
2000-08-17,1.7198634147644043
2000-08-18,1.726454734802246
2000-08-21,1.7066854238510132
2000-08-22,1.7066854238510132
2000-08-23,1.6935056447982788
2000-08-24,1.700095534324646
2000-08-25,1.6869165897369385
2000-08-28,1.6869165897369385
2000-08-29,1.6473793983459473
2000-08-30,1.6803276538848877
2000-08-31,1.6605583429336548
2000-09-01,1.6473793983459473
2000-09-05,1.6407896280288696
2000-09-06,1.6012520790100098
2000-09-07,1.6078426837921143
2000-09-08,1.6012520790100098
2000-09-11,1.568305253982544
2000-09-12,1.5419479608535767
2000-09-13,1.5551255941390991
2000-09-14,1.3969770669937134
2000-09-15,1.4035677909851074
2000-09-18,1.2651875019073486
2000-09-19,1.2783660888671875
2000-09-20,1.311314582824707
2000-09-21,1.2585976123809814
2000-09-22,1.2388290166854858
2000-09-25,1.271777868270874
2000-09-26,1.2651875019073486
2000-09-27,1.3179035186767578
2000-09-28,1.3442615270614624
2000-09-29,1.3244929313659668
2000-10-02,1.3179035186767578
2000-10-03,1.3442615270614624
2000-10-04,1.410157322883606
2000-10-05,1.423336148262024
2000-10-06,1.436513900756836
2000-10-09,1.423336148262024
2000-10-10,1.4628727436065674
2000-10-11,1.4496945142745972
2000-10-12,1.436513900756836
2000-10-13,1.4562832117080688
2000-10-16,1.4760515689849854
2000-10-17,1.4760515689849854
2000-10-18,1.4958200454711914
2000-10-19,1.4496945142745972
2000-10-20,1.4431045055389404
2000-10-23,1.4562832117080688
2000-10-24,1.4496945142745972
2000-10-25,1.4562832117080688
2000-10-26,1.4299261569976807
2000-10-27,1.4304574728012085
2000-10-30,1.4770305156707764
2000-10-31,1.5036444664001465
2000-11-01,1.5834836959838867
2000-11-02,1.6500165462493896
2000-11-03,1.6965892314910889
2000-11-06,1.6965892314910889
2000-11-07,1.7165507078170776
2000-11-08,1.7165507078170776
2000-11-09,1.7098956108093262
2000-11-10,1.7165507078170776
2000-11-13,1.743162751197815
2000-11-14,1.743162751197815
2000-11-15,1.7764283418655396
2000-11-16,1.789736270904541
2000-11-17,1.796388864517212
2000-11-20,1.7830817699432373
2000-11-21,1.789736270904541
2000-11-22,1.796388864517212
2000-11-24,1.796388864517212
2000-11-27,1.8096952438354492
2000-11-28,1.836308240890503
2000-11-29,1.796388864517212
2000-11-30,1.7697762250900269
2000-12-01,1.789736270904541
2000-12-04,1.796388864517212
2000-12-05,1.796388864517212
2000-12-06,1.796388864517212
2000-12-07,1.8030415773391724
2000-12-08,1.8030415773391724
2000-12-11,1.789736270904541
2000-12-12,1.789736270904541
2000-12-13,1.7764283418655396
2000-12-14,1.7365097999572754
2000-12-15,1.729856252670288
2000-12-18,1.676629662513733
2000-12-19,1.7165507078170776
2000-12-20,1.703243374824524
2000-12-21,1.6899363994598389
2000-12-22,1.703243374824524
2000-12-26,1.7631232738494873
2000-12-27,1.8096952438354492
2000-12-28,1.8296551704406738
2000-12-29,1.816347599029541
2001-01-02,1.796388864517212
2001-01-03,1.8629213571548462
2001-01-04,1.8695735931396484
2001-01-05,1.8030415773391724
2001-01-08,1.7830817699432373
2001-01-09,1.8096952438354492
2001-01-10,1.8096952438354492
2001-01-11,1.8096952438354492
2001-01-12,1.7764283418655396
2001-01-16,1.789736270904541
2001-01-17,1.7697762250900269
2001-01-18,1.7697762250900269
2001-01-19,1.7365097999572754
2001-01-22,1.7232024669647217
2001-01-23,1.703243374824524
2001-01-24,1.7232024669647217
2001-01-25,1.7165507078170776
2001-01-26,1.7365097999572754
2001-01-29,1.7652146816253662
2001-01-30,1.7866774797439575
2001-01-31,1.8135029077529907
2001-02-01,1.8456947803497314
2001-02-02,1.8929110765457153
2001-02-05,1.9240294694900513
2001-02-06,1.9369065761566162
2001-02-07,1.9937800168991089
2001-02-08,1.971245527267456
2001-02-09,1.9208098649978638
2001-02-12,1.9304683208465576
2001-02-13,1.9208098649978638
2001-02-14,1.9143714904785156
2001-02-15,1.9315412044525146
2001-02-16,1.8939837217330933
2001-02-20,1.9315412044525146
2001-02-21,1.9669533967971802
2001-02-22,1.9530022144317627
2001-02-23,1.9744646549224854
2001-02-26,1.9894877672195435
2001-02-27,2.0173864364624023
2001-02-28,1.9873427152633667
2001-03-01,1.9894877672195435
2001-03-02,2.1139650344848633
2001-03-05,2.0978691577911377
2001-03-06,2.0817720890045166
2001-03-07,2.132206916809082
2001-03-08,2.12469482421875
2001-03-09,2.1461572647094727
2001-03-12,2.1354262828826904
2001-03-13,2.130061388015747
2001-03-14,2.0871381759643555
2001-03-15,2.071042537689209
2001-03-16,2.0227532386779785
2001-03-19,2.0517261028289795
2001-03-20,2.065676212310791
2001-03-21,2.028118371963501
2001-03-22,1.9744646549224854
2001-03-23,2.0420687198638916
2001-03-26,2.1139650344848633
2001-03-27,2.0399222373962402
2001-03-28,1.9465652704238892
2001-03-29,1.910080075263977
2001-03-30,2.0957229137420654
2001-04-02,2.034557342529297
2001-04-03,2.0442147254943848
2001-04-04,1.9959266185760498
2001-04-05,2.0603108406066895
2001-04-06,2.054945707321167
2001-04-09,2.0002188682556152
2001-04-10,2.0002188682556152
2001-04-11,1.9530022144317627
2001-04-12,2.0173864364624023
2001-04-16,2.0442147254943848
2001-04-17,2.054945707321167
2001-04-18,2.006657838821411
2001-04-19,1.9959266185760498
2001-04-20,1.9690992832183838
2001-04-23,1.9583677053451538
2001-04-24,1.9959266185760498
2001-04-25,2.0442147254943848
2001-04-26,2.053938150405884
2001-04-27,2.058260917663574
2001-04-30,2.065823793411255
2001-05-01,2.0744681358337402
2001-05-02,2.0744681358337402
2001-05-03,2.0733864307403564
2001-05-04,2.0560998916625977
2001-05-07,2.0334105491638184
2001-05-08,2.0118017196655273
2001-05-09,1.9826288223266602
2001-05-10,1.966421127319336
2001-05-11,1.9502159357070923
2001-05-14,1.9253649711608887
2001-05-15,1.944812297821045
2001-05-16,1.9610198736190796
2001-05-17,1.966421127319336
2001-05-18,1.917802333831787
2001-05-21,1.9502159357070923
2001-05-22,1.917802333831787
2001-05-23,1.8529744148254395
2001-05-24,1.7805851697921753
2001-05-25,1.8238028287887573
2001-05-29,1.8907908201217651
2001-05-30,1.8205612897872925
2001-05-31,1.8205612897872925
2001-06-01,1.847572922706604
2001-06-04,1.9394116401672363
2001-06-05,1.9999161958694458
2001-06-06,1.971824288368225
2001-06-07,2.024765968322754
2001-06-08,2.0064001083374023
2001-06-11,1.9610198736190796
2001-06-12,2.0269272327423096
2001-06-13,2.0204453468322754
2001-06-14,1.992353081703186
2001-06-15,1.9556174278259277
2001-06-18,1.8626985549926758
2001-06-19,1.8745843172073364
2001-06-20,1.7935495376586914
2001-06-21,1.8529744148254395
2001-06-22,1.8670202493667603
2001-06-25,1.8637794256210327
2001-06-26,1.8907908201217651
2001-06-27,1.9361701011657715
2001-06-28,1.9739853143692017
2001-06-29,1.934008002281189
2001-07-02,1.957779049873352
2001-07-03,1.9394116401672363
2001-07-05,1.928606629371643
2001-07-06,1.8691807985305786
2001-07-09,1.896193265914917
2001-07-10,1.857296347618103
2001-07-11,1.8551348447799683
2001-07-12,1.8799861669540405
2001-07-13,1.8778260946273804
2001-07-16,1.8616191148757935
2001-07-17,1.8745843172073364
2001-07-18,1.8756639957427979
2001-07-19,1.8637794256210327
2001-07-20,1.7935495376586914
2001-07-23,1.7589753866195679
2001-07-24,1.8194811344146729
2001-07-25,1.8799861669540405
2001-07-26,1.97506582736969
2001-07-27,1.9630969762802124
2001-07-30,1.960919976234436
2001-07-31,1.9075984954833984
2001-08-01,1.9010694026947021
2001-08-02,1.9043341875076294
2001-08-03,1.945685625076294
2001-08-06,1.922832727432251
2001-08-07,1.8825687170028687
2001-08-08,1.8608059883117676
2001-08-09,1.8499236106872559
2001-08-10,1.8629820346832275
2001-08-13,1.8390425443649292
2001-08-14,1.8499236106872559
2001-08-15,1.8281590938568115
2001-08-16,1.8945406675338745
2001-08-17,1.8662463426589966
2001-08-20,1.8629820346832275
2001-08-21,1.8444833755493164
2001-08-22,1.8140134811401367
2001-08-23,1.8749535083770752
2001-08-24,1.8553651571273804
2001-08-27,1.908686637878418
2001-08-28,1.8390425443649292
2001-08-29,1.80095636844635
2001-08-30,1.84665846824646
2001-08-31,1.8336012363433838
2001-09-04,1.8336012363433838
2001-09-05,1.8662463426589966
2001-09-06,1.8336012363433838
2001-09-07,1.7857221364974976
2001-09-10,1.7976913452148438
2001-09-17,1.7574288845062256
2001-09-18,1.8172792196273804
2001-09-19,1.7900739908218384
2001-09-20,1.7247823476791382
2001-09-21,1.7411054372787476
2001-09-24,1.8553651571273804
2001-09-25,1.8292502164840698
2001-09-26,1.8281590938568115
2001-09-27,1.893451452255249
2001-09-28,1.908686637878418
2001-10-01,1.6268452405929565
2001-10-02,1.7628693580627441
2001-10-03,1.749811053276062
2001-10-04,1.6486084461212158
2001-10-05,1.6366397142410278
2001-10-08,1.6399040222167969
2001-10-09,1.6159627437591553
2001-10-10,1.6311978101730347
2001-10-11,1.716076374053955
2001-10-12,1.6866958141326904
2001-10-15,1.712812066078186
2001-10-16,1.6529622077941895
2001-10-17,1.680166482925415
2001-10-18,1.6322860717773438
2001-10-19,1.6268452405929565
2001-10-22,1.6409913301467896
2001-10-23,1.6170514822006226
2001-10-24,1.597464680671692
2001-10-25,1.6170514822006226
2001-10-26,1.7781039476394653
2001-10-29,1.7386149168014526
2001-10-30,1.705708384513855
2001-10-31,1.733129620552063
2001-11-01,1.7002224922180176
2001-11-02,1.705708384513855
2001-11-05,1.755069375038147
