Date,CMCSA
2000-01-03,9.796408653259277
2000-01-04,9.062990188598633
2000-01-05,8.827244758605957
2000-01-06,9.167762756347656
2000-01-07,8.879634857177734
2000-01-10,10.01905632019043
2000-01-11,9.102279663085938
2000-01-12,9.468990325927734
2000-01-13,10.005955696105957
2000-01-14,10.228604316711426
2000-01-18,10.163115501403809
2000-01-19,10.778671264648438
2000-01-20,10.451248168945312
2000-01-21,10.398860931396484
2000-01-24,10.163115501403809
2000-01-25,9.573760032653809
2000-01-26,9.757119178771973
2000-01-27,9.757119178771973
2000-01-28,9.010601997375488
2000-01-31,9.03679370880127
2000-02-01,9.27253532409668
2000-02-02,9.82260513305664
2000-02-03,10.123828887939453
2000-02-04,10.163115501403809
2000-02-07,9.979761123657227
2000-02-08,10.01905632019043
2000-02-09,9.508277893066406
2000-02-10,9.770211219787598
2000-02-11,9.744026184082031
2000-02-14,9.311826705932617
2000-02-15,9.586859703063965
2000-02-16,9.062990188598633
2000-02-17,9.023693084716797
2000-02-18,8.277181625366211
2000-02-22,8.381954193115234
2000-02-23,8.866538047790527
2000-02-24,8.303370475769043
2000-02-25,8.748666763305664
2000-02-28,8.670087814331055
2000-02-29,8.381954193115234
2000-03-01,8.512922286987305
2000-03-02,8.041438102722168
2000-03-03,8.237889289855957
2000-03-06,8.198598861694336
2000-03-07,8.05453109741211
2000-03-08,8.224793434143066
2000-03-09,8.34266471862793
2000-03-10,7.9890522956848145
2000-03-13,7.596145153045654
2000-03-14,7.648530006408691
2000-03-15,7.975951671600342
2000-03-16,8.526016235351562
2000-03-17,8.237889289855957
2000-03-20,8.106922149658203
2000-03-21,8.028338432312012
2000-03-22,7.858080863952637
2000-03-23,7.949760437011719
2000-03-24,7.9235687255859375
2000-03-27,8.002145767211914
2000-03-28,7.661630153656006
2000-03-29,7.727116584777832
2000-03-30,7.8318915367126465
2000-03-31,8.643888473510742
2000-04-03,8.748666763305664
2000-04-04,8.57840633392334
2000-04-05,8.159308433532715
2000-04-06,8.218243598937988
2000-04-07,8.237889289855957
2000-04-10,7.910470485687256
2000-04-11,7.569953441619873
2000-04-12,8.290275573730469
2000-04-13,7.740209102630615
2000-04-14,7.347306728363037
2000-04-17,7.635435581207275
2000-04-18,7.504467487335205
2000-04-19,7.569953441619873
2000-04-20,7.609242916107178
2000-04-24,7.910470485687256
2000-04-25,8.486724853515625
2000-04-26,8.237889289855957
2000-04-27,8.355759620666504
2000-04-28,8.172405242919922
2000-05-01,8.041438102722168
2000-05-02,7.491372585296631
2000-05-03,6.902013301849365
2000-05-04,7.386596202850342
2000-05-05,7.203242301940918
2000-05-08,7.072271823883057
2000-05-09,6.928208351135254
2000-05-10,6.6007890701293945
2000-05-11,6.810336112976074
2000-05-12,6.731754779815674
2000-05-15,6.83653450012207
2000-05-16,6.888918399810791
2000-05-17,6.496013641357422
2000-05-18,6.417433738708496
2000-05-19,6.234079360961914
2000-05-22,6.273367404937744
2000-05-23,6.312660217285156
2000-05-24,6.5745954513549805
2000-05-25,6.6007890701293945
2000-05-26,6.548401832580566
2000-05-30,7.1508564949035645
2000-05-31,7.8711771965026855
2000-06-01,7.727116584777832
2000-06-02,8.002145767211914
2000-06-05,7.753304481506348
2000-06-06,7.347306728363037
2000-06-07,7.373497009277344
2000-06-08,7.229435920715332
2000-06-09,7.569953441619873
2000-06-12,7.504467487335205
2000-06-13,7.399693965911865
2000-06-14,7.412788391113281
2000-06-15,7.661630153656006
2000-06-16,7.465178489685059
2000-06-19,7.6878228187561035
2000-06-20,7.308016300201416
2000-06-21,7.491372585296631
2000-06-22,7.583051681518555
2000-06-23,7.373497009277344
2000-06-26,7.543759346008301
2000-06-27,7.77949857711792
2000-06-28,7.9235687255859375
2000-06-29,7.727116584777832
2000-06-30,8.146212577819824
2000-07-03,8.198598861694336
2000-07-05,8.015241622924805
2000-07-06,7.962856769561768
2000-07-07,7.949760437011719
2000-07-10,7.504467487335205
2000-07-11,7.465178489685059
2000-07-12,7.308016300201416
2000-07-13,7.6878228187561035
2000-07-14,7.727116584777832
2000-07-17,7.766404628753662
2000-07-18,7.543759346008301
2000-07-19,7.491372585296631
2000-07-20,7.596145153045654
2000-07-21,7.190143585205078
2000-07-24,6.928208351135254
2000-07-25,7.163950443267822
2000-07-26,7.085368633270264
2000-07-27,7.098467826843262
2000-07-28,6.4436235427856445
2000-07-31,7.072271823883057
2000-08-01,6.823433876037598
2000-08-02,6.810336112976074
2000-08-03,7.085368633270264
2000-08-04,6.928208351135254
2000-08-07,6.784143447875977
2000-08-08,6.6531758308410645
2000-08-09,6.823433876037598
2000-08-10,6.915112495422363
2000-08-11,6.862724781036377
2000-08-14,6.902013301849365
2000-08-15,7.334211349487305
2000-08-16,7.517566204071045
2000-08-17,8.002145767211914
2000-08-18,7.962856769561768
2000-08-21,7.805695056915283
2000-08-22,7.818794250488281
2000-08-23,7.776228904724121
2000-08-24,7.8318915367126465
2000-08-25,7.8711771965026855
2000-08-28,7.727116584777832
2000-08-29,7.635435581207275
2000-08-30,7.753304481506348
2000-08-31,7.6878228187561035
2000-09-01,7.8318915367126465
2000-09-05,7.452080249786377
2000-09-06,7.569953441619873
2000-09-07,7.543759346008301
2000-09-08,7.452080249786377
2000-09-11,7.504467487335205
2000-09-12,7.517566204071045
2000-09-13,7.8318915367126465
2000-09-14,7.8646321296691895
2000-09-15,7.501195907592773
2000-09-18,7.609242916107178
2000-09-19,7.569953441619873
2000-09-20,7.242533206939697
2000-09-21,7.334211349487305
2000-09-22,7.569953441619873
2000-09-25,7.77949857711792
2000-09-26,7.884274005889893
2000-09-27,7.897373199462891
2000-09-28,8.198598861694336
2000-09-29,8.526016235351562
2000-10-02,9.010601997375488
2000-10-03,8.80104923248291
2000-10-04,8.670087814331055
2000-10-05,9.207053184509277
2000-10-06,8.918922424316406
2000-10-09,8.617695808410645
2000-10-10,8.853437423706055
2000-10-11,8.60460090637207
2000-10-12,8.224793434143066
2000-10-13,8.395052909851074
2000-10-16,8.015241622924805
2000-10-17,7.8711771965026855
2000-10-18,7.8449883460998535
2000-10-19,8.46053409576416
2000-10-20,8.774856567382812
2000-10-23,8.80104923248291
2000-10-24,8.722472190856934
2000-10-25,8.499828338623047
2000-10-26,8.395052909851074
2000-10-27,8.683181762695312
2000-10-30,8.55220890045166
2000-10-31,8.408145904541016
2000-11-01,8.46053409576416
2000-11-02,8.250985145568848
2000-11-03,8.198598861694336
2000-11-06,7.962856769561768
2000-11-07,8.146212577819824
2000-11-08,8.08072566986084
2000-11-09,8.015241622924805
2000-11-10,7.818794250488281
2000-11-13,7.714015960693359
2000-11-14,7.8711771965026855
2000-11-15,7.805695056915283
2000-11-16,7.658356666564941
2000-11-17,7.700920581817627
2000-11-20,7.4258880615234375
2000-11-21,7.4258880615234375
2000-11-22,7.517566204071045
2000-11-24,7.674727439880371
2000-11-27,7.805695056915283
2000-11-28,7.858080863952637
2000-11-29,7.9890522956848145
2000-11-30,7.858080863952637
2000-12-01,7.805695056915283
2000-12-04,7.6878228187561035
2000-12-05,7.6878228187561035
2000-12-06,7.098467826843262
2000-12-07,7.190143585205078
2000-12-08,7.203242301940918
2000-12-11,7.635435581207275
2000-12-12,7.478272438049316
2000-12-13,8.06762981414795
2000-12-14,7.8711771965026855
2000-12-15,7.8449883460998535
2000-12-18,7.858080863952637
2000-12-19,7.9366655349731445
2000-12-20,7.583051681518555
2000-12-21,7.8318915367126465
2000-12-22,8.3164701461792
2000-12-26,8.198598861694336
2000-12-27,8.499828338623047
2000-12-28,8.591506958007812
2000-12-29,8.656986236572266
2001-01-02,8.368857383728027
2001-01-03,8.722472190856934
2001-01-04,8.591506958007812
2001-01-05,8.526016235351562
2001-01-08,8.526016235351562
2001-01-09,8.84034252166748
2001-01-10,8.722472190856934
2001-01-11,8.918922424316406
2001-01-12,9.099002838134766
2001-01-16,9.351116180419922
2001-01-17,9.115372657775879
2001-01-18,9.207053184509277
2001-01-19,9.285632133483887
2001-01-22,9.14156723022461
2001-01-23,8.90582275390625
2001-01-24,8.827244758605957
2001-01-25,8.656986236572266
2001-01-26,8.696277618408203
2001-01-29,8.958212852478027
2001-01-30,8.774856567382812
2001-01-31,8.866538047790527
2001-02-01,8.853437423706055
2001-02-02,8.630790710449219
2001-02-05,9.023693084716797
2001-02-06,9.049890518188477
2001-02-07,9.14156723022461
2001-02-08,9.207053184509277
2001-02-09,9.089178085327148
2001-02-12,9.115372657775879
2001-02-13,9.089178085327148
2001-02-14,8.866538047790527
2001-02-15,8.853437423706055
2001-02-16,8.814148902893066
2001-02-20,8.90582275390625
2001-02-21,8.84034252166748
2001-02-22,8.656986236572266
2001-02-23,8.70937442779541
2001-02-26,9.076083183288574
2001-02-27,9.089178085327148
2001-02-28,8.918922424316406
2001-03-01,8.925474166870117
2001-03-02,8.971311569213867
2001-03-05,9.311826705932617
2001-03-06,9.468990325927734
2001-03-07,9.482085227966309
2001-03-08,9.390409469604492
2001-03-09,9.351116180419922
2001-03-12,8.932019233703613
2001-03-13,8.787956237792969
2001-03-14,8.55220890045166
2001-03-15,8.761762619018555
2001-03-16,8.814148902893066
2001-03-19,8.971311569213867
2001-03-20,8.735566139221191
2001-03-21,8.617695808410645
2001-03-22,8.329565048217773
2001-03-23,7.975951671600342
2001-03-26,8.368857383728027
2001-03-27,8.60460090637207
2001-03-28,8.591506958007812
2001-03-29,8.630790710449219
2001-03-30,8.630790710449219
2001-04-02,8.539113998413086
2001-04-03,8.211695671081543
2001-04-04,8.146212577819824
2001-04-05,8.395052909851074
2001-04-06,8.421245574951172
2001-04-09,8.285564422607422
2001-04-10,8.277181625366211
2001-04-11,8.425955772399902
2001-04-12,8.518157958984375
2001-04-16,8.537020683288574
2001-04-17,8.746569633483887
2001-04-18,8.809431076049805
2001-04-19,8.945638656616211
2001-04-20,8.853437423706055
2001-04-23,8.738188743591309
2001-04-24,8.696277618408203
2001-04-25,8.767526626586914
2001-04-26,9.058794975280762
2001-04-27,9.021077156066895
2001-04-30,9.042033195495605
2001-05-01,9.176142692565918
2001-05-02,9.23062515258789
2001-05-03,9.144708633422852
2001-05-04,9.30396556854248
2001-05-07,9.377311706542969
2001-05-08,9.146809577941895
2001-05-09,8.989642143249512
2001-05-10,8.750760078430176
2001-05-11,8.723518371582031
2001-05-14,8.878582000732422
2001-05-15,8.918397903442383
2001-05-16,9.042033195495605
2001-05-17,9.035746574401855
2001-05-18,9.180333137512207
2001-05-21,9.073468208312988
2001-05-22,8.87648868560791
2001-05-23,8.681610107421875
2001-05-24,8.581023216247559
2001-05-25,8.532827377319336
2001-05-29,8.593597412109375
2001-05-30,8.650177955627441
2001-05-31,8.478347778320312
2001-06-01,8.396618843078613
2001-06-04,8.463680267333984
2001-06-05,8.654369354248047
2001-06-06,8.39452838897705
2001-06-07,8.365187644958496
2001-06-08,8.381954193115234
2001-06-11,8.438529968261719
2001-06-12,8.423863410949707
2001-06-13,8.459486961364746
2001-06-14,8.440624237060547
2001-06-15,8.549592018127441
2001-06-18,8.363092422485352
2001-06-19,8.465774536132812
2001-06-20,8.654369354248047
2001-06-21,8.853437423706055
2001-06-22,8.759138107299805
2001-06-25,8.71513557434082
2001-06-26,8.750760078430176
2001-06-27,8.792670249938965
2001-06-28,8.815720558166504
2001-06-29,9.0001220703125
2001-07-02,8.8806791305542
2001-07-03,8.947734832763672
2001-07-05,8.80104923248291
2001-07-06,8.76961898803711
2001-07-09,8.161928176879883
2001-07-10,8.057150840759277
2001-07-11,7.962856769561768
2001-07-12,7.814077377319336
2001-07-13,7.793125152587891
2001-07-16,7.927231311798096
2001-07-17,7.75121545791626
2001-07-18,7.736542701721191
2001-07-19,7.606621265411377
2001-07-20,7.659008502960205
2001-07-23,7.438986778259277
2001-07-24,7.2629618644714355
2001-07-25,7.453651428222656
2001-07-26,7.606621265411377
2001-07-27,7.6883440017700195
2001-07-30,7.707206726074219
2001-07-31,7.8161702156066895
2001-08-01,7.868562698364258
2001-08-02,7.929330348968506
2001-08-03,7.853889465332031
2001-08-06,7.94189977645874
2001-08-07,7.95237922668457
2001-08-08,7.893704891204834
2001-08-09,7.881132125854492
2001-08-10,7.8895134925842285
2001-08-13,7.910470485687256
2001-08-14,7.797311782836914
2001-08-15,7.782643795013428
2001-08-16,7.673679351806641
2001-08-17,7.638054370880127
2001-08-20,7.763784885406494
2001-08-21,7.776357650756836
2001-08-22,7.8350324630737305
2001-08-23,7.738640308380127
2001-08-24,7.958666801452637
2001-08-27,7.899993419647217
2001-08-28,7.648530006408691
2001-08-29,7.74073600769043
2001-08-30,7.585668563842773
2001-08-31,7.646434783935547
2001-09-04,7.6883440017700195
2001-09-05,7.7030134201049805
2001-09-06,7.522804260253906
2001-09-07,7.386596202850342
2001-09-10,7.267151832580566
2001-09-17,7.170756816864014
2001-09-18,7.242007732391357
2001-09-19,7.103705406188965
2001-09-20,7.068084239959717
2001-09-21,6.871107578277588
2001-09-24,6.906729221343994
2001-09-25,7.31325626373291
2001-09-26,7.16657018661499
2001-09-27,7.344686985015869
2001-09-28,7.449461460113525
2001-10-01,7.36564302444458
2001-10-02,7.539566993713379
2001-10-03,7.793125152587891
2001-10-04,7.858080863952637
2001-10-05,7.858080863952637
2001-10-08,7.711396217346191
2001-10-09,7.721872329711914
2001-10-10,7.6212897300720215
2001-10-11,7.638054370880127
2001-10-12,7.617101669311523
2001-10-15,7.617101669311523
2001-10-16,7.686253547668457
2001-10-17,7.583571434020996
2001-10-18,7.5018486976623535
2001-10-19,7.3970746994018555
2001-10-22,7.631770133972168
2001-10-23,7.715587139129639
2001-10-24,7.552138805389404
2001-10-25,7.516518592834473
2001-10-26,7.707206726074219
2001-10-29,7.522804260253906
2001-10-30,7.38450288772583
2001-10-31,7.474610805511475
2001-11-01,7.367736339569092
2001-11-02,7.619195938110352
2001-11-05,7.543759346008301
2001-11-06,7.774259567260742
2001-11-07,7.837127208709717
2001-11-08,7.690443515777588
2001-11-09,7.617101669311523
2001-11-12,7.644341945648193
2001-11-13,7.7700700759887695
2001-11-14,7.902089595794678
2001-11-15,8.036198616027832
2001-11-16,7.975427150726318
2001-11-19,8.107441902160645
2001-11-20,8.130495071411133
2001-11-21,8.130495071411133
2001-11-23,8.090677261352539
2001-11-26,8.159832000732422
2001-11-27,8.176595687866211
2001-11-28,8.061345100402832
2001-11-29,8.099064826965332
2001-11-30,7.931425094604492
2001-12-03,8.017341613769531
2001-12-04,8.140972137451172
2001-12-05,8.365187644958496
2001-12-06,8.39452838897705
2001-12-07,8.371472358703613
2001-12-10,8.39243221282959
2001-12-11,8.354708671569824
2001-12-12,8.356807708740234
2001-12-13,8.298135757446289
2001-12-14,8.11792278289795
2001-12-17,8.182886123657227
2001-12-18,8.178689002990723
2001-12-19,7.98171329498291
2001-12-20,7.470417499542236
2001-12-21,7.323729515075684
2001-12-24,7.380312919616699
2001-12-26,7.462035179138184
2001-12-27,7.514424800872803
2001-12-28,7.608717918395996
2001-12-31,7.543759346008301
2002-01-02,7.524900436401367
2002-01-03,7.462035179138184
2002-01-04,7.31325626373291
2002-01-07,7.4117431640625
2002-01-08,7.700920581817627
