Date,NVDA
2000-01-03,0.08941037207841873
2000-01-04,0.0870230570435524
2000-01-05,0.08415811508893967
2000-01-06,0.07866653800010681
2000-01-07,0.0799802914261818
2000-01-10,0.0826059877872467
2000-01-11,0.07926338911056519
2000-01-12,0.07723455876111984
2000-01-13,0.08045705407857895
2000-01-14,0.08391883969306946
2000-01-18,0.08750069886445999
2000-01-19,0.086664579808712
2000-01-20,0.08642620593309402
2000-01-21,0.08547093719244003
2000-01-24,0.08165162801742554
2000-01-25,0.08093467354774475
2000-01-26,0.07759210467338562
2000-01-27,0.07353349030017853
2000-01-28,0.071385458111763
2000-01-31,0.07078861445188522
2000-02-01,0.07245899736881256
2000-02-02,0.07448875159025192
2000-02-03,0.07568240910768509
2000-02-04,0.07747292518615723
2000-02-07,0.07269828021526337
2000-02-08,0.07616004347801208
2000-02-09,0.07806972414255142
2000-02-10,0.09406580030918121
2000-02-11,0.09549868851900101
2000-02-14,0.11077786237001419
2000-02-15,0.10648088902235031
2000-02-16,0.11137466132640839
2000-02-17,0.11531411856412888
2000-02-18,0.12868453562259674
2000-02-22,0.12510263919830322
2000-02-23,0.12581956386566162
2000-02-24,0.12462587654590607
2000-02-25,0.11686625331640244
2000-02-28,0.11603103578090668
2000-02-29,0.12223774939775467
2000-03-01,0.118656687438488
2000-03-02,0.1106586679816246
2000-03-03,0.11244916170835495
2000-03-06,0.11173316091299057
2000-03-07,0.15912452340126038
2000-03-08,0.16043739020824432
2000-03-09,0.19156400859355927
2000-03-10,0.22537599503993988
2000-03-13,0.2850632965564728
2000-03-14,0.21033520996570587
2000-03-15,0.2017403393983841
2000-03-16,0.17986492812633514
2000-03-17,0.19075822830200195
2000-03-20,0.1906389594078064
2000-03-21,0.1812080591917038
2000-03-22,0.1825217306613922
2000-03-23,0.1857442706823349
2000-03-24,0.17798557877540588
2000-03-27,0.1662863940000534
2000-03-28,0.15387220680713654
2000-03-29,0.14372530579566956
2000-03-30,0.142889142036438
2000-03-31,0.1613623946905136
2000-04-03,0.14873914420604706
2000-04-04,0.14324764907360077
2000-04-05,0.175120547413826
2000-04-06,0.18323777616024017
2000-04-07,0.19589118659496307
2000-04-10,0.17858238518238068
2000-04-11,0.16795767843723297
2000-04-12,0.15052959322929382
2000-04-13,0.14408279955387115
2000-04-14,0.1313999891281128
2000-04-17,0.13811449706554413
2000-04-18,0.16258631646633148
2000-04-19,0.15482650697231293
2000-04-20,0.15399141609668732
2000-04-24,0.14635099470615387
2000-04-25,0.1623469889163971
2000-04-26,0.16067568957805634
2000-04-27,0.1738068014383316
2000-04-28,0.17022587358951569
2000-05-01,0.17571742832660675
2000-05-02,0.16891299188137054
2000-05-03,0.1661672741174698
2000-05-04,0.16819705069065094
2000-05-05,0.17595574259757996
2000-05-08,0.16950984299182892
2000-05-09,0.1671225130558014
2000-05-10,0.15064887702465057
2000-05-11,0.15709471702575684
2000-05-12,0.15232008695602417
2000-05-15,0.1628246158361435
2000-05-16,0.17953671514987946
2000-05-17,0.21105121076107025
2000-05-18,0.19672641158103943
2000-05-19,0.19505515694618225
2000-05-22,0.20770952105522156
2000-05-23,0.20603826642036438
2000-05-24,0.20341165363788605
2000-05-25,0.20054668188095093
2000-05-26,0.20156154036521912
2000-05-30,0.20985758304595947
2000-05-31,0.2179747074842453
2000-06-01,0.22406312823295593
2000-06-02,0.25128066539764404
2000-06-05,0.2566814124584198
2000-06-06,0.24387942254543304
2000-06-07,0.23301644623279572
2000-06-08,0.23480696976184845
2000-06-09,0.24149121344089508
2000-06-12,0.23504528403282166
2000-06-13,0.24244649708271027
2000-06-14,0.2422080636024475
2000-06-15,0.2485348880290985
2000-06-16,0.28601762652397156
2000-06-19,0.3039233684539795
2000-06-20,0.299864798784256
2000-06-21,0.33030471205711365
2000-06-22,0.3122797906398773
2000-06-23,0.2827950417995453
2000-06-26,0.31693533062934875
2000-06-27,0.27217045426368713
2000-06-28,0.26166608929634094
2000-06-29,0.22394394874572754
2000-06-30,0.24280497431755066
2000-07-03,0.23349405825138092
2000-07-05,0.20842556655406952
2000-07-06,0.221079021692276
2000-07-07,0.22227269411087036
2000-07-10,0.23373250663280487
2000-07-11,0.25259339809417725
2000-07-12,0.25975531339645386
2000-07-13,0.2841079831123352
2000-07-14,0.28195902705192566
2000-07-17,0.27885565161705017
2000-07-18,0.2733641564846039
2000-07-19,0.2559361457824707
2000-07-20,0.2628595530986786
2000-07-21,0.2662021517753601
2000-07-24,0.24352094531059265
2000-07-25,0.23444850742816925
2000-07-26,0.21702034771442413
2000-07-27,0.2015019655227661
2000-07-28,0.20627658069133759
2000-07-31,0.22919614613056183
2000-08-01,0.22465990483760834
2000-08-02,0.22919614613056183
2000-08-03,0.23922397196292877
2000-08-04,0.24352094531059265
2000-08-07,0.26262038946151733
2000-08-08,0.2568904161453247
2000-08-09,0.2492508590221405
2000-08-10,0.25211581587791443
2000-08-11,0.24614761769771576
2000-08-14,0.2485348880290985
2000-08-15,0.2719917297363281
2000-08-16,0.27885565161705017
2000-08-17,0.2841079831123352
2000-08-18,0.29413485527038574
2000-08-21,0.29867106676101685
2000-08-22,0.27049916982650757
2000-08-23,0.28625690937042236
2000-08-24,0.2938964366912842
2000-08-25,0.28649529814720154
2000-08-28,0.2979550063610077
2000-08-29,0.29723912477493286
2000-08-30,0.299864798784256
2000-08-31,0.3032071888446808
2000-09-01,0.3036849796772003
2000-09-05,0.3041626513004303
2000-09-06,0.28315263986587524
2000-09-07,0.29843267798423767
2000-09-08,0.2807653546333313
2000-09-11,0.2693054974079132
2000-09-12,0.26763421297073364
2000-09-13,0.26751503348350525
2000-09-14,0.2650085389614105
2000-09-15,0.2707980275154114
2000-09-18,0.2549806535243988
2000-09-19,0.2628595530986786
2000-09-20,0.2542647123336792
2000-09-21,0.26518726348876953
2000-09-22,0.2697831690311432
2000-09-25,0.2891217768192291
2000-09-26,0.29604536294937134
2000-09-27,0.3122797906398773
2000-09-28,0.32183000445365906
2000-09-29,0.3127574622631073
2000-10-02,0.30535611510276794
2000-10-03,0.2888825833797455
2000-10-04,0.28554001450538635
2000-10-05,0.27885565161705017
2000-10-06,0.2614266872406006
2000-10-09,0.2671567499637604
2000-10-10,0.24686351418495178
2000-10-11,0.24901248514652252
2000-10-12,0.23922397196292877
2000-10-13,0.24877329170703888
2000-10-16,0.2430432140827179
2000-10-17,0.22537599503993988
2000-10-18,0.2217950075864792
2000-10-19,0.24328255653381348
2000-10-20,0.2659628987312317
2000-10-23,0.2599946856498718
2000-10-24,0.2516382038593292
2000-10-25,0.22967389225959778
2000-10-26,0.23946242034435272
2000-10-27,0.2339707762002945
2000-10-30,0.21749800443649292
2000-10-31,0.23737302422523499
2000-11-01,0.237313374876976
2000-11-02,0.25545844435691833
2000-11-03,0.27217045426368713
2000-11-06,0.293180376291275
2000-11-07,0.2733641564846039
2000-11-08,0.2652468681335449
2000-11-09,0.2375527173280716
2000-11-10,0.22465990483760834
2000-11-13,0.2256152480840683
2000-11-14,0.26691827178001404
2000-11-15,0.26339688897132874
2000-11-16,0.24686351418495178
2000-11-17,0.24208897352218628
2000-11-20,0.22346632182598114
2000-11-21,0.21916931867599487
2000-11-22,0.20770952105522156
2000-11-24,0.21964609622955322
2000-11-27,0.21224486827850342
2000-11-28,0.19642847776412964
2000-11-29,0.18431223928928375
2000-11-30,0.15470746159553528
2000-12-01,0.16998746991157532
2000-12-04,0.17261317372322083
2000-12-05,0.18383458256721497
2000-12-06,0.15757232904434204
2000-12-07,0.15470746159553528
2000-12-08,0.1900421380996704
2000-12-11,0.1900421380996704
2000-12-12,0.18478986620903015
2000-12-13,0.17046517133712769
2000-12-14,0.15876604616641998
2000-12-15,0.14300930500030518
2000-12-18,0.14772433042526245
2000-12-19,0.13656246662139893
2000-12-20,0.12176095694303513
2000-12-21,0.10648088902235031
2000-12-22,0.13393676280975342
2000-12-26,0.12844520807266235
2000-12-27,0.13704010844230652
2000-12-28,0.1377561390399933
2000-12-29,0.12516221404075623
2001-01-02,0.11435973644256592
2001-01-03,0.14945514500141144
2001-01-04,0.16664494574069977
2001-01-05,0.14169549942016602
2001-01-08,0.15518510341644287
2001-01-09,0.15828844904899597
2001-01-10,0.1692705750465393
2001-01-11,0.18335694074630737
2001-01-12,0.17953671514987946
2001-01-16,0.1654512882232666
2001-01-17,0.17141950130462646
2001-01-18,0.20430727303028107
2001-01-19,0.19887542724609375
2001-01-22,0.19099648296833038
2001-01-23,0.2100372016429901
2001-01-24,0.2091415822505951
2001-01-25,0.18813160061836243
2001-01-26,0.1941007673740387
2001-01-29,0.19505515694618225
2001-01-30,0.19935297966003418
2001-01-31,0.197204127907753
2001-02-01,0.1982189118862152
2001-02-02,0.17906001210212708
2001-02-05,0.17882074415683746
2001-02-06,0.17977595329284668
2001-02-07,0.17141950130462646
2001-02-08,0.17046517133712769
2001-02-09,0.1692705750465393
2001-02-12,0.16473524272441864
2001-02-13,0.1697482466697693
2001-02-14,0.18216334283351898
2001-02-15,0.21558743715286255
2001-02-16,0.22728653252124786
2001-02-20,0.20460529625415802
2001-02-21,0.21391621232032776
2001-02-22,0.22298869490623474
2001-02-23,0.20758940279483795
2001-02-26,0.20293398201465607
2001-02-27,0.19075822830200195
2001-02-28,0.1707034707069397
2001-03-01,0.18419219553470612
2001-03-02,0.16646607220172882
2001-03-05,0.16807691752910614
2001-03-06,0.18431223928928375
2001-03-07,0.19911469519138336
2001-03-08,0.2057989239692688
2001-03-09,0.19123581051826477
2001-03-12,0.18431223928928375
2001-03-13,0.20627658069133759
2001-03-14,0.2179747074842453
2001-03-15,0.2287185788154602
2001-03-16,0.22776418924331665
2001-03-19,0.2408943772315979
2001-03-20,0.21845243871212006
2001-03-21,0.23468782007694244
2001-03-22,0.2583233416080475
2001-03-23,0.2559361457824707
2001-03-26,0.2697831690311432
2001-03-27,0.2599946856498718
2001-03-28,0.2601734697818756
2001-03-29,0.26405325531959534
2001-03-30,0.24799762666225433
2001-04-02,0.2375527173280716
2001-04-03,0.24543072283267975
2001-04-04,0.22012369334697723
2001-04-05,0.24041761457920074
2001-04-06,0.23946242034435272
2001-04-09,0.22782103717327118
2001-04-10,0.24932695925235748
2001-04-11,0.2643777132034302
2001-04-12,0.26835018396377563
2001-04-16,0.26181814074516296
2001-04-17,0.2746531367301941
2001-04-18,0.2951287031173706
2001-04-19,0.3204922676086426
2001-04-20,0.33218127489089966
2001-04-23,0.3146478533744812
2001-04-24,0.292378306388855
2001-04-25,0.3058238625526428
2001-04-26,0.2817205488681793
2001-04-27,0.3017752468585968
2001-04-30,0.3182004392147064
2001-05-01,0.34791988134384155
2001-05-02,0.3399364948272705
2001-05-03,0.338446706533432
2001-05-04,0.34310677647590637
2001-05-07,0.3585013449192047
2001-05-08,0.3325636684894562
2001-05-09,0.316978394985199
2001-05-10,0.30632078647613525
2001-05-11,0.2984895408153534
2001-05-14,0.301049143075943
2001-05-15,0.3118599057197571
2001-05-16,0.32656601071357727
2001-05-17,0.3323345482349396
2001-05-18,0.32966017723083496
2001-05-21,0.3445579409599304
2001-05-22,0.35487183928489685
2001-05-23,0.35185468196868896
2001-05-24,0.35704919695854187
2001-05-25,0.35028791427612305
2001-05-29,0.33592554926872253
2001-05-30,0.32966017723083496
2001-05-31,0.32702451944351196
2001-06-01,0.3451310396194458
2001-06-04,0.3397834002971649
2001-06-05,0.35762205719947815
2001-06-06,0.3591504693031311
2001-06-07,0.37943434715270996
2001-06-08,0.3695788085460663
2001-06-11,0.35876816511154175
2001-06-12,0.3707248270511627
2001-06-13,0.3582722544670105
2001-06-14,0.3575075566768646
2001-06-15,0.3630852997303009
2001-06-18,0.3487219512462616
2001-06-19,0.32966017723083496
2001-06-20,0.34383270144462585
2001-06-21,0.3503263294696808
2001-06-22,0.34876057505607605
2001-06-25,0.34807291626930237
2001-06-26,0.35811910033226013
2001-06-27,0.34704163670539856
2001-06-28,0.35112860798835754
2001-06-29,0.3542989194393158
2001-07-02,0.33859890699386597
2001-07-03,0.34291598200798035
2001-07-05,0.31804829835891724
2001-07-06,0.3082689344882965
2001-07-09,0.29818424582481384
2001-07-10,0.3006293475627899
2001-07-11,0.3000563979148865
2001-07-12,0.31579381227493286
2001-07-13,0.3092617690563202
2001-07-16,0.28439390659332275
2001-07-17,0.3002855181694031
2001-07-18,0.289894700050354
2001-07-19,0.2945556044578552
2001-07-20,0.2860753536224365
2001-07-23,0.25899168848991394
2001-07-24,0.2765252888202667
2001-07-25,0.2738509178161621
2001-07-26,0.3017752468585968
2001-07-27,0.30941492319107056
2001-07-30,0.3020421266555786
2001-07-31,0.3090325593948364
2001-08-01,0.3279035985469818
2001-08-02,0.33569633960723877
2001-08-03,0.3330605924129486
2001-08-06,0.3431452512741089
2001-08-07,0.33806440234184265
2001-08-08,0.3294695317745209
2001-08-09,0.32370105385780334
2001-08-10,0.3233197331428528
2001-08-13,0.3368798494338989
2001-08-14,0.3279412090778351
2001-08-15,0.32832351326942444
2001-08-16,0.3421514332294464
2001-08-17,0.3199963867664337
2001-08-20,0.31778043508529663
2001-08-21,0.311095267534256
2001-08-22,0.3238927125930786
2001-08-23,0.316710501909256
2001-08-24,0.3257638216018677
2001-08-27,0.3370330035686493
2001-08-28,0.33263978362083435
2001-08-29,0.32194456458091736
2001-08-30,0.32091328501701355
2001-08-31,0.32358646392822266
2001-09-04,0.30108770728111267
2001-09-05,0.30750519037246704
2001-09-06,0.2949371337890625
2001-09-07,0.29803112149238586
2001-09-10,0.289398729801178
2001-09-17,0.2596793472766876
2001-09-18,0.2440178394317627
2001-09-19,0.2410382628440857
2001-09-20,0.22063985466957092
2001-09-21,0.20604734122753143
2001-09-24,0.22919614613056183
2001-09-25,0.22025758028030396
2001-09-26,0.21231180429458618
2001-09-27,0.20054668188095093
2001-09-28,0.20986761152744293
2001-10-01,0.19206634163856506
2001-10-02,0.1824401617050171
2001-10-03,0.21834787726402283
2001-10-04,0.24669112265110016
2001-10-05,0.2513521909713745
2001-10-08,0.25700509548187256
2001-10-09,0.24585148692131042
2001-10-10,0.26166608929634094
2001-10-11,0.2900092601776123
2001-10-12,0.3088803291320801
2001-10-15,0.30750519037246704
2001-10-16,0.338446706533432
2001-10-17,0.3185827434062958
