Date,F
2022-08-23,11.663749694824219
2022-08-24,11.816019058227539
2022-08-25,12.128170013427734
2022-08-26,11.732272148132324
2022-08-29,11.854085922241211
2022-08-30,11.762725830078125
2022-08-31,11.602843284606934
2022-09-01,11.564776420593262
2022-09-02,11.541935920715332
2022-09-06,11.442959785461426
2022-09-07,11.747498512268066
2022-09-08,11.77795124053955
2022-09-09,11.739884376525879
2022-09-12,11.831244468688965
2022-09-13,11.22217082977295
2022-09-14,11.16126537322998
2022-09-15,11.336374282836914
2022-09-16,11.206945419311523
2022-09-19,11.366827964782715
2022-09-20,9.965958595275879
2022-09-21,9.935504913330078
2022-09-22,9.722331047058105
2022-09-23,9.372111320495605
2022-09-26,9.128483772277832
2022-09-27,9.067575454711914
2022-09-28,9.273139953613281
2022-09-29,8.732583999633789
2022-09-30,8.527024269104004
2022-10-03,8.732583999633789
2022-10-04,9.410179138183594
2022-10-05,9.524380683898926
2022-10-06,9.410179138183594
2022-10-07,9.28836441040039
2022-10-10,8.64883804321289
2022-10-11,8.801105499267578
2022-10-12,8.78587818145752
2022-10-13,8.960987091064453
2022-10-14,8.884855270385742
2022-10-17,9.006668090820312
2022-10-18,9.158937454223633
2022-10-19,9.235069274902344
2022-10-20,8.960987091064453
2022-10-21,9.28075122833252
2022-10-24,9.501540184020996
2022-10-25,9.768009185791016
2022-10-26,9.760398864746094
2022-10-27,9.897439956665039
2022-10-28,10.095386505126953
2022-10-31,10.179136276245117
2022-11-01,10.201974868774414
2022-11-02,9.943119049072266
2022-11-03,10.095386505126953
2022-11-04,10.285722732543945
2022-11-07,10.430377960205078
2022-11-08,10.445603370666504
2022-11-09,10.133454322814941
2022-11-10,10.795820236206055
2022-11-11,11.039451599121094
2022-11-14,10.816354751586914
2022-11-15,11.000985145568848
2022-11-16,10.693265914916992
2022-11-17,10.700960159301758
2022-11-18,10.762503623962402
2022-11-21,10.731729507446289
2022-11-22,10.824047088623047
2022-11-23,10.79327392578125
2022-11-25,10.831738471984863
2022-11-28,10.562484741210938
2022-11-29,10.57787036895752
2022-11-30,10.693265914916992
2022-12-01,10.831738471984863
2022-12-02,10.662493705749512
2022-12-05,10.293230056762695
2022-12-06,10.216300964355469
2022-12-07,10.077826499938965
2022-12-08,10.09321117401123
2022-12-09,10.139369010925293
2022-12-12,10.35477352142334
2022-12-13,10.439396858215332
2022-12-14,10.370158195495605
2022-12-15,10.02397346496582
2022-12-16,9.323911666870117
2022-12-19,8.99311351776123
2022-12-20,8.82386589050293
2022-12-21,9.062349319458008
2022-12-22,8.70077896118164
2022-12-23,8.739242553710938
2022-12-27,8.616156578063965
2022-12-28,8.42383098602295
2022-12-29,8.877717971801758
2022-12-30,8.946955680847168
2023-01-03,8.985421180725098
2023-01-04,9.239289283752441
2023-01-05,9.423921585083008
2023-01-06,9.677790641784668
2023-01-09,9.762412071228027
2023-01-10,9.877808570861816
2023-01-11,10.170141220092773
2023-01-12,10.331693649291992
2023-01-13,9.785490036010742
2023-01-17,9.747027397155762
2023-01-18,9.547009468078613
2023-01-19,9.370071411132812
2023-01-20,9.53931713104248
2023-01-23,9.84703540802002
2023-01-24,9.800877571105957
2023-01-25,9.839343070983887
2023-01-26,9.939351081848145
2023-01-27,10.208606719970703
2023-01-30,9.916272163391113
2023-01-31,10.393239974975586
2023-02-01,10.608642578125
2023-02-02,11.016368865966797
2023-02-03,10.17783260345459
2023-02-06,10.108598709106445
2023-02-07,10.347082138061523
2023-02-08,10.32400131225586
2023-02-09,10.377853393554688
2023-02-10,10.410565376281738
2023-02-13,10.704971313476562
2023-02-14,10.606834411621094
2023-02-15,10.574122428894043
2023-02-16,10.557766914367676
2023-02-17,10.541413307189941
2023-02-21,9.977130889892578
2023-02-22,9.985308647155762
2023-02-23,9.870820045471191
2023-02-24,9.715435981750488
2023-02-27,9.862639427185059
2023-02-28,9.870820045471191
2023-03-01,10.075265884399414
2023-03-02,10.263360977172852
2023-03-03,10.696792602539062
2023-03-06,10.615013122558594
2023-03-07,10.49234390258789
2023-03-08,10.615013122558594
2023-03-09,10.181581497192383
2023-03-10,9.895352363586426
2023-03-13,9.838105201721191
2023-03-14,9.756325721740723
2023-03-15,9.576410293579102
2023-03-16,9.666366577148438
2023-03-17,9.241111755371094
2023-03-20,9.142979621887207
2023-03-21,9.584589004516602
2023-03-22,9.38831615447998
2023-03-23,9.339247703552246
2023-03-24,9.412851333618164
2023-03-27,9.421030044555664
2023-03-28,9.486454963684082
2023-03-29,9.854461669921875
2023-03-30,10.05073356628418
2023-03-31,10.304250717163086
2023-04-03,10.36967658996582
2023-04-04,10.402385711669922
2023-04-05,10.1652250289917
2023-04-06,10.083446502685547
2023-04-10,10.402385711669922
2023-04-11,10.525055885314941
2023-04-12,10.361496925354004
2023-04-13,10.189759254455566
2023-04-14,10.238825798034668
2023-04-17,10.36967658996582
2023-04-18,10.410565376281738
2023-04-19,9.993486404418945
2023-04-20,9.707260131835938
2023-04-21,9.65818977355957
2023-04-24,9.944418907165527
2023-04-25,9.745697021484375
2023-04-26,9.555253982543945
2023-04-27,9.613216400146484
2023-04-28,9.836777687072754
2023-05-01,9.985819816589355
2023-05-02,9.770537376403809
2023-05-03,9.762255668640137
2023-05-04,9.571813583374023
2023-05-05,9.92785930633545
2023-05-08,9.952699661254883
2023-05-09,9.820216178894043
2023-05-10,9.845059394836426
2023-05-11,9.828499794006348
2023-05-12,9.662896156311035
2023-05-15,9.638055801391602
2023-05-16,9.315130233764648
2023-05-17,9.522132873535156
2023-05-18,9.638055801391602
2023-05-19,9.64633560180664
2023-05-22,9.629776000976562
2023-05-23,9.712575912475586
2023-05-24,9.381370544433594
2023-05-25,9.422774314880371
2023-05-26,10.010660171508789
2023-05-30,10.424666404724121
2023-05-31,9.936138153076172
2023-06-01,10.02721881866455
2023-06-02,10.259063720703125
2023-06-05,10.424666404724121
2023-06-06,10.706189155578613
2023-06-07,11.252677917480469
2023-06-08,11.24439811706543
2023-06-09,11.376879692077637
2023-06-12,11.409998893737793
2023-06-13,11.69980525970459
2023-06-14,11.757765769958496
2023-06-15,11.964768409729004
2023-06-16,11.93992805480957
2023-06-20,11.774325370788574
2023-06-21,11.608724594116211
2023-06-22,11.749482154846191
2023-06-23,11.608724594116211
2023-06-26,11.683245658874512
2023-06-27,11.931645393371582
2023-06-28,12.246291160583496
2023-06-29,12.378771781921387
2023-06-30,12.527815818786621
2023-07-03,12.618896484375
2023-07-05,12.709979057312012
2023-07-06,12.403614044189453
2023-07-07,12.403614044189453
2023-07-10,12.478135108947754
2023-07-11,12.610618591308594
2023-07-12,12.602336883544922
2023-07-13,12.577495574951172
2023-07-14,12.403614044189453
2023-07-17,11.666682243347168
2023-07-18,11.732925415039062
2023-07-19,11.674962043762207
2023-07-20,11.6170015335083
2023-07-21,11.534201622009277
2023-07-24,11.684866905212402
2023-07-25,11.36679744720459
2023-07-26,11.442130088806152
2023-07-27,11.492349624633789
2023-07-28,11.09894847869873
2023-07-31,11.057098388671875
2023-08-01,11.23287296295166
2023-08-02,10.914802551269531
2023-08-03,10.965023040771484
2023-08-04,10.789250373840332
2023-08-07,10.831101417541504
2023-08-08,10.780878067016602
2023-08-09,10.655326843261719
2023-08-10,10.178220748901367
2023-08-11,10.161481857299805
2023-08-14,10.211702346801758
2023-08-15,10.027557373046875
2023-08-16,9.885262489318848
2023-08-17,9.90200424194336
2023-08-18,10.01081657409668
2023-08-21,10.01918888092041
2023-08-22,9.93548583984375
2023-08-23,10.01081657409668
2023-08-24,9.835041046142578
2023-08-25,9.968964576721191
2023-08-28,9.96059513092041
2023-08-29,10.086149215698242
2023-08-30,10.069409370422363
2023-08-31,10.153109550476074
2023-09-01,10.161481857299805
2023-09-05,10.11962890625
2023-09-06,10.102890014648438
2023-09-07,10.01081657409668
2023-09-08,10.295406341552734
2023-09-11,10.228442192077637
2023-09-12,10.42095947265625
2023-09-13,10.57999324798584
2023-09-14,10.563252449035645
2023-09-15,10.554882049560547
2023-09-18,10.328885078430176
2023-09-19,10.513031959533691
2023-09-20,10.345626831054688
2023-09-21,10.211702346801758
2023-09-22,10.404218673706055
2023-09-25,10.52977180480957
2023-09-26,10.404218673706055
2023-09-27,10.370736122131348
2023-09-28,10.513031959533691
2023-09-29,10.39584732055664
2023-10-02,10.3037748336792
2023-10-03,10.102890014648438
2023-10-04,10.035926818847656
2023-10-05,9.96059513092041
2023-10-06,10.044296264648438
2023-10-09,10.102890014648438
2023-10-10,10.211702346801758
2023-10-11,10.25355339050293
2023-10-12,10.044296264648438
2023-10-13,9.885262489318848
2023-10-16,9.985705375671387
2023-10-17,10.077778816223145
2023-10-18,9.835041046142578
2023-10-19,9.650896072387695
2023-10-20,9.742968559265137
2023-10-23,9.609044075012207
2023-10-24,9.533711433410645
2023-10-25,9.659266471862793
2023-10-26,9.500231742858887
2023-10-27,8.336767196655273
2023-10-30,8.177730560302734
2023-10-31,8.28824234008789
2023-11-01,8.424254417419434
2023-11-02,8.619773864746094
2023-11-03,8.97680377960205
2023-11-06,8.76428508758545
2023-11-07,8.645273208618164
2023-11-08,8.543266296386719
2023-11-09,8.24573802947998
2023-11-10,8.381749153137207
2023-11-13,8.347747802734375
2023-11-14,8.840791702270508
2023-11-15,8.900297164916992
2023-11-16,8.636773109436035
2023-11-17,8.7302827835083
2023-11-20,8.789787292480469
2023-11-21,8.662276268005371
2023-11-22,8.721781730651855
2023-11-24,8.840791702270508
2023-11-27,8.789787292480469
