Date,CHD
2000-07-14,2.2194058895111084
2000-07-17,2.227006673812866
2000-07-18,2.227006673812866
2000-07-19,2.2498092651367188
2000-07-20,2.242208480834961
2000-07-21,2.196604013442993
2000-07-24,2.150999069213867
2000-07-25,2.265010118484497
2000-07-26,2.303013563156128
2000-07-27,2.2118048667907715
2000-07-28,2.2118048667907715
2000-07-31,2.1586008071899414
2000-08-01,2.196604013442993
2000-08-02,2.1433990001678467
2000-08-03,2.2878127098083496
2000-08-04,2.325815200805664
2000-08-07,2.1738014221191406
2000-08-08,2.1357975006103516
2000-08-09,2.1443445682525635
2000-08-10,2.2359182834625244
2000-08-11,2.296968698501587
2000-08-14,2.304598808288574
2000-08-15,2.2740743160247803
2000-08-16,2.2053945064544678
2000-08-17,2.2053945064544678
2000-08-18,2.190131664276123
2000-08-21,2.190131664276123
2000-08-22,2.1825006008148193
2000-08-23,2.190131664276123
2000-08-24,2.1977639198303223
2000-08-25,2.190131664276123
2000-08-28,2.167238712310791
2000-08-29,2.190131664276123
2000-08-30,2.1977639198303223
2000-08-31,2.190131664276123
2000-09-01,2.2206573486328125
2000-09-05,2.190131664276123
2000-09-06,2.2664432525634766
2000-09-07,2.251181125640869
2000-09-08,2.2053945064544678
2000-09-11,2.190131664276123
2000-09-12,2.1290833950042725
2000-09-13,2.0985586643218994
2000-09-14,1.961198091506958
2000-09-15,1.9306738376617432
2000-09-18,1.953567624092102
2000-09-19,2.0069851875305176
2000-09-20,2.0375092029571533
2000-09-21,2.083296537399292
2000-09-22,2.1138205528259277
2000-09-25,2.0604028701782227
2000-09-26,2.090925931930542
2000-09-27,2.1443445682525635
2000-09-28,2.1596078872680664
2000-09-29,2.2435498237609863
2000-10-02,2.1061885356903076
2000-10-03,2.1061885356903076
2000-10-04,2.090925931930542
2000-10-05,2.1825006008148193
2000-10-06,2.2053945064544678
2000-10-09,2.1443445682525635
2000-10-10,2.1290833950042725
2000-10-11,2.2282874584198
2000-10-12,2.1977639198303223
2000-10-13,2.251181125640869
2000-10-16,2.2740743160247803
2000-10-17,2.2588119506835938
2000-10-18,2.2206573486328125
2000-10-19,2.2588119506835938
2000-10-20,2.1977639198303223
2000-10-23,2.190131664276123
2000-10-24,2.2282874584198
2000-10-25,2.2053945064544678
2000-10-26,2.2282874584198
2000-10-27,2.358015298843384
2000-10-30,2.426697254180908
2000-10-31,2.4114348888397217
2000-11-01,2.426697254180908
2000-11-02,2.441958427429199
2000-11-03,2.4572203159332275
2000-11-06,2.4572203159332275
2000-11-07,2.472482919692993
2000-11-08,2.488718271255493
2000-11-09,2.519347667694092
2000-11-10,2.603581666946411
2000-11-13,2.565293788909912
2000-11-14,2.6112406253814697
2000-11-15,2.6954736709594727
2000-11-16,2.649526834487915
2000-11-17,2.6801576614379883
2000-11-20,2.657184362411499
2000-11-21,2.687814950942993
2000-11-22,2.649526834487915
2000-11-24,2.618896961212158
2000-11-27,2.6112406253814697
2000-11-28,2.549978017807007
2000-11-29,2.580608367919922
2000-11-30,2.5959243774414062
2000-12-01,2.657184362411499
2000-12-04,2.657184362411499
2000-12-05,2.6112406253814697
2000-12-06,2.6342129707336426
2000-12-07,2.687814950942993
2000-12-08,2.8639400005340576
2000-12-11,2.8562819957733154
2000-12-12,2.77970552444458
2000-12-13,2.718446969985962
2000-12-14,2.687814950942993
2000-12-15,2.5882654190063477
2000-12-18,2.6112406253814697
2000-12-19,2.618896961212158
2000-12-20,2.6418702602386475
2000-12-21,2.664842367172241
2000-12-22,2.7414186000823975
2000-12-26,2.710787773132324
2000-12-27,2.8639400005340576
2000-12-28,2.84096622467041
2000-12-29,2.7261035442352295
2001-01-02,2.649526834487915
2001-01-03,2.565293788909912
2001-01-04,2.427456855773926
2001-01-05,2.4351141452789307
2001-01-08,2.718446969985962
2001-01-09,2.6954736709594727
2001-01-10,2.772047519683838
2001-01-11,2.7567319869995117
2001-01-12,2.802678108215332
2001-01-16,2.77970552444458
2001-01-17,2.817993640899658
2001-01-18,2.8715980052948
2001-01-19,2.8869121074676514
2001-01-22,2.9558298587799072
2001-01-23,3.017091751098633
2001-01-24,2.986461877822876
2001-01-25,3.0017755031585693
2001-01-26,2.894570827484131
2001-01-29,2.903759241104126
2001-01-30,3.0042269229888916
2001-01-31,3.061811685562134
2001-02-01,3.0544614791870117
2001-02-02,2.5754010677337646
2001-02-05,2.6783194541931152
2001-02-06,2.618091583251953
2001-02-07,2.6672580242156982
2001-02-08,2.6561949253082275
2001-02-09,2.673403263092041
2001-02-12,2.6365280151367188
2001-02-13,2.603342294692993
2001-02-14,2.5640087127685547
2001-02-15,2.5381972789764404
2001-02-16,2.631612539291382
2001-02-20,2.6266958713531494
2001-02-21,2.584904670715332
2001-02-22,2.5812175273895264
2001-02-23,2.5566349029541016
2001-02-26,2.5775299072265625
2001-02-27,2.6144044399261475
2001-02-28,2.6869235038757324
2001-03-01,2.618091583251953
2001-03-02,2.6414449214935303
2001-03-05,2.6561949253082275
2001-03-06,2.675860643386841
2001-03-07,2.7668187618255615
2001-03-08,2.759443759918213
2001-03-09,2.7385482788085938
2001-03-12,2.70535945892334
2001-03-13,2.6598830223083496
2001-03-14,2.6672580242156982
2001-03-15,2.5947370529174805
2001-03-16,2.6193206310272217
2001-03-19,2.675860643386841
2001-03-20,2.6906118392944336
2001-03-21,2.6340718269348145
2001-03-22,2.6303834915161133
2001-03-23,2.579987049102783
2001-03-26,2.529592275619507
2001-03-27,2.6414449214935303
2001-03-28,2.5529463291168213
2001-03-29,2.492717981338501
2001-03-30,2.6709461212158203
2001-04-02,2.824589252471924
2001-04-03,2.870068311691284
2001-04-04,3.0347728729248047
2001-04-05,3.017565965652466
2001-04-06,2.903254747390747
2001-04-09,3.0114200115203857
2001-04-10,3.010190486907959
2001-04-11,2.9917540550231934
2001-04-12,3.0114200115203857
2001-04-16,2.9880659580230713
2001-04-17,2.9745452404022217
2001-04-18,2.925377607345581
2001-04-19,2.9462757110595703
2001-04-20,2.948732852935791
2001-04-23,2.9585671424865723
2001-04-24,2.902026891708374
2001-04-25,2.999127149581909
2001-04-26,2.9806909561157227
2001-04-27,3.054441213607788
2001-04-30,2.948732852935791
2001-05-01,2.9376699924468994
2001-05-02,2.943816900253296
2001-05-03,2.967169761657715
2001-05-04,2.9622530937194824
2001-05-07,2.940128803253174
2001-05-08,3.065502643585205
2001-05-09,3.055642604827881
2001-05-10,3.0581066608428955
2001-05-11,3.047013998031616
2001-05-14,3.0655033588409424
2001-05-15,3.079061269760132
2001-05-16,3.1899960041046143
2001-05-17,3.18013596534729
2001-05-18,3.159182071685791
2001-05-21,3.2725822925567627
2001-05-22,3.2282068729400635
2001-05-23,3.217111349105835
2001-05-24,3.201089382171631
2001-05-25,3.170274496078491
2001-05-29,3.1456220149993896
2001-05-30,3.1480886936187744
2001-05-31,3.136993169784546
2001-06-01,3.136993169784546
2001-06-04,3.2232754230499268
2001-06-05,3.3095591068267822
2001-06-06,3.22697377204895
2001-06-07,3.2417664527893066
2001-06-08,3.2134158611297607
2001-06-11,3.18013596534729
2001-06-12,3.1678097248077393
2001-06-13,3.1308302879333496
2001-06-14,3.112342357635498
2001-06-15,3.1037139892578125
2001-06-18,3.0519442558288574
2001-06-19,3.080294609069824
2001-06-20,3.112342357635498
2001-06-21,3.0519442558288574
2001-06-22,3.0531771183013916
2001-06-25,2.961963415145874
2001-06-26,2.9693593978881836
2001-06-27,3.032221794128418
2001-06-28,3.0507116317749023
2001-06-29,3.136993169784546
2001-07-02,3.034686803817749
2001-07-03,3.007568597793579
2001-07-05,3.056875705718994
2001-07-06,3.056875705718994
2001-07-09,2.9878487586975098
2001-07-10,3.0223615169525146
2001-07-11,2.9890809059143066
2001-07-12,3.007568597793579
2001-07-13,2.9804515838623047
2001-07-16,3.0248265266418457
2001-07-17,3.019895315170288
2001-07-18,3.00140643119812
2001-07-19,3.0396177768707275
2001-07-20,3.047013998031616
2001-07-23,2.9841513633728027
2001-07-24,2.927449941635132
2001-07-25,2.9890809059143066
2001-07-26,2.9989418983459473
2001-07-27,2.945939064025879
2001-07-30,2.9890809059143066
2001-07-31,3.1271326541900635
2001-08-01,3.1899960041046143
2001-08-02,3.204787015914917
2001-08-03,3.1678097248077393
2001-08-06,3.1456220149993896
2001-08-07,3.1308302879333496
2001-08-08,3.1054866313934326
2001-08-09,3.1586475372314453
2001-08-10,3.2439494132995605
2001-08-13,3.2390029430389404
2001-08-14,3.300816297531128
2001-08-15,3.295870780944824
2001-08-16,3.336669683456421
2001-08-17,3.3082339763641357
2001-08-20,3.405900001525879
2001-08-21,3.3453221321105957
2001-08-22,3.336669683456421
2001-08-23,3.2971079349517822
2001-08-24,3.3255412578582764
2001-08-27,3.2587835788726807
2001-08-28,3.2043895721435547
2001-08-29,3.3131792545318604
2001-08-30,3.3193604946136475
2001-08-31,3.367575168609619
2001-09-04,3.3403778076171875
2001-09-05,3.3020546436309814
2001-09-06,3.306997060775757
2001-09-07,3.300816297531128
2001-09-10,3.334195852279663
2001-09-17,3.276092290878296
2001-09-18,3.3193604946136475
2001-09-19,3.5159268379211426
2001-09-20,3.442985773086548
2001-09-21,3.245185613632202
2001-09-24,3.292163133621216
2001-09-25,3.3416149616241455
2001-09-26,3.276092290878296
2001-09-27,3.2637293338775635
2001-09-28,3.195734977722168
2001-10-01,3.177189588546753
2001-10-02,3.276092290878296
2001-10-03,3.3156521320343018
2001-10-04,3.299579381942749
2001-10-05,3.2662014961242676
2001-10-08,3.172245740890503
2001-10-09,3.1116697788238525
2001-10-10,3.137629985809326
2001-10-11,3.1462841033935547
2001-10-12,3.131448745727539
2001-10-15,3.0980703830718994
2001-10-16,3.1227951049804688
2001-10-17,3.0943620204925537
2001-10-18,3.1091973781585693
2001-10-19,3.151228189468384
2001-10-22,3.133922815322876
2001-10-23,3.12526798248291
2001-10-24,3.0906522274017334
2001-10-25,3.08941650390625
2001-10-26,3.278564691543579
2001-10-29,3.253838300704956
2001-10-30,3.214278221130371
2001-10-31,3.214278221130371
2001-11-01,3.3094708919525146
2001-11-02,3.251365900039673
2001-11-05,3.3255412578582764
2001-11-06,3.3379037380218506
2001-11-07,3.3025729656219482
2001-11-08,3.1984379291534424
2001-11-09,3.224471092224121
2001-11-12,3.246786117553711
2001-11-13,3.182321548461914
2001-11-14,3.1984379291534424
2001-11-15,3.204636812210083
2001-11-16,3.1550488471984863
2001-11-19,3.157528877258301
2001-11-20,3.162485361099243
2001-11-21,3.2381069660186768
2001-11-23,3.2852180004119873
2001-11-26,3.2703397274017334
2001-11-27,3.2393484115600586
2001-11-28,3.2356274127960205
2001-11-29,3.283977508544922
2001-11-30,3.260422468185425
2001-12-03,3.2728207111358643
2001-12-04,3.2914154529571533
2001-12-05,3.3224081993103027
2001-12-06,3.2666237354278564
2001-12-07,3.2455458641052246
2001-12-10,3.248025417327881
2001-12-11,3.204636812210083
2001-12-12,3.2232308387756348
2001-12-13,3.1637260913848877
2001-12-14,3.2232308387756348
2001-12-17,3.260422468185425
2001-12-18,3.296375036239624
2001-12-19,3.2505054473876953
2001-12-20,3.167445421218872
2001-12-21,3.2133145332336426
2001-12-24,3.2356274127960205
2001-12-26,3.286456346511841
2001-12-27,3.3025729656219482
2001-12-28,3.3335659503936768
2001-12-31,3.301332950592041
2002-01-02,3.286456346511841
2002-01-03,3.2790191173553467
2002-01-04,3.257943630218506
2002-01-07,3.210834503173828
2002-01-08,3.2170324325561523
2002-01-09,3.2232308387756348
2002-01-10,3.28273606300354
2002-01-11,3.286456346511841
2002-01-14,3.2852180004119873
2002-01-15,3.391831636428833
2002-01-16,3.3806755542755127
2002-01-17,3.4587764739990234
2002-01-18,3.41910719871521
2002-01-22,3.514561891555786
2002-01-23,3.6360530853271484
2002-01-24,3.6757266521453857
2002-01-25,3.6633260250091553
2002-01-28,3.672006130218506
2002-01-29,3.6286163330078125
2002-01-30,3.6286163330078125
2002-01-31,3.648451566696167
2002-02-01,3.64349102973938
2002-02-04,3.645972728729248
2002-02-05,3.6397716999053955
2002-02-06,3.5720367431640625
2002-02-07,3.4987058639526367
2002-02-08,3.54842209815979
2002-02-11,3.7162094116210938
2002-02-12,3.717451333999634
2002-02-13,3.8094265460968018
2002-02-14,3.8529274463653564
2002-02-15,3.8380115032196045
2002-02-19,3.7721383571624756
2002-02-20,3.9188008308410645
2002-02-21,3.8554112911224365
2002-02-22,3.883998155593872
2002-02-25,3.8653547763824463
2002-02-26,3.8554112911224365
2002-02-27,3.8653547763824463
2002-02-28,3.840496301651001
2002-03-01,3.8827555179595947
2002-03-04,3.8479549884796143
2002-03-05,3.825582504272461
2002-03-06,3.8628692626953125
2002-03-07,3.803208589553833
2002-03-08,3.818127155303955
2002-03-11,3.666494369506836
2002-03-12,3.6739537715911865
2002-03-13,3.535994052886963
2002-03-14,3.6217501163482666
2002-03-15,3.729882001876831
2002-03-18,3.7286393642425537
2002-03-19,3.7659246921539307
2002-03-20,3.635422945022583
2002-03-21,3.6341798305511475
2002-03-22,3.6130499839782715
2002-03-25,3.47757625579834
2002-03-26,3.559605836868286
2002-03-27,3.6553096771240234
2002-03-28,3.661522626876831
2002-04-01,3.690110206604004
2002-04-02,3.6416373252868652
2002-04-03,3.6379075050354004
2002-04-04,3.6329386234283447
2002-04-05,3.6913530826568604
2002-04-08,3.798236846923828
2002-04-09,3.7820823192596436
2002-04-10,3.790783405303955
2002-04-11,3.790783405303955
2002-04-12,3.900157928466797
2002-04-15,3.8578977584838867
2002-04-16,3.8442249298095703
2002-04-17,3.815638780593872
2002-04-18,3.7075092792510986
2002-04-19,3.733609199523926
2002-04-22,3.6590378284454346
2002-04-23,3.7211804389953613
2002-04-24,3.586951971054077
2002-04-25,3.6640095710754395
2002-04-26,3.608079433441162
2002-04-29,3.5720367431640625
2002-04-30,3.554633617401123
2002-05-01,3.6553096771240234
2002-05-02,3.668980360031128
2002-05-03,3.671466827392578
2002-05-06,3.926255226135254
2002-05-07,4.291663646697998
2002-05-08,4.278584957122803
2002-05-09,4.304741382598877
2002-05-10,4.106693267822266
2002-05-13,4.2636399269104
2002-05-14,4.3284077644348145
2002-05-15,4.268619060516357
2002-05-16,4.261144161224365
2002-05-17,4.308480739593506
2002-05-20,4.291043281555176
2002-05-21,4.337127208709717
2002-05-22,4.276093482971191
2002-05-23,4.334636211395264
2002-05-24,4.27983283996582
2002-05-28,4.228761672973633
2002-05-29,4.236235618591309
2002-05-30,4.284812927246094
2002-05-31,4.330899238586426
2002-06-03,4.333388328552246
2002-06-04,4.241216659545898
2002-06-05,4.2187957763671875
2002-06-06,4.0917463302612305
2002-06-07,4.178938388824463
2002-06-10,4.1390790939331055
2002-06-11,4.122885227203369
2002-06-12,4.145306587219238
2002-06-13,4.1253767013549805
2002-06-14,4.0979743003845215
2002-06-17,4.248691082000732
2002-06-18,4.2250213623046875
2002-06-19,4.247443675994873
2002-06-20,4.305988788604736
2002-06-21,4.236235618591309
2002-06-24,4.069327354431152
2002-06-25,3.994590997695923
2002-06-26,4.029468059539795
2002-06-27,3.9609603881835938
2002-06-28,3.9024176597595215
2002-07-01,3.959714889526367
2002-07-02,3.883732795715332
2002-07-03,3.887471914291382
2002-07-05,4.009537220001221
2002-07-08,3.9871151447296143
2002-07-09,3.8750150203704834
2002-07-10,3.866295576095581
2002-07-11,3.912381649017334
2002-07-12,3.736754894256592
2002-07-15,3.711843967437744
2002-07-16,3.640845537185669
2002-07-17,3.5910215377807617
2002-07-18,3.5735836029052734
2002-07-19,3.314502477645874
2002-07-22,3.345641613006592
2002-07-23,3.402937650680542
2002-07-24,3.400446891784668
2002-07-25,3.503830671310425
2002-07-26,3.422866106033325
2002-07-29,3.623405694961548
2002-07-30,3.5436904430389404
2002-07-31,3.4913744926452637
2002-08-01,3.618424654006958
2002-08-02,3.583548069000244
2002-08-05,3.594759702682495
2002-08-06,3.7641584873199463
2002-08-07,3.8347105979919434
2002-08-08,3.823472261428833
2002-08-09,3.8334593772888184
2002-08-12,3.810983657836914
2002-08-13,3.7035961151123047
2002-08-14,3.840952157974243
2002-08-15,3.8434500694274902
2002-08-16,3.8347105979919434
2002-08-19,3.9121289253234863
2002-08-20,3.8759162425994873
2002-08-21,3.9858014583587646
2002-08-22,4.00827693939209
2002-08-23,3.995788335800171
2002-08-26,4.002028465270996
2002-08-27,3.9845519065856934
2002-08-28,3.902134418487549
2002-08-29,3.9371018409729004
2002-08-30,3.908381700515747
2002-09-03,3.8022425174713135
2002-09-04,3.8884034156799316
2002-09-05,3.855936050415039
2002-09-06,3.959577798843384
2002-09-09,4.046982765197754
2002-09-10,4.114414215087891
2002-09-11,4.121905326843262
2002-09-12,3.950835943222046
2002-09-13,4.034497261047363
2002-09-16,4.020761013031006
2002-09-17,3.9708144664764404
2002-09-18,3.959577798843384
2002-09-19,3.945840835571289
2002-09-20,3.9783077239990234
2002-09-23,3.9645707607269287
2002-09-24,3.9683163166046143
2002-09-25,4.020761013031006
2002-09-26,4.131896495819092
2002-09-27,4.093186378479004
2002-09-30,4.139387607574463
2002-10-01,4.195580959320068
2002-10-02,4.179346561431885
2002-10-03,4.158117771148682
2002-10-04,4.125653266906738
2002-10-07,4.128148555755615
2002-10-08,4.181842803955078
2002-10-09,4.156867504119873
2002-10-10,4.185588836669922
2002-10-11,4.2455267906188965
2002-10-14,4.357907772064209
2002-10-15,4.3504157066345215
2002-10-16,4.336679458618164
2002-10-17,4.415344715118408
2002-10-18,4.421590328216553
2002-10-21,4.481527805328369
2002-10-22,4.3316850662231445
2002-10-23,4.290480613708496
2002-10-24,4.260509490966797
2002-10-25,4.312954902648926
2002-10-28,4.186837673187256
2002-10-29,4.279240608215332
2002-10-30,4.359154224395752
2002-10-31,4.317948341369629
2002-11-01,4.334182262420654
2002-11-04,3.792252540588379
2002-11-05,3.8084864616394043
2002-11-06,3.8742029666900635
2002-11-07,3.940546751022339
2002-11-08,3.7089719772338867
2002-11-11,3.6701676845550537
2002-11-12,3.7690539360046387
2002-11-13,3.7803211212158203
2002-11-14,3.910505771636963
2002-11-15,3.940546751022339
2002-11-18,3.930532932281494
2002-11-19,3.943051815032959
2002-11-20,3.918015241622925
2002-11-21,3.92177152633667
2002-11-22,4.044444561004639
2002-11-25,3.934286594390869
2002-11-26,3.805356979370117
2002-11-27,3.7753138542175293
2002-11-29,3.7703073024749756
2002-12-02,3.7214889526367188
2002-12-03,3.716482639312744
2002-12-04,3.7527830600738525
2002-12-05,3.7289986610412598
2002-12-06,3.7052152156829834
2002-12-09,3.673922300338745
2002-12-10,3.7490272521972656
2002-12-11,3.737760305404663
2002-12-12,3.730250597000122
2002-12-13,3.7953436374664307
2002-12-16,3.7865829467773438
2002-12-17,3.730250597000122
2002-12-18,3.7828259468078613
2002-12-19,3.754035472869873
2002-12-20,3.7703073024749756
2002-12-23,3.7803211212158203
2002-12-24,3.751530170440674
2002-12-26,3.8178741931915283
2002-12-27,3.784076452255249
2002-12-30,3.824132204055786
2002-12-31,3.809112787246704
2003-01-02,3.824132204055786
2003-01-03,3.8266355991363525
2003-01-06,3.8867218494415283
2003-01-07,3.8404059410095215
2003-01-08,3.774062156677246
2003-01-09,3.7990989685058594
2003-01-10,3.865440607070923
2003-01-13,3.8742029666900635
2003-01-14,3.7990989685058594
2003-01-15,3.7678043842315674
2003-01-16,3.8867218494415283
2003-01-17,3.8379011154174805
2003-01-21,3.849168062210083
2003-01-22,3.7365095615386963
2003-01-23,3.730250597000122
2003-01-24,3.6576480865478516
2003-01-27,3.5487442016601562
2003-01-28,3.56752347946167
2003-01-29,3.5249626636505127
2003-01-30,3.5162007808685303
2003-01-31,3.6526412963867188
2003-02-03,3.5687737464904785
2003-02-04,3.592557907104492
2003-02-05,3.6182854175567627
2003-02-06,3.6207966804504395
2003-02-07,3.5831446647644043
2003-02-10,3.842937469482422
2003-02-11,3.8266208171844482
2003-02-12,3.8002679347991943
2003-02-13,3.7299840450286865
2003-02-14,3.7839508056640625
2003-02-18,3.8015213012695312
2003-02-19,3.8278775215148926
2003-02-20,3.7939910888671875
2003-02-21,3.8341517448425293
2003-02-24,3.7086479663848877
2003-02-25,3.7575933933258057
2003-02-26,3.733748197555542
2003-02-27,3.7651262283325195
2003-02-28,3.7400240898132324
2003-03-03,3.7174341678619385
2003-03-04,3.630836009979248
2003-03-05,3.6207966804504395
2003-03-06,3.5781242847442627
2003-03-07,3.6170308589935303
2003-03-10,3.5555315017700195
2003-03-11,3.574359178543091
2003-03-12,3.5542781352996826
2003-03-13,3.5944390296936035
2003-03-14,3.608246088027954
2003-03-17,3.6760165691375732
2003-03-18,3.6810357570648193
2003-03-19,3.7174341678619385
2003-03-20,3.703629493713379
2003-03-21,3.7864625453948975
2003-03-24,3.7174341678619385
2003-03-25,3.6948447227478027
2003-03-26,3.688568592071533
2003-03-27,3.7048838138580322
2003-03-28,3.7124128341674805
2003-03-31,3.8103065490722656
2003-04-01,3.8002679347991943
2003-04-02,3.889373540878296
2003-04-03,3.8165812492370605
2003-04-04,3.844191074371338
2003-04-07,3.8391716480255127
2003-04-08,3.8278775215148926
2003-04-09,3.8153274059295654
2003-04-10,3.7714009284973145
2003-04-11,3.7764220237731934
2003-04-14,3.8128163814544678
2003-04-15,3.7902259826660156
2003-04-16,3.782698154449463
2003-04-17,3.814070701599121
2003-04-21,3.825366258621216
2003-04-22,3.8868660926818848
2003-04-23,3.8843536376953125
2003-04-24,3.8843536376953125
2003-04-25,3.8881208896636963
2003-04-28,3.939575672149658
2003-04-29,3.953382968902588
2003-04-30,3.9496164321899414
2003-05-01,3.947105884552002
2003-05-02,3.953382968902588
2003-05-05,4.078885078430176
2003-05-06,3.993542432785034
2003-05-07,3.967752456665039
2003-05-08,3.970271110534668
2003-05-09,3.991657018661499
2003-05-12,3.9627227783203125
2003-05-13,3.9652390480041504
2003-05-14,3.956430435180664
2003-05-15,3.97530198097229
2003-05-16,3.9941725730895996
2003-05-19,3.9954311847686768
2003-05-20,3.967752456665039
2003-05-21,3.9627227783203125
2003-05-22,3.956430435180664
2003-05-23,3.96146559715271
2003-05-27,4.013045310974121
2003-05-28,4.011784076690674
2003-05-29,3.996687650680542
2003-05-30,3.9992024898529053
2003-06-02,4.021848678588867
2003-06-03,4.050782680511475
2003-06-04,4.0256218910217285
2003-06-05,4.041975498199463
2003-06-06,3.987881898880005
2003-06-09,4.034428119659424
2003-06-10,4.038204669952393
2003-06-11,4.040718078613281
2003-06-12,4.078459739685059
2003-06-13,4.083490371704102
2003-06-16,4.176581382751465
2003-06-17,4.143874168395996
2003-06-18,4.137584686279297
2003-06-19,4.0583319664001465
2003-06-20,4.092297077178955
2003-06-23,4.084749698638916
2003-06-24,4.132553577423096
2003-06-25,4.118713855743408
2003-06-26,4.116198539733887
2003-06-27,4.103618144989014
2003-06-30,4.117456912994385
2003-07-01,4.190423011779785
2003-07-02,4.21809720993042
2003-07-03,4.231935501098633
2003-07-07,4.264642715454102
2003-07-08,4.171552658081055
2003-07-09,4.209292411804199
2003-07-10,4.223130226135254
2003-07-11,4.21809720993042
2003-07-14,4.185389518737793
2003-07-15,4.268418312072754
2003-07-16,4.247033596038818
2003-07-17,4.203001976013184
2003-07-18,4.216838836669922
2003-07-21,4.132553577423096
2003-07-22,4.125006198883057
2003-07-23,4.06839656829834
2003-07-24,4.116198539733887
2003-07-25,4.128777503967285
2003-07-28,4.09858512878418
2003-07-29,4.070909023284912
2003-07-30,4.1338114738464355
2003-07-31,4.075943946838379
2003-08-01,4.077200889587402
2003-08-04,4.345156669616699
2003-08-05,4.11494255065918
2003-08-06,4.285186767578125
